	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Opisthocomus_hoazin	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Phalacrocorax_auritus	Phalacrocorax_pelagicus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Bucco_capensis	Galbula_dea	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Cathartes_aura	Cariama_cristata	Chunga_burmeisteri	Apaloderma_vittatum	Trogon_melanurus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Colius_striatus	Urocolius_indicus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Formicarius_rufipectus	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Tachuris_rubrigastra	Piprites_chloris	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Pardalotus_punctatus	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Pteruthius_melanotis	Eulacestoma_nigropectus	Oriolus_oriolus	Vireo_altiloquus	Dicrurus_megarhynchus	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Aleadryas_rufinucha	Myiagra_hebetior	Pachycephala_philippinensis	Erpornis_zantholeuca	Struthidea_cinerea	Ifrita_kowaldi	Falcunculus_frontatus	Chaetorhynchus_papuensis	Rhipidura_dahli	Oreocharis_arfaki	Mohoua_ochrocephala	Daphoenositta_chrysoptera	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Cnemophilus_loriae	Notiomystis_cincta	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Nicator_chloris	Panurus_biarmicus	Sylvietta_virens	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Hirundo_rustica	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Leiothrix_lutea	Locustella_ochotensis	Donacobius_atricapilla	Oxylabes_madagascariensis	Brachypodius_atriceps	Pycnonotus_jocosus	Acrocephalus_arundinaceus	Hippolais_icterina	Regulus_satrapa	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Rhodinocichla_rosea	Calcarius_ornatus	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Geospiza_fortis	Sporophila_hypoxantha	Nesospiza_acunhae	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Emberiza_fucata	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Elachura_formosa	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Melanocharis_versteri	Pomatostomus_ruficeps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Ciconia_maguari	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_vociferus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Phaethon_lepturus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Podargus_strigoides	Gavia_stellata	Eurypyga_helias	Rhynochetos_jubatus	Steatornis_caripensis
Struthio_camelus	0	0.106344	0.108797	0.100495	0.102519	0.0984496	0.0984496	0.143886	0.152112	0.227188	0.201081	0.186232	0.182127	0.178261	0.176087	0.180324	0.169522	0.167328	0.171491	0.260676	0.259287	0.275518	0.29918	0.294883	0.294875	0.296877	0.330891	0.329964	0.355964	0.343819	0.348124	0.335152	0.353587	0.345056	0.363107	0.359289	0.362505	0.255087	0.274513	0.275798	0.292529	0.274339	0.280863	0.27868	0.27255	0.286399	0.300415	0.289078	0.284956	0.299833	0.274942	0.278832	0.283082	0.285019	0.281215	0.31666	0.294902	0.266408	0.297489	0.286645	0.295079	0.272209	0.270211	0.270211	0.270211	0.276219	0.283076	0.309195	0.308952	0.288751	0.293537	0.326075	0.360081	0.32599	0.334282	0.349221	0.382198	0.366207	0.274248	0.301595	0.269804	0.271807	0.284449	0.324921	0.306552	0.356804	0.373935	0.335202	0.332243	0.330948	0.351571	0.327116	0.354193	0.30513	0.298215	0.372876	0.356532	0.375007	0.379958	0.358719	0.366963	0.381054	0.242894	0.253383	0.272485	0.324434	0.324391	0.306354	0.30165	0.303556	0.319107	0.326131	0.32397	0.268234	0.278496	0.246695	0.240621	0.238617	0.254946	0.248737	0.332534	0.326779	0.283712	0.275456	0.269382	0.303949	0.297652	0.303347	0.346301	0.355573	0.371596	0.359777	0.363678	0.346869	0.357621	0.364015	0.363428	0.386167	0.346051	0.345089	0.358887	0.350302	0.354308	0.380054	0.305427	0.305435	0.330093	0.351386	0.338629	0.334035	0.330192	0.345007	0.367079	0.332026	0.321869	0.347844	0.335692	0.331502	0.327321	0.369942	0.345994	0.346017	0.361371	0.345895	0.344695	0.337593	0.334713	0.34718	0.347161	0.360023	0.341088	0.345276	0.345652	0.370335	0.354619	0.338725	0.342791	0.342791	0.345376	0.328669	0.351554	0.349294	0.328694	0.34507	0.332938	0.349993	0.362274	0.353854	0.341131	0.368765	0.336834	0.340941	0.332819	0.341176	0.343254	0.341178	0.335501	0.361661	0.394235	0.371845	0.373968	0.365784	0.363792	0.379011	0.37665	0.367621	0.380041	0.377836	0.379901	0.386892	0.402049	0.380186	0.377705	0.373405	0.38143	0.386364	0.387931	0.381859	0.392329	0.392216	0.379503	0.379928	0.377513	0.375512	0.405888	0.379839	0.380575	0.371591	0.377993	0.36978	0.363348	0.38166	0.379396	0.355247	0.357955	0.357419	0.349117	0.357344	0.380392	0.369596	0.371585	0.369369	0.384284	0.377748	0.369505	0.385867	0.379571	0.3898	0.375387	0.38761	0.3899	0.381533	0.385765	0.404714	0.402541	0.383604	0.398005	0.401886	0.410049	0.385634	0.391753	0.389716	0.381709	0.377709	0.377709	0.383738	0.375431	0.375447	0.365412	0.382038	0.37791	0.373542	0.388096	0.406665	0.390851	0.370478	0.353434	0.37085	0.36821	0.364099	0.364817	0.36255	0.357279	0.365481	0.373886	0.36363	0.367465	0.38506	0.373234	0.35595	0.366203	0.381561	0.381018	0.372914	0.368898	0.330837	0.37604	0.356461	0.343891	0.354275	0.362365	0.288587	0.306092	0.317064	0.30829	0.281099	0.280065	0.293023	0.248093	0.282119	0.280713	0.30173	0.283062	0.306551	0.285886	0.283552	0.288093	0.266317	0.264372	0.283469	0.279257	0.276856	0.277093	0.299952	0.301469	0.303079	0.338444	0.32278	0.313346	0.376352	0.284984	0.297515	0.284667	0.290869	0.286642	0.290951	0.280789	0.282795	0.284827	0.276427	0.272389	0.270356	0.270361	0.311512	0.303402	0.316421	0.310384	0.308941	0.302788	0.319514	0.32727	0.359924	0.326254	0.332158	0.288272	0.278991	0.268168	0.268205	0.267733	0.255632	0.303272	0.283155	0.269723
Casuarius_casuarius	0.106344	0	0.0347004	0.0345142	0.036538	0.0324688	0.0324688	0.0914188	0.099645	0.186771	0.160664	0.145814	0.14171	0.137843	0.135669	0.139907	0.129104	0.126911	0.131074	0.244502	0.243113	0.259344	0.283006	0.278709	0.278701	0.280703	0.314717	0.31379	0.339791	0.327645	0.331951	0.318978	0.337414	0.328882	0.346933	0.343115	0.346331	0.238913	0.258339	0.259625	0.276355	0.258166	0.26469	0.262507	0.256376	0.270225	0.284242	0.272904	0.268782	0.283659	0.258768	0.262658	0.266909	0.268845	0.265041	0.300486	0.278728	0.250235	0.281316	0.270472	0.278906	0.256036	0.254037	0.254037	0.254037	0.260045	0.266902	0.293022	0.292779	0.272577	0.277363	0.309902	0.343907	0.309817	0.318108	0.333047	0.366024	0.350034	0.258074	0.285421	0.253631	0.255633	0.268275	0.308748	0.290378	0.34063	0.357762	0.319029	0.316069	0.314774	0.335398	0.310943	0.338019	0.288956	0.282042	0.356702	0.340358	0.358833	0.363784	0.342546	0.35079	0.36488	0.22672	0.237209	0.256312	0.30826	0.308217	0.290181	0.285476	0.287382	0.302933	0.309957	0.307796	0.25206	0.262322	0.230521	0.224447	0.222443	0.238772	0.232563	0.31636	0.310606	0.267539	0.259282	0.253209	0.287776	0.281479	0.287173	0.330127	0.339399	0.355422	0.343603	0.347504	0.330695	0.341447	0.347841	0.347254	0.369993	0.329877	0.328915	0.342713	0.334128	0.338135	0.36388	0.289254	0.289262	0.313919	0.335213	0.322455	0.317861	0.314018	0.328834	0.350905	0.315852	0.305696	0.33167	0.319519	0.315328	0.311148	0.353768	0.32982	0.329843	0.345197	0.329721	0.328521	0.321419	0.318539	0.331006	0.330987	0.343849	0.324914	0.329102	0.329478	0.354161	0.338446	0.322551	0.326617	0.326617	0.329202	0.312495	0.33538	0.33312	0.31252	0.328896	0.316764	0.333819	0.3461	0.33768	0.324957	0.352591	0.320661	0.324767	0.316645	0.325002	0.32708	0.325004	0.319327	0.345487	0.378061	0.355672	0.357794	0.34961	0.347618	0.362838	0.360476	0.351447	0.363867	0.361662	0.363727	0.370718	0.385876	0.364012	0.361531	0.357232	0.365257	0.37019	0.371757	0.365686	0.376155	0.376043	0.36333	0.363755	0.361339	0.359339	0.389714	0.363665	0.364402	0.355417	0.36182	0.353607	0.347175	0.365487	0.363223	0.339073	0.341781	0.341245	0.332943	0.34117	0.364218	0.353422	0.355412	0.353195	0.36811	0.361574	0.353331	0.369693	0.363398	0.373626	0.359213	0.371436	0.373726	0.36536	0.369591	0.38854	0.386367	0.36743	0.381831	0.385713	0.393875	0.36946	0.375579	0.373542	0.365536	0.361535	0.361535	0.367564	0.359258	0.359273	0.349238	0.365864	0.361736	0.357369	0.371922	0.390491	0.374677	0.354305	0.337261	0.354676	0.352037	0.347926	0.348643	0.346376	0.341105	0.349308	0.357712	0.347457	0.351291	0.368887	0.35706	0.339776	0.35003	0.365387	0.364844	0.35674	0.352724	0.314664	0.359866	0.340287	0.327717	0.338101	0.346191	0.272414	0.289919	0.30089	0.292116	0.264925	0.263891	0.276849	0.23192	0.265946	0.26454	0.285556	0.266888	0.290377	0.269712	0.267378	0.271919	0.250143	0.248198	0.267295	0.263084	0.260682	0.26092	0.283778	0.285295	0.286905	0.32227	0.306606	0.297172	0.360179	0.26881	0.281341	0.268493	0.274696	0.270468	0.274778	0.264615	0.266622	0.268653	0.260254	0.256215	0.254182	0.254187	0.295338	0.287229	0.300247	0.29421	0.292767	0.286614	0.30334	0.311097	0.34375	0.31008	0.315985	0.272099	0.262817	0.251994	0.252031	0.251559	0.239459	0.287098	0.266981	0.25355
Dromaius_novaehollandiae	0.108797	0.0347004	0	0.0369671	0.0389908	0.0349216	0.0349216	0.0938716	0.102098	0.189223	0.163117	0.148267	0.144163	0.140296	0.138122	0.14236	0.131557	0.129363	0.133526	0.246955	0.245566	0.261797	0.285459	0.281162	0.281154	0.283156	0.31717	0.316243	0.342243	0.330098	0.334403	0.321431	0.339867	0.331335	0.349386	0.345568	0.348784	0.241366	0.260792	0.262077	0.278808	0.260618	0.267143	0.264959	0.258829	0.272678	0.286694	0.275357	0.271235	0.286112	0.261221	0.265111	0.269361	0.271298	0.267494	0.302939	0.281181	0.252687	0.283769	0.272925	0.281358	0.258488	0.25649	0.25649	0.25649	0.262498	0.269355	0.295475	0.295231	0.27503	0.279816	0.312354	0.34636	0.312269	0.320561	0.3355	0.368477	0.352486	0.260527	0.287874	0.256083	0.258086	0.270728	0.3112	0.292831	0.343083	0.360214	0.321481	0.318522	0.317227	0.33785	0.313395	0.340472	0.291409	0.284494	0.359155	0.342811	0.361286	0.366237	0.344998	0.353243	0.367333	0.229173	0.239662	0.258765	0.310713	0.31067	0.292634	0.287929	0.289835	0.305386	0.31241	0.310249	0.254513	0.264775	0.232974	0.2269	0.224896	0.241225	0.235016	0.318813	0.313059	0.269991	0.261735	0.255661	0.290228	0.283931	0.289626	0.33258	0.341852	0.357875	0.346056	0.349957	0.333148	0.3439	0.350294	0.349707	0.372446	0.33233	0.331368	0.345166	0.336581	0.340588	0.366333	0.291707	0.291715	0.316372	0.337666	0.324908	0.320314	0.316471	0.331286	0.353358	0.318305	0.308148	0.334123	0.321972	0.317781	0.313601	0.356221	0.332273	0.332296	0.34765	0.332174	0.330974	0.323872	0.320992	0.333459	0.33344	0.346302	0.327367	0.331555	0.331931	0.356614	0.340898	0.325004	0.32907	0.32907	0.331655	0.314948	0.337833	0.335573	0.314973	0.331349	0.319217	0.336272	0.348553	0.340133	0.32741	0.355044	0.323113	0.32722	0.319098	0.327455	0.329533	0.327457	0.32178	0.34794	0.380514	0.358124	0.360247	0.352063	0.350071	0.36529	0.362929	0.3539	0.36632	0.364115	0.36618	0.373171	0.388328	0.366465	0.363984	0.359684	0.36771	0.372643	0.37421	0.368139	0.378608	0.378495	0.365783	0.366208	0.363792	0.361792	0.392167	0.366118	0.366855	0.35787	0.364272	0.356059	0.349628	0.36794	0.365676	0.341526	0.344234	0.343698	0.335396	0.343623	0.366671	0.355875	0.357864	0.355648	0.370563	0.364027	0.355784	0.372146	0.36585	0.376079	0.361666	0.373889	0.376179	0.367812	0.372044	0.390993	0.38882	0.369883	0.384284	0.388165	0.396328	0.371913	0.378032	0.375995	0.367988	0.363988	0.363988	0.370017	0.36171	0.361726	0.351691	0.368317	0.364189	0.359821	0.374375	0.392944	0.37713	0.356757	0.339713	0.357129	0.35449	0.350378	0.351096	0.348829	0.343558	0.35176	0.360165	0.34991	0.353744	0.37134	0.359513	0.342229	0.352482	0.36784	0.367297	0.359193	0.355177	0.317116	0.362319	0.34274	0.33017	0.340554	0.348644	0.274866	0.292372	0.303343	0.294569	0.267378	0.266344	0.279302	0.234372	0.268398	0.266992	0.288009	0.269341	0.29283	0.272165	0.269831	0.274372	0.252596	0.250651	0.269748	0.265536	0.263135	0.263372	0.286231	0.287748	0.289358	0.324723	0.309059	0.299625	0.362631	0.271263	0.283794	0.270946	0.277149	0.272921	0.27723	0.267068	0.269074	0.271106	0.262706	0.258668	0.256635	0.25664	0.297791	0.289682	0.3027	0.296663	0.29522	0.289067	0.305793	0.313549	0.346203	0.312533	0.318437	0.274551	0.26527	0.254447	0.254484	0.254012	0.241911	0.289551	0.269434	0.256002
Apteryx_haastii	0.100495	0.0345142	0.0369671	0	0.00605865	0.00606041	0.00606041	0.0855697	0.0937959	0.180922	0.154815	0.139965	0.135861	0.131994	0.12982	0.134058	0.123255	0.121062	0.125225	0.238653	0.237264	0.253495	0.277157	0.27286	0.272852	0.274854	0.308868	0.307941	0.333942	0.321796	0.326102	0.313129	0.331565	0.323033	0.341084	0.337266	0.340482	0.233064	0.25249	0.253775	0.270506	0.252316	0.258841	0.256657	0.250527	0.264376	0.278393	0.267055	0.262933	0.27781	0.252919	0.256809	0.26106	0.262996	0.259192	0.294637	0.272879	0.244385	0.275467	0.264623	0.273056	0.250186	0.248188	0.248188	0.248188	0.254196	0.261053	0.287173	0.286929	0.266728	0.271514	0.304052	0.338058	0.303968	0.312259	0.327198	0.360175	0.344184	0.252225	0.279572	0.247782	0.249784	0.262426	0.302898	0.284529	0.334781	0.351912	0.31318	0.31022	0.308925	0.329548	0.305093	0.33217	0.283107	0.276192	0.350853	0.334509	0.352984	0.357935	0.336697	0.344941	0.359031	0.220871	0.23136	0.250463	0.302411	0.302368	0.284332	0.279627	0.281533	0.297084	0.304108	0.301947	0.246211	0.256473	0.224672	0.218598	0.216594	0.232923	0.226714	0.310511	0.304757	0.26169	0.253433	0.247359	0.281926	0.275629	0.281324	0.324278	0.33355	0.349573	0.337754	0.341655	0.324846	0.335598	0.341992	0.341405	0.364144	0.324028	0.323066	0.336864	0.328279	0.332286	0.358031	0.283405	0.283413	0.30807	0.329364	0.316606	0.312012	0.308169	0.322984	0.345056	0.310003	0.299847	0.325821	0.31367	0.309479	0.305299	0.347919	0.323971	0.323994	0.339348	0.323872	0.322672	0.31557	0.31269	0.325157	0.325138	0.338	0.319065	0.323253	0.323629	0.348312	0.332597	0.316702	0.320768	0.320768	0.323353	0.306646	0.329531	0.327271	0.306671	0.323047	0.310915	0.32797	0.340251	0.331831	0.319108	0.346742	0.314811	0.318918	0.310796	0.319153	0.321231	0.319155	0.313478	0.339638	0.372212	0.349823	0.351945	0.343761	0.341769	0.356988	0.354627	0.345598	0.358018	0.355813	0.357878	0.364869	0.380026	0.358163	0.355682	0.351382	0.359408	0.364341	0.365908	0.359837	0.370306	0.370194	0.357481	0.357906	0.35549	0.35349	0.383865	0.357816	0.358553	0.349568	0.35597	0.347758	0.341326	0.359638	0.357374	0.333224	0.335932	0.335396	0.327094	0.335321	0.358369	0.347573	0.349563	0.347346	0.362261	0.355725	0.347482	0.363844	0.357548	0.367777	0.353364	0.365587	0.367877	0.359511	0.363742	0.382691	0.380518	0.361581	0.375982	0.379864	0.388026	0.363611	0.36973	0.367693	0.359686	0.355686	0.355686	0.361715	0.353409	0.353424	0.343389	0.360015	0.355887	0.351519	0.366073	0.384642	0.368828	0.348456	0.331411	0.348827	0.346188	0.342076	0.342794	0.340527	0.335256	0.343458	0.351863	0.341608	0.345442	0.363038	0.351211	0.333927	0.344181	0.359538	0.358995	0.350891	0.346875	0.308815	0.354017	0.334438	0.321868	0.332252	0.340342	0.266564	0.28407	0.295041	0.286267	0.259076	0.258042	0.271	0.22607	0.260097	0.25869	0.279707	0.261039	0.284528	0.263863	0.261529	0.26607	0.244294	0.242349	0.261446	0.257235	0.254833	0.25507	0.277929	0.279446	0.281056	0.316421	0.300757	0.291323	0.354329	0.262961	0.275492	0.262644	0.268847	0.264619	0.268928	0.258766	0.260772	0.262804	0.254404	0.250366	0.248333	0.248338	0.289489	0.28138	0.294398	0.288361	0.286918	0.280765	0.297491	0.305248	0.337901	0.304231	0.310135	0.266249	0.256968	0.246145	0.246182	0.24571	0.23361	0.281249	0.261132	0.2477
Apteryx_owenii	0.102519	0.036538	0.0389908	0.00605865	0	0.00808416	0.00808416	0.0875935	0.0958197	0.182945	0.156838	0.141989	0.137885	0.134018	0.131844	0.136081	0.125279	0.123085	0.127248	0.240677	0.239288	0.255519	0.279181	0.274884	0.274876	0.276878	0.310892	0.309965	0.335965	0.32382	0.328125	0.315153	0.333588	0.325057	0.343107	0.33929	0.342506	0.235088	0.254514	0.255799	0.27253	0.25434	0.260864	0.258681	0.252551	0.2664	0.280416	0.269079	0.264957	0.279834	0.254943	0.258833	0.263083	0.26502	0.261216	0.296661	0.274903	0.246409	0.27749	0.266646	0.27508	0.25221	0.250212	0.250212	0.250212	0.256219	0.263077	0.289196	0.288953	0.268752	0.273538	0.306076	0.340081	0.305991	0.314282	0.329222	0.362199	0.346208	0.254249	0.281596	0.249805	0.251808	0.26445	0.304922	0.286553	0.336804	0.353936	0.315203	0.312244	0.310949	0.331572	0.307117	0.334193	0.285131	0.278216	0.352877	0.336533	0.355007	0.359958	0.33872	0.346964	0.361054	0.222895	0.233383	0.252486	0.304435	0.304392	0.286355	0.281651	0.283557	0.299107	0.306132	0.303971	0.248235	0.258497	0.226696	0.220622	0.218618	0.234947	0.228738	0.312535	0.30678	0.263713	0.255457	0.249383	0.28395	0.277653	0.283348	0.326302	0.335574	0.351597	0.339778	0.343679	0.326869	0.337622	0.344016	0.343428	0.366168	0.326052	0.32509	0.338888	0.330303	0.334309	0.360055	0.285428	0.285436	0.310094	0.331387	0.31863	0.314035	0.310193	0.325008	0.34708	0.312027	0.30187	0.327845	0.315693	0.311502	0.307322	0.349943	0.325995	0.326018	0.341372	0.325895	0.324696	0.317594	0.314714	0.327181	0.327162	0.340024	0.321089	0.325277	0.325653	0.350336	0.33462	0.318726	0.322792	0.322792	0.325377	0.30867	0.331555	0.329295	0.308695	0.325071	0.312939	0.329994	0.342275	0.333855	0.321132	0.348765	0.316835	0.320942	0.31282	0.321177	0.323255	0.321179	0.315502	0.341662	0.374236	0.351846	0.353969	0.345785	0.343793	0.359012	0.356651	0.347622	0.360042	0.357837	0.359902	0.366893	0.38205	0.360187	0.357706	0.353406	0.361431	0.366365	0.367932	0.36186	0.37233	0.372217	0.359504	0.359929	0.357514	0.355513	0.385889	0.35984	0.360576	0.351592	0.357994	0.349781	0.343349	0.361661	0.359397	0.335248	0.337956	0.33742	0.329118	0.337345	0.360393	0.349597	0.351586	0.34937	0.364285	0.357749	0.349506	0.365868	0.359572	0.369801	0.355388	0.367611	0.369901	0.361534	0.365766	0.384715	0.382542	0.363605	0.378006	0.381887	0.39005	0.365635	0.371754	0.369717	0.36171	0.357709	0.35771	0.363739	0.355432	0.355447	0.345413	0.362039	0.357911	0.353543	0.368097	0.386666	0.370852	0.350479	0.333435	0.350851	0.348211	0.3441	0.344817	0.342551	0.33728	0.345482	0.353887	0.343631	0.347466	0.365061	0.353235	0.335951	0.346204	0.361562	0.361018	0.352915	0.348899	0.310838	0.356041	0.336462	0.323892	0.334276	0.342366	0.268588	0.286093	0.297065	0.288291	0.261099	0.260066	0.273024	0.228094	0.26212	0.260714	0.281731	0.263063	0.286552	0.265887	0.263553	0.268094	0.246317	0.244373	0.26347	0.259258	0.256857	0.257094	0.279953	0.28147	0.28308	0.318445	0.302781	0.293347	0.356353	0.264985	0.277516	0.264668	0.27087	0.266643	0.270952	0.26079	0.262796	0.264827	0.256428	0.25239	0.250357	0.250362	0.291513	0.283403	0.296422	0.290385	0.288942	0.282789	0.299515	0.307271	0.339925	0.306255	0.312159	0.268273	0.258992	0.248169	0.248206	0.247734	0.235633	0.283273	0.263156	0.249724
