	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Chauna_torquata	Anser_cygnoid	Cairina_moschata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Anseranas_semipalmata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Coturnix_japonica	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Steatornis_caripensis	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Apaloderma_vittatum	Trogon_melanurus	Leptosomus_discolor	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Gavia_stellata	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Acanthisitta_chloris	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Eulacestoma_nigropectus	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Mohoua_ochrocephala	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Nesospiza_acunhae	Emberiza_fucata	Setophaga_coronata	Setophaga_kirtlandii	Geospiza_fortis	Sporophila_hypoxantha	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Calcarius_ornatus	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Brachypodius_atriceps	Pycnonotus_jocosus	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Leiothrix_lutea	Illadopsis_cleaveri	Locustella_ochotensis	Oxylabes_madagascariensis	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Cinclus_mexicanus	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Regulus_satrapa	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Ptilorrhoa_leucosticta	Gymnorhina_tibicen	Rhagologus_leucostigma	Daphoenositta_chrysoptera	Oreocharis_arfaki	Aleadryas_rufinucha	Pachycephala_philippinensis	Falcunculus_frontatus	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Neopipo_cinnamomea	Mionectes_macconnelli	Tachuris_rubrigastra	Piprites_chloris	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Cariama_cristata	Chunga_burmeisteri	Mesitornis_unicolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Rynchops_niger	Phaethon_lepturus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Bucco_capensis	Galbula_dea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Colius_striatus	Urocolius_indicus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Opisthocomus_hoazin	Eurypyga_helias	Rhynochetos_jubatus	Ciconia_maguari	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregata_magnificens	Mesembrinibis_cayennensis	Nipponia_nippon	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_pelagicus	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta
Struthio_camelus	0	0.118198	0.130448	0.285269	0.220476	0.206504	0.206504	0.255978	0.249844	0.264348	0.265458	0.256706	0.260205	0.176495	0.172003	0.133527	0.131534	0.129254	0.127259	0.326497	0.343623	0.363905	0.363822	0.363802	0.364249	0.332728	0.384347	0.392422	0.400665	0.438388	0.410414	0.422919	0.44002	0.42042	0.424311	0.433179	0.442094	0.31125	0.350167	0.360243	0.375893	0.365129	0.366843	0.390735	0.355461	0.372188	0.361548	0.382339	0.370869	0.382622	0.377584	0.371131	0.372816	0.35238	0.347062	0.374074	0.387628	0.388778	0.368506	0.442004	0.408513	0.445563	0.424701	0.341303	0.360953	0.334839	0.331791	0.331763	0.329946	0.325923	0.432025	0.418032	0.358965	0.439895	0.416598	0.369671	0.378992	0.34456	0.322064	0.330231	0.403014	0.401493	0.447118	0.440087	0.436101	0.424728	0.432671	0.335249	0.356007	0.377228	0.366113	0.360103	0.311978	0.415067	0.434898	0.4227	0.431816	0.405721	0.443276	0.443664	0.432065	0.460526	0.447357	0.435134	0.439384	0.436518	0.438817	0.450823	0.413272	0.442772	0.425895	0.442383	0.410791	0.444735	0.41474	0.410485	0.408452	0.41046	0.440792	0.450782	0.437861	0.423254	0.412972	0.442962	0.449595	0.45255	0.453132	0.411177	0.432146	0.421541	0.434579	0.465615	0.461104	0.433245	0.46134	0.512404	0.460689	0.47918	0.458478	0.465964	0.471347	0.447753	0.471274	0.458648	0.460435	0.448574	0.466418	0.460401	0.498808	0.474942	0.458652	0.466651	0.454281	0.470759	0.470646	0.470482	0.463588	0.457462	0.47404	0.471879	0.473913	0.488366	0.488822	0.476253	0.484288	0.477778	0.46123	0.48537	0.503226	0.467573	0.474005	0.484044	0.484413	0.488347	0.475875	0.465488	0.482114	0.48015	0.471849	0.48006	0.465775	0.46904	0.490653	0.502955	0.45964	0.478512	0.470022	0.47675	0.524106	0.476641	0.463513	0.463583	0.51971	0.480419	0.480424	0.473908	0.487456	0.478475	0.490215	0.485914	0.474235	0.501342	0.495087	0.480215	0.488752	0.465871	0.473176	0.459716	0.509407	0.45569	0.475854	0.459884	0.474493	0.483016	0.479512	0.474682	0.470101	0.484629	0.473854	0.467668	0.453513	0.469573	0.462882	0.452479	0.450344	0.485594	0.479104	0.469471	0.484326	0.474915	0.460871	0.480005	0.41587	0.421084	0.415031	0.432363	0.458373	0.429726	0.441001	0.423958	0.4133	0.425604	0.455878	0.425557	0.41566	0.421609	0.438384	0.447061	0.431146	0.423079	0.436375	0.433521	0.449262	0.464482	0.463561	0.376108	0.376129	0.441035	0.438837	0.417748	0.44084	0.454742	0.448378	0.428154	0.421851	0.406971	0.332859	0.331999	0.389397	0.352304	0.360479	0.335056	0.324277	0.33473	0.338276	0.323749	0.343576	0.318073	0.337799	0.327173	0.322971	0.331071	0.373413	0.36573	0.380958	0.352653	0.377163	0.48083	0.33123	0.372951	0.363033	0.33584	0.327722	0.321557	0.341949	0.346094	0.323788	0.338117	0.342109	0.342684	0.346177	0.344427	0.406898	0.373149	0.550461	0.487604	0.452471	0.45546	0.441641	0.396907	0.409984	0.41698	0.417771	0.463153	0.41174	0.428278	0.481722	0.441567	0.489883	0.500076	0.499012	0.461275	0.47058	0.396458	0.408438	0.337492	0.332053	0.33404	0.385633	0.387388	0.389593	0.410693	0.403068	0.394813	0.356906	0.404239	0.409471	0.323102	0.311476	0.315578	0.305335	0.338837	0.341055	0.316162	0.312756	0.32211	0.331135	0.307729	0.330437	0.321573	0.334995	0.350056	0.361585	0.327497	0.335533	0.335485	0.33349	0.325483	0.342077	0.34554	0.294986	0.319847	0.362087
Casuarius_casuarius	0.118198	0	0.0326884	0.224053	0.15926	0.145288	0.145288	0.194761	0.188628	0.203131	0.204242	0.195489	0.198989	0.119532	0.115041	0.0798071	0.0778144	0.0755338	0.0735396	0.301693	0.318819	0.339102	0.339018	0.338998	0.339446	0.307924	0.359543	0.367618	0.375861	0.413584	0.38561	0.398115	0.415217	0.395617	0.399507	0.408375	0.417291	0.286446	0.325363	0.33544	0.351089	0.340325	0.342039	0.365931	0.330657	0.347384	0.336744	0.357535	0.346066	0.357819	0.352781	0.346327	0.348012	0.327576	0.322259	0.34927	0.362824	0.363974	0.343702	0.4172	0.383709	0.42076	0.399897	0.316499	0.336149	0.310035	0.306987	0.306959	0.305142	0.301119	0.407221	0.393229	0.334161	0.415092	0.391794	0.344868	0.354188	0.319756	0.29726	0.305427	0.37821	0.376689	0.422314	0.415284	0.411298	0.399924	0.407867	0.310445	0.331203	0.352424	0.341309	0.3353	0.287175	0.390263	0.410094	0.397896	0.407012	0.380917	0.418473	0.41886	0.407261	0.435722	0.422553	0.410331	0.414581	0.411714	0.414013	0.426019	0.388468	0.417968	0.401091	0.41758	0.385988	0.419931	0.389937	0.385682	0.383648	0.385656	0.415989	0.425979	0.413058	0.398451	0.388168	0.418158	0.424791	0.427747	0.428328	0.386373	0.407343	0.396737	0.409776	0.440811	0.436301	0.408442	0.436536	0.4876	0.435885	0.454377	0.433674	0.441161	0.446543	0.422949	0.44647	0.433845	0.435631	0.423771	0.441615	0.435598	0.474004	0.450138	0.433849	0.441847	0.429477	0.445955	0.445842	0.445679	0.438785	0.432658	0.449237	0.447075	0.449109	0.463563	0.464019	0.45145	0.459484	0.452974	0.436427	0.460566	0.478422	0.442769	0.449202	0.45924	0.459609	0.463543	0.451072	0.440684	0.45731	0.455346	0.447045	0.455256	0.440971	0.444236	0.465849	0.478151	0.434837	0.453709	0.445219	0.451946	0.499302	0.451838	0.438709	0.43878	0.494906	0.455615	0.455621	0.449104	0.462652	0.453672	0.465411	0.46111	0.449431	0.476539	0.470283	0.455412	0.463948	0.441067	0.448372	0.434912	0.484603	0.430886	0.45105	0.435081	0.44969	0.458213	0.454708	0.449879	0.445297	0.459825	0.44905	0.442864	0.42871	0.444769	0.438079	0.427676	0.42554	0.46079	0.4543	0.444667	0.459522	0.450112	0.436067	0.455202	0.391067	0.39628	0.390227	0.407559	0.433569	0.404923	0.416197	0.399154	0.388496	0.400801	0.431074	0.400753	0.390856	0.396805	0.41358	0.422257	0.406342	0.398276	0.411571	0.408717	0.424458	0.439679	0.438757	0.351304	0.351326	0.416231	0.414033	0.392944	0.416036	0.429939	0.423574	0.40335	0.397048	0.382167	0.308056	0.307196	0.364593	0.327501	0.335675	0.310252	0.299473	0.309926	0.313472	0.298945	0.318772	0.293269	0.312996	0.30237	0.298168	0.306268	0.348609	0.340926	0.356154	0.327849	0.35236	0.456027	0.306427	0.348148	0.33823	0.311036	0.302919	0.296753	0.317146	0.32129	0.298984	0.313313	0.317305	0.31788	0.321373	0.319623	0.382094	0.348345	0.525657	0.4628	0.427668	0.430656	0.416837	0.372103	0.38518	0.392176	0.392967	0.438349	0.386937	0.403474	0.456918	0.416763	0.46508	0.475273	0.474208	0.436471	0.445776	0.371654	0.383634	0.312688	0.307249	0.309236	0.36083	0.362584	0.36479	0.385889	0.378264	0.37001	0.332102	0.379435	0.384668	0.298299	0.286672	0.290775	0.280532	0.314034	0.316251	0.291359	0.287952	0.297306	0.306332	0.282926	0.305633	0.29677	0.310191	0.325252	0.336781	0.302694	0.310729	0.310681	0.308686	0.30068	0.317273	0.320736	0.270182	0.295043	0.337284
Dromaius_novaehollandiae	0.130448	0.0326884	0	0.236302	0.171509	0.157537	0.157537	0.207011	0.200877	0.215381	0.216492	0.207739	0.211238	0.131782	0.127291	0.0920569	0.0900642	0.0877836	0.0857894	0.313943	0.331069	0.351351	0.351268	0.351248	0.351695	0.320174	0.371793	0.379868	0.388111	0.425834	0.39786	0.410365	0.427467	0.407866	0.411757	0.420625	0.42954	0.298696	0.337613	0.347689	0.363339	0.352575	0.354289	0.378181	0.342907	0.359634	0.348994	0.369785	0.358315	0.370069	0.36503	0.358577	0.360262	0.339826	0.334508	0.36152	0.375074	0.376224	0.355952	0.42945	0.395959	0.433009	0.412147	0.328749	0.348399	0.322285	0.319237	0.319209	0.317392	0.313369	0.419471	0.405478	0.346411	0.427341	0.404044	0.357117	0.366438	0.332006	0.30951	0.317677	0.39046	0.388939	0.434564	0.427533	0.423547	0.412174	0.420117	0.322695	0.343453	0.364674	0.353559	0.347549	0.299424	0.402513	0.422344	0.410146	0.419262	0.393167	0.430722	0.43111	0.419511	0.447972	0.434803	0.42258	0.42683	0.423964	0.426263	0.438269	0.400718	0.430218	0.413341	0.429829	0.398237	0.432181	0.402186	0.397931	0.395898	0.397906	0.428238	0.438228	0.425307	0.4107	0.400418	0.430408	0.437041	0.439997	0.440578	0.398623	0.419592	0.408987	0.422025	0.453061	0.44855	0.420691	0.448786	0.49985	0.448135	0.466626	0.445924	0.45341	0.458793	0.435199	0.45872	0.446094	0.447881	0.43602	0.453864	0.447847	0.486254	0.462388	0.446098	0.454097	0.441727	0.458205	0.458092	0.457929	0.451034	0.444908	0.461486	0.459325	0.461359	0.475812	0.476268	0.463699	0.471734	0.465224	0.448676	0.472816	0.490672	0.455019	0.461452	0.47149	0.471859	0.475793	0.463322	0.452934	0.46956	0.467596	0.459295	0.467506	0.453221	0.456486	0.478099	0.490401	0.447086	0.465958	0.457468	0.464196	0.511552	0.464088	0.450959	0.451029	0.507156	0.467865	0.46787	0.461354	0.474902	0.465921	0.477661	0.47336	0.461681	0.488788	0.482533	0.467662	0.476198	0.453317	0.460622	0.447162	0.496853	0.443136	0.4633	0.44733	0.461939	0.470462	0.466958	0.462128	0.457547	0.472075	0.4613	0.455114	0.44096	0.457019	0.450328	0.439926	0.43779	0.47304	0.46655	0.456917	0.471772	0.462361	0.448317	0.467451	0.403317	0.40853	0.402477	0.419809	0.445819	0.417172	0.428447	0.411404	0.400746	0.41305	0.443324	0.413003	0.403106	0.409055	0.42583	0.434507	0.418592	0.410525	0.423821	0.420967	0.436708	0.451928	0.451007	0.363554	0.363575	0.428481	0.426283	0.405194	0.428286	0.442188	0.435824	0.4156	0.409297	0.394417	0.320305	0.319445	0.376843	0.33975	0.347925	0.322502	0.311723	0.322176	0.325722	0.311195	0.331022	0.305519	0.325245	0.314619	0.310417	0.318518	0.360859	0.353176	0.368404	0.340099	0.364609	0.468276	0.318676	0.360397	0.350479	0.323286	0.315168	0.309003	0.329395	0.33354	0.311234	0.325563	0.329555	0.33013	0.333623	0.331873	0.394344	0.360595	0.537907	0.47505	0.439917	0.442906	0.429087	0.384353	0.39743	0.404426	0.405217	0.450599	0.399187	0.415724	0.469168	0.429013	0.477329	0.487523	0.486458	0.448721	0.458026	0.383904	0.395884	0.324938	0.319499	0.321486	0.373079	0.374834	0.37704	0.398139	0.390514	0.382259	0.344352	0.391685	0.396917	0.310548	0.298922	0.303024	0.292781	0.326284	0.328501	0.303609	0.300202	0.309556	0.318582	0.295175	0.317883	0.309019	0.322441	0.337502	0.349031	0.314944	0.322979	0.322931	0.320936	0.312929	0.329523	0.332986	0.282432	0.307293	0.349534
Eudromia_elegans	0.285269	0.224053	0.236302	0	0.164148	0.150176	0.150176	0.258058	0.251924	0.266428	0.267539	0.258786	0.262286	0.286603	0.282112	0.246878	0.244885	0.242605	0.240611	0.468764	0.485891	0.506173	0.506089	0.506069	0.506517	0.474995	0.526614	0.534689	0.542932	0.580655	0.552681	0.565186	0.582288	0.562688	0.566578	0.575446	0.584362	0.453517	0.492434	0.502511	0.518161	0.507396	0.50911	0.533002	0.497729	0.514455	0.503815	0.524606	0.513137	0.52489	0.519852	0.513398	0.515083	0.494647	0.48933	0.516341	0.529895	0.531045	0.510773	0.584271	0.55078	0.587831	0.566968	0.48357	0.50322	0.477106	0.474058	0.47403	0.472214	0.46819	0.574292	0.5603	0.501232	0.582163	0.558865	0.511939	0.521259	0.486827	0.464331	0.472498	0.545281	0.543761	0.589385	0.582355	0.578369	0.566995	0.574938	0.477516	0.498274	0.519496	0.50838	0.502371	0.454246	0.557334	0.577165	0.564967	0.574083	0.547988	0.585544	0.585931	0.574333	0.602794	0.589624	0.577402	0.581652	0.578785	0.581084	0.59309	0.555539	0.585039	0.568162	0.584651	0.553059	0.587002	0.557008	0.552753	0.550719	0.552727	0.58306	0.59305	0.580129	0.565522	0.555239	0.585229	0.591862	0.594818	0.595399	0.553444	0.574414	0.563809	0.576847	0.607882	0.603372	0.575513	0.603607	0.654671	0.602956	0.621448	0.600745	0.608232	0.613614	0.59002	0.613541	0.600916	0.602703	0.590842	0.608686	0.602669	0.641075	0.617209	0.60092	0.608918	0.596548	0.613026	0.612913	0.61275	0.605856	0.599729	0.616308	0.614146	0.61618	0.630634	0.63109	0.618521	0.626555	0.620045	0.603498	0.627638	0.645493	0.60984	0.616273	0.626311	0.62668	0.630614	0.618143	0.607755	0.624381	0.622417	0.614116	0.622327	0.608042	0.611307	0.63292	0.645222	0.601908	0.62078	0.61229	0.619017	0.666373	0.618909	0.60578	0.605851	0.661977	0.622686	0.622692	0.616175	0.629723	0.620743	0.632482	0.628181	0.616502	0.64361	0.637354	0.622483	0.631019	0.608138	0.615443	0.601983	0.651674	0.597957	0.618121	0.602152	0.616761	0.625284	0.621779	0.61695	0.612368	0.626897	0.616121	0.609935	0.595781	0.61184	0.60515	0.594747	0.592611	0.627861	0.621371	0.611738	0.626593	0.617183	0.603138	0.622273	0.558138	0.563352	0.557298	0.57463	0.60064	0.571994	0.583268	0.566225	0.555567	0.567872	0.598145	0.567824	0.557927	0.563876	0.580651	0.589328	0.573413	0.565347	0.578642	0.575788	0.591529	0.60675	0.605828	0.518375	0.518397	0.583302	0.581104	0.560015	0.583107	0.59701	0.590645	0.570421	0.564119	0.549238	0.475127	0.474267	0.531664	0.494572	0.502746	0.477323	0.466544	0.476997	0.480543	0.466016	0.485843	0.46034	0.480067	0.469441	0.465239	0.473339	0.51568	0.507997	0.523225	0.49492	0.519431	0.623098	0.473498	0.515219	0.505301	0.478107	0.46999	0.463824	0.484217	0.488361	0.466055	0.480384	0.484376	0.484951	0.488444	0.486694	0.549165	0.515416	0.692728	0.629871	0.594739	0.597727	0.583908	0.539174	0.552251	0.559247	0.560038	0.60542	0.554008	0.570545	0.623989	0.583834	0.632151	0.642344	0.641279	0.603542	0.612848	0.538725	0.550705	0.479759	0.47432	0.476307	0.527901	0.529655	0.531861	0.55296	0.545335	0.537081	0.499173	0.546506	0.551739	0.46537	0.453743	0.457846	0.447603	0.481105	0.483322	0.45843	0.455023	0.464377	0.473403	0.449997	0.472704	0.463841	0.477263	0.492323	0.503852	0.469765	0.4778	0.477752	0.475758	0.467751	0.484344	0.487807	0.437253	0.462114	0.504355
Nothoprocta_perdicaria	0.220476	0.15926	0.171509	0.164148	0	0.0222724	0.0222724	0.193265	0.187132	0.201635	0.202746	0.193993	0.197493	0.221811	0.217319	0.182085	0.180093	0.177812	0.175818	0.403971	0.421098	0.44138	0.441296	0.441276	0.441724	0.410202	0.461821	0.469896	0.478139	0.515862	0.487888	0.500394	0.517495	0.497895	0.501785	0.510653	0.519569	0.388724	0.427641	0.437718	0.453368	0.442603	0.444317	0.468209	0.432936	0.449662	0.439022	0.459814	0.448344	0.460097	0.455059	0.448605	0.45029	0.429854	0.424537	0.451548	0.465102	0.466252	0.44598	0.519478	0.485987	0.523038	0.502175	0.418777	0.438427	0.412313	0.409265	0.409237	0.407421	0.403397	0.509499	0.495507	0.43644	0.51737	0.494072	0.447146	0.456467	0.422034	0.399538	0.407705	0.480488	0.478968	0.524593	0.517562	0.513576	0.502202	0.510146	0.412723	0.433481	0.454703	0.443588	0.437578	0.389453	0.492541	0.512372	0.500174	0.50929	0.483195	0.520751	0.521138	0.50954	0.538001	0.524831	0.512609	0.516859	0.513993	0.516291	0.528298	0.490747	0.520246	0.503369	0.519858	0.488266	0.522209	0.492215	0.48796	0.485926	0.487934	0.518267	0.528257	0.515336	0.500729	0.490447	0.520436	0.527069	0.530025	0.530606	0.488651	0.509621	0.499016	0.512054	0.543089	0.538579	0.51072	0.538814	0.589878	0.538164	0.556655	0.535953	0.543439	0.548821	0.525227	0.548749	0.536123	0.53791	0.526049	0.543893	0.537876	0.576282	0.552417	0.536127	0.544125	0.531756	0.548234	0.54812	0.547957	0.541063	0.534937	0.551515	0.549353	0.551387	0.565841	0.566297	0.553728	0.561762	0.555253	0.538705	0.562845	0.5807	0.545047	0.55148	0.561518	0.561887	0.565822	0.55335	0.542962	0.559588	0.557624	0.549323	0.557535	0.543249	0.546514	0.568127	0.580429	0.537115	0.555987	0.547497	0.554225	0.60158	0.554116	0.540987	0.541058	0.597184	0.557893	0.557899	0.551383	0.56493	0.55595	0.567689	0.563388	0.55171	0.578817	0.572562	0.55769	0.566226	0.543345	0.55065	0.53719	0.586881	0.533165	0.553328	0.537359	0.551968	0.560491	0.556986	0.552157	0.547575	0.562104	0.551329	0.545143	0.530988	0.547047	0.540357	0.529954	0.527819	0.563069	0.556578	0.546946	0.5618	0.55239	0.538345	0.55748	0.493345	0.498559	0.492505	0.509838	0.535847	0.507201	0.518476	0.501432	0.490774	0.503079	0.533352	0.503031	0.493134	0.499083	0.515858	0.524535	0.50862	0.500554	0.51385	0.510996	0.526736	0.541957	0.541036	0.453582	0.453604	0.518509	0.516311	0.495223	0.518314	0.532217	0.525852	0.505628	0.499326	0.484445	0.410334	0.409474	0.466871	0.429779	0.437953	0.41253	0.401751	0.412204	0.41575	0.401223	0.421051	0.395547	0.415274	0.404648	0.400446	0.408546	0.450887	0.443204	0.458432	0.430128	0.454638	0.558305	0.408705	0.450426	0.440508	0.413314	0.405197	0.399031	0.419424	0.423568	0.401262	0.415591	0.419583	0.420158	0.423651	0.421901	0.484372	0.450623	0.627935	0.565078	0.529946	0.532934	0.519115	0.474381	0.487459	0.494454	0.495246	0.540627	0.489215	0.505752	0.559196	0.519041	0.567358	0.577551	0.576487	0.538749	0.548055	0.473932	0.485913	0.414967	0.409527	0.411514	0.463108	0.464863	0.467068	0.488168	0.480542	0.472288	0.434381	0.481713	0.486946	0.400577	0.388951	0.393053	0.38281	0.416312	0.41853	0.393637	0.39023	0.399584	0.40861	0.385204	0.407911	0.399048	0.41247	0.42753	0.439059	0.404972	0.413007	0.412959	0.410965	0.402958	0.419551	0.423014	0.372461	0.397321	0.439562
