	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Eudromia_elegans	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Gallus_gallus	Phasianus_colchicus	Tympanuchus_cupido	Meleagris_gallopavo	Coturnix_japonica	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Opisthocomus_hoazin	Nyctibius_bracteatus	Nyctibius_grandis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Phaethon_lepturus	Cathartes_aura	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Piprites_chloris	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Tachuris_rubrigastra	Mionectes_macconnelli	Neopipo_cinnamomea	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Malurus_elegans	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Orthonyx_spaldingii	Edolisoma_coerulescens	Eulacestoma_nigropectus	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Dicrurus_megarhynchus	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Mohoua_ochrocephala	Daphoenositta_chrysoptera	Oreocharis_arfaki	Pachycephala_philippinensis	Machaerirhynchus_nigripectus	Dyaphorophyia_castanea	Rhagologus_leucostigma	Dryoscopus_gambensis	Mystacornis_crossleyi	Aleadryas_rufinucha	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Gymnorhina_tibicen	Oriolus_oriolus	Falcunculus_frontatus	Cnemophilus_loriae	Drymodes_brunneopygia	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Cisticola_juncidis	Hirundo_rustica	Sylvia_atricapilla	Sylvia_borin	Leiothrix_lutea	Acrocephalus_arundinaceus	Hippolais_icterina	Sylvietta_virens	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Bombycilla_garrulus	Phainopepla_nitens	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Regulus_satrapa	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Passer_domesticus	Hypocryptadius_cinnamomeus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Emberiza_fucata	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Motacilla_alba	Prunella_fulvescens	Prunella_himalayana	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Notiomystis_cincta	Ptilorrhoa_leucosticta	Pomatostomus_ruficeps	Climacteris_rufus	Ptilonorhynchus_violaceus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Apaloderma_vittatum	Trogon_melanurus	Eurypyga_helias	Rhynochetos_jubatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Cariama_cristata	Chunga_burmeisteri	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Merops_nubicus	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Fregata_magnificens	Thalassarche_chlororhynchos	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Podargus_strigoides	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata
Struthio_camelus	0	0.111922	0.109404	0.275708	0.22413	0.207559	0.228687	0.233098	0.23074	0.232757	0.207624	0.194815	0.194815	0.306666	0.283462	0.334877	0.342456	0.344743	0.348768	0.34576	0.393464	0.343451	0.348638	0.351587	0.367785	0.374344	0.370629	0.377135	0.385838	0.400125	0.393396	0.263268	0.291037	0.295266	0.321916	0.339429	0.327501	0.32615	0.356253	0.343511	0.354944	0.3565	0.354435	0.309217	0.330791	0.332838	0.309625	0.311671	0.305585	0.305581	0.303605	0.287589	0.306658	0.298123	0.295563	0.293734	0.285404	0.319694	0.277048	0.289351	0.285202	0.341053	0.32274	0.357601	0.321501	0.310685	0.464706	0.300017	0.33618	0.313164	0.304038	0.305954	0.303308	0.312537	0.314502	0.305967	0.301983	0.301739	0.302409	0.303747	0.322796	0.335438	0.337223	0.360176	0.353248	0.34481	0.3486	0.304961	0.302511	0.348586	0.383209	0.352472	0.400615	0.385948	0.319599	0.292171	0.354962	0.385867	0.379261	0.416339	0.37165	0.349563	0.368232	0.371615	0.37423	0.324796	0.326697	0.365008	0.360835	0.345739	0.356321	0.349776	0.357786	0.360074	0.377399	0.334721	0.358124	0.394813	0.355758	0.353418	0.357574	0.379208	0.366245	0.371825	0.360391	0.411094	0.374509	0.391454	0.372343	0.387665	0.370278	0.374402	0.365872	0.389294	0.38192	0.3737	0.365679	0.382037	0.375995	0.378972	0.395631	0.373301	0.365207	0.365211	0.36319	0.376715	0.378403	0.404769	0.376648	0.393392	0.395837	0.374819	0.394654	0.397414	0.389107	0.395105	0.393863	0.379939	0.378727	0.36383	0.383236	0.374694	0.382891	0.394905	0.402813	0.393722	0.36834	0.395788	0.369903	0.37178	0.373865	0.390599	0.393019	0.414006	0.412228	0.399038	0.396125	0.402504	0.404915	0.383947	0.379901	0.404181	0.407772	0.379948	0.406916	0.387959	0.379803	0.396278	0.392069	0.394112	0.379829	0.382137	0.396526	0.381941	0.384074	0.386204	0.395156	0.390228	0.377678	0.384144	0.384762	0.386748	0.425336	0.382166	0.403671	0.394728	0.384057	0.375827	0.397541	0.399771	0.400011	0.403366	0.402606	0.398598	0.390476	0.400827	0.429807	0.380396	0.388394	0.375982	0.392644	0.396512	0.403427	0.39715	0.381876	0.383837	0.394154	0.383972	0.379858	0.394264	0.40054	0.377109	0.377478	0.375484	0.38775	0.385699	0.387735	0.40402	0.416213	0.412072	0.39982	0.426518	0.41811	0.422231	0.424593	0.420149	0.428209	0.418652	0.41854	0.432882	0.428719	0.41045	0.418533	0.419688	0.40835	0.398915	0.392954	0.389234	0.393459	0.403882	0.41387	0.419119	0.392888	0.39087	0.3852	0.377133	0.392169	0.391697	0.377824	0.327113	0.336245	0.327871	0.341523	0.366864	0.319242	0.315016	0.319188	0.310677	0.281986	0.289063	0.294147	0.289755	0.291863	0.281118	0.283033	0.272312	0.272329	0.268269	0.264224	0.264224	0.279256	0.285517	0.343702	0.363209	0.307148	0.335021	0.370186	0.393985	0.404709	0.406973	0.423003	0.389465	0.385768	0.414892	0.353346	0.381299	0.355154	0.368807	0.376587	0.332258	0.307998	0.315967	0.360054	0.343668	0.484892	0.475892	0.369572	0.368768	0.371062	0.316813	0.287072	0.295007	0.276531	0.292463	0.305926	0.310099	0.290024	0.304557	0.300376	0.274544	0.297929	0.303159	0.302802	0.296544	0.316184	0.297051	0.296883	0.284473	0.301721	0.29594	0.303674	0.307383	0.286796	0.295428	0.303711	0.330354	0.336578	0.359954	0.391371	0.367858	0.3586	0.380943	0.30929	0.298238	0.304303	0.342881	0.331135	0.10137	0.105371	0.101372	0.0993687	0.14295	0.14691
Casuarius_casuarius	0.111922	0	0.0388715	0.229474	0.177896	0.161325	0.182453	0.186864	0.184505	0.186522	0.16139	0.148581	0.148581	0.260432	0.237227	0.288642	0.296222	0.298509	0.302533	0.299526	0.347229	0.297216	0.302404	0.305352	0.321551	0.328109	0.324395	0.330901	0.339603	0.353891	0.347161	0.217034	0.244803	0.249032	0.275681	0.293195	0.281267	0.279916	0.310019	0.297277	0.308709	0.310265	0.308201	0.262983	0.284557	0.286604	0.263391	0.265436	0.259351	0.259347	0.257371	0.241355	0.260424	0.251888	0.249329	0.2475	0.23917	0.273459	0.230814	0.243116	0.238968	0.294818	0.276506	0.311367	0.275267	0.264451	0.418472	0.253783	0.289946	0.26693	0.257804	0.259719	0.257074	0.266303	0.268268	0.259732	0.255749	0.255505	0.256175	0.257513	0.276562	0.289204	0.290988	0.313942	0.307014	0.298576	0.302366	0.258726	0.256277	0.302351	0.336975	0.306237	0.354381	0.339714	0.273365	0.245936	0.308728	0.339633	0.333026	0.370105	0.325416	0.303328	0.321998	0.325381	0.327996	0.278561	0.280463	0.318774	0.314601	0.299505	0.310087	0.303542	0.311552	0.313839	0.331165	0.288487	0.31189	0.348579	0.309524	0.307184	0.31134	0.332974	0.32001	0.325591	0.314157	0.36486	0.328275	0.34522	0.326108	0.341431	0.324044	0.328168	0.319637	0.34306	0.335686	0.327466	0.319445	0.335803	0.32976	0.332738	0.349396	0.327067	0.318973	0.318977	0.316956	0.330481	0.332168	0.358535	0.330414	0.347158	0.349603	0.328584	0.34842	0.351179	0.342872	0.348871	0.347628	0.333705	0.332493	0.317596	0.337002	0.32846	0.336657	0.34867	0.356579	0.347487	0.322106	0.349554	0.323669	0.325545	0.327631	0.344365	0.346784	0.367771	0.365994	0.352804	0.34989	0.35627	0.35868	0.337713	0.333667	0.357946	0.361537	0.333713	0.360682	0.341725	0.333569	0.350043	0.345835	0.347877	0.333594	0.335903	0.350291	0.335707	0.33784	0.339969	0.348922	0.343994	0.331444	0.33791	0.338527	0.340514	0.379101	0.335932	0.357436	0.348494	0.337823	0.329593	0.351307	0.353536	0.353776	0.357131	0.356372	0.352363	0.344242	0.354592	0.383573	0.334161	0.34216	0.329748	0.346409	0.350278	0.357193	0.350915	0.335641	0.337603	0.34792	0.337738	0.333623	0.348029	0.354305	0.330875	0.331243	0.329249	0.341515	0.339465	0.341501	0.357786	0.369979	0.365838	0.353586	0.380283	0.371876	0.375997	0.378359	0.373915	0.381974	0.372418	0.372306	0.386648	0.382485	0.364216	0.372298	0.373454	0.362116	0.352681	0.346719	0.343	0.347225	0.357647	0.367636	0.372885	0.346654	0.344636	0.338966	0.330899	0.345934	0.345462	0.331589	0.280879	0.290011	0.281636	0.295288	0.320629	0.273008	0.268782	0.272954	0.264443	0.235752	0.242829	0.247913	0.243521	0.245628	0.234883	0.236799	0.226078	0.226095	0.222035	0.21799	0.21799	0.233022	0.239283	0.297467	0.316975	0.260914	0.288787	0.323952	0.347751	0.358474	0.360738	0.376769	0.343231	0.339533	0.368658	0.307112	0.335064	0.308919	0.322573	0.330353	0.286024	0.261764	0.269733	0.31382	0.297433	0.438657	0.429658	0.323337	0.322533	0.324828	0.270579	0.240838	0.248773	0.230296	0.246229	0.259691	0.263864	0.24379	0.258323	0.254141	0.228309	0.251694	0.256925	0.256568	0.25031	0.26995	0.250817	0.250649	0.238238	0.255486	0.249706	0.25744	0.261149	0.240561	0.249193	0.257477	0.28412	0.290343	0.31372	0.345137	0.321623	0.312365	0.334709	0.263056	0.252004	0.258069	0.296647	0.284901	0.0551397	0.0591404	0.0551418	0.0531383	0.113005	0.116966
Dromaius_novaehollandiae	0.109404	0.0388715	0	0.226955	0.175377	0.158806	0.179934	0.184345	0.181987	0.184004	0.158871	0.146063	0.146063	0.257913	0.234709	0.286124	0.293703	0.29599	0.300015	0.297007	0.344711	0.294698	0.299885	0.302834	0.319033	0.325591	0.321876	0.328382	0.337085	0.351372	0.344643	0.214515	0.242284	0.246514	0.273163	0.290676	0.278749	0.277397	0.3075	0.294758	0.306191	0.307747	0.305682	0.260464	0.282038	0.284085	0.260873	0.262918	0.256832	0.256828	0.254852	0.238836	0.257905	0.24937	0.24681	0.244981	0.236651	0.270941	0.228295	0.240598	0.236449	0.2923	0.273987	0.308849	0.272748	0.261932	0.415953	0.251265	0.287427	0.264411	0.255285	0.257201	0.254555	0.263784	0.265749	0.257214	0.25323	0.252986	0.253656	0.254994	0.274043	0.286685	0.28847	0.311423	0.304495	0.296057	0.299847	0.256208	0.253758	0.299833	0.334456	0.303719	0.351862	0.337195	0.270846	0.243418	0.306209	0.337114	0.330508	0.367587	0.322897	0.30081	0.319479	0.322862	0.325477	0.276043	0.277944	0.316256	0.312082	0.296986	0.307568	0.301023	0.309033	0.311321	0.328646	0.285968	0.309371	0.346061	0.307005	0.304665	0.308821	0.330455	0.317492	0.323072	0.311638	0.362341	0.325757	0.342701	0.32359	0.338912	0.321525	0.325649	0.317119	0.340541	0.333167	0.324947	0.316926	0.333284	0.327242	0.330219	0.346878	0.324549	0.316454	0.316458	0.314437	0.327962	0.32965	0.356016	0.327895	0.344639	0.347085	0.326066	0.345902	0.348661	0.340354	0.346352	0.34511	0.331187	0.329974	0.315077	0.334483	0.325941	0.334139	0.346152	0.35406	0.344969	0.319588	0.347035	0.32115	0.323027	0.325112	0.341846	0.344266	0.365253	0.363475	0.350285	0.347372	0.353751	0.356162	0.335194	0.331148	0.355428	0.359019	0.331195	0.358163	0.339206	0.331051	0.347525	0.343316	0.345359	0.331076	0.333384	0.347773	0.333188	0.335322	0.337451	0.346403	0.341475	0.328925	0.335391	0.336009	0.337995	0.376583	0.333413	0.354918	0.345975	0.335305	0.327075	0.348788	0.351018	0.351258	0.354613	0.353854	0.349845	0.341724	0.352074	0.381054	0.331643	0.339641	0.32723	0.343891	0.34776	0.354674	0.348397	0.333123	0.335084	0.345401	0.335219	0.331105	0.345511	0.351787	0.328356	0.328725	0.326731	0.338997	0.336947	0.338983	0.355267	0.36746	0.363319	0.351067	0.377765	0.369358	0.373478	0.37584	0.371396	0.379456	0.369899	0.369787	0.384129	0.379966	0.361697	0.36978	0.370935	0.359598	0.350162	0.344201	0.340481	0.344706	0.355129	0.365117	0.370366	0.344135	0.342117	0.336447	0.32838	0.343416	0.342944	0.329071	0.27836	0.287493	0.279118	0.29277	0.318111	0.270489	0.266263	0.270435	0.261925	0.233234	0.24031	0.245394	0.241003	0.24311	0.232365	0.23428	0.223559	0.223576	0.219516	0.215471	0.215471	0.230504	0.236764	0.294949	0.314456	0.258395	0.286268	0.321433	0.345233	0.355956	0.35822	0.374251	0.340712	0.337015	0.366139	0.304593	0.332546	0.306401	0.320054	0.327835	0.283505	0.259245	0.267215	0.311302	0.294915	0.436139	0.427139	0.320819	0.320015	0.322309	0.268061	0.23832	0.246254	0.227778	0.24371	0.257173	0.261346	0.241272	0.255804	0.251623	0.225791	0.249176	0.254406	0.254049	0.247791	0.267431	0.248298	0.24813	0.23572	0.252968	0.247187	0.254922	0.25863	0.238043	0.246675	0.254958	0.281601	0.287825	0.311201	0.342618	0.319105	0.309847	0.33219	0.260537	0.249485	0.255551	0.294128	0.282382	0.0526212	0.0566219	0.0526233	0.0506198	0.110487	0.114447
Eudromia_elegans	0.275708	0.229474	0.226955	0	0.179446	0.162876	0.184004	0.188414	0.186056	0.188073	0.173561	0.160752	0.160752	0.412494	0.38929	0.440705	0.448284	0.450571	0.454596	0.451588	0.499292	0.449279	0.454466	0.457415	0.473613	0.480172	0.476457	0.482963	0.491666	0.505953	0.499224	0.369096	0.396865	0.401095	0.427744	0.445257	0.43333	0.431978	0.462081	0.449339	0.460772	0.462328	0.460263	0.415045	0.436619	0.438666	0.415454	0.417499	0.411413	0.411409	0.409433	0.393417	0.412486	0.403951	0.401391	0.399562	0.391232	0.425522	0.382876	0.395179	0.39103	0.446881	0.428568	0.46343	0.427329	0.416513	0.570534	0.405846	0.442008	0.418992	0.409866	0.411782	0.409136	0.418365	0.42033	0.411795	0.407811	0.407567	0.408237	0.409575	0.428624	0.441266	0.443051	0.466004	0.459076	0.450638	0.454428	0.410789	0.408339	0.454414	0.489037	0.4583	0.506443	0.491776	0.425427	0.397999	0.46079	0.491695	0.485089	0.522167	0.477478	0.455391	0.47406	0.477443	0.480058	0.430624	0.432525	0.470837	0.466663	0.451567	0.462149	0.455604	0.463614	0.465902	0.483227	0.440549	0.463952	0.500642	0.461586	0.459246	0.463402	0.485036	0.472073	0.477653	0.466219	0.516922	0.480337	0.497282	0.478171	0.493493	0.476106	0.48023	0.4717	0.495122	0.487748	0.479528	0.471507	0.487865	0.481823	0.4848	0.501459	0.47913	0.471035	0.471039	0.469018	0.482543	0.484231	0.510597	0.482476	0.49922	0.501666	0.480647	0.500483	0.503242	0.494935	0.500933	0.499691	0.485767	0.484555	0.469658	0.489064	0.480522	0.488719	0.500733	0.508641	0.49955	0.474168	0.501616	0.475731	0.477608	0.479693	0.496427	0.498847	0.519834	0.518056	0.504866	0.501953	0.508332	0.510743	0.489775	0.485729	0.510009	0.5136	0.485776	0.512744	0.493787	0.485632	0.502106	0.497897	0.49994	0.485657	0.487965	0.502354	0.487769	0.489903	0.492032	0.500984	0.496056	0.483506	0.489972	0.49059	0.492576	0.531164	0.487994	0.509499	0.500556	0.489886	0.481656	0.503369	0.505599	0.505839	0.509194	0.508435	0.504426	0.496305	0.506655	0.535635	0.486224	0.494222	0.481811	0.498472	0.502341	0.509255	0.502978	0.487704	0.489665	0.499982	0.4898	0.485686	0.500092	0.506368	0.482937	0.483306	0.481312	0.493578	0.491527	0.493564	0.509848	0.522041	0.5179	0.505648	0.532346	0.523939	0.528059	0.530421	0.525977	0.534037	0.52448	0.524368	0.53871	0.534547	0.516278	0.524361	0.525516	0.514178	0.504743	0.498782	0.495062	0.499287	0.50971	0.519698	0.524947	0.498716	0.496698	0.491028	0.482961	0.497997	0.497525	0.483652	0.432941	0.442073	0.433699	0.447351	0.472692	0.42507	0.420844	0.425016	0.416506	0.387814	0.394891	0.399975	0.395584	0.397691	0.386946	0.388861	0.37814	0.378157	0.374097	0.370052	0.370052	0.385085	0.391345	0.44953	0.469037	0.412976	0.440849	0.476014	0.499814	0.510537	0.512801	0.528831	0.495293	0.491596	0.52072	0.459174	0.487127	0.460982	0.474635	0.482416	0.438086	0.413826	0.421796	0.465883	0.449496	0.59072	0.58172	0.4754	0.474596	0.47689	0.422642	0.392901	0.400835	0.382359	0.398291	0.411754	0.415927	0.395852	0.410385	0.406204	0.380372	0.403757	0.408987	0.40863	0.402372	0.422012	0.402879	0.402711	0.390301	0.407549	0.401768	0.409503	0.413211	0.392624	0.401256	0.409539	0.436182	0.442406	0.465782	0.497199	0.473686	0.464428	0.486771	0.415118	0.404066	0.410131	0.448709	0.436963	0.218926	0.222926	0.218928	0.216924	0.276792	0.280752
Nothocercus_julius	0.22413	0.177896	0.175377	0.179446	0	0.0324747	0.103689	0.1081	0.105741	0.107759	0.121983	0.109174	0.109174	0.360916	0.337712	0.389127	0.396706	0.398993	0.403018	0.40001	0.447714	0.397701	0.402888	0.405837	0.422035	0.428594	0.424879	0.431385	0.440088	0.454375	0.447646	0.317518	0.345287	0.349516	0.376166	0.393679	0.381751	0.3804	0.410503	0.397761	0.409194	0.41075	0.408685	0.363467	0.385041	0.387088	0.363875	0.365921	0.359835	0.359831	0.357855	0.341839	0.360908	0.352373	0.349813	0.347984	0.339654	0.373944	0.331298	0.343601	0.339452	0.395303	0.37699	0.411851	0.375751	0.364935	0.518956	0.354267	0.39043	0.367414	0.358288	0.360204	0.357558	0.366787	0.368752	0.360217	0.356233	0.355989	0.356659	0.357997	0.377046	0.389688	0.391473	0.414426	0.407498	0.39906	0.40285	0.359211	0.356761	0.402836	0.437459	0.406722	0.454865	0.440198	0.373849	0.346421	0.409212	0.440117	0.433511	0.470589	0.4259	0.403813	0.422482	0.425865	0.42848	0.379046	0.380947	0.419258	0.415085	0.399989	0.410571	0.404026	0.412036	0.414324	0.431649	0.388971	0.412374	0.449063	0.410008	0.407668	0.411824	0.433458	0.420495	0.426075	0.414641	0.465344	0.428759	0.445704	0.426593	0.441915	0.424528	0.428652	0.420122	0.443544	0.43617	0.42795	0.419929	0.436287	0.430245	0.433222	0.449881	0.427551	0.419457	0.419461	0.41744	0.430965	0.432653	0.459019	0.430898	0.447642	0.450087	0.429069	0.448904	0.451664	0.443357	0.449355	0.448113	0.434189	0.432977	0.41808	0.437486	0.428944	0.437141	0.449155	0.457063	0.447972	0.42259	0.450038	0.424153	0.426029	0.428115	0.444849	0.447269	0.468255	0.466478	0.453288	0.450374	0.456754	0.459164	0.438197	0.434151	0.458431	0.462022	0.434198	0.461166	0.442209	0.434053	0.450528	0.446319	0.448362	0.434079	0.436387	0.450776	0.436191	0.438324	0.440454	0.449406	0.444478	0.431928	0.438394	0.439012	0.440998	0.479586	0.436416	0.45792	0.448978	0.438307	0.430077	0.451791	0.454021	0.454261	0.457616	0.456856	0.452848	0.444726	0.455077	0.484057	0.434646	0.442644	0.430232	0.446894	0.450762	0.457677	0.4514	0.436126	0.438087	0.448404	0.438222	0.434108	0.448514	0.45479	0.431359	0.431728	0.429734	0.442	0.439949	0.441985	0.45827	0.470463	0.466322	0.45407	0.480768	0.47236	0.476481	0.478843	0.474399	0.482458	0.472902	0.47279	0.487132	0.482969	0.4647	0.472783	0.473938	0.4626	0.453165	0.447203	0.443484	0.447709	0.458132	0.46812	0.473369	0.447138	0.44512	0.43945	0.431383	0.446419	0.445947	0.432074	0.381363	0.390495	0.382121	0.395773	0.421114	0.373492	0.369266	0.373438	0.364927	0.336236	0.343313	0.348397	0.344005	0.346112	0.335368	0.337283	0.326562	0.326579	0.322519	0.318474	0.318474	0.333506	0.339767	0.397952	0.417459	0.361398	0.389271	0.424436	0.448235	0.458959	0.461223	0.477253	0.443715	0.440018	0.469142	0.407596	0.435549	0.409404	0.423057	0.430837	0.386508	0.362248	0.370217	0.414304	0.397918	0.539142	0.530142	0.423822	0.423018	0.425312	0.371063	0.341322	0.349257	0.330781	0.346713	0.360176	0.364349	0.344274	0.358807	0.354626	0.328794	0.352179	0.357409	0.357052	0.350794	0.370434	0.351301	0.351133	0.338723	0.355971	0.35019	0.357924	0.361633	0.341045	0.349678	0.357961	0.384604	0.390827	0.414204	0.445621	0.422108	0.41285	0.435193	0.36354	0.352488	0.358553	0.397131	0.385385	0.167348	0.171348	0.16735	0.165346	0.225213	0.229174
