	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Ciconia_maguari	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Semnornis_frantzii	Ramphastos_sulfuratus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Baryphthengus_martii	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Cephalopterus_ornatus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Chaetorhynchus_papuensis	Rhipidura_dahli	Struthidea_cinerea	Dicrurus_megarhynchus	Myiagra_hebetior	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Aleadryas_rufinucha	Falcunculus_frontatus	Oreocharis_arfaki	Oriolus_oriolus	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Dryoscopus_gambensis	Rhagologus_leucostigma	Dyaphorophyia_castanea	Mystacornis_crossleyi	Eulacestoma_nigropectus	Pachycephala_philippinensis	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Hirundo_rustica	Hylia_prasina	Brachypodius_atriceps	Pycnonotus_jocosus	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Regulus_satrapa	Elachura_formosa	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Rhodinocichla_rosea	Setophaga_coronata	Setophaga_kirtlandii	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Calcarius_ornatus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chloropsis_cyanopogon	Chloropsis_hardwickii	Tichodroma_muraria	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Cinclus_mexicanus	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Bombycilla_garrulus	Phainopepla_nitens	Pomatostomus_ruficeps	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Colius_striatus	Urocolius_indicus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Cariama_cristata	Chunga_burmeisteri	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui
Phoenicopterus_ruber	0	0.0944925	0.100241	0.166505	0.171972	0.154616	0.156265	0.203591	0.174439	0.254309	0.239306	0.152189	0.121568	0.136032	0.129379	0.125332	0.127349	0.129456	0.150036	0.144868	0.136649	0.147303	0.139047	0.170855	0.142626	0.147096	0.132309	0.166481	0.171315	0.150915	0.150974	0.158196	0.160241	0.131395	0.129381	0.133447	0.131394	0.131393	0.151238	0.166251	0.144755	0.154891	0.154918	0.158924	0.150782	0.256706	0.271986	0.276812	0.278809	0.27398	0.285033	0.286751	0.309618	0.289281	0.222857	0.233306	0.324763	0.379771	0.264095	0.202825	0.209236	0.226917	0.252937	0.223282	0.195751	0.232019	0.162176	0.162779	0.161725	0.212062	0.210045	0.214072	0.238458	0.225172	0.227	0.220545	0.217514	0.224135	0.237771	0.224823	0.219393	0.215425	0.189527	0.237062	0.224195	0.216807	0.247739	0.232327	0.251165	0.216951	0.210258	0.227726	0.172822	0.180954	0.21668	0.187106	0.197626	0.234755	0.195429	0.195074	0.207966	0.203586	0.209631	0.210685	0.249836	0.226494	0.245094	0.23028	0.248957	0.247535	0.249445	0.236118	0.229701	0.234202	0.255063	0.240546	0.244494	0.251121	0.250591	0.262078	0.242125	0.242001	0.238005	0.238005	0.259271	0.230038	0.248054	0.250525	0.237593	0.248009	0.24913	0.225607	0.246798	0.239326	0.254328	0.23533	0.25616	0.256485	0.232	0.228684	0.246597	0.254519	0.239776	0.232274	0.253957	0.250768	0.257116	0.237702	0.261431	0.249082	0.270369	0.246298	0.256448	0.248137	0.258384	0.271166	0.251752	0.257857	0.270743	0.268171	0.271904	0.253191	0.259347	0.270695	0.257288	0.247016	0.259545	0.263642	0.247264	0.258036	0.263765	0.268548	0.287059	0.275275	0.268758	0.272763	0.274691	0.247879	0.245253	0.279903	0.274868	0.263887	0.263887	0.29925	0.296356	0.247909	0.263352	0.251937	0.275572	0.271022	0.279636	0.255873	0.263948	0.260464	0.265533	0.268136	0.269781	0.280542	0.26773	0.263358	0.272141	0.259125	0.299997	0.291096	0.285459	0.286638	0.286466	0.288795	0.277793	0.263482	0.265574	0.272052	0.279942	0.278441	0.284848	0.263261	0.263006	0.26707	0.271117	0.271626	0.273599	0.273437	0.271393	0.273429	0.243587	0.260863	0.241775	0.270243	0.280834	0.288942	0.280563	0.272359	0.281661	0.278252	0.26258	0.295841	0.276965	0.289121	0.291551	0.286494	0.263443	0.265587	0.264268	0.262947	0.250024	0.244223	0.248344	0.249031	0.175134	0.177459	0.154979	0.219888	0.23499	0.189476	0.225587	0.23394	0.199438	0.137442	0.141201	0.176909	0.190503	0.179933	0.175472	0.233101	0.230219	0.203666	0.236761	0.225013	0.168525	0.143846	0.130955	0.135826	0.16019	0.146948	0.155299	0.132099	0.131131	0.123645	0.134389	0.167604	0.16125	0.163068	0.197467	0.173841	0.19313	0.18857	0.191085	0.287206	0.143977	0.169215	0.178244	0.150197	0.162985	0.141728	0.139715	0.139719	0.165977	0.178472	0.154533	0.160665	0.146436	0.168589	0.15896	0.164059	0.218244	0.224024	0.214721	0.22379	0.188285	0.19445	0.221516	0.181006	0.167117	0.179739	0.174917	0.183452	0.145745	0.141904	0.129537	0.14272	0.142771	0.207836	0.200575	0.202546	0.194909	0.192464
Podiceps_cristatus	0.0944925	0	0.0430426	0.17262	0.178087	0.160731	0.16238	0.209706	0.180554	0.260424	0.245421	0.158304	0.127683	0.142146	0.135494	0.131446	0.133464	0.135571	0.156151	0.150983	0.142763	0.153418	0.145162	0.176969	0.148741	0.153211	0.138424	0.172596	0.17743	0.157029	0.157089	0.164311	0.166356	0.137509	0.135495	0.139562	0.137509	0.137508	0.157353	0.172366	0.150869	0.161006	0.161033	0.165039	0.156897	0.262821	0.278101	0.282927	0.284924	0.280094	0.291147	0.292866	0.315733	0.295396	0.228971	0.239421	0.330878	0.385886	0.27021	0.208939	0.21535	0.233032	0.259052	0.229397	0.201865	0.238134	0.168291	0.168894	0.167839	0.218176	0.21616	0.220186	0.244573	0.231287	0.233115	0.22666	0.223629	0.23025	0.243886	0.230938	0.225507	0.22154	0.195642	0.243177	0.23031	0.222922	0.253854	0.238442	0.25728	0.223066	0.216373	0.233841	0.178937	0.187069	0.222794	0.193221	0.20374	0.24087	0.201544	0.201188	0.21408	0.209701	0.215746	0.2168	0.255951	0.232608	0.251209	0.236394	0.255072	0.25365	0.25556	0.242233	0.235815	0.240317	0.261178	0.246661	0.250609	0.257236	0.256706	0.268192	0.248239	0.248115	0.244119	0.244119	0.265386	0.236153	0.254169	0.256639	0.243708	0.254123	0.255245	0.231721	0.252913	0.245441	0.260443	0.241444	0.262274	0.2626	0.238114	0.234799	0.252712	0.260634	0.245891	0.238389	0.260072	0.256883	0.26323	0.243817	0.267545	0.255197	0.276484	0.252413	0.262563	0.254251	0.264498	0.277281	0.257867	0.263972	0.276857	0.274286	0.278019	0.259306	0.265462	0.276809	0.263403	0.253131	0.26566	0.269757	0.253379	0.26415	0.26988	0.274663	0.293174	0.281389	0.274873	0.278878	0.280806	0.253994	0.251367	0.286018	0.280983	0.270002	0.270002	0.305364	0.302471	0.254024	0.269467	0.258051	0.281687	0.277137	0.28575	0.261988	0.270063	0.266578	0.271648	0.274251	0.275896	0.286657	0.273844	0.269473	0.278255	0.265239	0.306111	0.297211	0.291574	0.292753	0.292581	0.294909	0.283908	0.269597	0.271689	0.278167	0.286057	0.284556	0.290962	0.269376	0.269121	0.273185	0.277232	0.277741	0.279714	0.279551	0.277508	0.279544	0.249702	0.266977	0.247889	0.276357	0.286949	0.295057	0.286678	0.278473	0.287775	0.284366	0.268695	0.301956	0.28308	0.295236	0.297666	0.292608	0.269558	0.271702	0.270383	0.269062	0.256139	0.250338	0.254459	0.255146	0.181249	0.183574	0.161094	0.226003	0.241105	0.195591	0.231702	0.240055	0.205552	0.143556	0.147316	0.183023	0.196618	0.186048	0.181586	0.239216	0.236333	0.209781	0.242876	0.231128	0.17464	0.149961	0.13707	0.141941	0.166305	0.153062	0.161414	0.138214	0.137245	0.12976	0.140504	0.173719	0.167365	0.169183	0.203582	0.179956	0.199245	0.194685	0.1972	0.29332	0.150092	0.175329	0.184359	0.156311	0.169099	0.147842	0.14583	0.145834	0.172092	0.184587	0.160648	0.166779	0.152551	0.174704	0.165075	0.170174	0.224359	0.230139	0.220835	0.229904	0.1944	0.200565	0.227631	0.18712	0.173232	0.185854	0.181032	0.189567	0.15186	0.148019	0.135652	0.148835	0.148886	0.21395	0.20669	0.208661	0.201023	0.198579
Podilymbus_podiceps	0.100241	0.0430426	0	0.178368	0.183835	0.166479	0.168129	0.215455	0.186302	0.266172	0.251169	0.164053	0.133431	0.147895	0.141243	0.137195	0.139212	0.141319	0.161899	0.156731	0.148512	0.159167	0.15091	0.182718	0.154489	0.15896	0.144172	0.178345	0.183178	0.162778	0.162838	0.170059	0.172104	0.143258	0.141244	0.145311	0.143258	0.143257	0.163101	0.178114	0.156618	0.166754	0.166781	0.170787	0.162645	0.268569	0.283849	0.288676	0.290672	0.285843	0.296896	0.298615	0.321481	0.301144	0.23472	0.245169	0.336626	0.391635	0.275958	0.214688	0.221099	0.23878	0.2648	0.235145	0.207614	0.243883	0.17404	0.174642	0.173588	0.223925	0.221908	0.225935	0.250321	0.237036	0.238863	0.232408	0.229377	0.235999	0.249634	0.236686	0.231256	0.227288	0.201391	0.248925	0.236058	0.228671	0.259603	0.24419	0.263028	0.228814	0.222122	0.23959	0.184685	0.192817	0.228543	0.19897	0.209489	0.246618	0.207293	0.206937	0.219829	0.215449	0.221495	0.222549	0.2617	0.238357	0.256957	0.242143	0.26082	0.259399	0.261308	0.247982	0.241564	0.246066	0.266926	0.25241	0.256357	0.262985	0.262454	0.273941	0.253988	0.253864	0.249868	0.249868	0.271135	0.241901	0.259918	0.262388	0.249456	0.259872	0.260993	0.23747	0.258662	0.25119	0.266192	0.247193	0.268023	0.268348	0.243863	0.240547	0.258461	0.266383	0.25164	0.244137	0.26582	0.262631	0.268979	0.249566	0.273294	0.260945	0.282233	0.258161	0.268312	0.26	0.270247	0.283029	0.263615	0.26972	0.282606	0.280035	0.283767	0.265055	0.27121	0.282558	0.269152	0.258879	0.271408	0.275506	0.259128	0.269899	0.275628	0.280412	0.298923	0.287138	0.280622	0.284626	0.286554	0.259743	0.257116	0.291766	0.286731	0.275751	0.27575	0.311113	0.30822	0.259772	0.275215	0.2638	0.287435	0.282886	0.291499	0.267737	0.275811	0.272327	0.277396	0.279999	0.281645	0.292405	0.279593	0.275221	0.284004	0.270988	0.31186	0.30296	0.297322	0.298501	0.29833	0.300658	0.289657	0.275346	0.277438	0.283915	0.291805	0.290305	0.296711	0.275124	0.274869	0.278933	0.28298	0.283489	0.285462	0.2853	0.283256	0.285292	0.255451	0.272726	0.253638	0.282106	0.292697	0.300806	0.292427	0.284222	0.293524	0.290115	0.274444	0.307705	0.288829	0.300985	0.303414	0.298357	0.275307	0.27745	0.276132	0.27481	0.261887	0.256086	0.260207	0.260894	0.186997	0.189322	0.166843	0.231752	0.246853	0.201339	0.23745	0.245804	0.211301	0.149305	0.153064	0.188772	0.202367	0.191797	0.187335	0.244964	0.242082	0.21553	0.248624	0.236877	0.180388	0.155709	0.142818	0.14769	0.172054	0.158811	0.167163	0.143962	0.142994	0.135508	0.146252	0.179468	0.173114	0.174931	0.20933	0.185704	0.204994	0.200433	0.202948	0.299069	0.155841	0.181078	0.190107	0.16206	0.174848	0.153591	0.151579	0.151582	0.17784	0.190335	0.166397	0.172528	0.1583	0.180452	0.170823	0.175923	0.230107	0.235887	0.226584	0.235653	0.200148	0.206314	0.23338	0.192869	0.17898	0.191602	0.186781	0.195316	0.157609	0.153767	0.141401	0.154583	0.154634	0.219699	0.212438	0.214409	0.206772	0.204327
Mesitornis_unicolor	0.166505	0.17262	0.178368	0	0.206774	0.196617	0.198266	0.245597	0.216445	0.296314	0.281311	0.194195	0.163574	0.178037	0.171385	0.167337	0.169355	0.171461	0.192041	0.186873	0.178654	0.189309	0.181053	0.21286	0.184632	0.189102	0.174315	0.208487	0.213321	0.19292	0.19298	0.200202	0.202247	0.1734	0.171386	0.175453	0.1734	0.173399	0.193244	0.208257	0.18676	0.196896	0.196924	0.20093	0.192787	0.298711	0.313992	0.318818	0.320815	0.315985	0.327038	0.328757	0.351623	0.331286	0.264862	0.275311	0.366768	0.421777	0.3061	0.24483	0.251241	0.268923	0.294942	0.265288	0.237756	0.274025	0.204182	0.204784	0.20373	0.254067	0.252051	0.256077	0.280464	0.267178	0.269006	0.26255	0.25952	0.266141	0.279776	0.266829	0.261398	0.25743	0.231533	0.279067	0.266201	0.258813	0.289745	0.274333	0.29317	0.258957	0.252264	0.269732	0.214828	0.22296	0.258685	0.229112	0.239631	0.27676	0.237435	0.237079	0.249971	0.245591	0.251637	0.252691	0.291842	0.268499	0.2871	0.272285	0.290962	0.289541	0.291451	0.278124	0.271706	0.276208	0.297069	0.282552	0.286499	0.293127	0.292597	0.304083	0.28413	0.284006	0.28001	0.28001	0.301277	0.272044	0.29006	0.29253	0.279599	0.290014	0.291136	0.267612	0.288804	0.281332	0.296334	0.277335	0.298165	0.29849	0.274005	0.270689	0.288603	0.296525	0.281782	0.27428	0.295963	0.292774	0.299121	0.279708	0.303436	0.291088	0.312375	0.288303	0.298454	0.290142	0.300389	0.313172	0.293757	0.299863	0.312748	0.310177	0.313909	0.295197	0.301352	0.3127	0.299294	0.289021	0.301551	0.305648	0.28927	0.300041	0.30577	0.310554	0.329065	0.31728	0.310764	0.314768	0.316696	0.289885	0.287258	0.321908	0.316874	0.305893	0.305893	0.341255	0.338362	0.289915	0.305358	0.293942	0.317578	0.313028	0.321641	0.297879	0.305954	0.302469	0.307538	0.310142	0.311787	0.322547	0.309735	0.305364	0.314146	0.30113	0.342002	0.333102	0.327465	0.328643	0.328472	0.3308	0.319799	0.305488	0.30758	0.314057	0.321947	0.320447	0.326853	0.305266	0.305011	0.309076	0.313123	0.313631	0.315604	0.315442	0.313398	0.315434	0.285593	0.302868	0.28378	0.312248	0.322839	0.330948	0.322569	0.314364	0.323666	0.320257	0.304586	0.337847	0.318971	0.331127	0.333556	0.328499	0.305449	0.307592	0.306274	0.304953	0.292029	0.286229	0.290349	0.291037	0.217139	0.219464	0.196985	0.261894	0.276996	0.231482	0.267593	0.275946	0.241443	0.179447	0.183207	0.218914	0.236516	0.225946	0.221485	0.279114	0.276231	0.249679	0.282774	0.271026	0.214538	0.189859	0.176968	0.181839	0.206203	0.192961	0.201312	0.178112	0.177144	0.169658	0.180402	0.213617	0.207263	0.209081	0.24348	0.219854	0.239143	0.234583	0.237098	0.333219	0.18999	0.215227	0.224257	0.19621	0.208997	0.187741	0.185728	0.185732	0.21199	0.224485	0.200546	0.206677	0.192449	0.214602	0.204973	0.210072	0.264257	0.270037	0.260734	0.269802	0.234298	0.240463	0.267529	0.23103	0.217142	0.229763	0.224942	0.233477	0.19577	0.191928	0.179562	0.192744	0.192795	0.26162	0.254359	0.25633	0.248693	0.246248
Phaethon_lepturus	0.171972	0.178087	0.183835	0.206774	0	0.202084	0.203733	0.251064	0.221912	0.301781	0.286778	0.199662	0.169041	0.183504	0.176852	0.172804	0.174822	0.176928	0.197508	0.19234	0.184121	0.194776	0.18652	0.218327	0.190099	0.194569	0.179782	0.213954	0.218788	0.198387	0.198447	0.205669	0.207714	0.178867	0.176853	0.18092	0.178867	0.178866	0.198711	0.213724	0.192227	0.202363	0.202391	0.206397	0.198254	0.304178	0.319459	0.324285	0.326282	0.321452	0.332505	0.334224	0.35709	0.336753	0.270329	0.280778	0.372235	0.427244	0.311567	0.250297	0.256708	0.27439	0.300409	0.270755	0.243223	0.279492	0.209649	0.210251	0.209197	0.259534	0.257518	0.261544	0.285931	0.272645	0.274473	0.268017	0.264987	0.271608	0.285243	0.272296	0.266865	0.262897	0.237	0.284534	0.271668	0.26428	0.295212	0.2798	0.298637	0.264424	0.257731	0.275199	0.220295	0.228427	0.264152	0.234579	0.245098	0.282227	0.242902	0.242546	0.255438	0.251058	0.257104	0.258158	0.297309	0.273966	0.292567	0.277752	0.296429	0.295008	0.296918	0.283591	0.277173	0.281675	0.302536	0.288019	0.291966	0.298594	0.298064	0.30955	0.289597	0.289473	0.285477	0.285477	0.306744	0.277511	0.295527	0.297997	0.285066	0.295481	0.296603	0.273079	0.294271	0.286799	0.301801	0.282802	0.303632	0.303957	0.279472	0.276156	0.29407	0.301992	0.287249	0.279747	0.30143	0.298241	0.304588	0.285175	0.308903	0.296555	0.317842	0.29377	0.303921	0.295609	0.305856	0.318639	0.299224	0.30533	0.318215	0.315644	0.319376	0.300664	0.306819	0.318167	0.304761	0.294488	0.307018	0.311115	0.294737	0.305508	0.311237	0.316021	0.334532	0.322747	0.316231	0.320235	0.322163	0.295352	0.292725	0.327375	0.322341	0.31136	0.31136	0.346722	0.343829	0.295382	0.310825	0.299409	0.323045	0.318495	0.327108	0.303346	0.31142	0.307936	0.313005	0.315609	0.317254	0.328014	0.315202	0.310831	0.319613	0.306597	0.347469	0.338569	0.332932	0.33411	0.333939	0.336267	0.325266	0.310955	0.313047	0.319524	0.327414	0.325914	0.33232	0.310733	0.310478	0.314543	0.31859	0.319098	0.321071	0.320909	0.318865	0.320901	0.29106	0.308335	0.289247	0.317715	0.328306	0.336415	0.328036	0.319831	0.329133	0.325724	0.310053	0.343314	0.324438	0.336594	0.339023	0.333966	0.310916	0.313059	0.311741	0.31042	0.297496	0.291696	0.295816	0.296504	0.222606	0.224931	0.202452	0.267361	0.282463	0.236949	0.273059	0.281413	0.24691	0.184914	0.188674	0.224381	0.241983	0.231413	0.226952	0.284581	0.281698	0.255146	0.288241	0.276493	0.220005	0.195326	0.182435	0.187306	0.21167	0.198428	0.206779	0.183579	0.18261	0.175125	0.185869	0.219084	0.21273	0.214548	0.248947	0.225321	0.24461	0.24005	0.242565	0.338685	0.195457	0.220694	0.229724	0.201677	0.214464	0.193208	0.191195	0.191199	0.217457	0.229952	0.206013	0.212144	0.197916	0.220069	0.21044	0.215539	0.269724	0.275504	0.266201	0.275269	0.239765	0.24593	0.272996	0.236497	0.222609	0.23523	0.230409	0.238944	0.201237	0.197395	0.185029	0.198211	0.198262	0.267087	0.259826	0.261797	0.25416	0.251715
Eurypyga_helias	0.154616	0.160731	0.166479	0.196617	0.202084	0	0.116774	0.233708	0.204556	0.284426	0.269423	0.182306	0.151685	0.166148	0.159496	0.155448	0.157466	0.159573	0.180153	0.174985	0.166765	0.17742	0.169164	0.200971	0.172743	0.177213	0.162426	0.196598	0.201432	0.181031	0.181091	0.188313	0.190358	0.161511	0.159497	0.163564	0.161511	0.16151	0.181355	0.196368	0.174871	0.185008	0.185035	0.189041	0.180899	0.286823	0.302103	0.306929	0.308926	0.304096	0.315149	0.316868	0.339735	0.319398	0.252973	0.263423	0.35488	0.409888	0.294212	0.232941	0.239352	0.257034	0.283054	0.253399	0.225867	0.262136	0.192293	0.192896	0.191841	0.242178	0.240162	0.244188	0.268575	0.255289	0.257117	0.250662	0.247631	0.254252	0.267888	0.25494	0.249509	0.245542	0.219644	0.267179	0.254312	0.246924	0.277856	0.262444	0.281282	0.247068	0.240375	0.257843	0.202939	0.211071	0.246796	0.217223	0.227742	0.264872	0.225546	0.22519	0.238082	0.233703	0.239748	0.240802	0.279953	0.25661	0.275211	0.260396	0.279073	0.277652	0.279562	0.266235	0.259817	0.264319	0.28518	0.270663	0.27461	0.281238	0.280708	0.292194	0.272241	0.272117	0.268121	0.268121	0.289388	0.260155	0.278171	0.280641	0.26771	0.278125	0.279247	0.255723	0.276915	0.269443	0.284445	0.265446	0.286276	0.286602	0.262116	0.258801	0.276714	0.284636	0.269893	0.262391	0.284074	0.280885	0.287232	0.267819	0.291547	0.279199	0.300486	0.276415	0.286565	0.278253	0.2885	0.301283	0.281869	0.287974	0.300859	0.298288	0.302021	0.283308	0.289464	0.300811	0.287405	0.277133	0.289662	0.293759	0.277381	0.288152	0.293882	0.298665	0.317176	0.305391	0.298875	0.30288	0.304808	0.277996	0.275369	0.31002	0.304985	0.294004	0.294004	0.329366	0.326473	0.278026	0.293469	0.282053	0.305689	0.301139	0.309752	0.28599	0.294065	0.29058	0.295649	0.298253	0.299898	0.310659	0.297846	0.293475	0.302257	0.289241	0.330113	0.321213	0.315576	0.316755	0.316583	0.318911	0.30791	0.293599	0.295691	0.302169	0.310059	0.308558	0.314964	0.293378	0.293123	0.297187	0.301234	0.301743	0.303716	0.303553	0.301509	0.303546	0.273704	0.290979	0.271891	0.300359	0.310951	0.319059	0.31068	0.302475	0.311777	0.308368	0.292697	0.325958	0.307082	0.319238	0.321668	0.31661	0.29356	0.295704	0.294385	0.293064	0.280141	0.27434	0.278461	0.279148	0.205251	0.207576	0.185096	0.250005	0.265107	0.219593	0.255704	0.264057	0.229554	0.167558	0.171318	0.207025	0.224627	0.214057	0.209596	0.267225	0.264343	0.23779	0.270885	0.259137	0.202649	0.17797	0.165079	0.16995	0.194314	0.181072	0.189424	0.166223	0.165255	0.157769	0.168513	0.201728	0.195374	0.197192	0.231591	0.207965	0.227254	0.222694	0.225209	0.32133	0.178101	0.203339	0.212368	0.184321	0.197109	0.175852	0.173839	0.173843	0.200101	0.212596	0.188658	0.194789	0.180561	0.202713	0.193084	0.198183	0.252368	0.258148	0.248845	0.257914	0.222409	0.228575	0.25564	0.219141	0.205253	0.217874	0.213053	0.221588	0.183881	0.180039	0.167673	0.180856	0.180906	0.249731	0.24247	0.244441	0.236804	0.234359
