	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Steatornis_caripensis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Nycticryphes_semicollaris	Rostratula_benghalensis	Jacana_jacana	Pedionomus_torquatus	Thinocorus_orbignyianus	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Rynchops_niger	Opisthocomus_hoazin	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Phaethon_lepturus	Aptenodytes_forsteri	Pygoscelis_adeliae	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Eurypyga_helias	Rhynochetos_jubatus	Gavia_stellata	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_pelagicus	Mesembrinibis_cayennensis	Nipponia_nippon	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Nyctibius_bracteatus	Nyctibius_grandis	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Cathartes_aura	Colius_striatus	Urocolius_indicus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Cariama_cristata	Chunga_burmeisteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Scytalopus_superciliaris	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Onychorhynchus_coronatus	Neopipo_cinnamomea	Mionectes_macconnelli	Tyrannus_savana	Tachuris_rubrigastra	Oxyruncus_cristatus	Piprites_chloris	Pachyramphus_minor	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Orthonyx_spaldingii	Chaetorhynchus_papuensis	Dicrurus_megarhynchus	Rhipidura_dahli	Myiagra_hebetior	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Struthidea_cinerea	Paradisaea_raggiana	Daphoenositta_chrysoptera	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oriolus_oriolus	Oreocharis_arfaki	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Aleadryas_rufinucha	Falcunculus_frontatus	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Cinclus_mexicanus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Certhia_brachydactyla	Certhia_familiaris	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Promerops_cafer	Sitta_europaea	Elachura_formosa	Alaudala_cheleensis	Nicator_chloris	Panurus_biarmicus	Sylvietta_virens	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Leiothrix_lutea	Illadopsis_cleaveri	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Hirundo_rustica	Erythrocercus_mccallii	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Irena_cyanogastra	Callaeas_wilsoni	Notiomystis_cincta	Pomatostomus_ruficeps	Origma_solitaria	Pardalotus_punctatus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Ciconia_maguari
Struthio_camelus	0	0.114076	0.121184	0.207208	0.199276	0.182874	0.18287	0.195145	0.199067	0.219422	0.214602	0.20156	0.201533	0.0910161	0.0910161	0.105018	0.107007	0.138061	0.148733	0.304842	0.266962	0.282989	0.313289	0.319217	0.319168	0.319168	0.342026	0.317841	0.312729	0.371568	0.365385	0.365604	0.37143	0.364438	0.348099	0.358608	0.354269	0.250714	0.26267	0.287115	0.299641	0.26507	0.273255	0.287844	0.249996	0.262471	0.264506	0.278935	0.241118	0.236999	0.241101	0.275933	0.276111	0.269433	0.271753	0.299308	0.297329	0.284116	0.301647	0.364599	0.275288	0.314031	0.321454	0.270079	0.27614	0.263909	0.261903	0.267979	0.29085	0.274158	0.270094	0.268086	0.280363	0.31284	0.290551	0.308687	0.301048	0.285769	0.367879	0.345615	0.27734	0.235442	0.250089	0.299977	0.299775	0.289053	0.292129	0.285895	0.304002	0.273563	0.314099	0.294964	0.26774	0.26643	0.289997	0.30513	0.30675	0.278716	0.243347	0.28726	0.274822	0.274322	0.263461	0.259473	0.257453	0.257453	0.259482	0.256191	0.243286	0.244419	0.252263	0.27178	0.254867	0.254731	0.260835	0.249582	0.261981	0.25366	0.253873	0.257789	0.268162	0.327607	0.306491	0.344285	0.328953	0.324091	0.307619	0.320401	0.265677	0.268285	0.257614	0.257678	0.245683	0.245668	0.278764	0.336114	0.331949	0.23314	0.31425	0.326735	0.297629	0.287986	0.415632	0.414861	0.368687	0.370168	0.385734	0.37936	0.364028	0.345591	0.352596	0.338203	0.326926	0.328135	0.316477	0.313008	0.378122	0.335375	0.313474	0.33459	0.319866	0.255729	0.278025	0.258547	0.254402	0.256403	0.262476	0.260462	0.272024	0.270091	0.268951	0.264977	0.268968	0.3035	0.300536	0.302139	0.341441	0.346315	0.325651	0.33446	0.367698	0.351678	0.357773	0.343767	0.356566	0.351621	0.338412	0.347145	0.374955	0.372674	0.334012	0.35898	0.356634	0.356629	0.377466	0.321599	0.319599	0.323727	0.349535	0.321716	0.351037	0.332002	0.347073	0.332049	0.344541	0.366465	0.320441	0.321244	0.319706	0.319626	0.341166	0.31897	0.339002	0.352685	0.345258	0.361837	0.367896	0.361283	0.384546	0.34249	0.342486	0.3445	0.3425	0.350822	0.352926	0.361227	0.360583	0.343616	0.334283	0.347471	0.345131	0.344981	0.35577	0.351429	0.358362	0.340796	0.353593	0.342754	0.351288	0.357309	0.32414	0.340654	0.347037	0.338959	0.330398	0.326474	0.346306	0.360363	0.356118	0.373764	0.38322	0.357127	0.369626	0.362777	0.367053	0.35475	0.367798	0.35054	0.346564	0.354718	0.362895	0.352801	0.354863	0.373344	0.35107	0.354792	0.336392	0.355779	0.336602	0.379633	0.367001	0.366992	0.34931	0.357703	0.366169	0.368469	0.370856	0.389333	0.370742	0.347209	0.359899	0.354726	0.360669	0.354884	0.378281	0.380299	0.35048	0.348366	0.371405	0.37829	0.382154	0.380021	0.380287	0.35231	0.354401	0.35643	0.378286	0.383336	0.358637	0.37903	0.376709	0.378719	0.385085	0.362459	0.385291	0.369245	0.369436	0.341252	0.345822	0.35728	0.351027	0.369771	0.367457	0.362978	0.386782	0.371088	0.366965	0.370131	0.377192	0.377175	0.360834	0.379633	0.39202	0.382876	0.389112	0.395613	0.380996	0.38512	0.376935	0.400032	0.404366	0.383325	0.362724	0.381109	0.375054	0.366756	0.368783	0.364819	0.35514	0.352783	0.350701	0.369409	0.363034	0.359537	0.367438	0.365457	0.36924	0.320562	0.333036	0.340988	0.343235	0.334056	0.268644	0.267165	0.281203	0.33622	0.31625	0.320065	0.276244	0.279214	0.259199	0.258238	0.261388
Casuarius_casuarius	0.114076	0	0.0413232	0.158665	0.150733	0.134332	0.134328	0.146603	0.150525	0.17088	0.16606	0.153018	0.15299	0.042478	0.042478	0.0564801	0.0584687	0.104872	0.115544	0.281446	0.243566	0.259593	0.289894	0.295822	0.295772	0.295772	0.31863	0.294445	0.289333	0.348172	0.341989	0.342208	0.348034	0.341042	0.324703	0.335212	0.330873	0.227318	0.239275	0.263719	0.276246	0.241675	0.249859	0.264449	0.2266	0.239075	0.241111	0.255539	0.217722	0.213604	0.217705	0.252537	0.252715	0.246038	0.248357	0.275912	0.273933	0.26072	0.278251	0.341203	0.251892	0.290635	0.298058	0.246684	0.252745	0.240514	0.238507	0.244583	0.267454	0.250762	0.246698	0.24469	0.256967	0.289444	0.267155	0.285291	0.277652	0.262373	0.344483	0.322219	0.253944	0.212046	0.226693	0.276581	0.276379	0.265657	0.268733	0.262499	0.280606	0.250167	0.290703	0.271568	0.244344	0.243035	0.266602	0.281734	0.283354	0.25532	0.219952	0.263864	0.251426	0.250926	0.240065	0.236078	0.234057	0.234057	0.236087	0.232796	0.21989	0.221023	0.228867	0.248384	0.231471	0.231336	0.237439	0.226187	0.238585	0.230265	0.230477	0.234393	0.244766	0.304211	0.283095	0.320889	0.305557	0.300695	0.284224	0.297005	0.242282	0.244889	0.234219	0.234282	0.222287	0.222272	0.255368	0.312718	0.308554	0.209744	0.290854	0.303339	0.274234	0.264591	0.392236	0.391465	0.345291	0.346772	0.362338	0.355965	0.340632	0.322195	0.3292	0.314808	0.30353	0.304739	0.293082	0.289612	0.354726	0.311979	0.290078	0.311194	0.29647	0.232333	0.254629	0.235151	0.231006	0.233007	0.239081	0.237066	0.248628	0.246696	0.245555	0.241581	0.245572	0.280104	0.277141	0.278743	0.318045	0.322919	0.302256	0.311064	0.344302	0.328282	0.334377	0.320371	0.33317	0.328225	0.315017	0.323749	0.35156	0.349278	0.310617	0.335584	0.333238	0.333233	0.35407	0.298203	0.296203	0.300331	0.326139	0.29832	0.327641	0.308607	0.323677	0.308653	0.321145	0.343069	0.297045	0.297848	0.29631	0.29623	0.31777	0.295574	0.315606	0.329289	0.321862	0.338442	0.3445	0.337887	0.361151	0.319094	0.31909	0.321104	0.319104	0.327426	0.32953	0.337831	0.337187	0.32022	0.310887	0.324075	0.321735	0.321585	0.332374	0.328033	0.334967	0.3174	0.330197	0.319359	0.327892	0.333914	0.300744	0.317258	0.323641	0.315563	0.307002	0.303078	0.32291	0.336968	0.332723	0.350369	0.359824	0.333732	0.34623	0.339381	0.343658	0.331355	0.344403	0.327145	0.323168	0.331322	0.339499	0.329406	0.331467	0.349948	0.327674	0.331396	0.312996	0.332384	0.313206	0.356237	0.343605	0.343596	0.325914	0.334307	0.342774	0.345073	0.34746	0.365937	0.347346	0.323813	0.336503	0.33133	0.337273	0.331488	0.354885	0.356903	0.327085	0.324971	0.348009	0.354894	0.358758	0.356625	0.356891	0.328914	0.331005	0.333034	0.35489	0.35994	0.335241	0.355634	0.353313	0.355323	0.361689	0.339063	0.361895	0.345849	0.346041	0.317856	0.322426	0.333885	0.327631	0.346375	0.344061	0.339583	0.363386	0.347693	0.343569	0.346736	0.353796	0.353779	0.337438	0.356237	0.368624	0.35948	0.365716	0.372217	0.3576	0.361725	0.353539	0.376637	0.38097	0.359929	0.339329	0.357714	0.351658	0.34336	0.345387	0.341423	0.331744	0.329387	0.327306	0.346013	0.339638	0.336141	0.344042	0.342061	0.345844	0.297167	0.30964	0.317592	0.319839	0.31066	0.245249	0.243769	0.257808	0.312824	0.292854	0.296669	0.252848	0.255818	0.235803	0.234842	0.237992
Dromaius_novaehollandiae	0.121184	0.0413232	0	0.165773	0.157841	0.14144	0.141436	0.153711	0.157633	0.177988	0.173168	0.160126	0.160098	0.0495862	0.0495862	0.0635883	0.0655769	0.11198	0.122652	0.288555	0.250674	0.266702	0.297002	0.30293	0.30288	0.30288	0.325739	0.301553	0.296441	0.355281	0.349097	0.349316	0.355142	0.34815	0.331811	0.34232	0.337981	0.234426	0.246383	0.270827	0.283354	0.248783	0.256967	0.271557	0.233708	0.246183	0.248219	0.262648	0.22483	0.220712	0.224813	0.259645	0.259823	0.253146	0.255466	0.28302	0.281041	0.267828	0.285359	0.348311	0.259001	0.297743	0.305166	0.253792	0.259853	0.247622	0.245616	0.251691	0.274562	0.257871	0.253806	0.251798	0.264075	0.296552	0.274263	0.292399	0.28476	0.269482	0.351591	0.329327	0.261052	0.219154	0.233801	0.283689	0.283487	0.272765	0.275841	0.269607	0.287715	0.257275	0.297811	0.278676	0.251453	0.250143	0.27371	0.288842	0.290463	0.262428	0.22706	0.270972	0.258534	0.258034	0.247173	0.243186	0.241165	0.241165	0.243195	0.239904	0.226998	0.228131	0.235975	0.255492	0.23858	0.238444	0.244547	0.233295	0.245693	0.237373	0.237585	0.241502	0.251875	0.311319	0.290204	0.327997	0.312665	0.307803	0.291332	0.304114	0.24939	0.251997	0.241327	0.24139	0.229395	0.22938	0.262476	0.319826	0.315662	0.216852	0.297962	0.310447	0.281342	0.271699	0.399344	0.398573	0.3524	0.35388	0.369446	0.363073	0.34774	0.329303	0.336308	0.321916	0.310639	0.311848	0.30019	0.29672	0.361834	0.319087	0.297187	0.318302	0.303579	0.239441	0.261738	0.242259	0.238115	0.240115	0.246189	0.244174	0.255737	0.253804	0.252663	0.248689	0.25268	0.287212	0.284249	0.285851	0.325154	0.330028	0.309364	0.318172	0.351411	0.33539	0.341486	0.327479	0.340278	0.335334	0.322125	0.330858	0.358668	0.356386	0.317725	0.342693	0.340346	0.340341	0.361179	0.305311	0.303311	0.307439	0.333247	0.305428	0.33475	0.315715	0.330785	0.315761	0.328253	0.350177	0.304153	0.304956	0.303419	0.303338	0.324878	0.302682	0.322714	0.336397	0.32897	0.34555	0.351608	0.344995	0.368259	0.326202	0.326198	0.328212	0.326212	0.334534	0.336639	0.344939	0.344296	0.327328	0.317995	0.331184	0.328843	0.328693	0.339483	0.335142	0.342075	0.324508	0.337306	0.326467	0.335	0.341022	0.307852	0.324366	0.330749	0.322671	0.31411	0.310186	0.330018	0.344076	0.339831	0.357477	0.366933	0.34084	0.353338	0.34649	0.350766	0.338463	0.351511	0.334253	0.330276	0.338431	0.346607	0.336514	0.338575	0.357056	0.334782	0.338505	0.320105	0.339492	0.320314	0.363346	0.350714	0.350704	0.333022	0.341415	0.349882	0.352181	0.354568	0.373045	0.354454	0.330922	0.343611	0.338438	0.344381	0.338596	0.361993	0.364011	0.334193	0.332079	0.355117	0.362003	0.365867	0.363733	0.363999	0.336022	0.338113	0.340142	0.361999	0.367048	0.342349	0.362742	0.360421	0.362431	0.368798	0.346172	0.369003	0.352958	0.353149	0.324965	0.329534	0.340993	0.334739	0.353483	0.351169	0.346691	0.370494	0.354801	0.350677	0.353844	0.360904	0.360887	0.344546	0.363345	0.375732	0.366588	0.372824	0.379325	0.364708	0.368833	0.360647	0.383745	0.388078	0.367037	0.346437	0.364822	0.358766	0.350468	0.352495	0.348531	0.338852	0.336495	0.334414	0.353121	0.346747	0.343249	0.35115	0.34917	0.352952	0.304275	0.316748	0.3247	0.326947	0.317769	0.252357	0.250877	0.264916	0.319933	0.299962	0.303777	0.259956	0.262926	0.242911	0.24195	0.245101
Eudromia_elegans	0.207208	0.158665	0.165773	0	0.106011	0.08961	0.089606	0.119231	0.123153	0.143509	0.138688	0.125646	0.125619	0.13561	0.13561	0.149612	0.151601	0.198004	0.208676	0.374578	0.336698	0.352725	0.383025	0.388953	0.388904	0.388904	0.411762	0.387577	0.382465	0.441304	0.435121	0.43534	0.441166	0.434174	0.417835	0.428344	0.424005	0.32045	0.332406	0.356851	0.369378	0.334806	0.342991	0.35758	0.319732	0.332207	0.334243	0.348671	0.310854	0.306735	0.310837	0.345669	0.345847	0.33917	0.341489	0.369044	0.367065	0.353852	0.371383	0.434335	0.345024	0.383767	0.39119	0.339816	0.345877	0.333645	0.331639	0.337715	0.360586	0.343894	0.33983	0.337822	0.350099	0.382576	0.360287	0.378423	0.370784	0.355505	0.437615	0.415351	0.347076	0.305178	0.319825	0.369713	0.369511	0.358789	0.361865	0.355631	0.373738	0.343299	0.383835	0.3647	0.337476	0.336166	0.359734	0.374866	0.376486	0.348452	0.313084	0.356996	0.344558	0.344058	0.333197	0.329209	0.327189	0.327189	0.329218	0.325928	0.313022	0.314155	0.321999	0.341516	0.324603	0.324467	0.330571	0.319319	0.331717	0.323396	0.323609	0.327525	0.337898	0.397343	0.376227	0.414021	0.398689	0.393827	0.377356	0.390137	0.335414	0.338021	0.327351	0.327414	0.315419	0.315404	0.3485	0.40585	0.401685	0.302876	0.383986	0.396471	0.367366	0.357723	0.485368	0.484597	0.438423	0.439904	0.45547	0.449096	0.433764	0.415327	0.422332	0.40794	0.396662	0.397871	0.386213	0.382744	0.447858	0.405111	0.38321	0.404326	0.389602	0.325465	0.347761	0.328283	0.324138	0.326139	0.332212	0.330198	0.34176	0.339828	0.338687	0.334713	0.338704	0.373236	0.370273	0.371875	0.411177	0.416051	0.395388	0.404196	0.437434	0.421414	0.427509	0.413503	0.426302	0.421357	0.408148	0.416881	0.444692	0.44241	0.403748	0.428716	0.42637	0.426365	0.447202	0.391335	0.389335	0.393463	0.419271	0.391452	0.420773	0.401739	0.416809	0.401785	0.414277	0.436201	0.390177	0.39098	0.389442	0.389362	0.410902	0.388706	0.408738	0.422421	0.414994	0.431573	0.437632	0.431019	0.454283	0.412226	0.412222	0.414236	0.412236	0.420558	0.422662	0.430963	0.430319	0.413352	0.404019	0.417207	0.414867	0.414717	0.425506	0.421165	0.428099	0.410532	0.423329	0.412491	0.421024	0.427045	0.393876	0.41039	0.416773	0.408695	0.400134	0.39621	0.416042	0.4301	0.425855	0.4435	0.452956	0.426863	0.439362	0.432513	0.436789	0.424486	0.437534	0.420276	0.4163	0.424454	0.432631	0.422537	0.424599	0.44308	0.420806	0.424528	0.406128	0.425516	0.406338	0.449369	0.436737	0.436728	0.419046	0.427439	0.435906	0.438205	0.440592	0.459069	0.440478	0.416945	0.429635	0.424462	0.430405	0.42462	0.448017	0.450035	0.420217	0.418102	0.441141	0.448026	0.45189	0.449757	0.450023	0.422046	0.424137	0.426166	0.448022	0.453072	0.428373	0.448766	0.446445	0.448455	0.454821	0.432195	0.455027	0.438981	0.439173	0.410988	0.415558	0.427016	0.420763	0.439507	0.437193	0.432714	0.456518	0.440825	0.436701	0.439868	0.446928	0.446911	0.43057	0.449369	0.461756	0.452612	0.458848	0.465349	0.450732	0.454856	0.446671	0.469769	0.474102	0.453061	0.432461	0.450845	0.44479	0.436492	0.438519	0.434555	0.424876	0.422519	0.420437	0.439145	0.43277	0.429273	0.437174	0.435193	0.438976	0.390299	0.402772	0.410724	0.412971	0.403792	0.338381	0.336901	0.350939	0.405956	0.385986	0.389801	0.34598	0.34895	0.328935	0.327974	0.331124
Nothoprocta_perdicaria	0.199276	0.150733	0.157841	0.106011	0	0.0302832	0.0302792	0.111299	0.115221	0.135577	0.130756	0.117714	0.117687	0.127678	0.127678	0.14168	0.143669	0.190072	0.200744	0.366646	0.328766	0.344793	0.375093	0.381021	0.380972	0.380972	0.40383	0.379645	0.374533	0.433372	0.427189	0.427408	0.433234	0.426242	0.409903	0.420412	0.416073	0.312518	0.324474	0.348919	0.361446	0.326874	0.335059	0.349648	0.3118	0.324275	0.326311	0.340739	0.302922	0.298803	0.302905	0.337737	0.337915	0.331238	0.333557	0.361112	0.359133	0.34592	0.363451	0.426403	0.337092	0.375835	0.383258	0.331884	0.337945	0.325713	0.323707	0.329783	0.352654	0.335962	0.331898	0.32989	0.342167	0.374644	0.352355	0.370491	0.362852	0.347573	0.429683	0.407419	0.339144	0.297246	0.311893	0.361781	0.361579	0.350857	0.353933	0.347699	0.365806	0.335367	0.375903	0.356768	0.329544	0.328234	0.351802	0.366934	0.368554	0.34052	0.305152	0.349064	0.336626	0.336126	0.325265	0.321277	0.319257	0.319257	0.321286	0.317996	0.30509	0.306223	0.314067	0.333584	0.316671	0.316535	0.322639	0.311387	0.323785	0.315464	0.315677	0.319593	0.329966	0.389411	0.368295	0.406089	0.390757	0.385895	0.369424	0.382205	0.327482	0.330089	0.319419	0.319482	0.307487	0.307472	0.340568	0.397918	0.393753	0.294944	0.376054	0.388539	0.359434	0.349791	0.477436	0.476665	0.430491	0.431972	0.447538	0.441164	0.425832	0.407395	0.4144	0.400008	0.38873	0.389939	0.378281	0.374812	0.439926	0.397179	0.375278	0.396394	0.38167	0.317533	0.339829	0.320351	0.316206	0.318207	0.32428	0.322266	0.333828	0.331896	0.330755	0.326781	0.330772	0.365304	0.362341	0.363943	0.403245	0.408119	0.387456	0.396264	0.429502	0.413482	0.419577	0.405571	0.41837	0.413425	0.400216	0.408949	0.43676	0.434478	0.395816	0.420784	0.418438	0.418433	0.43927	0.383403	0.381403	0.385531	0.411339	0.38352	0.412841	0.393807	0.408877	0.393853	0.406345	0.428269	0.382245	0.383048	0.38151	0.38143	0.40297	0.380774	0.400806	0.414489	0.407062	0.423641	0.4297	0.423087	0.446351	0.404294	0.40429	0.406304	0.404304	0.412626	0.41473	0.423031	0.422387	0.40542	0.396087	0.409275	0.406935	0.406785	0.417574	0.413233	0.420167	0.4026	0.415397	0.404559	0.413092	0.419113	0.385944	0.402458	0.408841	0.400763	0.392202	0.388278	0.40811	0.422168	0.417923	0.435568	0.445024	0.418931	0.43143	0.424581	0.428857	0.416554	0.429602	0.412344	0.408368	0.416522	0.424699	0.414605	0.416667	0.435148	0.412874	0.416596	0.398196	0.417584	0.398406	0.441437	0.428805	0.428796	0.411114	0.419507	0.427974	0.430273	0.43266	0.451137	0.432546	0.409013	0.421703	0.41653	0.422473	0.416688	0.440085	0.442103	0.412285	0.41017	0.433209	0.440094	0.443958	0.441825	0.442091	0.414114	0.416205	0.418234	0.44009	0.44514	0.420441	0.440834	0.438513	0.440523	0.446889	0.424263	0.447095	0.431049	0.431241	0.403056	0.407626	0.419084	0.412831	0.431575	0.429261	0.424782	0.448586	0.432893	0.428769	0.431936	0.438996	0.438979	0.422638	0.441437	0.453824	0.44468	0.450916	0.457417	0.4428	0.446924	0.438739	0.461837	0.46617	0.445129	0.424529	0.442913	0.436858	0.42856	0.430587	0.426623	0.416944	0.414587	0.412505	0.431213	0.424838	0.421341	0.429242	0.427261	0.431044	0.382367	0.39484	0.402792	0.405039	0.39586	0.330449	0.328969	0.343007	0.398024	0.378054	0.381869	0.338048	0.341018	0.321003	0.320042	0.323192
