	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Tympanuchus_cupido	Meleagris_gallopavo	Coturnix_japonica	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Gavia_stellata	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Aptenodytes_forsteri	Pygoscelis_adeliae	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_pelagicus	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Phaethon_lepturus	Lophotis_ruficrista	Chlamydotis_macqueenii	Ardeotis_kori	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Podargus_strigoides	Eurypyga_helias	Rhynochetos_jubatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cariama_cristata	Chunga_burmeisteri	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Onychorhynchus_coronatus	Piprites_chloris	Neopipo_cinnamomea	Mionectes_macconnelli	Tachuris_rubrigastra	Tyrannus_savana	Oxyruncus_cristatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dyaphorophyia_castanea	Dryoscopus_gambensis	Mystacornis_crossleyi	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Chaetorhynchus_papuensis	Rhipidura_dahli	Myiagra_hebetior	Struthidea_cinerea	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Dicrurus_megarhynchus	Mohoua_ochrocephala	Pachycephala_philippinensis	Oreocharis_arfaki	Oriolus_oriolus	Aleadryas_rufinucha	Falcunculus_frontatus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pomatostomus_ruficeps	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Nicator_chloris	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Sylvietta_virens	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Aegithalos_caudatus	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Panurus_biarmicus	Bombycilla_garrulus	Phainopepla_nitens	Elachura_formosa	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Urocynchramus_pylzowi	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Emberiza_fucata	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Calcarius_ornatus	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Regulus_satrapa	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Buphagus_erythrorhynchus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Cinclus_mexicanus	Promerops_cafer	Melanocharis_versteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Colius_striatus	Urocolius_indicus	Leptosomus_discolor
Struthio_camelus	0	0.174495	0.166303	0.236167	0.232193	0.157367	0.159386	0.165738	0.165711	0.397484	0.3445	0.326713	0.324733	0.339669	0.340294	0.327993	0.326439	0.302711	0.308445	0.377216	0.390756	0.431583	0.457373	0.459107	0.456706	0.450661	0.493224	0.457629	0.470625	0.491133	0.499247	0.499138	0.517	0.482741	0.520759	0.502249	0.501922	0.359705	0.377217	0.377613	0.4412	0.386366	0.378125	0.372032	0.372514	0.391721	0.351254	0.385005	0.397936	0.388972	0.395585	0.412795	0.421794	0.425476	0.406945	0.395376	0.549359	0.378319	0.411637	0.39294	0.378125	0.390508	0.373857	0.383954	0.379855	0.394738	0.386244	0.386506	0.386864	0.390501	0.425646	0.417872	0.410293	0.421046	0.418089	0.424137	0.490085	0.429882	0.434395	0.486401	0.491514	0.517657	0.515305	0.468297	0.465544	0.476707	0.384137	0.406727	0.398443	0.450275	0.412756	0.410506	0.467824	0.477093	0.386901	0.379353	0.386021	0.395506	0.322788	0.348155	0.379863	0.417514	0.386635	0.401833	0.37431	0.368147	0.3601	0.362092	0.362118	0.376865	0.34352	0.372	0.364398	0.379355	0.354318	0.394765	0.362553	0.34419	0.353235	0.365672	0.36796	0.35481	0.367403	0.361089	0.378508	0.385307	0.38354	0.37796	0.405633	0.411398	0.393381	0.520461	0.50706	0.463913	0.435293	0.371979	0.376496	0.380543	0.412125	0.460524	0.450291	0.39439	0.383147	0.362481	0.360433	0.372481	0.37489	0.478494	0.476009	0.453934	0.410481	0.604823	0.602933	0.452458	0.428067	0.465315	0.426708	0.4557	0.41961	0.415694	0.456307	0.457263	0.488857	0.541378	0.51453	0.555008	0.527766	0.537022	0.514319	0.5343	0.350632	0.399661	0.37578	0.374896	0.368829	0.368829	0.368801	0.362701	0.496839	0.511843	0.502157	0.502796	0.552945	0.517973	0.522119	0.521142	0.517138	0.504537	0.529117	0.54858	0.525119	0.516045	0.525156	0.517635	0.443194	0.451516	0.463931	0.480881	0.493857	0.481133	0.476084	0.497623	0.459275	0.486806	0.483118	0.485775	0.487675	0.501819	0.487738	0.510967	0.492169	0.509072	0.49085	0.511267	0.491598	0.491414	0.489919	0.485658	0.502393	0.482883	0.511303	0.514491	0.512608	0.502699	0.514232	0.497553	0.493685	0.519246	0.47458	0.489332	0.485092	0.521477	0.503237	0.488542	0.482545	0.480554	0.496166	0.5074	0.489424	0.513106	0.4968	0.487477	0.49371	0.5287	0.506301	0.503251	0.511654	0.482127	0.514364	0.49533	0.507446	0.522219	0.526714	0.557503	0.514261	0.501579	0.507752	0.535702	0.506448	0.51287	0.491453	0.52351	0.519674	0.510462	0.50865	0.551145	0.524307	0.526876	0.540122	0.522221	0.535029	0.5329	0.53158	0.512797	0.484991	0.499469	0.528266	0.516256	0.511738	0.520632	0.521467	0.521472	0.509618	0.523068	0.510089	0.525144	0.517177	0.501025	0.5445	0.50112	0.519224	0.531104	0.515896	0.511882	0.548945	0.528532	0.523054	0.529651	0.530444	0.524255	0.552845	0.549148	0.542845	0.515309	0.515309	0.525559	0.525473	0.523436	0.541124	0.5442	0.548766	0.550999	0.533706	0.54636	0.559394	0.540263	0.538159	0.56471	0.523525	0.528419	0.534091	0.554776	0.547358	0.55274	0.550652	0.560831	0.547326	0.488136	0.498713	0.512596	0.494132	0.542478	0.525445	0.506394	0.514443	0.53282	0.495638	0.506947	0.513836	0.51868	0.5086	0.508344	0.518943	0.51248	0.515588	0.523202	0.520373	0.524214	0.5402	0.509161	0.48416	0.37113	0.36259	0.364598	0.450926	0.469223	0.467095	0.477689	0.459524	0.455868	0.439419	0.450847	0.392266
Casuarius_casuarius	0.174495	0	0.0327671	0.139555	0.13558	0.0703905	0.0724099	0.0787617	0.0787343	0.315741	0.262757	0.24497	0.242989	0.257926	0.258551	0.246249	0.244696	0.220967	0.226702	0.345472	0.359013	0.399839	0.425629	0.427363	0.424962	0.418917	0.46148	0.425886	0.438882	0.459389	0.467504	0.467394	0.485257	0.450998	0.489016	0.470505	0.470178	0.327961	0.345473	0.34587	0.409456	0.354622	0.346381	0.340289	0.34077	0.359978	0.319511	0.353262	0.366192	0.357229	0.363842	0.381052	0.39005	0.393733	0.375201	0.363632	0.517616	0.346575	0.379893	0.361196	0.346382	0.358764	0.342114	0.352211	0.348111	0.362995	0.354501	0.354763	0.35512	0.358758	0.393903	0.386128	0.378549	0.389302	0.386346	0.392394	0.458342	0.398138	0.402652	0.454657	0.45977	0.485914	0.483562	0.436553	0.4338	0.444964	0.352394	0.374983	0.3667	0.418531	0.381012	0.378763	0.43608	0.445349	0.355157	0.34761	0.354278	0.363762	0.291044	0.316412	0.34812	0.38577	0.354892	0.370089	0.342567	0.336403	0.328356	0.330348	0.330375	0.345122	0.311777	0.340256	0.332654	0.347612	0.322575	0.363021	0.330809	0.312447	0.321492	0.333928	0.336217	0.323066	0.33566	0.329346	0.346765	0.353564	0.351797	0.346217	0.373889	0.379654	0.361638	0.488717	0.475317	0.432169	0.40355	0.340236	0.344752	0.348799	0.380381	0.42878	0.418548	0.362646	0.351404	0.330738	0.32869	0.340737	0.343147	0.446751	0.444265	0.422191	0.378737	0.573079	0.571189	0.420715	0.396324	0.433571	0.394965	0.423957	0.387866	0.38395	0.424563	0.42552	0.457114	0.509634	0.482787	0.523264	0.496022	0.505278	0.482576	0.502557	0.318889	0.367917	0.344037	0.343153	0.337085	0.337085	0.337057	0.330957	0.465096	0.4801	0.470413	0.471053	0.521201	0.486229	0.490375	0.489398	0.485394	0.472793	0.497373	0.516836	0.493375	0.484301	0.493413	0.485891	0.411451	0.419773	0.432188	0.449137	0.462113	0.44939	0.44434	0.465879	0.427531	0.455062	0.451374	0.454032	0.455932	0.470076	0.455995	0.479224	0.460425	0.477329	0.459106	0.479523	0.459855	0.45967	0.458176	0.453915	0.47065	0.45114	0.479559	0.482748	0.480864	0.470955	0.482488	0.46581	0.461941	0.487503	0.442837	0.457589	0.453349	0.489733	0.471494	0.456798	0.450801	0.448811	0.464422	0.475657	0.45768	0.481362	0.465056	0.455733	0.461966	0.496956	0.474558	0.471507	0.479911	0.450383	0.48262	0.463587	0.475702	0.490475	0.49497	0.52576	0.482518	0.469835	0.476008	0.503959	0.474704	0.481126	0.45971	0.491767	0.487931	0.478719	0.476906	0.519401	0.492564	0.495132	0.508379	0.490477	0.503285	0.501156	0.499837	0.481054	0.453248	0.467725	0.496522	0.484513	0.479994	0.488888	0.489723	0.489728	0.477875	0.491324	0.478345	0.4934	0.485434	0.469281	0.512757	0.469376	0.487481	0.499361	0.484152	0.480138	0.517201	0.496788	0.491311	0.497907	0.4987	0.492511	0.521102	0.517404	0.511102	0.483565	0.483565	0.493816	0.493729	0.491693	0.50938	0.512457	0.517022	0.519255	0.501962	0.514616	0.52765	0.50852	0.506415	0.532967	0.491781	0.496675	0.502347	0.523033	0.515614	0.520996	0.518908	0.529087	0.515582	0.456393	0.46697	0.480852	0.462389	0.510735	0.493702	0.474651	0.482699	0.501076	0.463894	0.475203	0.482093	0.486937	0.476856	0.476601	0.4872	0.480737	0.483844	0.491458	0.488629	0.492471	0.508456	0.477418	0.452417	0.339386	0.330846	0.332854	0.419183	0.43748	0.435351	0.445946	0.42778	0.424124	0.407676	0.419103	0.360522
Dromaius_novaehollandiae	0.166303	0.0327671	0	0.131363	0.127389	0.0621987	0.0642182	0.0705699	0.0705426	0.307549	0.254565	0.236778	0.234798	0.249734	0.250359	0.238057	0.236504	0.212775	0.21851	0.33728	0.350821	0.391647	0.417438	0.419171	0.41677	0.410725	0.453288	0.417694	0.43069	0.451198	0.459312	0.459203	0.477065	0.442806	0.480824	0.462313	0.461987	0.319769	0.337281	0.337678	0.401265	0.346431	0.33819	0.332097	0.332579	0.351786	0.311319	0.34507	0.358	0.349037	0.35565	0.37286	0.381859	0.385541	0.36701	0.355441	0.509424	0.338383	0.371702	0.353004	0.33819	0.350573	0.333922	0.344019	0.339919	0.354803	0.346309	0.346571	0.346928	0.350566	0.385711	0.377936	0.370357	0.381111	0.378154	0.384202	0.45015	0.389947	0.39446	0.446465	0.451578	0.477722	0.47537	0.428361	0.425608	0.436772	0.344202	0.366791	0.358508	0.410339	0.37282	0.370571	0.427889	0.437157	0.346966	0.339418	0.346086	0.35557	0.282853	0.30822	0.339928	0.377579	0.3467	0.361897	0.334375	0.328211	0.320164	0.322157	0.322183	0.33693	0.303585	0.332065	0.324463	0.33942	0.314383	0.35483	0.322618	0.304255	0.3133	0.325737	0.328025	0.314874	0.327468	0.321154	0.338573	0.345372	0.343605	0.338025	0.365697	0.371463	0.353446	0.480525	0.467125	0.423977	0.395358	0.332044	0.33656	0.340608	0.372189	0.420589	0.410356	0.354455	0.343212	0.322546	0.320498	0.332545	0.334955	0.438559	0.436073	0.413999	0.370545	0.564887	0.562997	0.412523	0.388132	0.425379	0.386773	0.415765	0.379675	0.375759	0.416371	0.417328	0.448922	0.501442	0.474595	0.515073	0.48783	0.497086	0.474384	0.494365	0.310697	0.359725	0.335845	0.334961	0.328893	0.328893	0.328865	0.322765	0.456904	0.471908	0.462222	0.462861	0.513009	0.478037	0.482183	0.481206	0.477202	0.464601	0.489181	0.508644	0.485183	0.476109	0.485221	0.477699	0.403259	0.411581	0.423996	0.440945	0.453922	0.441198	0.436148	0.457688	0.419339	0.44687	0.443182	0.44584	0.44774	0.461884	0.447803	0.471032	0.452234	0.469137	0.450915	0.471331	0.451663	0.451479	0.449984	0.445723	0.462458	0.442948	0.471367	0.474556	0.472672	0.462763	0.474296	0.457618	0.453749	0.479311	0.434645	0.449397	0.445157	0.481541	0.463302	0.448607	0.44261	0.440619	0.456231	0.467465	0.449489	0.473171	0.456865	0.447541	0.453774	0.488764	0.466366	0.463316	0.471719	0.442192	0.474429	0.455395	0.467511	0.482283	0.486778	0.517568	0.474326	0.461644	0.467816	0.495767	0.466513	0.472935	0.451518	0.483575	0.479739	0.470527	0.468714	0.51121	0.484372	0.486941	0.500187	0.482286	0.495093	0.492964	0.491645	0.472862	0.445056	0.459533	0.488331	0.476321	0.471803	0.480696	0.481531	0.481536	0.469683	0.483133	0.470153	0.485209	0.477242	0.46109	0.504565	0.461184	0.479289	0.491169	0.475961	0.471947	0.509009	0.488597	0.483119	0.489716	0.490509	0.484319	0.51291	0.509213	0.50291	0.475373	0.475373	0.485624	0.485537	0.483501	0.501188	0.504265	0.50883	0.511064	0.493771	0.506424	0.519458	0.500328	0.498224	0.524775	0.483589	0.488483	0.494156	0.514841	0.507423	0.512805	0.510717	0.520896	0.50739	0.448201	0.458778	0.47266	0.454197	0.502543	0.48551	0.466459	0.474508	0.492885	0.455703	0.467012	0.473901	0.478745	0.468664	0.468409	0.479008	0.472545	0.475653	0.483266	0.480437	0.484279	0.500265	0.469226	0.444225	0.331194	0.322654	0.324662	0.410991	0.429288	0.42716	0.437754	0.419588	0.415932	0.399484	0.410911	0.35233
Rhea_americana	0.236167	0.139555	0.131363	0	0.00810188	0.132063	0.134082	0.140434	0.140407	0.377413	0.324429	0.306642	0.304662	0.319598	0.320223	0.307921	0.306368	0.282639	0.288374	0.407144	0.420685	0.461512	0.487302	0.489035	0.486634	0.480589	0.523152	0.487558	0.500554	0.521062	0.529176	0.529067	0.546929	0.51267	0.550688	0.532177	0.531851	0.389633	0.407146	0.407542	0.471129	0.416295	0.408054	0.401961	0.402443	0.42165	0.381183	0.414934	0.427864	0.418901	0.425514	0.442724	0.451723	0.455405	0.436874	0.425305	0.579288	0.408247	0.441566	0.422868	0.408054	0.420437	0.403786	0.413883	0.409783	0.424667	0.416173	0.416435	0.416792	0.42043	0.455575	0.4478	0.440222	0.450975	0.448018	0.454066	0.520014	0.459811	0.464324	0.516329	0.521442	0.547586	0.545234	0.498225	0.495472	0.506636	0.414066	0.436655	0.428372	0.480204	0.442684	0.440435	0.497753	0.507021	0.41683	0.409282	0.41595	0.425434	0.352717	0.378084	0.409792	0.447443	0.416564	0.431761	0.404239	0.398076	0.390028	0.392021	0.392047	0.406794	0.373449	0.401929	0.394327	0.409284	0.384247	0.424694	0.392482	0.374119	0.383164	0.395601	0.397889	0.384738	0.397332	0.391018	0.408437	0.415236	0.413469	0.407889	0.435561	0.441327	0.42331	0.550389	0.536989	0.493841	0.465222	0.401908	0.406424	0.410472	0.442053	0.490453	0.48022	0.424319	0.413076	0.39241	0.390362	0.402409	0.404819	0.508423	0.505937	0.483863	0.440409	0.634751	0.632861	0.482387	0.457996	0.495243	0.456637	0.485629	0.449539	0.445623	0.486235	0.487192	0.518786	0.571306	0.544459	0.584937	0.557694	0.56695	0.544248	0.564229	0.380561	0.429589	0.405709	0.404825	0.398758	0.398757	0.398729	0.392629	0.526768	0.541772	0.532086	0.532725	0.582873	0.547901	0.552047	0.55107	0.547066	0.534465	0.559046	0.578508	0.555047	0.545973	0.555085	0.547563	0.473123	0.481445	0.49386	0.51081	0.523786	0.511062	0.506012	0.527552	0.489203	0.516734	0.513046	0.515704	0.517604	0.531748	0.517667	0.540896	0.522098	0.539001	0.520779	0.541195	0.521527	0.521343	0.519848	0.515587	0.532322	0.512812	0.541231	0.54442	0.542536	0.532627	0.54416	0.527482	0.523613	0.549175	0.504509	0.519261	0.515021	0.551405	0.533166	0.518471	0.512474	0.510483	0.526095	0.537329	0.519353	0.543035	0.526729	0.517405	0.523638	0.558628	0.53623	0.53318	0.541583	0.512056	0.544293	0.525259	0.537375	0.552147	0.556642	0.587432	0.54419	0.531508	0.53768	0.565631	0.536377	0.542799	0.521382	0.553439	0.549603	0.540391	0.538578	0.581074	0.554236	0.556805	0.570051	0.55215	0.564957	0.562828	0.561509	0.542726	0.51492	0.529397	0.558195	0.546185	0.541667	0.55056	0.551395	0.5514	0.539547	0.552997	0.540017	0.555073	0.547106	0.530954	0.574429	0.531048	0.549153	0.561033	0.545825	0.541811	0.578873	0.558461	0.552983	0.55958	0.560373	0.554183	0.582774	0.579077	0.572774	0.545237	0.545237	0.555488	0.555401	0.553365	0.571052	0.574129	0.578694	0.580928	0.563635	0.576289	0.589322	0.570192	0.568088	0.594639	0.553453	0.558347	0.56402	0.584705	0.577287	0.582669	0.580581	0.59076	0.577254	0.518065	0.528642	0.542524	0.524061	0.572407	0.555374	0.536323	0.544372	0.562749	0.525567	0.536876	0.543765	0.548609	0.538528	0.538273	0.548872	0.542409	0.545517	0.55313	0.550301	0.554143	0.570129	0.53909	0.514089	0.401058	0.392518	0.394526	0.480855	0.499152	0.497024	0.507618	0.489452	0.485796	0.469348	0.480775	0.422194
Rhea_pennata	0.232193	0.13558	0.127389	0.00810188	0	0.128088	0.130108	0.136459	0.136432	0.373439	0.320454	0.302668	0.300687	0.315623	0.316248	0.303947	0.302394	0.278665	0.284399	0.40317	0.416711	0.457537	0.483327	0.485061	0.48266	0.476615	0.519178	0.483584	0.49658	0.517087	0.525201	0.525092	0.542955	0.508696	0.546714	0.528203	0.527876	0.385659	0.403171	0.403568	0.467154	0.41232	0.404079	0.397987	0.398468	0.417676	0.377208	0.410959	0.42389	0.414926	0.421539	0.43875	0.447748	0.45143	0.432899	0.42133	0.575313	0.404273	0.437591	0.418894	0.40408	0.416462	0.399811	0.409908	0.405809	0.420692	0.412198	0.41246	0.412818	0.416456	0.4516	0.443826	0.436247	0.447	0.444043	0.450091	0.516039	0.455836	0.460349	0.512355	0.517468	0.543612	0.54126	0.494251	0.491498	0.502662	0.410091	0.432681	0.424398	0.476229	0.43871	0.436461	0.493778	0.503047	0.412855	0.405308	0.411976	0.42146	0.348742	0.37411	0.405817	0.443468	0.41259	0.427787	0.400265	0.394101	0.386054	0.388046	0.388073	0.402819	0.369474	0.397954	0.390352	0.40531	0.380273	0.420719	0.388507	0.370144	0.379189	0.391626	0.393914	0.380764	0.393357	0.387043	0.404463	0.411262	0.409494	0.403914	0.431587	0.437352	0.419335	0.546415	0.533015	0.489867	0.461247	0.397934	0.40245	0.406497	0.438079	0.486478	0.476245	0.420344	0.409102	0.388435	0.386388	0.398435	0.400845	0.504449	0.501963	0.479889	0.436435	0.630777	0.628887	0.478413	0.454022	0.491269	0.452662	0.481654	0.445564	0.441648	0.482261	0.483217	0.514811	0.567332	0.540485	0.580962	0.55372	0.562976	0.540273	0.560254	0.376586	0.425615	0.401734	0.40085	0.394783	0.394783	0.394755	0.388655	0.522793	0.537797	0.528111	0.528751	0.578899	0.543927	0.548073	0.547096	0.543092	0.530491	0.555071	0.574534	0.551073	0.541999	0.551111	0.543589	0.469148	0.47747	0.489885	0.506835	0.519811	0.507087	0.502038	0.523577	0.485229	0.51276	0.509072	0.511729	0.51363	0.527773	0.513693	0.536921	0.518123	0.535026	0.516804	0.537221	0.517552	0.517368	0.515874	0.511613	0.528348	0.508838	0.537257	0.540446	0.538562	0.528653	0.540186	0.523508	0.519639	0.5452	0.500534	0.515287	0.511047	0.547431	0.529191	0.514496	0.508499	0.506509	0.52212	0.533355	0.515378	0.53906	0.522754	0.513431	0.519664	0.554654	0.532255	0.529205	0.537609	0.508081	0.540318	0.521284	0.5334	0.548173	0.552668	0.583458	0.540216	0.527533	0.533706	0.561656	0.532402	0.538824	0.517408	0.549465	0.545629	0.536417	0.534604	0.577099	0.550262	0.55283	0.566076	0.548175	0.560983	0.558854	0.557534	0.538751	0.510945	0.525423	0.55422	0.542211	0.537692	0.546586	0.547421	0.547426	0.535572	0.549022	0.536043	0.551098	0.543131	0.526979	0.570455	0.527074	0.545178	0.557058	0.54185	0.537836	0.574899	0.554486	0.549008	0.555605	0.556398	0.550209	0.5788	0.575102	0.568799	0.541263	0.541263	0.551514	0.551427	0.549391	0.567078	0.570154	0.57472	0.576953	0.55966	0.572314	0.585348	0.566217	0.564113	0.590664	0.549479	0.554373	0.560045	0.58073	0.573312	0.578694	0.576606	0.586785	0.57328	0.514091	0.524667	0.53855	0.520086	0.568432	0.551399	0.532348	0.540397	0.558774	0.521592	0.532901	0.539791	0.544635	0.534554	0.534299	0.544898	0.538434	0.541542	0.549156	0.546327	0.550168	0.566154	0.535116	0.510114	0.397084	0.388544	0.390552	0.47688	0.495177	0.493049	0.503643	0.485478	0.481822	0.465373	0.476801	0.41822
