	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_rowi	Apteryx_australis	Apteryx_owenii	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Chauna_torquata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Cariama_cristata	Chunga_burmeisteri	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Apaloderma_vittatum	Trogon_melanurus	Rhinopomastus_cyanomelas	Upupa_epops	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Eurypyga_helias	Rhynochetos_jubatus	Gavia_stellata	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Ciconia_maguari	Mesitornis_unicolor	Alopecoenas_beccarii	Caloenas_nicobarica	Patagioenas_fasciata	Columba_livia	Columbina_picui	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Burhinus_bistriatus	Himantopus_himantopus	Ibidorhyncha_struthersii	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Thinocorus_orbignyianus	Turnix_velox	Dromas_ardeola	Stercorarius_parasiticus	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Glareola_pratincola	Rhinoptilus_africanus	Aptenodytes_forsteri	Pygoscelis_adeliae	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Phalacrocorax_auritus	Fregata_magnificens	Mesembrinibis_cayennensis	Nipponia_nippon	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Merops_nubicus	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Brachypteracias_leptosomus	Eurystomus_gularis	Bucco_capensis	Galbula_dea	Buceros_rhinoceros	Bucorvus_abyssinicus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Cathartes_aura	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Atrichornis_clamosus	Menura_novaehollandiae	Ptilonorhynchus_violaceus	Malurus_elegans	Pardalotus_punctatus	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Orthonyx_spaldingii	Pomatostomus_ruficeps	Cnemophilus_loriae	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Cinclus_mexicanus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Catharus_fuscescens	Panurus_biarmicus	Nicator_chloris	Oxylabes_madagascariensis	Sylvietta_virens	Erythrocercus_mccallii	Phylloscopus_trochilus	Rhadina_sibilatrix	Pomatorhinus_ruficollis	Brachypodius_atriceps	Pycnonotus_jocosus	Cisticola_juncidis	Donacobius_atricapilla	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Sinosuthora_webbiana	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Sylvia_atricapilla	Sylvia_borin	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Locustella_ochotensis	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Elachura_formosa	Bombycilla_garrulus	Phainopepla_nitens	Alaudala_cheleensis	Regulus_satrapa	Tichodroma_muraria	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Passer_domesticus	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Junco_hyemalis	Zonotrichia_albicollis	Spizella_passerina	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Melospiza_melodia	Setophaga_coronata	Setophaga_kirtlandii	Ploceus_nigricollis	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Promerops_cafer	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Aphelocoma_coerulescens	Dicrurus_megarhynchus	Struthidea_cinerea	Myiagra_hebetior	Falcunculus_frontatus	Gymnorhina_tibicen	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Erpornis_zantholeuca	Vireo_altiloquus	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Aleadryas_rufinucha	Oreocharis_arfaki	Pteruthius_melanotis	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Pachycephala_philippinensis	Oriolus_oriolus	Climacteris_rufus	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Tyrannus_savana	Piprites_chloris	Neopipo_cinnamomea	Cephalopterus_ornatus	Pachyramphus_minor	Onychorhynchus_coronatus	Lepidothrix_coronata	Manacus_manacus	Tachuris_rubrigastra	Mionectes_macconnelli	Oxyruncus_cristatus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Opisthocomus_hoazin	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Phaethon_lepturus
Struthio_camelus	0	0.0366235	0.040682	0.0346016	0.0346016	0.0346016	0.0386437	0.0427347	0.0427364	0.0762741	0.069485	0.069464	0.069464	0.0941775	0.0776346	0.0652783	0.0754108	0.0775205	0.075487	0.102858	0.137382	0.109354	0.114752	0.12247	0.137129	0.132991	0.122648	0.137092	0.114216	0.112187	0.118355	0.0981978	0.104438	0.104463	0.108493	0.108497	0.104456	0.0880129	0.0959291	0.102212	0.0917142	0.0937721	0.133571	0.110151	0.116404	0.099915	0.091624	0.0916083	0.0916058	0.0978977	0.0897435	0.0897015	0.116901	0.104112	0.136083	0.155802	0.131036	0.141865	0.151953	0.143686	0.141451	0.143457	0.139362	0.0999395	0.0959005	0.0926458	0.0878081	0.0817639	0.0835408	0.0794521	0.0936938	0.0875448	0.0814835	0.0980032	0.110649	0.121476	0.108321	0.120642	0.118547	0.126708	0.130651	0.122976	0.116952	0.0834935	0.0855146	0.089568	0.104001	0.0979428	0.0895913	0.093658	0.099685	0.0976271	0.101715	0.111916	0.120172	0.124211	0.109781	0.0996322	0.154136	0.0874939	0.0935335	0.0935451	0.0915118	0.0895055	0.0915089	0.0935194	0.0955568	0.0874943	0.0935331	0.0895022	0.0976185	0.105855	0.0916667	0.0936983	0.105891	0.120452	0.095653	0.10581	0.114379	0.122187	0.105721	0.107774	0.0996636	0.101672	0.0976549	0.0976549	0.0976549	0.0958105	0.0875598	0.087563	0.10197	0.101899	0.093694	0.091672	0.0979248	0.0966453	0.0919499	0.0959577	0.093957	0.0919478	0.0919478	0.112456	0.112678	0.106219	0.114731	0.103949	0.122631	0.129025	0.125097	0.120795	0.126222	0.114988	0.124926	0.125113	0.125121	0.10627	0.106284	0.108156	0.112204	0.112196	0.126553	0.118457	0.0979029	0.104038	0.0916716	0.0937098	0.127	0.101707	0.105785	0.105811	0.134926	0.101645	0.109734	0.113923	0.117883	0.113808	0.12857	0.105649	0.107655	0.125959	0.119882	0.128671	0.11842	0.128484	0.120432	0.126487	0.126486	0.128561	0.118442	0.126481	0.130523	0.122444	0.120439	0.124438	0.136765	0.140403	0.13654	0.132499	0.131977	0.129846	0.133886	0.129835	0.140219	0.138043	0.133919	0.131902	0.129833	0.129792	0.125712	0.119689	0.136066	0.123719	0.1217	0.131778	0.125755	0.125755	0.121696	0.121699	0.129771	0.123705	0.123705	0.133959	0.117688	0.123757	0.129822	0.129752	0.144826	0.121752	0.115703	0.134075	0.138329	0.111671	0.129878	0.125843	0.119697	0.121701	0.123803	0.1422	0.133813	0.129812	0.127691	0.1257	0.127715	0.129696	0.135833	0.129754	0.121682	0.137848	0.13574	0.139793	0.131723	0.129727	0.129727	0.139717	0.137705	0.147835	0.145776	0.145759	0.139745	0.145829	0.147853	0.143826	0.137742	0.135717	0.133728	0.139729	0.137723	0.135728	0.137739	0.137737	0.139755	0.127712	0.13412	0.148299	0.14028	0.138113	0.135953	0.121734	0.117875	0.119822	0.121899	0.121952	0.117825	0.132256	0.120077	0.11167	0.107644	0.12583	0.11564	0.111647	0.111647	0.113651	0.115696	0.121814	0.115696	0.117837	0.122754	0.113877	0.119747	0.119833	0.123945	0.11982	0.113708	0.132038	0.11771	0.123843	0.119844	0.119857	0.124013	0.10765	0.113721	0.111717	0.106223	0.126271	0.113978	0.107741	0.117983	0.124199	0.107877	0.111891	0.105769	0.107762	0.113763	0.128202	0.107657	0.11976	0.12175	0.125768	0.0976103	0.0976193	0.0976113	0.103732	0.107785	0.101712	0.0996438	0.103613	0.107816	0.10576	0.093582	0.0938868	0.0897992	0.0897898	0.126897	0.114067	0.110329	0.108205	0.116398	0.119613	0.123927	0.0981213	0.0918334	0.100135	0.100143	0.11925	0.134799	0.120995	0.114996	0.104218	0.11216	0.0957128	0.112667	0.107513	0.0882427
Casuarius_casuarius	0.0366235	0	0.0121245	0.0100777	0.0100777	0.0100777	0.0141199	0.0182159	0.0182176	0.0599065	0.0531174	0.0530964	0.0530964	0.0778099	0.061267	0.0489107	0.0590432	0.0611529	0.0591194	0.0889692	0.123493	0.0954644	0.100862	0.108581	0.12324	0.119101	0.108759	0.123203	0.100327	0.098298	0.104465	0.0843086	0.0905487	0.0905736	0.0946038	0.0946073	0.0905664	0.0741237	0.0820398	0.0883225	0.0778249	0.0798828	0.119682	0.0962618	0.102515	0.0860257	0.0777348	0.077719	0.0777165	0.0840084	0.0758542	0.0758122	0.103012	0.0902225	0.122193	0.141912	0.117146	0.127976	0.138064	0.129796	0.127562	0.129567	0.125472	0.0860503	0.0820113	0.0787565	0.0739189	0.0678746	0.0696515	0.0655628	0.0798045	0.0736555	0.0675942	0.084114	0.0967594	0.107586	0.0944321	0.106753	0.104658	0.112819	0.116762	0.109086	0.103063	0.0696042	0.0716253	0.0756787	0.0901119	0.0840535	0.075702	0.0797687	0.0857958	0.0837378	0.0878253	0.098027	0.106282	0.110322	0.0958922	0.0857429	0.140246	0.0736046	0.0796442	0.0796558	0.0776225	0.0756163	0.0776197	0.0796302	0.0816676	0.073605	0.0796438	0.075613	0.0837292	0.0919658	0.0777774	0.079809	0.0920019	0.106563	0.0817637	0.0919207	0.100489	0.108298	0.0918314	0.0938846	0.0857744	0.0877831	0.0837657	0.0837657	0.0837657	0.0819212	0.0736705	0.0736738	0.0880806	0.0880093	0.0798047	0.0777827	0.0840355	0.082756	0.0780606	0.0820684	0.0800677	0.0780585	0.0780585	0.098567	0.0987886	0.0923302	0.100842	0.0900599	0.108742	0.115135	0.111208	0.106906	0.112332	0.101099	0.111037	0.111224	0.111231	0.0923808	0.0923944	0.0942663	0.0983148	0.0983068	0.112664	0.104568	0.0840137	0.0901487	0.0777823	0.0798205	0.113111	0.0878178	0.0918957	0.0919217	0.121037	0.0877556	0.0958444	0.100033	0.103994	0.0999185	0.11468	0.0917594	0.0937659	0.11207	0.105993	0.114782	0.104531	0.114595	0.106543	0.112598	0.112597	0.114672	0.104553	0.112592	0.116634	0.108555	0.10655	0.110549	0.122876	0.126514	0.122651	0.118609	0.118088	0.115957	0.119996	0.115945	0.126329	0.124153	0.12003	0.118013	0.115944	0.115903	0.111823	0.1058	0.122176	0.10983	0.107811	0.117888	0.111865	0.111865	0.107807	0.107809	0.115882	0.109816	0.109815	0.12007	0.103798	0.109867	0.115932	0.115862	0.130936	0.107863	0.101814	0.120185	0.12444	0.0977821	0.115989	0.111954	0.105808	0.107812	0.109913	0.12831	0.119924	0.115922	0.113801	0.111811	0.113826	0.115806	0.121944	0.115865	0.107793	0.123958	0.121851	0.125904	0.117834	0.115838	0.115838	0.125828	0.123816	0.133945	0.131887	0.13187	0.125856	0.13194	0.133964	0.129936	0.123853	0.121827	0.119839	0.125839	0.123833	0.121838	0.123849	0.123848	0.125865	0.113823	0.12023	0.13441	0.126391	0.124224	0.122064	0.107844	0.103986	0.105932	0.10801	0.108063	0.103936	0.118367	0.106188	0.0977805	0.0937546	0.11194	0.10175	0.0977578	0.0977578	0.099762	0.101807	0.107925	0.101807	0.103948	0.108865	0.099988	0.105858	0.105943	0.110055	0.10593	0.0998191	0.118148	0.10382	0.109953	0.105955	0.105967	0.110124	0.0937606	0.0998322	0.0978278	0.0923336	0.112381	0.100089	0.0938522	0.104093	0.11031	0.0939882	0.0980017	0.0918795	0.0938724	0.0998738	0.114313	0.0937675	0.105871	0.107861	0.111879	0.083721	0.08373	0.083722	0.0898423	0.0938953	0.0878229	0.0857545	0.0897236	0.0939265	0.0918703	0.0796927	0.0799975	0.07591	0.0759005	0.113008	0.100178	0.0964401	0.0943156	0.102509	0.105723	0.110038	0.0842321	0.0779441	0.0862456	0.0862538	0.105361	0.12091	0.107106	0.101107	0.0903286	0.0982707	0.0818236	0.0987773	0.0936238	0.0743535
Dromaius_novaehollandiae	0.040682	0.0121245	0	0.0141363	0.0141363	0.0141363	0.0181785	0.0222744	0.0222761	0.0639651	0.057176	0.057155	0.057155	0.0818684	0.0653256	0.0529693	0.0631018	0.0652114	0.063178	0.0930278	0.127551	0.099523	0.104921	0.11264	0.127299	0.12316	0.112817	0.127262	0.104385	0.102357	0.108524	0.0883671	0.0946073	0.0946322	0.0986623	0.0986658	0.0946249	0.0781822	0.0860984	0.092381	0.0818835	0.0839414	0.12374	0.10032	0.106574	0.0900843	0.0817933	0.0817776	0.0817751	0.088067	0.0799128	0.0798708	0.10707	0.0942811	0.126252	0.145971	0.121205	0.132035	0.142123	0.133855	0.131621	0.133626	0.129531	0.0901088	0.0860698	0.0828151	0.0779774	0.0719332	0.0737101	0.0696214	0.0838631	0.0777141	0.0716528	0.0881725	0.100818	0.111645	0.0984906	0.110811	0.108717	0.116878	0.12082	0.113145	0.107121	0.0736628	0.0756838	0.0797373	0.0941704	0.0881121	0.0797606	0.0838273	0.0898543	0.0877964	0.0918838	0.102086	0.110341	0.114381	0.0999508	0.0898014	0.144305	0.0776631	0.0837027	0.0837144	0.0816811	0.0796748	0.0816782	0.0836887	0.0857261	0.0776636	0.0837023	0.0796715	0.0877877	0.0960243	0.081836	0.0838676	0.0960604	0.110622	0.0858223	0.0959792	0.104548	0.112357	0.0958899	0.0979431	0.0898329	0.0918417	0.0878242	0.0878242	0.0878242	0.0859798	0.0777291	0.0777323	0.0921392	0.0920678	0.0838632	0.0818413	0.0880941	0.0868145	0.0821192	0.086127	0.0841263	0.0821171	0.0821171	0.102626	0.102847	0.0963888	0.104901	0.0941185	0.1128	0.119194	0.115267	0.110964	0.116391	0.105158	0.115095	0.115283	0.11529	0.0964393	0.0964529	0.0983249	0.102373	0.102365	0.116722	0.108626	0.0880722	0.0942073	0.0818409	0.0838791	0.117169	0.0918763	0.0959542	0.0959803	0.125095	0.0918142	0.099903	0.104092	0.108052	0.103977	0.118739	0.0958179	0.0978244	0.116128	0.110051	0.11884	0.108589	0.118653	0.110601	0.116656	0.116655	0.118731	0.108612	0.11665	0.120693	0.112613	0.110609	0.114608	0.126934	0.130572	0.12671	0.122668	0.122146	0.120015	0.124055	0.120004	0.130388	0.128212	0.124088	0.122071	0.120002	0.119962	0.115881	0.109858	0.126235	0.113888	0.11187	0.121947	0.115924	0.115924	0.111865	0.111868	0.11994	0.113874	0.113874	0.124128	0.107857	0.113926	0.119991	0.119921	0.134995	0.111921	0.105872	0.124244	0.128498	0.101841	0.120048	0.116012	0.109867	0.11187	0.113972	0.132369	0.123982	0.119981	0.11786	0.115869	0.117884	0.119865	0.126003	0.119923	0.111851	0.128017	0.125909	0.129962	0.121892	0.119897	0.119897	0.129887	0.127874	0.138004	0.135946	0.135928	0.129914	0.135998	0.138023	0.133995	0.127911	0.125886	0.123897	0.129898	0.127892	0.125897	0.127908	0.127907	0.129924	0.117882	0.124289	0.138468	0.130449	0.128283	0.126123	0.111903	0.108045	0.109991	0.112068	0.112122	0.107994	0.122425	0.110247	0.101839	0.0978131	0.115999	0.105809	0.101816	0.101816	0.103821	0.105865	0.111984	0.105865	0.108006	0.112923	0.104047	0.109917	0.110002	0.114114	0.109989	0.103878	0.122207	0.107879	0.114012	0.110013	0.110026	0.114183	0.0978192	0.103891	0.101886	0.0963922	0.11644	0.104147	0.0979108	0.108152	0.114368	0.0980468	0.10206	0.0959381	0.0979309	0.103932	0.118371	0.0978261	0.10993	0.11192	0.115938	0.0877796	0.0877886	0.0877806	0.0939009	0.0979539	0.0918814	0.0898131	0.0937822	0.097985	0.0959288	0.0837513	0.084056	0.0799685	0.079959	0.117066	0.104236	0.100499	0.0983742	0.106567	0.109782	0.114096	0.0882906	0.0820027	0.0903042	0.0903123	0.109419	0.124968	0.111164	0.105165	0.0943871	0.102329	0.0858821	0.102836	0.0976824	0.078412
Apteryx_haastii	0.0346016	0.0100777	0.0141363	0	0	2e-06	0.00807098	0.0161939	0.0161956	0.0578846	0.0510955	0.0510745	0.0510745	0.0757879	0.0592451	0.0468888	0.0570213	0.059131	0.0570975	0.0869473	0.121471	0.0934425	0.0988404	0.106559	0.121218	0.11708	0.106737	0.121181	0.0983049	0.0962761	0.102443	0.0822866	0.0885268	0.0885517	0.0925819	0.0925853	0.0885444	0.0721017	0.0800179	0.0863005	0.075803	0.0778609	0.11766	0.0942399	0.100493	0.0840038	0.0757128	0.0756971	0.0756946	0.0819865	0.0738323	0.0737903	0.10099	0.0882006	0.120171	0.13989	0.115125	0.125954	0.136042	0.127775	0.12554	0.127545	0.12345	0.0840283	0.0799893	0.0767346	0.0718969	0.0658527	0.0676296	0.0635409	0.0777826	0.0716336	0.0655723	0.082092	0.0947375	0.105564	0.0924101	0.104731	0.102636	0.110797	0.11474	0.107064	0.101041	0.0675823	0.0696034	0.0736568	0.08809	0.0820316	0.0736801	0.0777468	0.0837738	0.0817159	0.0858033	0.096005	0.10426	0.1083	0.0938703	0.083721	0.138225	0.0715827	0.0776223	0.0776339	0.0756006	0.0735943	0.0755977	0.0776082	0.0796456	0.0715831	0.0776219	0.073591	0.0817073	0.0899438	0.0757555	0.0777871	0.0899799	0.104541	0.0797418	0.0898987	0.0984676	0.106276	0.0898094	0.0918627	0.0837524	0.0857612	0.0817437	0.0817437	0.0817437	0.0798993	0.0716486	0.0716518	0.0860587	0.0859874	0.0777828	0.0757608	0.0820136	0.0807341	0.0760387	0.0800465	0.0780458	0.0760366	0.0760366	0.0965451	0.0967666	0.0903083	0.0988203	0.088038	0.10672	0.113113	0.109186	0.104884	0.11031	0.0990773	0.109015	0.109202	0.109209	0.0903589	0.0903725	0.0922444	0.0962929	0.0962849	0.110642	0.102546	0.0819917	0.0881268	0.0757604	0.0777986	0.111089	0.0857958	0.0898737	0.0898998	0.119015	0.0857337	0.0938225	0.0980115	0.101972	0.0978966	0.112659	0.0897374	0.0917439	0.110048	0.103971	0.11276	0.102509	0.112573	0.104521	0.110576	0.110575	0.11265	0.102531	0.11057	0.114612	0.106533	0.104528	0.108527	0.120854	0.124492	0.120629	0.116588	0.116066	0.113935	0.117975	0.113923	0.124307	0.122131	0.118008	0.115991	0.113922	0.113881	0.109801	0.103778	0.120155	0.107808	0.105789	0.115866	0.109843	0.109843	0.105785	0.105788	0.11386	0.107794	0.107793	0.118048	0.101776	0.107845	0.113911	0.11384	0.128914	0.105841	0.0997917	0.118163	0.122418	0.0957601	0.113967	0.109932	0.103786	0.10579	0.107891	0.126288	0.117902	0.1139	0.111779	0.109789	0.111804	0.113784	0.119922	0.113843	0.105771	0.121937	0.119829	0.123882	0.115812	0.113816	0.113816	0.123806	0.121794	0.131924	0.129865	0.129848	0.123834	0.129918	0.131942	0.127915	0.121831	0.119805	0.117817	0.123817	0.121811	0.119816	0.121828	0.121826	0.123844	0.111801	0.118209	0.132388	0.124369	0.122202	0.120042	0.105823	0.101964	0.10391	0.105988	0.106041	0.101914	0.116345	0.104166	0.0957585	0.0917327	0.109918	0.0997285	0.0957358	0.0957358	0.0977401	0.099785	0.105903	0.099785	0.101926	0.106843	0.0979661	0.103836	0.103921	0.108033	0.103909	0.0977971	0.116126	0.101798	0.107931	0.103933	0.103945	0.108102	0.0917387	0.0978103	0.0958059	0.0903117	0.110359	0.0980666	0.0918303	0.102071	0.108288	0.0919663	0.0959798	0.0898576	0.0918505	0.0978519	0.112291	0.0917456	0.103849	0.105839	0.109857	0.0816991	0.0817081	0.0817001	0.0878204	0.0918734	0.0858009	0.0837326	0.0877017	0.0919046	0.0898483	0.0776708	0.0779756	0.0738881	0.0738786	0.110986	0.0981557	0.0944182	0.0922937	0.100487	0.103701	0.108016	0.0822101	0.0759222	0.0842237	0.0842319	0.103339	0.118888	0.105084	0.0990846	0.0883067	0.0962488	0.0798016	0.0967554	0.0916019	0.0723315
