	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Coturnix_japonica	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Phaethon_lepturus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Opisthocomus_hoazin	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Piprites_chloris	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Onychorhynchus_coronatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Paradisaea_raggiana	Rhipidura_dahli	Struthidea_cinerea	Myiagra_hebetior	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Dicrurus_megarhynchus	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Eulacestoma_nigropectus	Pachycephala_philippinensis	Oriolus_oriolus	Aleadryas_rufinucha	Falcunculus_frontatus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oreocharis_arfaki	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Spizella_passerina	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Emberiza_fucata	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Promerops_cafer	Tichodroma_muraria	Alaudala_cheleensis	Cisticola_juncidis	Brachypodius_atriceps	Pycnonotus_jocosus	Nicator_chloris	Sylvietta_virens	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hirundo_rustica	Panurus_biarmicus	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Pomatostomus_ruficeps	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Eurypyga_helias	Rhynochetos_jubatus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Colius_striatus	Urocolius_indicus	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Leptosomus_discolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Gavia_stellata
Struthio_camelus	0	0.150915	0.170024	0.204735	0.209093	0.373539	0.365432	0.348832	0.346787	0.328664	0.344077	0.38076	0.376909	0.369696	0.359282	0.152457	0.152446	0.144667	0.146646	0.478568	0.446808	0.531734	0.549822	0.53717	0.538986	0.539004	0.547776	0.589545	0.595635	0.615318	0.629035	0.626152	0.614706	0.627548	0.663253	0.662957	0.661879	0.388339	0.417669	0.424348	0.446795	0.448203	0.467355	0.469404	0.464239	0.455183	0.437452	0.454315	0.442446	0.388311	0.387936	0.370333	0.392139	0.371021	0.405652	0.383234	0.372574	0.407283	0.397386	0.396646	0.402083	0.42388	0.448044	0.396232	0.451455	0.436086	0.422632	0.439268	0.43055	0.425839	0.396363	0.396372	0.392344	0.382334	0.382335	0.457145	0.591475	0.567753	0.57295	0.587614	0.579237	0.598001	0.649248	0.591429	0.582762	0.584399	0.586831	0.585093	0.582093	0.602717	0.582031	0.576577	0.516115	0.524518	0.556996	0.581683	0.557446	0.559411	0.56614	0.57951	0.563583	0.556306	0.546501	0.587367	0.55655	0.586614	0.543866	0.629508	0.568565	0.617405	0.592919	0.580956	0.581561	0.569625	0.574534	0.586012	0.586124	0.608231	0.60231	0.59674	0.592929	0.616828	0.578816	0.575225	0.577288	0.577288	0.56796	0.583089	0.581498	0.592823	0.577848	0.589466	0.583817	0.602273	0.606396	0.600411	0.571715	0.597581	0.589028	0.587265	0.608961	0.610579	0.617341	0.600401	0.571416	0.568783	0.599754	0.608249	0.647293	0.588821	0.602131	0.600494	0.61372	0.601437	0.602941	0.63806	0.616798	0.626078	0.619468	0.626773	0.614548	0.627834	0.647196	0.645075	0.640887	0.626054	0.626054	0.634364	0.654373	0.663034	0.667327	0.65098	0.649526	0.645133	0.643046	0.640559	0.632554	0.638779	0.637066	0.638285	0.657651	0.641082	0.645493	0.638578	0.635869	0.612105	0.620914	0.626977	0.621138	0.631922	0.621217	0.617076	0.60162	0.584051	0.649099	0.652737	0.614706	0.634398	0.64611	0.648663	0.67269	0.643618	0.625093	0.612324	0.6108	0.616485	0.658059	0.657075	0.635353	0.626703	0.633234	0.632799	0.64172	0.626599	0.586616	0.605004	0.628671	0.62444	0.594911	0.61035	0.597371	0.600949	0.597678	0.595371	0.622605	0.59519	0.631437	0.593913	0.592683	0.599752	0.607981	0.602083	0.61528	0.599701	0.593275	0.585035	0.592658	0.600222	0.619375	0.628845	0.602955	0.605816	0.635754	0.615604	0.59189	0.600526	0.587327	0.578647	0.607315	0.445138	0.458252	0.463471	0.519272	0.489597	0.460116	0.495266	0.467109	0.447496	0.443591	0.419573	0.470135	0.478391	0.469787	0.473409	0.485858	0.397241	0.417898	0.409438	0.376814	0.385865	0.384906	0.398047	0.391615	0.38522	0.408464	0.495207	0.46627	0.505996	0.431438	0.442668	0.597686	0.408447	0.429401	0.424666	0.395518	0.386584	0.384535	0.374354	0.380453	0.394827	0.401502	0.403026	0.403021	0.405207	0.504335	0.486251	0.523243	0.516437	0.488572	0.459881	0.423802	0.400921	0.400905	0.542568	0.514064	0.55239	0.540987	0.518067	0.509914	0.530465	0.470066	0.430313	0.403328	0.403321	0.416578	0.420972	0.421111	0.431639	0.453877	0.456872	0.477365	0.487582	0.483896	0.562153	0.531603	0.527617	0.50114	0.505211	0.479043	0.658754	0.648549	0.544857	0.530999	0.512223	0.560913	0.569229	0.579228	0.514378	0.576117	0.518387	0.58098	0.578841	0.58562	0.602616	0.618847	0.578898	0.571641	0.580068	0.41262	0.406315	0.39305	0.430973	0.422593	0.404886	0.408346	0.408346	0.414558	0.414267	0.482234	0.442971	0.415781	0.427383	0.415832
Casuarius_casuarius	0.150915	0	0.0589482	0.135061	0.13942	0.311741	0.303634	0.287035	0.28499	0.266866	0.28228	0.318963	0.315112	0.307898	0.297485	0.100244	0.100233	0.0924536	0.0944329	0.428588	0.396827	0.481754	0.499841	0.487189	0.489005	0.489023	0.497795	0.539564	0.545654	0.565338	0.579054	0.576171	0.564726	0.577567	0.613272	0.612976	0.611898	0.338358	0.367688	0.374368	0.396814	0.398222	0.417374	0.419423	0.414258	0.405202	0.387471	0.404334	0.392465	0.33833	0.337955	0.320353	0.342159	0.32104	0.355671	0.333253	0.322593	0.357302	0.347405	0.346665	0.352102	0.373899	0.398063	0.346251	0.401474	0.386105	0.372651	0.389288	0.380569	0.375859	0.346382	0.346391	0.342363	0.332353	0.332354	0.407164	0.541494	0.517772	0.52297	0.537633	0.529256	0.548021	0.599267	0.541448	0.532781	0.534418	0.53685	0.535113	0.532112	0.552736	0.53205	0.526596	0.466134	0.474537	0.507015	0.531702	0.507465	0.50943	0.516159	0.529529	0.513602	0.506325	0.496521	0.537386	0.506569	0.536633	0.493885	0.579527	0.518584	0.567424	0.542938	0.530975	0.531581	0.519644	0.524553	0.536031	0.536143	0.55825	0.552329	0.546759	0.542948	0.566848	0.528835	0.525244	0.527307	0.527307	0.51798	0.533108	0.531517	0.542842	0.527868	0.539485	0.533836	0.552292	0.556415	0.550431	0.521734	0.547601	0.539047	0.537284	0.55898	0.560598	0.56736	0.55042	0.521436	0.518802	0.549773	0.558268	0.597312	0.53884	0.552151	0.550513	0.563739	0.551456	0.55296	0.588079	0.566818	0.576097	0.569487	0.576793	0.564568	0.577853	0.597215	0.595094	0.590906	0.576074	0.576073	0.584384	0.604392	0.613053	0.617346	0.600999	0.599546	0.595152	0.593065	0.590578	0.582573	0.588798	0.587085	0.588304	0.607671	0.591102	0.595512	0.588598	0.585888	0.562124	0.570933	0.576996	0.571157	0.581941	0.571236	0.567095	0.551639	0.53407	0.599118	0.602756	0.564725	0.584417	0.596129	0.598682	0.622709	0.593637	0.575113	0.562343	0.560819	0.566505	0.608078	0.607094	0.585372	0.576722	0.583253	0.582818	0.591739	0.576618	0.536635	0.555023	0.578691	0.574459	0.54493	0.560369	0.54739	0.550968	0.547697	0.54539	0.572624	0.545209	0.581457	0.543933	0.542702	0.549772	0.558	0.552102	0.565299	0.54972	0.543294	0.535055	0.542677	0.550241	0.569394	0.578864	0.552974	0.555835	0.585773	0.565623	0.541909	0.550545	0.537346	0.528666	0.557334	0.395158	0.408271	0.413491	0.469291	0.439617	0.410135	0.445285	0.417129	0.397515	0.393611	0.369593	0.420154	0.42841	0.419807	0.423429	0.435878	0.347261	0.367918	0.359457	0.326833	0.335884	0.334925	0.348066	0.341634	0.335239	0.358483	0.445226	0.416289	0.456016	0.381457	0.392687	0.547705	0.358466	0.379421	0.374685	0.345537	0.336604	0.334555	0.324373	0.330473	0.344846	0.351521	0.353045	0.35304	0.355226	0.454355	0.43627	0.473262	0.466456	0.438591	0.4099	0.373821	0.35094	0.350924	0.492587	0.464083	0.502409	0.491006	0.468086	0.459934	0.480484	0.420085	0.380332	0.353347	0.35334	0.366597	0.370991	0.37113	0.381658	0.403896	0.406891	0.427384	0.437601	0.433915	0.512172	0.481622	0.477636	0.451159	0.45523	0.429063	0.608773	0.598568	0.494876	0.481018	0.462242	0.510933	0.519248	0.529247	0.464397	0.526137	0.468406	0.531	0.52886	0.535639	0.552635	0.568866	0.528917	0.52166	0.530087	0.36264	0.356334	0.343069	0.380992	0.372612	0.354905	0.358365	0.358365	0.364577	0.364287	0.432253	0.39299	0.3658	0.377402	0.365852
Dromaius_novaehollandiae	0.170024	0.0589482	0	0.15417	0.158529	0.330851	0.322743	0.306144	0.304099	0.285976	0.301389	0.338072	0.334221	0.327007	0.316594	0.119353	0.119342	0.111563	0.113542	0.447697	0.415936	0.500863	0.51895	0.506299	0.508114	0.508132	0.516904	0.558673	0.564763	0.584447	0.598164	0.59528	0.583835	0.596676	0.632381	0.632085	0.631007	0.357467	0.386797	0.393477	0.415923	0.417331	0.436483	0.438532	0.433367	0.424311	0.40658	0.423443	0.411575	0.357439	0.357064	0.339462	0.361268	0.340149	0.37478	0.352362	0.341702	0.376411	0.366514	0.365774	0.371211	0.393008	0.417172	0.36536	0.420583	0.405214	0.39176	0.408397	0.399678	0.394968	0.365491	0.3655	0.361472	0.351462	0.351463	0.426273	0.560603	0.536881	0.542079	0.556742	0.548365	0.56713	0.618376	0.560557	0.55189	0.553527	0.555959	0.554222	0.551221	0.571846	0.551159	0.545705	0.485243	0.493646	0.526125	0.550811	0.526574	0.52854	0.535268	0.548638	0.532711	0.525434	0.51563	0.556495	0.525678	0.555742	0.512994	0.598636	0.537693	0.586533	0.562047	0.550084	0.55069	0.538753	0.543662	0.555141	0.555252	0.577359	0.571439	0.565868	0.562057	0.585957	0.547944	0.544353	0.546416	0.546416	0.537089	0.552217	0.550626	0.561951	0.546977	0.558594	0.552945	0.571401	0.575524	0.56954	0.540843	0.56671	0.558156	0.556393	0.578089	0.579707	0.586469	0.569529	0.540545	0.537911	0.568882	0.577378	0.616421	0.557949	0.57126	0.569622	0.582848	0.570566	0.572069	0.607188	0.585927	0.595206	0.588596	0.595902	0.583677	0.596962	0.616324	0.614204	0.610015	0.595183	0.595182	0.603493	0.623501	0.632162	0.636455	0.620108	0.618655	0.614261	0.612174	0.609687	0.601682	0.607907	0.606195	0.607413	0.62678	0.610211	0.614621	0.607707	0.604997	0.581233	0.590042	0.596106	0.590266	0.60105	0.590345	0.586204	0.570748	0.55318	0.618227	0.621865	0.583835	0.603526	0.615238	0.617791	0.641818	0.612746	0.594222	0.581452	0.579928	0.585614	0.627187	0.626203	0.604481	0.595831	0.602362	0.601927	0.610848	0.595727	0.555744	0.574132	0.5978	0.593568	0.564039	0.579478	0.566499	0.570077	0.566806	0.5645	0.591733	0.564318	0.600566	0.563042	0.561811	0.568881	0.57711	0.571211	0.584408	0.568829	0.562403	0.554164	0.561786	0.56935	0.588503	0.597973	0.572084	0.574944	0.604882	0.584733	0.561018	0.569654	0.556455	0.547775	0.576443	0.414267	0.42738	0.4326	0.4884	0.458726	0.429244	0.464394	0.436238	0.416624	0.41272	0.388702	0.439263	0.447519	0.438916	0.442538	0.454987	0.36637	0.387027	0.378566	0.345942	0.354993	0.354034	0.367175	0.360743	0.354348	0.377592	0.464336	0.435398	0.475125	0.400566	0.411796	0.566814	0.377575	0.39853	0.393794	0.364646	0.355713	0.353664	0.343482	0.349582	0.363956	0.37063	0.372154	0.372149	0.374335	0.473464	0.455379	0.492371	0.485565	0.4577	0.42901	0.39293	0.37005	0.370033	0.511696	0.483192	0.521518	0.510116	0.487195	0.479043	0.499593	0.439194	0.399441	0.372456	0.372449	0.385706	0.3901	0.390239	0.400767	0.423005	0.426	0.446493	0.45671	0.453024	0.531281	0.500731	0.496745	0.470268	0.47434	0.448172	0.627882	0.617677	0.513985	0.500127	0.481351	0.530042	0.538357	0.548356	0.483506	0.545246	0.487516	0.550109	0.547969	0.554749	0.571744	0.587975	0.548026	0.54077	0.549196	0.381749	0.375444	0.362178	0.400101	0.391721	0.374014	0.377474	0.377474	0.383686	0.383396	0.451362	0.412099	0.384909	0.396511	0.384961
Rhea_americana	0.204735	0.135061	0.15417	0	0.062286	0.365561	0.357454	0.340854	0.338809	0.320686	0.336099	0.372782	0.368931	0.361718	0.351304	0.154063	0.154052	0.146273	0.148252	0.482407	0.450647	0.535573	0.55366	0.541009	0.542824	0.542843	0.551615	0.593383	0.599474	0.619157	0.632874	0.62999	0.618545	0.631386	0.667091	0.666795	0.665717	0.392178	0.421507	0.428187	0.450633	0.452041	0.471193	0.473242	0.468078	0.459021	0.441291	0.458154	0.446285	0.39215	0.391774	0.374172	0.395978	0.374859	0.409491	0.387072	0.376413	0.411121	0.401225	0.400484	0.405921	0.427718	0.451882	0.40007	0.455293	0.439924	0.42647	0.443107	0.434388	0.429678	0.400201	0.400211	0.396183	0.386172	0.386174	0.460983	0.595313	0.571592	0.576789	0.591452	0.583075	0.60184	0.653086	0.595268	0.5866	0.588238	0.590669	0.588932	0.585932	0.606556	0.58587	0.580415	0.519953	0.528356	0.560835	0.585521	0.561284	0.56325	0.569978	0.583349	0.567421	0.560144	0.55034	0.591206	0.560388	0.590453	0.547704	0.633346	0.572403	0.621243	0.596758	0.584794	0.5854	0.573464	0.578372	0.589851	0.589962	0.61207	0.606149	0.600578	0.596767	0.620667	0.582654	0.579063	0.581126	0.581126	0.571799	0.586927	0.585336	0.596662	0.581687	0.593304	0.587655	0.606112	0.610234	0.60425	0.575554	0.60142	0.592867	0.591103	0.612799	0.614418	0.62118	0.604239	0.575255	0.572621	0.603592	0.612088	0.651131	0.592659	0.60597	0.604332	0.617558	0.605276	0.606779	0.641899	0.620637	0.629916	0.623306	0.630612	0.618387	0.631672	0.651035	0.648914	0.644725	0.629893	0.629893	0.638203	0.658211	0.666873	0.671166	0.654818	0.653365	0.648972	0.646885	0.644398	0.636392	0.642617	0.640905	0.642124	0.66149	0.644921	0.649332	0.642417	0.639708	0.615944	0.624753	0.630816	0.624977	0.635761	0.625056	0.620914	0.605458	0.58789	0.652937	0.656576	0.618545	0.638236	0.649949	0.652501	0.676528	0.647456	0.628932	0.616163	0.614638	0.620324	0.661897	0.660913	0.639191	0.630542	0.637072	0.636637	0.645558	0.630438	0.590454	0.608842	0.63251	0.628278	0.598749	0.614188	0.601209	0.604788	0.601516	0.59921	0.626443	0.599028	0.635276	0.597752	0.596521	0.603591	0.61182	0.605922	0.619118	0.603539	0.597113	0.588874	0.596497	0.604061	0.623213	0.632683	0.606794	0.609655	0.639592	0.619443	0.595728	0.604365	0.591165	0.582485	0.611153	0.448977	0.462091	0.46731	0.52311	0.493436	0.463954	0.499104	0.470948	0.451335	0.44743	0.423412	0.473974	0.482229	0.473626	0.477248	0.489697	0.40108	0.421737	0.413276	0.380652	0.389704	0.388744	0.401885	0.395453	0.389058	0.412303	0.499046	0.470108	0.509835	0.435276	0.446507	0.601524	0.412286	0.43324	0.428504	0.399357	0.390423	0.388374	0.378193	0.384292	0.398666	0.405341	0.406864	0.406859	0.409045	0.508174	0.490089	0.527081	0.520275	0.492411	0.46372	0.42764	0.40476	0.404743	0.546406	0.517903	0.556228	0.544826	0.521905	0.513753	0.534304	0.473904	0.434151	0.407166	0.407159	0.420417	0.42481	0.424949	0.435477	0.457716	0.46071	0.481204	0.491421	0.487734	0.565992	0.535441	0.531456	0.504978	0.50905	0.482882	0.662592	0.652387	0.548696	0.534837	0.516061	0.564752	0.573068	0.583066	0.518216	0.579956	0.522226	0.584819	0.582679	0.589459	0.606454	0.622685	0.582737	0.57548	0.583906	0.416459	0.410154	0.396888	0.434812	0.426431	0.408724	0.412185	0.412184	0.418396	0.418106	0.486072	0.446809	0.419619	0.431222	0.419671
Rhea_pennata	0.209093	0.13942	0.158529	0.062286	0	0.36992	0.361813	0.345213	0.343168	0.325045	0.340458	0.377141	0.37329	0.366076	0.355663	0.158422	0.158411	0.150632	0.152611	0.486766	0.455006	0.539932	0.558019	0.545368	0.547183	0.547202	0.555974	0.597742	0.603833	0.623516	0.637233	0.634349	0.622904	0.635745	0.67145	0.671154	0.670076	0.396536	0.425866	0.432546	0.454992	0.4564	0.475552	0.477601	0.472436	0.46338	0.44565	0.462512	0.450644	0.396508	0.396133	0.378531	0.400337	0.379218	0.41385	0.391431	0.380771	0.41548	0.405584	0.404843	0.41028	0.432077	0.456241	0.404429	0.459652	0.444283	0.430829	0.447466	0.438747	0.434037	0.40456	0.404569	0.400541	0.390531	0.390533	0.465342	0.599672	0.575951	0.581148	0.595811	0.587434	0.606199	0.657445	0.599627	0.590959	0.592597	0.595028	0.593291	0.59029	0.610915	0.590228	0.584774	0.524312	0.532715	0.565194	0.58988	0.565643	0.567609	0.574337	0.587708	0.57178	0.564503	0.554699	0.595564	0.564747	0.594812	0.552063	0.637705	0.576762	0.625602	0.601116	0.589153	0.589759	0.577823	0.582731	0.59421	0.594321	0.616429	0.610508	0.604937	0.601126	0.625026	0.587013	0.583422	0.585485	0.585485	0.576158	0.591286	0.589695	0.60102	0.586046	0.597663	0.592014	0.610471	0.614593	0.608609	0.579912	0.605779	0.597225	0.595462	0.617158	0.618776	0.625538	0.608598	0.579614	0.57698	0.607951	0.616447	0.65549	0.597018	0.610329	0.608691	0.621917	0.609635	0.611138	0.646258	0.624996	0.634275	0.627665	0.634971	0.622746	0.636031	0.655393	0.653273	0.649084	0.634252	0.634252	0.642562	0.66257	0.671232	0.675525	0.659177	0.657724	0.65333	0.651244	0.648757	0.640751	0.646976	0.645264	0.646482	0.665849	0.64928	0.65369	0.646776	0.644066	0.620302	0.629112	0.635175	0.629336	0.64012	0.629414	0.625273	0.609817	0.592249	0.657296	0.660934	0.622904	0.642595	0.654308	0.65686	0.680887	0.651815	0.633291	0.620522	0.618997	0.624683	0.666256	0.665272	0.64355	0.6349	0.641431	0.640996	0.649917	0.634796	0.594813	0.613201	0.636869	0.632637	0.603108	0.618547	0.605568	0.609146	0.605875	0.603569	0.630802	0.603387	0.639635	0.602111	0.60088	0.60795	0.616179	0.61028	0.623477	0.607898	0.601472	0.593233	0.600856	0.60842	0.627572	0.637042	0.611153	0.614013	0.643951	0.623802	0.600087	0.608724	0.595524	0.586844	0.615512	0.453336	0.46645	0.471669	0.527469	0.497795	0.468313	0.503463	0.475307	0.455693	0.451789	0.427771	0.478332	0.486588	0.477985	0.481607	0.494056	0.405439	0.426096	0.417635	0.385011	0.394062	0.393103	0.406244	0.399812	0.393417	0.416661	0.503405	0.474467	0.514194	0.439635	0.450865	0.605883	0.416645	0.437599	0.432863	0.403715	0.394782	0.392733	0.382552	0.388651	0.403025	0.4097	0.411223	0.411218	0.413404	0.512533	0.494448	0.53144	0.524634	0.496769	0.468079	0.431999	0.409119	0.409102	0.550765	0.522262	0.560587	0.549185	0.526264	0.518112	0.538663	0.478263	0.43851	0.411525	0.411518	0.424776	0.429169	0.429308	0.439836	0.462074	0.465069	0.485562	0.495779	0.492093	0.570351	0.5398	0.535815	0.509337	0.513409	0.487241	0.666951	0.656746	0.553055	0.539196	0.52042	0.569111	0.577426	0.587425	0.522575	0.584315	0.526585	0.589178	0.587038	0.593818	0.610813	0.627044	0.587095	0.579839	0.588265	0.420818	0.414513	0.401247	0.43917	0.43079	0.413083	0.416544	0.416543	0.422755	0.422465	0.490431	0.451168	0.423978	0.43558	0.42403
