	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Rhea_americana	Rhea_pennata	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Coturnix_japonica	Phoenicopterus_ruber	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Cochlearius_cochlearius	Egretta_garzetta	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Ciconia_maguari	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Tyto_alba	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Piprites_chloris	Neopipo_cinnamomea	Tyrannus_savana	Tachuris_rubrigastra	Mionectes_macconnelli	Onychorhynchus_coronatus	Atrichornis_clamosus	Menura_novaehollandiae	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Struthidea_cinerea	Ifrita_kowaldi	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Melanocharis_versteri	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Regulus_satrapa	Elachura_formosa	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Rhabdornis_inornatus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Motacilla_alba	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Alaudala_cheleensis	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Leiothrix_lutea	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Panurus_biarmicus	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Eulacestoma_nigropectus	Mohoua_ochrocephala	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Daphoenositta_chrysoptera	Aleadryas_rufinucha	Oriolus_oriolus	Pachycephala_philippinensis	Oreocharis_arfaki	Falcunculus_frontatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Podiceps_cristatus	Podilymbus_podiceps	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Phaethon_lepturus	Mesitornis_unicolor	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Lophotis_ruficrista	Chlamydotis_macqueenii	Ardeotis_kori	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana
Struthio_camelus	0	0.227298	0.242875	0.202675	0.202678	0.204784	0.200658	0.459321	0.398685	0.378849	0.382897	0.434198	0.420239	0.443223	0.413344	0.428449	0.421759	0.294756	0.30031	0.406247	0.36764	0.47066	0.513003	0.519075	0.508684	0.508684	0.562889	0.567537	0.520534	0.572306	0.590351	0.591669	0.560013	0.572353	0.578468	0.590788	0.612254	0.414618	0.438678	0.425691	0.443284	0.457543	0.468658	0.456721	0.415307	0.425532	0.41929	0.419305	0.415258	0.418018	0.45175	0.41393	0.43848	0.441575	0.437212	0.417302	0.406597	0.404746	0.434073	0.429813	0.415611	0.426523	0.417147	0.442538	0.449802	0.519281	0.570255	0.523402	0.452891	0.461243	0.462967	0.422032	0.439344	0.442414	0.411599	0.390584	0.392575	0.402716	0.408759	0.435393	0.437373	0.437434	0.537911	0.526723	0.524076	0.512466	0.673861	0.673784	0.559885	0.579884	0.589215	0.593189	0.56498	0.547899	0.526864	0.518585	0.581053	0.572208	0.614513	0.625162	0.700453	0.683213	0.679269	0.676368	0.666914	0.537336	0.542348	0.541341	0.563408	0.490207	0.491211	0.467319	0.451291	0.455284	0.566506	0.577488	0.60714	0.569259	0.597694	0.556307	0.611171	0.634467	0.63586	0.587525	0.56956	0.625312	0.583898	0.592767	0.587506	0.579707	0.503261	0.495516	0.538806	0.552055	0.546491	0.549849	0.549554	0.570618	0.562353	0.62224	0.525462	0.587117	0.54632	0.626736	0.578098	0.589971	0.577681	0.579712	0.576184	0.594683	0.556642	0.598006	0.613311	0.56166	0.595832	0.563235	0.613401	0.571222	0.571313	0.571294	0.571294	0.5806	0.598651	0.594025	0.612086	0.597017	0.611034	0.572425	0.568039	0.578513	0.57177	0.609806	0.616508	0.577777	0.630145	0.595773	0.584881	0.575923	0.612963	0.572806	0.589522	0.622419	0.6052	0.638855	0.598456	0.602636	0.634959	0.638035	0.603529	0.582016	0.586819	0.599979	0.626372	0.622355	0.63436	0.654476	0.642085	0.621847	0.617932	0.628034	0.625638	0.583695	0.581045	0.58781	0.598235	0.587486	0.625535	0.61838	0.597118	0.588502	0.575855	0.650948	0.621073	0.619661	0.621682	0.617141	0.619013	0.60888	0.634632	0.63925	0.626299	0.634267	0.657005	0.649286	0.657314	0.633723	0.63788	0.638114	0.633433	0.650558	0.652221	0.659357	0.65505	0.636105	0.63769	0.633526	0.621076	0.605947	0.602832	0.606211	0.615843	0.613787	0.627431	0.604706	0.622352	0.650651	0.616603	0.623339	0.611824	0.618572	0.607241	0.606799	0.605244	0.607245	0.605343	0.613719	0.616081	0.62429	0.59569	0.610757	0.605839	0.61135	0.605093	0.627433	0.650369	0.585091	0.587777	0.620297	0.606535	0.629328	0.595914	0.571071	0.584714	0.576069	0.569148	0.55836	0.582508	0.58456	0.591821	0.571322	0.564312	0.566874	0.547212	0.567325	0.532865	0.562704	0.541788	0.43387	0.464186	0.508206	0.497624	0.493658	0.472	0.491511	0.46323	0.449752	0.473547	0.465708	0.490348	0.462643	0.449748	0.445372	0.47988	0.478693	0.514959	0.548306	0.523585	0.580262	0.528722	0.554375	0.537016	0.439065	0.443602	0.437642	0.409039	0.437329	0.417419	0.420195	0.427249	0.416853	0.394062	0.481454	0.46757	0.508019	0.469282	0.47159	0.631237	0.445509	0.487696	0.458033	0.437862	0.425302	0.422961	0.41887	0.429522	0.425293	0.435567	0.4188	0.408695	0.412878	0.477512	0.46722	0.478059	0.451434	0.458371	0.445482	0.451173	0.427457	0.423474	0.51238	0.497132	0.50183	0.472006	0.4071	0.42976	0.42939	0.509718	0.470675	0.573255	0.537764	0.538161	0.531608	0.548585
Casuarius_casuarius	0.227298	0	0.0517922	0.0888267	0.0888294	0.0909358	0.0868091	0.345473	0.284837	0.265001	0.269048	0.32035	0.306391	0.329375	0.299496	0.3146	0.307911	0.180908	0.186462	0.366024	0.327417	0.430437	0.47278	0.478852	0.468461	0.468461	0.522666	0.527314	0.480311	0.532083	0.550128	0.551446	0.51979	0.53213	0.538245	0.550564	0.572031	0.374395	0.398455	0.385468	0.403061	0.41732	0.428435	0.416498	0.375084	0.385309	0.379067	0.379081	0.375035	0.377795	0.411527	0.373707	0.398256	0.401352	0.396989	0.377079	0.366374	0.364523	0.39385	0.38959	0.375388	0.3863	0.376924	0.402315	0.409579	0.479058	0.530032	0.483179	0.412667	0.42102	0.422744	0.381809	0.399121	0.402191	0.371376	0.350361	0.352352	0.362493	0.368536	0.39517	0.39715	0.397211	0.497688	0.4865	0.483853	0.472243	0.633638	0.633561	0.519662	0.539661	0.548992	0.552966	0.524757	0.507676	0.486641	0.478362	0.54083	0.531985	0.57429	0.584939	0.66023	0.64299	0.639046	0.636145	0.626691	0.497113	0.502125	0.501118	0.523185	0.449984	0.450988	0.427096	0.411068	0.415061	0.526283	0.537265	0.566916	0.529036	0.557471	0.516084	0.570948	0.594244	0.595637	0.547302	0.529337	0.585089	0.543675	0.552544	0.547283	0.539484	0.463038	0.455293	0.498583	0.511832	0.506268	0.509626	0.509331	0.530395	0.52213	0.582017	0.485239	0.546894	0.506097	0.586513	0.537875	0.549748	0.537458	0.539489	0.535961	0.55446	0.516419	0.557783	0.573088	0.521437	0.555609	0.523012	0.573178	0.530999	0.53109	0.531071	0.531071	0.540377	0.558428	0.553802	0.571863	0.556794	0.570811	0.532202	0.527816	0.53829	0.531547	0.569583	0.576285	0.537554	0.589922	0.55555	0.544658	0.5357	0.57274	0.532583	0.549299	0.582195	0.564977	0.598632	0.558233	0.562413	0.594736	0.597812	0.563306	0.541792	0.546596	0.559756	0.586149	0.582132	0.594137	0.614253	0.601862	0.581624	0.577709	0.587811	0.585415	0.543472	0.540822	0.547587	0.558012	0.547263	0.585312	0.578157	0.556895	0.548279	0.535632	0.610725	0.58085	0.579438	0.581459	0.576918	0.57879	0.568657	0.594409	0.599027	0.586076	0.594044	0.616782	0.609063	0.617091	0.5935	0.597657	0.597891	0.59321	0.610335	0.611998	0.619134	0.614827	0.595882	0.597467	0.593303	0.580853	0.565724	0.562609	0.565988	0.57562	0.573563	0.587208	0.564483	0.582128	0.610428	0.57638	0.583116	0.571601	0.578349	0.567018	0.566576	0.565021	0.567022	0.56512	0.573496	0.575858	0.584067	0.555467	0.570534	0.565616	0.571127	0.56487	0.58721	0.610146	0.544868	0.547554	0.580074	0.566312	0.589105	0.555691	0.530848	0.544491	0.535846	0.528925	0.518137	0.542285	0.544337	0.551598	0.531099	0.524089	0.526651	0.506989	0.527102	0.492642	0.522481	0.501565	0.393647	0.423963	0.467983	0.457401	0.453435	0.431777	0.451288	0.423007	0.409529	0.433324	0.425485	0.450125	0.42242	0.409525	0.405149	0.439657	0.43847	0.474736	0.508083	0.483362	0.540038	0.488499	0.514152	0.496793	0.398842	0.403379	0.397419	0.368816	0.397106	0.377196	0.379972	0.387026	0.37663	0.353839	0.441231	0.427347	0.467796	0.429059	0.431367	0.591014	0.405286	0.447473	0.41781	0.397639	0.385079	0.382738	0.378647	0.389299	0.38507	0.395344	0.378577	0.368472	0.372655	0.437289	0.426997	0.437836	0.411211	0.418148	0.405259	0.41095	0.387234	0.383251	0.472157	0.456909	0.461607	0.431783	0.366877	0.389537	0.389167	0.469495	0.430451	0.533032	0.497541	0.497938	0.491385	0.508362
Dromaius_novaehollandiae	0.242875	0.0517922	0	0.104404	0.104406	0.106513	0.102386	0.36105	0.300414	0.280578	0.284625	0.335927	0.321968	0.344952	0.315073	0.330177	0.323488	0.196485	0.202039	0.381601	0.342994	0.446014	0.488357	0.494429	0.484038	0.484038	0.538243	0.542891	0.495888	0.547661	0.565705	0.567023	0.535367	0.547707	0.553822	0.566142	0.587608	0.389972	0.414032	0.401045	0.418638	0.432897	0.444012	0.432075	0.390661	0.400886	0.394644	0.394659	0.390612	0.393372	0.427104	0.389284	0.413834	0.416929	0.412566	0.392656	0.381951	0.3801	0.409427	0.405167	0.390965	0.401877	0.392501	0.417892	0.425156	0.494635	0.545609	0.498756	0.428245	0.436597	0.438321	0.397386	0.414699	0.417768	0.386953	0.365938	0.367929	0.37807	0.384113	0.410747	0.412727	0.412788	0.513265	0.502077	0.49943	0.48782	0.649216	0.649138	0.535239	0.555238	0.564569	0.568543	0.540334	0.523253	0.502218	0.493939	0.556407	0.547562	0.589867	0.600516	0.675807	0.658567	0.654623	0.651722	0.642268	0.51269	0.517702	0.516695	0.538762	0.465561	0.466565	0.442673	0.426645	0.430638	0.54186	0.552842	0.582494	0.544613	0.573048	0.531661	0.586525	0.609821	0.611214	0.562879	0.544914	0.600666	0.559252	0.568121	0.56286	0.555061	0.478615	0.47087	0.51416	0.527409	0.521845	0.525203	0.524908	0.545972	0.537707	0.597594	0.500816	0.562471	0.521675	0.60209	0.553452	0.565325	0.553035	0.555066	0.551538	0.570037	0.531997	0.57336	0.588665	0.537014	0.571186	0.538589	0.588755	0.546576	0.546667	0.546648	0.546648	0.555954	0.574005	0.569379	0.58744	0.572371	0.586388	0.547779	0.543393	0.553867	0.547124	0.58516	0.591862	0.553131	0.605499	0.571127	0.560235	0.551277	0.588317	0.54816	0.564876	0.597773	0.580554	0.614209	0.57381	0.57799	0.610313	0.613389	0.578883	0.55737	0.562173	0.575333	0.601726	0.597709	0.609714	0.62983	0.617439	0.597201	0.593286	0.603388	0.600992	0.559049	0.556399	0.563164	0.573589	0.56284	0.600889	0.593734	0.572472	0.563856	0.551209	0.626302	0.596427	0.595015	0.597036	0.592495	0.594367	0.584234	0.609986	0.614604	0.601653	0.609621	0.632359	0.62464	0.632668	0.609077	0.613234	0.613468	0.608787	0.625912	0.627575	0.634711	0.630404	0.611459	0.613044	0.60888	0.59643	0.581301	0.578186	0.581565	0.591197	0.589141	0.602785	0.58006	0.597706	0.626005	0.591957	0.598693	0.587178	0.593926	0.582595	0.582153	0.580598	0.582599	0.580697	0.589073	0.591435	0.599644	0.571044	0.586111	0.581193	0.586704	0.580447	0.602787	0.625723	0.560445	0.563131	0.595651	0.581889	0.604683	0.571268	0.546425	0.560068	0.551424	0.544502	0.533714	0.557862	0.559914	0.567175	0.546676	0.539666	0.542228	0.522566	0.542679	0.508219	0.538058	0.517142	0.409224	0.439541	0.48356	0.472978	0.469012	0.447354	0.466865	0.438584	0.425106	0.448901	0.441062	0.465702	0.437997	0.425102	0.420726	0.455234	0.454047	0.490313	0.52366	0.498939	0.555616	0.504076	0.529729	0.51237	0.414419	0.418956	0.412996	0.384393	0.412683	0.392773	0.395549	0.402603	0.392207	0.369417	0.456808	0.442925	0.483373	0.444636	0.446944	0.606591	0.420863	0.46305	0.433387	0.413216	0.400656	0.398315	0.394224	0.404876	0.400647	0.410921	0.394154	0.384049	0.388232	0.452866	0.442574	0.453413	0.426788	0.433725	0.420836	0.426527	0.402811	0.398828	0.487734	0.472486	0.477184	0.44736	0.382455	0.405114	0.404744	0.485072	0.446029	0.548609	0.513118	0.513515	0.506962	0.523939
Apteryx_haastii	0.202675	0.0888267	0.104404	0	0.00400554	0.0305966	0.0264699	0.310906	0.25027	0.230433	0.234481	0.285783	0.271823	0.294808	0.264928	0.280033	0.273344	0.153187	0.158741	0.341401	0.302794	0.405814	0.448157	0.454229	0.443838	0.443838	0.498043	0.502691	0.455688	0.507461	0.525505	0.526823	0.495167	0.507507	0.513622	0.525942	0.547408	0.349772	0.373832	0.360845	0.378438	0.392697	0.403812	0.391875	0.350461	0.360686	0.354444	0.354459	0.350412	0.353172	0.386904	0.349084	0.373634	0.376729	0.372366	0.352456	0.341751	0.3399	0.369227	0.364967	0.350765	0.361677	0.352301	0.377693	0.384956	0.454435	0.505409	0.458556	0.388045	0.396397	0.398121	0.357186	0.374499	0.377568	0.346754	0.325738	0.327729	0.33787	0.343913	0.370547	0.372527	0.372588	0.473065	0.461877	0.45923	0.44762	0.609016	0.608938	0.495039	0.515038	0.524369	0.528344	0.500134	0.483053	0.462018	0.453739	0.516207	0.507362	0.549667	0.560316	0.635607	0.618367	0.614423	0.611522	0.602068	0.47249	0.477502	0.476495	0.498562	0.425361	0.426365	0.402473	0.386445	0.390438	0.50166	0.512642	0.542294	0.504413	0.532848	0.491461	0.546325	0.569621	0.571015	0.522679	0.504714	0.560466	0.519052	0.527921	0.52266	0.514861	0.438415	0.43067	0.47396	0.487209	0.481645	0.485003	0.484708	0.505772	0.497507	0.557394	0.460616	0.522271	0.481475	0.56189	0.513252	0.525125	0.512835	0.514866	0.511338	0.529837	0.491797	0.53316	0.548465	0.496814	0.530986	0.498389	0.548556	0.506376	0.506467	0.506448	0.506448	0.515754	0.533805	0.529179	0.54724	0.532171	0.546188	0.507579	0.503193	0.513667	0.506924	0.54496	0.551662	0.512932	0.565299	0.530927	0.520035	0.511077	0.548117	0.50796	0.524676	0.557573	0.540354	0.574009	0.53361	0.53779	0.570113	0.573189	0.538683	0.51717	0.521973	0.535134	0.561526	0.557509	0.569514	0.58963	0.577239	0.557001	0.553086	0.563188	0.560793	0.518849	0.516199	0.522964	0.533389	0.52264	0.560689	0.553534	0.532272	0.523656	0.511009	0.586102	0.556227	0.554815	0.556836	0.552295	0.554167	0.544034	0.569786	0.574404	0.561453	0.569421	0.592159	0.58444	0.592468	0.568877	0.573035	0.573268	0.568587	0.585712	0.587375	0.594511	0.590204	0.571259	0.572844	0.56868	0.55623	0.541101	0.537986	0.541365	0.550998	0.548941	0.562585	0.53986	0.557506	0.585805	0.551757	0.558493	0.546978	0.553726	0.542395	0.541953	0.540399	0.542399	0.540497	0.548873	0.551235	0.559444	0.530844	0.545911	0.540993	0.546504	0.540247	0.562587	0.585523	0.520245	0.522931	0.555451	0.541689	0.564483	0.531068	0.506225	0.519868	0.511224	0.504302	0.493514	0.517662	0.519714	0.526975	0.506476	0.499466	0.502028	0.482366	0.502479	0.468019	0.497858	0.476942	0.369024	0.399341	0.44336	0.432778	0.428812	0.407154	0.426665	0.398384	0.384906	0.408701	0.400862	0.425502	0.397797	0.384902	0.380526	0.415034	0.413847	0.450113	0.48346	0.458739	0.515416	0.463876	0.489529	0.47217	0.374219	0.378756	0.372796	0.344193	0.372483	0.352573	0.355349	0.362403	0.352007	0.329217	0.416608	0.402725	0.443173	0.404436	0.406744	0.566391	0.380663	0.42285	0.393187	0.373016	0.360456	0.358115	0.354024	0.364676	0.360447	0.370722	0.353954	0.343849	0.348033	0.412666	0.402374	0.413213	0.386588	0.393525	0.380636	0.386327	0.362611	0.358628	0.447534	0.432286	0.436984	0.40716	0.342255	0.364914	0.364544	0.444872	0.405829	0.508409	0.472918	0.473315	0.466762	0.483739
Apteryx_owenii	0.202678	0.0888294	0.104406	0.00400554	0	0.0305993	0.0264726	0.310908	0.250272	0.230436	0.234483	0.285785	0.271826	0.29481	0.264931	0.280036	0.273346	0.153189	0.158743	0.341404	0.302797	0.405817	0.44816	0.454231	0.443841	0.443841	0.498046	0.502694	0.455691	0.507463	0.525508	0.526826	0.49517	0.50751	0.513625	0.525944	0.547411	0.349775	0.373835	0.360848	0.37844	0.3927	0.403814	0.391877	0.350464	0.360689	0.354447	0.354461	0.350415	0.353175	0.386906	0.349087	0.373636	0.376732	0.372369	0.352458	0.341754	0.339903	0.36923	0.36497	0.350768	0.36168	0.352304	0.377695	0.384959	0.454438	0.505412	0.458559	0.388047	0.3964	0.398124	0.357189	0.374501	0.377571	0.346756	0.325741	0.327732	0.337872	0.343916	0.370549	0.37253	0.37259	0.473068	0.46188	0.459233	0.447623	0.609018	0.608941	0.495042	0.515041	0.524372	0.528346	0.500137	0.483056	0.462021	0.453742	0.51621	0.507365	0.54967	0.560319	0.635609	0.618369	0.614425	0.611525	0.602071	0.472492	0.477505	0.476498	0.498565	0.425364	0.426367	0.402476	0.386448	0.390441	0.501663	0.512645	0.542296	0.504415	0.532851	0.491464	0.546328	0.569624	0.571017	0.522682	0.504717	0.560469	0.519055	0.527924	0.522663	0.514864	0.438418	0.430673	0.473963	0.487212	0.481648	0.485006	0.484711	0.505774	0.497509	0.557397	0.460619	0.522274	0.481477	0.561892	0.513255	0.525128	0.512838	0.514869	0.511341	0.52984	0.491799	0.533162	0.548468	0.496817	0.530989	0.498392	0.548558	0.506378	0.50647	0.506451	0.506451	0.515757	0.533807	0.529182	0.547242	0.532174	0.546191	0.507581	0.503196	0.51367	0.506927	0.544963	0.551665	0.512934	0.565302	0.53093	0.520038	0.51108	0.54812	0.507963	0.524679	0.557575	0.540357	0.574012	0.533613	0.537793	0.570116	0.573192	0.538686	0.517172	0.521976	0.535136	0.561529	0.557512	0.569517	0.589633	0.577242	0.557004	0.553089	0.563191	0.560795	0.518852	0.516202	0.522967	0.533392	0.522642	0.560692	0.553537	0.532275	0.523659	0.511012	0.586105	0.55623	0.554818	0.556839	0.552298	0.55417	0.544037	0.569789	0.574407	0.561456	0.569424	0.592162	0.584443	0.59247	0.56888	0.573037	0.573271	0.568589	0.585715	0.587378	0.594514	0.590207	0.571262	0.572847	0.568683	0.556233	0.541103	0.537989	0.541368	0.551	0.548943	0.562588	0.539863	0.557508	0.585808	0.55176	0.558496	0.546981	0.553729	0.542398	0.541956	0.540401	0.542402	0.5405	0.548876	0.551238	0.559447	0.530847	0.545914	0.540996	0.546507	0.54025	0.56259	0.585525	0.520248	0.522933	0.555454	0.541692	0.564485	0.531071	0.506228	0.519871	0.511226	0.504305	0.493517	0.517665	0.519717	0.526978	0.506478	0.499469	0.50203	0.482369	0.502482	0.468022	0.497861	0.476945	0.369027	0.399343	0.443363	0.43278	0.428814	0.407156	0.426668	0.398387	0.384909	0.408704	0.400865	0.425504	0.3978	0.384905	0.380529	0.415037	0.41385	0.450116	0.483463	0.458742	0.515418	0.463879	0.489531	0.472173	0.374222	0.378759	0.372799	0.344196	0.372486	0.352575	0.355352	0.362406	0.352009	0.329219	0.416611	0.402727	0.443176	0.404439	0.406747	0.566394	0.380666	0.422853	0.39319	0.373019	0.360459	0.358118	0.354026	0.364679	0.36045	0.370724	0.353957	0.343852	0.348035	0.412669	0.402377	0.413216	0.386591	0.393527	0.380639	0.38633	0.362614	0.358631	0.447537	0.432288	0.436987	0.407163	0.342257	0.364917	0.364547	0.444875	0.405831	0.508412	0.472921	0.473317	0.466765	0.483742
