	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Apaloderma_vittatum	Trogon_melanurus	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Gavia_stellata	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Opisthocomus_hoazin	Eurypyga_helias	Rhynochetos_jubatus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Leptosomus_discolor	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cariama_cristata	Chunga_burmeisteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Colius_striatus	Urocolius_indicus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Tyrannus_savana	Piprites_chloris	Mionectes_macconnelli	Tachuris_rubrigastra	Onychorhynchus_coronatus	Oxyruncus_cristatus	Neopipo_cinnamomea	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Malurus_elegans	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Eulacestoma_nigropectus	Aleadryas_rufinucha	Oriolus_oriolus	Pachycephala_philippinensis	Falcunculus_frontatus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oreocharis_arfaki	Mohoua_ochrocephala	Chaetorhynchus_papuensis	Myiagra_hebetior	Dicrurus_megarhynchus	Paradisaea_raggiana	Struthidea_cinerea	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Rhipidura_dahli	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Dryoscopus_gambensis	Daphoenositta_chrysoptera	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Notiomystis_cincta	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Horornis_vulcanius	Cettia_cetti	Hirundo_rustica	Sinosuthora_webbiana	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Brachypodius_atriceps	Pycnonotus_jocosus	Locustella_ochotensis	Donacobius_atricapilla	Oxylabes_madagascariensis	Sylvietta_virens	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Emberiza_fucata	Nesospiza_acunhae	Sporophila_hypoxantha	Geospiza_fortis	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Pheucticus_melanocephalus	Passerina_amoena	Calcarius_ornatus	Cardinalis_cardinalis	Regulus_satrapa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Ptilonorhynchus_violaceus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Hydrobates_tethys	Fregata_magnificens	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Phaethon_lepturus
Phoenicopterus_ruber	0	0.173825	0.190605	0.286896	0.249126	0.276294	0.280688	0.210225	0.230785	0.236733	0.203343	0.239553	0.188477	0.201116	0.244318	0.229312	0.25566	0.334042	0.308819	0.31937	0.261694	0.309587	0.449004	0.226148	0.235983	0.231978	0.235546	0.232991	0.205294	0.212146	0.209381	0.222095	0.234435	0.203348	0.213446	0.207362	0.325591	0.304588	0.315756	0.287994	0.297715	0.303625	0.250919	0.27294	0.261084	0.236004	0.20716	0.207161	0.227638	0.225691	0.342555	0.349855	0.384931	0.379884	0.358234	0.355779	0.400021	0.455371	0.35074	0.389185	0.420088	0.396026	0.447218	0.432146	0.459814	0.464358	0.467165	0.462322	0.464425	0.255361	0.310519	0.260997	0.241204	0.316583	0.331532	0.363547	0.332687	0.381041	0.341962	0.273766	0.324148	0.307336	0.357053	0.345951	0.33992	0.322807	0.313544	0.298412	0.341953	0.304247	0.303841	0.335299	0.250206	0.25096	0.255195	0.20893	0.210031	0.232228	0.22821	0.247688	0.239124	0.237112	0.331956	0.32807	0.342419	0.368716	0.36687	0.410438	0.389785	0.326844	0.293728	0.492972	0.443172	0.358928	0.358831	0.379777	0.36466	0.358857	0.418958	0.413897	0.388708	0.377736	0.40736	0.37291	0.42844	0.369985	0.39122	0.374739	0.369489	0.299974	0.28697	0.323671	0.35459	0.333962	0.340665	0.343185	0.33806	0.346337	0.32703	0.339065	0.339631	0.339134	0.374032	0.420702	0.375026	0.389525	0.396758	0.395227	0.381046	0.40617	0.372296	0.380334	0.387702	0.394023	0.417348	0.416867	0.415001	0.415215	0.41727	0.436053	0.390832	0.367596	0.410941	0.40202	0.377855	0.385583	0.395413	0.393492	0.415864	0.3895	0.3721	0.374093	0.372085	0.420825	0.4094	0.394526	0.435135	0.416695	0.393082	0.40352	0.397319	0.374885	0.371802	0.384073	0.423735	0.410921	0.414594	0.423117	0.445821	0.407091	0.423848	0.413273	0.442191	0.426947	0.452851	0.494436	0.415582	0.424479	0.443333	0.454184	0.438075	0.463515	0.453854	0.437745	0.433821	0.44679	0.428929	0.428587	0.432574	0.426452	0.441239	0.420776	0.44234	0.462524	0.46892	0.458869	0.454664	0.440773	0.464631	0.431138	0.431982	0.440932	0.431992	0.437687	0.491671	0.499737	0.487934	0.461938	0.464624	0.508036	0.41194	0.420742	0.441123	0.431366	0.437759	0.425978	0.437182	0.414593	0.422947	0.44859	0.448608	0.438001	0.431219	0.428508	0.433044	0.450501	0.463959	0.459801	0.4516	0.453663	0.463617	0.46605	0.466045	0.46748	0.474557	0.490474	0.483503	0.487804	0.481792	0.505071	0.510978	0.499917	0.488365	0.477982	0.458799	0.462672	0.477517	0.4571	0.47271	0.468077	0.487572	0.459861	0.422077	0.447673	0.423397	0.4272	0.436658	0.465826	0.445914	0.427262	0.44755	0.450987	0.459366	0.439094	0.446398	0.344691	0.319917	0.304415	0.32339	0.385887	0.373908	0.368773	0.214002	0.214727	0.192243	0.203746	0.216893	0.225029	0.241199	0.224909	0.228975	0.212849	0.205479	0.204032	0.204034	0.210566	0.252736	0.211939	0.216048	0.230378	0.237665	0.238875	0.241952	0.205916	0.210063	0.201891	0.201896	0.199891	0.355676	0.335829	0.31574	0.26476	0.220366	0.220276	0.219688	0.261888
Podiceps_cristatus	0.173825	0	0.0499157	0.301895	0.264125	0.291292	0.295686	0.225224	0.245783	0.251732	0.218341	0.254551	0.203475	0.216115	0.259317	0.244311	0.270658	0.34904	0.323818	0.334369	0.276693	0.324585	0.464003	0.241147	0.250981	0.246977	0.250545	0.247989	0.220292	0.227144	0.22438	0.237093	0.249434	0.218347	0.228445	0.222361	0.34059	0.319587	0.330754	0.302993	0.312713	0.318624	0.265918	0.287939	0.276083	0.251003	0.222158	0.22216	0.242636	0.240689	0.357554	0.364854	0.399929	0.394882	0.373232	0.370778	0.41502	0.47037	0.365739	0.404184	0.435086	0.411024	0.462217	0.447145	0.474813	0.479357	0.482164	0.477321	0.479424	0.27036	0.325518	0.275996	0.256203	0.331581	0.346531	0.378546	0.347686	0.39604	0.35696	0.288765	0.339146	0.322335	0.372052	0.360949	0.354918	0.337806	0.328542	0.313411	0.356952	0.319246	0.318839	0.350298	0.265205	0.265959	0.270194	0.223928	0.225029	0.247227	0.243209	0.262686	0.254123	0.252111	0.346955	0.343068	0.357418	0.383715	0.381869	0.425437	0.404783	0.341843	0.308727	0.507971	0.458171	0.373927	0.373829	0.394776	0.379658	0.373856	0.433957	0.428896	0.403707	0.392735	0.422359	0.387909	0.443439	0.384983	0.406219	0.389737	0.384487	0.314972	0.301968	0.338669	0.369589	0.348961	0.355663	0.358184	0.353058	0.361336	0.342029	0.354063	0.35463	0.354132	0.38903	0.435701	0.390025	0.404524	0.411757	0.410226	0.396044	0.421169	0.387295	0.395332	0.4027	0.409022	0.432347	0.431865	0.43	0.430213	0.432268	0.451052	0.405831	0.382594	0.42594	0.417018	0.392854	0.400581	0.410412	0.408491	0.430862	0.404499	0.387099	0.389092	0.387083	0.435824	0.424399	0.409525	0.450134	0.431694	0.408081	0.418518	0.412317	0.389884	0.386801	0.399072	0.438734	0.42592	0.429593	0.438116	0.46082	0.422089	0.438847	0.428272	0.457189	0.441945	0.46785	0.509435	0.43058	0.439477	0.458331	0.469182	0.453074	0.478514	0.468852	0.452744	0.448819	0.461788	0.443928	0.443586	0.447573	0.44145	0.456237	0.435774	0.457339	0.477523	0.483919	0.473868	0.469663	0.455771	0.47963	0.446137	0.446981	0.455931	0.44699	0.452685	0.506669	0.514736	0.502932	0.476937	0.479622	0.523034	0.426938	0.435741	0.456122	0.446365	0.452757	0.440976	0.45218	0.429591	0.437945	0.463589	0.463607	0.453	0.446218	0.443506	0.448042	0.465499	0.478957	0.4748	0.466599	0.468662	0.478615	0.481048	0.481044	0.482478	0.489556	0.505472	0.498501	0.502802	0.496791	0.520069	0.525977	0.514915	0.503364	0.49298	0.473798	0.477671	0.492516	0.472099	0.487708	0.483075	0.502571	0.474859	0.437075	0.462671	0.438396	0.442199	0.451656	0.480824	0.460912	0.442261	0.462549	0.465986	0.474364	0.454092	0.461397	0.359689	0.334916	0.319414	0.338389	0.400885	0.388907	0.383772	0.229001	0.229726	0.207242	0.218745	0.231892	0.240028	0.256198	0.239908	0.243974	0.227848	0.220478	0.21903	0.219032	0.225564	0.267734	0.226938	0.231047	0.245376	0.252664	0.253874	0.25695	0.220915	0.225061	0.21689	0.216894	0.214889	0.370674	0.350828	0.330738	0.279758	0.235365	0.235275	0.234686	0.276887
Podilymbus_podiceps	0.190605	0.0499157	0	0.318675	0.280905	0.308073	0.312467	0.242004	0.262564	0.268513	0.235122	0.271332	0.220256	0.232895	0.276097	0.261092	0.287439	0.365821	0.340599	0.35115	0.293473	0.341366	0.480783	0.257927	0.267762	0.263757	0.267325	0.26477	0.237073	0.243925	0.24116	0.253874	0.266214	0.235127	0.245226	0.239141	0.35737	0.336367	0.347535	0.319773	0.329494	0.335405	0.282699	0.30472	0.292863	0.267784	0.238939	0.23894	0.259417	0.25747	0.374335	0.381635	0.41671	0.411663	0.390013	0.387559	0.4318	0.487151	0.382519	0.420965	0.451867	0.427805	0.478998	0.463925	0.491594	0.496138	0.498945	0.494101	0.496204	0.287141	0.342299	0.292776	0.272983	0.348362	0.363311	0.395326	0.364466	0.41282	0.373741	0.305545	0.355927	0.339115	0.388832	0.37773	0.371699	0.354586	0.345323	0.330191	0.373732	0.336027	0.33562	0.367078	0.281985	0.282739	0.286974	0.240709	0.24181	0.264007	0.259989	0.279467	0.270904	0.268891	0.363736	0.359849	0.374198	0.400495	0.39865	0.442217	0.421564	0.358624	0.325508	0.524751	0.474952	0.390707	0.39061	0.411557	0.396439	0.390637	0.450737	0.445676	0.420487	0.409515	0.439139	0.404689	0.46022	0.401764	0.422999	0.406518	0.401268	0.331753	0.318749	0.35545	0.38637	0.365742	0.372444	0.374965	0.369839	0.378116	0.358809	0.370844	0.37141	0.370913	0.405811	0.452481	0.406805	0.421304	0.428537	0.427007	0.412825	0.43795	0.404075	0.412113	0.419481	0.425802	0.449127	0.448646	0.44678	0.446994	0.449049	0.467833	0.422611	0.399375	0.44272	0.433799	0.409634	0.417362	0.427193	0.425272	0.447643	0.421279	0.403879	0.405872	0.403864	0.452605	0.441179	0.426306	0.466915	0.448474	0.424861	0.435299	0.429098	0.406664	0.403581	0.415852	0.455514	0.4427	0.446373	0.454896	0.4776	0.43887	0.455627	0.445052	0.47397	0.458726	0.48463	0.526215	0.447361	0.456258	0.475112	0.485963	0.469854	0.495294	0.485633	0.469524	0.4656	0.478569	0.460708	0.460366	0.464354	0.458231	0.473018	0.452555	0.474119	0.494303	0.500699	0.490649	0.486443	0.472552	0.49641	0.462917	0.463761	0.472711	0.463771	0.469466	0.52345	0.531517	0.519713	0.493718	0.496403	0.539815	0.443719	0.452521	0.472902	0.463146	0.469538	0.457757	0.468961	0.446372	0.454726	0.480369	0.480388	0.469781	0.462998	0.460287	0.464823	0.48228	0.495738	0.49158	0.48338	0.485443	0.495396	0.497829	0.497824	0.499259	0.506336	0.522253	0.515282	0.519583	0.513571	0.53685	0.542757	0.531696	0.520144	0.509761	0.490578	0.494451	0.509296	0.48888	0.504489	0.499856	0.519352	0.49164	0.453856	0.479452	0.455177	0.458979	0.468437	0.497605	0.477693	0.459042	0.479329	0.482766	0.491145	0.470873	0.478178	0.37647	0.351697	0.336195	0.355169	0.417666	0.405688	0.400552	0.245781	0.246506	0.224022	0.235525	0.248672	0.256808	0.272978	0.256689	0.260754	0.244628	0.237258	0.235811	0.235813	0.242345	0.284515	0.243718	0.247828	0.262157	0.269445	0.270654	0.273731	0.237696	0.241842	0.23367	0.233675	0.23167	0.387455	0.367608	0.347519	0.296539	0.252146	0.252055	0.251467	0.293668
Mesitornis_unicolor	0.286896	0.301895	0.318675	0	0.316368	0.343535	0.347929	0.292746	0.313305	0.319254	0.285863	0.322073	0.270997	0.283636	0.326839	0.311833	0.33818	0.416562	0.39134	0.401891	0.344214	0.392107	0.531525	0.308668	0.318503	0.314499	0.318066	0.315511	0.287814	0.294666	0.291901	0.304615	0.316956	0.285869	0.295967	0.289882	0.412024	0.391021	0.402188	0.374427	0.384147	0.390058	0.337352	0.359373	0.347516	0.322437	0.293592	0.293594	0.31407	0.312123	0.428988	0.436288	0.471363	0.466316	0.444666	0.442212	0.486453	0.541804	0.437173	0.475618	0.50652	0.482458	0.533651	0.518578	0.546247	0.550791	0.553598	0.548754	0.550857	0.341794	0.396952	0.34743	0.327637	0.403015	0.417964	0.44998	0.419119	0.467473	0.428394	0.360198	0.41058	0.393768	0.443485	0.432383	0.426352	0.409239	0.399976	0.384845	0.428386	0.39068	0.390273	0.421731	0.336638	0.337392	0.341628	0.295362	0.296463	0.318661	0.314642	0.33412	0.325557	0.323545	0.427609	0.423722	0.438072	0.464369	0.462523	0.506091	0.485437	0.422497	0.389381	0.588625	0.538825	0.454581	0.454483	0.47543	0.460313	0.45451	0.514611	0.50955	0.484361	0.473389	0.503013	0.468563	0.524093	0.465637	0.486873	0.470391	0.465141	0.395626	0.382623	0.419323	0.450243	0.429615	0.436317	0.438838	0.433712	0.44199	0.422683	0.434717	0.435284	0.434786	0.469685	0.516355	0.470679	0.485178	0.492411	0.49088	0.476698	0.501823	0.467949	0.475986	0.483354	0.489676	0.513001	0.512519	0.510654	0.510868	0.512922	0.531706	0.486485	0.463248	0.506594	0.497672	0.473508	0.481235	0.491066	0.489145	0.511516	0.485153	0.467753	0.469746	0.467737	0.516478	0.505053	0.490179	0.530788	0.512348	0.488735	0.499172	0.492971	0.470538	0.467455	0.479726	0.519388	0.506574	0.510247	0.51877	0.541474	0.502743	0.519501	0.508926	0.537843	0.522599	0.548504	0.590089	0.511234	0.520132	0.538985	0.549836	0.533728	0.559168	0.549506	0.533398	0.529473	0.542442	0.524582	0.52424	0.528227	0.522105	0.536891	0.516429	0.537993	0.558177	0.564573	0.554522	0.550317	0.536425	0.560284	0.526791	0.527635	0.536585	0.527644	0.533339	0.587323	0.59539	0.583586	0.557591	0.560277	0.603688	0.507592	0.516395	0.536776	0.527019	0.533411	0.52163	0.532835	0.510245	0.518599	0.544243	0.544261	0.533654	0.526872	0.52416	0.528696	0.546154	0.559612	0.555454	0.547253	0.549316	0.55927	0.561702	0.561698	0.563132	0.57021	0.586126	0.579155	0.583456	0.577445	0.600723	0.606631	0.595569	0.584018	0.573635	0.554452	0.558325	0.57317	0.552753	0.568363	0.563729	0.583225	0.555513	0.517729	0.543325	0.51905	0.522853	0.53231	0.561478	0.541567	0.522915	0.543203	0.54664	0.555018	0.534746	0.542051	0.440343	0.41557	0.400068	0.419043	0.481539	0.469561	0.464426	0.309655	0.31038	0.287896	0.299399	0.312546	0.320682	0.336852	0.320562	0.324628	0.308502	0.301132	0.299684	0.299686	0.306218	0.348388	0.307592	0.311701	0.32603	0.333318	0.334528	0.337604	0.301569	0.305715	0.297544	0.297548	0.295543	0.451328	0.431482	0.411392	0.360413	0.316019	0.315929	0.315341	0.357541
Pterocles_burchelli	0.249126	0.264125	0.280905	0.316368	0	0.0948437	0.0992378	0.254976	0.275535	0.281484	0.248093	0.284303	0.233227	0.245867	0.289069	0.274063	0.30041	0.378792	0.35357	0.364121	0.306445	0.354337	0.493755	0.270899	0.280733	0.276729	0.280297	0.277741	0.250044	0.256896	0.254132	0.266845	0.279186	0.248099	0.258197	0.252113	0.374254	0.353251	0.364418	0.336657	0.346377	0.352288	0.299582	0.321603	0.309747	0.284667	0.255822	0.255824	0.2763	0.274353	0.391218	0.398518	0.433593	0.428546	0.406896	0.404442	0.448684	0.504034	0.399403	0.437848	0.46875	0.444688	0.495881	0.480809	0.508477	0.513021	0.515828	0.510985	0.513088	0.304024	0.359182	0.30966	0.289867	0.365245	0.380195	0.41221	0.38135	0.429704	0.390624	0.322429	0.37281	0.355999	0.405716	0.394613	0.388582	0.37147	0.362206	0.347075	0.390616	0.35291	0.352503	0.383961	0.298869	0.299622	0.303858	0.257592	0.258693	0.280891	0.276872	0.29635	0.287787	0.285775	0.389839	0.385952	0.400302	0.426599	0.424753	0.468321	0.447668	0.384727	0.351611	0.550855	0.501055	0.416811	0.416714	0.43766	0.422543	0.41674	0.476841	0.47178	0.446591	0.435619	0.465243	0.430793	0.486323	0.427868	0.449103	0.432622	0.427371	0.357856	0.344853	0.381554	0.412473	0.391845	0.398548	0.401068	0.395943	0.40422	0.384913	0.396947	0.397514	0.397017	0.431915	0.478585	0.432909	0.447408	0.454641	0.45311	0.438929	0.464053	0.430179	0.438216	0.445585	0.451906	0.475231	0.47475	0.472884	0.473098	0.475152	0.493936	0.448715	0.425479	0.468824	0.459903	0.435738	0.443465	0.453296	0.451375	0.473747	0.447383	0.429983	0.431976	0.429968	0.478708	0.467283	0.452409	0.493018	0.474578	0.450965	0.461402	0.455202	0.432768	0.429685	0.441956	0.481618	0.468804	0.472477	0.481	0.503704	0.464974	0.481731	0.471156	0.500074	0.484829	0.510734	0.552319	0.473465	0.482362	0.501215	0.512066	0.495958	0.521398	0.511736	0.495628	0.491704	0.504673	0.486812	0.48647	0.490457	0.484335	0.499122	0.478659	0.500223	0.520407	0.526803	0.516752	0.512547	0.498655	0.522514	0.489021	0.489865	0.498815	0.489875	0.49557	0.549554	0.55762	0.545817	0.519821	0.522507	0.565919	0.469823	0.478625	0.499006	0.489249	0.495642	0.483861	0.495065	0.472476	0.48083	0.506473	0.506491	0.495884	0.489102	0.486391	0.490926	0.508384	0.521842	0.517684	0.509483	0.511546	0.5215	0.523933	0.523928	0.525363	0.53244	0.548357	0.541386	0.545686	0.539675	0.562954	0.568861	0.557799	0.546248	0.535865	0.516682	0.520555	0.5354	0.514983	0.530593	0.52596	0.545455	0.517744	0.47996	0.505556	0.48128	0.485083	0.494541	0.523709	0.503797	0.485145	0.505433	0.50887	0.517249	0.496976	0.504281	0.402573	0.3778	0.362298	0.381273	0.44377	0.431791	0.426656	0.271885	0.27261	0.250126	0.261629	0.274776	0.282912	0.299082	0.282792	0.286858	0.270732	0.263362	0.261915	0.261917	0.268449	0.310619	0.269822	0.273931	0.288261	0.295548	0.296758	0.299834	0.263799	0.267946	0.259774	0.259779	0.257774	0.413558	0.393712	0.373623	0.322643	0.278249	0.278159	0.277571	0.319771
Pterocles_gutturalis	0.276294	0.291292	0.308073	0.343535	0.0948437	0	0.0999312	0.282143	0.302703	0.308651	0.275261	0.311471	0.260395	0.273034	0.316236	0.30123	0.327578	0.40596	0.380737	0.391288	0.333612	0.381505	0.520922	0.298066	0.307901	0.303896	0.307464	0.304909	0.277212	0.284064	0.281299	0.294013	0.306353	0.275266	0.285365	0.27928	0.401421	0.380418	0.391586	0.363824	0.373545	0.379455	0.326749	0.34877	0.336914	0.311834	0.28299	0.282991	0.303468	0.301521	0.418385	0.425685	0.460761	0.455714	0.434064	0.43161	0.475851	0.531201	0.42657	0.465015	0.495918	0.471856	0.523048	0.507976	0.535644	0.540188	0.542995	0.538152	0.540255	0.331191	0.386349	0.336827	0.317034	0.392413	0.407362	0.439377	0.408517	0.456871	0.417792	0.349596	0.399978	0.383166	0.432883	0.421781	0.41575	0.398637	0.389374	0.374242	0.417783	0.380077	0.379671	0.411129	0.326036	0.32679	0.331025	0.28476	0.285861	0.308058	0.30404	0.323518	0.314954	0.312942	0.417007	0.41312	0.427469	0.453767	0.451921	0.495488	0.474835	0.411895	0.378779	0.578022	0.528223	0.443979	0.443881	0.464828	0.44971	0.443908	0.504008	0.498947	0.473758	0.462786	0.492411	0.45796	0.513491	0.455035	0.47627	0.459789	0.454539	0.385024	0.37202	0.408721	0.439641	0.419013	0.425715	0.428236	0.42311	0.431387	0.41208	0.424115	0.424681	0.424184	0.459082	0.505752	0.460076	0.474575	0.481808	0.480278	0.466096	0.491221	0.457346	0.465384	0.472752	0.479073	0.502398	0.501917	0.500051	0.500265	0.50232	0.521104	0.475882	0.452646	0.495991	0.48707	0.462905	0.470633	0.480464	0.478543	0.500914	0.47455	0.45715	0.459144	0.457135	0.505876	0.49445	0.479577	0.520186	0.501746	0.478132	0.48857	0.482369	0.459935	0.456852	0.469123	0.508786	0.495971	0.499644	0.508167	0.530871	0.492141	0.508898	0.498323	0.527241	0.511997	0.537901	0.579487	0.500632	0.509529	0.528383	0.539234	0.523125	0.548565	0.538904	0.522795	0.518871	0.53184	0.513979	0.513637	0.517625	0.511502	0.526289	0.505826	0.527391	0.547574	0.55397	0.54392	0.539714	0.525823	0.549681	0.516188	0.517032	0.525982	0.517042	0.522737	0.576721	0.584788	0.572984	0.546989	0.549674	0.593086	0.49699	0.505792	0.526173	0.516417	0.522809	0.511028	0.522232	0.499643	0.507997	0.53364	0.533659	0.523052	0.516269	0.513558	0.518094	0.535551	0.549009	0.544851	0.536651	0.538714	0.548667	0.5511	0.551095	0.55253	0.559607	0.575524	0.568553	0.572854	0.566842	0.590121	0.596028	0.584967	0.573415	0.563032	0.543849	0.547722	0.562567	0.542151	0.55776	0.553127	0.572623	0.544911	0.507127	0.532723	0.508448	0.51225	0.521708	0.550876	0.530964	0.512313	0.5326	0.536037	0.544416	0.524144	0.531449	0.429741	0.404968	0.389466	0.40844	0.470937	0.458959	0.453823	0.299052	0.299777	0.277293	0.288796	0.301943	0.310079	0.326249	0.30996	0.314025	0.2979	0.290529	0.289082	0.289084	0.295616	0.337786	0.296989	0.301099	0.315428	0.322716	0.323925	0.327002	0.290967	0.295113	0.286941	0.286946	0.284941	0.440726	0.420879	0.40079	0.34981	0.305417	0.305326	0.304738	0.346939
