T117	T126	24070002.5410391	854.1127759256879
T117	T174	24070002.5410391	854.1127759256879
T119	T142	4106617344.7677336	23474.04422350729
T119	T3	4106617344.7677336	23474.04422350729
T155	T14	195762908937.4675	549701.3960353867
T161	T191	3372400065.027016	65748.74364863274
T161	T197	3372400065.027016	65748.74364863274
T183	T199	135112000444.82552	801256.0252531876
T183	T47	135112000444.82552	801256.0252531876
T20	T154	87541338724.12923	756797.0343579488
T20	T53	87541338724.12923	756797.0343579488
T21	T149	77919713569.50229	592853.5781590628
T21	T52	77919713569.50229	592853.5781590628
T30	T101	473551462.96757746	49846.52451634384
T30	T133	473551462.96757746	49846.52451634384
T44	T190	3502163610.86049	87564.84611305008
T44	T96	3502163610.86049	87564.84611305008
T6	T95	66401230074.07163	425038.71773547935
T82	T58	75581172933.77657	657439.8152440673
T82	T87	75581172933.77657	657439.8152440673
