T101	T129	463495271.1941589	37492.21359954411
T101	T165	463495271.1941589	37492.21359954411
T111	T15	109778403147.00992	661421.7427138968
T111	T16	109778403147.00992	661421.7427138968
T126	T3	247565683425.6861	1016963.1651284752
T126	T86	247565683425.6861	1016963.1651284752
T151	T101	765694323.5735149	16819.398358120663
T152	T161	55498999488.55031	596815.1011124045
T152	T194	55498999488.55031	596815.1011124045
T154	T44	37478042525.904366	450502.753374599
T168	T127	131015655066.96114	808953.6354114187
T168	T87	131015655066.96114	808953.6354114187
T178	T143	534119935.8274401	50595.12144656319
T178	T51	534119935.8274401	50595.12144656319
T39	T178	721420418.2438017	16986.782599355225
T64	T100	44415327235.15918	500613.90096185106
T82	T35	187109397.763245	6331.931202669053
T82	T94	187109397.763245	6331.931202669053
T9	T181	15096436.545181971	4709.935959693311
T9	T88	15096436.545181971	4709.935959693311
