N117	0.11827299743890762
N118	0.17602072656154633
N191	0.3303380310535431
N192	0.1214078739285469
N220	0.15093402564525604
N238	0.0538017638027668
N272	0.1165197566151619
N273	0.2085837870836258
N274	0.1179080531001091
N276	0.11779024451971054
N346	0.1841762661933899
N347	0.13959260284900665
N348	0.12607955932617188
N349	0.07305078953504562
N350	0.07169504463672638
N351	0.09581798315048218
N716	0.15748603641986847
N717	0.1413862556219101
N718	0.12168025225400925
N719	0.1487446129322052
N720	0.30723437666893005
N721	0.12437640875577927
N722	0.20265966653823853
N83	0.13605153560638428
