361 164 .4543
361 163 .4515
361 167 .4626
361 152 .4211
361 129 .3573
361 134 .3712
361 109 .3019
361 114 .3158
361 109 .3019
361 118 .3269
361 146 .4044
361 101 .2798
361 103 .2853
361 130 .3601
361 138 .3823
361 145 .4017
361 152 .4211
361 149 .4127
361 122 .338
361 115 .3186
361 122 .338
361 143 .3961
361 130 .3601
361 119 .3296
361 125 .3463
361 110 .3047
361 175 .4848
361 170 .4709
361 111 .3075
361 130 .3601
361 118 .3269
361 109 .3019
361 112 .3102
361 124 .3435
361 119 .3296
361 122 .338
361 126 .349
361 116 .3213
361 116 .3213
361 126 .349
361 128 .3546
361 122 .338
361 118 .3269
361 122 .338
361 129 .3573
361 119 .3296
361 132 .3657
361 123 .3407
361 117 .3241
361 110 .3047
361 117 .3241
361 121 .3352
361 112 .3102
361 109 .3019
361 110 .3047
361 101 .2798
361 106 .2936
361 105 .2909
361 109 .3019
361 120 .3324
361 123 .3407
361 120 .3324
361 109 .3019
361 138 .3823
361 130 .3601
361 137 .3795
361 151 .4183
361 149 .4127
361 111 .3075
361 114 .3158
361 121 .3352
361 111 .3075
361 125 .3463
361 115 .3186
361 114 .3158
361 117 .3241
361 128 .3546
361 119 .3296
361 135 .374
361 139 .385
361 119 .3296
361 135 .374
361 147 .4072
361 124 .3435
361 127 .3518
361 131 .3629
361 128 .3546
361 130 .3601
361 134 .3712
361 113 .313
361 126 .349
361 121 .3352
361 123 .3407
361 141 .3906
361 132 .3657
361 149 .4127
361 159 .4404
361 138 .3823
361 135 .374
361 152 .4211
361 125 .3463
361 120 .3324
361 117 .3241
361 111 .3075
361 125 .3463
361 129 .3573
361 118 .3269
361 112 .3102
361 110 .3047
361 124 .3435
361 136 .3767
361 135 .374
361 129 .3573
361 112 .3102
361 128 .3546
361 120 .3324
361 121 .3352
361 127 .3518
361 109 .3019
361 110 .3047
361 117 .3241
361 107 .2964
361 149 .4127
361 155 .4294
361 114 .3158
361 148 .41
361 164 .4543
361 146 .4044
361 159 .4404
361 123 .3407
361 132 .3657
361 109 .3019
361 110 .3047
361 114 .3158
361 109 .3019
361 129 .3573
361 113 .313
361 117 .3241
361 148 .41
361 128 .3546
361 119 .3296
