	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Illadopsis_cleaveri	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Aegithalos_caudatus	Phylloscopus_trochilus	Rhadina_sibilatrix	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Hirundo_rustica	Sylvietta_virens	Pycnonotus_jocosus	Cisticola_juncidis	Donacobius_atricapilla	Locustella_ochotensis	Alaudala_cheleensis	Nicator_chloris	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Elachura_formosa	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Regulus_satrapa	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Sporophila_hypoxantha	Geospiza_fortis	Nesospiza_acunhae	Emberiza_fucata	Melospiza_melodia	Zonotrichia_albicollis	Spizella_passerina	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Passer_domesticus	Motacilla_alba	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Drymodes_brunneopygia	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Orthonyx_spaldingii	Pomatostomus_ruficeps	Aleadryas_rufinucha	Eulacestoma_nigropectus	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oreocharis_arfaki	Pachycephala_philippinensis	Oriolus_oriolus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Rhagologus_leucostigma	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Edolisoma_coerulescens	Falcunculus_frontatus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Ifrita_kowaldi	Lanius_ludovicianus	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Ptilorrhoa_leucosticta	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Sclerurus_mexicanus	Furnarius_figulus	Scytalopus_superciliaris	Grallaria_varia	Cephalopterus_ornatus	Lepidothrix_coronata	Mionectes_macconnelli	Neopipo_cinnamomea	Tyrannus_savana	Piprites_chloris	Onychorhynchus_coronatus	Pachyramphus_minor	Oxyruncus_cristatus	Neodrepanis_coruscans	Serilophus_lunatus	Smithornis_capensis	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Pterocles_burchelli	Syrrhaptes_paradoxus	Pterocles_gutturalis	Aptenodytes_forsteri	Pygoscelis_adeliae	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Ciconia_maguari	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Colius_striatus	Urocolius_indicus	Gavia_stellata	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Probosciger_aterrimus	Nestor_notabilis	Cariama_cristata	Chunga_burmeisteri	Tyto_alba	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Leptosomus_discolor	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Opisthocomus_hoazin	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Numida_meleagris	Coturnix_japonica	Meleagris_gallopavo	Tympanuchus_cupido	Gallus_gallus	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Rhea_americana	Rhea_pennata	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Casuarius_casuarius	Dromaius_novaehollandiae	Struthio_camelus	Eurypyga_helias	Rhynochetos_jubatus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Antrostomus_carolinensis	Nyctiprogne_leucopyga	Mesitornis_unicolor	Centropus_unirufus	Ceuthmochares_aereus	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Phaethon_lepturus	Steatornis_caripensis	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Psilopogon_haemacephalus	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Apaloderma_vittatum	Trogon_melanurus	Cathartes_aura	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides
Acanthisitta_chloris	0	0.257416	0.268336	0.251172	0.250081	0.262183	0.26018	0.26155	0.256084	0.24482	0.264655	0.258676	0.273327	0.264439	0.253933	0.271768	0.260527	0.247858	0.263419	0.24634	0.264228	0.255608	0.255176	0.284412	0.274378	0.25009	0.264761	0.304403	0.245799	0.243611	0.250628	0.242626	0.238246	0.257151	0.268569	0.268554	0.266619	0.26282	0.255711	0.25865	0.262972	0.275195	0.274632	0.260602	0.269825	0.290468	0.282295	0.269734	0.267011	0.249567	0.272724	0.269588	0.252324	0.267511	0.250932	0.253197	0.265778	0.271502	0.261387	0.280831	0.263179	0.260736	0.2589	0.260999	0.267164	0.262431	0.272031	0.277009	0.263737	0.254919	0.25458	0.253542	0.267361	0.269619	0.262608	0.242534	0.25596	0.249571	0.230664	0.277123	0.25805	0.237586	0.232992	0.242895	0.261418	0.245017	0.256384	0.243466	0.250437	0.249489	0.258635	0.255988	0.235223	0.227572	0.221559	0.236746	0.235779	0.253869	0.229308	0.220304	0.226156	0.258064	0.207424	0.209374	0.233653	0.234199	0.220311	0.218535	0.225146	0.219813	0.220629	0.227194	0.23333	0.227294	0.235566	0.212564	0.201183	0.217122	0.217002	0.211389	0.210264	0.210315	0.242334	0.240697	0.222324	0.20789	0.229272	0.207599	0.223417	0.248288	0.223781	0.222207	0.217126	0.200907	0.240169	0.229322	0.239504	0.262393	0.235092	0.202916	0.208369	0.18343	0.247472	0.243835	0.227118	0.229823	0.236328	0.228606	0.191681	0.198794	0.225359	0.203902	0.205994	0.22038	0.19866	0.214935	0.19941	0.240719	0.238664	0.214225	0.22854	0.292507	0.280581	0.280166	0.241701	0.224345	0.22977	0.22761	0.167227	0.175894	0.208746	0.205166	0.218778	0.218779	0.217677	0.218523	0.222918	0.197452	0.187496	0.190464	0.209334	0.204534	0.206684	0.218105	0.173438	0.181468	0.1631	0.174512	0.183396	0.189732	0.180901	0.171573	0.177346	0.161336	0.286824	0.280571	0.176076	0.273315	0.278962	0.275232	0.258961	0.24197	0.202139	0.191873	0.216099	0.226971	0.228245	0.197615	0.227845	0.212321	0.214391	0.22417	0.2181	0.343548	0.407802	0.399776	0.407127	0.354742	0.382477	0.390361	0.405735	0.363931	0.335293	0.33748	0.340437	0.341672	0.31344	0.249376	0.302435	0.325218	0.325176	0.321748	0.321731	0.395183	0.393548	0.412258	0.414376	0.423324	0.421657	0.411946	0.414529	0.433442	0.434718	0.431175	0.440428	0.323797	0.328161	0.323167	0.219308	0.237631	0.168079	0.219834	0.219264	0.200694	0.200608	0.186305	0.234599	0.281016	0.279369	0.309565	0.211048	0.220271	0.207978	0.19972	0.207243	0.240089	0.298049	0.250772	0.246776	0.233725	0.272742	0.213558	0.20893	0.238138	0.257423	0.220924	0.228729	0.243126	0.240829	0.27377	0.286166	0.266316	0.284778	0.295394	0.316984	0.292639	0.240919	0.205621	0.360873	0.197269	0.194185	0.192173	0.203973	0.196591	0.209587	0.211738	0.204262	0.210319	0.21696	0.20918	0.217398	0.224179	0.328811	0.249334	0.248521	0.241443	0.295616	0.273541	0.275579	0.281933	0.276086	0.194288	0.206163	0.211968	0.185977	0.18423	0.203893	0.199215	0.224047	0.26067	0.235159	0.203162	0.20704	0.237909	0.229936	0.24731	0.163875	0.186493	0.183254	0.190766	0.190766	0.173048	0.189278	0.18716	0.186567	0.185332	0.236581
Acrocephalus_arundinaceus	0.257416	0	0.0484662	0.105529	0.104438	0.11654	0.114537	0.115907	0.110441	0.0991773	0.119012	0.113033	0.129277	0.120389	0.109883	0.127718	0.116477	0.103808	0.119368	0.10229	0.120178	0.111557	0.113363	0.142599	0.132565	0.126421	0.141092	0.194164	0.135559	0.133372	0.140388	0.134563	0.130183	0.149088	0.160506	0.160491	0.158556	0.154757	0.147648	0.150587	0.154908	0.167132	0.166568	0.152538	0.161762	0.182404	0.174231	0.166029	0.163305	0.145862	0.169019	0.165883	0.148618	0.163808	0.147229	0.149493	0.162075	0.167798	0.157684	0.177128	0.159476	0.157033	0.155197	0.157296	0.163461	0.158728	0.168327	0.173306	0.160034	0.151216	0.150876	0.149839	0.163658	0.165916	0.158905	0.13883	0.152257	0.145868	0.126961	0.17342	0.154347	0.133883	0.129289	0.139192	0.157715	0.141314	0.152681	0.139763	0.146734	0.145786	0.154932	0.152285	0.13152	0.138173	0.13216	0.150207	0.149241	0.169476	0.144916	0.14066	0.153289	0.185197	0.136809	0.13876	0.163039	0.163584	0.149696	0.14792	0.154531	0.149199	0.150014	0.15658	0.162715	0.156679	0.164951	0.141949	0.130569	0.146507	0.146388	0.140774	0.139649	0.1397	0.171719	0.170083	0.151709	0.137275	0.158657	0.136984	0.152802	0.177673	0.153167	0.151593	0.146511	0.157724	0.196985	0.186138	0.19632	0.219209	0.20932	0.177144	0.200124	0.175185	0.288486	0.284849	0.268132	0.270837	0.277342	0.26962	0.232695	0.239809	0.266374	0.244916	0.247008	0.261395	0.239674	0.25595	0.240425	0.281733	0.279678	0.25524	0.281081	0.345048	0.333122	0.332707	0.294242	0.276886	0.282311	0.280151	0.219768	0.228435	0.261287	0.257707	0.271319	0.27132	0.270218	0.271064	0.275459	0.249993	0.240037	0.243005	0.261875	0.257075	0.259225	0.270646	0.225979	0.234009	0.215641	0.227053	0.235937	0.242273	0.233442	0.224114	0.229887	0.213877	0.339365	0.333112	0.228616	0.325856	0.331503	0.327773	0.311502	0.294511	0.25468	0.244414	0.26864	0.279512	0.280786	0.250156	0.280386	0.264862	0.266931	0.276711	0.270641	0.396089	0.460343	0.452317	0.459668	0.407283	0.435018	0.442902	0.458276	0.416472	0.387834	0.390021	0.392978	0.394213	0.365981	0.301917	0.354976	0.377759	0.377717	0.374289	0.374272	0.447724	0.446089	0.464799	0.466917	0.475865	0.474198	0.464487	0.46707	0.485983	0.487259	0.483715	0.492969	0.376338	0.380702	0.375708	0.271849	0.290172	0.22062	0.272375	0.271805	0.253235	0.253149	0.238846	0.28714	0.333557	0.33191	0.362106	0.263588	0.272812	0.260519	0.252261	0.259784	0.29263	0.35059	0.303313	0.299317	0.286266	0.325283	0.266099	0.261471	0.290679	0.309964	0.273465	0.28127	0.295667	0.29337	0.326311	0.338707	0.318857	0.337319	0.347935	0.369525	0.34518	0.29346	0.258162	0.413414	0.24981	0.246726	0.244714	0.256514	0.249132	0.262128	0.264279	0.256803	0.26286	0.269501	0.261721	0.269939	0.27672	0.381352	0.301875	0.301062	0.293984	0.348157	0.326082	0.32812	0.334474	0.328627	0.246829	0.258704	0.264509	0.238518	0.236771	0.256434	0.251756	0.276588	0.313211	0.2877	0.255703	0.259581	0.29045	0.282476	0.299851	0.216415	0.239034	0.235795	0.243307	0.243307	0.225589	0.241819	0.239701	0.239108	0.237873	0.289122
Hippolais_icterina	0.268336	0.0484662	0	0.116449	0.115358	0.12746	0.125457	0.126827	0.121361	0.110097	0.129932	0.123953	0.140197	0.131308	0.120803	0.138638	0.127396	0.114728	0.130288	0.11321	0.131098	0.122477	0.124282	0.153519	0.143485	0.137341	0.152012	0.205084	0.146479	0.144291	0.151308	0.145482	0.141103	0.160008	0.171425	0.171411	0.169476	0.165677	0.158568	0.161507	0.165828	0.178051	0.177488	0.163458	0.172682	0.193324	0.185151	0.176949	0.174225	0.156782	0.179939	0.176803	0.159538	0.174727	0.158149	0.160413	0.172995	0.178718	0.168603	0.188048	0.170396	0.167953	0.166117	0.168216	0.174381	0.169647	0.179247	0.184226	0.170954	0.162135	0.161796	0.160758	0.174578	0.176836	0.169825	0.14975	0.163177	0.156788	0.137881	0.18434	0.165266	0.144803	0.140208	0.150112	0.168635	0.152233	0.163601	0.150683	0.157654	0.156706	0.165852	0.163205	0.142439	0.149093	0.14308	0.161127	0.160161	0.180396	0.155836	0.15158	0.164209	0.196116	0.147729	0.149679	0.173959	0.174504	0.160616	0.15884	0.165451	0.160118	0.160934	0.167499	0.173635	0.167599	0.175871	0.152869	0.141488	0.157427	0.157307	0.151694	0.150569	0.15062	0.182639	0.181002	0.162629	0.148195	0.169577	0.147904	0.163722	0.188593	0.164086	0.162512	0.157431	0.168643	0.207905	0.197058	0.20724	0.230129	0.22024	0.188064	0.211044	0.186105	0.299406	0.295769	0.279052	0.281757	0.288262	0.28054	0.243615	0.250728	0.277293	0.255836	0.257928	0.272314	0.250594	0.26687	0.251345	0.292653	0.290598	0.26616	0.292001	0.355967	0.344041	0.343627	0.305162	0.287806	0.293231	0.291071	0.230688	0.239354	0.272207	0.268627	0.282239	0.28224	0.281138	0.281984	0.286378	0.260913	0.250956	0.253925	0.272795	0.267994	0.270145	0.281566	0.236898	0.244928	0.22656	0.237972	0.246857	0.253193	0.244361	0.235034	0.240807	0.224796	0.350285	0.344032	0.239536	0.336776	0.342423	0.338693	0.322422	0.305431	0.2656	0.255334	0.27956	0.290432	0.291706	0.261076	0.291306	0.275782	0.277851	0.287631	0.281561	0.407009	0.471262	0.463237	0.470588	0.418203	0.445938	0.453822	0.469196	0.427391	0.398754	0.40094	0.403898	0.405133	0.376901	0.312837	0.365896	0.388679	0.388637	0.385209	0.385192	0.458644	0.457009	0.475719	0.477837	0.486785	0.485118	0.475407	0.47799	0.496903	0.498179	0.494635	0.503888	0.387257	0.391622	0.386628	0.282769	0.301092	0.23154	0.283295	0.282725	0.264155	0.264069	0.249766	0.29806	0.344477	0.342829	0.373026	0.274508	0.283732	0.271439	0.263181	0.270704	0.30355	0.361509	0.314233	0.310237	0.297186	0.336203	0.277018	0.272391	0.301599	0.320883	0.284385	0.29219	0.306587	0.304289	0.337231	0.349626	0.329776	0.348238	0.358855	0.380445	0.356099	0.30438	0.269082	0.424334	0.26073	0.257645	0.255633	0.267434	0.260052	0.273048	0.275199	0.267723	0.27378	0.28042	0.272641	0.280859	0.28764	0.392272	0.312795	0.311981	0.304904	0.359077	0.337001	0.33904	0.345394	0.339547	0.257749	0.269624	0.275429	0.249438	0.247691	0.267354	0.262676	0.287508	0.324131	0.298619	0.266623	0.2705	0.30137	0.293396	0.310771	0.227335	0.249954	0.246714	0.254227	0.254227	0.236509	0.252738	0.250621	0.250028	0.248793	0.300041
Illadopsis_cleaveri	0.251172	0.105529	0.116449	0	0.0551842	0.0711633	0.0691598	0.0705299	0.0723529	0.0724895	0.0923242	0.0863457	0.123033	0.114145	0.103639	0.121474	0.110233	0.0975644	0.113125	0.0960459	0.113934	0.105314	0.107119	0.136355	0.126321	0.120178	0.134848	0.18792	0.129315	0.127128	0.134145	0.128319	0.123939	0.142844	0.154262	0.154247	0.152312	0.148513	0.141404	0.144343	0.148665	0.160888	0.160325	0.146295	0.155518	0.176161	0.167987	0.159785	0.157062	0.139618	0.162775	0.159639	0.142375	0.157564	0.140985	0.14325	0.155831	0.161555	0.15144	0.170884	0.153232	0.150789	0.148953	0.151052	0.157217	0.152484	0.162084	0.167062	0.153791	0.144972	0.144633	0.143595	0.157414	0.159672	0.152661	0.132587	0.146013	0.139624	0.120717	0.167176	0.148103	0.127639	0.123045	0.132948	0.151471	0.13507	0.146437	0.133519	0.14049	0.139542	0.148688	0.146041	0.125276	0.131929	0.125917	0.143963	0.142997	0.163232	0.138672	0.134416	0.147045	0.178953	0.130566	0.132516	0.156795	0.15734	0.143453	0.141676	0.148288	0.142955	0.14377	0.150336	0.156471	0.150435	0.158708	0.135705	0.124325	0.140263	0.140144	0.13453	0.133405	0.133457	0.165475	0.163839	0.145466	0.131032	0.152414	0.13074	0.146559	0.171429	0.146923	0.145349	0.140267	0.15148	0.190742	0.179895	0.190077	0.212966	0.203076	0.1709	0.193881	0.168941	0.282243	0.278606	0.261888	0.264593	0.271099	0.263376	0.226452	0.233565	0.26013	0.238672	0.240764	0.255151	0.233431	0.249706	0.234181	0.275489	0.273434	0.248996	0.274837	0.338804	0.326878	0.326463	0.287998	0.270642	0.276067	0.273907	0.213524	0.222191	0.255043	0.251463	0.265075	0.265076	0.263974	0.26482	0.269215	0.243749	0.233793	0.236762	0.255631	0.250831	0.252981	0.264402	0.219735	0.227765	0.209397	0.220809	0.229693	0.236029	0.227198	0.21787	0.223643	0.207633	0.333121	0.326868	0.222373	0.319613	0.32526	0.321529	0.305258	0.288268	0.248436	0.23817	0.262397	0.273268	0.274542	0.243912	0.274142	0.258618	0.260688	0.270467	0.264397	0.389845	0.454099	0.446073	0.453424	0.401039	0.428774	0.436658	0.452033	0.410228	0.38159	0.383777	0.386734	0.387969	0.359737	0.295674	0.348733	0.371515	0.371473	0.368045	0.368028	0.441481	0.439845	0.458555	0.460673	0.469621	0.467954	0.458243	0.460827	0.479739	0.481015	0.477472	0.486725	0.370094	0.374458	0.369465	0.265605	0.283928	0.214376	0.266132	0.265561	0.246991	0.246905	0.232602	0.280897	0.327313	0.325666	0.355862	0.257345	0.266568	0.254275	0.246017	0.25354	0.286386	0.344346	0.297069	0.293073	0.280023	0.319039	0.259855	0.255227	0.284436	0.30372	0.267221	0.275026	0.289423	0.287126	0.320067	0.332463	0.312613	0.331075	0.341692	0.363281	0.338936	0.287216	0.251918	0.40717	0.243566	0.240482	0.23847	0.25027	0.242888	0.255884	0.258036	0.250559	0.256616	0.263257	0.255477	0.263696	0.270476	0.375108	0.295631	0.294818	0.28774	0.341913	0.319838	0.321876	0.32823	0.322383	0.240585	0.252461	0.258265	0.232275	0.230527	0.250191	0.245512	0.270344	0.306967	0.281456	0.24946	0.253337	0.284206	0.276233	0.293607	0.210172	0.23279	0.229551	0.237063	0.237063	0.219346	0.235575	0.233457	0.232864	0.231629	0.282878
Leiothrix_lutea	0.250081	0.104438	0.115358	0.0551842	0	0.0700721	0.0680686	0.0694387	0.0712617	0.0713983	0.091233	0.0852545	0.121942	0.113054	0.102548	0.120383	0.109142	0.0964732	0.112033	0.0949547	0.112843	0.104222	0.106028	0.135264	0.12523	0.119086	0.133757	0.186829	0.128224	0.126037	0.133053	0.127228	0.122848	0.141753	0.153171	0.153156	0.151221	0.147422	0.140313	0.143252	0.147573	0.159797	0.159233	0.145203	0.154427	0.175069	0.166896	0.158694	0.15597	0.138527	0.161684	0.158548	0.141283	0.156473	0.139894	0.142158	0.15474	0.160463	0.150349	0.169793	0.152141	0.149698	0.147862	0.149961	0.156126	0.151393	0.160992	0.165971	0.152699	0.143881	0.143541	0.142504	0.156323	0.158581	0.15157	0.131495	0.144922	0.138533	0.119626	0.166085	0.147012	0.126548	0.121954	0.131857	0.15038	0.133979	0.145346	0.132428	0.139399	0.138451	0.147597	0.14495	0.124185	0.130838	0.124825	0.142872	0.141906	0.162141	0.137581	0.133325	0.145954	0.177862	0.129474	0.131425	0.155704	0.156249	0.142361	0.140585	0.147196	0.141864	0.142679	0.149245	0.15538	0.149344	0.157616	0.134614	0.123234	0.139172	0.139053	0.133439	0.132314	0.132365	0.164384	0.162748	0.144374	0.12994	0.151323	0.129649	0.145467	0.170338	0.145832	0.144258	0.139176	0.150389	0.18965	0.178803	0.188985	0.211874	0.201985	0.169809	0.192789	0.16785	0.281151	0.277514	0.260797	0.263502	0.270007	0.262285	0.22536	0.232474	0.259039	0.237581	0.239673	0.25406	0.232339	0.248615	0.23309	0.274398	0.272343	0.247905	0.273746	0.337713	0.325787	0.325372	0.286907	0.269551	0.274976	0.272816	0.212433	0.2211	0.253952	0.250372	0.263984	0.263985	0.262883	0.263729	0.268124	0.242658	0.232702	0.23567	0.25454	0.24974	0.25189	0.263311	0.218644	0.226674	0.208306	0.219718	0.228602	0.234938	0.226107	0.216779	0.222552	0.206542	0.33203	0.325777	0.221282	0.318521	0.324168	0.320438	0.304167	0.287176	0.247345	0.237079	0.261305	0.272177	0.273451	0.242821	0.273051	0.257527	0.259596	0.269376	0.263306	0.388754	0.453008	0.444982	0.452333	0.399948	0.427683	0.435567	0.450941	0.409137	0.380499	0.382686	0.385643	0.386878	0.358646	0.294582	0.347641	0.370424	0.370382	0.366954	0.366937	0.440389	0.438754	0.457464	0.459582	0.46853	0.466863	0.457152	0.459735	0.478648	0.479924	0.476381	0.485634	0.369003	0.373367	0.368373	0.264514	0.282837	0.213285	0.26504	0.26447	0.2459	0.245814	0.231511	0.279805	0.326222	0.324575	0.354771	0.256254	0.265477	0.253184	0.244926	0.252449	0.285295	0.343255	0.295978	0.291982	0.278931	0.317948	0.258764	0.254136	0.283344	0.302629	0.26613	0.273935	0.288332	0.286035	0.318976	0.331372	0.311522	0.329984	0.3406	0.36219	0.337845	0.286125	0.250827	0.406079	0.242475	0.239391	0.237379	0.249179	0.241797	0.254793	0.256944	0.249468	0.255525	0.262166	0.254386	0.262604	0.269385	0.374017	0.29454	0.293727	0.286649	0.340822	0.318747	0.320785	0.327139	0.321292	0.239494	0.251369	0.257174	0.231183	0.229436	0.249099	0.244421	0.269253	0.305876	0.280365	0.248368	0.252246	0.283115	0.275142	0.292516	0.209081	0.231699	0.22846	0.235972	0.235972	0.218254	0.234484	0.232366	0.231773	0.230538	0.281787
