	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Brachypodius_atriceps	Pycnonotus_jocosus	Cisticola_juncidis	Hirundo_rustica	Donacobius_atricapilla	Locustella_ochotensis	Sylvietta_virens	Alaudala_cheleensis	Nicator_chloris	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Nesospiza_acunhae	Sporophila_hypoxantha	Geospiza_fortis	Setophaga_coronata	Setophaga_kirtlandii	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Passer_domesticus	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Elachura_formosa	Buphagus_erythrorhynchus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Rhabdornis_inornatus	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Notiomystis_cincta	Cnemophilus_loriae	Melanocharis_versteri	Aleadryas_rufinucha	Ifrita_kowaldi	Oreocharis_arfaki	Eulacestoma_nigropectus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Daphoenositta_chrysoptera	Falcunculus_frontatus	Dyaphorophyia_castanea	Mystacornis_crossleyi	Rhagologus_leucostigma	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Edolisoma_coerulescens	Mohoua_ochrocephala	Pachycephala_philippinensis	Oriolus_oriolus	Ptilorrhoa_leucosticta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Sclerurus_mexicanus	Furnarius_figulus	Scytalopus_superciliaris	Formicarius_rufipectus	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Piprites_chloris	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Colius_striatus	Urocolius_indicus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Cochlearius_cochlearius	Egretta_garzetta	Gavia_stellata	Mesembrinibis_cayennensis	Nipponia_nippon	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Hydrobates_tethys	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Aptenodytes_forsteri	Pygoscelis_adeliae	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Eurypyga_helias	Rhynochetos_jubatus	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Opisthocomus_hoazin	Corythaixoides_concolor	Tauraco_erythrolophus	Oceanites_oceanicus	Phoenicopterus_ruber	Ciconia_maguari	Podiceps_cristatus	Podilymbus_podiceps	Fregata_magnificens	Thalassarche_chlororhynchos	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Apaloderma_vittatum	Trogon_melanurus	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Struthio_camelus	Phaethon_lepturus	Leptosomus_discolor	Pterocles_burchelli	Syrrhaptes_paradoxus	Pterocles_gutturalis	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Mesitornis_unicolor	Steatornis_caripensis	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans
Acanthisitta_chloris	0	0.222294	0.223616	0.261709	0.225252	0.210976	0.219299	0.220219	0.233655	0.2218	0.212202	0.216807	0.216922	0.222046	0.226909	0.228107	0.22868	0.234868	0.238936	0.225075	0.223451	0.228647	0.232514	0.229717	0.220256	0.213997	0.211676	0.209639	0.251127	0.222038	0.21922	0.215893	0.235736	0.238125	0.236868	0.255804	0.251085	0.245059	0.256228	0.24635	0.239198	0.26001	0.257112	0.254222	0.255283	0.252864	0.240734	0.244424	0.245339	0.241377	0.255793	0.256939	0.261599	0.260343	0.259036	0.250823	0.235466	0.258881	0.248277	0.253811	0.260278	0.228232	0.229987	0.246581	0.231597	0.256326	0.238335	0.225212	0.23341	0.227948	0.213106	0.252189	0.248198	0.243611	0.235941	0.237512	0.235534	0.229954	0.237494	0.265566	0.217931	0.231683	0.245592	0.243122	0.243802	0.233967	0.254807	0.246401	0.214899	0.208592	0.21512	0.211295	0.211005	0.22494	0.207381	0.220511	0.223559	0.205452	0.194755	0.20473	0.197488	0.211045	0.207825	0.214771	0.206756	0.207992	0.206869	0.211259	0.204959	0.183351	0.214904	0.209665	0.209728	0.195211	0.239621	0.216333	0.230767	0.201408	0.194142	0.202782	0.213925	0.19407	0.204956	0.191891	0.201375	0.21495	0.21387	0.202615	0.219194	0.216061	0.201301	0.205506	0.205473	0.217297	0.20975	0.202284	0.211763	0.18877	0.203964	0.184707	0.196098	0.244124	0.220734	0.213116	0.196195	0.230473	0.189683	0.181884	0.185973	0.181216	0.186433	0.213437	0.197455	0.197718	0.213814	0.177967	0.178227	0.179168	0.199332	0.190504	0.18271	0.189968	0.188417	0.177761	0.177823	0.175543	0.216902	0.246637	0.252585	0.249347	0.227763	0.207989	0.200169	0.183034	0.22104	0.215686	0.218262	0.27748	0.283924	0.241351	0.229394	0.223046	0.22952	0.237211	0.209524	0.189882	0.194567	0.179616	0.171689	0.175954	0.22991	0.217656	0.228035	0.217071	0.225889	0.194132	0.181547	0.182566	0.215477	0.245049	0.234506	0.234531	0.175098	0.175093	0.178632	0.174723	0.183359	0.203737	0.204199	0.20843	0.204199	0.202093	0.212749	0.201739	0.181721	0.178592	0.178738	0.177285	0.203961	0.219627	0.212942	0.252673	0.23372	0.235587	0.250629	0.229418	0.211582	0.229228	0.212275	0.247907	0.233709	0.191443	0.15475	0.159645	0.196137	0.204948	0.171452	0.161431	0.182395	0.183416	0.184492	0.182362	0.184525	0.180623	0.186902	0.178539	0.187481	0.185368	0.177259	0.186135	0.182546	0.290732	0.206409	0.204087	0.185873	0.200408	0.211014	0.225116	0.220684	0.223593	0.18076	0.183336	0.190286	0.178131	0.173399	0.176904	0.188261	0.250701	0.2714	0.17097	0.164623	0.159764	0.160283	0.159232	0.164861	0.17398	0.182216	0.192128	0.183074	0.254103	0.29474	0.291686	0.284801	0.315645	0.292046	0.296037	0.308067	0.299356	0.258838	0.266476	0.257342	0.26182	0.259696	0.258499	0.307868	0.219583	0.219624	0.259973	0.258887	0.255576	0.254485	0.272266	0.268234	0.355338	0.358195	0.374778	0.356338	0.350921	0.345923	0.38743	0.381974	0.374634	0.379843	0.310473	0.307419	0.272475	0.176313	0.19047	0.198422	0.19606	0.191034	0.178025	0.17912	0.206583	0.195761	0.219443	0.348902	0.23032	0.249639	0.219741	0.224019	0.219471	0.239243	0.253975	0.258766	0.255905	0.258046	0.287378	0.281498	0.264802	0.263314	0.244599	0.220131	0.18728	0.192797	0.149802	0.205539	0.199153	0.176254	0.175209	0.178643
Acrocephalus_arundinaceus	0.222294	0	0.0413662	0.121503	0.0850452	0.0707695	0.0790927	0.0824167	0.0975867	0.0857315	0.0785242	0.0831294	0.0832444	0.0883687	0.0932317	0.0944292	0.0950026	0.10119	0.105259	0.0942297	0.0926052	0.0978016	0.101669	0.0988709	0.0894103	0.0877983	0.0902155	0.0881783	0.129667	0.100577	0.0977591	0.0944316	0.114277	0.116666	0.115409	0.134345	0.129626	0.1236	0.134769	0.124891	0.117739	0.138551	0.135653	0.132763	0.133824	0.131405	0.119275	0.122965	0.12388	0.119918	0.134334	0.13548	0.14014	0.138884	0.137577	0.129364	0.114007	0.137422	0.126818	0.132352	0.138819	0.106773	0.108528	0.125122	0.110138	0.134867	0.116876	0.103753	0.111951	0.106489	0.0916469	0.13073	0.126739	0.122152	0.114482	0.116053	0.114075	0.108495	0.116035	0.144107	0.0964719	0.110224	0.124133	0.121663	0.122343	0.112508	0.133348	0.124942	0.0934397	0.087133	0.093661	0.0898359	0.10585	0.119785	0.102226	0.115356	0.126536	0.118166	0.107469	0.123296	0.116054	0.129611	0.126391	0.133337	0.125322	0.126558	0.125435	0.129824	0.123524	0.101917	0.13347	0.12823	0.128294	0.113777	0.158186	0.134898	0.149332	0.119974	0.112707	0.121348	0.132491	0.112636	0.123522	0.110456	0.119941	0.133516	0.132436	0.12118	0.13776	0.141312	0.126553	0.135115	0.135081	0.146906	0.139359	0.131893	0.162432	0.139439	0.18146	0.162202	0.222302	0.270329	0.246938	0.23932	0.222399	0.256677	0.215887	0.208089	0.212177	0.20742	0.212638	0.239642	0.22366	0.223923	0.240019	0.204171	0.204432	0.205372	0.225536	0.216708	0.208914	0.216173	0.214621	0.203965	0.204027	0.201747	0.248969	0.278704	0.284652	0.281415	0.259831	0.240056	0.232236	0.215102	0.253107	0.247754	0.250329	0.309547	0.315991	0.273419	0.261462	0.255113	0.261587	0.269279	0.241591	0.221949	0.226635	0.211683	0.203757	0.208021	0.261977	0.249724	0.260102	0.249139	0.257956	0.226199	0.213614	0.214634	0.247544	0.277116	0.266574	0.266598	0.207165	0.20716	0.210699	0.206791	0.215426	0.235805	0.236266	0.240497	0.236266	0.23416	0.244817	0.233806	0.213789	0.21066	0.210806	0.209352	0.236028	0.251695	0.245009	0.28474	0.265787	0.267654	0.282696	0.261485	0.243649	0.261295	0.244342	0.279974	0.265776	0.223511	0.186817	0.191712	0.228205	0.237015	0.203519	0.193498	0.214462	0.215484	0.21656	0.214429	0.216592	0.21269	0.21897	0.210606	0.219548	0.217435	0.209326	0.218202	0.214613	0.322799	0.238476	0.236154	0.21794	0.232475	0.243082	0.257183	0.252751	0.25566	0.212827	0.215403	0.222353	0.210198	0.205466	0.208971	0.220328	0.282768	0.303467	0.203037	0.19669	0.191831	0.19235	0.191299	0.196928	0.206047	0.214283	0.224195	0.215141	0.28617	0.326808	0.323753	0.316868	0.347712	0.324113	0.328104	0.340134	0.331423	0.290905	0.298543	0.289409	0.293887	0.291763	0.290566	0.339935	0.25165	0.251691	0.29204	0.290954	0.287643	0.286552	0.304333	0.300301	0.387405	0.390262	0.406845	0.388405	0.382989	0.37799	0.419497	0.414041	0.406701	0.411911	0.34254	0.339487	0.304543	0.20838	0.222538	0.230489	0.228127	0.223101	0.210093	0.211187	0.23865	0.227828	0.25151	0.38097	0.262387	0.281707	0.251808	0.256086	0.251539	0.271311	0.286042	0.290833	0.287973	0.290113	0.319445	0.313565	0.29687	0.295382	0.276666	0.252198	0.219347	0.224864	0.181869	0.237606	0.231221	0.208321	0.207276	0.21071
Hippolais_icterina	0.223616	0.0413662	0	0.122825	0.0863672	0.0720915	0.0804147	0.0837387	0.0989087	0.0870535	0.0798462	0.0844514	0.0845664	0.0896907	0.0945537	0.0957512	0.0963246	0.102512	0.106581	0.0955517	0.0939272	0.0991236	0.102991	0.100193	0.0907323	0.0891203	0.0915375	0.0895003	0.130988	0.101899	0.0990811	0.0957536	0.115599	0.117988	0.116731	0.135667	0.130948	0.124922	0.136091	0.126213	0.119061	0.139873	0.136975	0.134085	0.135146	0.132727	0.120597	0.124287	0.125202	0.12124	0.135656	0.136802	0.141462	0.140206	0.138899	0.130686	0.115329	0.138744	0.12814	0.133674	0.140141	0.108095	0.10985	0.126444	0.11146	0.136189	0.118198	0.105075	0.113273	0.107811	0.0929689	0.132052	0.128061	0.123474	0.115804	0.117375	0.115397	0.109817	0.117357	0.145429	0.0977939	0.111546	0.125455	0.122985	0.123665	0.11383	0.13467	0.126264	0.0947617	0.088455	0.094983	0.0911579	0.107172	0.121107	0.103548	0.116678	0.127858	0.119488	0.108791	0.124618	0.117376	0.130933	0.127713	0.134659	0.126644	0.12788	0.126757	0.131146	0.124846	0.103239	0.134792	0.129552	0.129616	0.115099	0.159508	0.13622	0.150654	0.121296	0.114029	0.12267	0.133813	0.113958	0.124844	0.111778	0.121263	0.134838	0.133758	0.122502	0.139082	0.142634	0.127875	0.136437	0.136403	0.148228	0.140681	0.133215	0.163754	0.140761	0.182782	0.163524	0.223624	0.271651	0.24826	0.240642	0.223721	0.257999	0.217209	0.209411	0.213499	0.208742	0.21396	0.240964	0.224982	0.225245	0.241341	0.205493	0.205754	0.206694	0.226858	0.21803	0.210236	0.217495	0.215943	0.205287	0.205349	0.203069	0.250291	0.280026	0.285974	0.282737	0.261153	0.241378	0.233558	0.216424	0.254429	0.249076	0.251651	0.310869	0.317313	0.274741	0.262784	0.256435	0.262909	0.270601	0.242913	0.223271	0.227957	0.213005	0.205079	0.209343	0.263299	0.251046	0.261424	0.250461	0.259278	0.227521	0.214936	0.215956	0.248866	0.278438	0.267896	0.26792	0.208487	0.208482	0.212021	0.208113	0.216748	0.237127	0.237588	0.241819	0.237588	0.235482	0.246139	0.235128	0.215111	0.211982	0.212128	0.210674	0.23735	0.253017	0.246331	0.286062	0.267109	0.268976	0.284018	0.262807	0.244971	0.262617	0.245664	0.281296	0.267098	0.224833	0.188139	0.193034	0.229527	0.238337	0.204841	0.19482	0.215784	0.216806	0.217882	0.215751	0.217914	0.214012	0.220292	0.211928	0.22087	0.218757	0.210648	0.219524	0.215935	0.324121	0.239798	0.237476	0.219262	0.233797	0.244404	0.258505	0.254073	0.256982	0.214149	0.216725	0.223675	0.21152	0.206788	0.210293	0.22165	0.28409	0.304789	0.204359	0.198012	0.193153	0.193672	0.192621	0.19825	0.207369	0.215605	0.225517	0.216463	0.287492	0.32813	0.325075	0.31819	0.349034	0.325435	0.329426	0.341456	0.332745	0.292227	0.299865	0.290731	0.295209	0.293085	0.291888	0.341257	0.252972	0.253013	0.293362	0.292276	0.288965	0.287874	0.305655	0.301623	0.388727	0.391584	0.408167	0.389727	0.384311	0.379312	0.420819	0.415363	0.408023	0.413233	0.343862	0.340809	0.305865	0.209702	0.22386	0.231811	0.229449	0.224423	0.211415	0.212509	0.239972	0.22915	0.252832	0.382292	0.263709	0.283029	0.25313	0.257408	0.252861	0.272633	0.287364	0.292155	0.289295	0.291435	0.320767	0.314887	0.298192	0.296704	0.277988	0.25352	0.220669	0.226186	0.183191	0.238928	0.232543	0.209643	0.208598	0.212032
Aegithalos_caudatus	0.261709	0.121503	0.122825	0	0.11537	0.110183	0.118507	0.121833	0.137003	0.125147	0.11794	0.122545	0.12266	0.127785	0.132648	0.133845	0.134418	0.140606	0.144675	0.133646	0.132021	0.137217	0.141084	0.138287	0.128826	0.127214	0.129631	0.127594	0.169082	0.139993	0.137175	0.133847	0.153693	0.156082	0.154825	0.173761	0.169042	0.163016	0.174185	0.164307	0.157155	0.177967	0.175069	0.172179	0.17324	0.170821	0.158691	0.162381	0.163296	0.159334	0.17375	0.174896	0.179556	0.1783	0.176993	0.16878	0.153423	0.176838	0.166234	0.171768	0.178235	0.146189	0.147944	0.164538	0.149554	0.174283	0.156292	0.143169	0.151367	0.145904	0.131063	0.170146	0.166155	0.161568	0.153897	0.155469	0.153491	0.14791	0.155451	0.183523	0.135888	0.14964	0.163549	0.161079	0.161759	0.151924	0.172764	0.164358	0.132856	0.126549	0.133077	0.129252	0.145266	0.159201	0.141642	0.154772	0.165952	0.157582	0.146885	0.162712	0.15547	0.169027	0.165807	0.172752	0.164737	0.165974	0.164851	0.16924	0.16294	0.141333	0.172886	0.167646	0.16771	0.153193	0.197602	0.174314	0.188748	0.159389	0.152123	0.160764	0.171907	0.152052	0.162938	0.149872	0.159357	0.172932	0.171852	0.160596	0.177176	0.180728	0.165969	0.174531	0.174497	0.186322	0.178775	0.171309	0.201848	0.178855	0.220876	0.201618	0.261718	0.309745	0.286354	0.278736	0.261815	0.296093	0.255303	0.247505	0.251593	0.246836	0.252054	0.279058	0.263076	0.263339	0.279435	0.243587	0.243847	0.244788	0.264952	0.256124	0.24833	0.255589	0.254037	0.243381	0.243443	0.241163	0.288385	0.31812	0.324068	0.320831	0.299247	0.279472	0.271652	0.254518	0.292523	0.28717	0.289745	0.348963	0.355407	0.312835	0.300877	0.294529	0.301003	0.308694	0.281007	0.261365	0.26605	0.251099	0.243172	0.247437	0.301393	0.28914	0.299518	0.288555	0.297372	0.265615	0.25303	0.25405	0.28696	0.316532	0.30599	0.306014	0.246581	0.246576	0.250115	0.246206	0.254842	0.275221	0.275682	0.279913	0.275682	0.273576	0.284232	0.273222	0.253205	0.250075	0.250221	0.248768	0.275444	0.29111	0.284425	0.324156	0.305203	0.30707	0.322112	0.300901	0.283065	0.300711	0.283758	0.31939	0.305192	0.262926	0.226233	0.231128	0.26762	0.276431	0.242935	0.232914	0.253878	0.2549	0.255976	0.253845	0.256008	0.252106	0.258386	0.250022	0.258964	0.256851	0.248742	0.257618	0.254029	0.362215	0.277892	0.27557	0.257356	0.271891	0.282498	0.296599	0.292167	0.295076	0.252243	0.254819	0.261769	0.249614	0.244882	0.248387	0.259744	0.322184	0.342883	0.242453	0.236106	0.231247	0.231766	0.230715	0.236344	0.245463	0.253699	0.263611	0.254557	0.325586	0.366223	0.363169	0.356284	0.387128	0.363529	0.36752	0.37955	0.370839	0.330321	0.337959	0.328825	0.333303	0.331179	0.329982	0.379351	0.291066	0.291107	0.331456	0.33037	0.327059	0.325968	0.343749	0.339717	0.426821	0.429678	0.446261	0.427821	0.422405	0.417406	0.458913	0.453457	0.446117	0.451326	0.381956	0.378903	0.343958	0.247796	0.261954	0.269905	0.267543	0.262517	0.249508	0.250603	0.278066	0.267244	0.290926	0.420385	0.301803	0.321123	0.291224	0.295502	0.290954	0.310726	0.325458	0.330249	0.327388	0.329529	0.358861	0.352981	0.336286	0.334798	0.316082	0.291614	0.258763	0.26428	0.221285	0.277022	0.270637	0.247737	0.246692	0.250126
Erythrocercus_mccallii	0.225252	0.0850452	0.0863672	0.11537	0	0.0737255	0.0820487	0.0853747	0.100545	0.0886896	0.0814822	0.0860875	0.0862025	0.0913267	0.0961897	0.0973873	0.0979606	0.104148	0.108217	0.0971877	0.0955633	0.10076	0.104627	0.101829	0.0923684	0.0907563	0.0931735	0.0911363	0.132625	0.103535	0.100717	0.0973896	0.117235	0.119624	0.118367	0.137303	0.132584	0.126558	0.137727	0.127849	0.120697	0.141509	0.138611	0.135721	0.136782	0.134363	0.122233	0.125923	0.126838	0.122876	0.137292	0.138438	0.143098	0.141842	0.140535	0.132322	0.116965	0.14038	0.129776	0.13531	0.141777	0.109731	0.111486	0.12808	0.113096	0.137825	0.119834	0.106711	0.114909	0.109447	0.094605	0.133688	0.129697	0.12511	0.11744	0.119011	0.117033	0.111453	0.118993	0.147065	0.09943	0.113182	0.127091	0.124621	0.125301	0.115466	0.136306	0.1279	0.0963978	0.090091	0.096619	0.0927939	0.108808	0.122743	0.105184	0.118314	0.129494	0.121124	0.110427	0.126254	0.119012	0.132569	0.129349	0.136295	0.12828	0.129516	0.128393	0.132783	0.126482	0.104875	0.136428	0.131188	0.131252	0.116735	0.161144	0.137856	0.15229	0.122932	0.115665	0.124306	0.135449	0.115594	0.12648	0.113414	0.122899	0.136474	0.135394	0.124138	0.140718	0.14427	0.129511	0.138073	0.138039	0.149864	0.142317	0.134851	0.16539	0.142397	0.184418	0.16516	0.22526	0.273287	0.249896	0.242278	0.225357	0.259635	0.218845	0.211047	0.215135	0.210378	0.215596	0.2426	0.226618	0.226881	0.242977	0.207129	0.20739	0.20833	0.228494	0.219666	0.211872	0.219131	0.217579	0.206923	0.206985	0.204705	0.251927	0.281662	0.28761	0.284373	0.262789	0.243014	0.235194	0.21806	0.256065	0.250712	0.253287	0.312505	0.318949	0.276377	0.26442	0.258071	0.264545	0.272237	0.244549	0.224907	0.229593	0.214641	0.206715	0.210979	0.264935	0.252682	0.26306	0.252097	0.260914	0.229157	0.216572	0.217592	0.250502	0.280074	0.269532	0.269556	0.210123	0.210119	0.213657	0.209749	0.218385	0.238763	0.239224	0.243455	0.239224	0.237118	0.247775	0.236764	0.216747	0.213618	0.213764	0.21231	0.238986	0.254653	0.247967	0.287698	0.268745	0.270612	0.285654	0.264443	0.246607	0.264253	0.2473	0.282932	0.268734	0.226469	0.189775	0.19467	0.231163	0.239974	0.206477	0.196456	0.21742	0.218442	0.219518	0.217388	0.21955	0.215648	0.221928	0.213564	0.222506	0.220393	0.212284	0.22116	0.217571	0.325757	0.241434	0.239112	0.220898	0.235433	0.24604	0.260141	0.255709	0.258618	0.215785	0.218361	0.225311	0.213156	0.208424	0.211929	0.223286	0.285726	0.306425	0.205995	0.199648	0.194789	0.195308	0.194257	0.199886	0.209005	0.217241	0.227153	0.218099	0.289128	0.329766	0.326712	0.319826	0.35067	0.327071	0.331062	0.343092	0.334381	0.293863	0.301501	0.292367	0.296845	0.294721	0.293524	0.342893	0.254608	0.254649	0.294998	0.293912	0.290601	0.28951	0.307291	0.303259	0.390363	0.39322	0.409804	0.391363	0.385947	0.380948	0.422455	0.416999	0.409659	0.414869	0.345498	0.342445	0.307501	0.211338	0.225496	0.233447	0.231085	0.226059	0.213051	0.214145	0.241608	0.230786	0.254468	0.383928	0.265345	0.284665	0.254766	0.259044	0.254497	0.274269	0.289	0.293791	0.290931	0.293071	0.322403	0.316523	0.299828	0.29834	0.279624	0.255156	0.222305	0.227822	0.184828	0.240564	0.234179	0.211279	0.210234	0.213668
