	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Cisticola_juncidis	Aegithalos_caudatus	Locustella_ochotensis	Donacobius_atricapilla	Oxylabes_madagascariensis	Hylia_prasina	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sylvietta_virens	Elachura_formosa	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Calcarius_ornatus	Rhodinocichla_rosea	Emberiza_fucata	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Sporophila_hypoxantha	Nesospiza_acunhae	Geospiza_fortis	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Passer_domesticus	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Ploceus_nigricollis	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Melanocharis_versteri	Cnemophilus_loriae	Aleadryas_rufinucha	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Myiagra_hebetior	Ifrita_kowaldi	Paradisaea_raggiana	Struthidea_cinerea	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Oreocharis_arfaki	Oriolus_oriolus	Dryoscopus_gambensis	Mystacornis_crossleyi	Dyaphorophyia_castanea	Rhagologus_leucostigma	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Eulacestoma_nigropectus	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Erpornis_zantholeuca	Pteruthius_melanotis	Vireo_altiloquus	Falcunculus_frontatus	Mohoua_ochrocephala	Pachycephala_philippinensis	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Grallaria_varia	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Pachyramphus_minor	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Piprites_chloris	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Alca_torda	Cepphus_grylle	Uria_aalge	Uria_lomvia	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Nyctibius_bracteatus	Nyctibius_grandis	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Cairina_moschata	Asarcornis_scutulata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Nothocercus_julius	Nothocercus_nigrocapillus	Rhea_americana	Rhea_pennata	Struthio_camelus	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Opisthocomus_hoazin	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Mesitornis_unicolor	Tyto_alba	Cariama_cristata	Chunga_burmeisteri	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Pterocles_burchelli	Syrrhaptes_paradoxus	Pterocles_gutturalis	Colius_striatus	Urocolius_indicus	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Cathartes_aura	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Gavia_stellata	Apaloderma_vittatum	Trogon_melanurus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Piaya_cayana	Crotophaga_sulcirostris	Geococcyx_californianus	Podargus_strigoides	Steatornis_caripensis	Leptosomus_discolor	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Mesembrinibis_cayennensis	Nipponia_nippon	Thalassarche_chlororhynchos	Aptenodytes_forsteri	Pygoscelis_adeliae	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Sula_dactylatra	Ciconia_maguari	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis
Acanthisitta_chloris	0	0.233054	0.229351	0.244168	0.231628	0.222937	0.24315	0.217727	0.221091	0.229784	0.232712	0.234608	0.216488	0.220459	0.225381	0.214725	0.216398	0.221484	0.24345	0.237616	0.232585	0.234084	0.234915	0.229489	0.212745	0.214329	0.246249	0.254988	0.226594	0.228856	0.216465	0.24107	0.254422	0.215317	0.212831	0.224282	0.211058	0.214811	0.233996	0.239476	0.221649	0.210096	0.225778	0.215412	0.220159	0.214483	0.266918	0.227064	0.223648	0.214764	0.232128	0.224572	0.226018	0.249082	0.223849	0.227778	0.222167	0.238999	0.235356	0.235021	0.230746	0.231814	0.238151	0.240143	0.236692	0.236427	0.227336	0.230488	0.235508	0.236767	0.23402	0.232036	0.227324	0.240421	0.228988	0.231303	0.240406	0.235733	0.233745	0.235329	0.232192	0.21179	0.216838	0.231496	0.237907	0.236266	0.244724	0.229223	0.220757	0.21457	0.214729	0.217244	0.219512	0.227167	0.221117	0.213142	0.213055	0.205616	0.211515	0.199522	0.206438	0.198421	0.19904	0.195217	0.189462	0.184692	0.215593	0.20752	0.20752	0.204333	0.244442	0.22338	0.207542	0.204299	0.208045	0.193007	0.19824	0.227008	0.195109	0.211379	0.226182	0.217243	0.221115	0.199323	0.197458	0.229872	0.206489	0.214153	0.19683	0.204575	0.205105	0.2126	0.217009	0.193715	0.187462	0.192255	0.207334	0.201573	0.214052	0.210774	0.200554	0.221175	0.224989	0.182546	0.18628	0.196084	0.184465	0.187539	0.186702	0.168425	0.173971	0.167988	0.214418	0.203017	0.198531	0.202933	0.188748	0.210766	0.214026	0.189915	0.209174	0.199084	0.185429	0.180649	0.204991	0.189704	0.18826	0.192763	0.198749	0.197015	0.172341	0.178737	0.173199	0.244594	0.286949	0.299155	0.261567	0.232141	0.172435	0.188862	0.185503	0.182305	0.172742	0.174407	0.194119	0.174667	0.172006	0.230488	0.223883	0.217478	0.220036	0.216008	0.225068	0.229844	0.225226	0.227841	0.222565	0.236844	0.237604	0.274126	0.319175	0.23148	0.223506	0.229567	0.283433	0.2638	0.264467	0.279435	0.266485	0.22978	0.23898	0.253541	0.225286	0.242661	0.215662	0.232147	0.206145	0.212034	0.197817	0.223371	0.22228	0.412627	0.461145	0.458148	0.456263	0.457221	0.438584	0.462802	0.475424	0.466584	0.431744	0.435106	0.393093	0.390759	0.395055	0.392033	0.351588	0.333734	0.35237	0.43902	0.437625	0.435601	0.439798	0.482428	0.48394	0.543835	0.547153	0.543377	0.528187	0.585188	0.647406	0.647391	0.638044	0.527067	0.52709	0.482372	0.477767	0.443177	0.204127	0.212749	0.199536	0.229046	0.233024	0.249374	0.240467	0.245262	0.253007	0.202712	0.208041	0.232525	0.242244	0.209696	0.211876	0.214419	0.229673	0.226087	0.298569	0.321819	0.234684	0.233249	0.210725	0.271905	0.268205	0.227968	0.22168	0.223782	0.204518	0.207755	0.2083	0.19766	0.19766	0.211787	0.195606	0.183961	0.224822	0.244083	0.229703	0.221457	0.253975	0.244526	0.215955	0.205346	0.211557	0.238886	0.277131	0.25746	0.329812	0.26044	0.246396	0.273317	0.24822	0.263065	0.261406	0.247772	0.284273	0.316859	0.296251	0.305471	0.294223	0.304877	0.312046	0.288549	0.290803	0.286923	0.275483	0.28146	0.300943	0.344079	0.272766	0.304856	0.261174	0.233659	0.208086	0.210699	0.213272	0.190259	0.218599	0.270067	0.265726	0.174346	0.179788	0.185897	0.17319	0.194489	0.159994	0.162399	0.166577	0.178876	0.180355	0.199833	0.19332	0.195939	0.18812	0.193488	0.189533	0.162118	0.261049	0.231738	0.226471	0.214389	0.228638	0.229888
Acrocephalus_arundinaceus	0.233054	0	0.0292802	0.107126	0.0970175	0.0883263	0.114576	0.0891538	0.0925216	0.107409	0.110336	0.112232	0.0941126	0.0980835	0.103005	0.0923492	0.0940228	0.09911	0.121076	0.115242	0.110211	0.11171	0.112541	0.107115	0.0903718	0.0919549	0.13008	0.141967	0.113573	0.115837	0.103446	0.131072	0.144424	0.10532	0.102836	0.114287	0.101062	0.104815	0.124	0.129481	0.111653	0.1001	0.115782	0.105416	0.110163	0.104488	0.156922	0.120193	0.116777	0.107893	0.125257	0.117701	0.119147	0.145114	0.119881	0.123809	0.118199	0.138264	0.134622	0.134286	0.130012	0.13108	0.137416	0.139408	0.135957	0.135692	0.126601	0.129753	0.134773	0.136032	0.133286	0.131301	0.126589	0.139686	0.128254	0.130568	0.139671	0.134998	0.13301	0.134594	0.131457	0.111056	0.116103	0.130761	0.137172	0.135531	0.143989	0.128488	0.120023	0.113836	0.113994	0.116509	0.118777	0.126433	0.120382	0.112408	0.11232	0.104882	0.136182	0.124189	0.131105	0.129163	0.129781	0.125958	0.120203	0.115435	0.146337	0.138263	0.138263	0.135076	0.175185	0.154123	0.138286	0.135042	0.138788	0.12375	0.128983	0.157751	0.125853	0.142122	0.156926	0.147986	0.151859	0.130067	0.128201	0.160615	0.137232	0.144896	0.127573	0.135318	0.135848	0.143344	0.147752	0.124459	0.118205	0.122998	0.138079	0.132318	0.162161	0.158883	0.148663	0.169284	0.173098	0.150451	0.154185	0.180897	0.169278	0.219067	0.21823	0.199953	0.205499	0.199516	0.245946	0.234545	0.230059	0.234461	0.220276	0.242294	0.245554	0.221443	0.240703	0.230612	0.216958	0.212177	0.236519	0.221232	0.219788	0.224291	0.230278	0.228543	0.203869	0.210265	0.204727	0.285615	0.32797	0.340175	0.302588	0.273162	0.213456	0.229882	0.226524	0.223326	0.213762	0.215428	0.23514	0.215688	0.213027	0.271508	0.264904	0.258498	0.261057	0.257028	0.266089	0.270864	0.266247	0.268862	0.263586	0.277865	0.278625	0.315147	0.360196	0.272501	0.264526	0.270588	0.324454	0.304821	0.305488	0.320456	0.307506	0.270801	0.28	0.294562	0.266307	0.283682	0.256683	0.273167	0.247166	0.253055	0.238838	0.264392	0.263301	0.453648	0.502166	0.499168	0.497283	0.498242	0.479605	0.503823	0.516445	0.507605	0.472765	0.476127	0.434114	0.431779	0.436076	0.433054	0.392609	0.374755	0.39339	0.480041	0.478646	0.476622	0.480818	0.523449	0.524961	0.584855	0.588174	0.584397	0.569208	0.626208	0.688427	0.688412	0.679065	0.568088	0.568111	0.523393	0.518788	0.484198	0.245147	0.25377	0.240557	0.270067	0.274045	0.290395	0.281488	0.286283	0.294028	0.243733	0.249062	0.273546	0.283265	0.250717	0.252897	0.255439	0.270694	0.267108	0.339589	0.36284	0.275705	0.27427	0.251746	0.312926	0.309226	0.268989	0.262701	0.264803	0.245539	0.248776	0.249321	0.23868	0.23868	0.252808	0.236627	0.224982	0.265843	0.285104	0.270723	0.262477	0.294996	0.285547	0.256976	0.246367	0.252578	0.279907	0.318152	0.29848	0.370833	0.30146	0.287417	0.314338	0.289241	0.304085	0.302427	0.288793	0.325293	0.35788	0.337271	0.346492	0.335243	0.345898	0.353067	0.32957	0.331824	0.327944	0.316504	0.322481	0.341964	0.3851	0.313787	0.345876	0.302195	0.274679	0.249107	0.25172	0.254292	0.231279	0.25962	0.311088	0.306747	0.215367	0.220809	0.226917	0.21421	0.23551	0.201015	0.20342	0.207598	0.219897	0.221375	0.240853	0.234341	0.23696	0.229141	0.234509	0.230554	0.203139	0.30207	0.272758	0.267492	0.25541	0.269659	0.270909
Hippolais_icterina	0.229351	0.0292802	0	0.103423	0.0933149	0.0846237	0.110874	0.0854511	0.0888189	0.103706	0.106633	0.108529	0.0904099	0.0943809	0.0993022	0.0886466	0.0903202	0.0954074	0.117374	0.111539	0.106508	0.108008	0.108839	0.103413	0.0866692	0.0882522	0.126378	0.138264	0.10987	0.112135	0.0997434	0.12737	0.140721	0.101617	0.0991331	0.110584	0.0973598	0.101112	0.120297	0.125778	0.10795	0.0963973	0.112079	0.101713	0.10646	0.100785	0.15322	0.11649	0.113074	0.104191	0.121554	0.113999	0.115444	0.141411	0.116178	0.120107	0.114496	0.134561	0.130919	0.130583	0.126309	0.127377	0.133714	0.135705	0.132254	0.13199	0.122898	0.126051	0.131071	0.13233	0.129583	0.127599	0.122887	0.135983	0.124551	0.126865	0.135969	0.131295	0.129308	0.130892	0.127754	0.107353	0.112401	0.127059	0.13347	0.131829	0.140286	0.124786	0.11632	0.110133	0.110292	0.112807	0.115074	0.12273	0.116679	0.108705	0.108618	0.101179	0.13248	0.120487	0.127402	0.12546	0.126078	0.122256	0.1165	0.111732	0.142634	0.134561	0.134561	0.131374	0.171482	0.15042	0.134583	0.131339	0.135085	0.120047	0.125281	0.154049	0.12215	0.13842	0.153223	0.144284	0.148156	0.126364	0.124498	0.156912	0.13353	0.141194	0.123871	0.131615	0.132146	0.139641	0.144049	0.120756	0.114503	0.119295	0.134377	0.128615	0.158459	0.15518	0.144961	0.165582	0.169395	0.146749	0.150482	0.177194	0.165576	0.215364	0.214527	0.196251	0.201796	0.195813	0.242243	0.230842	0.226356	0.230758	0.216574	0.238591	0.241852	0.21774	0.237	0.22691	0.213255	0.208474	0.232817	0.217529	0.216086	0.220589	0.226575	0.224841	0.200167	0.206562	0.201024	0.281912	0.324267	0.336473	0.298885	0.269459	0.209754	0.22618	0.222821	0.219623	0.21006	0.211725	0.231437	0.211985	0.209324	0.267806	0.261201	0.254796	0.257355	0.253326	0.262386	0.267162	0.262544	0.265159	0.259883	0.274162	0.274922	0.311445	0.356493	0.268798	0.260824	0.266885	0.320751	0.301119	0.301785	0.316753	0.303803	0.267098	0.276298	0.290859	0.262604	0.279979	0.25298	0.269465	0.243463	0.249352	0.235135	0.26069	0.259598	0.449946	0.498463	0.495466	0.493581	0.494539	0.475903	0.50012	0.512742	0.503902	0.469062	0.472425	0.430411	0.428077	0.432373	0.429351	0.388906	0.371052	0.389688	0.476338	0.474943	0.47292	0.477116	0.519746	0.521258	0.581153	0.584471	0.580695	0.565505	0.622506	0.684724	0.684709	0.675362	0.564385	0.564409	0.51969	0.515086	0.480495	0.241445	0.250068	0.236854	0.266365	0.270342	0.286692	0.277786	0.28258	0.290326	0.24003	0.24536	0.269844	0.279562	0.247014	0.249194	0.251737	0.266991	0.263405	0.335887	0.359137	0.272002	0.270567	0.248043	0.309223	0.305523	0.265286	0.258998	0.261101	0.241836	0.245073	0.245618	0.234978	0.234978	0.249105	0.232924	0.221279	0.26214	0.281402	0.267021	0.258775	0.291293	0.281844	0.253273	0.242664	0.248875	0.276204	0.314449	0.294778	0.36713	0.297758	0.283714	0.310635	0.285539	0.300383	0.298724	0.28509	0.321591	0.354178	0.333569	0.342789	0.331541	0.342195	0.349364	0.325867	0.328121	0.324242	0.312802	0.318778	0.338261	0.381397	0.310085	0.342174	0.298492	0.270977	0.245405	0.248017	0.25059	0.227577	0.255918	0.307385	0.303044	0.211664	0.217106	0.223215	0.210508	0.231807	0.197313	0.199717	0.203895	0.216194	0.217673	0.237151	0.230639	0.233257	0.225439	0.230806	0.226852	0.199436	0.298367	0.269056	0.263789	0.251707	0.265956	0.267207
Cisticola_juncidis	0.244168	0.107126	0.103423	0	0.108132	0.0994403	0.12569	0.100268	0.103636	0.118523	0.12145	0.123346	0.105227	0.109198	0.114119	0.103463	0.105137	0.110224	0.132191	0.126356	0.121325	0.122824	0.123655	0.118229	0.101486	0.103069	0.141194	0.153081	0.124687	0.126951	0.11456	0.142186	0.155538	0.116434	0.11395	0.125401	0.112176	0.115929	0.135114	0.140595	0.122767	0.111214	0.126896	0.11653	0.121277	0.115602	0.168036	0.131307	0.127891	0.119007	0.136371	0.128815	0.130261	0.156228	0.130995	0.134924	0.129313	0.149378	0.145736	0.1454	0.141126	0.142194	0.14853	0.150522	0.147071	0.146806	0.137715	0.140867	0.145887	0.147146	0.1444	0.142415	0.137703	0.1508	0.139368	0.141682	0.150785	0.146112	0.144124	0.145708	0.142571	0.12217	0.127217	0.141875	0.148286	0.146645	0.155103	0.139602	0.131137	0.12495	0.125108	0.127623	0.129891	0.137547	0.131496	0.123522	0.123434	0.115996	0.147296	0.135303	0.142219	0.140277	0.140895	0.137072	0.131317	0.126549	0.157451	0.149377	0.149377	0.14619	0.186299	0.165237	0.1494	0.146156	0.149902	0.134864	0.140097	0.168865	0.136967	0.153236	0.16804	0.1591	0.162973	0.141181	0.139315	0.171729	0.148347	0.15601	0.138687	0.146432	0.146962	0.154458	0.158866	0.135573	0.129319	0.134112	0.149193	0.143432	0.173275	0.169997	0.159777	0.180398	0.184212	0.161565	0.165299	0.192011	0.180392	0.230181	0.229344	0.211067	0.216613	0.21063	0.25706	0.245659	0.241173	0.245575	0.23139	0.253408	0.256668	0.232557	0.251817	0.241726	0.228072	0.223291	0.247633	0.232346	0.230902	0.235405	0.241392	0.239657	0.214984	0.221379	0.215841	0.296729	0.339084	0.351289	0.313702	0.284276	0.22457	0.240996	0.237638	0.23444	0.224876	0.226542	0.246254	0.226802	0.224141	0.282622	0.276018	0.269612	0.272171	0.268143	0.277203	0.281978	0.277361	0.279976	0.2747	0.288979	0.289739	0.326261	0.37131	0.283615	0.27564	0.281702	0.335568	0.315935	0.316602	0.33157	0.31862	0.281915	0.291115	0.305676	0.277421	0.294796	0.267797	0.284281	0.25828	0.264169	0.249952	0.275506	0.274415	0.464762	0.51328	0.510282	0.508397	0.509356	0.490719	0.514937	0.527559	0.518719	0.483879	0.487241	0.445228	0.442893	0.44719	0.444168	0.403723	0.385869	0.404505	0.491155	0.48976	0.487736	0.491932	0.534563	0.536075	0.595969	0.599288	0.595511	0.580322	0.637322	0.699541	0.699526	0.690179	0.579202	0.579225	0.534507	0.529902	0.495312	0.256261	0.264884	0.251671	0.281181	0.285159	0.301509	0.292602	0.297397	0.305142	0.254847	0.260176	0.28466	0.294379	0.261831	0.264011	0.266553	0.281808	0.278222	0.350704	0.373954	0.286819	0.285384	0.26286	0.32404	0.32034	0.280103	0.273815	0.275917	0.256653	0.25989	0.260435	0.249794	0.249794	0.263922	0.247741	0.236096	0.276957	0.296218	0.281837	0.273591	0.30611	0.296661	0.26809	0.257481	0.263692	0.291021	0.329266	0.309594	0.381947	0.312574	0.298531	0.325452	0.300355	0.315199	0.313541	0.299907	0.336407	0.368994	0.348385	0.357606	0.346357	0.357012	0.364181	0.340684	0.342938	0.339058	0.327618	0.333595	0.353078	0.396214	0.324901	0.35699	0.313309	0.285793	0.260221	0.262834	0.265406	0.242393	0.270734	0.322202	0.317861	0.226481	0.231923	0.238031	0.225324	0.246624	0.212129	0.214534	0.218712	0.231011	0.23249	0.251968	0.245455	0.248074	0.240255	0.245623	0.241668	0.214253	0.313184	0.283872	0.278606	0.266524	0.280773	0.282023
Aegithalos_caudatus	0.231628	0.0970175	0.0933149	0.108132	0	0.0822047	0.11315	0.087728	0.0910958	0.105983	0.10891	0.110806	0.0926868	0.0966578	0.101579	0.0909235	0.0925971	0.0976843	0.119651	0.113816	0.108785	0.110285	0.111116	0.105689	0.088946	0.0905291	0.128654	0.140541	0.112147	0.114412	0.10202	0.129647	0.142998	0.103894	0.10141	0.112861	0.0996367	0.103389	0.122574	0.128055	0.110227	0.0986742	0.114356	0.10399	0.108737	0.103062	0.155497	0.118767	0.115351	0.106467	0.123831	0.116275	0.117721	0.143688	0.118455	0.122384	0.116773	0.136838	0.133196	0.13286	0.128586	0.129654	0.135991	0.137982	0.134531	0.134266	0.125175	0.128327	0.133348	0.134606	0.13186	0.129876	0.125164	0.13826	0.126828	0.129142	0.138246	0.133572	0.131585	0.133169	0.130031	0.10963	0.114678	0.129336	0.135747	0.134106	0.142563	0.127063	0.118597	0.11241	0.112569	0.115083	0.117351	0.125007	0.118956	0.110982	0.110895	0.103456	0.134757	0.122764	0.129679	0.127737	0.128355	0.124533	0.118777	0.114009	0.144911	0.136838	0.136838	0.133651	0.173759	0.152697	0.13686	0.133616	0.137362	0.122324	0.127558	0.156326	0.124427	0.140697	0.1555	0.14656	0.150433	0.128641	0.126775	0.159189	0.135807	0.143471	0.126148	0.133892	0.134422	0.141918	0.146326	0.123033	0.11678	0.121572	0.136653	0.130892	0.160736	0.157457	0.147238	0.167859	0.171672	0.149025	0.152759	0.179471	0.167853	0.217641	0.216804	0.198528	0.204073	0.19809	0.24452	0.233119	0.228633	0.233035	0.21885	0.240868	0.244129	0.220017	0.239277	0.229186	0.215532	0.210751	0.235094	0.219806	0.218363	0.222865	0.228852	0.227118	0.202444	0.208839	0.203301	0.284189	0.326544	0.33875	0.301162	0.271736	0.21203	0.228456	0.225098	0.2219	0.212337	0.214002	0.233714	0.214262	0.211601	0.270082	0.263478	0.257073	0.259631	0.255603	0.264663	0.269439	0.264821	0.267436	0.26216	0.276439	0.277199	0.313721	0.35877	0.271075	0.263101	0.269162	0.323028	0.303395	0.304062	0.31903	0.30608	0.269375	0.278575	0.293136	0.264881	0.282256	0.255257	0.271742	0.24574	0.251629	0.237412	0.262966	0.261875	0.452222	0.50074	0.497743	0.495858	0.496816	0.478179	0.502397	0.515019	0.506179	0.471339	0.474701	0.432688	0.430354	0.43465	0.431628	0.391183	0.373329	0.391965	0.478615	0.47722	0.475196	0.479393	0.522023	0.523535	0.58343	0.586748	0.582972	0.567782	0.624783	0.687001	0.686986	0.677639	0.566662	0.566685	0.521967	0.517362	0.482772	0.243722	0.252344	0.239131	0.268641	0.272619	0.288969	0.280062	0.284857	0.292602	0.242307	0.247636	0.27212	0.281839	0.249291	0.251471	0.254014	0.269268	0.265682	0.338164	0.361414	0.274279	0.272844	0.25032	0.3115	0.3078	0.267563	0.261275	0.263377	0.244113	0.24735	0.247895	0.237255	0.237255	0.251382	0.235201	0.223556	0.264417	0.283678	0.269298	0.261052	0.29357	0.284121	0.25555	0.244941	0.251152	0.278481	0.316726	0.297055	0.369407	0.300035	0.285991	0.312912	0.287815	0.30266	0.301001	0.287367	0.323868	0.356454	0.335846	0.345066	0.333818	0.344472	0.351641	0.328144	0.330398	0.326518	0.315078	0.321055	0.340538	0.383674	0.312361	0.34445	0.300769	0.273254	0.247681	0.250294	0.252867	0.229854	0.258194	0.309662	0.305321	0.213941	0.219383	0.225492	0.212785	0.234084	0.199589	0.201994	0.206172	0.218471	0.21995	0.239428	0.232915	0.235534	0.227715	0.233083	0.229128	0.201713	0.300644	0.271333	0.266066	0.253984	0.268233	0.269483
