	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Aegithalos_caudatus	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Cisticola_juncidis	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Alaudala_cheleensis	Oxylabes_madagascariensis	Hirundo_rustica	Locustella_ochotensis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Panurus_biarmicus	Sylvietta_virens	Nicator_chloris	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Calcarius_ornatus	Setophaga_coronata	Setophaga_kirtlandii	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Sporophila_hypoxantha	Nesospiza_acunhae	Emberiza_fucata	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Regulus_satrapa	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Elachura_formosa	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Bombycilla_garrulus	Phainopepla_nitens	Melanocharis_versteri	Cnemophilus_loriae	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Eulacestoma_nigropectus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Struthidea_cinerea	Dicrurus_megarhynchus	Myiagra_hebetior	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Paradisaea_raggiana	Vireo_altiloquus	Daphoenositta_chrysoptera	Dryoscopus_gambensis	Mystacornis_crossleyi	Dyaphorophyia_castanea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Erpornis_zantholeuca	Oriolus_oriolus	Pteruthius_melanotis	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Oreocharis_arfaki	Mohoua_ochrocephala	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Malurus_elegans	Pardalotus_punctatus	Origma_solitaria	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Scytalopus_superciliaris	Grallaria_varia	Cephalopterus_ornatus	Mionectes_macconnelli	Tachuris_rubrigastra	Neopipo_cinnamomea	Tyrannus_savana	Oxyruncus_cristatus	Pachyramphus_minor	Piprites_chloris	Onychorhynchus_coronatus	Lepidothrix_coronata	Manacus_manacus	Aegotheles_bennettii	Chionis_minor	Pluvianellus_socialis	Burhinus_bistriatus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Alca_torda	Cepphus_grylle	Uria_aalge	Uria_lomvia	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Nyctibius_bracteatus	Nyctibius_grandis	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Heliornis_fulica	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Podargus_strigoides	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Steatornis_caripensis	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Eudromia_elegans	Struthio_camelus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Aptenodytes_forsteri	Pygoscelis_adeliae	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Ciconia_maguari	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Hydrobates_tethys	Gavia_stellata	Eurypyga_helias	Rhynochetos_jubatus	Phaethon_lepturus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Buceros_rhinoceros	Bucorvus_abyssinicus	Upupa_epops	Cathartes_aura	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Cariama_cristata	Chunga_burmeisteri	Opisthocomus_hoazin	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Bucco_capensis	Galbula_dea	Leptosomus_discolor	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Merops_nubicus	Apaloderma_vittatum	Trogon_melanurus	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Colius_striatus	Urocolius_indicus
Acanthisitta_chloris	0	0.269475	0.267073	0.287206	0.293634	0.286412	0.293082	0.289803	0.280454	0.282762	0.290508	0.264579	0.255831	0.256371	0.280942	0.260393	0.308063	0.269064	0.254352	0.257333	0.311178	0.267588	0.282245	0.312257	0.270466	0.279208	0.275993	0.247833	0.277971	0.255576	0.267877	0.273078	0.270475	0.27634	0.27891	0.294918	0.27659	0.274478	0.288886	0.291925	0.292308	0.283874	0.274925	0.274955	0.27762	0.284899	0.280861	0.284064	0.283065	0.272138	0.273191	0.279871	0.264296	0.261738	0.269997	0.271442	0.25895	0.261587	0.307524	0.304987	0.283916	0.285316	0.260818	0.274805	0.271001	0.258474	0.258279	0.275406	0.260074	0.254939	0.272969	0.250329	0.25746	0.261186	0.260745	0.26561	0.291918	0.277088	0.279902	0.295431	0.275818	0.279958	0.278363	0.296527	0.278932	0.274274	0.285469	0.289072	0.261001	0.26493	0.335647	0.26628	0.263336	0.257723	0.25019	0.264628	0.272163	0.221971	0.23261	0.261561	0.218711	0.267486	0.274657	0.24026	0.262177	0.236542	0.227919	0.215458	0.230325	0.238981	0.235194	0.235199	0.246416	0.248322	0.228212	0.238954	0.242259	0.264001	0.227839	0.236103	0.246528	0.258247	0.240411	0.26001	0.256301	0.276643	0.261355	0.228967	0.270275	0.246887	0.260346	0.263062	0.219095	0.222067	0.221652	0.223289	0.229125	0.226586	0.231799	0.288673	0.235194	0.2207	0.234687	0.230293	0.244722	0.20677	0.178269	0.19634	0.213096	0.195629	0.187609	0.184487	0.238041	0.216881	0.216265	0.206887	0.255298	0.265994	0.269004	0.209187	0.306834	0.228402	0.226125	0.224252	0.222797	0.226023	0.241671	0.23411	0.230613	0.225467	0.215269	0.197867	0.242058	0.213404	0.221643	0.185356	0.184397	0.197063	0.182763	0.189276	0.1908	0.194013	0.189619	0.18718	0.187713	0.191748	0.191744	0.198513	0.190512	0.198984	0.191774	0.190618	0.200729	0.310743	0.219224	0.213814	0.202703	0.225341	0.240735	0.249574	0.236864	0.232663	0.226223	0.234535	0.208316	0.184969	0.180241	0.209639	0.198444	0.205549	0.21171	0.217135	0.207957	0.230572	0.272317	0.275809	0.287654	0.257158	0.235192	0.200587	0.240257	0.228112	0.235282	0.223274	0.305137	0.339095	0.347603	0.349629	0.342532	0.327495	0.327737	0.333516	0.324952	0.303085	0.299111	0.279765	0.279765	0.279054	0.289741	0.283136	0.248863	0.251901	0.319157	0.319179	0.313995	0.313995	0.362336	0.362274	0.312636	0.324185	0.374152	0.371611	0.376421	0.370908	0.361257	0.350305	0.403748	0.402452	0.409445	0.395947	0.333961	0.214009	0.222061	0.21866	0.2198	0.22221	0.225926	0.224676	0.191021	0.18638	0.20961	0.216856	0.188775	0.207722	0.187474	0.186075	0.192549	0.174956	0.176368	0.185605	0.177194	0.181158	0.189365	0.192496	0.197482	0.173742	0.191331	0.207314	0.258023	0.253229	0.228253	0.194202	0.205849	0.229654	0.224103	0.223083	0.247417	0.239789	0.243712	0.214732	0.229656	0.222746	0.227894	0.271117	0.246765	0.342758	0.163616	0.308535	0.291722	0.253346	0.278035	0.247991	0.238328	0.280845	0.191255	0.188521	0.225607	0.18618	0.183676	0.213426	0.215344	0.196153	0.199801	0.180812	0.248122	0.28254	0.198502	0.301847	0.300731	0.27114	0.257499	0.268685	0.257082	0.240891	0.296561	0.237273	0.231579	0.219899	0.193369	0.238981	0.201874	0.253503	0.261923	0.176309	0.175081	0.182471	0.181278	0.176776	0.189678	0.162037	0.34933	0.308733	0.328945	0.317571	0.317954	0.30107	0.285229	0.216702	0.218502
Acrocephalus_arundinaceus	0.269475	0	0.0429644	0.121623	0.128051	0.120829	0.127499	0.12422	0.114871	0.117179	0.124925	0.108009	0.0992607	0.0998064	0.124377	0.103829	0.151498	0.1125	0.0977882	0.100769	0.15736	0.11377	0.128427	0.158439	0.116648	0.125389	0.122174	0.101693	0.131831	0.112693	0.127483	0.132684	0.130082	0.135947	0.138517	0.154524	0.136196	0.134084	0.148493	0.151531	0.151915	0.14348	0.134531	0.134562	0.137227	0.144506	0.140467	0.14367	0.142672	0.131745	0.132798	0.139477	0.123902	0.121344	0.129603	0.131049	0.118557	0.121193	0.167131	0.164594	0.143523	0.144922	0.120424	0.134411	0.130607	0.118081	0.117886	0.135013	0.11968	0.114545	0.132576	0.109935	0.117066	0.120792	0.120351	0.125217	0.151524	0.136695	0.139508	0.155037	0.135425	0.139564	0.137969	0.156134	0.138538	0.13388	0.145076	0.148679	0.120607	0.124536	0.195254	0.135364	0.13242	0.126807	0.119274	0.136739	0.144274	0.123095	0.136408	0.16536	0.128611	0.177387	0.184558	0.15016	0.178655	0.15302	0.144397	0.131936	0.146803	0.155459	0.151673	0.151677	0.162894	0.1648	0.14469	0.155432	0.158737	0.180479	0.144317	0.152581	0.163006	0.174725	0.156889	0.176488	0.172779	0.193121	0.177833	0.145445	0.186753	0.163365	0.176824	0.17954	0.135573	0.138545	0.13813	0.141663	0.1525	0.163207	0.16842	0.225293	0.171815	0.157321	0.20721	0.202816	0.234509	0.196557	0.251405	0.269476	0.286232	0.268765	0.260745	0.257623	0.311177	0.290017	0.289401	0.280023	0.328434	0.33913	0.34214	0.282323	0.37997	0.301538	0.299261	0.297388	0.295933	0.299159	0.314807	0.307246	0.303749	0.298603	0.288405	0.271003	0.326761	0.298107	0.306346	0.27006	0.269101	0.281766	0.267466	0.273979	0.275503	0.278717	0.274322	0.271884	0.272417	0.276451	0.276448	0.283216	0.275215	0.283688	0.276477	0.275322	0.285433	0.395447	0.303927	0.298518	0.287407	0.310044	0.325439	0.334278	0.321567	0.317366	0.310926	0.319239	0.293019	0.269672	0.264944	0.294342	0.283147	0.290252	0.296413	0.301838	0.29266	0.315275	0.35702	0.360513	0.372357	0.341862	0.319896	0.285291	0.32496	0.312815	0.319985	0.307978	0.38984	0.423798	0.432307	0.434332	0.427235	0.412199	0.41244	0.418219	0.409655	0.387788	0.383814	0.364468	0.364468	0.363757	0.374444	0.367839	0.333566	0.336604	0.40386	0.403882	0.398698	0.398698	0.44704	0.446978	0.397339	0.408889	0.458855	0.456314	0.461124	0.455612	0.44596	0.435008	0.488452	0.487155	0.494149	0.48065	0.418665	0.298713	0.306765	0.303363	0.304503	0.306913	0.310629	0.30938	0.275724	0.271083	0.294314	0.30156	0.273479	0.292425	0.272178	0.270779	0.277252	0.259659	0.261071	0.270308	0.261897	0.265862	0.274068	0.2772	0.282186	0.258445	0.276034	0.292017	0.342727	0.337932	0.312956	0.278905	0.290552	0.314358	0.308807	0.307786	0.33212	0.324492	0.328416	0.299436	0.31436	0.307449	0.312597	0.355821	0.331469	0.427462	0.24832	0.393238	0.376425	0.338049	0.362739	0.332694	0.323032	0.365549	0.275958	0.273224	0.310311	0.270884	0.268379	0.298129	0.300047	0.280856	0.284504	0.265515	0.332826	0.367243	0.283205	0.38655	0.385434	0.355843	0.342202	0.353389	0.341785	0.325595	0.381264	0.321976	0.316282	0.304602	0.278072	0.323684	0.286578	0.338207	0.346626	0.261013	0.259784	0.267174	0.265981	0.261479	0.274381	0.24674	0.434034	0.393437	0.413649	0.402275	0.402658	0.385773	0.369932	0.301406	0.303205
Hippolais_icterina	0.267073	0.0429644	0	0.119221	0.125649	0.118427	0.125097	0.121818	0.112469	0.114777	0.122523	0.105607	0.0968587	0.0974044	0.121975	0.101427	0.149096	0.110098	0.0953863	0.098367	0.154958	0.111368	0.126025	0.156037	0.114246	0.122987	0.119772	0.0992915	0.129429	0.110291	0.125081	0.130282	0.12768	0.133545	0.136115	0.152122	0.133795	0.131682	0.146091	0.14913	0.149513	0.141078	0.132129	0.13216	0.134825	0.142104	0.138065	0.141268	0.14027	0.129343	0.130396	0.137076	0.1215	0.118942	0.127201	0.128647	0.116155	0.118791	0.164729	0.162192	0.141121	0.14252	0.118022	0.132009	0.128206	0.115679	0.115484	0.132611	0.117278	0.112143	0.130174	0.107533	0.114664	0.11839	0.117949	0.122815	0.149122	0.134293	0.137106	0.152635	0.133023	0.137162	0.135568	0.153732	0.136136	0.131478	0.142674	0.146277	0.118205	0.122134	0.192852	0.132962	0.130018	0.124405	0.116872	0.134337	0.141872	0.120693	0.134006	0.162958	0.126209	0.174985	0.182156	0.147758	0.176253	0.150618	0.141995	0.129534	0.144401	0.153057	0.149271	0.149275	0.160492	0.162398	0.142288	0.15303	0.156335	0.178077	0.141915	0.150179	0.160604	0.172323	0.154487	0.174086	0.170377	0.190719	0.175431	0.143043	0.184351	0.160963	0.174422	0.177138	0.133171	0.136143	0.135728	0.139261	0.150098	0.160805	0.166018	0.222891	0.169413	0.154919	0.204808	0.200414	0.232107	0.194155	0.249003	0.267074	0.28383	0.266363	0.258343	0.255221	0.308775	0.287615	0.286999	0.277621	0.326032	0.336728	0.339738	0.279921	0.377568	0.299136	0.296859	0.294986	0.293531	0.296757	0.312405	0.304844	0.301347	0.296201	0.286003	0.268601	0.324359	0.295705	0.303944	0.267658	0.266699	0.279364	0.265064	0.271577	0.273101	0.276315	0.27192	0.269482	0.270015	0.274049	0.274046	0.280814	0.272813	0.281286	0.274075	0.27292	0.283031	0.393045	0.301525	0.296116	0.285005	0.307642	0.323037	0.331876	0.319165	0.314964	0.308524	0.316837	0.290617	0.26727	0.262542	0.29194	0.280745	0.28785	0.294011	0.299436	0.290258	0.312873	0.354618	0.358111	0.369955	0.33946	0.317494	0.282889	0.322558	0.310413	0.317583	0.305576	0.387439	0.421396	0.429905	0.43193	0.424833	0.409797	0.410038	0.415817	0.407253	0.385386	0.381412	0.362066	0.362066	0.361355	0.372042	0.365437	0.331164	0.334202	0.401458	0.40148	0.396296	0.396296	0.444638	0.444576	0.394937	0.406487	0.456453	0.453912	0.458722	0.45321	0.443558	0.432606	0.48605	0.484753	0.491747	0.478248	0.416263	0.296311	0.304363	0.300961	0.302101	0.304511	0.308227	0.306978	0.273322	0.268681	0.291912	0.299158	0.271077	0.290023	0.269776	0.268377	0.27485	0.257257	0.258669	0.267906	0.259495	0.26346	0.271666	0.274798	0.279784	0.256043	0.273633	0.289615	0.340325	0.33553	0.310554	0.276503	0.28815	0.311956	0.306405	0.305384	0.329718	0.32209	0.326014	0.297034	0.311958	0.305047	0.310195	0.353419	0.329067	0.42506	0.245918	0.390836	0.374023	0.335647	0.360337	0.330292	0.32063	0.363147	0.273556	0.270822	0.307909	0.268482	0.265977	0.295727	0.297645	0.278454	0.282102	0.263113	0.330424	0.364841	0.280803	0.384148	0.383032	0.353441	0.3398	0.350987	0.339383	0.323193	0.378862	0.319574	0.31388	0.302201	0.27567	0.321282	0.284176	0.335805	0.344224	0.258611	0.257382	0.264772	0.263579	0.259077	0.271979	0.244338	0.431632	0.391035	0.411247	0.399873	0.400256	0.383371	0.36753	0.299004	0.300803
Brachypodius_atriceps	0.287206	0.121623	0.119221	0	0.0691503	0.131376	0.138046	0.134767	0.125418	0.127726	0.135472	0.125741	0.116992	0.117538	0.142109	0.121561	0.16923	0.130232	0.11552	0.118501	0.175091	0.131502	0.146158	0.17617	0.134379	0.143121	0.139906	0.119425	0.149563	0.130425	0.145215	0.150416	0.147813	0.153679	0.156248	0.172256	0.153928	0.151816	0.166225	0.169263	0.169646	0.161212	0.152263	0.152293	0.154958	0.162237	0.158199	0.161402	0.160403	0.149477	0.150529	0.157209	0.141634	0.139076	0.147335	0.14878	0.136288	0.138925	0.184862	0.182325	0.161254	0.162654	0.138156	0.152143	0.148339	0.135812	0.135617	0.152745	0.137412	0.132277	0.150307	0.127667	0.134798	0.138524	0.138083	0.142949	0.169256	0.154427	0.15724	0.172769	0.153157	0.157296	0.155701	0.173866	0.15627	0.151612	0.162807	0.166411	0.138339	0.142268	0.212985	0.153095	0.150151	0.144538	0.137005	0.154471	0.162005	0.140827	0.15414	0.183091	0.146343	0.195119	0.202289	0.167892	0.196387	0.170751	0.162129	0.149668	0.164534	0.173191	0.169404	0.169409	0.180625	0.182531	0.162421	0.173164	0.176468	0.19821	0.162049	0.170313	0.180738	0.192457	0.174621	0.19422	0.190511	0.210853	0.195564	0.163176	0.204485	0.181096	0.194555	0.197271	0.153305	0.156276	0.155862	0.159395	0.170232	0.180938	0.186151	0.243025	0.189546	0.175052	0.224942	0.220547	0.25224	0.214289	0.269136	0.287207	0.303964	0.286497	0.278477	0.275355	0.328909	0.307749	0.307133	0.297754	0.346166	0.356862	0.359872	0.300055	0.397702	0.319269	0.316993	0.315119	0.313665	0.31689	0.332538	0.324978	0.32148	0.316334	0.306137	0.288735	0.344493	0.315839	0.324078	0.287791	0.286832	0.299498	0.285198	0.291711	0.293235	0.296448	0.292054	0.289615	0.290148	0.294183	0.294179	0.300948	0.292947	0.301419	0.294208	0.293053	0.303164	0.413178	0.321659	0.316249	0.305138	0.327776	0.34317	0.352009	0.339299	0.335098	0.328658	0.33697	0.310751	0.287404	0.282676	0.312074	0.300879	0.307984	0.314145	0.31957	0.310392	0.333007	0.374752	0.378244	0.390088	0.359593	0.337627	0.303022	0.342692	0.330547	0.337717	0.325709	0.407572	0.44153	0.450038	0.452064	0.444967	0.42993	0.430172	0.435951	0.427387	0.40552	0.401546	0.3822	0.3822	0.381488	0.392175	0.385571	0.351298	0.354336	0.421592	0.421614	0.41643	0.41643	0.464771	0.464709	0.415071	0.42662	0.476586	0.474046	0.478856	0.473343	0.463692	0.45274	0.506183	0.504887	0.51188	0.498381	0.436396	0.316444	0.324496	0.321095	0.322235	0.324645	0.328361	0.327111	0.293456	0.288815	0.312045	0.319291	0.29121	0.310157	0.289909	0.28851	0.294984	0.277391	0.278803	0.28804	0.279629	0.283593	0.2918	0.294931	0.299917	0.276177	0.293766	0.309749	0.360458	0.355663	0.330688	0.296637	0.308284	0.332089	0.326538	0.325518	0.349852	0.342224	0.346147	0.317167	0.332091	0.325181	0.330329	0.373552	0.3492	0.445193	0.266051	0.41097	0.394157	0.355781	0.38047	0.350426	0.340763	0.38328	0.29369	0.290956	0.328042	0.288615	0.286111	0.315861	0.317778	0.298588	0.302236	0.283247	0.350557	0.384975	0.300937	0.404282	0.403166	0.373575	0.359934	0.37112	0.359517	0.343326	0.398996	0.339708	0.334014	0.322334	0.295804	0.341416	0.304309	0.355938	0.364358	0.278744	0.277516	0.284906	0.283713	0.279211	0.292112	0.264472	0.451765	0.411168	0.43138	0.420006	0.420389	0.403505	0.387664	0.319137	0.320937
Pycnonotus_jocosus	0.293634	0.128051	0.125649	0.0691503	0	0.137804	0.144473	0.141195	0.131846	0.134154	0.141899	0.132168	0.12342	0.123965	0.148536	0.127988	0.175657	0.136659	0.121947	0.124928	0.181519	0.137929	0.152586	0.182598	0.140807	0.149548	0.146333	0.125852	0.15599	0.136852	0.151642	0.156843	0.154241	0.160106	0.162676	0.178683	0.160356	0.158243	0.172652	0.175691	0.176074	0.167639	0.15869	0.158721	0.161386	0.168665	0.164626	0.167829	0.166831	0.155904	0.156957	0.163637	0.148061	0.145503	0.153763	0.155208	0.142716	0.145352	0.19129	0.188753	0.167682	0.169081	0.144583	0.15857	0.154767	0.14224	0.142045	0.159172	0.143839	0.138704	0.156735	0.134094	0.141226	0.144951	0.14451	0.149376	0.175683	0.160854	0.163667	0.179196	0.159584	0.163723	0.162129	0.180293	0.162697	0.158039	0.169235	0.172838	0.144766	0.148695	0.219413	0.159523	0.156579	0.150966	0.143433	0.160898	0.168433	0.147254	0.160568	0.189519	0.15277	0.201546	0.208717	0.174319	0.202814	0.177179	0.168556	0.156095	0.170962	0.179618	0.175832	0.175836	0.187053	0.188959	0.168849	0.179591	0.182896	0.204638	0.168476	0.17674	0.187165	0.198884	0.181048	0.200647	0.196938	0.21728	0.201992	0.169604	0.210912	0.187524	0.200983	0.203699	0.159732	0.162704	0.162289	0.165822	0.176659	0.187366	0.192579	0.249452	0.195974	0.18148	0.231369	0.226975	0.258668	0.220716	0.275564	0.293635	0.310391	0.292924	0.284904	0.281782	0.335336	0.314176	0.31356	0.304182	0.352593	0.363289	0.366299	0.306482	0.404129	0.325697	0.32342	0.321547	0.320092	0.323318	0.338966	0.331405	0.327908	0.322762	0.312564	0.295162	0.35092	0.322266	0.330505	0.294219	0.29326	0.305925	0.291625	0.298138	0.299662	0.302876	0.298481	0.296043	0.296576	0.30061	0.300607	0.307376	0.299374	0.307847	0.300636	0.299481	0.309592	0.419606	0.328086	0.322677	0.311566	0.334203	0.349598	0.358437	0.345726	0.341525	0.335085	0.343398	0.317178	0.293831	0.289103	0.318501	0.307306	0.314411	0.320572	0.325997	0.316819	0.339434	0.381179	0.384672	0.396516	0.366021	0.344055	0.30945	0.349119	0.336974	0.344144	0.332137	0.414	0.447957	0.456466	0.458491	0.451394	0.436358	0.436599	0.442378	0.433814	0.411947	0.407973	0.388627	0.388627	0.387916	0.398603	0.391998	0.357726	0.360764	0.428019	0.428041	0.422857	0.422857	0.471199	0.471137	0.421498	0.433048	0.483014	0.480473	0.485283	0.479771	0.470119	0.459167	0.512611	0.511314	0.518308	0.504809	0.442824	0.322872	0.330924	0.327522	0.328662	0.331072	0.334788	0.333539	0.299883	0.295242	0.318473	0.325719	0.297638	0.316584	0.296337	0.294938	0.301411	0.283818	0.28523	0.294467	0.286056	0.290021	0.298227	0.301359	0.306345	0.282604	0.300194	0.316176	0.366886	0.362091	0.337115	0.303064	0.314711	0.338517	0.332966	0.331945	0.356279	0.348651	0.352575	0.323595	0.338519	0.331608	0.336756	0.37998	0.355628	0.451621	0.272479	0.417397	0.400584	0.362208	0.386898	0.356853	0.347191	0.389708	0.300117	0.297383	0.33447	0.295043	0.292538	0.322288	0.324206	0.305015	0.308663	0.289674	0.356985	0.391402	0.307364	0.410709	0.409593	0.380002	0.366361	0.377548	0.365944	0.349754	0.405423	0.346135	0.340441	0.328762	0.302231	0.347843	0.310737	0.362366	0.370785	0.285172	0.283943	0.291333	0.29014	0.285638	0.29854	0.270899	0.458193	0.417596	0.437808	0.426434	0.426817	0.409932	0.394091	0.325565	0.327364
