	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Cisticola_juncidis	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Alaudala_cheleensis	Panurus_biarmicus	Sylvietta_virens	Pomatorhinus_ruficollis	Nicator_chloris	Hirundo_rustica	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Leiothrix_lutea	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Bombycilla_garrulus	Phainopepla_nitens	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Regulus_satrapa	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Buphagus_erythrorhynchus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Cinclus_mexicanus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Catharus_fuscescens	Tichodroma_muraria	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Emberiza_fucata	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Calcarius_ornatus	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Rhodinocichla_rosea	Setophaga_coronata	Setophaga_kirtlandii	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Irena_cyanogastra	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Callaeas_wilsoni	Chaetops_frenatus	Notiomystis_cincta	Drymodes_brunneopygia	Melanocharis_versteri	Aleadryas_rufinucha	Falcunculus_frontatus	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Pachycephala_philippinensis	Oreocharis_arfaki	Dryoscopus_gambensis	Rhagologus_leucostigma	Dyaphorophyia_castanea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Mystacornis_crossleyi	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Ifrita_kowaldi	Paradisaea_raggiana	Myiagra_hebetior	Struthidea_cinerea	Rhipidura_dahli	Eulacestoma_nigropectus	Oriolus_oriolus	Cnemophilus_loriae	Daphoenositta_chrysoptera	Edolisoma_coerulescens	Mohoua_ochrocephala	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Pitta_sordida	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Tyrannus_savana	Mionectes_macconnelli	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Piprites_chloris	Pachyramphus_minor	Tachuris_rubrigastra	Neopipo_cinnamomea	Oxyruncus_cristatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Antrostomus_carolinensis	Nyctiprogne_leucopyga	Chordeiles_acutipennis	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Eurypyga_helias	Rhynochetos_jubatus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Psophia_crepitans	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Steatornis_caripensis	Opisthocomus_hoazin	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Cairina_moschata	Asarcornis_scutulata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_owenii	Apteryx_haastii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Struthio_camelus	Phaethon_lepturus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Cochlearius_cochlearius	Egretta_garzetta	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Gavia_stellata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Aptenodytes_forsteri	Pygoscelis_adeliae	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Colius_striatus	Urocolius_indicus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Leptosomus_discolor	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Cathartes_aura	Mesitornis_unicolor	Apaloderma_vittatum	Trogon_melanurus	Cariama_cristata	Chunga_burmeisteri	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Bucco_capensis	Galbula_dea	Buceros_rhinoceros	Bucorvus_abyssinicus	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans
Acanthisitta_chloris	0	0.130715	0.130897	0.129478	0.125015	0.137294	0.137084	0.139435	0.133857	0.143574	0.130083	0.126949	0.128286	0.137333	0.122447	0.127301	0.129442	0.128629	0.132137	0.121172	0.13816	0.134699	0.120186	0.119334	0.132999	0.140098	0.11893	0.12764	0.125249	0.115652	0.150301	0.155248	0.150036	0.150075	0.130454	0.129181	0.129273	0.124617	0.158676	0.14449	0.128377	0.147942	0.133414	0.1232	0.126809	0.115501	0.11662	0.128545	0.128663	0.130144	0.12561	0.136166	0.139097	0.136757	0.136793	0.128415	0.13323	0.135273	0.130069	0.139814	0.127812	0.131197	0.13726	0.140757	0.12553	0.1401	0.13311	0.132001	0.126507	0.132431	0.129877	0.129909	0.134411	0.137838	0.135625	0.121076	0.13827	0.126736	0.129073	0.131262	0.128875	0.128875	0.134478	0.130687	0.142427	0.146861	0.140272	0.130282	0.125368	0.116595	0.12785	0.123398	0.130165	0.131369	0.133485	0.130612	0.139505	0.13361	0.132163	0.139755	0.121266	0.119369	0.127158	0.113587	0.12046	0.131967	0.115748	0.124256	0.114595	0.117116	0.116796	0.122645	0.123816	0.114539	0.112464	0.116964	0.114719	0.115866	0.116963	0.114754	0.131011	0.101361	0.111263	0.122922	0.113536	0.122672	0.11236	0.114648	0.114677	0.111173	0.136813	0.128457	0.114516	0.110066	0.141691	0.122926	0.130444	0.1278	0.128495	0.143012	0.133247	0.161236	0.126459	0.106401	0.128444	0.111929	0.103956	0.1222	0.116102	0.12066	0.12473	0.125801	0.130703	0.138307	0.131077	0.141411	0.126882	0.129881	0.123962	0.126697	0.118632	0.125299	0.136271	0.114502	0.118034	0.120458	0.1403	0.129765	0.122829	0.116193	0.117798	0.172216	0.24485	0.24273	0.220767	0.193959	0.162005	0.160498	0.159661	0.15461	0.147988	0.152326	0.151931	0.151066	0.153126	0.153127	0.149948	0.153343	0.156734	0.143327	0.172655	0.162664	0.238295	0.161798	0.164691	0.171356	0.159515	0.163053	0.147846	0.151193	0.173539	0.173989	0.160565	0.192442	0.17604	0.196625	0.188529	0.198316	0.166282	0.160613	0.151148	0.13581	0.142255	0.176465	0.169355	0.211106	0.160396	0.145721	0.145148	0.165485	0.147753	0.145503	0.158839	0.218759	0.217301	0.19119	0.214792	0.205511	0.194553	0.206117	0.154257	0.161796	0.172264	0.180265	0.16708	0.170015	0.177064	0.187721	0.239374	0.234873	0.23451	0.258794	0.240732	0.244886	0.248945	0.234621	0.207917	0.177393	0.210046	0.207848	0.202252	0.20135	0.188322	0.150993	0.163597	0.21755	0.215373	0.220835	0.215423	0.280029	0.273043	0.270972	0.261956	0.251815	0.252842	0.273371	0.279604	0.2796	0.269828	0.238559	0.238916	0.211499	0.210958	0.22265	0.153499	0.15364	0.143979	0.162006	0.160916	0.160937	0.164208	0.160937	0.147415	0.1408	0.129009	0.137922	0.127236	0.141897	0.160439	0.119536	0.129766	0.121741	0.120405	0.12367	0.135228	0.134112	0.123572	0.125531	0.111449	0.149526	0.148118	0.150079	0.13446	0.126213	0.137838	0.149269	0.120788	0.117434	0.159658	0.149671	0.161146	0.193158	0.199004	0.190999	0.168207	0.168321	0.16498	0.184373	0.188244	0.128965	0.129162	0.14321	0.148994	0.11817	0.119518	0.120637	0.120212	0.119943	0.119945	0.117472	0.124042	0.115659	0.170213	0.151929	0.16281	0.128552	0.136209	0.158006	0.208647	0.181627	0.160772	0.16403	0.155442	0.162218	0.195337	0.185878	0.183196	0.183046	0.184095	0.180214	0.179331	0.169774	0.172644	0.157852	0.158958	0.145657	0.143594	0.141417	0.115862
Acrocephalus_arundinaceus	0.130715	0	0.0304394	0.0555412	0.0510773	0.0656843	0.0654744	0.0678259	0.0622472	0.0719649	0.0584737	0.0553396	0.0566767	0.065723	0.0508375	0.0556912	0.0578326	0.0570194	0.0605277	0.0495623	0.0665521	0.0630915	0.0485781	0.0477261	0.0613913	0.06849	0.0473226	0.0560322	0.0536415	0.0440448	0.0822209	0.0871672	0.0819558	0.0819941	0.0653895	0.064116	0.0642082	0.0595527	0.093611	0.0815949	0.0654846	0.0850493	0.0705214	0.0603094	0.0639179	0.0526102	0.0537292	0.0656542	0.0657721	0.0672536	0.0627193	0.0732749	0.0762067	0.0738662	0.073902	0.065524	0.0703395	0.0723843	0.0671798	0.0769254	0.0649227	0.0683083	0.0743715	0.0778684	0.0626413	0.0772107	0.0702213	0.069112	0.0636179	0.0695417	0.0669879	0.06702	0.0715217	0.0749495	0.0727366	0.0581873	0.0753807	0.0638475	0.066184	0.0683736	0.0659858	0.0659862	0.0715888	0.067798	0.0795381	0.0839718	0.0773827	0.0673933	0.0624792	0.0537062	0.0649608	0.0605096	0.0672765	0.0684805	0.0705958	0.0677227	0.0766162	0.0707214	0.0714643	0.0790559	0.0605672	0.0608334	0.0707158	0.0615794	0.0684522	0.0799592	0.063741	0.0722484	0.0625875	0.0651087	0.0647883	0.0706381	0.0718091	0.062532	0.0604566	0.0649563	0.0627114	0.0638585	0.0649561	0.062747	0.0790038	0.0493534	0.0592558	0.0709148	0.0615291	0.070665	0.0603525	0.0626407	0.0626692	0.0591661	0.0848056	0.0764498	0.0625091	0.0580588	0.0896833	0.0709188	0.0784363	0.0874101	0.0881059	0.102622	0.0928578	0.120847	0.107301	0.0872432	0.111279	0.0947641	0.105051	0.123295	0.117196	0.121755	0.125825	0.126896	0.131797	0.139401	0.132171	0.142505	0.127976	0.130975	0.125056	0.127792	0.119726	0.126394	0.137365	0.115596	0.119128	0.121552	0.141394	0.130859	0.123924	0.117287	0.118893	0.183601	0.256235	0.254115	0.232151	0.205344	0.17339	0.171882	0.171046	0.165995	0.159372	0.163711	0.163316	0.162451	0.164511	0.164512	0.161333	0.164727	0.168119	0.154712	0.18404	0.174049	0.24968	0.173183	0.176076	0.182741	0.1709	0.174437	0.159231	0.162577	0.184924	0.185374	0.17195	0.203826	0.187425	0.208009	0.199914	0.209701	0.177666	0.171998	0.162533	0.147195	0.153639	0.18785	0.18074	0.22249	0.17178	0.157106	0.156532	0.17687	0.159138	0.156888	0.170224	0.230144	0.228685	0.202575	0.226177	0.216895	0.205938	0.217502	0.165642	0.17318	0.183648	0.19165	0.178465	0.1814	0.188448	0.199106	0.250759	0.246258	0.245895	0.270179	0.252116	0.256271	0.26033	0.246006	0.219301	0.188778	0.22143	0.219233	0.213637	0.212735	0.199707	0.162377	0.174982	0.228935	0.226758	0.23222	0.226808	0.291414	0.284428	0.282356	0.273341	0.2632	0.264226	0.284756	0.290988	0.290985	0.281212	0.249944	0.250301	0.222884	0.222343	0.234035	0.164884	0.165025	0.155363	0.173391	0.172301	0.172322	0.175593	0.172321	0.1588	0.152185	0.140394	0.149306	0.13862	0.153282	0.171824	0.130921	0.141151	0.133126	0.13179	0.135055	0.146613	0.145497	0.134956	0.136915	0.122834	0.160911	0.159503	0.161464	0.145845	0.137598	0.149223	0.160654	0.132173	0.128819	0.171043	0.161056	0.172531	0.204543	0.210388	0.202384	0.179592	0.179706	0.176365	0.195757	0.199629	0.14035	0.140547	0.154594	0.160378	0.129554	0.130903	0.132022	0.131597	0.131328	0.13133	0.128856	0.135427	0.127044	0.181598	0.163313	0.174195	0.139937	0.147593	0.169391	0.220032	0.193012	0.172156	0.175415	0.166826	0.173603	0.206722	0.197263	0.194581	0.194431	0.19548	0.191599	0.190716	0.181158	0.184029	0.169237	0.170343	0.157042	0.154979	0.152802	0.127247
Hippolais_icterina	0.130897	0.0304394	0	0.0557224	0.0512585	0.0658656	0.0656556	0.0680072	0.0624285	0.0721462	0.058655	0.0555208	0.056858	0.0659043	0.0510188	0.0558724	0.0580139	0.0572007	0.060709	0.0497436	0.0667334	0.0632728	0.0487593	0.0479074	0.0615726	0.0686713	0.0475038	0.0562135	0.0538228	0.0442261	0.0824022	0.0873484	0.0821371	0.0821754	0.0655708	0.0642973	0.0643895	0.059734	0.0937923	0.0817762	0.0656659	0.0852306	0.0707026	0.0604907	0.0640992	0.0527915	0.0539105	0.0658354	0.0659534	0.0674349	0.0629006	0.0734562	0.076388	0.0740475	0.0740832	0.0657053	0.0705208	0.0725656	0.0673611	0.0771067	0.065104	0.0684896	0.0745527	0.0780497	0.0628225	0.077392	0.0704026	0.0692933	0.0637992	0.069723	0.0671691	0.0672013	0.0717029	0.0751308	0.0729179	0.0583686	0.075562	0.0640287	0.0663653	0.0685548	0.0661671	0.0661674	0.0717701	0.0679793	0.0797194	0.084153	0.0775639	0.0675745	0.0626605	0.0538875	0.0651421	0.0606908	0.0674578	0.0686617	0.0707771	0.067904	0.0767975	0.0709027	0.0716456	0.0792372	0.0607485	0.0610147	0.0708971	0.0617606	0.0686335	0.0801405	0.0639223	0.0724296	0.0627687	0.0652899	0.0649696	0.0708194	0.0719904	0.0627132	0.0606379	0.0651376	0.0628927	0.0640398	0.0651374	0.0629282	0.0791851	0.0495347	0.0594371	0.0710961	0.0617104	0.0708462	0.0605337	0.0628219	0.0628505	0.0593474	0.0849868	0.0766311	0.0626903	0.0582401	0.0898646	0.0711	0.0786176	0.0875913	0.0882871	0.102803	0.0930391	0.121028	0.107482	0.0874245	0.111461	0.0949454	0.105232	0.123476	0.117377	0.121936	0.126006	0.127077	0.131979	0.139582	0.132353	0.142687	0.128158	0.131157	0.125238	0.127973	0.119908	0.126575	0.137547	0.115777	0.119309	0.121734	0.141575	0.131041	0.124105	0.117468	0.119074	0.183782	0.256416	0.254296	0.232333	0.205525	0.173571	0.172064	0.171228	0.166176	0.159554	0.163892	0.163497	0.162632	0.164692	0.164693	0.161514	0.164909	0.1683	0.154893	0.184221	0.17423	0.249861	0.173364	0.176257	0.182922	0.171081	0.174619	0.159412	0.162759	0.185105	0.185555	0.172131	0.204008	0.187606	0.208191	0.200095	0.209882	0.177848	0.172179	0.162714	0.147376	0.153821	0.188031	0.180921	0.222672	0.171962	0.157287	0.156714	0.177051	0.159319	0.157069	0.170405	0.230325	0.228867	0.202756	0.226358	0.217077	0.206119	0.217683	0.165823	0.173362	0.18383	0.191831	0.178646	0.181581	0.18863	0.199287	0.25094	0.246439	0.246076	0.27036	0.252298	0.256452	0.260511	0.246187	0.219483	0.188959	0.221612	0.219414	0.213818	0.212916	0.199888	0.162559	0.175163	0.229116	0.226939	0.232401	0.226989	0.291595	0.284609	0.282538	0.273522	0.263381	0.264408	0.284937	0.29117	0.291166	0.281394	0.250125	0.250482	0.223065	0.222524	0.234216	0.165065	0.165206	0.155545	0.173572	0.172482	0.172503	0.175774	0.172503	0.158981	0.152366	0.140575	0.149488	0.138802	0.153463	0.172005	0.131102	0.141332	0.133307	0.131971	0.135236	0.146794	0.145678	0.135138	0.137097	0.123015	0.161092	0.159684	0.161645	0.146026	0.137779	0.149404	0.160835	0.132354	0.129	0.171224	0.161237	0.172712	0.204724	0.21057	0.202565	0.179773	0.179887	0.176546	0.195939	0.19981	0.140531	0.140728	0.154776	0.16056	0.129736	0.131084	0.132203	0.131778	0.131509	0.131511	0.129038	0.135608	0.127225	0.181779	0.163495	0.174376	0.140118	0.147775	0.169572	0.220213	0.193193	0.172338	0.175596	0.167008	0.173784	0.206903	0.197444	0.194762	0.194612	0.195661	0.19178	0.190897	0.18134	0.18421	0.169418	0.170524	0.157223	0.15516	0.152983	0.127428
Brachypodius_atriceps	0.129478	0.0555412	0.0557224	0	0.0217864	0.0644473	0.0642374	0.0665889	0.0610102	0.0707279	0.0572367	0.0541026	0.0554397	0.0644861	0.0496005	0.0544542	0.0565956	0.0557824	0.0592907	0.0483253	0.0653151	0.0618546	0.0473411	0.0464891	0.0601543	0.0672531	0.0460856	0.0547952	0.0524045	0.0428079	0.0809839	0.0859302	0.0807188	0.0807571	0.0641525	0.0628791	0.0629712	0.0583157	0.092374	0.0803579	0.0642476	0.0838123	0.0692844	0.0590724	0.0626809	0.0513732	0.0524922	0.0644172	0.0645351	0.0660166	0.0614823	0.0720379	0.0749697	0.0726292	0.072665	0.064287	0.0691025	0.0711473	0.0659428	0.0756884	0.0636857	0.0670713	0.0731345	0.0766314	0.0614043	0.0759737	0.0689843	0.067875	0.0623809	0.0683047	0.0657509	0.065783	0.0702847	0.0737125	0.0714996	0.0569503	0.0741437	0.0626105	0.0649471	0.0671366	0.0647488	0.0647492	0.0703518	0.066561	0.0783011	0.0827348	0.0761457	0.0661563	0.0612423	0.0524692	0.0637238	0.0592726	0.0660395	0.0672435	0.0693588	0.0664857	0.0753792	0.0694844	0.0702273	0.0778189	0.0593302	0.0595964	0.0694788	0.0603424	0.0672152	0.0787223	0.062504	0.0710114	0.0613505	0.0638717	0.0635513	0.0694011	0.0705721	0.061295	0.0592196	0.0637193	0.0614744	0.0626215	0.0637191	0.06151	0.0777668	0.0481164	0.0580188	0.0696778	0.0602921	0.069428	0.0591155	0.0614037	0.0614322	0.0579291	0.0835686	0.0752128	0.0612721	0.0568219	0.0884463	0.0696818	0.0771993	0.0861731	0.0868689	0.101385	0.0916208	0.11961	0.106064	0.0860062	0.110042	0.0935271	0.103814	0.122058	0.115959	0.120518	0.124588	0.125659	0.13056	0.138164	0.130934	0.141268	0.126739	0.129738	0.123819	0.126555	0.118489	0.125157	0.136128	0.114359	0.117891	0.120315	0.140157	0.129622	0.122687	0.11605	0.117656	0.182364	0.254998	0.252878	0.230914	0.204107	0.172153	0.170645	0.169809	0.164758	0.158136	0.162474	0.162079	0.161214	0.163274	0.163275	0.160096	0.16349	0.166882	0.153475	0.182803	0.172812	0.248443	0.171946	0.174839	0.181504	0.169663	0.1732	0.157994	0.16134	0.183687	0.184137	0.170713	0.202589	0.186188	0.206773	0.198677	0.208464	0.176429	0.170761	0.161296	0.145958	0.152402	0.186613	0.179503	0.221253	0.170543	0.155869	0.155296	0.175633	0.157901	0.155651	0.168987	0.228907	0.227448	0.201338	0.22494	0.215658	0.204701	0.216265	0.164405	0.171943	0.182411	0.190413	0.177228	0.180163	0.187211	0.197869	0.249522	0.245021	0.244658	0.268942	0.250879	0.255034	0.259093	0.244769	0.218064	0.187541	0.220193	0.217996	0.2124	0.211498	0.19847	0.16114	0.173745	0.227698	0.225521	0.230983	0.225571	0.290177	0.283191	0.281119	0.272104	0.261963	0.26299	0.283519	0.289751	0.289748	0.279975	0.248707	0.249064	0.221647	0.221106	0.232798	0.163647	0.163788	0.154126	0.172154	0.171064	0.171085	0.174356	0.171084	0.157563	0.150948	0.139157	0.148069	0.137383	0.152045	0.170587	0.129684	0.139914	0.131889	0.130553	0.133818	0.145376	0.14426	0.133719	0.135678	0.121597	0.159674	0.158266	0.160227	0.144608	0.136361	0.147986	0.159417	0.130936	0.127582	0.169806	0.159819	0.171294	0.203306	0.209151	0.201147	0.178355	0.178469	0.175128	0.19452	0.198392	0.139113	0.13931	0.153357	0.159141	0.128317	0.129666	0.130785	0.13036	0.130091	0.130093	0.127619	0.13419	0.125807	0.180361	0.162076	0.172958	0.1387	0.146356	0.168154	0.218795	0.191775	0.170919	0.174178	0.165589	0.172366	0.205485	0.196026	0.193344	0.193194	0.194243	0.190362	0.189479	0.179921	0.182792	0.168	0.169106	0.155805	0.153742	0.151565	0.12601
Pycnonotus_jocosus	0.125015	0.0510773	0.0512585	0.0217864	0	0.0599834	0.0597735	0.0621251	0.0565463	0.066264	0.0527729	0.0496387	0.0509758	0.0600222	0.0451366	0.0499903	0.0521317	0.0513186	0.0548269	0.0438614	0.0608512	0.0573907	0.0428772	0.0420252	0.0556904	0.0627892	0.0416217	0.0503314	0.0479406	0.038344	0.07652	0.0814663	0.076255	0.0762933	0.0596886	0.0584152	0.0585073	0.0538518	0.0879101	0.075894	0.0597837	0.0793484	0.0648205	0.0546085	0.0582171	0.0469093	0.0480284	0.0599533	0.0600713	0.0615528	0.0570184	0.067574	0.0705058	0.0681653	0.0682011	0.0598231	0.0646386	0.0666834	0.0614789	0.0712245	0.0592219	0.0626074	0.0686706	0.0721675	0.0569404	0.0715098	0.0645205	0.0634111	0.0579171	0.0638408	0.061287	0.0613191	0.0658208	0.0692486	0.0670357	0.0524864	0.0696798	0.0581466	0.0604832	0.0626727	0.0602849	0.0602853	0.065888	0.0620971	0.0738372	0.0782709	0.0716818	0.0616924	0.0567784	0.0480053	0.0592599	0.0548087	0.0615756	0.0627796	0.064895	0.0620218	0.0709154	0.0650205	0.0657634	0.073355	0.0548663	0.0551325	0.0650149	0.0558785	0.0627513	0.0742584	0.0580401	0.0665475	0.0568866	0.0594078	0.0590874	0.0649372	0.0661082	0.0568311	0.0547557	0.0592554	0.0570105	0.0581577	0.0592552	0.0570461	0.0733029	0.0436525	0.0535549	0.0652139	0.0558282	0.0649641	0.0546516	0.0569398	0.0569683	0.0534652	0.0791047	0.0707489	0.0568082	0.052358	0.0839824	0.0652179	0.0727354	0.0817092	0.082405	0.0969212	0.0871569	0.115146	0.1016	0.0815423	0.105578	0.0890632	0.09935	0.117594	0.111495	0.116054	0.120124	0.121195	0.126097	0.1337	0.12647	0.136804	0.122275	0.125274	0.119355	0.122091	0.114026	0.120693	0.131665	0.109895	0.113427	0.115851	0.135693	0.125158	0.118223	0.111586	0.113192	0.1779	0.250534	0.248414	0.226451	0.199643	0.167689	0.166182	0.165345	0.160294	0.153672	0.15801	0.157615	0.15675	0.15881	0.158811	0.155632	0.159027	0.162418	0.149011	0.178339	0.168348	0.243979	0.167482	0.170375	0.17704	0.165199	0.168737	0.15353	0.156876	0.179223	0.179673	0.166249	0.198125	0.181724	0.202309	0.194213	0.204	0.171966	0.166297	0.156832	0.141494	0.147939	0.182149	0.175039	0.21679	0.166079	0.151405	0.150832	0.171169	0.153437	0.151187	0.164523	0.224443	0.222984	0.196874	0.220476	0.211195	0.200237	0.211801	0.159941	0.167479	0.177948	0.185949	0.172764	0.175699	0.182748	0.193405	0.245058	0.240557	0.240194	0.264478	0.246416	0.25057	0.254629	0.240305	0.2136	0.183077	0.21573	0.213532	0.207936	0.207034	0.194006	0.156676	0.169281	0.223234	0.221057	0.226519	0.221107	0.285713	0.278727	0.276656	0.26764	0.257499	0.258526	0.279055	0.285288	0.285284	0.275512	0.244243	0.2446	0.217183	0.216642	0.228334	0.159183	0.159324	0.149662	0.16769	0.1666	0.166621	0.169892	0.16662	0.153099	0.146484	0.134693	0.143606	0.132919	0.147581	0.166123	0.12522	0.13545	0.127425	0.126089	0.129354	0.140912	0.139796	0.129256	0.131215	0.117133	0.15521	0.153802	0.155763	0.140144	0.131897	0.143522	0.154953	0.126472	0.123118	0.165342	0.155355	0.16683	0.198842	0.204687	0.196683	0.173891	0.174005	0.170664	0.190056	0.193928	0.134649	0.134846	0.148893	0.154677	0.123853	0.125202	0.126321	0.125896	0.125627	0.125629	0.123155	0.129726	0.121343	0.175897	0.157612	0.168494	0.134236	0.141892	0.16369	0.214331	0.187311	0.166455	0.169714	0.161125	0.167902	0.201021	0.191562	0.18888	0.18873	0.189779	0.185898	0.185015	0.175458	0.178328	0.163536	0.164642	0.151341	0.149278	0.147101	0.121546
