	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Sylvietta_virens	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Brachypodius_atriceps	Pycnonotus_jocosus	Cisticola_juncidis	Locustella_ochotensis	Donacobius_atricapilla	Oxylabes_madagascariensis	Hirundo_rustica	Alaudala_cheleensis	Panurus_biarmicus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Emberiza_fucata	Cardinalis_cardinalis	Geospiza_fortis	Passerina_amoena	Pheucticus_melanocephalus	Sporophila_hypoxantha	Nesospiza_acunhae	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Passer_domesticus	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Motacilla_alba	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Peucedramus_taeniatus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Promerops_cafer	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Elachura_formosa	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Nicator_chloris	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Melanocharis_versteri	Cnemophilus_loriae	Aleadryas_rufinucha	Oreocharis_arfaki	Pachycephala_philippinensis	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Eulacestoma_nigropectus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Paradisaea_raggiana	Rhipidura_dahli	Myiagra_hebetior	Dicrurus_megarhynchus	Lanius_ludovicianus	Ifrita_kowaldi	Struthidea_cinerea	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Falcunculus_frontatus	Oriolus_oriolus	Chaetorhynchus_papuensis	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Edolisoma_coerulescens	Ptilorrhoa_leucosticta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Malurus_elegans	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Mionectes_macconnelli	Neopipo_cinnamomea	Tachuris_rubrigastra	Tyrannus_savana	Piprites_chloris	Onychorhynchus_coronatus	Pachyramphus_minor	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Aegotheles_bennettii	Steatornis_caripensis	Calypte_anna	Oreotrochilus_melanogaster	Colius_striatus	Urocolius_indicus	Podargus_strigoides	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Cairina_moschata	Asarcornis_scutulata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Struthio_camelus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Sula_dactylatra	Fregata_magnificens	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Cariama_cristata	Chunga_burmeisteri	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Nyctibius_bracteatus	Nyctibius_grandis	Leptosomus_discolor	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Baryphthengus_martii	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Indicator_maculatus	Picoides_pubescens	Psilopogon_haemacephalus	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Buceros_rhinoceros	Upupa_epops	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Cathartes_aura	Eurypyga_helias	Rhynochetos_jubatus	Apaloderma_vittatum	Trogon_melanurus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Cochlearius_cochlearius	Egretta_garzetta	Opisthocomus_hoazin	Ciconia_maguari	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Chaetura_pelagica	Hemiprocne_comata	Phaethon_lepturus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Chionis_minor	Pluvianellus_socialis	Mesembrinibis_cayennensis	Nipponia_nippon	Gavia_stellata
Acanthisitta_chloris	0	0.182081	0.180692	0.19111	0.212883	0.220568	0.233848	0.204984	0.20589	0.206202	0.192296	0.203387	0.192221	0.186344	0.184747	0.216176	0.210739	0.188351	0.192728	0.1893	0.200764	0.204453	0.197403	0.196961	0.195816	0.177972	0.203591	0.19667	0.201116	0.201754	0.204022	0.20694	0.215751	0.216948	0.21303	0.207377	0.21054	0.208541	0.202202	0.207117	0.193068	0.202632	0.204156	0.203797	0.210232	0.208251	0.205285	0.200561	0.199326	0.214289	0.217734	0.217087	0.205377	0.241042	0.230467	0.241163	0.204059	0.203085	0.197287	0.204866	0.185779	0.186953	0.207827	0.204949	0.182905	0.191209	0.187635	0.201362	0.20363	0.200367	0.210186	0.225548	0.186542	0.198282	0.195466	0.208071	0.19326	0.194363	0.213648	0.230358	0.196647	0.195411	0.217513	0.238221	0.230133	0.221393	0.194706	0.194044	0.214416	0.199058	0.204384	0.195143	0.215484	0.191471	0.196539	0.196651	0.200704	0.197412	0.181642	0.164318	0.188289	0.19013	0.176653	0.165824	0.174563	0.158308	0.172275	0.165107	0.180119	0.169349	0.167142	0.156002	0.16358	0.156247	0.159613	0.157356	0.156906	0.160776	0.176283	0.154719	0.167842	0.160588	0.156087	0.166743	0.165097	0.171908	0.164799	0.175792	0.165035	0.173402	0.160439	0.17057	0.188516	0.170045	0.166766	0.161246	0.163642	0.167233	0.156055	0.187434	0.170267	0.169054	0.155085	0.163971	0.165627	0.170669	0.158367	0.137934	0.153787	0.179608	0.170407	0.166294	0.174378	0.14724	0.149791	0.153577	0.147467	0.191335	0.147893	0.159505	0.164336	0.161647	0.141529	0.150698	0.152494	0.144509	0.143353	0.14559	0.159402	0.147061	0.152056	0.137827	0.134062	0.176902	0.202819	0.240434	0.242749	0.254581	0.259532	0.193776	0.17755	0.167325	0.168983	0.205318	0.228282	0.226714	0.237207	0.153099	0.146275	0.142401	0.309222	0.377877	0.385828	0.367189	0.37482	0.351117	0.35359	0.351411	0.350826	0.33043	0.314629	0.296259	0.29577	0.295263	0.290178	0.280707	0.236419	0.249506	0.307298	0.308374	0.307652	0.308716	0.324317	0.328785	0.412197	0.408102	0.408792	0.406268	0.400052	0.408616	0.444183	0.409449	0.412807	0.407145	0.375299	0.374578	0.334971	0.216908	0.202676	0.217225	0.229456	0.21809	0.186891	0.190281	0.210255	0.304392	0.294687	0.270328	0.265814	0.251508	0.222899	0.252712	0.212227	0.218836	0.212599	0.227245	0.176486	0.179715	0.197476	0.198585	0.203023	0.199713	0.196414	0.17711	0.165777	0.157997	0.210671	0.158449	0.160262	0.154932	0.161381	0.162465	0.153368	0.169757	0.159271	0.193727	0.192461	0.194021	0.187646	0.18318	0.16356	0.172161	0.20338	0.189786	0.188662	0.174112	0.254388	0.264361	0.241466	0.225464	0.209688	0.26048	0.255737	0.264095	0.241516	0.278706	0.283357	0.288966	0.290163	0.315104	0.255166	0.339739	0.140853	0.155171	0.163704	0.153715	0.15593	0.145728	0.182708	0.205375	0.181867	0.240284	0.237793	0.244465	0.220337	0.221564	0.23042	0.16026	0.216472	0.202575	0.236102	0.24524	0.18354	0.184734	0.210501	0.225822	0.198128	0.179503	0.211924	0.148983	0.164262	0.185343	0.21042	0.330473	0.24449	0.175057	0.166555	0.165364	0.162286	0.164338	0.155362	0.166452	0.164217	0.163136	0.16685	0.164984	0.160723	0.185172	0.191999	0.240431	0.177747	0.17294	0.171845	0.212859	0.205965	0.219827	0.22056	0.237487	0.175764	0.173763	0.176987	0.181169	0.187081	0.19037	0.177597	0.151542	0.149988	0.142509
Acrocephalus_arundinaceus	0.182081	0	0.0319246	0.0754535	0.0972272	0.104912	0.118192	0.0893279	0.0902341	0.0905456	0.0766398	0.0877308	0.0765651	0.0706875	0.0690906	0.10052	0.0950829	0.0726945	0.0770714	0.0736443	0.085108	0.0887967	0.0817472	0.0813053	0.08016	0.0646042	0.0915968	0.0896897	0.0941351	0.0991341	0.101402	0.10432	0.113131	0.114329	0.11041	0.104758	0.10792	0.105922	0.0995817	0.104497	0.0904483	0.100012	0.101537	0.101177	0.107612	0.105631	0.102665	0.0979414	0.0967063	0.111669	0.115115	0.114467	0.102757	0.138422	0.127847	0.138543	0.101439	0.100466	0.0946673	0.102246	0.083159	0.084333	0.105207	0.102329	0.0802856	0.088589	0.0850152	0.0987423	0.10101	0.0977471	0.107566	0.122928	0.0839225	0.095662	0.092846	0.105451	0.0906404	0.0917432	0.111028	0.127738	0.0940267	0.0927909	0.114893	0.135601	0.127513	0.118773	0.0920861	0.0914241	0.111796	0.0964378	0.101765	0.0925227	0.112864	0.0888513	0.093919	0.0940314	0.0980841	0.0947925	0.0894741	0.0721495	0.104412	0.106253	0.100826	0.0972784	0.110284	0.103591	0.117558	0.11039	0.125402	0.114632	0.112424	0.101285	0.108862	0.10153	0.104896	0.102639	0.102189	0.106059	0.121566	0.100002	0.113125	0.10587	0.10137	0.112026	0.11038	0.117191	0.110082	0.121075	0.110318	0.118685	0.105722	0.115853	0.133798	0.115328	0.112049	0.106528	0.11147	0.115061	0.115189	0.146568	0.129401	0.128187	0.114218	0.151712	0.153368	0.15841	0.146108	0.165508	0.181361	0.207182	0.197981	0.193868	0.201952	0.174814	0.177365	0.181151	0.175041	0.218909	0.175467	0.187079	0.191911	0.189222	0.169103	0.178272	0.180068	0.172083	0.170928	0.173164	0.186976	0.174635	0.17963	0.165401	0.161636	0.224858	0.250775	0.28839	0.290705	0.302537	0.307488	0.241732	0.225506	0.215281	0.216939	0.253273	0.276238	0.27467	0.285163	0.201055	0.194231	0.190357	0.357178	0.425833	0.433784	0.415145	0.422776	0.399073	0.401546	0.399367	0.398782	0.378386	0.362585	0.344214	0.343726	0.343219	0.338134	0.328663	0.284375	0.297462	0.355254	0.35633	0.355608	0.356672	0.372273	0.376741	0.460153	0.456058	0.456748	0.454224	0.448008	0.456572	0.492139	0.457405	0.460763	0.455101	0.423255	0.422534	0.382927	0.264864	0.250632	0.265181	0.277412	0.266046	0.234847	0.238237	0.258211	0.352348	0.342643	0.318284	0.31377	0.299464	0.270855	0.300668	0.260183	0.266792	0.260555	0.275201	0.224442	0.227671	0.245432	0.246541	0.250979	0.247669	0.24437	0.225065	0.213733	0.205953	0.258627	0.206405	0.208218	0.202888	0.209337	0.210421	0.201324	0.217713	0.207227	0.241683	0.240417	0.241977	0.235602	0.231136	0.211516	0.220117	0.251336	0.237742	0.236617	0.222068	0.302344	0.312317	0.289422	0.27342	0.257644	0.308435	0.303693	0.312051	0.289472	0.326662	0.331313	0.336922	0.338119	0.36306	0.303122	0.387695	0.188809	0.203127	0.21166	0.201671	0.203886	0.193684	0.230664	0.25333	0.229823	0.28824	0.285749	0.292421	0.268293	0.26952	0.278376	0.208216	0.264428	0.250531	0.284058	0.293196	0.231496	0.23269	0.258457	0.273778	0.246084	0.227459	0.25988	0.196939	0.212218	0.233299	0.258376	0.378429	0.292446	0.223013	0.214511	0.21332	0.210242	0.212294	0.203318	0.214408	0.212173	0.211091	0.214806	0.21294	0.208679	0.233128	0.239955	0.288387	0.225703	0.220896	0.219801	0.260815	0.253921	0.267783	0.268516	0.285443	0.22372	0.221719	0.224943	0.229125	0.235037	0.238326	0.225553	0.199498	0.197944	0.190465
Hippolais_icterina	0.180692	0.0319246	0	0.0740644	0.0958381	0.103522	0.116803	0.0879388	0.0888451	0.0891566	0.0752508	0.0863417	0.075176	0.0692985	0.0677016	0.0991311	0.0936939	0.0713055	0.0756823	0.0722553	0.083719	0.0874077	0.0803581	0.0799162	0.078771	0.0632151	0.0902077	0.0883006	0.0927461	0.097745	0.100013	0.102931	0.111742	0.112939	0.109021	0.103369	0.106531	0.104533	0.0981927	0.103108	0.0890593	0.0986228	0.100148	0.0997876	0.106223	0.104242	0.101276	0.0965524	0.0953173	0.11028	0.113726	0.113078	0.101368	0.137033	0.126458	0.137154	0.10005	0.0990765	0.0932783	0.100857	0.08177	0.082944	0.103818	0.10094	0.0788965	0.0872	0.0836261	0.0973533	0.0996209	0.096358	0.106177	0.121539	0.0825335	0.094273	0.0914569	0.104062	0.0892514	0.0903541	0.109639	0.126349	0.0926377	0.0914018	0.113504	0.134212	0.126124	0.117384	0.090697	0.0900351	0.110407	0.0950487	0.100376	0.0911336	0.111475	0.0874622	0.0925299	0.0926423	0.0966951	0.0934034	0.088085	0.0707605	0.103023	0.104864	0.0994371	0.0958894	0.108895	0.102202	0.116169	0.109001	0.124013	0.113243	0.111035	0.0998958	0.107473	0.100141	0.103507	0.101249	0.1008	0.10467	0.120177	0.0986131	0.111736	0.104481	0.0999812	0.110637	0.108991	0.115802	0.108693	0.119686	0.108929	0.117296	0.104333	0.114464	0.132409	0.113939	0.11066	0.105139	0.110081	0.113672	0.113799	0.145179	0.128011	0.126798	0.112829	0.150323	0.151979	0.157021	0.144719	0.164119	0.179972	0.205793	0.196592	0.192479	0.200563	0.173425	0.175976	0.179762	0.173652	0.21752	0.174078	0.18569	0.190521	0.187832	0.167714	0.176883	0.178679	0.170694	0.169539	0.171775	0.185587	0.173246	0.178241	0.164012	0.160247	0.223469	0.249386	0.287001	0.289316	0.301148	0.306099	0.240343	0.224117	0.213892	0.21555	0.251884	0.274849	0.273281	0.283774	0.199666	0.192842	0.188968	0.355789	0.424444	0.432394	0.413756	0.421387	0.397684	0.400157	0.397978	0.397393	0.376997	0.361196	0.342825	0.342337	0.34183	0.336745	0.327274	0.282986	0.296073	0.353865	0.354941	0.354219	0.355283	0.370884	0.375352	0.458764	0.454669	0.455359	0.452835	0.446619	0.455183	0.49075	0.456016	0.459374	0.453712	0.421866	0.421145	0.381538	0.263475	0.249243	0.263792	0.276023	0.264657	0.233458	0.236847	0.256822	0.350959	0.341254	0.316895	0.312381	0.298075	0.269466	0.299279	0.258794	0.265403	0.259166	0.273812	0.223053	0.226282	0.244043	0.245152	0.24959	0.24628	0.242981	0.223676	0.212344	0.204564	0.257238	0.205016	0.206829	0.201499	0.207948	0.209032	0.199935	0.216324	0.205838	0.240294	0.239028	0.240588	0.234213	0.229746	0.210127	0.218728	0.249947	0.236353	0.235228	0.220679	0.300955	0.310928	0.288033	0.272031	0.256254	0.307046	0.302304	0.310662	0.288083	0.325273	0.329924	0.335533	0.33673	0.361671	0.301732	0.386306	0.18742	0.201738	0.21027	0.200282	0.202496	0.192295	0.229275	0.251941	0.228434	0.286851	0.28436	0.291032	0.266903	0.268131	0.276987	0.206827	0.263039	0.249142	0.282669	0.291807	0.230107	0.231301	0.257068	0.272389	0.244695	0.22607	0.258491	0.195549	0.210829	0.23191	0.256987	0.37704	0.291057	0.221624	0.213122	0.211931	0.208853	0.210905	0.201929	0.213019	0.210784	0.209702	0.213417	0.211551	0.20729	0.231739	0.238566	0.286998	0.224314	0.219506	0.218412	0.259426	0.252532	0.266394	0.267127	0.284054	0.222331	0.22033	0.223554	0.227736	0.233648	0.236937	0.224164	0.198109	0.196555	0.189076
Aegithalos_caudatus	0.19111	0.0754535	0.0740644	0	0.0705873	0.0782716	0.0954826	0.073383	0.0742893	0.0746008	0.0692481	0.0876278	0.0764621	0.0705845	0.0689877	0.100417	0.0949799	0.0725916	0.0769684	0.0735413	0.0893709	0.0930596	0.0860101	0.0855682	0.0872897	0.0736325	0.100625	0.098718	0.103163	0.108162	0.11043	0.113349	0.12216	0.123357	0.119438	0.113786	0.116949	0.11495	0.10861	0.113525	0.0994766	0.10904	0.110565	0.110205	0.116641	0.114659	0.111693	0.10697	0.105735	0.120698	0.124143	0.123495	0.111785	0.147451	0.136875	0.147571	0.110467	0.109494	0.103696	0.111274	0.0921873	0.0933613	0.114235	0.111357	0.0893139	0.0976173	0.0940435	0.107771	0.110038	0.106775	0.116594	0.131956	0.0929508	0.10469	0.101874	0.114479	0.0996687	0.100771	0.120056	0.136766	0.103055	0.101819	0.123921	0.14463	0.136541	0.127802	0.101114	0.100452	0.120825	0.105466	0.110793	0.101551	0.121893	0.0978796	0.102947	0.10306	0.107112	0.103821	0.0985024	0.0811778	0.11344	0.115281	0.109854	0.106307	0.119312	0.112619	0.126586	0.119418	0.134431	0.12366	0.121453	0.110313	0.117891	0.110558	0.113924	0.111667	0.111218	0.115088	0.130594	0.10903	0.122154	0.114899	0.110399	0.121054	0.119408	0.126219	0.11911	0.130103	0.119346	0.127713	0.11475	0.124881	0.142827	0.124356	0.121078	0.115557	0.120498	0.124089	0.124217	0.155596	0.138429	0.137216	0.123247	0.16074	0.162397	0.167438	0.155137	0.174536	0.190389	0.21621	0.207009	0.202897	0.21098	0.183842	0.186393	0.190179	0.184069	0.227937	0.184495	0.196108	0.200939	0.19825	0.178131	0.187301	0.189096	0.181111	0.179956	0.182192	0.196004	0.183664	0.188658	0.174429	0.170665	0.233886	0.259803	0.297419	0.299733	0.311565	0.316517	0.25076	0.234534	0.22431	0.225967	0.262302	0.285266	0.283698	0.294191	0.210083	0.203259	0.199385	0.366206	0.434862	0.442812	0.424173	0.431805	0.408102	0.410574	0.408395	0.40781	0.387414	0.371613	0.353243	0.352754	0.352248	0.347162	0.337691	0.293403	0.30649	0.364283	0.365358	0.364636	0.3657	0.381301	0.385769	0.469182	0.465086	0.465777	0.463253	0.457037	0.465601	0.501167	0.466433	0.469792	0.464129	0.432283	0.431562	0.391955	0.273892	0.25966	0.274209	0.28644	0.275075	0.243876	0.247265	0.267239	0.361376	0.351671	0.327313	0.322798	0.308493	0.279884	0.309696	0.269212	0.27582	0.269583	0.284229	0.233471	0.2367	0.254461	0.255569	0.260007	0.256697	0.253398	0.234094	0.222761	0.214981	0.267655	0.215434	0.217246	0.211917	0.218365	0.219449	0.210352	0.226742	0.216255	0.250712	0.249446	0.251005	0.244631	0.240164	0.220544	0.229145	0.260364	0.246771	0.245646	0.231096	0.311372	0.321346	0.29845	0.282449	0.266672	0.317464	0.312721	0.32108	0.2985	0.33569	0.340341	0.345951	0.347148	0.372088	0.31215	0.396723	0.197838	0.212156	0.220688	0.2107	0.212914	0.202712	0.239692	0.262359	0.238852	0.297268	0.294777	0.301449	0.277321	0.278549	0.287405	0.217244	0.273457	0.259559	0.293086	0.302224	0.240524	0.241719	0.267485	0.282806	0.255112	0.236487	0.268908	0.205967	0.221247	0.242328	0.267404	0.387457	0.301474	0.232041	0.223539	0.222348	0.219271	0.221322	0.212346	0.223437	0.221201	0.22012	0.223834	0.221968	0.217707	0.242156	0.248983	0.297415	0.234731	0.229924	0.228829	0.269843	0.262949	0.276811	0.277544	0.294471	0.232748	0.230747	0.233971	0.238153	0.244065	0.247354	0.234582	0.208526	0.206972	0.199493
Phylloscopus_trochilus	0.212883	0.0972272	0.0958381	0.0705873	0	0.0534801	0.117256	0.0951568	0.096063	0.0963745	0.0910218	0.109401	0.0982358	0.0923582	0.0907614	0.122191	0.116754	0.0943653	0.0987421	0.095315	0.111145	0.114833	0.107784	0.107342	0.109063	0.0954062	0.122399	0.120492	0.124937	0.129936	0.132204	0.135122	0.143933	0.145131	0.141212	0.13556	0.138722	0.136724	0.130384	0.135299	0.12125	0.130814	0.132339	0.131979	0.138414	0.136433	0.133467	0.128743	0.127508	0.142471	0.145917	0.145269	0.133559	0.169224	0.158649	0.169345	0.132241	0.131268	0.125469	0.133048	0.113961	0.115135	0.136009	0.133131	0.111088	0.119391	0.115817	0.129544	0.131812	0.128549	0.138368	0.15373	0.114725	0.126464	0.123648	0.136253	0.121442	0.122545	0.14183	0.15854	0.124829	0.123593	0.145695	0.166403	0.158315	0.149575	0.122888	0.122226	0.142598	0.12724	0.132567	0.123325	0.143666	0.119653	0.124721	0.124833	0.128886	0.125594	0.120276	0.102952	0.135214	0.137055	0.131628	0.12808	0.141086	0.134393	0.14836	0.141192	0.156204	0.145434	0.143226	0.132087	0.139664	0.132332	0.135698	0.133441	0.132991	0.136861	0.152368	0.130804	0.143927	0.136672	0.132172	0.142828	0.141182	0.147993	0.140884	0.151877	0.14112	0.149487	0.136524	0.146655	0.1646	0.14613	0.142851	0.13733	0.142272	0.145863	0.145991	0.17737	0.160203	0.158989	0.14502	0.182514	0.18417	0.189212	0.17691	0.19631	0.212163	0.237984	0.228783	0.22467	0.232754	0.205616	0.208167	0.211953	0.205843	0.249711	0.206269	0.217881	0.222713	0.220024	0.199905	0.209074	0.21087	0.202885	0.20173	0.203966	0.217778	0.205437	0.210432	0.196203	0.192438	0.25566	0.281577	0.319192	0.321507	0.333339	0.33829	0.272534	0.256308	0.246083	0.247741	0.284075	0.30704	0.305472	0.315965	0.231857	0.225033	0.221159	0.38798	0.456635	0.464586	0.445947	0.453578	0.429875	0.432348	0.430169	0.429584	0.409188	0.393387	0.375016	0.374528	0.374021	0.368936	0.359465	0.315177	0.328264	0.386056	0.387132	0.38641	0.387474	0.403075	0.407543	0.490955	0.48686	0.48755	0.485026	0.47881	0.487374	0.522941	0.488207	0.491565	0.485903	0.454057	0.453336	0.413729	0.295666	0.281434	0.295983	0.308214	0.296848	0.265649	0.269039	0.289013	0.38315	0.373445	0.349086	0.344572	0.330266	0.301657	0.33147	0.290985	0.297594	0.291357	0.306003	0.255244	0.258473	0.276234	0.277343	0.281781	0.278471	0.275172	0.255867	0.244535	0.236755	0.289429	0.237207	0.23902	0.23369	0.240139	0.241223	0.232126	0.248515	0.238029	0.272485	0.271219	0.272779	0.266404	0.261938	0.242318	0.250919	0.282138	0.268544	0.267419	0.25287	0.333146	0.343119	0.320224	0.304222	0.288446	0.339237	0.334495	0.342853	0.320274	0.357464	0.362115	0.367724	0.368921	0.393862	0.333924	0.418497	0.219611	0.233929	0.242462	0.232473	0.234688	0.224486	0.261466	0.284132	0.260625	0.319042	0.316551	0.323223	0.299095	0.300322	0.309178	0.239018	0.29523	0.281333	0.31486	0.323998	0.262298	0.263492	0.289259	0.30458	0.276886	0.258261	0.290682	0.227741	0.24302	0.264101	0.289178	0.409231	0.323248	0.253815	0.245313	0.244122	0.241044	0.243096	0.23412	0.24521	0.242975	0.241893	0.245608	0.243742	0.239481	0.26393	0.270757	0.319189	0.256505	0.251698	0.250603	0.291617	0.284723	0.298585	0.299318	0.316245	0.254522	0.252521	0.255745	0.259927	0.265839	0.269128	0.256355	0.2303	0.228746	0.221267
