	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sylvietta_virens	Brachypodius_atriceps	Pycnonotus_jocosus	Panurus_biarmicus	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Cisticola_juncidis	Hirundo_rustica	Alaudala_cheleensis	Nicator_chloris	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Spizella_passerina	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Emberiza_fucata	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Passer_domesticus	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Motacilla_alba	Peucedramus_taeniatus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Catharus_fuscescens	Cinclus_mexicanus	Elachura_formosa	Regulus_satrapa	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Melanocharis_versteri	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Cnemophilus_loriae	Chaetops_frenatus	Picathartes_gymnocephalus	Ptilorrhoa_leucosticta	Aleadryas_rufinucha	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Falcunculus_frontatus	Oriolus_oriolus	Eulacestoma_nigropectus	Oreocharis_arfaki	Pachycephala_philippinensis	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Paradisaea_raggiana	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Daphoenositta_chrysoptera	Edolisoma_coerulescens	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Gymnorhina_tibicen	Mohoua_ochrocephala	Orthonyx_spaldingii	Pomatostomus_ruficeps	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Dasyornis_broadbenti	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Scytalopus_superciliaris	Formicarius_rufipectus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Cephalopterus_ornatus	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Tachuris_rubrigastra	Tyrannus_savana	Piprites_chloris	Neopipo_cinnamomea	Oxyruncus_cristatus	Pachyramphus_minor	Onychorhynchus_coronatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Podargus_strigoides	Steatornis_caripensis	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Nyctibius_bracteatus	Nyctibius_grandis	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui	Mesitornis_unicolor	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Gallus_gallus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Struthio_camelus	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Gavia_stellata	Opisthocomus_hoazin	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Colius_striatus	Urocolius_indicus	Ciconia_maguari	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Cathartes_aura	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Thalassarche_chlororhynchos	Tyto_alba	Phaethon_lepturus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Aptenodytes_forsteri	Pygoscelis_adeliae	Cariama_cristata	Chunga_burmeisteri	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Leptosomus_discolor	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Apaloderma_vittatum	Trogon_melanurus	Eurypyga_helias	Rhynochetos_jubatus	Agapornis_roseicollis	Amazona_guildingii	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis
Acanthisitta_chloris	0	0.126101	0.130388	0.126501	0.140248	0.127847	0.125591	0.127412	0.134912	0.142418	0.116291	0.133046	0.130171	0.127411	0.129171	0.126263	0.142081	0.144068	0.130317	0.127771	0.121902	0.124834	0.124651	0.127358	0.118992	0.128552	0.149425	0.132409	0.122913	0.119369	0.12936	0.138039	0.131676	0.143691	0.145152	0.139327	0.121041	0.136706	0.131111	0.135944	0.141766	0.137554	0.13008	0.122509	0.134726	0.12796	0.133647	0.121042	0.13026	0.133596	0.144739	0.141968	0.139335	0.138606	0.134505	0.138057	0.138528	0.138715	0.144203	0.129464	0.129711	0.128356	0.13836	0.13437	0.122799	0.150022	0.142968	0.133311	0.128432	0.131296	0.147754	0.150079	0.120241	0.135658	0.141957	0.142732	0.141237	0.132782	0.137461	0.13869	0.152098	0.12934	0.131654	0.142296	0.133269	0.14126	0.155011	0.164119	0.145014	0.14189	0.134962	0.165751	0.131785	0.136449	0.13566	0.125228	0.124353	0.123095	0.122168	0.126392	0.129727	0.10647	0.113991	0.114063	0.107892	0.113029	0.109768	0.122171	0.120195	0.116082	0.109204	0.107354	0.1085	0.126558	0.112333	0.124386	0.126191	0.123504	0.124283	0.135212	0.111988	0.106623	0.105065	0.107745	0.105266	0.112066	0.107785	0.0887276	0.0955116	0.110758	0.112549	0.123687	0.109444	0.101047	0.101122	0.0986479	0.105906	0.108449	0.119146	0.089604	0.117954	0.0946172	0.0898164	0.0951583	0.0851716	0.0931095	0.0888743	0.104767	0.10857	0.133227	0.126474	0.117757	0.126291	0.124978	0.136426	0.127011	0.0979092	0.0964934	0.113807	0.118859	0.124022	0.110946	0.0945277	0.0746505	0.0774267	0.0972743	0.0955909	0.087126	0.104338	0.102184	0.0908613	0.0938771	0.0779617	0.138694	0.20533	0.204406	0.190636	0.149379	0.131915	0.156948	0.141586	0.144838	0.142743	0.142016	0.140579	0.146241	0.13155	0.124817	0.173351	0.156918	0.156941	0.166927	0.152019	0.154596	0.329621	0.328135	0.333921	0.3278	0.342721	0.334733	0.343236	0.32169	0.323427	0.306501	0.304659	0.282072	0.276865	0.286911	0.283257	0.269909	0.235188	0.269012	0.276828	0.276828	0.275467	0.277229	0.289393	0.302758	0.324747	0.309405	0.333349	0.334295	0.337484	0.340839	0.34673	0.347011	0.387955	0.343797	0.343797	0.339374	0.297662	0.184503	0.184876	0.160815	0.164341	0.143594	0.145428	0.205553	0.118297	0.115213	0.12071	0.136843	0.149264	0.15925	0.183893	0.104506	0.118795	0.126636	0.126293	0.114505	0.177601	0.183286	0.0902804	0.102783	0.118349	0.110172	0.0899291	0.102783	0.108821	0.111468	0.123595	0.0900684	0.145984	0.150823	0.134786	0.0885499	0.107699	0.0939571	0.0969136	0.0999531	0.101331	0.102442	0.107383	0.1012	0.101202	0.100358	0.115769	0.127293	0.106482	0.11354	0.12788	0.130228	0.128907	0.102808	0.10627	0.103185	0.125903	0.125928	0.128641	0.127283	0.121868	0.113528	0.0873353	0.114318	0.120236	0.10152	0.128618	0.119542	0.0901683	0.0860589	0.118389	0.113077	0.141102	0.127281	0.147724	0.128405	0.128465	0.115455	0.14201	0.152099	0.152036	0.164776	0.164333	0.158141	0.156952	0.166965	0.174273	0.144076	0.146602	0.166781	0.13594	0.272517	0.353411	0.124833	0.13289	0.135559	0.13008	0.133993	0.129846	0.129929	0.12992	0.131267	0.132886	0.12579	0.126678	0.152564	0.128427	0.22693	0.120358	0.132087	0.132641	0.153138	0.150357	0.151365	0.171391	0.146862	0.0937474	0.103584	0.107863	0.102606	0.11159	0.0973773	0.109769	0.123843	0.129844	0.105661	0.0998863	0.147532	0.149342	0.122373	0.111783	0.118907	0.122187
Acrocephalus_arundinaceus	0.126101	0	0.0234849	0.0580464	0.071794	0.0593933	0.0571364	0.0589581	0.0664581	0.0739635	0.0478372	0.0645914	0.061717	0.0589573	0.0607184	0.0578108	0.0736284	0.0756157	0.061865	0.0593185	0.0534498	0.0563821	0.0561989	0.0589058	0.0505402	0.0600993	0.0809752	0.0665757	0.0608548	0.0635933	0.0816593	0.0903385	0.0839757	0.0959909	0.097452	0.0916262	0.0733404	0.0890056	0.083411	0.0882432	0.0940657	0.0898534	0.08238	0.0748084	0.087026	0.0802597	0.0859465	0.0733411	0.0825598	0.0858953	0.0970384	0.0942674	0.0916346	0.0909055	0.0868045	0.0903564	0.0908274	0.0910148	0.0965026	0.0817638	0.082011	0.0806558	0.0906598	0.0866699	0.0750988	0.102321	0.0952681	0.0856103	0.0807316	0.0835954	0.100054	0.102379	0.0725405	0.0879579	0.0942563	0.0950314	0.0935361	0.0850816	0.0897611	0.0909896	0.104398	0.0816397	0.0839533	0.094596	0.085569	0.0935591	0.10731	0.116419	0.0973139	0.0941899	0.0872611	0.11805	0.0840846	0.0887487	0.0879599	0.0775272	0.0766524	0.0753949	0.0820254	0.0888168	0.0921546	0.0688972	0.0816875	0.0817657	0.075594	0.0915152	0.0882563	0.100659	0.0986829	0.0945701	0.0876926	0.0858422	0.0869884	0.105046	0.0908209	0.102874	0.104679	0.101992	0.102772	0.113701	0.0904759	0.0851114	0.0835537	0.0862337	0.0837541	0.0905543	0.0862734	0.0672158	0.0739998	0.0892464	0.0910368	0.102176	0.0879325	0.0795349	0.0796106	0.0771361	0.0874928	0.0900358	0.103851	0.0743095	0.10266	0.0885793	0.0837785	0.112556	0.10257	0.115663	0.111428	0.154266	0.15807	0.182726	0.175973	0.167256	0.175791	0.174478	0.185925	0.176511	0.147409	0.145993	0.163306	0.168358	0.173521	0.160446	0.144027	0.12415	0.126926	0.146774	0.14509	0.136625	0.153838	0.151684	0.140361	0.143376	0.127461	0.20232	0.268955	0.268031	0.254261	0.213004	0.195541	0.220573	0.205211	0.208463	0.206368	0.205642	0.204204	0.209866	0.195175	0.188442	0.236976	0.220543	0.220566	0.230552	0.215644	0.218222	0.393246	0.39176	0.397546	0.391425	0.406346	0.398358	0.406861	0.385315	0.387052	0.370126	0.368284	0.345697	0.34049	0.350536	0.346883	0.333534	0.298813	0.332637	0.340453	0.340453	0.339092	0.340854	0.353018	0.366384	0.388372	0.37303	0.396974	0.397921	0.401109	0.404464	0.410355	0.410636	0.45158	0.407422	0.407422	0.403	0.361287	0.248128	0.248501	0.22444	0.227967	0.20722	0.209053	0.269178	0.181922	0.178838	0.184335	0.200468	0.212889	0.222875	0.247518	0.168131	0.18242	0.190261	0.189919	0.17813	0.241226	0.246911	0.153906	0.166409	0.181974	0.173797	0.153554	0.166409	0.172446	0.175093	0.18722	0.153694	0.209609	0.214448	0.198411	0.152175	0.171325	0.157582	0.160539	0.163578	0.164956	0.166067	0.171008	0.164825	0.164827	0.163983	0.179395	0.190918	0.170107	0.177165	0.191505	0.193854	0.192532	0.166433	0.169895	0.16681	0.189528	0.189553	0.192266	0.190908	0.185493	0.177153	0.15096	0.177944	0.183861	0.165145	0.192243	0.183167	0.153793	0.149684	0.182014	0.176702	0.204727	0.190906	0.21135	0.19203	0.19209	0.17908	0.205635	0.215724	0.215661	0.228401	0.227958	0.221766	0.220578	0.23059	0.237898	0.207701	0.210227	0.230406	0.199565	0.336143	0.417037	0.188458	0.196515	0.199185	0.193705	0.197618	0.193471	0.193554	0.193546	0.194893	0.196511	0.189415	0.190303	0.21619	0.192052	0.290555	0.183983	0.195712	0.196266	0.216763	0.213982	0.21499	0.235016	0.210487	0.157373	0.167209	0.171488	0.166231	0.175215	0.161003	0.173394	0.187468	0.193469	0.169286	0.163512	0.211157	0.212968	0.185998	0.175408	0.182532	0.185812
Hippolais_icterina	0.130388	0.0234849	0	0.0623334	0.076081	0.0636803	0.0614234	0.0632451	0.0707451	0.0782505	0.0521242	0.0688785	0.066004	0.0632443	0.0650054	0.0620979	0.0779154	0.0799027	0.0661521	0.0636056	0.0577369	0.0606691	0.060486	0.0631929	0.0548272	0.0643864	0.0852623	0.0708628	0.0651418	0.0678803	0.0859463	0.0946256	0.0882627	0.100278	0.101739	0.0959133	0.0776275	0.0932927	0.0876981	0.0925302	0.0983528	0.0941405	0.086667	0.0790955	0.0913131	0.0845468	0.0902335	0.0776282	0.0868468	0.0901823	0.101325	0.0985544	0.0959216	0.0951925	0.0910916	0.0946434	0.0951145	0.0953019	0.10079	0.0860509	0.086298	0.0849428	0.0949469	0.090957	0.0793858	0.106608	0.0995551	0.0898974	0.0850186	0.0878825	0.104341	0.106666	0.0768275	0.0922449	0.0985434	0.0993185	0.0978232	0.0893686	0.0940481	0.0952766	0.108685	0.0859268	0.0882403	0.0988831	0.0898561	0.0978461	0.111597	0.120706	0.101601	0.0984769	0.0915482	0.122337	0.0883716	0.0930358	0.0922469	0.0818143	0.0809394	0.0796819	0.0863124	0.0931038	0.0964417	0.0731843	0.0859745	0.0860527	0.0798811	0.0958023	0.0925434	0.104946	0.10297	0.0988572	0.0919796	0.0901292	0.0912755	0.109333	0.0951079	0.107161	0.108966	0.106279	0.107059	0.117988	0.0947629	0.0893984	0.0878407	0.0905207	0.0880411	0.0948413	0.0905605	0.0715029	0.0782868	0.0935335	0.0953239	0.106463	0.0922195	0.083822	0.0838977	0.0814232	0.0917798	0.0943229	0.108138	0.0785965	0.106947	0.0928663	0.0880655	0.116843	0.106857	0.11995	0.115715	0.158553	0.162357	0.187013	0.18026	0.171543	0.180078	0.178765	0.190212	0.180798	0.151696	0.15028	0.167593	0.172645	0.177808	0.164733	0.148314	0.128437	0.131213	0.151061	0.149377	0.140912	0.158125	0.155971	0.144648	0.147663	0.131748	0.206607	0.273242	0.272318	0.258548	0.217291	0.199828	0.22486	0.209498	0.21275	0.210655	0.209929	0.208491	0.214153	0.199462	0.192729	0.241264	0.22483	0.224853	0.23484	0.219931	0.222509	0.397533	0.396047	0.401833	0.395713	0.410633	0.402645	0.411148	0.389602	0.391339	0.374413	0.372571	0.349984	0.344777	0.354823	0.35117	0.337821	0.303101	0.336924	0.34474	0.34474	0.343379	0.345141	0.357305	0.370671	0.392659	0.377317	0.401261	0.402208	0.405397	0.408751	0.414642	0.414923	0.455868	0.41171	0.41171	0.407287	0.365574	0.252415	0.252788	0.228727	0.232254	0.211507	0.21334	0.273465	0.186209	0.183125	0.188622	0.204755	0.217176	0.227162	0.251805	0.172418	0.186707	0.194548	0.194206	0.182417	0.245513	0.251199	0.158193	0.170696	0.186261	0.178084	0.157841	0.170696	0.176733	0.17938	0.191507	0.157981	0.213896	0.218735	0.202698	0.156462	0.175612	0.161869	0.164826	0.167865	0.169243	0.170354	0.175295	0.169112	0.169114	0.16827	0.183682	0.195205	0.174394	0.181452	0.195792	0.198141	0.196819	0.17072	0.174182	0.171097	0.193815	0.19384	0.196553	0.195195	0.18978	0.18144	0.155248	0.182231	0.188148	0.169432	0.19653	0.187454	0.158081	0.153971	0.186301	0.180989	0.209014	0.195193	0.215637	0.196318	0.196377	0.183367	0.209922	0.220011	0.219948	0.232688	0.232245	0.226053	0.224865	0.234877	0.242185	0.211988	0.214514	0.234693	0.203852	0.34043	0.421324	0.192745	0.200802	0.203472	0.197992	0.201905	0.197758	0.197841	0.197833	0.19918	0.200798	0.193702	0.19459	0.220477	0.196339	0.294842	0.18827	0.199999	0.200553	0.22105	0.218269	0.219277	0.239303	0.214774	0.16166	0.171496	0.175775	0.170518	0.179502	0.16529	0.177681	0.191756	0.197756	0.173573	0.167799	0.215444	0.217255	0.190285	0.179695	0.186819	0.190099
Aegithalos_caudatus	0.126501	0.0580464	0.0623334	0	0.0533942	0.0489882	0.0467314	0.0485551	0.0560551	0.0635605	0.0455511	0.0623054	0.059431	0.0566732	0.0611176	0.0582101	0.0740276	0.0760149	0.0622643	0.0597178	0.0538491	0.0567813	0.0565982	0.0593051	0.0509394	0.0604985	0.0813745	0.066975	0.061254	0.0639925	0.0820585	0.0907378	0.0843749	0.0963901	0.0978512	0.0920254	0.0737397	0.0894048	0.0838102	0.0886424	0.094465	0.0902527	0.0827792	0.0752076	0.0874253	0.080659	0.0863457	0.0737404	0.082959	0.0862945	0.0974376	0.0946666	0.0920338	0.0913047	0.0872037	0.0907556	0.0912267	0.0914141	0.0969018	0.0821631	0.0824102	0.081055	0.091059	0.0870692	0.075498	0.10272	0.0956673	0.0860096	0.0811308	0.0839946	0.100453	0.102778	0.0729397	0.0883571	0.0946556	0.0954307	0.0939354	0.0854808	0.0901603	0.0913888	0.104797	0.082039	0.0843525	0.0949952	0.0859683	0.0939583	0.10771	0.116818	0.0977131	0.0945891	0.0876604	0.118449	0.0844838	0.089148	0.0883591	0.0779265	0.0770516	0.0757941	0.0824246	0.089216	0.0925539	0.0692964	0.0820867	0.0821649	0.0759933	0.0919145	0.0886556	0.101058	0.0990822	0.0949694	0.0880918	0.0862414	0.0873876	0.105445	0.0912201	0.103274	0.105078	0.102391	0.103171	0.1141	0.0908751	0.0855106	0.0839529	0.0866329	0.0841533	0.0909535	0.0866727	0.0676151	0.074399	0.0896456	0.0914361	0.102575	0.0883317	0.0799341	0.0800099	0.0775353	0.087892	0.090435	0.104251	0.0747087	0.103059	0.0889785	0.0841777	0.112956	0.102969	0.116062	0.111827	0.154665	0.158469	0.183126	0.176372	0.167655	0.17619	0.174877	0.186325	0.17691	0.147808	0.146392	0.163705	0.168757	0.17392	0.160845	0.144426	0.124549	0.127325	0.147173	0.14549	0.137025	0.154237	0.152083	0.14076	0.143776	0.12786	0.202719	0.269355	0.26843	0.25466	0.213403	0.19594	0.220972	0.205611	0.208862	0.206767	0.206041	0.204603	0.210266	0.195574	0.188841	0.237376	0.220942	0.220966	0.230952	0.216043	0.218621	0.393645	0.392159	0.397946	0.391825	0.406745	0.398757	0.40726	0.385714	0.387451	0.370525	0.368684	0.346096	0.340889	0.350935	0.347282	0.333933	0.299213	0.333036	0.340852	0.340852	0.339492	0.341254	0.353417	0.366783	0.388771	0.373429	0.397373	0.39832	0.401509	0.404863	0.410754	0.411035	0.45198	0.407822	0.407822	0.403399	0.361686	0.248527	0.2489	0.224839	0.228366	0.207619	0.209452	0.269577	0.182321	0.179237	0.184734	0.200867	0.213288	0.223274	0.247918	0.168531	0.182819	0.190661	0.190318	0.178529	0.241625	0.247311	0.154305	0.166808	0.182373	0.174196	0.153954	0.166808	0.172845	0.175492	0.187619	0.154093	0.210008	0.214847	0.19881	0.152574	0.171724	0.157981	0.160938	0.163978	0.165356	0.166466	0.171407	0.165224	0.165227	0.164382	0.179794	0.191317	0.170506	0.177564	0.191905	0.194253	0.192931	0.166832	0.170294	0.167209	0.189927	0.189952	0.192665	0.191307	0.185892	0.177553	0.15136	0.178343	0.18426	0.165545	0.192642	0.183566	0.154193	0.150083	0.182414	0.177101	0.205126	0.191306	0.211749	0.19243	0.192489	0.179479	0.206034	0.216123	0.21606	0.2288	0.228358	0.222165	0.220977	0.230989	0.238297	0.2081	0.210627	0.230806	0.199964	0.336542	0.417436	0.188857	0.196914	0.199584	0.194105	0.198017	0.193871	0.193953	0.193945	0.195292	0.196911	0.189814	0.190702	0.216589	0.192451	0.290955	0.184382	0.196112	0.196665	0.217162	0.214381	0.215389	0.235415	0.210887	0.157772	0.167609	0.171887	0.16663	0.175614	0.161402	0.173793	0.187868	0.193868	0.169686	0.163911	0.211556	0.213367	0.186397	0.175807	0.182932	0.186211
Hylia_prasina	0.140248	0.071794	0.076081	0.0533942	0	0.0627359	0.060479	0.0623027	0.0698027	0.0773081	0.0592988	0.076053	0.0731786	0.0704209	0.0748653	0.0719577	0.0877752	0.0897625	0.0760119	0.0734654	0.0675967	0.0705289	0.0703458	0.0730527	0.0646871	0.0742462	0.0951221	0.0807226	0.0750016	0.0777401	0.0958061	0.104485	0.0981226	0.110138	0.111599	0.105773	0.0874873	0.103152	0.0975579	0.10239	0.108213	0.104	0.0965268	0.0889553	0.101173	0.0944066	0.100093	0.087488	0.0967067	0.100042	0.111185	0.108414	0.105781	0.105052	0.100951	0.104503	0.104974	0.105162	0.110649	0.0959107	0.0961578	0.0948027	0.104807	0.100817	0.0892457	0.116468	0.109415	0.0997572	0.0948784	0.0977423	0.114201	0.116526	0.0866873	0.102105	0.108403	0.109178	0.107683	0.0992284	0.103908	0.105136	0.118545	0.0957866	0.0981001	0.108743	0.0997159	0.107706	0.121457	0.130566	0.111461	0.108337	0.101408	0.132197	0.0982314	0.102896	0.102107	0.0916741	0.0907992	0.0895418	0.0961722	0.102964	0.106301	0.0830441	0.0958343	0.0959125	0.0897409	0.105662	0.102403	0.114806	0.11283	0.108717	0.101839	0.099989	0.101135	0.119193	0.104968	0.117021	0.118826	0.116139	0.116918	0.127847	0.104623	0.0992582	0.0977005	0.100381	0.097901	0.104701	0.10042	0.0813627	0.0881467	0.103393	0.105184	0.116323	0.102079	0.0936818	0.0937575	0.091283	0.10164	0.104183	0.117998	0.0884563	0.116807	0.102726	0.0979254	0.126703	0.116717	0.12981	0.125575	0.168413	0.172217	0.196873	0.19012	0.181403	0.189938	0.188624	0.200072	0.190657	0.161555	0.16014	0.177453	0.182505	0.187668	0.174592	0.158174	0.138297	0.141073	0.16092	0.159237	0.150772	0.167984	0.165831	0.154508	0.157523	0.141608	0.216467	0.283102	0.282178	0.268408	0.227151	0.209687	0.23472	0.219358	0.22261	0.220515	0.219788	0.218351	0.224013	0.209322	0.202589	0.251123	0.23469	0.234713	0.244699	0.229791	0.232368	0.407393	0.405907	0.411693	0.405572	0.420493	0.412505	0.421008	0.399462	0.401199	0.384273	0.382431	0.359844	0.354637	0.364683	0.361029	0.347681	0.31296	0.346784	0.3546	0.3546	0.353239	0.355001	0.367165	0.38053	0.402519	0.387177	0.411121	0.412067	0.415256	0.418611	0.424502	0.424783	0.465727	0.421569	0.421569	0.417146	0.375434	0.262275	0.262648	0.238587	0.242114	0.221367	0.2232	0.283325	0.196069	0.192985	0.198482	0.214615	0.227036	0.237022	0.261665	0.182278	0.196567	0.204408	0.204066	0.192277	0.255373	0.261058	0.168052	0.180555	0.196121	0.187944	0.167701	0.180555	0.186593	0.18924	0.201367	0.16784	0.223756	0.228595	0.212558	0.166322	0.185471	0.171729	0.174686	0.177725	0.179103	0.180214	0.185155	0.178972	0.178974	0.17813	0.193541	0.205065	0.184254	0.191312	0.205652	0.208	0.206679	0.18058	0.184042	0.180957	0.203675	0.2037	0.206413	0.205055	0.19964	0.1913	0.165107	0.19209	0.198008	0.179292	0.20639	0.197314	0.16794	0.163831	0.196161	0.190849	0.218874	0.205053	0.225496	0.206177	0.206237	0.193227	0.219782	0.229871	0.229808	0.242548	0.242105	0.235913	0.234725	0.244737	0.252045	0.221848	0.224374	0.244553	0.213712	0.350289	0.431183	0.202605	0.210662	0.213332	0.207852	0.211765	0.207618	0.207701	0.207692	0.209039	0.210658	0.203562	0.20445	0.230336	0.206199	0.304702	0.19813	0.209859	0.210413	0.23091	0.228129	0.229137	0.249163	0.224634	0.171519	0.181356	0.185635	0.180378	0.189362	0.175149	0.187541	0.201615	0.207616	0.183433	0.177658	0.225304	0.227115	0.200145	0.189555	0.196679	0.199959
