	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Cisticola_juncidis	Leiothrix_lutea	Hirundo_rustica	Illadopsis_cleaveri	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Sylvietta_virens	Alaudala_cheleensis	Panurus_biarmicus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Junco_hyemalis	Zonotrichia_albicollis	Spizella_passerina	Melospiza_melodia	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Emberiza_fucata	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Rhodinocichla_rosea	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Irena_cyanogastra	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Elachura_formosa	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Regulus_satrapa	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Callaeas_wilsoni	Notiomystis_cincta	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Drymodes_brunneopygia	Aleadryas_rufinucha	Falcunculus_frontatus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Ifrita_kowaldi	Chaetorhynchus_papuensis	Rhipidura_dahli	Struthidea_cinerea	Myiagra_hebetior	Paradisaea_raggiana	Dicrurus_megarhynchus	Oreocharis_arfaki	Erpornis_zantholeuca	Pteruthius_melanotis	Vireo_altiloquus	Ptilorrhoa_leucosticta	Dryoscopus_gambensis	Gymnorhina_tibicen	Mystacornis_crossleyi	Rhagologus_leucostigma	Dyaphorophyia_castanea	Machaerirhynchus_nigripectus	Mohoua_ochrocephala	Oriolus_oriolus	Pachycephala_philippinensis	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Scytalopus_superciliaris	Formicarius_rufipectus	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Neopipo_cinnamomea	Tachuris_rubrigastra	Tyrannus_savana	Piprites_chloris	Onychorhynchus_coronatus	Oxyruncus_cristatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Podargus_strigoides	Apaloderma_vittatum	Trogon_melanurus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Rissa_tridactyla	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Jacana_jacana	Rostratula_benghalensis	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Gavia_stellata	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Struthio_camelus	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Opisthocomus_hoazin	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Eurypyga_helias	Rhynochetos_jubatus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Leptosomus_discolor	Aptenodytes_forsteri	Pygoscelis_adeliae	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Mesembrinibis_cayennensis	Nipponia_nippon	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Cariama_cristata	Chunga_burmeisteri	Phaethon_lepturus	Cathartes_aura	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Ciconia_maguari	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Colius_striatus	Urocolius_indicus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis
Acanthisitta_chloris	0	0.218339	0.222077	0.244571	0.239659	0.231911	0.228181	0.239069	0.236549	0.236534	0.227452	0.216972	0.251774	0.243246	0.241354	0.237546	0.224331	0.238005	0.243478	0.220342	0.239291	0.262993	0.252726	0.220996	0.224402	0.231077	0.235199	0.225055	0.222734	0.226847	0.22713	0.243244	0.244643	0.252874	0.231739	0.240914	0.238189	0.230449	0.231254	0.246081	0.240261	0.241956	0.228972	0.238438	0.231346	0.254371	0.253823	0.254319	0.250974	0.249282	0.230394	0.227408	0.225986	0.231618	0.230213	0.222867	0.228487	0.228405	0.228238	0.226297	0.227559	0.213014	0.21442	0.218688	0.21707	0.217921	0.230071	0.226621	0.216829	0.222587	0.238147	0.248864	0.226175	0.219934	0.238497	0.242801	0.232483	0.222215	0.224286	0.230309	0.234449	0.238152	0.228373	0.243125	0.234434	0.229088	0.23564	0.234239	0.222593	0.223894	0.21768	0.219922	0.229149	0.228586	0.221374	0.23232	0.201631	0.215658	0.211328	0.20986	0.227439	0.223756	0.224939	0.222591	0.23847	0.225642	0.219735	0.231972	0.219976	0.223328	0.216424	0.215249	0.217294	0.210595	0.221814	0.223595	0.21417	0.202509	0.211563	0.215932	0.201252	0.202439	0.20477	0.221478	0.217773	0.214467	0.216912	0.218066	0.218006	0.211638	0.213821	0.210315	0.219934	0.240479	0.217536	0.251186	0.223514	0.207907	0.204725	0.187547	0.215923	0.233451	0.202805	0.229428	0.225389	0.216273	0.204382	0.212464	0.215099	0.220063	0.22374	0.204097	0.21425	0.211328	0.17083	0.196201	0.181665	0.191429	0.193951	0.177385	0.187577	0.20045	0.188828	0.197017	0.197172	0.234485	0.264963	0.266568	0.275333	0.260832	0.227442	0.265815	0.258691	0.254474	0.253451	0.252652	0.253466	0.265556	0.260626	0.259537	0.257334	0.261498	0.276399	0.264159	0.281068	0.288187	0.307895	0.299554	0.254754	0.266355	0.267602	0.259377	0.254848	0.245865	0.249859	0.271754	0.252122	0.267804	0.218605	0.362234	0.436729	0.431275	0.440067	0.415795	0.424415	0.429882	0.414515	0.44093	0.413928	0.38115	0.35481	0.358085	0.351281	0.359613	0.363276	0.331921	0.331746	0.384958	0.387211	0.378234	0.37935	0.38997	0.398193	0.503276	0.497797	0.509427	0.495897	0.469305	0.462247	0.525172	0.513574	0.503346	0.50039	0.439326	0.424683	0.411757	0.301659	0.316035	0.308611	0.299811	0.306895	0.234648	0.23532	0.235714	0.289103	0.280705	0.278352	0.316608	0.22727	0.24899	0.255719	0.239637	0.227998	0.23788	0.277164	0.210271	0.217726	0.207664	0.219709	0.227039	0.210683	0.208515	0.237836	0.239698	0.230701	0.177784	0.19292	0.283453	0.288229	0.310701	0.328951	0.303896	0.288311	0.313077	0.222875	0.228878	0.230632	0.197435	0.187884	0.198064	0.196988	0.19702	0.208326	0.205089	0.216068	0.213266	0.192564	0.214823	0.207958	0.218249	0.224211	0.220618	0.227597	0.247082	0.180701	0.274888	0.272954	0.226664	0.190978	0.19554	0.196	0.188189	0.193788	0.207375	0.211334	0.183462	0.196588	0.208115	0.208706	0.2087	0.208712	0.211945	0.212013	0.220289	0.182322	0.220092	0.213769	0.227771	0.284782	0.321691	0.284675	0.28471	0.243198	0.224152	0.219822	0.242836
Acrocephalus_arundinaceus	0.218339	0	0.0357362	0.0978848	0.0929737	0.0852256	0.0838503	0.0947381	0.0922178	0.0922028	0.0831209	0.0726409	0.107444	0.0989167	0.0970247	0.0932167	0.0800019	0.0960504	0.101523	0.0783872	0.0973368	0.121039	0.11314	0.0814093	0.0848153	0.0935822	0.105217	0.0972197	0.103231	0.107344	0.107626	0.123741	0.12514	0.13337	0.112236	0.12141	0.118686	0.110946	0.111751	0.126578	0.120757	0.122452	0.109469	0.118934	0.111843	0.134867	0.13432	0.134815	0.131471	0.129779	0.110891	0.107904	0.106483	0.112114	0.110709	0.103363	0.108984	0.108902	0.108735	0.106794	0.108055	0.0935106	0.0949166	0.0991844	0.0975666	0.0984171	0.110567	0.107118	0.097326	0.105512	0.121072	0.131788	0.109099	0.102858	0.121421	0.125726	0.115407	0.10514	0.10721	0.113234	0.117373	0.121076	0.111297	0.126049	0.117359	0.112013	0.118564	0.117166	0.10552	0.10682	0.100606	0.114863	0.124091	0.123527	0.116315	0.127261	0.0965722	0.11548	0.11593	0.114463	0.132042	0.128359	0.129542	0.127194	0.143073	0.130244	0.124338	0.136575	0.124579	0.127931	0.121027	0.119852	0.121897	0.115197	0.126417	0.128198	0.118773	0.107112	0.116165	0.120534	0.105855	0.107042	0.109373	0.126081	0.122376	0.11907	0.121514	0.122669	0.122609	0.11624	0.118424	0.122402	0.13202	0.152566	0.129623	0.163272	0.172707	0.1571	0.16211	0.144932	0.229678	0.247207	0.21656	0.243184	0.239145	0.230029	0.218138	0.226219	0.228855	0.233818	0.237496	0.217852	0.228005	0.225084	0.184585	0.209957	0.195421	0.205185	0.207707	0.19114	0.201333	0.214205	0.202584	0.210773	0.210927	0.251714	0.282191	0.283796	0.292562	0.27806	0.244671	0.283043	0.27592	0.271703	0.270679	0.269881	0.270694	0.282785	0.277855	0.276765	0.274563	0.278727	0.293628	0.281387	0.298297	0.305415	0.325124	0.316782	0.271983	0.283583	0.28483	0.276605	0.272077	0.263094	0.267088	0.288983	0.26935	0.285032	0.235833	0.379463	0.453957	0.448504	0.457296	0.433023	0.441644	0.44711	0.431744	0.458159	0.431157	0.398378	0.372039	0.375313	0.36851	0.376842	0.380505	0.34915	0.348975	0.402186	0.40444	0.395463	0.396579	0.407198	0.415421	0.520505	0.515025	0.526656	0.513126	0.486533	0.479475	0.542401	0.530802	0.520575	0.517618	0.456555	0.441912	0.428985	0.318888	0.333264	0.32584	0.31704	0.324123	0.251877	0.252548	0.252942	0.306332	0.297933	0.29558	0.333836	0.244498	0.266218	0.272948	0.256865	0.245226	0.255108	0.294393	0.227499	0.234955	0.224893	0.236938	0.244267	0.227911	0.225744	0.255065	0.256926	0.247929	0.195012	0.210149	0.300681	0.305457	0.32793	0.346179	0.321125	0.30554	0.330306	0.240104	0.246106	0.247861	0.214664	0.205113	0.215292	0.214217	0.214249	0.225555	0.222317	0.233297	0.230495	0.209792	0.232051	0.225187	0.235477	0.241439	0.237847	0.244826	0.264311	0.19793	0.292116	0.290183	0.243893	0.208207	0.212769	0.213228	0.205418	0.211017	0.224604	0.228562	0.20069	0.213816	0.225344	0.225934	0.225929	0.225941	0.229174	0.229242	0.237518	0.19955	0.237321	0.230998	0.244999	0.302011	0.338919	0.301903	0.301939	0.260427	0.241381	0.23705	0.260065
Hippolais_icterina	0.222077	0.0357362	0	0.101623	0.0967124	0.0889643	0.087589	0.0984768	0.0959565	0.0959415	0.0868596	0.0763796	0.111183	0.102655	0.100763	0.0969554	0.0837406	0.0997891	0.105262	0.082126	0.101075	0.124777	0.116879	0.085148	0.088554	0.0973209	0.108956	0.100958	0.10697	0.111083	0.111365	0.12748	0.128878	0.137109	0.115974	0.125149	0.122425	0.114684	0.115489	0.130317	0.124496	0.126191	0.113207	0.122673	0.115582	0.138606	0.138059	0.138554	0.135209	0.133517	0.114629	0.111643	0.110222	0.115853	0.114448	0.107102	0.112723	0.11264	0.112473	0.110532	0.111794	0.0972493	0.0986553	0.102923	0.101305	0.102156	0.114306	0.110856	0.101065	0.10925	0.12481	0.135527	0.112838	0.106597	0.12516	0.129464	0.119146	0.108879	0.110949	0.116972	0.121112	0.124815	0.115036	0.129788	0.121097	0.115751	0.122303	0.120904	0.109258	0.110559	0.104345	0.118602	0.127829	0.127265	0.120054	0.131	0.100311	0.119219	0.119669	0.118201	0.13578	0.132098	0.13328	0.130933	0.146811	0.133983	0.128077	0.140314	0.128318	0.131669	0.124766	0.123591	0.125636	0.118936	0.130155	0.131936	0.122512	0.110851	0.119904	0.124273	0.109594	0.110781	0.113112	0.129819	0.126114	0.122809	0.125253	0.126407	0.126348	0.119979	0.122163	0.126141	0.135759	0.156305	0.133362	0.167011	0.176446	0.160839	0.165848	0.148671	0.233417	0.250945	0.220299	0.246923	0.242884	0.233768	0.221877	0.229958	0.232594	0.237557	0.241234	0.221591	0.231744	0.228822	0.188324	0.213696	0.19916	0.208923	0.211445	0.194879	0.205071	0.217944	0.206323	0.214512	0.214666	0.255453	0.28593	0.287535	0.296301	0.281799	0.248409	0.286782	0.279658	0.275442	0.274418	0.273619	0.274433	0.286524	0.281594	0.280504	0.278302	0.282466	0.297366	0.285126	0.302035	0.309154	0.328862	0.320521	0.275721	0.287322	0.288569	0.280344	0.275815	0.266833	0.270827	0.292721	0.273089	0.288771	0.239572	0.383202	0.457696	0.452243	0.461034	0.436762	0.445382	0.450849	0.435482	0.461898	0.434896	0.402117	0.375777	0.379052	0.372248	0.38058	0.384243	0.352888	0.352714	0.405925	0.408178	0.399201	0.400318	0.410937	0.41916	0.524243	0.518764	0.530394	0.516864	0.490272	0.483214	0.54614	0.534541	0.524314	0.521357	0.460293	0.445651	0.432724	0.322626	0.337002	0.329578	0.320779	0.327862	0.255615	0.256287	0.256681	0.310071	0.301672	0.299319	0.337575	0.248237	0.269957	0.276687	0.260604	0.248965	0.258847	0.298132	0.231238	0.238693	0.228631	0.240676	0.248006	0.23165	0.229482	0.258803	0.260665	0.251668	0.198751	0.213888	0.30442	0.309196	0.331669	0.349918	0.324863	0.309278	0.334044	0.243843	0.249845	0.251599	0.218402	0.208851	0.219031	0.217956	0.217987	0.229293	0.226056	0.237036	0.234233	0.213531	0.23579	0.228925	0.239216	0.245178	0.241585	0.248565	0.268049	0.201668	0.295855	0.293922	0.247631	0.211946	0.216507	0.216967	0.209157	0.214755	0.228343	0.232301	0.204429	0.217555	0.229082	0.229673	0.229667	0.22968	0.232913	0.23298	0.241257	0.203289	0.24106	0.234736	0.248738	0.30575	0.342658	0.305642	0.305678	0.264165	0.24512	0.240789	0.263803
Cisticola_juncidis	0.244571	0.0978848	0.101623	0	0.106409	0.106991	0.110082	0.12097	0.11845	0.118435	0.109353	0.0988727	0.133676	0.125149	0.123256	0.119448	0.106234	0.122282	0.127755	0.104619	0.123569	0.14727	0.139372	0.107641	0.111047	0.119814	0.131449	0.123451	0.129463	0.133576	0.133858	0.149973	0.151371	0.159602	0.138467	0.147642	0.144918	0.137177	0.137983	0.15281	0.146989	0.148684	0.1357	0.145166	0.138075	0.161099	0.160552	0.161047	0.157702	0.15601	0.137122	0.134136	0.132715	0.138346	0.136941	0.129595	0.135216	0.135133	0.134966	0.133026	0.134287	0.119742	0.121148	0.125416	0.123798	0.124649	0.136799	0.133349	0.123558	0.131743	0.147303	0.15802	0.135331	0.12909	0.147653	0.151958	0.141639	0.131372	0.133442	0.139466	0.143605	0.147308	0.137529	0.152281	0.143591	0.138244	0.144796	0.143397	0.131752	0.133052	0.126838	0.141095	0.150322	0.149759	0.142547	0.153493	0.122804	0.141712	0.142162	0.140694	0.158274	0.154591	0.155773	0.153426	0.169305	0.156476	0.15057	0.162807	0.150811	0.154163	0.147259	0.146084	0.148129	0.141429	0.152648	0.15443	0.145005	0.133344	0.142397	0.146766	0.132087	0.133274	0.135605	0.152312	0.148607	0.145302	0.147746	0.1489	0.148841	0.142472	0.144656	0.148634	0.158252	0.178798	0.155855	0.189504	0.198939	0.183332	0.188341	0.171164	0.25591	0.273438	0.242792	0.269416	0.265377	0.256261	0.24437	0.252451	0.255087	0.26005	0.263728	0.244084	0.254237	0.251315	0.210817	0.236189	0.221653	0.231417	0.233939	0.217372	0.227564	0.240437	0.228816	0.237005	0.237159	0.277946	0.308423	0.310028	0.318794	0.304292	0.270902	0.309275	0.302152	0.297935	0.296911	0.296112	0.296926	0.309017	0.304087	0.302997	0.300795	0.304959	0.319859	0.307619	0.324528	0.331647	0.351355	0.343014	0.298214	0.309815	0.311062	0.302837	0.298308	0.289326	0.29332	0.315214	0.295582	0.311264	0.262065	0.405695	0.480189	0.474736	0.483527	0.459255	0.467875	0.473342	0.457976	0.484391	0.457389	0.42461	0.398271	0.401545	0.394741	0.403074	0.406736	0.375381	0.375207	0.428418	0.430671	0.421694	0.422811	0.43343	0.441653	0.546736	0.541257	0.552887	0.539358	0.512765	0.505707	0.568633	0.557034	0.546807	0.54385	0.482786	0.468144	0.455217	0.345119	0.359495	0.352071	0.343272	0.350355	0.278108	0.27878	0.279174	0.332564	0.324165	0.321812	0.360068	0.27073	0.29245	0.29918	0.283097	0.271458	0.28134	0.320625	0.253731	0.261186	0.251124	0.263169	0.270499	0.254143	0.251975	0.281296	0.283158	0.274161	0.221244	0.236381	0.326913	0.331689	0.354162	0.372411	0.347356	0.331772	0.356538	0.266336	0.272338	0.274092	0.240895	0.231344	0.241524	0.240449	0.24048	0.251786	0.248549	0.259529	0.256727	0.236024	0.258283	0.251418	0.261709	0.267671	0.264079	0.271058	0.290543	0.224162	0.318348	0.316415	0.270125	0.234439	0.239001	0.23946	0.23165	0.237248	0.250836	0.254794	0.226922	0.240048	0.251576	0.252166	0.25216	0.252173	0.255406	0.255474	0.26375	0.225782	0.263553	0.257229	0.271231	0.328243	0.365151	0.328135	0.328171	0.286659	0.267613	0.263282	0.286297
Leiothrix_lutea	0.239659	0.0929737	0.0967124	0.106409	0	0.10208	0.105171	0.116059	0.113539	0.113523	0.104442	0.0939616	0.128765	0.120237	0.118345	0.114537	0.101323	0.117371	0.122844	0.099708	0.118657	0.142359	0.134461	0.10273	0.106136	0.114903	0.126538	0.11854	0.124552	0.128665	0.128947	0.145062	0.14646	0.154691	0.133556	0.142731	0.140007	0.132266	0.133071	0.147899	0.142078	0.143773	0.130789	0.140255	0.133164	0.156188	0.155641	0.156136	0.152791	0.151099	0.132211	0.129225	0.127804	0.133435	0.13203	0.124684	0.130305	0.130222	0.130055	0.128114	0.129376	0.114831	0.116237	0.120505	0.118887	0.119738	0.131888	0.128438	0.118647	0.126832	0.142392	0.153109	0.13042	0.124179	0.142742	0.147046	0.136728	0.126461	0.128531	0.134554	0.138694	0.142397	0.132618	0.14737	0.138679	0.133333	0.139885	0.138486	0.12684	0.128141	0.121927	0.136184	0.145411	0.144847	0.137636	0.148582	0.117893	0.136801	0.137251	0.135783	0.153362	0.14968	0.150862	0.148515	0.164393	0.151565	0.145659	0.157896	0.1459	0.149251	0.142348	0.141173	0.143218	0.136518	0.147737	0.149518	0.140094	0.128433	0.137486	0.141855	0.127176	0.128363	0.130694	0.147401	0.143696	0.140391	0.142835	0.143989	0.14393	0.137561	0.139745	0.143723	0.153341	0.173887	0.150944	0.184593	0.194028	0.178421	0.18343	0.166253	0.250999	0.268527	0.237881	0.264505	0.260466	0.25135	0.239459	0.24754	0.250176	0.255139	0.258816	0.239173	0.249326	0.246404	0.205906	0.231278	0.216742	0.226505	0.229027	0.212461	0.222653	0.235526	0.223905	0.232094	0.232248	0.273035	0.303512	0.305117	0.313883	0.299381	0.265991	0.304364	0.29724	0.293024	0.292	0.291201	0.292015	0.304106	0.299176	0.298086	0.295884	0.300048	0.314948	0.302708	0.319617	0.326736	0.346444	0.338103	0.293303	0.304904	0.306151	0.297926	0.293397	0.284415	0.288409	0.310303	0.290671	0.306353	0.257154	0.400784	0.475278	0.469825	0.478616	0.454344	0.462964	0.468431	0.453064	0.47948	0.452478	0.419699	0.393359	0.396634	0.38983	0.398162	0.401825	0.37047	0.370296	0.423507	0.42576	0.416783	0.4179	0.428519	0.436742	0.541825	0.536346	0.547976	0.534446	0.507854	0.500796	0.563722	0.552123	0.541896	0.538939	0.477875	0.463233	0.450306	0.340208	0.354584	0.34716	0.338361	0.345444	0.273197	0.273869	0.274263	0.327653	0.319254	0.316901	0.355157	0.265819	0.287539	0.294269	0.278186	0.266547	0.276429	0.315714	0.24882	0.256275	0.246213	0.258258	0.265588	0.249232	0.247064	0.276385	0.278247	0.26925	0.216333	0.23147	0.322002	0.326778	0.349251	0.3675	0.342445	0.32686	0.351626	0.261425	0.267427	0.269181	0.235984	0.226433	0.236613	0.235538	0.235569	0.246875	0.243638	0.254618	0.251815	0.231113	0.253372	0.246507	0.256798	0.26276	0.259167	0.266147	0.285631	0.21925	0.313437	0.311504	0.265213	0.229528	0.234089	0.234549	0.226739	0.232337	0.245925	0.249883	0.222011	0.235137	0.246664	0.247255	0.247249	0.247262	0.250495	0.250562	0.258839	0.220871	0.258642	0.252318	0.26632	0.323332	0.36024	0.323224	0.32326	0.281747	0.262702	0.258371	0.281385
Hirundo_rustica	0.231911	0.0852256	0.0889643	0.106991	0.10208	0	0.0974229	0.108311	0.10579	0.105775	0.0966935	0.0862135	0.121017	0.112489	0.110597	0.106789	0.0935745	0.109623	0.115096	0.0919599	0.110909	0.134611	0.126712	0.0949819	0.0983879	0.107155	0.11879	0.110792	0.116803	0.120917	0.121199	0.137314	0.138712	0.146943	0.125808	0.134983	0.132258	0.124518	0.125323	0.140151	0.13433	0.136025	0.123041	0.132507	0.125416	0.14844	0.147892	0.148388	0.145043	0.143351	0.124463	0.121477	0.120055	0.125687	0.124282	0.116936	0.122557	0.122474	0.122307	0.120366	0.121628	0.107083	0.108489	0.112757	0.111139	0.11199	0.12414	0.12069	0.110899	0.119084	0.134644	0.145361	0.122672	0.116431	0.134994	0.139298	0.12898	0.118712	0.120783	0.126806	0.130946	0.134649	0.12487	0.139622	0.130931	0.125585	0.132137	0.130738	0.119092	0.120393	0.114179	0.128436	0.137663	0.137099	0.129888	0.140833	0.110145	0.129052	0.129503	0.128035	0.145614	0.141931	0.143114	0.140767	0.156645	0.143817	0.137911	0.150148	0.138152	0.141503	0.1346	0.133425	0.13547	0.12877	0.139989	0.14177	0.132345	0.120685	0.129738	0.134107	0.119428	0.120615	0.122946	0.139653	0.135948	0.132643	0.135087	0.136241	0.136182	0.129813	0.131996	0.135974	0.145593	0.166139	0.143196	0.176845	0.18628	0.170673	0.175682	0.158505	0.243251	0.260779	0.230133	0.256757	0.252718	0.243602	0.231711	0.239792	0.242428	0.247391	0.251068	0.231425	0.241578	0.238656	0.198158	0.22353	0.208994	0.218757	0.221279	0.204713	0.214905	0.227778	0.216157	0.224346	0.2245	0.265287	0.295764	0.297369	0.306135	0.291633	0.258243	0.296616	0.289492	0.285276	0.284252	0.283453	0.284267	0.296357	0.291428	0.290338	0.288136	0.2923	0.3072	0.29496	0.311869	0.318988	0.338696	0.330355	0.285555	0.297156	0.298403	0.290178	0.285649	0.276667	0.280661	0.302555	0.282923	0.298605	0.249406	0.393035	0.46753	0.462076	0.470868	0.446596	0.455216	0.460683	0.445316	0.471731	0.44473	0.411951	0.385611	0.388886	0.382082	0.390414	0.394077	0.362722	0.362548	0.415759	0.418012	0.409035	0.410152	0.420771	0.428994	0.534077	0.528598	0.540228	0.526698	0.500106	0.493048	0.555973	0.544375	0.534147	0.531191	0.470127	0.455485	0.442558	0.33246	0.346836	0.339412	0.330612	0.337696	0.265449	0.266121	0.266515	0.319905	0.311506	0.309153	0.347409	0.258071	0.279791	0.286521	0.270438	0.258799	0.268681	0.307966	0.241072	0.248527	0.238465	0.25051	0.25784	0.241484	0.239316	0.268637	0.270499	0.261502	0.208585	0.223722	0.314254	0.31903	0.341503	0.359752	0.334697	0.319112	0.343878	0.253677	0.259679	0.261433	0.228236	0.218685	0.228865	0.22779	0.227821	0.239127	0.23589	0.24687	0.244067	0.223365	0.245624	0.238759	0.24905	0.255012	0.251419	0.258399	0.277883	0.211502	0.305689	0.303755	0.257465	0.221779	0.226341	0.226801	0.218991	0.224589	0.238177	0.242135	0.214263	0.227389	0.238916	0.239507	0.239501	0.239513	0.242747	0.242814	0.251091	0.213123	0.250894	0.24457	0.258572	0.315584	0.352492	0.315476	0.315511	0.273999	0.254954	0.250623	0.273637
