	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Panurus_biarmicus	Alaudala_cheleensis	Cisticola_juncidis	Oxylabes_madagascariensis	Donacobius_atricapilla	Locustella_ochotensis	Hirundo_rustica	Nicator_chloris	Aegithalos_caudatus	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Pomatorhinus_ruficollis	Pycnonotus_jocosus	Phylloscopus_trochilus	Rhadina_sibilatrix	Sylvietta_virens	Cinclus_mexicanus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Emberiza_fucata	Junco_hyemalis	Zonotrichia_albicollis	Rhodinocichla_rosea	Spizella_passerina	Melospiza_melodia	Calcarius_ornatus	Geospiza_fortis	Sporophila_hypoxantha	Nesospiza_acunhae	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Setophaga_coronata	Setophaga_kirtlandii	Passer_domesticus	Hypocryptadius_cinnamomeus	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Lonchura_striata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Elachura_formosa	Certhia_brachydactyla	Certhia_familiaris	Phainopepla_nitens	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Anthoscopus_minutus	Regulus_satrapa	Parus_major	Poecile_atricapillus	Pseudopodoces_humilis	Tichodroma_muraria	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Promerops_cafer	Urocynchramus_pylzowi	Drymodes_brunneopygia	Cnemophilus_loriae	Melanocharis_versteri	Aleadryas_rufinucha	Falcunculus_frontatus	Dyaphorophyia_castanea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Rhagologus_leucostigma	Mystacornis_crossleyi	Daphoenositta_chrysoptera	Edolisoma_coerulescens	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Struthidea_cinerea	Dicrurus_megarhynchus	Paradisaea_raggiana	Myiagra_hebetior	Eulacestoma_nigropectus	Oriolus_oriolus	Pachycephala_philippinensis	Pteruthius_melanotis	Mohoua_ochrocephala	Oreocharis_arfaki	Chaetops_frenatus	Picathartes_gymnocephalus	Notiomystis_cincta	Callaeas_wilsoni	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Malurus_elegans	Ptilonorhynchus_violaceus	Climacteris_rufus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Neopipo_cinnamomea	Piprites_chloris	Tachuris_rubrigastra	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Rissa_tridactyla	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Eurypyga_helias	Rhynochetos_jubatus	Phaethon_lepturus	Mesitornis_unicolor	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Antrostomus_carolinensis	Nyctiprogne_leucopyga	Chordeiles_acutipennis	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Ceuthmochares_aereus	Piaya_cayana	Crotophaga_sulcirostris	Geococcyx_californianus	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Steatornis_caripensis	Calypte_anna	Oreotrochilus_melanogaster	Gavia_stellata	Colius_striatus	Urocolius_indicus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Struthio_camelus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Sula_dactylatra	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Ciconia_maguari	Aptenodytes_forsteri	Pygoscelis_adeliae	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Thalassarche_chlororhynchos	Apaloderma_vittatum	Trogon_melanurus	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Cathartes_aura	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Eubucco_bourcierii	Semnornis_frantzii	Ramphastos_sulfuratus	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Eurystomus_gularis	Merops_nubicus	Cariama_cristata	Chunga_burmeisteri	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata
Acanthisitta_chloris	0	0.380965	0.381014	0.368985	0.384894	0.405072	0.34849	0.371603	0.376004	0.367399	0.353491	0.364296	0.37483	0.374372	0.374009	0.383202	0.357834	0.385427	0.385078	0.387057	0.372299	0.374211	0.379404	0.38578	0.354398	0.378037	0.367964	0.370554	0.361	0.358056	0.361515	0.370862	0.367063	0.367318	0.360654	0.371824	0.36753	0.34682	0.352009	0.357813	0.356586	0.357258	0.350452	0.373049	0.365181	0.357662	0.354191	0.371663	0.370999	0.350928	0.360119	0.361947	0.367157	0.365581	0.378005	0.364864	0.367905	0.37329	0.377062	0.378578	0.380098	0.367741	0.348778	0.343104	0.35633	0.356153	0.360402	0.346977	0.374301	0.374037	0.361108	0.342987	0.349299	0.398575	0.370432	0.372916	0.379993	0.418156	0.353191	0.370465	0.356924	0.379455	0.392258	0.39299	0.389981	0.352831	0.360352	0.346437	0.346931	0.351396	0.358025	0.362393	0.365664	0.3508	0.357914	0.357878	0.343128	0.354121	0.360035	0.358175	0.395607	0.469542	0.364608	0.360088	0.370548	0.377159	0.336538	0.353468	0.336068	0.33981	0.341689	0.339671	0.367858	0.361586	0.410566	0.368965	0.344578	0.372865	0.377078	0.345487	0.353422	0.346721	0.362593	0.376823	0.352017	0.37995	0.354468	0.378013	0.357999	0.35152	0.325837	0.406386	0.357024	0.411629	0.374926	0.323638	0.426698	0.301768	0.328549	0.290463	0.271358	0.32062	0.343536	0.323213	0.308427	0.36263	0.366515	0.364826	0.386756	0.394867	0.352761	0.363131	0.336705	0.341325	0.284786	0.286688	0.293088	0.322611	0.293586	0.307167	0.311273	0.319874	0.31497	0.320898	0.313651	0.30535	0.308773	0.292142	0.2837	0.273495	0.286235	0.292687	0.296027	0.288059	0.282642	0.290051	0.282653	0.288623	0.284557	0.29342	0.294252	0.294641	0.281382	0.299113	0.29999	0.34879	0.326779	0.335879	0.332077	0.305519	0.367915	0.336576	0.346273	0.380143	0.369703	0.289012	0.30049	0.293063	0.308741	0.296496	0.30297	0.308589	0.349944	0.367649	0.290841	0.327735	0.283654	0.272837	0.266427	0.275282	0.364241	0.366875	0.338579	0.306293	0.318928	0.303603	0.297347	0.304391	0.288079	0.299443	0.331419	0.31859	0.407835	0.469857	0.359999	0.391447	0.300448	0.28459	0.304871	0.318465	0.45116	0.438636	0.265674	0.313796	0.341618	0.289061	0.307545	0.306985	0.30635	0.421474	0.461545	0.467679	0.468384	0.483558	0.451795	0.465918	0.474533	0.448372	0.431316	0.375921	0.353934	0.333136	0.350298	0.44354	0.445154	0.442014	0.442014	0.505852	0.512399	0.426956	0.435997	0.449181	0.296812	0.286987	0.308648	0.312948	0.315397	0.307217	0.307215	0.314859	0.282826	0.28867	0.319738	0.282373	0.288053	0.283153	0.269616	0.267854	0.289011	0.255411	0.250883	0.266182	0.265399	0.258906	0.272497	0.286612	0.262029	0.24964	0.360228	0.344442	0.270782	0.273084	0.282317	0.279167	0.263533	0.280561	0.276049	0.279125	0.284973	0.301469	0.290603	0.268689	0.303867	0.341442	0.308862	0.432114	0.346138	0.334944	0.331078	0.341359	0.33628	0.378415	0.310233	0.375647	0.343559	0.329679	0.314167	0.324258	0.339904	0.266576	0.25777	0.310634	0.310663	0.258426	0.283479	0.282057	0.297812	0.295135
Acrocephalus_arundinaceus	0.380965	0	0.0878809	0.107379	0.129284	0.153138	0.0965559	0.119669	0.12407	0.115467	0.101559	0.116223	0.126757	0.126299	0.125936	0.135129	0.109761	0.137354	0.137005	0.138984	0.124226	0.126138	0.131331	0.137707	0.106326	0.129964	0.119891	0.122481	0.120834	0.129424	0.132885	0.142232	0.138433	0.138688	0.132024	0.143194	0.1389	0.11819	0.123379	0.129183	0.127956	0.128628	0.121822	0.144419	0.136552	0.129032	0.125561	0.143033	0.142369	0.122298	0.131489	0.133317	0.138527	0.136951	0.149375	0.136234	0.139275	0.14466	0.148432	0.149948	0.151468	0.139111	0.120148	0.114474	0.1277	0.127523	0.131772	0.118347	0.145671	0.145407	0.132478	0.114357	0.120669	0.169945	0.141802	0.144286	0.151363	0.189526	0.124561	0.141835	0.128294	0.150826	0.167327	0.16806	0.165051	0.1279	0.135423	0.121508	0.122002	0.126467	0.133096	0.137464	0.140735	0.125871	0.132985	0.163092	0.160452	0.173207	0.184285	0.182424	0.219856	0.293792	0.188858	0.184338	0.194797	0.201408	0.160787	0.177718	0.160317	0.164059	0.165938	0.16392	0.192107	0.185835	0.234815	0.193214	0.168827	0.197114	0.201328	0.169736	0.177672	0.17097	0.186843	0.201072	0.176266	0.204199	0.178717	0.202263	0.182248	0.181199	0.170355	0.250904	0.230808	0.285412	0.24871	0.197422	0.300481	0.218179	0.272086	0.243223	0.224118	0.370707	0.393623	0.3733	0.358515	0.412718	0.416603	0.414914	0.436844	0.444955	0.402848	0.413218	0.386792	0.391412	0.334873	0.336776	0.343176	0.372699	0.343673	0.357254	0.36136	0.369961	0.365057	0.370986	0.363738	0.394384	0.397808	0.381176	0.372735	0.362529	0.37527	0.381722	0.385062	0.377093	0.371676	0.379086	0.371687	0.377657	0.373591	0.382454	0.383287	0.383675	0.370417	0.388148	0.389024	0.437824	0.415813	0.424913	0.421111	0.394554	0.45695	0.42561	0.435307	0.469177	0.458737	0.378047	0.389525	0.382098	0.397776	0.38553	0.392005	0.397623	0.438979	0.456683	0.379876	0.41677	0.372688	0.361871	0.355462	0.364317	0.453276	0.455909	0.427613	0.395327	0.407963	0.392637	0.386381	0.393425	0.377113	0.388478	0.420453	0.407625	0.496869	0.558892	0.449034	0.480481	0.389483	0.373624	0.393905	0.4075	0.540194	0.527671	0.354708	0.402831	0.430652	0.378096	0.39658	0.39602	0.395384	0.510509	0.55058	0.556713	0.557419	0.572592	0.54083	0.554953	0.563568	0.537406	0.52035	0.464955	0.442968	0.422171	0.439333	0.532575	0.534189	0.531048	0.531048	0.594886	0.601434	0.515991	0.525032	0.538216	0.385846	0.376022	0.397682	0.401982	0.404431	0.396252	0.396249	0.403893	0.371861	0.377704	0.408773	0.371408	0.377088	0.372188	0.35865	0.356888	0.378045	0.344446	0.339918	0.355216	0.354434	0.34794	0.361532	0.375647	0.351064	0.338674	0.449263	0.433477	0.359816	0.362118	0.371352	0.368202	0.352568	0.369595	0.365084	0.36816	0.374008	0.390504	0.379637	0.357723	0.392901	0.430476	0.397897	0.521148	0.435172	0.423979	0.420113	0.430394	0.425315	0.46745	0.399268	0.464681	0.432593	0.418713	0.403202	0.413293	0.428938	0.355611	0.346804	0.399669	0.399698	0.347461	0.372514	0.371091	0.386847	0.38417
Hippolais_icterina	0.381014	0.0878809	0	0.107428	0.129333	0.153187	0.0966047	0.119718	0.124119	0.115515	0.101607	0.116272	0.126806	0.126348	0.125985	0.135177	0.109809	0.137403	0.137054	0.139033	0.124274	0.126187	0.13138	0.137755	0.106374	0.130012	0.11994	0.12253	0.120882	0.129473	0.132934	0.142281	0.138482	0.138736	0.132072	0.143243	0.138949	0.118239	0.123427	0.129232	0.128005	0.128677	0.12187	0.144467	0.1366	0.129081	0.12561	0.143081	0.142418	0.122347	0.131538	0.133366	0.138576	0.136999	0.149424	0.136283	0.139324	0.144709	0.148481	0.149997	0.151517	0.139159	0.120197	0.114522	0.127749	0.127572	0.13182	0.118395	0.14572	0.145456	0.132526	0.114406	0.120718	0.169994	0.141851	0.144335	0.151412	0.189575	0.124609	0.141884	0.128342	0.150874	0.167376	0.168108	0.165099	0.127949	0.135472	0.121557	0.122051	0.126516	0.133145	0.137513	0.140784	0.12592	0.133034	0.163141	0.160501	0.173255	0.184333	0.182473	0.219905	0.293841	0.188906	0.184387	0.194846	0.201457	0.160836	0.177766	0.160366	0.164108	0.165987	0.163969	0.192156	0.185884	0.234864	0.193263	0.168876	0.197163	0.201376	0.169785	0.177721	0.171019	0.186891	0.201121	0.176315	0.204248	0.178766	0.202312	0.182297	0.181247	0.170404	0.250953	0.230857	0.285461	0.248759	0.197471	0.30053	0.218228	0.272135	0.243271	0.224167	0.370756	0.393672	0.373349	0.358563	0.412767	0.416651	0.414963	0.436893	0.445003	0.402897	0.413267	0.386841	0.391461	0.334922	0.336825	0.343224	0.372748	0.343722	0.357303	0.361409	0.37001	0.365106	0.371034	0.363787	0.394433	0.397857	0.381225	0.372784	0.362578	0.375318	0.381771	0.385111	0.377142	0.371725	0.379134	0.371736	0.377706	0.37364	0.382503	0.383335	0.383724	0.370466	0.388196	0.389073	0.437873	0.415862	0.424962	0.42116	0.394603	0.456998	0.425659	0.435356	0.469226	0.458786	0.378095	0.389574	0.382146	0.397824	0.385579	0.392054	0.397672	0.439028	0.456732	0.379925	0.416819	0.372737	0.36192	0.355511	0.364366	0.453324	0.455958	0.427662	0.395376	0.408012	0.392686	0.38643	0.393474	0.377162	0.388526	0.420502	0.407673	0.496918	0.558941	0.449083	0.48053	0.389532	0.373673	0.393954	0.407549	0.540243	0.527719	0.354757	0.402879	0.430701	0.378145	0.396628	0.396069	0.395433	0.510558	0.550628	0.556762	0.557468	0.572641	0.540879	0.555001	0.563617	0.537455	0.520399	0.465004	0.443017	0.42222	0.439382	0.532623	0.534238	0.531097	0.531097	0.594935	0.601483	0.51604	0.52508	0.538264	0.385895	0.37607	0.397731	0.402031	0.40448	0.396301	0.396298	0.403942	0.371909	0.377753	0.408821	0.371457	0.377136	0.372237	0.358699	0.356937	0.378094	0.344495	0.339967	0.355265	0.354482	0.347989	0.36158	0.375696	0.351113	0.338723	0.449312	0.433526	0.359865	0.362167	0.3714	0.36825	0.352617	0.369644	0.365132	0.368208	0.374057	0.390553	0.379686	0.357772	0.39295	0.430525	0.397946	0.521197	0.435221	0.424028	0.420162	0.430442	0.425363	0.467499	0.399316	0.46473	0.432642	0.418762	0.40325	0.413341	0.428987	0.35566	0.346853	0.399717	0.399746	0.34751	0.372562	0.37114	0.386895	0.384219
Panurus_biarmicus	0.368985	0.107379	0.107428	0	0.117304	0.141158	0.0845758	0.107689	0.11209	0.103487	0.0895786	0.104243	0.114777	0.114319	0.113956	0.123149	0.0977806	0.125374	0.125025	0.127004	0.112246	0.114158	0.119351	0.125727	0.0943454	0.117984	0.107911	0.110501	0.108853	0.117444	0.120905	0.130252	0.126453	0.126708	0.120044	0.131214	0.12692	0.10621	0.111399	0.117203	0.115976	0.116648	0.109841	0.132439	0.124571	0.117052	0.113581	0.131053	0.130389	0.110318	0.119509	0.121337	0.126547	0.124971	0.137395	0.124254	0.127295	0.13268	0.136452	0.137968	0.139488	0.12713	0.108168	0.102493	0.11572	0.115543	0.119792	0.106367	0.133691	0.133427	0.120498	0.102377	0.108689	0.157965	0.129822	0.132306	0.139383	0.177546	0.112581	0.129855	0.116313	0.138845	0.155347	0.15608	0.153071	0.11592	0.123443	0.109528	0.110022	0.114487	0.121116	0.125484	0.128755	0.113891	0.121005	0.151112	0.148472	0.161226	0.172305	0.170444	0.207876	0.281812	0.176878	0.172358	0.182817	0.189428	0.148807	0.165738	0.148337	0.152079	0.153958	0.15194	0.180127	0.173855	0.222835	0.181234	0.156847	0.185134	0.189348	0.157756	0.165692	0.15899	0.174863	0.189092	0.164286	0.192219	0.166737	0.190283	0.170268	0.169218	0.158375	0.238924	0.218828	0.273432	0.23673	0.185442	0.288501	0.206199	0.260106	0.231242	0.212138	0.358727	0.381643	0.36132	0.346535	0.400738	0.404622	0.402934	0.424864	0.432975	0.390868	0.401238	0.374812	0.379432	0.322893	0.324796	0.331196	0.360719	0.331693	0.345274	0.34938	0.357981	0.353077	0.359006	0.351758	0.382404	0.385828	0.369196	0.360755	0.350549	0.36329	0.369742	0.373082	0.365113	0.359696	0.367106	0.359707	0.365677	0.361611	0.370474	0.371306	0.371695	0.358437	0.376168	0.377044	0.425844	0.403833	0.412933	0.409131	0.382574	0.44497	0.41363	0.423327	0.457197	0.446757	0.366067	0.377545	0.370117	0.385795	0.37355	0.380025	0.385643	0.426999	0.444703	0.367896	0.40479	0.360708	0.349891	0.343482	0.352337	0.441296	0.443929	0.415633	0.383347	0.395983	0.380657	0.374401	0.381445	0.365133	0.376497	0.408473	0.395645	0.484889	0.546912	0.437054	0.468501	0.377503	0.361644	0.381925	0.39552	0.528214	0.515691	0.342728	0.390851	0.418672	0.366116	0.3846	0.38404	0.383404	0.498529	0.5386	0.544733	0.545439	0.560612	0.52885	0.542973	0.551588	0.525426	0.50837	0.452975	0.430988	0.410191	0.427353	0.520594	0.522209	0.519068	0.519068	0.582906	0.589454	0.504011	0.513052	0.526236	0.373866	0.364042	0.385702	0.390002	0.392451	0.384272	0.384269	0.391913	0.359881	0.365724	0.396793	0.359428	0.365108	0.360208	0.34667	0.344908	0.366065	0.332466	0.327938	0.343236	0.342453	0.33596	0.349551	0.363667	0.339084	0.326694	0.437283	0.421497	0.347836	0.350138	0.359371	0.356222	0.340588	0.357615	0.353104	0.35618	0.362028	0.378524	0.367657	0.345743	0.380921	0.418496	0.385917	0.509168	0.423192	0.411999	0.408133	0.418413	0.413334	0.45547	0.387288	0.452701	0.420613	0.406733	0.391222	0.401313	0.416958	0.343631	0.334824	0.387689	0.387717	0.335481	0.360533	0.359111	0.374866	0.37219
Alaudala_cheleensis	0.384894	0.129284	0.129333	0.117304	0	0.157067	0.100485	0.123598	0.127999	0.119396	0.105488	0.120153	0.130686	0.130229	0.129865	0.139058	0.11369	0.141284	0.140934	0.142914	0.128155	0.130068	0.135261	0.141636	0.110255	0.133893	0.123821	0.12641	0.124763	0.133354	0.136814	0.146162	0.142362	0.142617	0.135953	0.147124	0.142829	0.122119	0.127308	0.133113	0.131885	0.132558	0.125751	0.148348	0.140481	0.132962	0.129491	0.146962	0.146298	0.126227	0.135419	0.137246	0.142457	0.14088	0.153305	0.140164	0.143204	0.14859	0.152361	0.153877	0.155397	0.14304	0.124078	0.118403	0.13163	0.131453	0.135701	0.122276	0.1496	0.149337	0.136407	0.118287	0.124598	0.173874	0.145731	0.148215	0.155293	0.193456	0.12849	0.145764	0.132223	0.154755	0.171257	0.171989	0.16898	0.131829	0.139352	0.125438	0.125932	0.130396	0.137026	0.141394	0.144665	0.129801	0.136915	0.167022	0.164382	0.177136	0.188214	0.186353	0.223786	0.297721	0.192787	0.188267	0.198727	0.205338	0.164716	0.181647	0.164247	0.167988	0.169868	0.167849	0.196037	0.189765	0.238744	0.197143	0.172757	0.201044	0.205257	0.173666	0.181601	0.174899	0.190772	0.205002	0.180196	0.208128	0.182646	0.206192	0.186177	0.185128	0.174285	0.254833	0.234738	0.289342	0.25264	0.201351	0.304411	0.222109	0.276016	0.247152	0.228047	0.374637	0.397552	0.377229	0.362444	0.416647	0.420532	0.418843	0.440773	0.448884	0.406777	0.417148	0.390722	0.395341	0.338803	0.340705	0.347105	0.376628	0.347603	0.361184	0.365289	0.37389	0.368986	0.374915	0.367668	0.398314	0.401737	0.385106	0.376664	0.366459	0.379199	0.385651	0.388991	0.381023	0.375605	0.383015	0.375616	0.381587	0.37752	0.386384	0.387216	0.387605	0.374346	0.392077	0.392954	0.441754	0.419743	0.428843	0.42504	0.398483	0.460879	0.42954	0.439237	0.473107	0.462667	0.381976	0.393454	0.386027	0.401705	0.38946	0.395934	0.401553	0.442908	0.460613	0.383805	0.420699	0.376618	0.365801	0.359391	0.368246	0.457205	0.459839	0.431543	0.399257	0.411892	0.396567	0.390311	0.397355	0.381043	0.392407	0.424383	0.411554	0.500798	0.562821	0.452963	0.484411	0.393412	0.377554	0.397834	0.411429	0.544124	0.5316	0.358638	0.40676	0.434582	0.382025	0.400509	0.399949	0.399314	0.514438	0.554509	0.560643	0.561348	0.576522	0.544759	0.558882	0.567497	0.541336	0.52428	0.468885	0.446897	0.4261	0.443262	0.536504	0.538118	0.534978	0.534978	0.598815	0.605363	0.51992	0.528961	0.542145	0.389776	0.379951	0.401612	0.405912	0.408361	0.400181	0.400179	0.407823	0.37579	0.381633	0.412702	0.375337	0.381017	0.376117	0.36258	0.360818	0.381975	0.348375	0.343847	0.359145	0.358363	0.35187	0.365461	0.379576	0.354993	0.342604	0.453192	0.437406	0.363746	0.366048	0.375281	0.372131	0.356497	0.373525	0.369013	0.372089	0.377937	0.394433	0.383567	0.361653	0.396831	0.434405	0.401826	0.525077	0.439102	0.427908	0.424042	0.434323	0.429244	0.471379	0.403197	0.468611	0.436523	0.422643	0.407131	0.417222	0.432868	0.35954	0.350734	0.403598	0.403627	0.35139	0.376443	0.375021	0.390776	0.388099
Cisticola_juncidis	0.405072	0.153138	0.153187	0.141158	0.157067	0	0.108262	0.132175	0.136576	0.139574	0.125666	0.14033	0.150864	0.150406	0.150043	0.159236	0.133868	0.161461	0.161112	0.163091	0.148333	0.150245	0.155438	0.161814	0.130433	0.154071	0.143998	0.146588	0.144941	0.153531	0.156992	0.166339	0.16254	0.162795	0.156131	0.167301	0.163007	0.142297	0.147486	0.15329	0.152063	0.152735	0.145929	0.168526	0.160659	0.153139	0.149668	0.16714	0.166476	0.146405	0.155596	0.157424	0.162634	0.161058	0.173482	0.160341	0.163382	0.168767	0.172539	0.174055	0.175575	0.163218	0.144255	0.138581	0.151807	0.15163	0.155879	0.142454	0.169778	0.169514	0.156585	0.138464	0.144776	0.194052	0.165909	0.168393	0.17547	0.213633	0.148668	0.165942	0.152401	0.174933	0.191434	0.192167	0.189158	0.152007	0.15953	0.145615	0.146109	0.150574	0.157203	0.161571	0.164842	0.149978	0.157092	0.187199	0.184559	0.197314	0.208392	0.206531	0.243963	0.317899	0.212965	0.208445	0.218904	0.225515	0.184894	0.201825	0.184424	0.188166	0.190045	0.188027	0.216214	0.209942	0.258922	0.217321	0.192934	0.221221	0.225435	0.193843	0.201779	0.195077	0.21095	0.225179	0.200373	0.228306	0.202824	0.22637	0.206355	0.205306	0.194462	0.275011	0.254915	0.309519	0.272817	0.221529	0.324588	0.242286	0.296193	0.26733	0.248225	0.394814	0.41773	0.397407	0.382622	0.436825	0.44071	0.439021	0.460951	0.469062	0.426955	0.437325	0.410899	0.415519	0.35898	0.360883	0.367283	0.396806	0.36778	0.381361	0.385467	0.394068	0.389164	0.395093	0.387845	0.418491	0.421915	0.405283	0.396842	0.386636	0.399377	0.405829	0.409169	0.4012	0.395783	0.403193	0.395794	0.401764	0.397698	0.406561	0.407394	0.407782	0.394524	0.412255	0.413131	0.461932	0.43992	0.44902	0.445218	0.418661	0.481057	0.449717	0.459414	0.493284	0.482844	0.402154	0.413632	0.406205	0.421883	0.409638	0.416112	0.42173	0.463086	0.48079	0.403983	0.440877	0.396795	0.385978	0.379569	0.388424	0.477383	0.480016	0.45172	0.419434	0.43207	0.416744	0.410488	0.417532	0.40122	0.412585	0.44456	0.431732	0.520976	0.582999	0.473141	0.504588	0.41359	0.397731	0.418012	0.431607	0.564301	0.551778	0.378815	0.426938	0.454759	0.402203	0.420687	0.420127	0.419491	0.534616	0.574687	0.580821	0.581526	0.596699	0.564937	0.57906	0.587675	0.561513	0.544457	0.489062	0.467075	0.446278	0.46344	0.556682	0.558296	0.555155	0.555155	0.618993	0.625541	0.540098	0.549139	0.562323	0.409953	0.400129	0.421789	0.426089	0.428538	0.420359	0.420356	0.428	0.395968	0.401811	0.43288	0.395515	0.401195	0.396295	0.382757	0.380995	0.402152	0.368553	0.364025	0.379323	0.378541	0.372047	0.385639	0.399754	0.375171	0.362781	0.47337	0.457584	0.383923	0.386225	0.395459	0.392309	0.376675	0.393702	0.389191	0.392267	0.398115	0.414611	0.403744	0.381831	0.417009	0.454583	0.422004	0.545255	0.459279	0.448086	0.44422	0.454501	0.449422	0.491557	0.423375	0.488788	0.4567	0.44282	0.427309	0.4374	0.453045	0.379718	0.370911	0.423776	0.423805	0.371568	0.396621	0.395198	0.410954	0.408277
