	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Aegithalos_caudatus	Sylvietta_virens	Pomatorhinus_ruficollis	Locustella_ochotensis	Brachypodius_atriceps	Pycnonotus_jocosus	Cisticola_juncidis	Oxylabes_madagascariensis	Illadopsis_cleaveri	Leiothrix_lutea	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Erythrocercus_mccallii	Phylloscopus_trochilus	Rhadina_sibilatrix	Donacobius_atricapilla	Alaudala_cheleensis	Nicator_chloris	Panurus_biarmicus	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Setophaga_coronata	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Emberiza_fucata	Setophaga_kirtlandii	Sporophila_hypoxantha	Calcarius_ornatus	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Hypocryptadius_cinnamomeus	Passer_domesticus	Urocynchramus_pylzowi	Peucedramus_taeniatus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Prunella_fulvescens	Prunella_himalayana	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Rhabdornis_inornatus	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Elachura_formosa	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Sitta_europaea	Regulus_satrapa	Tichodroma_muraria	Bombycilla_garrulus	Phainopepla_nitens	Melanocharis_versteri	Callaeas_wilsoni	Drymodes_brunneopygia	Notiomystis_cincta	Cnemophilus_loriae	Chaetops_frenatus	Picathartes_gymnocephalus	Eulacestoma_nigropectus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Gymnorhina_tibicen	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Aleadryas_rufinucha	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Ifrita_kowaldi	Myiagra_hebetior	Lanius_ludovicianus	Paradisaea_raggiana	Struthidea_cinerea	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Oriolus_oriolus	Pachycephala_philippinensis	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oreocharis_arfaki	Falcunculus_frontatus	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Edolisoma_coerulescens	Mohoua_ochrocephala	Pomatostomus_ruficeps	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Climacteris_rufus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Mionectes_macconnelli	Piprites_chloris	Tyrannus_savana	Onychorhynchus_coronatus	Pachyramphus_minor	Neopipo_cinnamomea	Tachuris_rubrigastra	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Grallaria_varia	Aegotheles_bennettii	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Mesembrinibis_cayennensis	Nipponia_nippon	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Ardeotis_kori	Lophotis_ruficrista	Chlamydotis_macqueenii	Podargus_strigoides	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Mesitornis_unicolor	Gavia_stellata	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Hydrobates_tethys	Pterocles_burchelli	Syrrhaptes_paradoxus	Pterocles_gutturalis	Aptenodytes_forsteri	Pygoscelis_adeliae	Phaethon_lepturus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Sula_dactylatra	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Fregata_magnificens	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Nyctibius_bracteatus	Nyctibius_grandis	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Steatornis_caripensis	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Arenaria_interpres	Calidris_pugnax	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Turnix_velox	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Struthio_camelus	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Ciconia_maguari	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Apaloderma_vittatum	Trogon_melanurus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Psilopogon_haemacephalus	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Tyto_alba	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans
Acanthisitta_chloris	0	0.0672146	0.075266	0.0600975	0.0627361	0.0753586	0.0559326	0.0629327	0.0699222	0.0660766	0.0658089	0.065921	0.0587457	0.0630314	0.0559084	0.0545776	0.0559255	0.0600387	0.0599397	0.0558978	0.0684769	0.0634404	0.0573194	0.0643483	0.0643459	0.0692255	0.0629352	0.0587402	0.075962	0.0645412	0.0665275	0.0692757	0.0692726	0.0807262	0.081773	0.0788074	0.0707307	0.0706657	0.0737803	0.0779269	0.073849	0.0737655	0.0764314	0.0779805	0.0696858	0.0727461	0.0624016	0.0783614	0.0749736	0.0763239	0.0749903	0.0736225	0.0763687	0.0716453	0.0724965	0.0730153	0.0733759	0.0712939	0.0628137	0.0613611	0.0683577	0.0627871	0.0641297	0.0587357	0.0600916	0.0628176	0.0655889	0.060032	0.0520342	0.0532555	0.0615315	0.0643316	0.0767343	0.0761617	0.068379	0.0640988	0.0684048	0.0655292	0.0670113	0.0627967	0.0685817	0.0711539	0.0695251	0.0667654	0.0695473	0.0653853	0.0695094	0.068135	0.0719661	0.0601875	0.0615126	0.0642021	0.0589508	0.0519604	0.0615608	0.0663081	0.0560924	0.0505611	0.0410786	0.0478205	0.0617673	0.0493496	0.0533228	0.0576784	0.0603314	0.0588335	0.0601404	0.0725804	0.0574719	0.0697663	0.0559494	0.0532276	0.0505637	0.0642022	0.0614621	0.0614621	0.0654914	0.0601541	0.0587005	0.0628728	0.0573096	0.057313	0.0505031	0.0685235	0.0589688	0.0533017	0.0478453	0.0616088	0.0546688	0.0574452	0.0533464	0.0492291	0.0576968	0.0451544	0.0520774	0.0464909	0.050902	0.0465948	0.0523751	0.0575413	0.0465272	0.0493096	0.0520295	0.0534302	0.0493541	0.0615144	0.0494508	0.0769577	0.0677227	0.0635964	0.0690562	0.0607694	0.110571	0.0750171	0.0677058	0.0644116	0.0711713	0.0615473	0.0505709	0.0479489	0.0507239	0.0544152	0.0639178	0.0570627	0.0653659	0.0612631	0.0625277	0.0654096	0.0544189	0.0585325	0.0530634	0.0584265	0.058966	0.0820012	0.117802	0.116798	0.0827527	0.0989903	0.0912718	0.0657324	0.0730278	0.0603075	0.0644509	0.0685504	0.0937233	0.0949108	0.105484	0.0980266	0.103709	0.07664	0.0752377	0.0785029	0.0850921	0.207511	0.135131	0.0989949	0.107683	0.0741334	0.0724205	0.0711126	0.0751441	0.067312	0.0706138	0.0629207	0.060204	0.0864414	0.0808211	0.0757588	0.0644361	0.0768692	0.0886438	0.0712044	0.0696229	0.0698462	0.0738615	0.0752106	0.0765639	0.0725234	0.0872043	0.0660466	0.0705512	0.0748145	0.0688376	0.0770933	0.0730974	0.0778734	0.0643506	0.0665138	0.0782184	0.0860915	0.0687899	0.138105	0.127171	0.126816	0.12069	0.120736	0.105902	0.0671641	0.0755896	0.0678396	0.0764463	0.0686343	0.099983	0.089698	0.0838393	0.0900406	0.0798096	0.0753266	0.0821677	0.0835478	0.0812427	0.0712691	0.0823649	0.0820371	0.0822599	0.0767362	0.073883	0.0752272	0.085575	0.0657158	0.0711981	0.0657124	0.0867468	0.0779203	0.0923372	0.0800022	0.077367	0.165396	0.0715116	0.0815684	0.0930783	0.0656783	0.075262	0.0721897	0.0762254	0.13796	0.211385	0.209753	0.204967	0.203575	0.165856	0.167613	0.206884	0.16463	0.156719	0.142256	0.115288	0.115288	0.12072	0.112571	0.108627	0.0923434	0.10228	0.0954462	0.0954462	0.0962521	0.0948973	0.118611	0.121255	0.100755	0.105911	0.124364	0.124359	0.127047	0.141439	0.138844	0.11206	0.149666	0.12172	0.12172	0.126636	0.107852	0.0782037	0.0823223	0.0899197	0.0964201	0.0768825	0.217042	0.201272	0.112312	0.0900637	0.0494255	0.0638653	0.0592619	0.053654	0.056769	0.058105	0.0686119	0.0727549	0.083028	0.0830429	0.0728441	0.0728089	0.0782817	0.0945765	0.106229	0.105839	0.0869617	0.0846379	0.069991	0.0914376	0.113323	0.116633	0.11456	0.159544	0.155487	0.155394	0.161026	0.167712	0.134083	0.147273	0.117729	0.114873	0.154775	0.171122	0.0703691	0.11473	0.136892	0.0620434	0.06698	0.0642849	0.0582748
Acrocephalus_arundinaceus	0.0672146	0	0.0191259	0.0287606	0.0344196	0.0470421	0.0276161	0.0372963	0.0469295	0.0430839	0.0428163	0.0429284	0.0357531	0.0400388	0.0329157	0.031585	0.0329328	0.037046	0.0369471	0.0329051	0.0454843	0.0404478	0.0343267	0.0413557	0.0413533	0.0462329	0.0399425	0.0384452	0.055667	0.0442462	0.0489201	0.0516684	0.0516652	0.0631188	0.0641657	0.0612001	0.0531233	0.0530583	0.0561729	0.0603196	0.0562416	0.0561581	0.058824	0.0603731	0.0520784	0.0551387	0.0447942	0.0607541	0.0573662	0.0587166	0.0573829	0.0560151	0.0587613	0.0540379	0.0548892	0.0554079	0.0557685	0.0536865	0.0452064	0.0437537	0.0507503	0.0451797	0.0465223	0.0411283	0.0424843	0.0452102	0.0479816	0.0424246	0.0344268	0.0356481	0.0439241	0.0467242	0.0591289	0.0585563	0.0507736	0.0491732	0.0534792	0.0506036	0.0520857	0.0478711	0.0536561	0.0562283	0.0545995	0.0518398	0.0546217	0.0504597	0.0545838	0.0532094	0.0570405	0.0452619	0.046587	0.0492765	0.0440252	0.0370348	0.0466352	0.0513825	0.0411688	0.0356375	0.0342457	0.0409896	0.0549364	0.0425187	0.0464919	0.0535274	0.0561804	0.0546825	0.0559895	0.0684295	0.053321	0.0656154	0.0517984	0.0490766	0.0464148	0.0600532	0.0573131	0.0573131	0.0613425	0.0560051	0.0545516	0.0587238	0.0531606	0.053164	0.0463541	0.0643746	0.0548199	0.0491528	0.0436963	0.0574598	0.0505198	0.0532963	0.0491975	0.0450801	0.0535478	0.0410055	0.0479285	0.0423439	0.046755	0.0424538	0.0509195	0.0560877	0.0450736	0.047856	0.050576	0.0519766	0.0479026	0.0626689	0.0506054	0.0862675	0.0770325	0.0729062	0.078366	0.0700791	0.11988	0.0843269	0.0770155	0.0737214	0.080481	0.070857	0.0598807	0.0572586	0.0600337	0.063725	0.0732275	0.0663724	0.0746757	0.0705729	0.0718375	0.0747194	0.0637287	0.0678422	0.0623732	0.0677363	0.0682757	0.0992682	0.135069	0.134065	0.10002	0.116257	0.108539	0.0829994	0.0902949	0.0775745	0.0817179	0.0858174	0.11099	0.112178	0.122751	0.115294	0.120976	0.093907	0.0925047	0.0957699	0.102359	0.224778	0.152398	0.116262	0.12495	0.0914004	0.0896875	0.0883796	0.0924112	0.084579	0.0878808	0.0801877	0.077471	0.103708	0.0980882	0.0930258	0.0817031	0.0941363	0.105911	0.0884715	0.0868899	0.0871133	0.0911285	0.0924776	0.093831	0.0897904	0.104471	0.0833136	0.0878182	0.0920815	0.0861046	0.0943603	0.0903644	0.0951404	0.0816177	0.0837808	0.0954855	0.103359	0.086057	0.155372	0.144438	0.144083	0.137957	0.138003	0.123169	0.0844312	0.0928566	0.0851066	0.0937134	0.0859013	0.11725	0.106965	0.101106	0.107308	0.0970766	0.0925936	0.0994347	0.100815	0.0985098	0.0885362	0.099632	0.0993042	0.0995269	0.0940032	0.09115	0.0924942	0.102842	0.0829829	0.0884652	0.0829795	0.104014	0.0951873	0.109604	0.0972692	0.094634	0.182663	0.0887786	0.0988355	0.110345	0.0829454	0.092529	0.0894567	0.0934924	0.155227	0.228652	0.22702	0.222234	0.220842	0.183123	0.18488	0.224151	0.181897	0.173986	0.159523	0.132555	0.132555	0.137987	0.129838	0.125894	0.10961	0.119547	0.112713	0.112713	0.113519	0.112164	0.135878	0.138522	0.118022	0.123178	0.141631	0.141626	0.144314	0.158706	0.156111	0.129327	0.166933	0.138987	0.138987	0.143903	0.12512	0.0954707	0.0995894	0.107187	0.113687	0.0941495	0.234309	0.218539	0.129579	0.107331	0.0666925	0.0811323	0.0765289	0.0709211	0.0740361	0.0753721	0.0858789	0.090022	0.100295	0.10031	0.0901111	0.0900759	0.0955488	0.111844	0.123496	0.123106	0.104229	0.101905	0.087258	0.108705	0.13059	0.1339	0.131828	0.176811	0.172754	0.172661	0.178293	0.184979	0.15135	0.16454	0.134996	0.13214	0.172042	0.188389	0.0876361	0.131997	0.154159	0.0793104	0.084247	0.0815519	0.0755419
Hippolais_icterina	0.075266	0.0191259	0	0.036812	0.042471	0.0550935	0.0356675	0.0453477	0.0549809	0.0511353	0.0508677	0.0509798	0.0438045	0.0480902	0.0409671	0.0396364	0.0409842	0.0450974	0.0449985	0.0409565	0.0535357	0.0484992	0.0423781	0.0494071	0.0494047	0.0542843	0.0479939	0.0464966	0.0637184	0.0522976	0.0569715	0.0597198	0.0597166	0.0711702	0.0722171	0.0692515	0.0611747	0.0611097	0.0642243	0.068371	0.064293	0.0642095	0.0668754	0.0684245	0.0601298	0.0631901	0.0528456	0.0688055	0.0654176	0.066768	0.0654343	0.0640665	0.0668127	0.0620893	0.0629406	0.0634593	0.0638199	0.061738	0.0532578	0.0518051	0.0588017	0.0532311	0.0545737	0.0491798	0.0505357	0.0532616	0.056033	0.050476	0.0424782	0.0436995	0.0519755	0.0547756	0.0671803	0.0666077	0.058825	0.0572246	0.0615306	0.058655	0.0601372	0.0559225	0.0617075	0.0642797	0.0626509	0.0598912	0.0626731	0.0585111	0.0626352	0.0612608	0.0650919	0.0533133	0.0546384	0.0573279	0.0520767	0.0450862	0.0546866	0.0594339	0.0492202	0.0436889	0.0422971	0.049041	0.0629878	0.0505701	0.0545433	0.0615788	0.0642318	0.0627339	0.0640409	0.0764809	0.0613724	0.0736668	0.0598498	0.057128	0.0544662	0.0681046	0.0653646	0.0653646	0.0693939	0.0640565	0.062603	0.0667753	0.061212	0.0612154	0.0544055	0.072426	0.0628713	0.0572042	0.0517477	0.0655112	0.0585712	0.0613477	0.0572489	0.0531315	0.0615992	0.0490569	0.0559799	0.0503954	0.0548064	0.0505052	0.0589709	0.0641391	0.053125	0.0559074	0.0586274	0.0600281	0.055954	0.0707203	0.0586568	0.0943189	0.0850839	0.0809576	0.0864174	0.0781305	0.127932	0.0923783	0.0850669	0.0817728	0.0885324	0.0789085	0.0679321	0.06531	0.0680851	0.0717764	0.0812789	0.0744238	0.0827271	0.0786243	0.0798889	0.0827708	0.0717801	0.0758936	0.0704246	0.0757877	0.0763271	0.10732	0.14312	0.142117	0.108071	0.124309	0.11659	0.0910508	0.0983463	0.0856259	0.0897693	0.0938688	0.119042	0.120229	0.130803	0.123345	0.129027	0.101958	0.100556	0.103821	0.110411	0.23283	0.16045	0.124313	0.133002	0.0994518	0.097739	0.096431	0.100463	0.0926304	0.0959322	0.0882391	0.0855224	0.11176	0.10614	0.101077	0.0897545	0.102188	0.113962	0.0965229	0.0949413	0.0951647	0.0991799	0.100529	0.101882	0.0978418	0.112523	0.091365	0.0958696	0.100133	0.094156	0.102412	0.0984158	0.103192	0.0896691	0.0918322	0.103537	0.11141	0.0941084	0.163424	0.152489	0.152134	0.146009	0.146055	0.131221	0.0924826	0.100908	0.093158	0.101765	0.0939527	0.125301	0.115016	0.109158	0.115359	0.105128	0.100645	0.107486	0.108866	0.106561	0.0965876	0.107683	0.107356	0.107578	0.102055	0.0992014	0.100546	0.110893	0.0910343	0.0965166	0.0910309	0.112065	0.103239	0.117656	0.105321	0.102685	0.190714	0.09683	0.106887	0.118397	0.0909968	0.10058	0.0975081	0.101544	0.163278	0.236704	0.235072	0.230285	0.228893	0.191174	0.192931	0.232202	0.189949	0.182037	0.167575	0.140606	0.140606	0.146039	0.13789	0.133945	0.117662	0.127598	0.120765	0.120765	0.121571	0.120216	0.14393	0.146573	0.126073	0.13123	0.149682	0.149678	0.152365	0.166757	0.164162	0.137379	0.174984	0.147038	0.147038	0.151954	0.133171	0.103522	0.107641	0.115238	0.121738	0.102201	0.24236	0.226591	0.137631	0.115382	0.074744	0.0891837	0.0845803	0.0789725	0.0820875	0.0834235	0.0939303	0.0980734	0.108346	0.108361	0.0981625	0.0981274	0.1036	0.119895	0.131548	0.131157	0.11228	0.109956	0.0953094	0.116756	0.138641	0.141952	0.139879	0.184863	0.180806	0.180713	0.186344	0.19303	0.159401	0.172591	0.143047	0.140191	0.180093	0.19644	0.0956875	0.140048	0.162211	0.0873618	0.0922984	0.0896033	0.0835933
Hirundo_rustica	0.0600975	0.0287606	0.036812	0	0.0273024	0.0399249	0.0204989	0.0301791	0.0398123	0.0359668	0.0356991	0.0358112	0.0286359	0.0329216	0.0257985	0.0244678	0.0258156	0.0299288	0.0298299	0.0257879	0.0383671	0.0333306	0.0272095	0.0342385	0.0342361	0.0391157	0.0328253	0.031328	0.0485498	0.037129	0.0418029	0.0445512	0.0445481	0.0560016	0.0570485	0.0540829	0.0460061	0.0459411	0.0490557	0.0532024	0.0491244	0.0490409	0.0517068	0.0532559	0.0449612	0.0480215	0.037677	0.0536369	0.050249	0.0515994	0.0502657	0.0488979	0.0516441	0.0469208	0.047772	0.0482908	0.0486514	0.0465694	0.0380892	0.0366365	0.0436331	0.0380625	0.0394051	0.0340112	0.0353671	0.038093	0.0408644	0.0353075	0.0273096	0.028531	0.0368069	0.039607	0.0520117	0.0514391	0.0436564	0.042056	0.046362	0.0434864	0.0449686	0.0407539	0.0465389	0.0491111	0.0474824	0.0447226	0.0475046	0.0433425	0.0474666	0.0460922	0.0499233	0.0381447	0.0394698	0.0421593	0.0369081	0.0299176	0.039518	0.0442653	0.0340516	0.0285203	0.0271285	0.0338724	0.0478193	0.0354015	0.0393747	0.0464102	0.0490633	0.0475653	0.0488723	0.0613123	0.0462038	0.0584982	0.0446813	0.0419595	0.0392976	0.052936	0.050196	0.050196	0.0542253	0.048888	0.0474344	0.0516067	0.0460434	0.0460469	0.0392369	0.0572574	0.0477027	0.0420356	0.0365791	0.0503426	0.0434026	0.0461791	0.0420803	0.0379629	0.0464307	0.0338883	0.0408113	0.0352268	0.0396379	0.0353366	0.0438023	0.0489705	0.0379564	0.0407388	0.0434588	0.0448595	0.0407854	0.0555517	0.0434882	0.0791503	0.0699153	0.065789	0.0712488	0.062962	0.112763	0.0772097	0.0698983	0.0666042	0.0733638	0.0637399	0.0527635	0.0501415	0.0529165	0.0566078	0.0661103	0.0592553	0.0675585	0.0634557	0.0647203	0.0676022	0.0566115	0.060725	0.055256	0.0606191	0.0611585	0.092151	0.127952	0.126948	0.0929026	0.10914	0.101422	0.0758822	0.0831777	0.0704573	0.0746007	0.0787002	0.103873	0.105061	0.115634	0.108176	0.113858	0.0867898	0.0853875	0.0886527	0.095242	0.217661	0.145281	0.109145	0.117833	0.0842832	0.0825704	0.0812625	0.085294	0.0774618	0.0807636	0.0730705	0.0703538	0.0965913	0.090971	0.0859087	0.0745859	0.0870191	0.0987937	0.0813543	0.0797727	0.0799961	0.0840113	0.0853604	0.0867138	0.0826732	0.0973542	0.0761964	0.0807011	0.0849644	0.0789874	0.0872432	0.0832473	0.0880232	0.0745005	0.0766636	0.0883683	0.0962414	0.0789398	0.148255	0.13732	0.136966	0.13084	0.130886	0.116052	0.077314	0.0857394	0.0779894	0.0865962	0.0787841	0.110133	0.0998478	0.0939891	0.10019	0.0899594	0.0854764	0.0923175	0.0936977	0.0913926	0.081419	0.0925148	0.092187	0.0924097	0.086886	0.0840328	0.085377	0.0957248	0.0758657	0.081348	0.0758623	0.0968967	0.0880701	0.102487	0.090152	0.0875169	0.175546	0.0816614	0.0917183	0.103228	0.0758282	0.0854118	0.0823396	0.0863752	0.14811	0.221535	0.219903	0.215117	0.213725	0.176005	0.177763	0.217034	0.17478	0.166869	0.152406	0.125437	0.125437	0.13087	0.122721	0.118777	0.102493	0.11243	0.105596	0.105596	0.106402	0.105047	0.128761	0.131404	0.110904	0.116061	0.134514	0.134509	0.137197	0.151589	0.148993	0.12221	0.159816	0.13187	0.13187	0.136785	0.118002	0.0883535	0.0924722	0.10007	0.10657	0.0870323	0.227192	0.211422	0.122462	0.100214	0.0595754	0.0740151	0.0694117	0.0638039	0.0669189	0.0682549	0.0787617	0.0829048	0.0931779	0.0931928	0.0829939	0.0829588	0.0884316	0.104726	0.116379	0.115988	0.0971115	0.0947877	0.0801408	0.101587	0.123473	0.126783	0.12471	0.169694	0.165637	0.165544	0.171176	0.177862	0.144233	0.157423	0.127879	0.125023	0.164925	0.181271	0.080519	0.12488	0.147042	0.0721932	0.0771299	0.0744347	0.0684247
