	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Donacobius_atricapilla	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvia_atricapilla	Sylvia_borin	Sinosuthora_webbiana	Leiothrix_lutea	Panurus_biarmicus	Pycnonotus_jocosus	Locustella_ochotensis	Alaudala_cheleensis	Cisticola_juncidis	Sylvietta_virens	Nicator_chloris	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Melospiza_melodia	Zonotrichia_albicollis	Spizella_passerina	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Emberiza_fucata	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Nesospiza_acunhae	Sporophila_hypoxantha	Geospiza_fortis	Rhodinocichla_rosea	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Elachura_formosa	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Catharus_fuscescens	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Regulus_satrapa	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Cnemophilus_loriae	Melanocharis_versteri	Aleadryas_rufinucha	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Struthidea_cinerea	Dicrurus_megarhynchus	Myiagra_hebetior	Ifrita_kowaldi	Paradisaea_raggiana	Chaetorhynchus_papuensis	Rhipidura_dahli	Eulacestoma_nigropectus	Oreocharis_arfaki	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Edolisoma_coerulescens	Oriolus_oriolus	Dryoscopus_gambensis	Rhagologus_leucostigma	Dyaphorophyia_castanea	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Falcunculus_frontatus	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Pachycephala_philippinensis	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Pardalotus_punctatus	Origma_solitaria	Grantiella_picta	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Grallaria_varia	Scytalopus_superciliaris	Sakesphorus_luctuosus	Cephalopterus_ornatus	Tachuris_rubrigastra	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Piprites_chloris	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Podargus_strigoides	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Probosciger_aterrimus	Nestor_notabilis	Ciconia_maguari	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Opisthocomus_hoazin	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Rynchops_niger	Larus_smithsonianus	Rissa_tridactyla	Dromas_ardeola	Rhinoptilus_africanus	Glareola_pratincola	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Apaloderma_vittatum	Trogon_melanurus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Buceros_rhinoceros	Bucorvus_abyssinicus	Cathartes_aura	Leptosomus_discolor	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Cariama_cristata	Chunga_burmeisteri	Mesitornis_unicolor	Gavia_stellata	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Aptenodytes_forsteri	Pygoscelis_adeliae	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Hydrobates_tethys	Oceanites_oceanicus	Thalassarche_chlororhynchos	Ardeotis_kori	Lophotis_ruficrista	Chlamydotis_macqueenii	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_haastii	Apteryx_owenii	Apteryx_rowi	Casuarius_casuarius	Dromaius_novaehollandiae	Struthio_camelus	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Columbina_picui	Rhinopomastus_cyanomelas	Upupa_epops	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Colius_striatus	Urocolius_indicus
Acanthisitta_chloris	0	0.117882	0.126956	0.141174	0.131867	0.132382	0.134389	0.12987	0.140837	0.142709	0.134521	0.128184	0.138013	0.134588	0.14057	0.135716	0.13457	0.13253	0.127131	0.139188	0.134003	0.141944	0.131815	0.129289	0.130528	0.132952	0.131871	0.136963	0.133212	0.137631	0.13766	0.140306	0.14689	0.143612	0.142288	0.146961	0.141234	0.13445	0.144456	0.140006	0.137039	0.137718	0.138895	0.142449	0.148892	0.134654	0.140531	0.142683	0.143031	0.141578	0.159927	0.156481	0.14848	0.1427	0.150304	0.140972	0.142074	0.131647	0.128244	0.144437	0.125772	0.137384	0.129761	0.14273	0.141816	0.167924	0.123991	0.127166	0.119173	0.14193	0.141153	0.138897	0.131088	0.148315	0.135805	0.128908	0.135646	0.131166	0.134589	0.13507	0.143478	0.157533	0.150849	0.147215	0.144875	0.142298	0.133918	0.139717	0.144477	0.138709	0.132804	0.145548	0.130115	0.14274	0.15226	0.113971	0.129589	0.126478	0.116246	0.120221	0.110504	0.116194	0.111742	0.125566	0.126819	0.12682	0.125734	0.138122	0.119743	0.118639	0.121035	0.124191	0.121975	0.126489	0.138707	0.125658	0.122242	0.123517	0.112994	0.108505	0.115289	0.116322	0.125042	0.11185	0.131367	0.130962	0.117549	0.114396	0.115542	0.132609	0.112039	0.116693	0.105327	0.105781	0.117603	0.121088	0.13166	0.132832	0.119603	0.136594	0.126533	0.121036	0.119822	0.100411	0.108043	0.125462	0.123042	0.140776	0.125653	0.188702	0.130815	0.12297	0.124044	0.123917	0.154601	0.145017	0.134309	0.130312	0.095393	0.0956998	0.0946291	0.0934448	0.118175	0.0850259	0.0938463	0.101494	0.0910733	0.100673	0.0943591	0.13983	0.153342	0.153383	0.141216	0.143482	0.125054	0.122501	0.115611	0.112974	0.120576	0.131449	0.115053	0.138365	0.132348	0.137204	0.122368	0.130726	0.100015	0.11067	0.108468	0.097476	0.128746	0.109669	0.112954	0.111847	0.114189	0.114945	0.105241	0.103929	0.102833	0.104384	0.106813	0.109094	0.182076	0.119759	0.122111	0.108653	0.131714	0.123007	0.126748	0.131235	0.12321	0.106285	0.107991	0.105791	0.0919571	0.0977172	0.0977011	0.10809	0.111113	0.109265	0.125082	0.133391	0.146134	0.138424	0.131123	0.125499	0.127857	0.108151	0.113794	0.105702	0.112483	0.113583	0.116747	0.104176	0.139781	0.132969	0.103462	0.133927	0.0952087	0.123842	0.119998	0.111596	0.119897	0.127919	0.123581	0.121424	0.13845	0.107012	0.112679	0.106395	0.11122	0.11122	0.111221	0.114572	0.112329	0.118551	0.10578	0.283396	0.108022	0.118059	0.102381	0.105911	0.111294	0.116935	0.0951294	0.10569	0.0918437	0.0941577	0.0895972	0.0996837	0.0985136	0.0919028	0.124662	0.124564	0.119179	0.212239	0.2191	0.214144	0.205946	0.223046	0.200985	0.196255	0.217791	0.224588	0.190422	0.180172	0.18141	0.18141	0.174783	0.172807	0.159291	0.1426	0.141175	0.163414	0.161914	0.161914	0.159725	0.162055	0.1643	0.18682	0.227702	0.22724	0.22902	0.224072	0.219606	0.21762	0.234672	0.236341	0.238551	0.239455	0.172505	0.172492	0.138291	0.142909	0.143836	0.1524	0.178943	0.14882	0.107546	0.105184	0.101237	0.10735	0.105041	0.0999216	0.11893	0.144136	0.138218	0.137557	0.163238	0.144469	0.150725	0.145673	0.135505	0.125665	0.12491	0.180265	0.164465	0.2201	0.199828	0.198362	0.223663	0.230096	0.190667	0.213721	0.145109	0.144221	0.142173	0.150688	0.130817	0.1214	0.139166	0.15294	0.13252
Acrocephalus_arundinaceus	0.117882	0	0.0151602	0.0595976	0.0512895	0.0518047	0.0538121	0.0492932	0.06026	0.0621314	0.0539439	0.0476066	0.0574363	0.0540106	0.0599925	0.0551393	0.0539923	0.0519532	0.0465535	0.0586107	0.0534263	0.0613672	0.0512375	0.0487116	0.0521178	0.054541	0.0534607	0.0585543	0.0592766	0.0636955	0.0637248	0.0663709	0.0729545	0.0696766	0.0683532	0.0730256	0.0672985	0.0605152	0.0705211	0.0660707	0.0631034	0.0637824	0.0649595	0.0685134	0.074957	0.0607189	0.0665954	0.0687476	0.069096	0.0676427	0.0859917	0.0825454	0.0745449	0.0687652	0.0763688	0.0670368	0.068139	0.0577116	0.0543085	0.070502	0.0518368	0.0634487	0.0558261	0.0687946	0.0678805	0.0939886	0.0500558	0.0532306	0.0452381	0.070036	0.0692587	0.0670031	0.0591936	0.0764233	0.0639129	0.0570158	0.063754	0.059274	0.0626969	0.0631776	0.0715858	0.0856412	0.0789569	0.0753225	0.0729829	0.0704063	0.0620261	0.0678247	0.0725873	0.066819	0.0609141	0.0736582	0.0582246	0.0708494	0.0803702	0.0507936	0.0664131	0.0633021	0.0553318	0.0593069	0.0495913	0.0552817	0.059044	0.072868	0.0741207	0.0741215	0.0730358	0.0854238	0.0670441	0.0659402	0.0683369	0.0714926	0.0692769	0.0737909	0.0860089	0.0729593	0.0695435	0.0708187	0.0602951	0.0558066	0.0625909	0.0636238	0.0723432	0.0591515	0.0786689	0.0782631	0.0648509	0.0616972	0.0628439	0.0799107	0.0593402	0.0639944	0.0526289	0.0553818	0.0672035	0.0776841	0.0882565	0.0894278	0.0761996	0.0931908	0.0946596	0.0891618	0.10232	0.0829088	0.11271	0.130129	0.12771	0.145444	0.13032	0.19337	0.135483	0.127637	0.128711	0.128585	0.159269	0.149684	0.138976	0.134979	0.100061	0.100367	0.0992967	0.0981124	0.122842	0.0896934	0.0985139	0.106161	0.0957409	0.105341	0.0990267	0.145908	0.15942	0.159461	0.147294	0.14956	0.131133	0.12858	0.121689	0.119052	0.126654	0.137528	0.121131	0.144443	0.138426	0.143283	0.128446	0.136804	0.106093	0.116748	0.114546	0.103554	0.134824	0.115747	0.119032	0.117925	0.120267	0.121023	0.111319	0.110007	0.108911	0.110463	0.112891	0.115172	0.188154	0.125837	0.128189	0.114731	0.137792	0.129086	0.132826	0.137314	0.129289	0.112363	0.11407	0.111869	0.0980353	0.103795	0.103779	0.114168	0.117191	0.115344	0.131161	0.139469	0.152212	0.144502	0.137202	0.131577	0.133935	0.114229	0.119873	0.11178	0.118562	0.119661	0.122825	0.110254	0.145859	0.139048	0.109541	0.140005	0.101287	0.129921	0.126076	0.117674	0.125976	0.133997	0.129659	0.127502	0.144528	0.11309	0.118757	0.112473	0.117298	0.117298	0.117299	0.12065	0.118407	0.124629	0.111858	0.289474	0.1141	0.124137	0.108459	0.11199	0.117372	0.123013	0.101208	0.111768	0.0979219	0.100236	0.0956754	0.105762	0.104592	0.097981	0.13074	0.130642	0.125257	0.218317	0.225178	0.220222	0.212024	0.229124	0.207064	0.202333	0.223869	0.230666	0.196501	0.18625	0.187488	0.187488	0.180861	0.178885	0.165369	0.148678	0.147254	0.169492	0.167992	0.167992	0.165803	0.168134	0.170378	0.192898	0.23378	0.233318	0.235099	0.23015	0.225685	0.223698	0.24075	0.242419	0.244629	0.245533	0.178583	0.17857	0.144369	0.148987	0.149914	0.158478	0.185021	0.154898	0.113624	0.111262	0.107315	0.113429	0.11112	0.106	0.125008	0.150214	0.144296	0.143635	0.169316	0.150547	0.156804	0.151751	0.141584	0.131743	0.130988	0.186343	0.170543	0.226178	0.205907	0.20444	0.229742	0.236174	0.196745	0.219799	0.151187	0.1503	0.148252	0.156766	0.136895	0.127478	0.145244	0.159018	0.138598
Hippolais_icterina	0.126956	0.0151602	0	0.0686715	0.0603635	0.0608786	0.0628861	0.0583671	0.069334	0.0712053	0.0630179	0.0566805	0.0665102	0.0630845	0.0690665	0.0642132	0.0630663	0.0610271	0.0556274	0.0676847	0.0625002	0.0704411	0.0603114	0.0577855	0.0611917	0.063615	0.0625346	0.0676282	0.0683506	0.0727695	0.0727987	0.0754448	0.0820285	0.0787506	0.0774272	0.0820996	0.0763725	0.0695892	0.0795951	0.0751447	0.0721774	0.0728563	0.0740334	0.0775873	0.084031	0.0697928	0.0756693	0.0778215	0.07817	0.0767167	0.0950657	0.0916193	0.0836188	0.0778391	0.0854427	0.0761107	0.077213	0.0667855	0.0633825	0.0795759	0.0609107	0.0725227	0.0649001	0.0778686	0.0769545	0.103063	0.0591297	0.0623045	0.0543121	0.0791099	0.0783327	0.076077	0.0682675	0.0854972	0.0729868	0.0660897	0.0728279	0.068348	0.0717709	0.0722516	0.0806598	0.0947151	0.0880308	0.0843964	0.0820568	0.0794803	0.0711001	0.0768986	0.0816613	0.0758929	0.069988	0.0827322	0.0672985	0.0799233	0.0894442	0.0598675	0.0754871	0.072376	0.0644057	0.0683808	0.0586652	0.0643557	0.0681179	0.0819419	0.0831946	0.0831954	0.0821097	0.0944978	0.0761181	0.0750141	0.0774108	0.0805665	0.0783508	0.0828648	0.0950828	0.0820332	0.0786174	0.0798926	0.069369	0.0648805	0.0716648	0.0726978	0.0814171	0.0682255	0.0877429	0.087337	0.0739249	0.0707711	0.0719178	0.0889846	0.0684142	0.0730683	0.0617029	0.0644558	0.0762775	0.0867581	0.0973304	0.0985018	0.0852736	0.102265	0.103734	0.0982357	0.111394	0.0919828	0.121784	0.139203	0.136784	0.154518	0.139394	0.202443	0.144556	0.136711	0.137785	0.137658	0.168343	0.158758	0.14805	0.144053	0.109135	0.109441	0.108371	0.107186	0.131916	0.0987674	0.107588	0.115235	0.104815	0.114415	0.108101	0.154982	0.168494	0.168535	0.156368	0.158634	0.140206	0.137654	0.130763	0.128126	0.135728	0.146602	0.130205	0.153517	0.1475	0.152356	0.13752	0.145878	0.115167	0.125822	0.12362	0.112628	0.143898	0.124821	0.128106	0.126999	0.129341	0.130097	0.120393	0.119081	0.117985	0.119537	0.121965	0.124246	0.197228	0.134911	0.137263	0.123805	0.146866	0.13816	0.1419	0.146387	0.138363	0.121437	0.123144	0.120943	0.107109	0.112869	0.112853	0.123242	0.126265	0.124418	0.140234	0.148543	0.161286	0.153576	0.146275	0.140651	0.143009	0.123303	0.128947	0.120854	0.127636	0.128735	0.131899	0.119328	0.154933	0.148122	0.118614	0.149079	0.110361	0.138995	0.13515	0.126748	0.13505	0.143071	0.138733	0.136576	0.153602	0.122164	0.127831	0.121547	0.126372	0.126372	0.126373	0.129724	0.127481	0.133703	0.120932	0.298548	0.123174	0.133211	0.117533	0.121064	0.126446	0.132087	0.110281	0.120842	0.106996	0.10931	0.104749	0.114836	0.113666	0.107055	0.139814	0.139716	0.134331	0.227391	0.234252	0.229296	0.221098	0.238198	0.216138	0.211407	0.232943	0.23974	0.205575	0.195324	0.196562	0.196562	0.189935	0.187959	0.174443	0.157752	0.156328	0.178566	0.177066	0.177066	0.174877	0.177208	0.179452	0.201972	0.242854	0.242392	0.244173	0.239224	0.234759	0.232772	0.249824	0.251493	0.253703	0.254607	0.187657	0.187644	0.153443	0.158061	0.158988	0.167552	0.194095	0.163972	0.122698	0.120336	0.116389	0.122503	0.120194	0.115074	0.134082	0.159288	0.15337	0.152709	0.17839	0.159621	0.165878	0.160825	0.150658	0.140817	0.140062	0.195417	0.179617	0.235252	0.21498	0.213514	0.238816	0.245248	0.205819	0.228873	0.160261	0.159373	0.157325	0.16584	0.145969	0.136552	0.154318	0.168092	0.147672
Donacobius_atricapilla	0.141174	0.0595976	0.0686715	0	0.0745817	0.0750968	0.0771042	0.0725853	0.0835522	0.0854235	0.077236	0.0708987	0.0807284	0.0773027	0.0832846	0.0784314	0.0772844	0.0752453	0.0698456	0.0819028	0.0767184	0.0846593	0.0745296	0.0720037	0.0754099	0.0778331	0.0767528	0.0818464	0.0825687	0.0869876	0.0870169	0.089663	0.0962466	0.0929688	0.0916453	0.0963177	0.0905906	0.0838073	0.0938132	0.0893629	0.0863956	0.0870745	0.0882516	0.0918055	0.0982491	0.084011	0.0898875	0.0920397	0.0923881	0.0909348	0.109284	0.105837	0.097837	0.0920573	0.0996609	0.0903289	0.0914311	0.0810037	0.0776006	0.0937941	0.0751289	0.0867409	0.0791182	0.0920867	0.0911726	0.117281	0.0733479	0.0765227	0.0685302	0.0933281	0.0925509	0.0902952	0.0824857	0.0997154	0.087205	0.0803079	0.0870461	0.0825661	0.085989	0.0864697	0.0948779	0.108933	0.102249	0.0986146	0.096275	0.0936984	0.0853182	0.0911168	0.0958794	0.0901111	0.0842062	0.0969504	0.0815167	0.0941415	0.103662	0.0740857	0.0897052	0.0865942	0.0786239	0.082599	0.0728834	0.0785739	0.0823361	0.0961601	0.0974128	0.0974136	0.0963279	0.108716	0.0903362	0.0892323	0.091629	0.0947847	0.092569	0.097083	0.109301	0.0962514	0.0928356	0.0941108	0.0835872	0.0790987	0.085883	0.086916	0.0956353	0.0824436	0.101961	0.101555	0.0881431	0.0849893	0.086136	0.103203	0.0826323	0.0872865	0.075921	0.0786739	0.0904957	0.100976	0.111549	0.11272	0.0994918	0.116483	0.117952	0.112454	0.125612	0.106201	0.136002	0.153422	0.151002	0.168736	0.153612	0.216662	0.158775	0.150929	0.152003	0.151877	0.182561	0.172977	0.162268	0.158272	0.123353	0.123659	0.122589	0.121404	0.146134	0.112986	0.121806	0.129454	0.119033	0.128633	0.122319	0.1692	0.182712	0.182753	0.170586	0.172852	0.154425	0.151872	0.144981	0.142344	0.149946	0.16082	0.144424	0.167735	0.161718	0.166575	0.151738	0.160097	0.129385	0.140041	0.137839	0.126846	0.158116	0.139039	0.142325	0.141217	0.143559	0.144315	0.134611	0.133299	0.132203	0.133755	0.136183	0.138464	0.211446	0.149129	0.151481	0.138023	0.161085	0.152378	0.156118	0.160606	0.152581	0.135655	0.137362	0.135161	0.121327	0.127088	0.127071	0.13746	0.140483	0.138636	0.154453	0.162761	0.175504	0.167794	0.160494	0.154869	0.157227	0.137521	0.143165	0.135072	0.141854	0.142953	0.146117	0.133546	0.169151	0.16234	0.132833	0.163298	0.124579	0.153213	0.149368	0.140966	0.149268	0.157289	0.152951	0.150794	0.167821	0.136382	0.142049	0.135765	0.14059	0.14059	0.140591	0.143942	0.141699	0.147921	0.13515	0.312766	0.137392	0.14743	0.131751	0.135282	0.140664	0.146305	0.1245	0.13506	0.121214	0.123528	0.118967	0.129054	0.127884	0.121273	0.154032	0.153934	0.148549	0.241609	0.24847	0.243514	0.235316	0.252416	0.230356	0.225625	0.247161	0.253958	0.219793	0.209542	0.21078	0.21078	0.204153	0.202177	0.188661	0.17197	0.170546	0.192784	0.191284	0.191284	0.189095	0.191426	0.19367	0.21619	0.257072	0.25661	0.258391	0.253442	0.248977	0.24699	0.264042	0.265711	0.267921	0.268825	0.201876	0.201862	0.167661	0.172279	0.173207	0.18177	0.208313	0.178191	0.136917	0.134554	0.130607	0.136721	0.134412	0.129292	0.1483	0.173506	0.167588	0.166927	0.192608	0.173839	0.180096	0.175044	0.164876	0.155035	0.15428	0.209636	0.193835	0.24947	0.229199	0.227732	0.253034	0.259466	0.220038	0.243091	0.174479	0.173592	0.171544	0.180058	0.160187	0.15077	0.168536	0.18231	0.16189
Aegithalos_caudatus	0.131867	0.0512895	0.0603635	0.0745817	0	0.0581228	0.0601303	0.0556113	0.0665782	0.0730185	0.0648311	0.0584937	0.071419	0.0679933	0.0739752	0.069122	0.067975	0.0659359	0.0605362	0.0725934	0.067409	0.0753499	0.0652202	0.0626943	0.0661025	0.0685258	0.0674454	0.072539	0.0732614	0.0776803	0.0777095	0.0803556	0.0869393	0.0836614	0.082338	0.0870104	0.0812832	0.0744999	0.0845059	0.0800555	0.0770882	0.0777671	0.0789442	0.0824981	0.0889417	0.0747036	0.0805801	0.0827323	0.0830808	0.0816274	0.0999765	0.0965301	0.0885296	0.0827499	0.0903535	0.0810215	0.0821237	0.0716963	0.0682933	0.0844867	0.0658215	0.0774335	0.0698109	0.0827793	0.0818653	0.107973	0.0640405	0.0672153	0.0592229	0.0840207	0.0832435	0.0809878	0.0731783	0.090408	0.0778976	0.0710005	0.0777387	0.0732588	0.0766817	0.0771623	0.0855706	0.0996259	0.0929416	0.0893072	0.0869676	0.0843911	0.0760109	0.0818094	0.0865721	0.0808037	0.0748988	0.087643	0.0722093	0.0848341	0.094355	0.0647783	0.0803979	0.0772868	0.0693165	0.0732916	0.063576	0.0692665	0.0730287	0.0868527	0.0881054	0.0881062	0.0870205	0.0994086	0.0810289	0.0799249	0.0823216	0.0854773	0.0832616	0.0877756	0.0999936	0.086944	0.0835282	0.0848034	0.0742798	0.0697913	0.0765756	0.0776086	0.0863279	0.0731363	0.0926537	0.0922478	0.0788357	0.0756819	0.0768286	0.0938954	0.073325	0.0779791	0.0666136	0.0693666	0.0811883	0.0916689	0.102241	0.103413	0.0901844	0.107176	0.108644	0.103147	0.116305	0.0968936	0.126695	0.144114	0.141695	0.159428	0.144305	0.207354	0.149467	0.141622	0.142696	0.142569	0.173254	0.163669	0.152961	0.148964	0.114045	0.114352	0.113281	0.112097	0.136827	0.103678	0.112499	0.120146	0.109726	0.119326	0.113011	0.159893	0.173405	0.173446	0.161279	0.163545	0.145117	0.142564	0.135674	0.133037	0.140639	0.151512	0.135116	0.158428	0.152411	0.157267	0.142431	0.150789	0.120078	0.130733	0.128531	0.117539	0.148809	0.129732	0.133017	0.13191	0.134252	0.135008	0.125303	0.123992	0.122896	0.124447	0.126876	0.129157	0.202138	0.139822	0.142174	0.128716	0.151777	0.14307	0.146811	0.151298	0.143273	0.126348	0.128054	0.125854	0.11202	0.11778	0.117764	0.128153	0.131176	0.129328	0.145145	0.153454	0.166197	0.158487	0.151186	0.145562	0.14792	0.128214	0.133857	0.125765	0.132546	0.133646	0.13681	0.124239	0.159844	0.153032	0.123525	0.15399	0.115272	0.143905	0.140061	0.131659	0.13996	0.147982	0.143644	0.141487	0.158513	0.127075	0.132742	0.126458	0.131283	0.131283	0.131284	0.134635	0.132392	0.138614	0.125843	0.303459	0.128085	0.138122	0.122444	0.125974	0.131356	0.136998	0.115192	0.125753	0.111907	0.114221	0.10966	0.119747	0.118576	0.111966	0.144725	0.144627	0.139242	0.232302	0.239163	0.234207	0.226009	0.243109	0.221048	0.216318	0.237854	0.244651	0.210485	0.200235	0.201473	0.201473	0.194846	0.19287	0.179354	0.162663	0.161238	0.183477	0.181977	0.181977	0.179788	0.182118	0.184363	0.206883	0.247765	0.247303	0.249083	0.244135	0.239669	0.237683	0.254735	0.256404	0.258614	0.259518	0.192568	0.192554	0.158354	0.162972	0.163899	0.172463	0.199006	0.168883	0.127609	0.125247	0.1213	0.127413	0.125104	0.119985	0.138993	0.164199	0.158281	0.15762	0.1833	0.164532	0.170788	0.165736	0.155568	0.145728	0.144973	0.200328	0.184528	0.240163	0.219891	0.218425	0.243726	0.250159	0.21073	0.233783	0.165172	0.164284	0.162236	0.170751	0.15088	0.141463	0.159229	0.173003	0.152583
