	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Hirundo_rustica	Illadopsis_cleaveri	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Leiothrix_lutea	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Donacobius_atricapilla	Locustella_ochotensis	Oxylabes_madagascariensis	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Calcarius_ornatus	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Emberiza_fucata	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Rhodinocichla_rosea	Setophaga_coronata	Setophaga_kirtlandii	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Motacilla_alba	Passer_domesticus	Prunella_fulvescens	Prunella_himalayana	Peucedramus_taeniatus	Lonchura_striata	Taeniopygia_guttata	Ploceus_nigricollis	Urocynchramus_pylzowi	Vidua_chalybeata	Vidua_macroura	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Anthoscopus_minutus	Regulus_satrapa	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Alaudala_cheleensis	Panurus_biarmicus	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Catharus_fuscescens	Cinclus_mexicanus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Elachura_formosa	Nicator_chloris	Sitta_europaea	Tichodroma_muraria	Sylvietta_virens	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Melanocharis_versteri	Cnemophilus_loriae	Eulacestoma_nigropectus	Oriolus_oriolus	Dryoscopus_gambensis	Mystacornis_crossleyi	Rhagologus_leucostigma	Dyaphorophyia_castanea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oreocharis_arfaki	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Ifrita_kowaldi	Myiagra_hebetior	Struthidea_cinerea	Paradisaea_raggiana	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Edolisoma_coerulescens	Aleadryas_rufinucha	Falcunculus_frontatus	Mohoua_ochrocephala	Ptilorrhoa_leucosticta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Pardalotus_punctatus	Origma_solitaria	Grantiella_picta	Malurus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Serilophus_lunatus	Pitta_sordida	Sapayoa_aenigma	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Scytalopus_superciliaris	Formicarius_rufipectus	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Tachuris_rubrigastra	Tyrannus_savana	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Mionectes_macconnelli	Neopipo_cinnamomea	Piprites_chloris	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Nyctibius_bracteatus	Nyctibius_grandis	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Struthio_camelus	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Mesitornis_unicolor	Steatornis_caripensis	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Aptenodytes_forsteri	Pygoscelis_adeliae	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Gavia_stellata	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Ciconia_maguari	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Eurypyga_helias	Rhynochetos_jubatus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Opisthocomus_hoazin	Phaethon_lepturus	Podargus_strigoides	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Psophia_crepitans	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Colius_striatus	Urocolius_indicus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Apaloderma_vittatum	Trogon_melanurus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Semnornis_frantzii	Ramphastos_sulfuratus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Cathartes_aura	Leptosomus_discolor	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Cariama_cristata	Chunga_burmeisteri
Acanthisitta_chloris	0	0.242438	0.243959	0.25677	0.249109	0.257033	0.258034	0.249817	0.26361	0.250785	0.27034	0.250468	0.259077	0.257823	0.256503	0.261255	0.251234	0.245586	0.265736	0.264353	0.24945	0.260288	0.248051	0.254759	0.237673	0.243552	0.241769	0.2341	0.24306	0.249251	0.25581	0.261592	0.258321	0.253691	0.240318	0.250496	0.245349	0.261192	0.258695	0.266748	0.255985	0.256126	0.246879	0.24563	0.250051	0.25002	0.249768	0.248484	0.25125	0.240584	0.235442	0.241756	0.230605	0.23785	0.241559	0.251491	0.255719	0.233179	0.239022	0.230381	0.230329	0.242239	0.242599	0.249461	0.264595	0.259768	0.252583	0.236437	0.229415	0.241677	0.240422	0.244328	0.242563	0.241706	0.248077	0.235976	0.2471	0.24869	0.234452	0.2321	0.234667	0.232495	0.25119	0.247664	0.256392	0.24612	0.24459	0.240317	0.243094	0.25705	0.249277	0.236521	0.244441	0.243656	0.232195	0.237689	0.238918	0.238973	0.241827	0.228462	0.244383	0.21489	0.229035	0.232171	0.212467	0.195601	0.208867	0.19628	0.215898	0.197093	0.200282	0.189724	0.214569	0.21598	0.189151	0.228601	0.210533	0.216922	0.204161	0.200904	0.194199	0.192924	0.194208	0.227684	0.202876	0.212545	0.207938	0.197443	0.202593	0.208102	0.222068	0.192747	0.192554	0.192836	0.197533	0.213091	0.225045	0.239636	0.220215	0.227783	0.211289	0.216239	0.216646	0.187147	0.156004	0.210846	0.201449	0.173611	0.177735	0.211323	0.17768	0.178512	0.17374	0.168349	0.180725	0.166848	0.166583	0.18582	0.188119	0.187736	0.178288	0.158282	0.16147	0.160023	0.172325	0.163159	0.180746	0.175253	0.171069	0.175392	0.168176	0.159294	0.185137	0.289886	0.283596	0.212404	0.200603	0.152249	0.150339	0.306059	0.402098	0.411264	0.384107	0.392299	0.397941	0.404916	0.382469	0.361294	0.332739	0.327951	0.32659	0.332713	0.324138	0.324848	0.272841	0.263257	0.2827	0.281436	0.28026	0.281542	0.382133	0.391737	0.383923	0.350321	0.358218	0.363141	0.37161	0.361847	0.357896	0.385327	0.284951	0.298245	0.299669	0.307378	0.307662	0.173248	0.191635	0.163755	0.240994	0.242141	0.230896	0.2491	0.211871	0.228337	0.232294	0.208388	0.191226	0.195797	0.209583	0.202571	0.186995	0.17679	0.187812	0.160728	0.205409	0.201601	0.205413	0.201603	0.201887	0.184716	0.160399	0.165935	0.170771	0.164958	0.164158	0.163676	0.171146	0.174259	0.170979	0.147365	0.16808	0.168449	0.186624	0.165096	0.180493	0.21393	0.173271	0.169823	0.156357	0.181674	0.175453	0.186737	0.170791	0.179135	0.140301	0.189776	0.201264	0.176041	0.190239	0.182718	0.218777	0.20877	0.208323	0.184339	0.18288	0.185192	0.254185	0.229519	0.251714	0.198458	0.201331	0.20887	0.19752	0.220089	0.226037	0.17063	0.167339	0.163483	0.174524	0.149026	0.153691	0.156231	0.156453	0.173522	0.163023	0.145642	0.163866	0.167161	0.235402	0.168119	0.171326	0.169505	0.232906	0.190391	0.198794	0.208783	0.223016	0.162467	0.169138	0.147194	0.141653	0.141668	0.157967	0.138503	0.187335	0.185751	0.161573	0.183014	0.200005	0.157688	0.183833	0.202584	0.216375	0.220071	0.196257	0.210907	0.219917	0.221578	0.205539	0.21319	0.209094	0.211629	0.200257	0.166264	0.167013	0.189379	0.213145	0.17538	0.173923	0.199383	0.176479	0.147968	0.156883	0.150547	0.150547	0.156638	0.16482	0.200296	0.135421	0.167784	0.184511	0.203064	0.19085	0.168919	0.172276	0.174192	0.178139	0.179416	0.157485	0.143944	0.148373
Acrocephalus_arundinaceus	0.242438	0	0.042861	0.0862778	0.0786163	0.0923397	0.0933414	0.0851235	0.0989171	0.0860915	0.105647	0.0857755	0.0943837	0.0931297	0.0918103	0.0965622	0.0865409	0.0808934	0.101043	0.0996596	0.0874113	0.0982499	0.0860132	0.0977991	0.0807137	0.0865926	0.0898651	0.082196	0.0911558	0.0973475	0.103906	0.109689	0.106418	0.101787	0.0884141	0.0985918	0.093445	0.109288	0.106791	0.114844	0.104081	0.104223	0.0949748	0.0937259	0.0981469	0.0981163	0.0978645	0.0965796	0.0993461	0.08868	0.0835384	0.0898518	0.0787015	0.0859456	0.0896552	0.0995868	0.103815	0.0812748	0.0871178	0.0784769	0.0784249	0.0903347	0.0906954	0.0975571	0.112691	0.107864	0.100679	0.0845327	0.0775112	0.0897729	0.0885183	0.0924244	0.090659	0.0898022	0.0961732	0.0840716	0.0951961	0.0967863	0.0825484	0.0801965	0.0827629	0.0805908	0.0992861	0.0957603	0.104488	0.0942161	0.092686	0.0884131	0.0911899	0.105146	0.0973726	0.0846187	0.0925394	0.0917536	0.0802934	0.0882858	0.0895151	0.0895699	0.115431	0.114838	0.130759	0.109465	0.123611	0.126747	0.114773	0.116481	0.132026	0.119441	0.139059	0.120254	0.123443	0.112885	0.13773	0.149338	0.122509	0.161959	0.143891	0.150279	0.137518	0.136738	0.130033	0.128757	0.130041	0.163518	0.138709	0.148378	0.143772	0.133276	0.138426	0.143935	0.157901	0.12858	0.135501	0.135783	0.14048	0.156037	0.182914	0.197505	0.188668	0.196236	0.179743	0.184692	0.1851	0.200712	0.169569	0.224411	0.215014	0.24668	0.250804	0.284392	0.250749	0.251581	0.246809	0.241418	0.253794	0.239917	0.239651	0.258889	0.261188	0.260805	0.251357	0.231351	0.234539	0.233091	0.245394	0.236228	0.253815	0.248322	0.244138	0.24846	0.241245	0.232363	0.269293	0.374042	0.367752	0.29656	0.28476	0.236405	0.234495	0.390215	0.486254	0.49542	0.468263	0.476455	0.482097	0.489072	0.466625	0.44545	0.416895	0.412107	0.410747	0.416869	0.408294	0.409005	0.356997	0.347413	0.366856	0.365593	0.364416	0.365698	0.466289	0.475894	0.468079	0.434477	0.442374	0.447297	0.455767	0.446003	0.442052	0.469483	0.369107	0.382401	0.383825	0.391534	0.391818	0.257404	0.275791	0.247911	0.32515	0.326297	0.315052	0.333256	0.296027	0.312493	0.31645	0.292544	0.275382	0.279953	0.293739	0.286727	0.271151	0.260946	0.271968	0.244884	0.289565	0.285757	0.289569	0.285759	0.286043	0.268872	0.244555	0.250091	0.254927	0.249115	0.248314	0.247832	0.255302	0.258415	0.255135	0.231521	0.252236	0.252605	0.27078	0.249252	0.264649	0.298086	0.257427	0.253979	0.240514	0.26583	0.259609	0.270893	0.254947	0.263291	0.224457	0.273932	0.28542	0.260197	0.274395	0.266874	0.302933	0.292926	0.292479	0.268495	0.267036	0.269348	0.338341	0.313675	0.33587	0.282614	0.285487	0.293026	0.281676	0.304245	0.310193	0.254786	0.251495	0.247639	0.25868	0.233182	0.237847	0.240387	0.240609	0.257678	0.247179	0.229798	0.248022	0.251317	0.319558	0.252275	0.255482	0.253661	0.317062	0.274547	0.282951	0.292939	0.307172	0.246623	0.253294	0.23135	0.225809	0.225824	0.242124	0.22266	0.271491	0.269907	0.245729	0.26717	0.284161	0.241844	0.267989	0.28674	0.300531	0.304227	0.280413	0.295063	0.304073	0.305734	0.289695	0.297346	0.29325	0.295785	0.284413	0.25042	0.251169	0.273535	0.297301	0.259536	0.258079	0.283539	0.260635	0.232124	0.241039	0.234704	0.234704	0.240794	0.248976	0.284452	0.219577	0.25194	0.268667	0.28722	0.275006	0.253075	0.256433	0.258348	0.262295	0.263572	0.241641	0.2281	0.232529
Hippolais_icterina	0.243959	0.042861	0	0.0877991	0.0801376	0.0938611	0.0948627	0.0866449	0.100438	0.0876128	0.107168	0.0872968	0.095905	0.094651	0.0933316	0.0980835	0.0880622	0.0824148	0.102564	0.101181	0.0889327	0.0997712	0.0875345	0.0993204	0.082235	0.0881139	0.0913865	0.0837173	0.0926771	0.0988688	0.105428	0.11121	0.107939	0.103308	0.0899354	0.100113	0.0949663	0.11081	0.108312	0.116365	0.105603	0.105744	0.0964961	0.0952473	0.0996683	0.0996376	0.0993858	0.0981009	0.100867	0.0902013	0.0850597	0.0913731	0.0802228	0.0874669	0.0911766	0.101108	0.105337	0.0827961	0.0886391	0.0799982	0.0799462	0.091856	0.0922167	0.0990784	0.114212	0.109386	0.102201	0.086054	0.0790325	0.0912943	0.0900397	0.0939457	0.0921803	0.0913236	0.0976945	0.0855929	0.0967175	0.0983076	0.0840697	0.0817178	0.0842842	0.0821122	0.100807	0.0972816	0.10601	0.0957375	0.0942074	0.0899345	0.0927113	0.106667	0.098894	0.08614	0.0940608	0.0932749	0.0818147	0.0898071	0.0910364	0.0910912	0.116952	0.11636	0.132281	0.110987	0.125132	0.128268	0.116294	0.118003	0.133547	0.120963	0.14058	0.121776	0.124964	0.114406	0.139251	0.150859	0.12403	0.16348	0.145412	0.151801	0.13904	0.138259	0.131554	0.130278	0.131562	0.165039	0.14023	0.149899	0.145293	0.134798	0.139948	0.145457	0.159422	0.130101	0.137022	0.137304	0.142001	0.157559	0.184435	0.199027	0.19019	0.197758	0.181264	0.186214	0.186621	0.202233	0.17109	0.225932	0.216536	0.248201	0.252325	0.285913	0.252271	0.253103	0.24833	0.24294	0.255316	0.241438	0.241173	0.26041	0.262709	0.262327	0.252878	0.232872	0.23606	0.234613	0.246915	0.23775	0.255336	0.249843	0.245659	0.249982	0.242766	0.233884	0.270814	0.375563	0.369273	0.298082	0.286281	0.237926	0.236016	0.391736	0.487775	0.496942	0.469784	0.477976	0.483618	0.490594	0.468147	0.446971	0.418417	0.413628	0.412268	0.41839	0.409816	0.410526	0.358518	0.348934	0.368377	0.367114	0.365937	0.367219	0.467811	0.477415	0.469601	0.435998	0.443895	0.448819	0.457288	0.447524	0.443573	0.471005	0.370628	0.383922	0.385346	0.393055	0.393339	0.258925	0.277312	0.249432	0.326672	0.327818	0.316573	0.334777	0.297548	0.314014	0.317972	0.294065	0.276903	0.281475	0.29526	0.288248	0.272672	0.262467	0.27349	0.246406	0.291086	0.287278	0.291091	0.28728	0.287564	0.270393	0.246076	0.251612	0.256448	0.250636	0.249835	0.249353	0.256823	0.259937	0.256657	0.233043	0.253758	0.254127	0.272301	0.250773	0.266171	0.299608	0.258948	0.2555	0.242035	0.267351	0.26113	0.272414	0.256469	0.264812	0.225979	0.275454	0.286941	0.261718	0.275917	0.268395	0.304454	0.294447	0.294001	0.270016	0.268558	0.270869	0.339862	0.315196	0.337391	0.284136	0.287009	0.294547	0.283197	0.305766	0.311714	0.256307	0.253017	0.249161	0.260202	0.234704	0.239368	0.241909	0.24213	0.259199	0.248701	0.23132	0.249543	0.252839	0.32108	0.253796	0.257003	0.255182	0.318583	0.276069	0.284472	0.29446	0.308693	0.248144	0.254815	0.232871	0.227331	0.227346	0.243645	0.224181	0.273012	0.271428	0.24725	0.268691	0.285683	0.243365	0.26951	0.288262	0.302052	0.305749	0.281935	0.296584	0.305594	0.307255	0.291217	0.298868	0.294771	0.297306	0.285934	0.251941	0.252691	0.275056	0.298822	0.261057	0.259601	0.28506	0.262157	0.233645	0.24256	0.236225	0.236225	0.242316	0.250497	0.285973	0.221098	0.253462	0.270189	0.288742	0.276527	0.254597	0.257954	0.25987	0.263816	0.265094	0.243162	0.229622	0.23405
Brachypodius_atriceps	0.25677	0.0862778	0.0877991	0	0.0608199	0.106673	0.107674	0.0994564	0.11325	0.100424	0.119979	0.100108	0.108717	0.107463	0.106143	0.110895	0.100874	0.0952263	0.115376	0.113992	0.101744	0.112583	0.100346	0.112132	0.0950465	0.100925	0.104198	0.0965289	0.105489	0.11168	0.118239	0.124021	0.12075	0.11612	0.102747	0.112925	0.107778	0.123621	0.121123	0.129177	0.118414	0.118555	0.109308	0.108059	0.11248	0.112449	0.112197	0.110912	0.113679	0.103013	0.0978713	0.104185	0.0930343	0.100278	0.103988	0.11392	0.118148	0.0956077	0.101451	0.0928097	0.0927578	0.104668	0.105028	0.11189	0.127024	0.122197	0.115012	0.0988656	0.0918441	0.104106	0.102851	0.106757	0.104992	0.104135	0.110506	0.0984045	0.109529	0.111119	0.0968813	0.0945294	0.0970958	0.0949237	0.113619	0.110093	0.118821	0.108549	0.107019	0.102746	0.105523	0.119479	0.111706	0.0989515	0.106872	0.106086	0.0946263	0.102619	0.103848	0.103903	0.129764	0.129171	0.145092	0.123798	0.137944	0.141079	0.129106	0.130814	0.146358	0.133774	0.153392	0.134587	0.137776	0.127218	0.152063	0.163671	0.136842	0.176291	0.158224	0.164612	0.151851	0.151071	0.144365	0.14309	0.144374	0.177851	0.153042	0.162711	0.158105	0.147609	0.152759	0.158268	0.172234	0.142913	0.149833	0.150116	0.154813	0.17037	0.197247	0.211838	0.203001	0.210569	0.194076	0.199025	0.199433	0.215045	0.183902	0.238744	0.229347	0.261012	0.265136	0.298725	0.265082	0.265914	0.261142	0.255751	0.268127	0.25425	0.253984	0.273222	0.275521	0.275138	0.26569	0.245684	0.248872	0.247424	0.259727	0.250561	0.268148	0.262654	0.258471	0.262793	0.255578	0.246696	0.283626	0.388375	0.382085	0.310893	0.299092	0.250738	0.248828	0.404548	0.500587	0.509753	0.482596	0.490788	0.496429	0.503405	0.480958	0.459783	0.431228	0.42644	0.425079	0.431202	0.422627	0.423337	0.37133	0.361746	0.381189	0.379925	0.378749	0.380031	0.480622	0.490226	0.482412	0.44881	0.456707	0.46163	0.470099	0.460336	0.456385	0.483816	0.383439	0.396734	0.398158	0.405866	0.406151	0.271737	0.290124	0.262244	0.339483	0.34063	0.329385	0.347589	0.31036	0.326826	0.330783	0.306877	0.289715	0.294286	0.308072	0.30106	0.285484	0.275279	0.286301	0.259217	0.303898	0.30009	0.303902	0.300092	0.300376	0.283205	0.258887	0.264424	0.26926	0.263447	0.262647	0.262165	0.269635	0.272748	0.269468	0.245854	0.266569	0.266938	0.285113	0.263585	0.278982	0.312419	0.27176	0.268312	0.254846	0.280163	0.273942	0.285226	0.26928	0.277624	0.23879	0.288265	0.299753	0.27453	0.288728	0.281207	0.317266	0.307259	0.306812	0.282828	0.281369	0.28368	0.352674	0.328008	0.350203	0.296947	0.29982	0.307359	0.296009	0.318578	0.324526	0.269119	0.265828	0.261972	0.273013	0.247515	0.25218	0.25472	0.254942	0.272011	0.261512	0.244131	0.262355	0.26565	0.333891	0.266608	0.269815	0.267994	0.331395	0.28888	0.297283	0.307272	0.321505	0.260956	0.267627	0.245683	0.240142	0.240157	0.256456	0.236992	0.285824	0.28424	0.260062	0.281503	0.298494	0.256177	0.282322	0.301073	0.314864	0.31856	0.294746	0.309396	0.318406	0.320067	0.304028	0.311679	0.307583	0.310118	0.298746	0.264753	0.265502	0.287868	0.311634	0.273869	0.272412	0.297872	0.274968	0.246457	0.255372	0.249036	0.249036	0.255127	0.263309	0.298785	0.23391	0.266273	0.283	0.301553	0.289339	0.267408	0.270765	0.272681	0.276628	0.277905	0.255974	0.242433	0.246862
Pycnonotus_jocosus	0.249109	0.0786163	0.0801376	0.0608199	0	0.0990111	0.100013	0.0917949	0.105588	0.0927629	0.112318	0.0924468	0.101055	0.0998011	0.0984816	0.103234	0.0932122	0.0875648	0.107715	0.106331	0.0940827	0.104921	0.0926846	0.10447	0.087385	0.0932639	0.0965365	0.0888674	0.0978272	0.104019	0.110578	0.11636	0.113089	0.108458	0.0950854	0.105263	0.100116	0.11596	0.113462	0.121515	0.110753	0.110894	0.101646	0.100397	0.104818	0.104788	0.104536	0.103251	0.106017	0.0953514	0.0902097	0.0965231	0.0853728	0.0926169	0.0963266	0.106258	0.110487	0.0879462	0.0937891	0.0851482	0.0850962	0.097006	0.0973667	0.104228	0.119362	0.114536	0.107351	0.0912041	0.0841826	0.0964443	0.0951897	0.0990957	0.0973304	0.0964736	0.102845	0.0907429	0.101867	0.103458	0.0892197	0.0868678	0.0894343	0.0872622	0.105957	0.102432	0.11116	0.100887	0.0993574	0.0950845	0.0978613	0.111817	0.104044	0.09129	0.0992108	0.0984249	0.0869648	0.0949571	0.0961864	0.0962412	0.122102	0.12151	0.137431	0.116137	0.130282	0.133418	0.121444	0.123153	0.138697	0.126113	0.14573	0.126926	0.130114	0.119556	0.144401	0.156009	0.12918	0.16863	0.150563	0.156951	0.14419	0.143409	0.136704	0.135428	0.136712	0.170189	0.14538	0.155049	0.150443	0.139948	0.145098	0.150607	0.164573	0.135251	0.142172	0.142454	0.147151	0.162709	0.189585	0.204177	0.19534	0.202908	0.186414	0.191364	0.191771	0.207383	0.17624	0.231082	0.221686	0.253351	0.257475	0.291063	0.257421	0.258253	0.25348	0.24809	0.260466	0.246588	0.246323	0.26556	0.267859	0.267477	0.258028	0.238022	0.24121	0.239763	0.252065	0.2429	0.260486	0.254993	0.250809	0.255132	0.247916	0.239034	0.275964	0.380713	0.374423	0.303232	0.291431	0.243076	0.241166	0.396886	0.492925	0.502092	0.474934	0.483127	0.488768	0.495744	0.473297	0.452121	0.423567	0.418778	0.417418	0.42354	0.414966	0.415676	0.363668	0.354084	0.373527	0.372264	0.371087	0.372369	0.472961	0.482565	0.474751	0.441148	0.449045	0.453969	0.462438	0.452675	0.448723	0.476155	0.375778	0.389072	0.390496	0.398205	0.398489	0.264075	0.282463	0.254582	0.331822	0.332968	0.321723	0.339928	0.302698	0.319164	0.323122	0.299215	0.282053	0.286625	0.30041	0.293398	0.277822	0.267617	0.27864	0.251556	0.296236	0.292428	0.296241	0.292431	0.292714	0.275543	0.251226	0.256762	0.261598	0.255786	0.254985	0.254503	0.261973	0.265087	0.261807	0.238193	0.258908	0.259277	0.277451	0.255923	0.271321	0.304758	0.264098	0.26065	0.247185	0.272501	0.26628	0.277564	0.261619	0.269962	0.231129	0.280604	0.292092	0.266868	0.281067	0.273545	0.309604	0.299597	0.299151	0.275166	0.273708	0.276019	0.345012	0.320346	0.342541	0.289286	0.292159	0.299697	0.288347	0.310916	0.316864	0.261457	0.258167	0.254311	0.265352	0.239854	0.244518	0.247059	0.24728	0.264349	0.253851	0.23647	0.254693	0.257989	0.32623	0.258946	0.262153	0.260332	0.323733	0.281219	0.289622	0.29961	0.313843	0.253294	0.259965	0.238021	0.232481	0.232496	0.248795	0.229331	0.278162	0.276578	0.2524	0.273841	0.290833	0.248515	0.27466	0.293412	0.307202	0.310899	0.287085	0.301734	0.310745	0.312405	0.296367	0.304018	0.299921	0.302456	0.291084	0.257091	0.257841	0.280206	0.303972	0.266207	0.264751	0.29021	0.267307	0.238795	0.24771	0.241375	0.241375	0.247466	0.255647	0.291123	0.226248	0.258612	0.275339	0.293892	0.281677	0.259747	0.263104	0.26502	0.268966	0.270244	0.248312	0.234772	0.2392
