	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Erythrocercus_mccallii	Phylloscopus_trochilus	Rhadina_sibilatrix	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Nicator_chloris	Sylvietta_virens	Alaudala_cheleensis	Panurus_biarmicus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Emberiza_fucata	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Passer_domesticus	Motacilla_alba	Hypocryptadius_cinnamomeus	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Elachura_formosa	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Dasyornis_broadbenti	Grantiella_picta	Pardalotus_punctatus	Malurus_elegans	Pomatostomus_ruficeps	Orthonyx_spaldingii	Aleadryas_rufinucha	Falcunculus_frontatus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Ifrita_kowaldi	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Mohoua_ochrocephala	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oreocharis_arfaki	Oriolus_oriolus	Edolisoma_coerulescens	Eulacestoma_nigropectus	Daphoenositta_chrysoptera	Ptilorrhoa_leucosticta	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Cnemophilus_loriae	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Cathartes_aura	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Apaloderma_vittatum	Trogon_melanurus	Mesembrinibis_cayennensis	Nipponia_nippon	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Hydrobates_tethys	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Opisthocomus_hoazin	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Aptenodytes_forsteri	Pygoscelis_adeliae	Ardeotis_kori	Lophotis_ruficrista	Chlamydotis_macqueenii	Ceuthmochares_aereus	Cuculus_canorus	Geococcyx_californianus	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Eurypyga_helias	Rhynochetos_jubatus	Alectura_lathami	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Struthio_camelus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Mesitornis_unicolor	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Alca_torda	Cepphus_grylle	Uria_aalge	Uria_lomvia	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Rissa_tridactyla	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Burhinus_bistriatus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Phaethon_lepturus	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Nyctibius_bracteatus	Nyctibius_grandis	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Cariama_cristata	Chunga_burmeisteri	Urocolius_indicus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Ceyx_cyanopectus	Steatornis_caripensis	Bucco_capensis	Ciconia_maguari	Gavia_stellata	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Piprites_chloris	Tachuris_rubrigastra	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Oxyruncus_cristatus	Onychorhynchus_coronatus
Acanthisitta_chloris	0	0.187798	0.192693	0.201017	0.202033	0.206919	0.191207	0.211985	0.210978	0.197837	0.215119	0.205825	0.195371	0.221964	0.202357	0.217153	0.196559	0.205969	0.197136	0.212648	0.216475	0.192284	0.197659	0.192697	0.195303	0.207083	0.210805	0.210195	0.178374	0.213439	0.22544	0.225445	0.21268	0.228712	0.214542	0.215312	0.214471	0.210505	0.231164	0.226373	0.223804	0.224143	0.222629	0.221078	0.217629	0.205894	0.2125	0.209929	0.216987	0.217007	0.212838	0.202889	0.202285	0.195563	0.20683	0.202939	0.207451	0.199683	0.206895	0.212062	0.208136	0.198861	0.183989	0.203791	0.187505	0.188948	0.211952	0.191463	0.190426	0.182228	0.194274	0.203158	0.198761	0.214691	0.181127	0.190671	0.195	0.197043	0.198883	0.211581	0.218721	0.217404	0.199929	0.199873	0.215527	0.213383	0.211115	0.207682	0.2038	0.212322	0.214149	0.201319	0.189598	0.196817	0.202564	0.183249	0.212956	0.186998	0.193671	0.181793	0.176287	0.184861	0.207625	0.218982	0.198771	0.228982	0.189081	0.170797	0.177584	0.167779	0.185639	0.188129	0.188122	0.185574	0.196321	0.181373	0.191673	0.174156	0.176859	0.179357	0.191537	0.183011	0.189664	0.180516	0.191689	0.191564	0.190144	0.18333	0.173258	0.177765	0.159995	0.179838	0.183859	0.178657	0.173558	0.173179	0.167792	0.17353	0.194468	0.171898	0.180378	0.168993	0.147838	0.226608	0.327689	0.316342	0.29649	0.297462	0.292933	0.265267	0.257948	0.268848	0.201815	0.200382	0.224826	0.241936	0.215445	0.220029	0.186577	0.170814	0.200854	0.197271	0.211166	0.211166	0.2089	0.207503	0.210935	0.190815	0.241018	0.254512	0.238197	0.266754	0.285799	0.17475	0.184159	0.176445	0.178758	0.168191	0.177669	0.174606	0.174923	0.200753	0.194311	0.186377	0.25367	0.346832	0.33712	0.346709	0.224776	0.179306	0.192092	0.165449	0.166674	0.175812	0.21264	0.211249	0.21923	0.277444	0.279206	0.289799	0.235885	0.344551	0.245236	0.231725	0.466373	0.45938	0.438689	0.431496	0.449679	0.44479	0.433777	0.367854	0.465275	0.462148	0.447	0.455885	0.400111	0.352521	0.312163	0.347488	0.349748	0.349793	0.352076	0.362382	0.355884	0.402487	0.399171	0.50451	0.507811	0.499541	0.52165	0.504876	0.501949	0.501346	0.535472	0.531205	0.537978	0.375933	0.254362	0.249089	0.279059	0.254325	0.263481	0.223497	0.195805	0.22447	0.22959	0.214845	0.222221	0.210836	0.20539	0.202772	0.214587	0.211014	0.21288	0.214752	0.22578	0.194096	0.207128	0.238968	0.244423	0.238249	0.214937	0.20898	0.197514	0.208067	0.194676	0.215879	0.214113	0.219911	0.223953	0.202268	0.17517	0.17681	0.197763	0.186985	0.18505	0.187777	0.189099	0.182176	0.191761	0.190613	0.198639	0.186561	0.201092	0.204276	0.268607	0.227328	0.242617	0.257434	0.334859	0.207383	0.29689	0.158042	0.173189	0.210122	0.197907	0.198792	0.193671	0.20727	0.203524	0.206132	0.205991	0.192397	0.195084	0.181527	0.202253	0.191009	0.204755	0.187781	0.170167	0.169676	0.154782	0.155078	0.164793	0.174703	0.16113	0.187698	0.164691	0.159651
Acrocephalus_arundinaceus	0.187798	0	0.043143	0.0777135	0.0787289	0.0836157	0.0679037	0.0912331	0.0902257	0.0770845	0.0943666	0.0850725	0.074619	0.101212	0.0816053	0.0964008	0.0758075	0.0852169	0.0763844	0.0918955	0.0957232	0.0715319	0.0769069	0.0719451	0.0745508	0.086331	0.0900525	0.105519	0.0736992	0.123521	0.135522	0.135527	0.122762	0.138794	0.124624	0.125394	0.124553	0.120587	0.141246	0.136455	0.133886	0.134225	0.132711	0.13116	0.127711	0.115976	0.122582	0.120011	0.127069	0.127089	0.12292	0.112971	0.112367	0.105645	0.116912	0.113021	0.117533	0.109765	0.116977	0.122144	0.118218	0.108943	0.0940709	0.113873	0.0975868	0.0990298	0.122034	0.101545	0.100508	0.0923102	0.104356	0.11324	0.108843	0.124773	0.0912089	0.103151	0.10748	0.109524	0.111363	0.124062	0.131202	0.129884	0.112409	0.112354	0.128008	0.125863	0.123595	0.120163	0.11628	0.124802	0.129377	0.116547	0.104827	0.112047	0.117794	0.0984783	0.135757	0.11241	0.119082	0.107205	0.106856	0.11543	0.138194	0.149551	0.129341	0.159551	0.11965	0.101367	0.110727	0.100922	0.118782	0.121272	0.121265	0.118717	0.129463	0.114516	0.124816	0.107299	0.110002	0.1125	0.12468	0.116154	0.122807	0.113659	0.124832	0.124707	0.123287	0.116472	0.106401	0.110908	0.0931382	0.112981	0.117002	0.1118	0.106701	0.106322	0.100935	0.106673	0.127611	0.143956	0.152437	0.145801	0.124647	0.238809	0.33989	0.328544	0.308692	0.309663	0.305135	0.277468	0.270149	0.281049	0.214016	0.212583	0.237028	0.254138	0.227647	0.23223	0.198779	0.183016	0.213055	0.209473	0.223368	0.223367	0.221101	0.219704	0.223137	0.203016	0.25322	0.266713	0.250399	0.278956	0.298001	0.186951	0.19636	0.188646	0.19096	0.180392	0.18987	0.186808	0.187124	0.212954	0.206512	0.198579	0.265871	0.359034	0.349322	0.35891	0.236978	0.191507	0.204294	0.177651	0.178875	0.188014	0.224842	0.223451	0.231432	0.289646	0.291407	0.302001	0.248086	0.356752	0.257437	0.243926	0.478574	0.471581	0.450891	0.443697	0.46188	0.456991	0.445979	0.380056	0.477476	0.47435	0.459202	0.468086	0.412312	0.364723	0.324365	0.35969	0.361949	0.361995	0.364277	0.374583	0.368085	0.414689	0.411372	0.516711	0.520012	0.511742	0.533851	0.517077	0.51415	0.513548	0.547674	0.543407	0.55018	0.388134	0.266563	0.26129	0.291261	0.266526	0.275682	0.235698	0.208006	0.236671	0.241791	0.227046	0.234422	0.223038	0.217592	0.214973	0.226788	0.223215	0.225082	0.226953	0.237982	0.206298	0.21933	0.251169	0.256624	0.25045	0.227138	0.221181	0.209716	0.220268	0.206878	0.22808	0.226315	0.232112	0.236155	0.214469	0.187372	0.189011	0.209965	0.199187	0.197251	0.199978	0.201301	0.194377	0.203962	0.202815	0.21084	0.198762	0.213293	0.216477	0.280809	0.239529	0.254818	0.269636	0.34706	0.219584	0.309092	0.170244	0.18539	0.222323	0.210109	0.210993	0.205872	0.219472	0.215726	0.218334	0.218192	0.204598	0.207286	0.193728	0.214454	0.203211	0.216956	0.199982	0.182368	0.181878	0.166983	0.16728	0.176994	0.186905	0.173331	0.199899	0.176892	0.171853
Hippolais_icterina	0.192693	0.043143	0	0.0826089	0.0836243	0.0885111	0.0727991	0.0961285	0.0951211	0.08198	0.099262	0.089968	0.0795144	0.106107	0.0865007	0.101296	0.0807029	0.0901123	0.0812799	0.0967909	0.100619	0.0764273	0.0818023	0.0768405	0.0794462	0.0912265	0.0949479	0.110415	0.0785946	0.128417	0.140418	0.140422	0.127658	0.14369	0.12952	0.130289	0.129448	0.125482	0.146141	0.14135	0.138782	0.13912	0.137607	0.136055	0.132606	0.120871	0.127477	0.124907	0.131965	0.131984	0.127815	0.117866	0.117262	0.11054	0.121807	0.117916	0.122429	0.11466	0.121873	0.127039	0.123114	0.113838	0.0989663	0.118768	0.102482	0.103925	0.126929	0.106441	0.105403	0.0972056	0.109251	0.118136	0.113738	0.129668	0.0961043	0.108047	0.112376	0.114419	0.116258	0.128957	0.136097	0.134779	0.117305	0.117249	0.132903	0.130759	0.12849	0.125058	0.121176	0.129698	0.134272	0.121442	0.109723	0.116942	0.122689	0.103374	0.140652	0.117306	0.123978	0.1121	0.111752	0.120326	0.14309	0.154446	0.134236	0.164446	0.124546	0.106262	0.115623	0.105817	0.123678	0.126168	0.12616	0.123613	0.134359	0.119412	0.129712	0.112195	0.114898	0.117395	0.129575	0.121049	0.127702	0.118554	0.129727	0.129603	0.128182	0.121368	0.111296	0.115803	0.0980337	0.117876	0.121897	0.116695	0.111596	0.111217	0.10583	0.111569	0.132507	0.148852	0.157332	0.150696	0.129542	0.243705	0.344786	0.333439	0.313587	0.314559	0.31003	0.282363	0.275045	0.285945	0.218912	0.217479	0.241923	0.259033	0.232542	0.237126	0.203674	0.187911	0.217951	0.214368	0.228263	0.228263	0.225997	0.2246	0.228032	0.207911	0.258115	0.271609	0.255294	0.283851	0.302896	0.191847	0.201256	0.193542	0.195855	0.185288	0.194766	0.191703	0.19202	0.21785	0.211408	0.203474	0.270766	0.363929	0.354217	0.363806	0.241873	0.196403	0.209189	0.182546	0.18377	0.192909	0.229737	0.228346	0.236327	0.294541	0.296303	0.306896	0.252982	0.361648	0.262333	0.248822	0.48347	0.476477	0.455786	0.448593	0.466776	0.461887	0.450874	0.384951	0.482372	0.479245	0.464097	0.472982	0.417207	0.369618	0.32926	0.364585	0.366845	0.36689	0.369173	0.379479	0.372981	0.419584	0.416268	0.521607	0.524908	0.516638	0.538747	0.521973	0.519046	0.518443	0.552569	0.548302	0.555075	0.393029	0.271459	0.266186	0.296156	0.271422	0.280577	0.240594	0.212901	0.241566	0.246687	0.231941	0.239318	0.227933	0.222487	0.219869	0.231684	0.228111	0.229977	0.231848	0.242877	0.211193	0.224225	0.256064	0.261519	0.255346	0.232034	0.226077	0.214611	0.225163	0.211773	0.232976	0.23121	0.237008	0.24105	0.219365	0.192267	0.193907	0.21486	0.204082	0.202147	0.204874	0.206196	0.199273	0.208857	0.20771	0.215735	0.203657	0.218188	0.221373	0.285704	0.244425	0.259714	0.274531	0.351956	0.224479	0.313987	0.175139	0.190286	0.227218	0.215004	0.215889	0.210768	0.224367	0.220621	0.223229	0.223088	0.209494	0.212181	0.198623	0.21935	0.208106	0.221852	0.204878	0.187263	0.186773	0.171879	0.172175	0.18189	0.1918	0.178227	0.204795	0.181788	0.176748
Aegithalos_caudatus	0.201017	0.0777135	0.0826089	0	0.0894644	0.0943513	0.0786392	0.104452	0.103445	0.0903037	0.107586	0.0982917	0.0878381	0.114431	0.0948245	0.10962	0.0890266	0.0984361	0.0896036	0.105115	0.108942	0.084751	0.090126	0.0851643	0.08777	0.0995502	0.103272	0.118739	0.0869183	0.136741	0.148741	0.148746	0.135981	0.152013	0.137843	0.138613	0.137772	0.133806	0.154465	0.149674	0.147106	0.147444	0.14593	0.144379	0.14093	0.129195	0.135801	0.13323	0.140288	0.140308	0.136139	0.12619	0.125586	0.118864	0.130131	0.12624	0.130752	0.122984	0.130196	0.135363	0.131437	0.122162	0.10729	0.127092	0.110806	0.112249	0.135253	0.114764	0.113727	0.105529	0.117575	0.12646	0.122062	0.137992	0.104428	0.11637	0.120699	0.122743	0.124582	0.137281	0.144421	0.143103	0.125628	0.125573	0.141227	0.139083	0.136814	0.133382	0.1295	0.138022	0.142596	0.129766	0.118047	0.125266	0.131013	0.111697	0.148976	0.125629	0.132301	0.120424	0.120075	0.128649	0.151414	0.16277	0.14256	0.17277	0.132869	0.114586	0.123946	0.114141	0.132001	0.134491	0.134484	0.131936	0.142683	0.127736	0.138035	0.120518	0.123221	0.125719	0.137899	0.129373	0.136026	0.126878	0.138051	0.137926	0.136506	0.129692	0.11962	0.124127	0.106357	0.1262	0.130221	0.125019	0.11992	0.119541	0.114154	0.119892	0.14083	0.157176	0.165656	0.15902	0.137866	0.252028	0.353109	0.341763	0.321911	0.322882	0.318354	0.290687	0.283368	0.294269	0.227235	0.225802	0.250247	0.267357	0.240866	0.245449	0.211998	0.196235	0.226275	0.222692	0.236587	0.236587	0.23432	0.232924	0.236356	0.216235	0.266439	0.279933	0.263618	0.292175	0.31122	0.200171	0.20958	0.201865	0.204179	0.193612	0.203089	0.200027	0.200344	0.226173	0.219731	0.211798	0.27909	0.372253	0.362541	0.372129	0.250197	0.204726	0.217513	0.19087	0.192094	0.201233	0.238061	0.23667	0.244651	0.302865	0.304626	0.31522	0.261305	0.369971	0.270656	0.257145	0.491793	0.4848	0.46411	0.456916	0.475099	0.47021	0.459198	0.393275	0.490696	0.487569	0.472421	0.481305	0.425531	0.377942	0.337584	0.372909	0.375168	0.375214	0.377496	0.387802	0.381305	0.427908	0.424592	0.529931	0.533231	0.524962	0.54707	0.530297	0.52737	0.526767	0.560893	0.556626	0.563399	0.401353	0.279782	0.274509	0.30448	0.279745	0.288901	0.248918	0.221225	0.24989	0.25501	0.240265	0.247641	0.236257	0.230811	0.228192	0.240007	0.236434	0.238301	0.240172	0.251201	0.219517	0.232549	0.264388	0.269843	0.263669	0.240357	0.2344	0.222935	0.233487	0.220097	0.2413	0.239534	0.245331	0.249374	0.227688	0.200591	0.20223	0.223184	0.212406	0.210471	0.213198	0.21452	0.207596	0.217181	0.216034	0.224059	0.211981	0.226512	0.229697	0.294028	0.252748	0.268038	0.282855	0.36028	0.232803	0.322311	0.183463	0.198609	0.235542	0.223328	0.224212	0.219091	0.232691	0.228945	0.231553	0.231412	0.217817	0.220505	0.206947	0.227674	0.21643	0.230176	0.213201	0.195587	0.195097	0.180202	0.180499	0.190214	0.200124	0.18655	0.213118	0.190111	0.185072
Cettia_cetti	0.202033	0.0787289	0.0836243	0.0894644	0	0.0485008	0.0746749	0.105468	0.10446	0.091319	0.108601	0.099307	0.0888534	0.115446	0.0958398	0.110635	0.0900419	0.0994514	0.0906189	0.10613	0.109958	0.0857663	0.0911413	0.0861796	0.0887853	0.100566	0.104287	0.119754	0.0879337	0.137756	0.149757	0.149761	0.136997	0.153029	0.138859	0.139628	0.138787	0.134821	0.155481	0.150689	0.148121	0.148459	0.146946	0.145395	0.141945	0.13021	0.136816	0.134246	0.141304	0.141324	0.137154	0.127205	0.126601	0.119879	0.131146	0.127255	0.131768	0.123999	0.131212	0.136378	0.132453	0.123177	0.108305	0.128108	0.111821	0.113264	0.136268	0.11578	0.114742	0.106545	0.11859	0.127475	0.123077	0.139007	0.105443	0.117386	0.121715	0.123758	0.125597	0.138296	0.145436	0.144118	0.126644	0.126588	0.142242	0.140098	0.137829	0.134397	0.130515	0.139037	0.143611	0.130781	0.119062	0.126281	0.132028	0.112713	0.149991	0.126645	0.133317	0.121439	0.121091	0.129665	0.152429	0.163785	0.143575	0.173785	0.133885	0.115601	0.124962	0.115157	0.133017	0.135507	0.135499	0.132952	0.143698	0.128751	0.139051	0.121534	0.124237	0.126734	0.138914	0.130388	0.137041	0.127893	0.139066	0.138942	0.137521	0.130707	0.120635	0.125142	0.107373	0.127215	0.131236	0.126034	0.120935	0.120556	0.115169	0.120908	0.141846	0.158191	0.166671	0.160035	0.138881	0.253044	0.354125	0.342778	0.322926	0.323898	0.319369	0.291702	0.284384	0.295284	0.228251	0.226818	0.251262	0.268372	0.241881	0.246465	0.213013	0.19725	0.22729	0.223707	0.237602	0.237602	0.235336	0.233939	0.237371	0.217251	0.267454	0.280948	0.264633	0.29319	0.312235	0.201186	0.210595	0.202881	0.205194	0.194627	0.204105	0.201042	0.201359	0.227189	0.220747	0.212813	0.280105	0.373268	0.363556	0.373145	0.251212	0.205742	0.218528	0.191885	0.19311	0.202248	0.239076	0.237685	0.245666	0.30388	0.305642	0.316235	0.262321	0.370987	0.271672	0.258161	0.492809	0.485816	0.465125	0.457932	0.476115	0.471226	0.460213	0.39429	0.491711	0.488584	0.473436	0.482321	0.426547	0.378957	0.338599	0.373924	0.376184	0.376229	0.378512	0.388818	0.38232	0.428923	0.425607	0.530946	0.534247	0.525977	0.548086	0.531312	0.528385	0.527782	0.561908	0.557641	0.564414	0.402368	0.280798	0.275525	0.305495	0.280761	0.289917	0.249933	0.222241	0.250905	0.256026	0.24128	0.248657	0.237272	0.231826	0.229208	0.241023	0.23745	0.239316	0.241188	0.252216	0.220532	0.233564	0.265403	0.270858	0.264685	0.241373	0.235416	0.22395	0.234502	0.221112	0.242315	0.240549	0.246347	0.250389	0.228704	0.201606	0.203246	0.224199	0.213421	0.211486	0.214213	0.215535	0.208612	0.218197	0.217049	0.225074	0.212997	0.227528	0.230712	0.295043	0.253764	0.269053	0.28387	0.361295	0.233818	0.323326	0.184478	0.199625	0.236557	0.224343	0.225228	0.220107	0.233706	0.22996	0.232568	0.232427	0.218833	0.22152	0.207963	0.228689	0.217445	0.231191	0.214217	0.196602	0.196112	0.181218	0.181514	0.191229	0.201139	0.187566	0.214134	0.191127	0.186087
Horornis_vulcanius	0.206919	0.0836157	0.0885111	0.0943513	0.0485008	0	0.0795617	0.110354	0.109347	0.0962059	0.113488	0.104194	0.0937403	0.120333	0.100727	0.115522	0.0949288	0.104338	0.0955058	0.111017	0.114845	0.0906532	0.0960282	0.0910665	0.0936722	0.105452	0.109174	0.124641	0.0928205	0.142643	0.154644	0.154648	0.141884	0.157916	0.143746	0.144515	0.143674	0.139708	0.160367	0.155576	0.153008	0.153346	0.151833	0.150281	0.146832	0.135097	0.141703	0.139133	0.14619	0.14621	0.142041	0.132092	0.131488	0.124766	0.136033	0.132142	0.136654	0.128886	0.136099	0.141265	0.137339	0.128064	0.113192	0.132994	0.116708	0.118151	0.141155	0.120667	0.119629	0.111431	0.123477	0.132362	0.127964	0.143894	0.11033	0.122272	0.126601	0.128645	0.130484	0.143183	0.150323	0.149005	0.131531	0.131475	0.147129	0.144985	0.142716	0.139284	0.135402	0.143924	0.148498	0.135668	0.123949	0.131168	0.136915	0.1176	0.154878	0.131532	0.138204	0.126326	0.125978	0.134552	0.157316	0.168672	0.148462	0.178672	0.138772	0.120488	0.129849	0.120043	0.137904	0.140393	0.140386	0.137839	0.148585	0.133638	0.143937	0.12642	0.129123	0.131621	0.143801	0.135275	0.141928	0.13278	0.143953	0.143829	0.142408	0.135594	0.125522	0.130029	0.11226	0.132102	0.136123	0.130921	0.125822	0.125443	0.120056	0.125795	0.146733	0.163078	0.171558	0.164922	0.143768	0.257931	0.359011	0.347665	0.327813	0.328785	0.324256	0.296589	0.289271	0.300171	0.233138	0.231704	0.256149	0.273259	0.246768	0.251351	0.2179	0.202137	0.232177	0.228594	0.242489	0.242489	0.240223	0.238826	0.242258	0.222137	0.272341	0.285835	0.26952	0.298077	0.317122	0.206073	0.215482	0.207767	0.210081	0.199514	0.208991	0.205929	0.206246	0.232076	0.225634	0.2177	0.284992	0.378155	0.368443	0.378032	0.256099	0.210629	0.223415	0.196772	0.197996	0.207135	0.243963	0.242572	0.250553	0.308767	0.310529	0.321122	0.267208	0.375873	0.276559	0.263048	0.497696	0.490703	0.470012	0.462819	0.481002	0.476113	0.4651	0.399177	0.496598	0.493471	0.478323	0.487208	0.431433	0.383844	0.343486	0.378811	0.381071	0.381116	0.383399	0.393705	0.387207	0.43381	0.430494	0.535833	0.539133	0.530864	0.552972	0.536199	0.533272	0.532669	0.566795	0.562528	0.569301	0.407255	0.285685	0.280412	0.310382	0.285648	0.294803	0.25482	0.227127	0.255792	0.260912	0.246167	0.253543	0.242159	0.236713	0.234095	0.24591	0.242337	0.244203	0.246074	0.257103	0.225419	0.238451	0.27029	0.275745	0.269572	0.24626	0.240302	0.228837	0.239389	0.225999	0.247202	0.245436	0.251234	0.255276	0.23359	0.206493	0.208133	0.229086	0.218308	0.216373	0.2191	0.220422	0.213498	0.223083	0.221936	0.229961	0.217883	0.232414	0.235599	0.29993	0.258651	0.27394	0.288757	0.366182	0.238705	0.328213	0.189365	0.204512	0.241444	0.22923	0.230115	0.224994	0.238593	0.234847	0.237455	0.237314	0.22372	0.226407	0.212849	0.233576	0.222332	0.236078	0.219103	0.201489	0.200999	0.186104	0.186401	0.196116	0.206026	0.192452	0.219021	0.196014	0.190974
