	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Alaudala_cheleensis	Nicator_chloris	Aegithalos_caudatus	Hirundo_rustica	Illadopsis_cleaveri	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Cisticola_juncidis	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Sylvietta_virens	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Panurus_biarmicus	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Motacilla_alba	Calcarius_ornatus	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Rhodinocichla_rosea	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Emberiza_fucata	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Passer_domesticus	Hypocryptadius_cinnamomeus	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Elachura_formosa	Dicaeum_eximium	Leptocoma_aspasia	Regulus_satrapa	Promerops_cafer	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Aleadryas_rufinucha	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Chaetorhynchus_papuensis	Rhipidura_dahli	Lanius_ludovicianus	Dicrurus_megarhynchus	Eulacestoma_nigropectus	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Falcunculus_frontatus	Pachycephala_philippinensis	Ifrita_kowaldi	Dryoscopus_gambensis	Dyaphorophyia_castanea	Gymnorhina_tibicen	Rhagologus_leucostigma	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Oreocharis_arfaki	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oriolus_oriolus	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Cnemophilus_loriae	Pomatostomus_ruficeps	Orthonyx_spaldingii	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Grallaria_varia	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Mionectes_macconnelli	Piprites_chloris	Tyrannus_savana	Tachuris_rubrigastra	Neopipo_cinnamomea	Onychorhynchus_coronatus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Oxyruncus_cristatus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Hemiprocne_comata	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Steatornis_caripensis	Eurypyga_helias	Rhynochetos_jubatus	Phaethon_lepturus	Ardeotis_kori	Lophotis_ruficrista	Chlamydotis_macqueenii	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Opisthocomus_hoazin	Aptenodytes_forsteri	Pygoscelis_adeliae	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Ciconia_maguari	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Gavia_stellata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Cariama_cristata	Chunga_burmeisteri	Apaloderma_vittatum	Trogon_melanurus	Leptosomus_discolor	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Psilopogon_haemacephalus	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Chauna_torquata	Anseranas_semipalmata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Struthio_camelus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Cathartes_aura	Colius_striatus	Urocolius_indicus
Acanthisitta_chloris	0	0.201414	0.205482	0.210233	0.202931	0.203173	0.20204	0.197489	0.225492	0.212059	0.222531	0.229595	0.222727	0.22509	0.21641	0.203335	0.217528	0.214848	0.218104	0.204508	0.193104	0.202802	0.230187	0.200268	0.198493	0.214541	0.202852	0.196406	0.204036	0.212621	0.202632	0.207924	0.20619	0.205862	0.201933	0.207793	0.206561	0.197108	0.205532	0.1991	0.202511	0.203301	0.20538	0.200507	0.209146	0.213955	0.209803	0.210665	0.204701	0.203523	0.208277	0.206009	0.204173	0.206104	0.207505	0.205326	0.201817	0.204291	0.196281	0.193364	0.196744	0.202867	0.206688	0.201519	0.206046	0.191143	0.195961	0.194968	0.188853	0.205417	0.20098	0.198949	0.219558	0.219607	0.195462	0.191845	0.189495	0.200207	0.196958	0.217222	0.196793	0.194365	0.19817	0.197824	0.201437	0.196693	0.207366	0.221052	0.207308	0.188661	0.216969	0.200473	0.211793	0.209997	0.201919	0.224567	0.194013	0.202535	0.18268	0.191039	0.178555	0.199526	0.187562	0.176916	0.180424	0.185226	0.180371	0.18383	0.178898	0.186233	0.203135	0.20002	0.180449	0.179262	0.182854	0.180429	0.169799	0.180388	0.190231	0.18524	0.168624	0.184018	0.175704	0.183988	0.170944	0.179045	0.207669	0.185653	0.191583	0.189823	0.181712	0.180677	0.180437	0.178266	0.187288	0.198179	0.171603	0.18007	0.177151	0.197544	0.180057	0.179735	0.190033	0.171061	0.176156	0.159355	0.146332	0.140226	0.149294	0.161434	0.14955	0.154932	0.177969	0.156797	0.159085	0.152201	0.163159	0.170908	0.188547	0.153384	0.153269	0.155897	0.137693	0.167773	0.16449	0.175949	0.161515	0.149487	0.15825	0.158924	0.157055	0.158262	0.141758	0.235395	0.306628	0.287604	0.23765	0.191467	0.183397	0.217682	0.236539	0.236386	0.231344	0.203128	0.232261	0.246728	0.223156	0.28218	0.282358	0.254123	0.271225	0.248577	0.24426	0.255816	0.22145	0.212317	0.218345	0.199251	0.212225	0.200787	0.195549	0.181766	0.184003	0.187481	0.191268	0.195487	0.194549	0.197706	0.195672	0.194542	0.191975	0.207655	0.196819	0.338934	0.209374	0.210578	0.199079	0.266431	0.241929	0.247744	0.239528	0.244565	0.180916	0.211962	0.206271	0.179858	0.198338	0.195868	0.191341	0.219305	0.22066	0.242181	0.232424	0.221761	0.261243	0.24222	0.240827	0.29048	0.31211	0.310483	0.337334	0.197216	0.184639	0.209936	0.21108	0.206484	0.204184	0.201955	0.191829	0.178634	0.213234	0.175697	0.175917	0.189026	0.207288	0.18881	0.177788	0.208922	0.201405	0.202807	0.180441	0.189097	0.184909	0.179887	0.207011	0.20783	0.186509	0.202037	0.186982	0.196813	0.212742	0.210073	0.236755	0.251251	0.240317	0.232933	0.222233	0.221025	0.232543	0.206656	0.209673	0.203017	0.208009	0.209187	0.189352	0.205302	0.203465	0.231627	0.237249	0.181271	0.250412	0.270175	0.274649	0.248277	0.237949	0.232322	0.22695	0.240648	0.228165	0.228797	0.236638	0.229613	0.236844	0.244644	0.231672	0.250606	0.233027	0.27911	0.244016	0.307466	0.319895	0.172574	0.168095	0.176003	0.167031	0.16813	0.185125	0.180307	0.299407	0.319116	0.329738	0.308092	0.29852	0.292065	0.311294	0.318922	0.310296	0.29255	0.2781	0.275069	0.284967	0.271554	0.268168	0.260884	0.266509	0.233681	0.280636	0.282921	0.279483	0.27949	0.280195	0.295773	0.302457	0.300492	0.352938	0.349497	0.343116	0.329696	0.324489	0.324376	0.338925	0.339831	0.338689	0.335586	0.279705	0.203286	0.193024	0.227283	0.209221	0.149941	0.240157	0.247264
Acrocephalus_arundinaceus	0.201414	0	0.0339214	0.0771376	0.069835	0.0727122	0.0725876	0.0727531	0.100755	0.0873222	0.0977947	0.104859	0.097991	0.100353	0.0916741	0.0785985	0.0927914	0.090112	0.0933675	0.0797713	0.068368	0.0780654	0.105451	0.0755317	0.0737568	0.0898049	0.0781154	0.0716696	0.0792993	0.0878863	0.087051	0.0923425	0.0906088	0.0902806	0.0935783	0.0994381	0.0982061	0.088753	0.0971768	0.0907451	0.0941555	0.0949456	0.0970248	0.0921518	0.10079	0.1056	0.101448	0.10231	0.0963456	0.0951677	0.0999217	0.0976541	0.0958177	0.0977485	0.0991501	0.0969714	0.0934621	0.0959361	0.087926	0.0850091	0.0883887	0.094512	0.0983331	0.0931635	0.0976914	0.0827876	0.0876057	0.0866125	0.0804981	0.0970617	0.0926246	0.0905938	0.111203	0.111252	0.0871065	0.0834896	0.0811403	0.0918524	0.0886029	0.108867	0.088438	0.08601	0.0898144	0.0894687	0.0930821	0.0883377	0.0990109	0.112697	0.0989526	0.0803057	0.108614	0.0921178	0.103438	0.101641	0.0935637	0.116212	0.0856575	0.0941798	0.0917591	0.100118	0.0876336	0.112437	0.100473	0.0928181	0.100543	0.105345	0.100491	0.10395	0.0990169	0.106352	0.123254	0.120139	0.100568	0.0993815	0.102974	0.100548	0.0899182	0.100507	0.110351	0.10536	0.0887429	0.104138	0.0958234	0.104108	0.0910632	0.0991643	0.127788	0.105773	0.111703	0.109943	0.101831	0.100796	0.100557	0.0983855	0.107407	0.123045	0.101054	0.116027	0.116589	0.136983	0.119495	0.119173	0.129471	0.141759	0.146854	0.143843	0.13082	0.178591	0.18766	0.199799	0.187916	0.193298	0.216334	0.195163	0.19745	0.190566	0.201524	0.209274	0.226912	0.19175	0.191635	0.194262	0.176059	0.206138	0.202855	0.214315	0.19988	0.187853	0.196615	0.19729	0.19542	0.196627	0.180123	0.291259	0.362492	0.343467	0.293514	0.247331	0.239261	0.273546	0.292403	0.292249	0.287208	0.258992	0.288125	0.302592	0.27902	0.338044	0.338222	0.309987	0.327089	0.304441	0.300123	0.31168	0.277313	0.268181	0.274209	0.255115	0.268089	0.256651	0.251413	0.23763	0.239867	0.243345	0.247132	0.251351	0.250413	0.25357	0.251536	0.250406	0.247839	0.263519	0.252683	0.394798	0.265238	0.266442	0.254943	0.322295	0.297793	0.303608	0.295392	0.300429	0.23678	0.267825	0.262135	0.235722	0.254202	0.251732	0.247205	0.275169	0.276524	0.298045	0.288288	0.277625	0.317107	0.298084	0.296691	0.346344	0.367974	0.366347	0.393198	0.25308	0.240503	0.2658	0.266944	0.262348	0.260048	0.257819	0.247693	0.234498	0.269098	0.231561	0.231781	0.24489	0.263152	0.244674	0.233652	0.264786	0.257269	0.258671	0.236305	0.244961	0.240773	0.235751	0.262875	0.263694	0.242373	0.257901	0.242845	0.252677	0.268606	0.265936	0.292619	0.307115	0.29618	0.288797	0.278097	0.276889	0.288407	0.26252	0.265537	0.258881	0.263873	0.265051	0.245216	0.261166	0.259329	0.28749	0.293113	0.237135	0.306276	0.326039	0.330513	0.304141	0.293812	0.288185	0.282814	0.296511	0.284029	0.284661	0.292502	0.285477	0.292708	0.300508	0.287536	0.30647	0.288891	0.334974	0.29988	0.363329	0.375759	0.228438	0.223959	0.231867	0.222895	0.223994	0.240989	0.23617	0.355271	0.374979	0.385602	0.363956	0.354384	0.347929	0.367158	0.374786	0.36616	0.348414	0.333964	0.330933	0.34083	0.327418	0.324032	0.316748	0.322373	0.289545	0.3365	0.338785	0.335347	0.335354	0.336059	0.351637	0.358321	0.356356	0.408802	0.405361	0.398979	0.38556	0.380353	0.38024	0.394789	0.395695	0.394553	0.39145	0.335569	0.25915	0.248888	0.283147	0.265085	0.205805	0.296021	0.303128
Hippolais_icterina	0.205482	0.0339214	0	0.0812054	0.0739028	0.0767799	0.0766553	0.0768209	0.104823	0.09139	0.101862	0.108927	0.102059	0.104421	0.0957419	0.0826663	0.0968592	0.0941797	0.0974353	0.083839	0.0724358	0.0821332	0.109518	0.0795995	0.0778245	0.0938727	0.0821831	0.0757373	0.0833671	0.091954	0.0911188	0.0964102	0.0946766	0.0943484	0.097646	0.103506	0.102274	0.0928208	0.101245	0.0948129	0.0982232	0.0990134	0.101093	0.0962196	0.104858	0.109668	0.105516	0.106378	0.100413	0.0992354	0.103989	0.101722	0.0998855	0.101816	0.103218	0.101039	0.0975299	0.100004	0.0919937	0.0890769	0.0924564	0.0985797	0.102401	0.0972313	0.101759	0.0868554	0.0916734	0.0906803	0.0845658	0.101129	0.0966923	0.0946615	0.11527	0.11532	0.0911742	0.0875574	0.0852081	0.0959202	0.0926707	0.112934	0.0925057	0.0900778	0.0938822	0.0935365	0.0971498	0.0924054	0.103079	0.116765	0.10302	0.0843734	0.112682	0.0961856	0.107506	0.105709	0.0976315	0.12028	0.0897252	0.0982476	0.0958268	0.104185	0.0917013	0.116505	0.104541	0.0968858	0.104611	0.109413	0.104559	0.108017	0.103085	0.11042	0.127322	0.124207	0.104636	0.103449	0.107041	0.104616	0.093986	0.104575	0.114418	0.109427	0.0928106	0.108205	0.0998911	0.108175	0.0951309	0.103232	0.131856	0.10984	0.11577	0.11401	0.105899	0.104864	0.104624	0.102453	0.111475	0.127113	0.105122	0.120094	0.120657	0.14105	0.123563	0.123241	0.133539	0.145827	0.150922	0.147911	0.134888	0.182659	0.191728	0.203867	0.191983	0.197365	0.220402	0.199231	0.201518	0.194634	0.205592	0.213342	0.23098	0.195817	0.195702	0.19833	0.180127	0.210206	0.206923	0.218383	0.203948	0.19192	0.200683	0.201357	0.199488	0.200695	0.184191	0.295327	0.36656	0.347535	0.297581	0.251399	0.243328	0.277613	0.296471	0.296317	0.291275	0.26306	0.292193	0.306659	0.283088	0.342112	0.34229	0.314055	0.331156	0.308509	0.304191	0.315747	0.281381	0.272249	0.278277	0.259183	0.272157	0.260719	0.25548	0.241697	0.243935	0.247413	0.2512	0.255419	0.25448	0.257638	0.255603	0.254474	0.251906	0.267587	0.256751	0.398866	0.269305	0.27051	0.25901	0.326363	0.30186	0.307676	0.29946	0.304497	0.240847	0.271893	0.266203	0.23979	0.25827	0.2558	0.251273	0.279237	0.280592	0.302113	0.292356	0.281693	0.321174	0.302152	0.300758	0.350412	0.372042	0.370415	0.397266	0.257148	0.244571	0.269868	0.271012	0.266416	0.264115	0.261887	0.251761	0.238566	0.273166	0.235629	0.235849	0.248957	0.26722	0.248742	0.23772	0.268854	0.261337	0.262738	0.240373	0.249029	0.244841	0.239819	0.266943	0.267762	0.246441	0.261969	0.246913	0.256745	0.272674	0.270004	0.296687	0.311183	0.300248	0.292865	0.282165	0.280956	0.292474	0.266588	0.269605	0.262949	0.26794	0.269119	0.249284	0.265234	0.263397	0.291558	0.29718	0.241203	0.310343	0.330107	0.334581	0.308208	0.29788	0.292253	0.286882	0.300579	0.288096	0.288728	0.29657	0.289545	0.296775	0.304575	0.291604	0.310537	0.292959	0.339041	0.303948	0.367397	0.379827	0.232506	0.228027	0.235934	0.226963	0.228061	0.245056	0.240238	0.359339	0.379047	0.38967	0.368024	0.358451	0.351997	0.371226	0.378854	0.370228	0.352482	0.338032	0.335	0.344898	0.331486	0.3281	0.320816	0.326441	0.293612	0.340568	0.342853	0.339415	0.339422	0.340127	0.355705	0.362388	0.360423	0.41287	0.409429	0.403047	0.389628	0.384421	0.384307	0.398857	0.399763	0.39862	0.395518	0.339636	0.263218	0.252955	0.287214	0.269153	0.209873	0.300089	0.307196
Brachypodius_atriceps	0.210233	0.0771376	0.0812054	0	0.0588057	0.0815317	0.081407	0.0815726	0.109575	0.0961417	0.106614	0.113678	0.10681	0.109173	0.100494	0.087418	0.101611	0.0989314	0.102187	0.0885908	0.0771875	0.0868849	0.11427	0.0843512	0.0825762	0.0986244	0.0869349	0.0804891	0.0881188	0.0967058	0.0958705	0.101162	0.0994283	0.0991001	0.102398	0.108258	0.107026	0.0975725	0.105996	0.0995646	0.102975	0.103765	0.105844	0.100971	0.10961	0.11442	0.110267	0.111129	0.105165	0.103987	0.108741	0.106474	0.104637	0.106568	0.10797	0.105791	0.102282	0.104756	0.0967454	0.0938286	0.0972081	0.103331	0.107153	0.101983	0.106511	0.0916071	0.0964251	0.095432	0.0893175	0.105881	0.101444	0.0994133	0.120022	0.120072	0.0959259	0.0923091	0.0899598	0.100672	0.0974224	0.117686	0.0972575	0.0948295	0.0986339	0.0982882	0.101902	0.0971571	0.10783	0.121516	0.107772	0.0891251	0.117434	0.100937	0.112257	0.110461	0.102383	0.125031	0.094477	0.102999	0.100579	0.108937	0.0964531	0.121256	0.109292	0.101638	0.109362	0.114164	0.10931	0.112769	0.107836	0.115172	0.132074	0.128959	0.109388	0.108201	0.111793	0.109368	0.0987377	0.109327	0.11917	0.114179	0.0975623	0.112957	0.104643	0.112927	0.0998826	0.107984	0.136608	0.114592	0.120522	0.118762	0.110651	0.109616	0.109376	0.107205	0.116226	0.131864	0.109873	0.124846	0.125409	0.145802	0.128315	0.127993	0.138291	0.150578	0.155674	0.152663	0.13964	0.187411	0.196479	0.208619	0.196735	0.202117	0.225154	0.203982	0.20627	0.199386	0.210343	0.218093	0.235732	0.200569	0.200454	0.203082	0.184878	0.214958	0.211675	0.223134	0.208699	0.196672	0.205434	0.206109	0.20424	0.205446	0.188942	0.300079	0.371312	0.352287	0.302333	0.25615	0.24808	0.282365	0.301223	0.301069	0.296027	0.267812	0.296945	0.311411	0.28784	0.346864	0.347042	0.318806	0.335908	0.31326	0.308943	0.320499	0.286133	0.277001	0.283028	0.263934	0.276909	0.26547	0.260232	0.246449	0.248687	0.252165	0.255951	0.260171	0.259232	0.26239	0.260355	0.259225	0.256658	0.272339	0.261503	0.403617	0.274057	0.275261	0.263762	0.331114	0.306612	0.312427	0.304212	0.309248	0.245599	0.276645	0.270955	0.244541	0.263022	0.260551	0.256025	0.283988	0.285344	0.306865	0.297107	0.286445	0.325926	0.306903	0.30551	0.355164	0.376793	0.375167	0.402018	0.2619	0.249322	0.27462	0.275763	0.271168	0.268867	0.266639	0.256513	0.243317	0.277918	0.240381	0.2406	0.253709	0.271972	0.253493	0.242472	0.273606	0.266088	0.26749	0.245125	0.253781	0.249592	0.244571	0.271695	0.272513	0.251193	0.26672	0.251665	0.261497	0.277425	0.274756	0.301438	0.315935	0.305	0.297617	0.286917	0.285708	0.297226	0.271339	0.274356	0.2677	0.272692	0.273871	0.254035	0.269985	0.268149	0.29631	0.301932	0.245955	0.315095	0.334859	0.339333	0.31296	0.302632	0.297005	0.291633	0.305331	0.292848	0.29348	0.301321	0.294296	0.301527	0.309327	0.296355	0.315289	0.297711	0.343793	0.308699	0.372149	0.384579	0.237258	0.232778	0.240686	0.231715	0.232813	0.249808	0.24499	0.36409	0.383799	0.394422	0.372776	0.363203	0.356749	0.375978	0.383605	0.37498	0.357234	0.342784	0.339752	0.34965	0.336238	0.332851	0.325568	0.331192	0.298364	0.345319	0.347604	0.344166	0.344173	0.344878	0.360457	0.36714	0.365175	0.417622	0.41418	0.407799	0.39438	0.389172	0.389059	0.403609	0.404514	0.403372	0.40027	0.344388	0.267969	0.257707	0.291966	0.273904	0.214625	0.304841	0.311947
Pycnonotus_jocosus	0.202931	0.069835	0.0739028	0.0588057	0	0.0742291	0.0741044	0.07427	0.102272	0.0888391	0.0993116	0.106376	0.0995078	0.10187	0.093191	0.0801154	0.0943083	0.0916288	0.0948844	0.0812882	0.0698849	0.0795823	0.106968	0.0770486	0.0752736	0.0913218	0.0796323	0.0731865	0.0808162	0.0894032	0.0885679	0.0938593	0.0921257	0.0917975	0.0950951	0.100955	0.0997229	0.0902699	0.0986937	0.092262	0.0956724	0.0964625	0.0985416	0.0936687	0.102307	0.107117	0.102965	0.103827	0.0978625	0.0966846	0.101439	0.099171	0.0973346	0.0992653	0.100667	0.0984883	0.094979	0.097453	0.0894428	0.086526	0.0899055	0.0960288	0.09985	0.0946804	0.0992083	0.0843045	0.0891225	0.0881294	0.0820149	0.0985785	0.0941414	0.0921107	0.11272	0.112769	0.0886233	0.0850065	0.0826572	0.0933693	0.0901198	0.110384	0.0899549	0.0875269	0.0913313	0.0909856	0.094599	0.0898545	0.100528	0.114214	0.100469	0.0818225	0.110131	0.0936347	0.104955	0.103158	0.0950806	0.117729	0.0871744	0.0956967	0.093276	0.101634	0.0891505	0.113954	0.10199	0.094335	0.10206	0.106862	0.102008	0.105466	0.100534	0.107869	0.124771	0.121656	0.102085	0.100898	0.10449	0.102065	0.0914351	0.102024	0.111868	0.106876	0.0902597	0.105654	0.0973402	0.105625	0.09258	0.100681	0.129305	0.107289	0.113219	0.111459	0.103348	0.102313	0.102074	0.0999024	0.108924	0.124562	0.102571	0.117543	0.118106	0.138499	0.121012	0.12069	0.130988	0.143276	0.148371	0.14536	0.132337	0.180108	0.189177	0.201316	0.189432	0.194815	0.217851	0.19668	0.198967	0.192083	0.203041	0.210791	0.228429	0.193267	0.193151	0.195779	0.177576	0.207655	0.204372	0.215832	0.201397	0.18937	0.198132	0.198807	0.196937	0.198144	0.18164	0.292776	0.364009	0.344984	0.29503	0.248848	0.240778	0.275062	0.29392	0.293766	0.288725	0.260509	0.289642	0.304109	0.280537	0.339561	0.339739	0.311504	0.328605	0.305958	0.30164	0.313197	0.27883	0.269698	0.275726	0.256632	0.269606	0.258168	0.25293	0.239146	0.241384	0.244862	0.248649	0.252868	0.25193	0.255087	0.253053	0.251923	0.249355	0.265036	0.2542	0.396315	0.266755	0.267959	0.256459	0.323812	0.29931	0.305125	0.296909	0.301946	0.238297	0.269342	0.263652	0.237239	0.255719	0.253249	0.248722	0.276686	0.278041	0.299562	0.289805	0.279142	0.318624	0.299601	0.298208	0.347861	0.369491	0.367864	0.394715	0.254597	0.24202	0.267317	0.268461	0.263865	0.261564	0.259336	0.24921	0.236015	0.270615	0.233078	0.233298	0.246407	0.264669	0.246191	0.235169	0.266303	0.258786	0.260188	0.237822	0.246478	0.24229	0.237268	0.264392	0.265211	0.24389	0.259418	0.244362	0.254194	0.270123	0.267453	0.294136	0.308632	0.297697	0.290314	0.279614	0.278405	0.289924	0.264037	0.267054	0.260398	0.265389	0.266568	0.246733	0.262683	0.260846	0.289007	0.294629	0.238652	0.307792	0.327556	0.33203	0.305658	0.295329	0.289702	0.284331	0.298028	0.285546	0.286177	0.294019	0.286994	0.294224	0.302025	0.289053	0.307987	0.290408	0.33649	0.301397	0.364846	0.377276	0.229955	0.225476	0.233384	0.224412	0.225511	0.242506	0.237687	0.356788	0.376496	0.387119	0.365473	0.3559	0.349446	0.368675	0.376303	0.367677	0.349931	0.335481	0.33245	0.342347	0.328935	0.325549	0.318265	0.32389	0.291062	0.338017	0.340302	0.336864	0.336871	0.337576	0.353154	0.359838	0.357873	0.410319	0.406878	0.400496	0.387077	0.38187	0.381757	0.396306	0.397212	0.396069	0.392967	0.337086	0.260667	0.250405	0.284664	0.266602	0.207322	0.297538	0.304645
