1	T131	T104	632738590.0438737	54007.931890484244
1	T55	T101	1937202178.3975203	101937.38238673969
1	T57	T25	1521028297.8942926	94104.95241503116
1	T161	T135	1976571141.9385993	20655.24135923894
1	T102	T151	2452822921.082245	70909.04858444577
1	T64	T125	25172055842.179764	29933.940474604962
1	T171	T176	11293326934.169987	373.5217230567496
1	T8	T10	26014559129.649918	171355.7360374912
1	T106	T137	16390917308.80505	220689.88666438102
1	T70	T46	7469986423.265516	218902.55789369138
2	T112	T6	2553099532.4748845	8904.407268521825
2	T26	T110	475446174.3955145	41831.94930294998
2	T19	T167	4100724313.245967	119460.51857806003
2	T99	T132	2556346376.1677794	15229.407222324347
2	T169	T112	2599028232.635039	16856.304451375003
2	T4	T171	12750138464.25423	50474.68072562119
2	T170	T169	11607697126.439003	246724.94152198132
2	T192	T180	9750374319.845982	28577.403333040293
2	T24	T37	11217174951.913342	82465.89084932479
2	T171	T150	10041503983.98518	240609.9452427119
3	T22	T116	865158201.8279667	14227.078281384369
3	T22	T67	865158201.8279667	14227.078281384369
3	T91	T191	2930835160.9527183	16998.573730603657
3	T48	T7	4428762655.609594	12541.780758367406
3	T106	T20	6516451324.11121	188125.96783841474
3	T61	T23	31034984718.0178	209709.7269896765
3	T36	T12	30061330760.95321	50566.453678482685
3	T121	T115	19822435510.771503	226295.8689377397
3	T61	T198	31034984718.0178	209709.7269896765
3	T152	T114	26855435946.5766	350307.97915687773
4	T176	T197	5166601237.240966	69894.72358023211
4	T154	T43	6621926275.740644	18995.24495269549
4	T126	T101	3175639684.998622	15605.558715106205
4	T36	T150	4922622571.324913	10456.668593979817
4	T81	T80	6369465796.07283	179297.74764443637
4	T180	T14	8451777296.905748	64513.97895301017
4	T177	T135	22798479630.034542	152736.58926343633
4	T168	T88	14805038369.663755	22316.827867875447
4	T68	T3	21106248903.09551	90235.7894107185
4	T106	T167	25594829990.305016	52523.3101313608
5	T32	T20	3923978679.5512633	39288.47038916322
5	T115	T70	2067660551.981233	3757.335205298792
5	T87	T13	2287291728.210661	12868.67650330216
5	T33	T132	4311943901.720863	64070.66634308013
5	T71	T117	1152863020.9429882	65897.3088545707
5	T160	T128	9066572905.272217	190106.43412369894
5	T25	T169	6983615382.046783	12016.391159648592
5	T197	T17	11628343876.38769	15431.842409201265
5	T196	T33	5617876323.145935	46412.28923536056
5	T93	T121	7343046193.08754	132022.47948675114
6	T86	T108	3745696976.479346	88190.50408285034
6	T111	T68	1808081191.0821958	7829.413055289943
6	T128	T142	4575307985.072296	9046.397307060188
6	T29	T52	5856743483.7328205	128414.34096563148
6	T111	T172	1808081191.0821958	7829.413055289943
6	T190	T82	17618637440.74189	12961.84177421889
6	T102	T140	11755306854.83639	6321.7459960682945
6	T18	T30	20873503319.729797	345708.10166430013
6	T82	T20	15185931593.080967	73019.36467961562
6	T75	T173	25080001513.1121	141764.19936575295
7	T145	T65	7323587084.739607	70724.02519258429
7	T46	T63	526181785.0796024	26406.46175586224
7	T56	T25	937142437.1058956	21942.592849732424
7	T140	T133	12859220437.771677	223789.0343001607
7	T46	T144	526181785.0796024	26406.46175586224
7	T132	T165	16703106680.284628	164050.19257412295
7	T143	T174	31558292462.09496	58183.7053351341
7	T197	T145	41488344082.20669	398149.7136790296
7	T132	T111	16703106680.284628	164050.19257412295
7	T194	T122	19254130667.422535	36857.05651963786
8	T167	T107	309091019.292189	10043.951147005266
8	T4	T108	5441821286.576483	189479.56896500473
8	T40	T159	4401378384.893034	42446.11455598115
8	T144	T136	2574668525.3344	12473.691676097142
8	T45	T147	2352360864.4076815	105880.72756836248
8	T165	T67	5900570299.461096	10215.498481104136
8	T199	T69	7159078102.277742	61988.2910190448
8	T158	T161	7725730253.817263	135361.8015273605
8	T94	T145	12965040095.872635	1592.33354620024
8	T158	T106	7725730253.817263	135361.8015273605
9	T118	T142	722249517.6847088	35388.98765639956
9	T4	T130	4189209956.2613077	40539.2599812043
9	T92	T2	95549471.35620229	11370.47815867922
9	T49	T16	230360790.59618765	14253.445139762263
9	T48	T173	3959965242.235204	168147.120107252
9	T106	T179	15173241100.05015	310937.7140587475
9	T97	T29	25532023555.428852	272501.9114040653
9	T198	T119	24850721931.852455	142174.83319328318
9	T6	T185	21796029799.90838	310200.8199677686
9	T132	T138	18432832399.776436	147277.96575647467
10	T171	T23	2697686599.3631067	22477.26428447223
10	T113	T102	868128319.0552471	35589.4045102989
10	T101	T198	4865142683.345732	60207.22673187275
10	T111	T109	2017028363.193768	72913.148647853
10	T68	T70	1568242898.1360972	56345.489687319765
10	T148	T50	12159031139.682104	12528.912980871428
10	T37	T71	10801479223.186182	6530.081685437746
10	T30	T10	10742841940.952976	5409.331341448628
10	T148	T14	12159031139.682104	12528.912980871428
10	T127	T193	19894351289.404945	24529.92879959657
11	T33	T35	1652441890.522472	71388.84075049125
11	T137	T111	1593609385.9027896	92119.11281456845
11	T144	T71	5945581026.417148	146151.0581982414
11	T180	T94	2400818939.6957526	39035.74085916074
11	T137	T108	1593609385.9027896	92119.11281456845
11	T57	T129	16391811544.98119	6616.65917062473
11	T28	T37	6847926546.377181	1750.168810630551
11	T162	T53	16878100395.623615	157212.7982535956
11	T198	T157	9514390366.919804	94409.46155984326
11	T170	T132	19243694146.598858	56219.423070884826
12	T158	T110	1879459075.3918316	3564.644783604356
12	T148	T48	3862284601.2995567	6619.624088893155
12	T178	T44	181290642.4028972	23649.893796707292
12	T135	T118	663724746.6768124	17862.113489739895
12	T190	T103	4074856205.670724	10643.238499545932
12	T120	T35	9065358761.017727	17317.4752138315
12	T120	T88	9065358761.017727	17317.4752138315
12	T90	T170	4677098079.7605715	17205.010777991112
12	T127	T14	10199202421.603483	188064.05987226986
12	T29	T90	8601061674.372015	110540.61123404666
13	T61	T86	5765108177.3118725	75549.29849335681
13	T9	T116	6235135222.458328	115848.32441379089
13	T109	T177	8372195367.263611	159873.62655744966
13	T32	T97	4441140537.846738	9557.722287968974
13	T32	T145	4441140537.846738	9557.722287968974
13	T91	T170	12191614622.859987	88609.85529032208
13	T46	T98	16845688357.6846	72906.70738199653
13	T187	T136	17379145170.952164	209415.10972577112
13	T81	T152	13874329376.371769	7659.608311796654
13	T36	T81	12858663909.845676	39397.11565065179
14	T24	T27	1224888143.4369416	30716.393181425905
14	T11	T187	5140299035.630384	98993.02236749257
14	T113	T193	3968123545.2335534	2305.385579528798
14	T145	T154	8490514229.990725	29777.932961060487
14	T1	T50	4864090116.935999	101385.03915742086
14	T151	T70	21176203252.55478	283531.49871807673
14	T151	T200	21176203252.55478	283531.49871807673
14	T102	T15	19423083777.499413	322036.4598173693
14	T167	T96	18116294851.566566	41441.685488039046
14	T44	T57	10053598984.214062	67417.29357427661
