edge	TN	FP	FN	TP	p	r	type	method	change	X11	SUNIT	SIZE	NGEN	CLADE_SIZE	HEIGHT_NGEN	HEIGHT_EDGE	DEPTH_NGEN	DEPTH_EDGE	TOTAL_NGEN	CU	recall	precision	f1	acc	fpr	fnr	expanded	ilr	sc	cu_bin	p_bin
Accipitriformes	744	681	44	31	0.05	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.413333333333333	0.0435393258426966	0.0787801778907243	0.516666666666667	0.477894736842105	0.586666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	866	334	190	110	0.2	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.366666666666667	0.247747747747748	0.295698924731183	0.650666666666667	0.278333333333333	0.633333333333333	TRUE	FALSE	TRUE	(0.1,1]	(0.15,0.25]
Accipitriformes	706	569	94	131	0.15	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.582222222222222	0.187142857142857	0.283243243243243	0.558	0.446274509803922	0.417777777777778	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1099	251	150	0	0.1	1	population_size_change	Phlag	10X_up	0.195992738008499	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.732666666666667	0.185925925925926	1	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1027	398	51	24	0.05	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.32	0.0568720379146919	0.096579476861167	0.700666666666667	0.279298245614035	0.68	TRUE	FALSE	TRUE	(0.1,1]	(0,0.05]
Accipitriformes	1349	1	150	0	0.1	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.899333333333333	0.000740740740740741	1	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1100	250	113	37	0.1	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.246666666666667	0.128919860627178	0.169336384439359	0.758	0.185185185185185	0.753333333333333	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1127	343	20	10	0.02	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.333333333333333	0.028328611898017	0.0522193211488251	0.758	0.233333333333333	0.666666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1012	338	104	46	0.1	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.306666666666667	0.119791666666667	0.172284644194757	0.705333333333333	0.25037037037037	0.693333333333333	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	965	385	98	52	0.1	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.346666666666667	0.118993135011442	0.17717206132879	0.678	0.285185185185185	0.653333333333333	TRUE	FALSE	TRUE	(0.1,1]	(0.05,0.15]
Accipitriformes	553	572	363	12	0.25	1	population_size_change	Phlag	10X_up	0.160606369376183	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.032	0.0205479452054795	0.0250260688216893	0.376666666666667	0.508444444444444	0.968	TRUE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	965	385	98	52	0.1	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.346666666666667	0.118993135011442	0.17717206132879	0.678	0.285185185185185	0.653333333333333	TRUE	FALSE	TRUE	(0.1,1]	(0.05,0.15]
Accipitriformes	703	647	78	72	0.1	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.48	0.100139082058414	0.165707710011507	0.516666666666667	0.479259259259259	0.52	FALSE	TRUE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	990	480	19	11	0.02	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.366666666666667	0.0224032586558045	0.0422264875239923	0.667333333333333	0.326530612244898	0.633333333333333	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1066	404	24	6	0.02	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.2	0.0146341463414634	0.0272727272727273	0.714666666666667	0.274829931972789	0.8	FALSE	TRUE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	916	284	203	97	0.2	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.323333333333333	0.254593175853018	0.284875183553598	0.675333333333333	0.236666666666667	0.676666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	866	559	46	29	0.05	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.386666666666667	0.0493197278911565	0.0874811463046757	0.596666666666667	0.392280701754386	0.613333333333333	TRUE	TRUE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1185	90	217	8	0.15	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0355555555555556	0.0816326530612245	0.0495356037151703	0.795333333333333	0.0705882352941176	0.964444444444444	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	744	681	44	31	0.05	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.413333333333333	0.0435393258426966	0.0787801778907243	0.516666666666667	0.477894736842105	0.586666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1424	1	75	0	0.05	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.949333333333333	0.000701754385964912	1	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1469	1	30	0	0.02	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.979333333333333	0.000680272108843537	1	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	763	707	14	16	0.02	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.533333333333333	0.0221300138312586	0.0424966799468791	0.519333333333333	0.480952380952381	0.466666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	973	302	29	196	0.15	1	population_size_change	Phlag	10X_up	0.171919271349907	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.871111111111111	0.393574297188755	0.542185338865837	0.779333333333333	0.236862745098039	0.128888888888889	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1407	18	73	2	0.05	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0266666666666667	0.1	0.0421052631578947	0.939333333333333	0.0126315789473684	0.973333333333333	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1424	1	75	0	0.05	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.949333333333333	0.000701754385964912	1	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	966	459	42	33	0.05	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.44	0.0670731707317073	0.116402116402116	0.666	0.322105263157895	0.56	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	644	556	194	106	0.2	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.353333333333333	0.16012084592145	0.22037422037422	0.5	0.463333333333333	0.646666666666667	FALSE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	1000	200	228	72	0.2	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.24	0.264705882352941	0.251748251748252	0.714666666666667	0.166666666666667	0.76	TRUE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	1469	1	30	0	0.02	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.979333333333333	0.000680272108843537	1	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	768	657	44	31	0.05	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.413333333333333	0.0450581395348837	0.0812581913499345	0.532666666666667	0.461052631578947	0.586666666666667	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	708	567	140	85	0.15	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.377777777777778	0.130368098159509	0.193842645381984	0.528666666666667	0.444705882352941	0.622222222222222	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1186	284	30	0	0.02	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.790666666666667	0.193197278911565	1	FALSE	FALSE	TRUE	(0.1,1]	(0,0.05]
Accipitriformes	1452	18	29	1	0.02	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0333333333333333	0.0526315789473684	0.0408163265306122	0.968666666666667	0.0122448979591837	0.966666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	706	569	94	131	0.15	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.582222222222222	0.187142857142857	0.283243243243243	0.558	0.446274509803922	0.417777777777778	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1073	352	50	25	0.05	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.333333333333333	0.0663129973474801	0.110619469026549	0.732	0.247017543859649	0.666666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1073	352	50	25	0.05	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.333333333333333	0.0663129973474801	0.110619469026549	0.732	0.247017543859649	0.666666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	857	418	127	98	0.15	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.435555555555556	0.189922480620155	0.264507422402159	0.636666666666667	0.327843137254902	0.564444444444444	TRUE	TRUE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1185	90	217	8	0.15	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0355555555555556	0.0816326530612245	0.0495356037151703	0.795333333333333	0.0705882352941176	0.964444444444444	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	865	560	52	23	0.05	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.306666666666667	0.039451114922813	0.0699088145896656	0.592	0.392982456140351	0.693333333333333	FALSE	TRUE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1062	408	18	12	0.02	1	population_size_change	BarycentricBins(6)+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.4	0.0285714285714286	0.0533333333333333	0.716	0.277551020408163	0.6	TRUE	FALSE	TRUE	(0.1,1]	(0,0.05]
Accipitriformes	1100	250	113	37	0.1	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.246666666666667	0.128919860627178	0.169336384439359	0.758	0.185185185185185	0.753333333333333	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1425	0	75	0	0.05	1	population_size_change	Phlag	10X_up	0.212664544582367	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	NA	0	0.95	0	1	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	689	586	112	113	0.15	1	population_size_change	BestTopology+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.502222222222222	0.161659513590844	0.244588744588745	0.534666666666667	0.459607843137255	0.497777777777778	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	861	489	78	72	0.1	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.48	0.128342245989305	0.20253164556962	0.622	0.362222222222222	0.52	TRUE	TRUE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1248	102	144	6	0.1	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.04	0.0555555555555556	0.0465116279069767	0.836	0.0755555555555556	0.96	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	598	602	154	146	0.2	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.486666666666667	0.195187165775401	0.278625954198473	0.496	0.501666666666667	0.513333333333333	TRUE	TRUE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	1127	343	20	10	0.02	1	population_size_change	TopologyOrder+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.333333333333333	0.028328611898017	0.0522193211488251	0.758	0.233333333333333	0.666666666666667	TRUE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1312	38	150	0	0.1	1	population_size_change	Phlag	10X_up	0.195992738008499	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.874666666666667	0.0281481481481481	1	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1329	21	146	4	0.1	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0266666666666667	0.16	0.0457142857142857	0.888666666666667	0.0155555555555556	0.973333333333333	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	966	459	42	33	0.05	1	population_size_change	GaussianQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.44	0.0670731707317073	0.116402116402116	0.666	0.322105263157895	0.56	FALSE	FALSE	FALSE	(0.1,1]	(0,0.05]
Accipitriformes	1312	38	150	0	0.1	1	population_size_change	Phlag	10X_up	0.195992738008499	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.874666666666667	0.0281481481481481	1	FALSE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1124	1	375	0	0.25	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.749333333333333	0.000888888888888889	1	FALSE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	703	647	78	72	0.1	1	population_size_change	KmeansQQS+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.48	0.100139082058414	0.165707710011507	0.516666666666667	0.479259259259259	0.52	FALSE	TRUE	FALSE	(0.1,1]	(0.05,0.15]
Accipitriformes	1199	1	300	0	0.2	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0	0	0	0.799333333333333	0.000833333333333333	1	FALSE	FALSE	FALSE	(0.1,1]	(0.15,0.25]
Accipitriformes	1242	33	215	10	0.15	1	population_size_change	PresentBP+HMM	10X_up	145973.170731707	0.002415	465426.767803721	119697.99999999997	8	6337380	7	3081872	9	23384886	0.128589509972575	0.0444444444444444	0.232558139534884	0.0746268656716418	0.834666666666667	0.0258823529411765	0.955555555555556	TRUE	FALSE	FALSE	(0.1,1]	(0.05,0.15]
