1392	78	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N615	10X_down	0.8723403215408325
752	718	0	30	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N615	10X_down	0.8723403215408325
785	340	375	0	0.25	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N491	10X_down	2.5374794006347656
1125	0	375	0	0.25	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N491	10X_down	2.5374794006347656
1223	52	2	223	0.15	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N473	10X_down	0.3159883916378021
1275	0	115	110	0.15	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N473	10X_down	0.3159883916378021
1222	248	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N616	10X_up	0.10827295482158661
1470	0	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N616	10X_up	0.10827295482158661
1345	5	3	147	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N579	10X_up	2.3727240562438965
1345	5	3	147	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N579	10X_up	2.3727240562438965
1190	10	6	294	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N635	10X_up	2.771218776702881
1190	10	6	294	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N635	10X_up	2.771218776702881
1468	2	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N459	10X_down	2.360199213027954
1470	0	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N459	10X_down	2.360199213027954
1200	0	300	0	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N716	10X_up	0.07508447766304016
1200	0	300	0	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N716	10X_up	0.07508447766304016
997	473	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N233	10X_up	0.5787173509597778
1470	0	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N233	10X_up	0.5787173509597778
1183	17	0	300	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N574	10X_down	0.09344649314880371
1197	3	31	269	0.2	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N574	10X_down	0.09344649314880371
1002	348	6	144	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N573	10X_down	0.5244284868240356
808	542	145	5	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N573	10X_down	0.5244284868240356
1064	361	0	75	0.05	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N186	10X_down	2.207972764968872
1425	0	75	0	0.05	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N186	10X_down	2.207972764968872
1125	225	150	0	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N274	10X_down	0.06434793025255203
1350	0	4	146	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N274	10X_down	0.06434793025255203
1183	287	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N159	10X_up	1.7058364152908325
1470	0	0	30	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N159	10X_up	1.7058364152908325
1157	313	23	7	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N299	10X_down	0.007527058478444815
1424	46	30	0	0.02	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001	N299	10X_down	0.007527058478444815
1349	1	1	149	0.1	1.0	population_size_change	phlag_dto_eap01_ena4_fesp001_ex	N554	10X_up	2.526007890701294
