edge	TN	FP	FN	TP	p	r	type	method	time	rate	blen_est	recall	precision	f1	acc	fpr	fnr	divergence	SUNIT	SIZE	NGEN	CLADE_SIZE	HEIGHT_NGEN	HEIGHT_EDGE	DEPTH_NGEN	DEPTH_EDGE	TOTAL_NGEN
N367	1198	77	224	1	0.15	1	admixture	bcbhmm	2399554	090	598230.487804878	0.00444444444444444	0.0128205128205128	0.0066006600660066	0.799333333333333	0.0603921568627451	0.995555555555556	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1267	8	43	182	0.15	1	admixture	bcbhmm_ex	2399554	090	598230.487804878	0.808888888888889	0.957894736842105	0.87710843373494	0.966	0.00627450980392157	0.191111111111111	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1085	115	189	111	0.2	1	admixture	cqshmm_ex	2399554	090	598230.487804878	0.37	0.491150442477876	0.422053231939163	0.797333333333333	0.0958333333333333	0.63	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1247	28	12	213	0.15	1	admixture	pbphmm_ex	2399554	090	598230.487804878	0.946666666666667	0.883817427385892	0.914163090128755	0.973333333333333	0.0219607843137255	0.0533333333333333	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1162	113	222	3	0.15	1	admixture	mlthmm_ex	2399554	090	598230.487804878	0.0133333333333333	0.0258620689655172	0.0175953079178886	0.776666666666667	0.0886274509803922	0.986666666666667	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1199	1	2	298	0.2	1	admixture	pbphmm_ex	2399554	090	598230.487804878	0.993333333333333	0.996655518394649	0.994991652754591	0.998	0.000833333333333333	0.00666666666666667	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1099	101	296	4	0.2	1	admixture	gqshmm	2399554	090	598230.487804878	0.0133333333333333	0.0380952380952381	0.0197530864197531	0.735333333333333	0.0841666666666667	0.986666666666667	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1162	113	221	4	0.15	1	admixture	gqshmm	2399554	090	598230.487804878	0.0177777777777778	0.0341880341880342	0.0233918128654971	0.777333333333333	0.0886274509803922	0.982222222222222	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N367	1249	26	225	0	0.15	1	admixture	pbphmm	2399554	090	598230.487804878	0	0	0	0.832666666666667	0.0203921568627451	1	483034	0.007787	113649.567648276	490548.99999999994	2	2341071	2	7449032	13	4191593
N482	713	712	43	32	0.05	1	admixture	dtohmm	2599554	090	264339.024390244	0.426666666666667	0.043010752688172	0.0781440781440781	0.496666666666667	0.499649122807018	0.573333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	686	664	99	51	0.1	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.34	0.0713286713286713	0.117919075144509	0.491333333333333	0.491851851851852	0.66	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	823	452	174	51	0.15	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.226666666666667	0.101391650099404	0.14010989010989	0.582666666666667	0.354509803921569	0.773333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	807	543	5	145	0.1	1	admixture	bcbhmm	2599554	090	264339.024390244	0.966666666666667	0.210755813953488	0.346062052505967	0.634666666666667	0.402222222222222	0.0333333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	833	592	32	43	0.05	1	admixture	bcbhmm	2599554	090	264339.024390244	0.573333333333333	0.0677165354330709	0.12112676056338	0.584	0.415438596491228	0.426666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1198	2	1	299	0.2	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.733117580413818	0.996666666666667	0.993355481727575	0.995008319467554	0.998	0.00166666666666667	0.00333333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	809	616	44	31	0.05	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.413333333333333	0.0479134466769706	0.0858725761772853	0.56	0.432280701754386	0.586666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1301	169	0	30	0.02	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.673465073108673	1	0.150753768844221	0.262008733624454	0.887333333333333	0.114965986394558	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	914	511	75	0	0.05	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.683818817138672	0	0	0	0.609333333333333	0.35859649122807	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	750	675	50	25	0.05	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.333333333333333	0.0357142857142857	0.0645161290322581	0.516666666666667	0.473684210526316	0.666666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1308	117	75	0	0.05	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.872	0.0821052631578947	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1347	123	30	0	0.02	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.898	0.0836734693877551	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1239	111	150	0	0.1	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.826	0.0822222222222222	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1350	0	2	148	0.1	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.724632978439331	0.986666666666667	1	0.993288590604027	0.998666666666667	0	0.0133333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1270	5	8	217	0.15	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.725202798843384	0.964444444444444	0.977477477477477	0.970917225950783	0.991333333333333	0.00392156862745098	0.0355555555555556	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	814	611	19	56	0.05	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.746666666666667	0.0839580209895052	0.150943396226415	0.58	0.428771929824561	0.253333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1375	50	0	75	0.05	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.683818817138672	1	0.6	0.75	0.966666666666667	0.0350877192982456	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	710	640	57	93	0.1	1	admixture	gqshmm	2599554	090	264339.024390244	0.62	0.1268758526603	0.210645526613817	0.535333333333333	0.474074074074074	0.38	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	764	706	17	13	0.02	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.433333333333333	0.0180806675938804	0.0347129506008011	0.518	0.480272108843537	0.566666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	676	599	138	87	0.15	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.386666666666667	0.126822157434402	0.190998902305159	0.508666666666667	0.469803921568627	0.613333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1179	96	225	0	0.15	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.786	0.0752941176470588	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	613	587	192	108	0.2	1	admixture	dtohmm	2599554	090	264339.024390244	0.36	0.155395683453237	0.217085427135678	0.480666666666667	0.489166666666667	0.64	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1072	203	225	0	0.15	1	admixture	dtohmm	2599554	090	264339.024390244	0	0	0	0.714666666666667	0.15921568627451	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	865	485	110	40	0.1	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.266666666666667	0.0761904761904762	0.118518518518519	0.603333333333333	0.359259259259259	0.733333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	853	497	108	42	0.1	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.28	0.0779220779220779	0.121915820029028	0.596666666666667	0.368148148148148	0.72	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	744	681	26	49	0.05	1	admixture	gqshmm	2599554	090	264339.024390244	0.653333333333333	0.0671232876712329	0.121739130434783	0.528666666666667	0.477894736842105	0.346666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	877	398	25	200	0.15	1	admixture	bcbhmm	2599554	090	264339.024390244	0.888888888888889	0.334448160535117	0.486026731470231	0.718	0.312156862745098	0.111111111111111	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	926	499	56	19	0.05	1	admixture	mlthmm	2599554	090	264339.024390244	0.253333333333333	0.0366795366795367	0.0640809443507589	0.63	0.350175438596491	0.746666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1319	31	0	150	0.1	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.724632978439331	1	0.828729281767956	0.906344410876133	0.979333333333333	0.022962962962963	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	867	483	114	36	0.1	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.24	0.069364161849711	0.10762331838565	0.602	0.357777777777778	0.76	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	827	448	175	50	0.15	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.222222222222222	0.100401606425703	0.138312586445367	0.584666666666667	0.351372549019608	0.777777777777778	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	758	592	145	5	0.1	1	admixture	dtohmm	2599554	090	264339.024390244	0.0333333333333333	0.0083752093802345	0.0133868808567604	0.508666666666667	0.438518518518519	0.966666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	857	613	30	0	0.02	1	admixture	bcbhmm	2599554	090	264339.024390244	0	0	0	0.571333333333333	0.417006802721088	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1109	16	0	375	0.25	1	admixture	dtohmm	2599554	090	264339.024390244	1	0.959079283887468	0.97911227154047	0.989333333333333	0.0142222222222222	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1109	16	0	375	0.25	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.823691368103027	1	0.959079283887468	0.97911227154047	0.989333333333333	0.0142222222222222	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1275	0	225	0	0.15	1	admixture	pbphmm	2599554	090	264339.024390244	0	NA	0	0.85	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1425	0	75	0	0.05	1	admixture	pbphmm	2599554	090	264339.024390244	0	NA	0	0.95	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1350	0	150	0	0.1	1	admixture	pbphmm	2599554	090	264339.024390244	0	NA	0	0.9	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	620	655	147	78	0.15	1	admixture	gqshmm	2599554	090	264339.024390244	0.346666666666667	0.106412005457026	0.162839248434238	0.465333333333333	0.513725490196078	0.653333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	711	564	133	92	0.15	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.408888888888889	0.140243902439024	0.208853575482406	0.535333333333333	0.442352941176471	0.591111111111111	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	872	478	111	39	0.1	1	admixture	mlthmm	2599554	090	264339.024390244	0.26	0.0754352030947776	0.116941529235382	0.607333333333333	0.354074074074074	0.74	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	825	645	15	15	0.02	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.5	0.0227272727272727	0.0434782608695652	0.56	0.438775510204082	0.5	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	760	710	15	15	0.02	1	admixture	dtohmm	2599554	090	264339.024390244	0.5	0.0206896551724138	0.0397350993377483	0.516666666666667	0.482993197278912	0.5	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	655	545	176	124	0.2	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.413333333333333	0.185351270553064	0.25593395252838	0.519333333333333	0.454166666666667	0.586666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	458	667	313	62	0.25	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.165333333333333	0.0850480109739369	0.11231884057971	0.346666666666667	0.592888888888889	0.834666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	639	486	289	86	0.25	1	admixture	gqshmm_ex	2599554	090	264339.024390244	0.229333333333333	0.15034965034965	0.181626187961985	0.483333333333333	0.432	0.770666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	621	654	148	77	0.15	1	admixture	cqshmm	2599554	090	264339.024390244	0.342222222222222	0.105335157318741	0.161087866108787	0.465333333333333	0.512941176470588	0.657777777777778	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1119	6	1	374	0.25	1	admixture	phlag_dto_eap01_ena4_esp001_ex	2599554	090	0.823691368103027	0.997333333333333	0.984210526315789	0.990728476821192	0.995333333333333	0.00533333333333333	0.00266666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	773	697	8	22	0.02	1	admixture	gqshmm	2599554	090	264339.024390244	0.733333333333333	0.0305980528511822	0.0587449933244326	0.53	0.474149659863946	0.266666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1470	0	30	0	0.02	1	admixture	pbphmm	2599554	090	264339.024390244	0	NA	0	0.98	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	527	673	240	60	0.2	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.2	0.0818553888130969	0.116166505324298	0.391333333333333	0.560833333333333	0.8	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1021	254	200	25	0.15	1	admixture	mlthmm	2599554	090	264339.024390244	0.111111111111111	0.0896057347670251	0.0992063492063492	0.697333333333333	0.19921568627451	0.888888888888889	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1316	34	0	150	0.1	1	admixture	cqshmm	2599554	090	264339.024390244	1	0.815217391304348	0.898203592814371	0.977333333333333	0.0251851851851852	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1228	47	0	225	0.15	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.725202798843384	1	0.827205882352941	0.905432595573441	0.968666666666667	0.0368627450980392	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1152	48	300	0	0.2	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.768	0.04	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1175	25	3	297	0.2	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.733117580413818	0.99	0.922360248447205	0.954983922829582	0.981333333333333	0.0208333333333333	0.01	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	756	369	320	55	0.25	1	admixture	mlthmm	2599554	090	264339.024390244	0.146666666666667	0.129716981132075	0.137672090112641	0.540666666666667	0.328	0.853333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	621	579	197	103	0.2	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.343333333333333	0.151026392961877	0.209775967413442	0.482666666666667	0.4825	0.656666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	951	519	24	6	0.02	1	admixture	mlthmm	2599554	090	264339.024390244	0.2	0.0114285714285714	0.0216216216216216	0.638	0.353061224489796	0.8	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	953	517	24	6	0.02	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.2	0.011472275334608	0.0216998191681736	0.639333333333333	0.351700680272109	0.8	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	564	636	196	104	0.2	1	admixture	gqshmm	2599554	090	264339.024390244	0.346666666666667	0.140540540540541	0.2	0.445333333333333	0.53	0.653333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	698	577	190	35	0.15	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.155555555555556	0.0571895424836601	0.0836320191158901	0.488666666666667	0.452549019607843	0.844444444444444	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1004	196	30	270	0.2	1	admixture	bcbhmm	2599554	090	264339.024390244	0.9	0.579399141630901	0.704960835509138	0.849333333333333	0.163333333333333	0.1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	820	650	9	21	0.02	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.7	0.0312965722801788	0.0599144079885877	0.560666666666667	0.442176870748299	0.3	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	812	538	86	64	0.1	1	admixture	cqshmm_ex	2599554	090	264339.024390244	0.426666666666667	0.106312292358804	0.170212765957447	0.584	0.398518518518518	0.573333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1120	5	1	374	0.25	1	admixture	cqshmm	2599554	090	264339.024390244	0.997333333333333	0.986807387862797	0.992042440318302	0.996	0.00444444444444444	0.00266666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	924	501	56	19	0.05	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.253333333333333	0.0365384615384615	0.0638655462184874	0.628666666666667	0.351578947368421	0.746666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	913	512	56	19	0.05	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.253333333333333	0.0357815442561205	0.0627062706270627	0.621333333333333	0.359298245614035	0.746666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1185	240	75	0	0.05	1	admixture	cqshmm	2599554	090	264339.024390244	0	0	0	0.79	0.168421052631579	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	504	621	365	10	0.25	1	admixture	bcbhmm	2599554	090	264339.024390244	0.0266666666666667	0.0158478605388273	0.0198807157057654	0.342666666666667	0.552	0.973333333333333	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1172	28	0	300	0.2	1	admixture	cqshmm	2599554	090	264339.024390244	1	0.914634146341463	0.955414012738854	0.981333333333333	0.0233333333333333	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	940	530	24	6	0.02	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.2	0.0111940298507463	0.0212014134275618	0.630666666666667	0.360544217687075	0.8	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	757	713	0	30	0.02	1	admixture	cqshmm	2599554	090	264339.024390244	1	0.0403768506056528	0.0776196636481242	0.524666666666667	0.485034013605442	0	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1470	0	30	0	0.02	1	admixture	phlag_dto_eap01_ena4_esp001	2599554	090	0.673465073108673	0	NA	0	0.98	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	783	417	234	66	0.2	1	admixture	mlthmm	2599554	090	264339.024390244	0.22	0.136645962732919	0.168582375478927	0.566	0.3475	0.78	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	549	576	249	126	0.25	1	admixture	gqshmm	2599554	090	264339.024390244	0.336	0.17948717948718	0.233983286908078	0.45	0.512	0.664	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	690	510	218	82	0.2	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.273333333333333	0.138513513513514	0.183856502242152	0.514666666666667	0.425	0.726666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	731	394	292	83	0.25	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.221333333333333	0.174004192872117	0.194835680751174	0.542666666666667	0.350222222222222	0.778666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	745	455	230	70	0.2	1	admixture	dtohmm_ex	2599554	090	264339.024390244	0.233333333333333	0.133333333333333	0.16969696969697	0.543333333333333	0.379166666666667	0.766666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	688	437	283	92	0.25	1	admixture	mlthmm_ex	2599554	090	264339.024390244	0.245333333333333	0.173913043478261	0.20353982300885	0.52	0.388444444444444	0.754666666666667	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1160	40	300	0	0.2	1	admixture	pbphmm	2599554	090	264339.024390244	0	0	0	0.773333333333333	0.0333333333333333	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	582	543	234	141	0.25	1	admixture	bcbhmm_ex	2599554	090	264339.024390244	0.376	0.206140350877193	0.26628895184136	0.482	0.482666666666667	0.624	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1060	65	375	0	0.25	1	admixture	pbphmm_ex	2599554	090	264339.024390244	0	0	0	0.706666666666667	0.0577777777777778	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N482	1125	0	375	0	0.25	1	admixture	pbphmm	2599554	090	264339.024390244	0	NA	0	0.75	0	1	620332	0.003851	249682.796214153	216757.99999999997	2	2307241	2	7209071	25	4397724
N491	597	528	264	111	0.25	1	admixture	mlthmm	2599554	090	418762.195121951	0.296	0.173708920187793	0.218934911242604	0.472	0.469333333333333	0.704	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1095	30	0	375	0.25	1	admixture	cqshmm	2599554	090	418762.195121951	1	0.925925925925926	0.961538461538462	0.98	0.0266666666666667	0	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1229	46	216	9	0.15	1	admixture	bcbhmm_ex	2599554	090	418762.195121951	0.04	0.163636363636364	0.0642857142857143	0.825333333333333	0.036078431372549	0.96	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	667	608	116	109	0.15	1	admixture	mlthmm	2599554	090	418762.195121951	0.484444444444444	0.152022315202232	0.231422505307856	0.517333333333333	0.476862745098039	0.515555555555556	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	806	469	106	119	0.15	1	admixture	cqshmm_ex	2599554	090	418762.195121951	0.528888888888889	0.202380952380952	0.292742927429274	0.616666666666667	0.367843137254902	0.471111111111111	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	572	553	206	169	0.25	1	admixture	dtohmm_ex	2599554	090	418762.195121951	0.450666666666667	0.234072022160665	0.308113035551504	0.494	0.491555555555556	0.549333333333333	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	770	355	261	114	0.25	1	admixture	mlthmm_ex	2599554	090	418762.195121951	0.304	0.243070362473348	0.270142180094787	0.589333333333333	0.315555555555556	0.696	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	986	439	53	22	0.05	1	admixture	mlthmm_ex	2599554	090	418762.195121951	0.293333333333333	0.0477223427331887	0.082089552238806	0.672	0.308070175438596	0.706666666666667	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	665	610	117	108	0.15	1	admixture	cqshmm	2599554	090	418762.195121951	0.48	0.15041782729805	0.229056203605514	0.515333333333333	0.47843137254902	0.52	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	717	558	111	114	0.15	1	admixture	gqshmm	2599554	090	418762.195121951	0.506666666666667	0.169642857142857	0.254180602006689	0.554	0.437647058823529	0.493333333333333	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1253	22	217	8	0.15	1	admixture	bcbhmm	2599554	090	418762.195121951	0.0355555555555556	0.266666666666667	0.0627450980392157	0.840666666666667	0.0172549019607843	0.964444444444444	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	925	500	44	31	0.05	1	admixture	cqshmm_ex	2599554	090	418762.195121951	0.413333333333333	0.0583804143126177	0.102310231023102	0.637333333333333	0.350877192982456	0.586666666666667	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1253	22	224	1	0.15	1	admixture	pbphmm_ex	2599554	090	418762.195121951	0.00444444444444444	0.0434782608695652	0.00806451612903226	0.836	0.0172549019607843	0.995555555555556	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1112	13	374	1	0.25	1	admixture	pbphmm_ex	2599554	090	418762.195121951	0.00266666666666667	0.0714285714285714	0.0051413881748072	0.742	0.0115555555555556	0.997333333333333	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	647	478	177	198	0.25	1	admixture	gqshmm	2599554	090	418762.195121951	0.528	0.292899408284024	0.376784015223597	0.563333333333333	0.424888888888889	0.472	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1099	26	0	375	0.25	1	admixture	pbphmm	2599554	090	418762.195121951	1	0.935162094763092	0.966494845360825	0.982666666666667	0.0231111111111111	0	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	1424	1	75	0	0.05	1	admixture	pbphmm	2599554	090	418762.195121951	0	0	0	0.949333333333333	0.000701754385964912	1	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
N491	786	639	41	34	0.05	1	admixture	cqshmm	2599554	090	418762.195121951	0.453333333333333	0.050520059435364	0.0909090909090909	0.546666666666667	0.448421052631579	0.546666666666667	487398	0.007101	113454.135532504	343384.99999999994	3	2198148	3	7444791	27	5519513
