edge	TN	FP	FN	TP	p	r	type	method	time	rate	blen_est	recall	precision	f1	acc	fpr	fnr	divergence	SUNIT	SIZE	NGEN	CLADE_SIZE	HEIGHT_NGEN	HEIGHT_EDGE	DEPTH_NGEN	DEPTH_EDGE	TOTAL_NGEN
Cariamiformes	938	337	170	55	0.15	1	admixture	bcbhmm	6099554	090	6758378.04878049	0.244444444444444	0.14030612244898	0.178282009724473	0.662	0.264313725490196	0.755555555555556	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	690	585	144	81	0.15	1	admixture	bcbhmm_ex	6099554	090	6758378.04878049	0.36	0.121621621621622	0.181818181818182	0.514	0.458823529411765	0.64	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	632	568	160	140	0.2	1	admixture	cqshmm	6099554	090	6758378.04878049	0.466666666666667	0.19774011299435	0.277777777777778	0.514666666666667	0.473333333333333	0.533333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	711	489	162	138	0.2	1	admixture	mlthmm	6099554	090	6758378.04878049	0.46	0.220095693779904	0.297734627831715	0.566	0.4075	0.54	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	750	675	34	41	0.05	1	admixture	dtohmm_ex	6099554	090	6758378.04878049	0.546666666666667	0.0572625698324022	0.103666245259166	0.527333333333333	0.473684210526316	0.453333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1016	409	49	26	0.05	1	admixture	mlthmm_ex	6099554	090	6758378.04878049	0.346666666666667	0.0597701149425287	0.101960784313725	0.694666666666667	0.287017543859649	0.653333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	726	744	30	0	0.02	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	0	0	0	0.484	0.506122448979592	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	985	290	147	78	0.15	1	admixture	cqshmm	6099554	090	6758378.04878049	0.346666666666667	0.21195652173913	0.263069139966273	0.708666666666667	0.227450980392157	0.653333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	751	524	117	108	0.15	1	admixture	mlthmm	6099554	090	6758378.04878049	0.48	0.170886075949367	0.252042007001167	0.572666666666667	0.410980392156863	0.52	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	882	318	225	75	0.2	1	admixture	bcbhmm	6099554	090	6758378.04878049	0.25	0.190839694656489	0.216450216450216	0.638	0.265	0.75	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	628	572	174	126	0.2	1	admixture	bcbhmm_ex	6099554	090	6758378.04878049	0.42	0.180515759312321	0.25250501002004	0.502666666666667	0.476666666666667	0.58	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1183	17	295	5	0.2	1	admixture	pbphmm_ex	6099554	090	6758378.04878049	0.0166666666666667	0.227272727272727	0.031055900621118	0.792	0.0141666666666667	0.983333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	617	583	163	137	0.2	1	admixture	gqshmm	6099554	090	6758378.04878049	0.456666666666667	0.190277777777778	0.268627450980392	0.502666666666667	0.485833333333333	0.543333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1200	0	300	0	0.2	1	admixture	pbphmm	6099554	090	6758378.04878049	0	NA	0	0.8	0	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	598	602	153	147	0.2	1	admixture	dtohmm_ex	6099554	090	6758378.04878049	0.49	0.196261682242991	0.280266920877026	0.496666666666667	0.501666666666667	0.51	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	734	736	16	14	0.02	1	admixture	cqshmm_ex	6099554	090	6758378.04878049	0.466666666666667	0.0186666666666667	0.0358974358974359	0.498666666666667	0.500680272108844	0.533333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1386	84	30	0	0.02	1	admixture	phlag_dto_eap01_ena4_esp001	6099554	090	6.90845394134521	0	0	0	0.924	0.0571428571428571	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1200	270	17	13	0.02	1	admixture	gqshmm_ex	6099554	090	6758378.04878049	0.433333333333333	0.0459363957597173	0.0830670926517572	0.808666666666667	0.183673469387755	0.566666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1194	276	28	2	0.02	1	admixture	dtohmm	6099554	090	6758378.04878049	0.0666666666666667	0.00719424460431655	0.012987012987013	0.797333333333333	0.187755102040816	0.933333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	685	515	171	129	0.2	1	admixture	cqshmm_ex	6099554	090	6758378.04878049	0.43	0.200310559006211	0.273305084745763	0.542666666666667	0.429166666666667	0.57	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	891	309	300	0	0.2	1	admixture	phlag_dto_eap01_ena4_esp001	6099554	090	6.90845394134521	0	0	0	0.594	0.2575	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	837	588	43	32	0.05	1	admixture	mlthmm	6099554	090	6758378.04878049	0.426666666666667	0.0516129032258065	0.0920863309352518	0.579333333333333	0.412631578947368	0.573333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	829	596	45	30	0.05	1	admixture	cqshmm_ex	6099554	090	6758378.04878049	0.4	0.0479233226837061	0.0855920114122682	0.572666666666667	0.418245614035088	0.6	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1321	104	75	0	0.05	1	admixture	phlag_dto_eap01_ena4_esp001	6099554	090	6.90845394134521	0	0	0	0.880666666666667	0.0729824561403509	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1161	264	51	24	0.05	1	admixture	gqshmm_ex	6099554	090	6758378.04878049	0.32	0.0833333333333333	0.132231404958678	0.79	0.185263157894737	0.68	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1071	354	57	18	0.05	1	admixture	dtohmm	6099554	090	6758378.04878049	0.24	0.0483870967741935	0.0805369127516778	0.726	0.248421052631579	0.76	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1425	0	0	75	0.05	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	1	1	1	1	0	0	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1125	0	0	375	0.25	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	1	1	1	1	0	0	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	831	294	289	86	0.25	1	admixture	bcbhmm	6099554	090	6758378.04878049	0.229333333333333	0.226315789473684	0.227814569536424	0.611333333333333	0.261333333333333	0.770666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1238	37	206	19	0.15	1	admixture	pbphmm_ex	6099554	090	6758378.04878049	0.0844444444444444	0.339285714285714	0.135231316725979	0.838	0.0290196078431373	0.915555555555556	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	789	486	123	102	0.15	1	admixture	gqshmm	6099554	090	6758378.04878049	0.453333333333333	0.173469387755102	0.250922509225092	0.594	0.381176470588235	0.546666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1275	0	225	0	0.15	1	admixture	pbphmm	6099554	090	6758378.04878049	0	NA	0	0.85	0	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	645	630	106	119	0.15	1	admixture	dtohmm_ex	6099554	090	6758378.04878049	0.528888888888889	0.158878504672897	0.24435318275154	0.509333333333333	0.494117647058824	0.471111111111111	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	614	661	139	86	0.15	1	admixture	mlthmm_ex	6099554	090	6758378.04878049	0.382222222222222	0.115127175368139	0.176954732510288	0.466666666666667	0.51843137254902	0.617777777777778	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1076	394	20	10	0.02	1	admixture	bcbhmm	6099554	090	6758378.04878049	0.333333333333333	0.0247524752475248	0.0460829493087558	0.724	0.268027210884354	0.666666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1246	104	150	0	0.1	1	admixture	phlag_dto_eap01_ena4_esp001	6099554	090	6.90845394134521	0	0	0	0.830666666666667	0.077037037037037	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	898	452	72	78	0.1	1	admixture	gqshmm_ex	6099554	090	6758378.04878049	0.52	0.147169811320755	0.229411764705882	0.650666666666667	0.334814814814815	0.48	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	913	557	16	14	0.02	1	admixture	gqshmm	6099554	090	6758378.04878049	0.466666666666667	0.0245183887915937	0.0465890183028286	0.618	0.37891156462585	0.533333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1470	0	30	0	0.02	1	admixture	pbphmm	6099554	090	6758378.04878049	0	NA	0	0.98	0	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	784	686	14	16	0.02	1	admixture	dtohmm_ex	6099554	090	6758378.04878049	0.533333333333333	0.0227920227920228	0.0437158469945355	0.533333333333333	0.466666666666667	0.466666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	785	565	94	56	0.1	1	admixture	gqshmm	6099554	090	6758378.04878049	0.373333333333333	0.0901771336553945	0.14526588845655	0.560666666666667	0.418518518518519	0.626666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1350	0	150	0	0.1	1	admixture	pbphmm	6099554	090	6758378.04878049	0	NA	0	0.9	0	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	928	542	19	11	0.02	1	admixture	cqshmm	6099554	090	6758378.04878049	0.366666666666667	0.0198915009041591	0.0377358490566038	0.626	0.368707482993197	0.633333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	864	606	16	14	0.02	1	admixture	mlthmm	6099554	090	6758378.04878049	0.466666666666667	0.0225806451612903	0.0430769230769231	0.585333333333333	0.412244897959184	0.533333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	698	652	72	78	0.1	1	admixture	dtohmm_ex	6099554	090	6758378.04878049	0.52	0.106849315068493	0.177272727272727	0.517333333333333	0.482962962962963	0.48	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	700	650	70	80	0.1	1	admixture	mlthmm_ex	6099554	090	6758378.04878049	0.533333333333333	0.10958904109589	0.181818181818182	0.52	0.481481481481481	0.466666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	762	588	60	90	0.1	1	admixture	cqshmm	6099554	090	6758378.04878049	0.6	0.132743362831858	0.217391304347826	0.568	0.435555555555556	0.4	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	824	526	86	64	0.1	1	admixture	cqshmm_ex	6099554	090	6758378.04878049	0.426666666666667	0.108474576271186	0.172972972972973	0.592	0.38962962962963	0.573333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	844	356	126	174	0.2	1	admixture	gqshmm_ex	6099554	090	6758378.04878049	0.58	0.328301886792453	0.419277108433735	0.678666666666667	0.296666666666667	0.42	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	998	202	246	54	0.2	1	admixture	dtohmm	6099554	090	6758378.04878049	0.18	0.2109375	0.194244604316547	0.701333333333333	0.168333333333333	0.82	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	721	554	133	92	0.15	1	admixture	cqshmm_ex	6099554	090	6758378.04878049	0.408888888888889	0.142414860681115	0.211251435132032	0.542	0.434509803921569	0.591111111111111	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1171	104	225	0	0.15	1	admixture	phlag_dto_eap01_ena4_esp001	6099554	090	6.90845394134521	0	0	0	0.780666666666667	0.0815686274509804	1	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	922	353	104	121	0.15	1	admixture	gqshmm_ex	6099554	090	6758378.04878049	0.537777777777778	0.255274261603376	0.34620886981402	0.695333333333333	0.276862745098039	0.462222222222222	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1012	263	74	151	0.15	1	admixture	dtohmm	6099554	090	6758378.04878049	0.671111111111111	0.364734299516908	0.472613458528951	0.775333333333333	0.206274509803922	0.328888888888889	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1275	0	0	225	0.15	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	1	1	1	1	0	0	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1200	0	0	300	0.2	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	1	1	1	1	0	0	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	686	664	74	76	0.1	1	admixture	mlthmm	6099554	090	6758378.04878049	0.506666666666667	0.102702702702703	0.170786516853933	0.508	0.491851851851852	0.493333333333333	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1349	1	0	150	0.1	1	admixture	phlag_dto_eap01_ena4_esp001_ex	6099554	090	6.90845394134521	1	0.993377483443709	0.996677740863787	0.999333333333333	0.000740740740740741	0	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1051	419	20	10	0.02	1	admixture	mlthmm_ex	6099554	090	6758378.04878049	0.333333333333333	0.0233100233100233	0.0435729847494553	0.707333333333333	0.285034013605442	0.666666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
Cariamiformes	1209	141	127	23	0.1	1	admixture	dtohmm	6099554	090	6758378.04878049	0.153333333333333	0.140243902439024	0.146496815286624	0.821333333333333	0.104444444444444	0.846666666666667	427476	0.042357	697991.346534521	5541869.999999999	2	6313292	2	8528132	8	7084714
N340	1275	0	225	0	0.15	1	admixture	mlthmm	1599554	090	223410.975609756	0	NA	0	0.85	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1425	0	75	0	0.05	1	admixture	phlag_dto_eap01_ena4_esp001	1599554	090	0.626155018806458	0	NA	0	0.95	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1442	28	30	0	0.02	1	admixture	pbphmm_ex	1599554	090	223410.975609756	0	0	0	0.961333333333333	0.019047619047619	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1470	0	30	0	0.02	1	admixture	gqshmm	1599554	090	223410.975609756	0	NA	0	0.98	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1275	0	225	0	0.15	1	admixture	cqshmm	1599554	090	223410.975609756	0	NA	0	0.85	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	54	246	0.2	1	admixture	phlag_dto_eap01_ena4_esp001_ex	1599554	090	0.518181085586548	0.82	1	0.901098901098901	0.964	0	0.18	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1275	0	25	200	0.15	1	admixture	dtohmm_ex	1599554	090	223410.975609756	0.888888888888889	1	0.941176470588235	0.983333333333333	0	0.111111111111111	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1275	0	25	200	0.15	1	admixture	mlthmm_ex	1599554	090	223410.975609756	0.888888888888889	1	0.941176470588235	0.983333333333333	0	0.111111111111111	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	300	0	0.2	1	admixture	phlag_dto_eap01_ena4_esp001	1599554	090	0.518181085586548	0	NA	0	0.8	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	54	246	0.2	1	admixture	dtohmm_ex	1599554	090	223410.975609756	0.82	1	0.901098901098901	0.964	0	0.18	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	300	0	0.2	1	admixture	dtohmm	1599554	090	223410.975609756	0	NA	0	0.8	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1409	61	28	2	0.02	1	admixture	bcbhmm_ex	1599554	090	223410.975609756	0.0666666666666667	0.0317460317460317	0.043010752688172	0.940666666666667	0.0414965986394558	0.933333333333333	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1275	0	225	0	0.15	1	admixture	bcbhmm	1599554	090	223410.975609756	0	NA	0	0.85	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1275	0	25	200	0.15	1	admixture	bcbhmm_ex	1599554	090	223410.975609756	0.888888888888889	1	0.941176470588235	0.983333333333333	0	0.111111111111111	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1051	374	39	36	0.05	1	admixture	gqshmm_ex	1599554	090	223410.975609756	0.48	0.0878048780487805	0.148453608247423	0.724666666666667	0.262456140350877	0.52	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1425	0	75	0	0.05	1	admixture	dtohmm	1599554	090	223410.975609756	0	NA	0	0.95	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1424	1	75	0	0.05	1	admixture	phlag_dto_eap01_ena4_esp001_ex	1599554	090	0.626155018806458	0	0	0	0.949333333333333	0.000701754385964912	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	300	0	0.2	1	admixture	pbphmm	1599554	090	223410.975609756	0	NA	0	0.8	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1470	0	30	0	0.02	1	admixture	mlthmm	1599554	090	223410.975609756	0	NA	0	0.98	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	54	246	0.2	1	admixture	mlthmm_ex	1599554	090	223410.975609756	0.82	1	0.901098901098901	0.964	0	0.18	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	300	0	0.2	1	admixture	cqshmm	1599554	090	223410.975609756	0	NA	0	0.8	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1200	0	300	0	0.2	1	admixture	mlthmm	1599554	090	223410.975609756	0	NA	0	0.8	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	881	319	135	165	0.2	1	admixture	gqshmm_ex	1599554	090	223410.975609756	0.55	0.340909090909091	0.420918367346939	0.697333333333333	0.265833333333333	0.45	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1470	0	30	0	0.02	1	admixture	bcbhmm	1599554	090	223410.975609756	0	NA	0	0.98	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1349	1	150	0	0.1	1	admixture	gqshmm	1599554	090	223410.975609756	0	0	0	0.899333333333333	0.000740740740740741	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
N340	1425	0	75	0	0.05	1	admixture	mlthmm	1599554	090	223410.975609756	0	NA	0	0.95	0	1	303156	0.002416	174340.615857674	183196.99999999997	2	1451132	2	8031619	18	2719067
