1393 77 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.02 N115
1348 77 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.05 N115
1276 74 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.10 N115
1207 68 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.15 N115
1138 62 300 0 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.20 N115
1090 35 375 0 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N115 0.25 N115
1470 0 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.02 N125
1425 0 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.05 N125
1350 0 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.10 N125
1275 0 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.15 N125
1200 0 300 0 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.20 N125
1125 0 375 0 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N125 0.25 N125
1469 1 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.02 N202
1424 1 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.05 N202
914 436 94 56 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.10 N202
1274 1 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.15 N202
1199 1 300 0 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.20 N202
1111 14 375 0 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N202 0.25 N202
750 720 16 14 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.02 N211
728 697 38 37 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.05 N211
689 661 75 75 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.10 N211
652 623 112 113 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.15 N211
1129 71 299 1 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.20 N211
1052 73 374 1 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N211 0.25 N211
1441 29 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.02 N228
1398 27 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.05 N228
1323 27 149 1 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.10 N228
1251 24 224 1 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.15 N228
1175 25 299 1 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.20 N228
1103 22 373 2 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N228 0.25 N228
1469 1 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.02 N252
1424 1 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.05 N252
835 515 126 24 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.10 N252
863 412 182 43 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.15 N252
523 677 300 0 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.20 N252
1040 85 229 146 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N252 0.25 N252
1442 28 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.02 N295
1400 25 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.05 N295
1350 0 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.10 N295
1248 27 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.15 N295
1178 22 299 1 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.20 N295
1104 21 374 1 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N295 0.25 N295
1357 113 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.02 N296
1319 106 74 1 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.05 N296
1268 82 149 1 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.10 N296
1168 107 224 1 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.15 N296
1112 88 297 3 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.20 N296
1041 84 372 3 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N296 0.25 N296
1297 173 28 2 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.02 N349
1256 169 71 4 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.05 N349
1281 69 140 10 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.10 N349
1173 102 210 15 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.15 N349
1126 74 285 15 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.20 N349
969 156 327 48 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N349 0.25 N349
1386 84 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.02 N396
888 537 71 4 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.05 N396
1350 0 6 144 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.10 N396
1268 7 2 223 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.15 N396
1200 0 2 298 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.20 N396
1115 10 3 372 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N396 0.25 N396
892 578 17 13 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.02 N416
1048 377 55 20 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.05 N416
758 592 77 73 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.10 N416
945 330 166 59 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.15 N416
896 304 212 88 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.20 N416
677 448 221 154 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N416 0.25 N416
1470 0 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.02 N428
1425 0 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.05 N428
1350 0 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.10 N428
1275 0 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.15 N428
1200 0 300 0 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.20 N428
1125 0 375 0 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N428 0.25 N428
1248 222 21 9 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.02 N477
1224 201 65 10 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.05 N477
1173 177 129 21 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.10 N477
1153 122 200 25 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.15 N477
1024 176 260 40 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.20 N477
984 141 330 45 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N477 0.25 N477
1200 270 9 21 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.02 N499
1425 0 17 58 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.05 N499
1350 0 20 130 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.10 N499
1275 0 28 197 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.15 N499
1180 20 5 295 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.20 N499
1116 9 5 370 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N499 0.25 N499
910 560 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.02 N533
1319 106 75 0 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.05 N533
1326 24 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.10 N533
868 407 151 74 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.15 N533
1032 168 248 52 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.20 N533
1101 24 375 0 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N533 0.25 N533
1398 72 29 1 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.02 N543
1326 99 74 1 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.05 N543
1350 0 150 0 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.10 N543
1193 82 225 0 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.15 N543
1154 46 294 6 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.20 N543
1020 105 366 9 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N543 0.25 N543
1449 21 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.02 N550
1406 19 74 1 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.05 N550
1329 21 142 8 0.1 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.10 N550
1265 10 218 7 0.15 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.15 N550
1181 19 292 8 0.2 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.20 N550
1115 10 368 7 0.25 1.0 pbphmm_en anomaly_case-recombination_suppression-N550 0.25 N550
1228 242 30 0 0.02 1.0 pbphmm_en anomaly_case-recombination_suppression-N555 0.02 N555
1345 80 3 72 0.05 1.0 pbphmm_en anomaly_case-recombination_suppression-N555 0.05 N555
