edge	TN	FP	FN	TP	p	r	type	method	change	X11	SUNIT	SIZE	NGEN	CLADE_SIZE	HEIGHT_NGEN	HEIGHT_EDGE	DEPTH_NGEN	DEPTH_EDGE	TOTAL_NGEN	CU	True	recall	precision	f1	acc	fpr	fnr	expanded	ilr	sc	cu_bin	p_bin
N188	1441	29	23	7	0.02	1	recombination_rate_change	BarycentricBins(6)+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	36	0.233333333333333	0.194444444444444	0.212121212121212	0.965333333333333	0.0197278911564626	0.766666666666667	TRUE	FALSE	TRUE	(1,Inf]	(0,0.05]
N188	973	302	208	17	0.15	1	recombination_rate_change	GaussianQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	319	0.0755555555555556	0.0532915360501567	0.0625	0.66	0.236862745098039	0.924444444444444	FALSE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1269	6	225	0	0.15	1	recombination_rate_change	PresentBP+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	6	0	0	0	0.846	0.00470588235294118	1	FALSE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1125	0	0	375	0.25	1	recombination_rate_change	PresentBP+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	375	1	1	1	1	0	0	TRUE	FALSE	FALSE	(1,Inf]	(0.15,0.25]
N188	1348	2	0	150	0.1	1	recombination_rate_change	Phlag	10x increase	1.05842137336731	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	152	1	0.986842105263158	0.993377483443709	0.998666666666667	0.00148148148148148	0	TRUE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1259	16	0	225	0.15	1	recombination_rate_change	KmeansQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	241	1	0.933609958506224	0.965665236051502	0.989333333333333	0.0125490196078431	0	FALSE	TRUE	FALSE	(1,Inf]	(0.05,0.15]
N188	1425	0	0	75	0.05	1	recombination_rate_change	BarycentricBins(6)+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	75	1	1	1	1	0	0	TRUE	FALSE	TRUE	(1,Inf]	(0,0.05]
N188	1275	0	0	225	0.15	1	recombination_rate_change	TopologyOrder+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	225	1	1	1	1	0	0	TRUE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1224	51	214	11	0.15	1	recombination_rate_change	KmeansQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	62	0.0488888888888889	0.17741935483871	0.0766550522648084	0.823333333333333	0.04	0.951111111111111	TRUE	TRUE	FALSE	(1,Inf]	(0.05,0.15]
N188	1308	162	26	4	0.02	1	recombination_rate_change	PresentBP+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	166	0.133333333333333	0.0240963855421687	0.0408163265306122	0.874666666666667	0.110204081632653	0.866666666666667	TRUE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1173	27	0	300	0.2	1	recombination_rate_change	PresentBP+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	327	1	0.91743119266055	0.956937799043062	0.982	0.0225	0	FALSE	FALSE	FALSE	(1,Inf]	(0.15,0.25]
N188	977	298	209	16	0.15	1	recombination_rate_change	BestTopology+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	314	0.0711111111111111	0.0509554140127389	0.0593692022263451	0.662	0.233725490196078	0.928888888888889	FALSE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1271	4	2	223	0.15	1	recombination_rate_change	Phlag	10x increase	1.15549647808075	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	227	0.991111111111111	0.982378854625551	0.986725663716814	0.996	0.00313725490196078	0.00888888888888889	FALSE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1054	416	0	30	0.02	1	recombination_rate_change	Phlag	10x increase	1.00864720344543	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	446	1	0.0672645739910314	0.126050420168067	0.722666666666667	0.282993197278912	0	FALSE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1275	0	0	225	0.15	1	recombination_rate_change	BestTopology+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	225	1	1	1	1	0	0	TRUE	FALSE	FALSE	(1,Inf]	(0.05,0.15]
N188	1124	346	30	0	0.02	1	recombination_rate_change	BestTopology+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	346	0	0	0	0.749333333333333	0.235374149659864	1	TRUE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1061	364	72	3	0.05	1	recombination_rate_change	PresentBP+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	367	0.04	0.00817438692098093	0.0135746606334842	0.709333333333333	0.255438596491228	0.96	FALSE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1377	93	21	9	0.02	1	recombination_rate_change	TopologyOrder+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	102	0.3	0.0882352941176471	0.136363636363636	0.924	0.063265306122449	0.7	TRUE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1117	8	375	0	0.25	1	recombination_rate_change	BarycentricBins(6)+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	8	0	0	0	0.744666666666667	0.00711111111111111	1	TRUE	FALSE	TRUE	(1,Inf]	(0.15,0.25]
N188	1115	355	29	1	0.02	1	recombination_rate_change	KmeansQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	356	0.0333333333333333	0.00280898876404494	0.00518134715025907	0.744	0.241496598639456	0.966666666666667	TRUE	TRUE	FALSE	(1,Inf]	(0,0.05]
N188	1125	0	2	373	0.25	1	recombination_rate_change	Phlag	10x increase	1.22316253185272	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	373	0.994666666666667	1	0.997326203208556	0.998666666666667	0	0.00533333333333333	FALSE	FALSE	FALSE	(1,Inf]	(0.15,0.25]
N188	1470	0	30	0	0.02	1	recombination_rate_change	TopologyOrder+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	0	0	NA	0	0.98	0	1	FALSE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1437	33	30	0	0.02	1	recombination_rate_change	GaussianQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	33	0	0	0	0.958	0.0224489795918367	1	TRUE	FALSE	FALSE	(1,Inf]	(0,0.05]
N188	1200	0	0	300	0.2	1	recombination_rate_change	TopologyOrder+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	300	1	1	1	1	0	0	TRUE	FALSE	FALSE	(1,Inf]	(0.15,0.25]
N188	1125	0	2	373	0.25	1	recombination_rate_change	KmeansQQS+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	373	0.994666666666667	1	0.997326203208556	0.998666666666667	0	0.00533333333333333	FALSE	TRUE	FALSE	(1,Inf]	(0.15,0.25]
N188	1200	0	1	299	0.2	1	recombination_rate_change	BestTopology+HMM	10x increase	647695.12195122	0.005127	264470.015614164	531109.9999999999	14	5069114	8	4761550	11	32187072	1.0041024854304	299	0.996666666666667	1	0.998330550918197	0.999333333333333	0	0.00333333333333333	TRUE	FALSE	FALSE	(1,Inf]	(0.15,0.25]
N202	777	573	84	66	0.1	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	639	0.44	0.103286384976526	0.167300380228137	0.562	0.424444444444444	0.56	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	960	510	17	13	0.02	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	523	0.433333333333333	0.0248565965583174	0.0470162748643761	0.648666666666667	0.346938775510204	0.566666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1179	21	297	3	0.2	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	24	0.01	0.125	0.0185185185185185	0.788	0.0175	0.99	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	964	161	310	65	0.25	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	226	0.173333333333333	0.287610619469027	0.21630615640599	0.686	0.143111111111111	0.826666666666667	TRUE	FALSE	TRUE	(0,0.1]	(0.15,0.25]
N202	792	408	197	103	0.2	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	511	0.343333333333333	0.201565557729941	0.254007398273736	0.596666666666667	0.34	0.656666666666667	FALSE	FALSE	TRUE	(0,0.1]	(0.15,0.25]
N202	728	397	253	122	0.25	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	519	0.325333333333333	0.235067437379576	0.272930648769575	0.566666666666667	0.352888888888889	0.674666666666667	FALSE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	1177	98	208	17	0.15	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	115	0.0755555555555556	0.147826086956522	0.1	0.796	0.0768627450980392	0.924444444444444	FALSE	FALSE	TRUE	(0,0.1]	(0.05,0.15]
N202	730	545	128	97	0.15	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	642	0.431111111111111	0.151090342679128	0.223760092272203	0.551333333333333	0.427450980392157	0.568888888888889	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1274	1	225	0	0.15	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	1	0	0	0	0.849333333333333	0.000784313725490196	1	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1000	275	175	50	0.15	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	325	0.222222222222222	0.153846153846154	0.181818181818182	0.7	0.215686274509804	0.777777777777778	FALSE	TRUE	FALSE	(0,0.1]	(0.05,0.15]
N202	740	385	257	118	0.25	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	503	0.314666666666667	0.234592445328032	0.26879271070615	0.572	0.342222222222222	0.685333333333333	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	850	620	13	17	0.02	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	637	0.566666666666667	0.0266875981161695	0.0509745127436282	0.578	0.421768707482993	0.433333333333333	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	890	460	104	46	0.1	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	506	0.306666666666667	0.0909090909090909	0.140243902439024	0.624	0.340740740740741	0.693333333333333	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	729	621	52	98	0.1	1	recombination_rate_change	Phlag	Supression	0.00671160360798239	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	719	0.653333333333333	0.136300417246175	0.225546605293441	0.551333333333333	0.46	0.346666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1447	23	30	0	0.02	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	23	0	0	0	0.964666666666667	0.0156462585034014	1	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	831	444	151	74	0.15	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	518	0.328888888888889	0.142857142857143	0.199192462987887	0.603333333333333	0.348235294117647	0.671111111111111	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	687	513	178	122	0.2	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	635	0.406666666666667	0.192125984251969	0.26096256684492	0.539333333333333	0.4275	0.593333333333333	FALSE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	802	398	209	91	0.2	1	recombination_rate_change	Phlag	Supression	1e-06	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	489	0.303333333333333	0.186094069529652	0.230671736375158	0.595333333333333	0.331666666666667	0.696666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	719	556	132	93	0.15	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	649	0.413333333333333	0.143297380585516	0.212814645308924	0.541333333333333	0.436078431372549	0.586666666666667	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1253	22	223	2	0.15	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	24	0.00888888888888889	0.0833333333333333	0.0160642570281124	0.836666666666667	0.0172549019607843	0.991111111111111	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1400	70	27	3	0.02	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	73	0.1	0.0410958904109589	0.058252427184466	0.935333333333333	0.0476190476190476	0.9	FALSE	FALSE	TRUE	(0,0.1]	(0,0.05]
N202	884	466	98	52	0.1	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	518	0.346666666666667	0.1003861003861	0.155688622754491	0.624	0.345185185185185	0.653333333333333	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1107	168	190	35	0.15	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	203	0.155555555555556	0.172413793103448	0.163551401869159	0.761333333333333	0.131764705882353	0.844444444444444	TRUE	FALSE	TRUE	(0,0.1]	(0.05,0.15]
N202	851	619	11	19	0.02	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	638	0.633333333333333	0.0297805642633229	0.0568862275449102	0.58	0.42108843537415	0.366666666666667	TRUE	TRUE	FALSE	(0,0.1]	(0,0.05]
N202	914	436	94	56	0.1	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	492	0.373333333333333	0.113821138211382	0.174454828660436	0.646666666666667	0.322962962962963	0.626666666666667	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1411	59	30	0	0.02	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	59	0	0	0	0.940666666666667	0.0401360544217687	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	616	509	215	160	0.25	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	669	0.426666666666667	0.239162929745889	0.306513409961686	0.517333333333333	0.452444444444444	0.573333333333333	TRUE	TRUE	FALSE	(0,0.1]	(0.15,0.25]
N202	865	605	20	10	0.02	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	615	0.333333333333333	0.016260162601626	0.0310077519379845	0.583333333333333	0.41156462585034	0.666666666666667	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	816	654	19	11	0.02	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	665	0.366666666666667	0.0165413533834586	0.0316546762589928	0.551333333333333	0.444897959183673	0.633333333333333	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1469	1	30	0	0.02	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	1	0	0	0	0.979333333333333	0.000680272108843537	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1111	14	375	0	0.25	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	14	0	0	0	0.740666666666667	0.0124444444444444	1	FALSE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	648	477	220	155	0.25	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	632	0.413333333333333	0.245253164556962	0.307845084409136	0.535333333333333	0.424	0.586666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	776	349	323	52	0.25	1	recombination_rate_change	Phlag	Supression	0.0214982852339744	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	401	0.138666666666667	0.129675810473815	0.134020618556701	0.552	0.310222222222222	0.861333333333333	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	821	304	269	106	0.25	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	410	0.282666666666667	0.258536585365854	0.270063694267516	0.618	0.270222222222222	0.717333333333333	FALSE	FALSE	TRUE	(0,0.1]	(0.15,0.25]
N202	1274	1	225	0	0.15	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	1	0	0	0	0.849333333333333	0.000784313725490196	1	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1413	12	75	0	0.05	1	recombination_rate_change	Phlag	Supression	0.00238416460342705	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	12	0	0	0	0.942	0.00842105263157895	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1353	72	68	7	0.05	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	79	0.0933333333333333	0.0886075949367089	0.0909090909090909	0.906666666666667	0.0505263157894737	0.906666666666667	FALSE	FALSE	TRUE	(0,0.1]	(0,0.05]
N202	916	554	2	28	0.02	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	582	0.933333333333333	0.0481099656357388	0.0915032679738562	0.629333333333333	0.37687074829932	0.0666666666666667	FALSE	TRUE	FALSE	(0,0.1]	(0,0.05]
N202	1401	24	75	0	0.05	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	24	0	0	0	0.934	0.0168421052631579	1	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1230	240	30	0	0.02	1	recombination_rate_change	Phlag	Supression	0.00120569404680281	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	240	0	0	0	0.82	0.163265306122449	1	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1470	0	30	0	0.02	1	recombination_rate_change	Phlag	Supression	0.00120569404680281	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	0	0	NA	0	0.98	0	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1275	0	225	0	0.15	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	0	0	NA	0	0.85	0	1	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1424	1	75	0	0.05	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	1	0	0	0	0.949333333333333	0.000701754385964912	1	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	885	540	41	34	0.05	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	574	0.453333333333333	0.0592334494773519	0.104776579352851	0.612666666666667	0.378947368421053	0.546666666666667	TRUE	TRUE	FALSE	(0,0.1]	(0,0.05]
N202	1330	20	150	0	0.1	1	recombination_rate_change	Phlag	Supression	0.00671160360798239	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	20	0	0	0	0.886666666666667	0.0148148148148148	1	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	800	625	45	30	0.05	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	655	0.4	0.0458015267175573	0.0821917808219178	0.553333333333333	0.43859649122807	0.6	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1110	15	370	5	0.25	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	20	0.0133333333333333	0.25	0.0253164556962025	0.743333333333333	0.0133333333333333	0.986666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	747	603	90	60	0.1	1	recombination_rate_change	GaussianQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	663	0.4	0.0904977375565611	0.14760147601476	0.538	0.446666666666667	0.6	FALSE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	1328	22	149	1	0.1	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	23	0.00666666666666667	0.0434782608695652	0.0115606936416185	0.886	0.0162962962962963	0.993333333333333	TRUE	FALSE	FALSE	(0,0.1]	(0.05,0.15]
N202	890	460	99	51	0.1	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	511	0.34	0.0998043052837573	0.154311649016641	0.627333333333333	0.340740740740741	0.66	FALSE	FALSE	TRUE	(0,0.1]	(0.05,0.15]
N202	1424	1	75	0	0.05	1	recombination_rate_change	PresentBP+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	1	0	0	0	0.949333333333333	0.000701754385964912	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1231	194	57	18	0.05	1	recombination_rate_change	BarycentricBins(6)+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	212	0.24	0.0849056603773585	0.125435540069686	0.832666666666667	0.136140350877193	0.76	TRUE	FALSE	TRUE	(0,0.1]	(0,0.05]
N202	1425	0	75	0	0.05	1	recombination_rate_change	TopologyOrder+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	0	0	NA	0	0.95	0	1	FALSE	FALSE	FALSE	(0,0.1]	(0,0.05]
N202	1153	197	108	42	0.1	1	recombination_rate_change	KmeansQQS+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	239	0.28	0.175732217573222	0.215938303341902	0.796666666666667	0.145925925925926	0.72	FALSE	TRUE	FALSE	(0,0.1]	(0.05,0.15]
N202	780	420	203	97	0.2	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	517	0.323333333333333	0.187620889748549	0.237454100367197	0.584666666666667	0.35	0.676666666666667	TRUE	FALSE	FALSE	(0,0.1]	(0.15,0.25]
N202	928	497	48	27	0.05	1	recombination_rate_change	BestTopology+HMM	Supression	130218.292682927	0.000931	7119693.18100355	106778.99999999999	3	6159091	3	3247242	10	14374521	0.00749884842544219	524	0.36	0.0515267175572519	0.0901502504173623	0.636666666666667	0.348771929824561	0.64	TRUE	FALSE	FALSE	(0,0.1]	(0,0.05]
