	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_rowi	Apteryx_australis	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Tympanuchus_cupido	Meleagris_gallopavo	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Apaloderma_vittatum	Trogon_melanurus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Mesitornis_unicolor	Leptosomus_discolor	Eurypyga_helias	Rhynochetos_jubatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Colius_striatus	Urocolius_indicus	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Piprites_chloris	Mionectes_macconnelli	Neopipo_cinnamomea	Tachuris_rubrigastra	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Lanius_ludovicianus	Paradisaea_raggiana	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Mohoua_ochrocephala	Struthidea_cinerea	Daphoenositta_chrysoptera	Oreocharis_arfaki	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Eulacestoma_nigropectus	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Oriolus_oriolus	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Urocynchramus_pylzowi	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Emberiza_fucata	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Alaudala_cheleensis	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Oxylabes_madagascariensis	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Hirundo_rustica	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Locustella_ochotensis	Panurus_biarmicus	Promerops_cafer	Regulus_satrapa	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Phaethon_lepturus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Opisthocomus_hoazin	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Podargus_strigoides	Gavia_stellata	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Fregata_magnificens	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Hydrobates_tethys	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana
Struthio_camelus	0	0.102836	0.09875	0.102765	0.102765	0.096709	0.102785	0.156743	0.145913	0.237501	0.211436	0.213563	0.217148	0.218553	0.224486	0.220383	0.216438	0.198585	0.200615	0.25276	0.234823	0.272798	0.299331	0.292923	0.299018	0.299004	0.329279	0.305271	0.298375	0.318098	0.35087	0.335187	0.332377	0.339536	0.332579	0.344182	0.331345	0.222063	0.242686	0.2577	0.309551	0.305267	0.288651	0.289285	0.287336	0.303289	0.310854	0.302193	0.282736	0.267272	0.314761	0.298799	0.259346	0.287568	0.250769	0.252766	0.327481	0.329096	0.252446	0.258702	0.23754	0.291772	0.332175	0.408752	0.394064	0.311995	0.293604	0.279018	0.329872	0.338182	0.326888	0.300633	0.292629	0.35176	0.331985	0.382882	0.379864	0.370406	0.366909	0.374878	0.381459	0.360085	0.25031	0.252389	0.237412	0.241476	0.247582	0.237399	0.2354	0.256633	0.256521	0.25046	0.330681	0.316488	0.311833	0.30563	0.316408	0.309746	0.349203	0.276434	0.274301	0.308315	0.310298	0.305514	0.309519	0.29257	0.305189	0.305245	0.303975	0.291357	0.311564	0.317047	0.322806	0.305254	0.331043	0.308183	0.32414	0.32203	0.312054	0.320501	0.311055	0.316294	0.323581	0.319278	0.310759	0.315056	0.326151	0.330794	0.312367	0.325037	0.316898	0.320227	0.322141	0.301427	0.33045	0.307332	0.295125	0.295126	0.295126	0.317777	0.324379	0.311665	0.316499	0.318282	0.321815	0.326059	0.32404	0.334305	0.319832	0.320704	0.301328	0.335529	0.318189	0.326689	0.324338	0.315844	0.322277	0.30524	0.303289	0.309529	0.317839	0.310115	0.322897	0.314424	0.335798	0.309696	0.309581	0.326205	0.356056	0.321507	0.32552	0.319374	0.33022	0.334672	0.346048	0.333741	0.329736	0.359754	0.340615	0.345486	0.338128	0.325623	0.355661	0.351308	0.347494	0.336193	0.337943	0.325279	0.325322	0.329268	0.335403	0.333363	0.350762	0.358125	0.353744	0.351636	0.347759	0.360568	0.341493	0.349675	0.349612	0.347711	0.353664	0.353863	0.359811	0.355767	0.349865	0.343381	0.360224	0.356125	0.315188	0.321308	0.329322	0.32343	0.323385	0.351357	0.335116	0.34091	0.334324	0.332368	0.349128	0.325934	0.327937	0.334241	0.321525	0.321578	0.342664	0.344431	0.342628	0.351021	0.337953	0.354772	0.333759	0.335641	0.328555	0.324271	0.324271	0.321476	0.348972	0.334258	0.329302	0.331366	0.337794	0.336398	0.352948	0.343871	0.348062	0.336623	0.34509	0.324219	0.369885	0.364524	0.31727	0.336407	0.346498	0.321339	0.323386	0.342642	0.325948	0.317444	0.317253	0.348137	0.335784	0.339705	0.331534	0.276776	0.262399	0.292293	0.254987	0.263467	0.275846	0.289925	0.295982	0.279134	0.306195	0.301826	0.293735	0.305199	0.302556	0.297229	0.28418	0.321279	0.309142	0.294515	0.29689	0.275132	0.284695	0.302361	0.265174	0.258951	0.246123	0.247909	0.247863	0.237766	0.250952	0.239433	0.26012	0.24966	0.28622	0.306422	0.279658	0.252396	0.279882	0.390888	0.242156	0.252997	0.256967	0.257264	0.236382	0.23232	0.238383	0.236344	0.250583	0.256729	0.244503	0.242466	0.248499	0.272393	0.244383	0.256551	0.275047	0.273348	0.22706	0.23948	0.250385	0.241818	0.244311	0.276031	0.281117	0.245778	0.279136	0.255221	0.262185	0.264114	0.264096	0.268118	0.268121	0.24189	0.223152	0.223234	0.229178	0.225091	0.235781	0.227432	0.257613	0.242212	0.258515	0.26745	0.246394	0.258695	0.271237	0.300286	0.284834	0.30067	0.305061	0.266919	0.326546	0.312078	0.315765	0.278205	0.253131	0.234206	0.244528
Casuarius_casuarius	0.102836	0	0.0243715	0.0570993	0.0570993	0.0510436	0.0571193	0.111077	0.100248	0.221076	0.195011	0.197138	0.200723	0.202128	0.208061	0.203958	0.200013	0.18216	0.184191	0.236335	0.218398	0.256373	0.282906	0.276498	0.282593	0.282579	0.312855	0.288846	0.28195	0.301673	0.334445	0.318763	0.315952	0.323111	0.316154	0.327757	0.31492	0.205638	0.226261	0.241275	0.293126	0.288842	0.272226	0.27286	0.270911	0.286864	0.294429	0.285768	0.266311	0.250848	0.298336	0.282374	0.242921	0.271144	0.234344	0.236341	0.311056	0.312671	0.236021	0.242277	0.221115	0.275347	0.31575	0.392327	0.377639	0.295571	0.277179	0.262593	0.313447	0.321757	0.310463	0.284208	0.276204	0.335335	0.31556	0.366457	0.363439	0.353981	0.350484	0.358453	0.365034	0.34366	0.233885	0.235965	0.220987	0.225051	0.231157	0.220974	0.218975	0.240208	0.240096	0.234035	0.314256	0.300063	0.295409	0.289205	0.299984	0.293321	0.332778	0.260009	0.257876	0.29189	0.293873	0.289089	0.293094	0.276145	0.288764	0.28882	0.287551	0.274932	0.29514	0.300623	0.306382	0.288829	0.314618	0.291758	0.307715	0.305605	0.295629	0.304076	0.29463	0.299869	0.307156	0.302853	0.294335	0.298631	0.309726	0.31437	0.295943	0.308612	0.300473	0.303802	0.305716	0.285002	0.314025	0.290907	0.278701	0.278702	0.278702	0.301352	0.307954	0.29524	0.300074	0.301857	0.30539	0.309634	0.307615	0.31788	0.303408	0.304279	0.284903	0.319105	0.301764	0.310264	0.307913	0.299419	0.305853	0.288815	0.286864	0.293104	0.301414	0.29369	0.306472	0.297999	0.319373	0.293272	0.293157	0.30978	0.339632	0.305082	0.309095	0.302949	0.313795	0.318247	0.329623	0.317316	0.313312	0.343329	0.32419	0.329061	0.321703	0.309199	0.339236	0.334884	0.331069	0.319768	0.321518	0.308855	0.308897	0.312843	0.318978	0.316938	0.334337	0.3417	0.337319	0.335211	0.331334	0.344143	0.325068	0.33325	0.333187	0.331286	0.337239	0.337438	0.343386	0.339342	0.33344	0.326956	0.343799	0.3397	0.298763	0.304883	0.312897	0.307005	0.30696	0.334932	0.318691	0.324485	0.317899	0.315943	0.332704	0.309509	0.311512	0.317816	0.3051	0.305153	0.326239	0.328006	0.326203	0.334597	0.321528	0.338347	0.317334	0.319217	0.31213	0.307846	0.307846	0.305052	0.332547	0.317833	0.312877	0.314941	0.321369	0.319973	0.336523	0.327446	0.331637	0.320198	0.328665	0.307795	0.35346	0.348099	0.300845	0.319982	0.330073	0.304914	0.306961	0.326217	0.309523	0.301019	0.300828	0.331712	0.31936	0.32328	0.315109	0.260352	0.245974	0.275868	0.238562	0.247042	0.259421	0.2735	0.279557	0.262709	0.289771	0.285401	0.27731	0.288774	0.286131	0.280804	0.267755	0.304855	0.292718	0.27809	0.280466	0.258707	0.26827	0.285937	0.24875	0.242526	0.229698	0.231484	0.231439	0.221341	0.234527	0.223008	0.243695	0.233235	0.269795	0.289997	0.263233	0.235971	0.263457	0.374463	0.225731	0.236572	0.240542	0.240839	0.219958	0.215895	0.221959	0.219919	0.234158	0.240304	0.228078	0.226042	0.232074	0.255968	0.227958	0.240127	0.258622	0.256923	0.210635	0.223055	0.23396	0.225394	0.227886	0.259606	0.264692	0.229353	0.262711	0.238796	0.24576	0.247689	0.247671	0.251693	0.251696	0.225465	0.206727	0.206809	0.212753	0.208666	0.219356	0.211008	0.241188	0.225787	0.24209	0.251025	0.229969	0.24227	0.254812	0.283862	0.268409	0.284245	0.288636	0.250494	0.310121	0.295653	0.299341	0.26178	0.236707	0.217781	0.228104
Dromaius_novaehollandiae	0.09875	0.0243715	0	0.0530129	0.0530129	0.0469572	0.0530329	0.106991	0.0961615	0.21699	0.190925	0.193052	0.196637	0.198042	0.203975	0.199872	0.195927	0.178074	0.180104	0.232249	0.214311	0.252287	0.278819	0.272412	0.278507	0.278493	0.308768	0.284759	0.277864	0.297587	0.330359	0.314676	0.311866	0.319024	0.312068	0.323671	0.310834	0.201551	0.222175	0.237189	0.28904	0.284755	0.268139	0.268774	0.266825	0.282778	0.290342	0.281682	0.262225	0.246761	0.29425	0.278288	0.238835	0.267057	0.230258	0.232255	0.30697	0.308584	0.231935	0.238191	0.217028	0.27126	0.311664	0.388241	0.373553	0.291484	0.273093	0.258507	0.309361	0.317671	0.306376	0.280121	0.272118	0.331248	0.311474	0.36237	0.359352	0.349895	0.346398	0.354367	0.360948	0.339573	0.229799	0.231878	0.216901	0.220965	0.227071	0.216888	0.214889	0.236121	0.23601	0.229948	0.31017	0.295977	0.291322	0.285118	0.295897	0.289235	0.328692	0.255923	0.25379	0.287804	0.289787	0.285002	0.289008	0.272059	0.284678	0.284734	0.283464	0.270845	0.291053	0.296536	0.302295	0.284742	0.310532	0.287671	0.303629	0.301519	0.291543	0.29999	0.290543	0.295783	0.30307	0.298767	0.290248	0.294544	0.30564	0.310283	0.291856	0.304526	0.296387	0.299715	0.301629	0.280916	0.309939	0.286821	0.274614	0.274615	0.274615	0.297266	0.303868	0.291154	0.295988	0.29777	0.301303	0.305548	0.303529	0.313793	0.299321	0.300193	0.280816	0.315018	0.297678	0.306177	0.303827	0.295333	0.301766	0.284728	0.282778	0.289018	0.297328	0.289604	0.302386	0.293913	0.315287	0.289185	0.28907	0.305694	0.335545	0.300996	0.305009	0.298862	0.309709	0.31416	0.325536	0.31323	0.309225	0.339243	0.320104	0.324975	0.317616	0.305112	0.33515	0.330797	0.326982	0.315682	0.317432	0.304768	0.304811	0.308757	0.314892	0.312851	0.330251	0.337613	0.333232	0.331124	0.327248	0.340057	0.320982	0.329164	0.3291	0.3272	0.333153	0.333352	0.3393	0.335255	0.329354	0.32287	0.339712	0.335613	0.294677	0.300796	0.308811	0.302918	0.302874	0.330845	0.314605	0.320398	0.313813	0.311856	0.328617	0.305423	0.307426	0.31373	0.301014	0.301067	0.322153	0.32392	0.322117	0.33051	0.317442	0.334261	0.313247	0.31513	0.308044	0.30376	0.30376	0.300965	0.328461	0.313747	0.30879	0.310855	0.317283	0.315887	0.332437	0.32336	0.327551	0.316112	0.324579	0.303708	0.349374	0.344012	0.296759	0.315896	0.325987	0.300828	0.302875	0.322131	0.305437	0.296933	0.296741	0.327625	0.315273	0.319193	0.311023	0.256265	0.241888	0.271782	0.234475	0.242955	0.255334	0.269414	0.27547	0.258623	0.285684	0.281315	0.273224	0.284688	0.282045	0.276718	0.263669	0.300768	0.288631	0.274004	0.276379	0.254621	0.264184	0.28185	0.244663	0.23844	0.225612	0.227398	0.227352	0.217255	0.230441	0.218922	0.239609	0.229149	0.265709	0.285911	0.259146	0.231885	0.259371	0.370377	0.221645	0.232486	0.236455	0.236752	0.215871	0.211809	0.217872	0.215833	0.230072	0.236218	0.223992	0.221955	0.227988	0.251882	0.223871	0.23604	0.254536	0.252836	0.206549	0.218968	0.229874	0.221307	0.223799	0.255519	0.260606	0.225267	0.258624	0.234709	0.241674	0.243603	0.243585	0.247606	0.247609	0.221379	0.20264	0.202723	0.208667	0.20458	0.21527	0.206921	0.237101	0.2217	0.238004	0.246938	0.225882	0.238183	0.250726	0.279775	0.264323	0.280159	0.284549	0.246408	0.306034	0.291566	0.295254	0.257694	0.23262	0.213695	0.224017
Apteryx_haastii	0.102765	0.0570993	0.0530129	0	2e-06	0.00605774	0.0121375	0.111001	0.100172	0.221005	0.19494	0.197067	0.200652	0.202057	0.20799	0.203886	0.199942	0.182089	0.184119	0.236264	0.218326	0.256302	0.282834	0.276426	0.282522	0.282507	0.312783	0.288774	0.281879	0.301602	0.334373	0.318691	0.315881	0.323039	0.316083	0.327686	0.314848	0.205566	0.226189	0.241203	0.293054	0.28877	0.272154	0.272789	0.27084	0.286793	0.294357	0.285696	0.26624	0.250776	0.298265	0.282302	0.24285	0.271072	0.234273	0.236269	0.310985	0.312599	0.23595	0.242206	0.221043	0.275275	0.315679	0.392255	0.377568	0.295499	0.277108	0.262521	0.313375	0.321685	0.310391	0.284136	0.276133	0.335263	0.315488	0.366385	0.363367	0.35391	0.350413	0.358382	0.364963	0.343588	0.233814	0.235893	0.220916	0.224979	0.231086	0.220903	0.218903	0.240136	0.240025	0.233963	0.314185	0.299992	0.295337	0.289133	0.299912	0.293249	0.332707	0.259938	0.257804	0.291818	0.293801	0.289017	0.293023	0.276073	0.288692	0.288749	0.287479	0.27486	0.295068	0.300551	0.30631	0.288757	0.314546	0.291686	0.307643	0.305533	0.295557	0.304005	0.294558	0.299797	0.307084	0.302782	0.294263	0.298559	0.309655	0.314298	0.295871	0.30854	0.300402	0.30373	0.305644	0.28493	0.313954	0.290835	0.278629	0.27863	0.27863	0.301281	0.307882	0.295168	0.300002	0.301785	0.305318	0.309563	0.307544	0.317808	0.303336	0.304208	0.284831	0.319033	0.301693	0.310192	0.307841	0.299347	0.305781	0.288743	0.286793	0.293033	0.301343	0.293618	0.306401	0.297928	0.319301	0.2932	0.293085	0.309708	0.33956	0.305011	0.309023	0.302877	0.313724	0.318175	0.329551	0.317245	0.31324	0.343257	0.324118	0.328989	0.321631	0.309127	0.339165	0.334812	0.330997	0.319696	0.321447	0.308783	0.308826	0.312771	0.318907	0.316866	0.334266	0.341628	0.337247	0.335139	0.331263	0.344072	0.324996	0.333178	0.333115	0.331214	0.337167	0.337367	0.343315	0.33927	0.333369	0.326885	0.343727	0.339628	0.298692	0.304811	0.312825	0.306933	0.306889	0.33486	0.318619	0.324413	0.317828	0.315871	0.332632	0.309437	0.311441	0.317745	0.305028	0.305081	0.326167	0.327934	0.326132	0.334525	0.321457	0.338276	0.317262	0.319145	0.312059	0.307775	0.307775	0.30498	0.332475	0.317762	0.312805	0.31487	0.321298	0.319902	0.336451	0.327374	0.331565	0.320126	0.328593	0.307723	0.353388	0.348027	0.300774	0.319911	0.330001	0.304842	0.306889	0.326145	0.309451	0.300948	0.300756	0.33164	0.319288	0.323208	0.315038	0.26028	0.245902	0.275796	0.23849	0.24697	0.259349	0.273429	0.279485	0.262638	0.289699	0.28533	0.277238	0.288703	0.28606	0.280732	0.267684	0.304783	0.292646	0.278018	0.280394	0.258635	0.268198	0.285865	0.248678	0.242455	0.229627	0.231413	0.231367	0.22127	0.234456	0.222937	0.243623	0.233164	0.269723	0.289925	0.263161	0.235899	0.263386	0.374391	0.225659	0.236501	0.24047	0.240767	0.219886	0.215823	0.221887	0.219848	0.234087	0.240232	0.228006	0.22597	0.232002	0.255896	0.227886	0.240055	0.258551	0.256851	0.210563	0.222983	0.233888	0.225322	0.227814	0.259534	0.26462	0.229281	0.262639	0.238724	0.245689	0.247618	0.247599	0.251621	0.251624	0.225393	0.206655	0.206737	0.212681	0.208594	0.219284	0.210936	0.241116	0.225715	0.242019	0.250953	0.229897	0.242198	0.25474	0.28379	0.268338	0.284173	0.288564	0.250422	0.310049	0.295581	0.299269	0.261709	0.236635	0.217709	0.228032
Apteryx_owenii	0.102765	0.0570993	0.0530129	2e-06	0	0.00605774	0.0121375	0.111001	0.100172	0.221005	0.19494	0.197067	0.200652	0.202057	0.20799	0.203886	0.199942	0.182089	0.184119	0.236264	0.218326	0.256302	0.282834	0.276426	0.282522	0.282507	0.312783	0.288774	0.281879	0.301602	0.334373	0.318691	0.315881	0.323039	0.316083	0.327686	0.314848	0.205566	0.226189	0.241203	0.293054	0.28877	0.272154	0.272789	0.27084	0.286793	0.294357	0.285696	0.26624	0.250776	0.298265	0.282302	0.24285	0.271072	0.234273	0.236269	0.310985	0.312599	0.23595	0.242206	0.221043	0.275275	0.315679	0.392255	0.377568	0.295499	0.277108	0.262521	0.313375	0.321685	0.310391	0.284136	0.276133	0.335263	0.315488	0.366385	0.363367	0.35391	0.350413	0.358382	0.364963	0.343588	0.233814	0.235893	0.220916	0.224979	0.231086	0.220903	0.218903	0.240136	0.240025	0.233963	0.314185	0.299992	0.295337	0.289133	0.299912	0.293249	0.332707	0.259938	0.257804	0.291818	0.293801	0.289017	0.293023	0.276073	0.288692	0.288749	0.287479	0.27486	0.295068	0.300551	0.30631	0.288757	0.314546	0.291686	0.307643	0.305533	0.295557	0.304005	0.294558	0.299797	0.307084	0.302782	0.294263	0.298559	0.309655	0.314298	0.295871	0.30854	0.300402	0.30373	0.305644	0.28493	0.313954	0.290835	0.278629	0.27863	0.27863	0.301281	0.307882	0.295168	0.300002	0.301785	0.305318	0.309563	0.307544	0.317808	0.303336	0.304208	0.284831	0.319033	0.301693	0.310192	0.307841	0.299347	0.305781	0.288743	0.286793	0.293033	0.301343	0.293618	0.306401	0.297928	0.319301	0.2932	0.293085	0.309708	0.33956	0.305011	0.309023	0.302877	0.313724	0.318175	0.329551	0.317245	0.31324	0.343257	0.324118	0.328989	0.321631	0.309127	0.339165	0.334812	0.330997	0.319696	0.321447	0.308783	0.308826	0.312771	0.318907	0.316866	0.334266	0.341628	0.337247	0.335139	0.331263	0.344072	0.324996	0.333178	0.333115	0.331214	0.337167	0.337367	0.343315	0.33927	0.333369	0.326885	0.343727	0.339628	0.298692	0.304811	0.312825	0.306933	0.306889	0.33486	0.318619	0.324413	0.317828	0.315871	0.332632	0.309437	0.311441	0.317745	0.305028	0.305081	0.326167	0.327934	0.326132	0.334525	0.321457	0.338276	0.317262	0.319145	0.312059	0.307775	0.307775	0.30498	0.332475	0.317762	0.312805	0.31487	0.321298	0.319902	0.336451	0.327374	0.331565	0.320126	0.328593	0.307723	0.353388	0.348027	0.300774	0.319911	0.330001	0.304842	0.306889	0.326145	0.309451	0.300948	0.300756	0.33164	0.319288	0.323208	0.315038	0.26028	0.245902	0.275796	0.23849	0.24697	0.259349	0.273429	0.279485	0.262638	0.289699	0.28533	0.277238	0.288703	0.28606	0.280732	0.267684	0.304783	0.292646	0.278018	0.280394	0.258635	0.268198	0.285865	0.248678	0.242455	0.229627	0.231413	0.231367	0.22127	0.234456	0.222937	0.243623	0.233164	0.269723	0.289925	0.263161	0.235899	0.263386	0.374391	0.225659	0.236501	0.24047	0.240767	0.219886	0.215823	0.221887	0.219848	0.234087	0.240232	0.228006	0.22597	0.232002	0.255896	0.227886	0.240055	0.258551	0.256851	0.210563	0.222983	0.233888	0.225322	0.227814	0.259534	0.26462	0.229281	0.262639	0.238724	0.245689	0.247618	0.247599	0.251621	0.251624	0.225393	0.206655	0.206737	0.212681	0.208594	0.219284	0.210936	0.241116	0.225715	0.242019	0.250953	0.229897	0.242198	0.25474	0.28379	0.268338	0.284173	0.288564	0.250422	0.310049	0.295581	0.299269	0.261709	0.236635	0.217709	0.228032
