	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Gavia_stellata	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Calidris_pugnax	Arenaria_interpres	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Rynchops_niger	Turnix_velox	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Colius_striatus	Urocolius_indicus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Smithornis_capensis	Calyptomena_viridis	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Grallaria_varia	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Piprites_chloris	Neopipo_cinnamomea	Tyrannus_savana	Tachuris_rubrigastra	Mionectes_macconnelli	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Ifrita_kowaldi	Paradisaea_raggiana	Myiagra_hebetior	Struthidea_cinerea	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Lanius_ludovicianus	Daphoenositta_chrysoptera	Ptilorrhoa_leucosticta	Mohoua_ochrocephala	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Rhagologus_leucostigma	Aleadryas_rufinucha	Eulacestoma_nigropectus	Oreocharis_arfaki	Falcunculus_frontatus	Pachycephala_philippinensis	Oriolus_oriolus	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Panurus_biarmicus	Sylvietta_virens	Cisticola_juncidis	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Leiothrix_lutea	Illadopsis_cleaveri	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Nicator_chloris	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Prunella_fulvescens	Prunella_himalayana	Peucedramus_taeniatus	Urocynchramus_pylzowi	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Setophaga_coronata	Setophaga_kirtlandii	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Elachura_formosa	Promerops_cafer	Callaeas_wilsoni	Notiomystis_cincta	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Apaloderma_vittatum	Trogon_melanurus	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Cariama_cristata	Chunga_burmeisteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Steatornis_caripensis	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Nyctibius_bracteatus	Nyctibius_grandis	Eurypyga_helias	Rhynochetos_jubatus	Phaethon_lepturus	Aptenodytes_forsteri	Pygoscelis_adeliae	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Thalassarche_chlororhynchos	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Opisthocomus_hoazin
Phoenicopterus_ruber	0	0.0973881	0.108324	0.173131	0.156895	0.135306	0.184085	0.212241	0.175582	0.226714	0.212612	0.188926	0.184054	0.191241	0.187339	0.171704	0.202371	0.180226	0.18422	0.15043	0.156677	0.176363	0.155641	0.146693	0.153518	0.136026	0.113149	0.119644	0.119374	0.1255	0.144619	0.16189	0.131998	0.141653	0.154077	0.135534	0.135534	0.145572	0.148945	0.186423	0.177363	0.125969	0.144557	0.142458	0.116941	0.132172	0.104581	0.110825	0.125069	0.133868	0.125077	0.153354	0.157583	0.166428	0.140902	0.139819	0.129717	0.164946	0.171006	0.125197	0.127229	0.118968	0.116922	0.116952	0.129292	0.123009	0.11898	0.114902	0.135507	0.253102	0.164211	0.145391	0.134472	0.136553	0.130322	0.179945	0.203922	0.20791	0.227659	0.222667	0.217251	0.234875	0.200293	0.199991	0.210719	0.208265	0.255431	0.225263	0.224622	0.237488	0.242055	0.236995	0.217773	0.251338	0.234404	0.23731	0.228496	0.221518	0.233516	0.175353	0.185692	0.20064	0.20067	0.207056	0.22184	0.227754	0.197934	0.226776	0.221473	0.230719	0.197192	0.17862	0.205726	0.199599	0.23231	0.22899	0.233064	0.224501	0.235092	0.22632	0.22551	0.220552	0.232915	0.248803	0.20985	0.22408	0.218011	0.218046	0.237093	0.207577	0.209757	0.20776	0.20776	0.230617	0.255176	0.208566	0.212178	0.240072	0.216535	0.216669	0.232789	0.23281	0.234895	0.239261	0.209693	0.220096	0.218311	0.20592	0.24857	0.224978	0.216482	0.212071	0.216458	0.199746	0.252655	0.242303	0.237937	0.280913	0.243512	0.249367	0.243085	0.255225	0.235928	0.228102	0.249177	0.25122	0.262461	0.247257	0.289719	0.257321	0.25279	0.250562	0.274497	0.233985	0.258525	0.246465	0.2527	0.255081	0.248564	0.246722	0.238114	0.237965	0.252691	0.266548	0.244892	0.261916	0.255645	0.263991	0.257297	0.262587	0.256708	0.243459	0.237063	0.237575	0.2265	0.222135	0.23684	0.235404	0.232125	0.246504	0.248758	0.242219	0.228116	0.249692	0.238735	0.241639	0.241254	0.219825	0.232307	0.253784	0.240225	0.238261	0.246742	0.248455	0.244405	0.242509	0.250917	0.254942	0.254356	0.248515	0.244182	0.272942	0.256141	0.263157	0.244212	0.252995	0.248377	0.239921	0.244152	0.256417	0.261074	0.264606	0.262628	0.242956	0.255973	0.253112	0.259538	0.244817	0.246812	0.250783	0.252739	0.25482	0.259053	0.267217	0.276532	0.2544	0.249042	0.248871	0.272303	0.248856	0.243036	0.261978	0.308368	0.214011	0.22376	0.208257	0.13902	0.130086	0.123084	0.112953	0.110951	0.116995	0.119027	0.245066	0.225926	0.253717	0.229525	0.241323	0.250201	0.250756	0.235854	0.248526	0.198417	0.205788	0.171833	0.166355	0.163642	0.257994	0.264081	0.224743	0.187771	0.181371	0.206263	0.226345	0.256039	0.228064	0.228086	0.113434	0.117695	0.145427	0.136481	0.138493	0.23561	0.218908	0.208075	0.18095	0.135966	0.140156	0.142043	0.183633	0.194216	0.185953	0.196117	0.181384	0.20823	0.206724	0.150742	0.140476	0.169087	0.188867	0.14956	0.105452	0.113746	0.141929	0.139194	0.125806	0.121757	0.15205	0.0964556	0.10866	0.0963324	0.0983754	0.0986241	0.109813	0.122336	0.167685
Podiceps_cristatus	0.0973881	0	0.0514493	0.198465	0.18223	0.160641	0.20942	0.237576	0.200917	0.252048	0.237946	0.214261	0.209389	0.216576	0.212674	0.197039	0.227706	0.205561	0.209555	0.175765	0.182012	0.201698	0.180976	0.172028	0.178853	0.161361	0.138483	0.144979	0.144709	0.150835	0.169954	0.187225	0.157332	0.166988	0.179412	0.160869	0.160868	0.170907	0.17428	0.211758	0.202697	0.151304	0.169892	0.167793	0.142275	0.157506	0.129915	0.13616	0.150404	0.159203	0.150412	0.178689	0.182918	0.191763	0.166237	0.165154	0.155052	0.190281	0.196341	0.150532	0.152564	0.144303	0.142257	0.142287	0.154627	0.148344	0.144315	0.140237	0.160842	0.278437	0.189545	0.170726	0.159807	0.161888	0.155657	0.20528	0.229257	0.233245	0.252993	0.248002	0.242585	0.26021	0.225628	0.225326	0.236054	0.2336	0.280766	0.250598	0.249956	0.262823	0.26739	0.26233	0.243108	0.276673	0.259739	0.262645	0.25383	0.246853	0.258851	0.200688	0.211026	0.225975	0.226005	0.232391	0.247174	0.253089	0.223269	0.252111	0.246808	0.256053	0.222527	0.203955	0.23106	0.224934	0.257645	0.254325	0.258399	0.249836	0.260426	0.251654	0.250845	0.245887	0.25825	0.274138	0.235185	0.249415	0.243346	0.243381	0.262428	0.232912	0.235092	0.233095	0.233095	0.255952	0.280511	0.233901	0.237513	0.265407	0.24187	0.242004	0.258123	0.258144	0.26023	0.264596	0.235027	0.245431	0.243645	0.231255	0.273905	0.250313	0.241817	0.237406	0.241792	0.22508	0.27799	0.267638	0.263272	0.306248	0.268847	0.274702	0.26842	0.28056	0.261263	0.253436	0.274512	0.276555	0.287796	0.272592	0.315054	0.282656	0.278125	0.275897	0.299832	0.25932	0.28386	0.2718	0.278035	0.280416	0.273899	0.272057	0.263449	0.2633	0.278026	0.291883	0.270227	0.287251	0.28098	0.289326	0.282631	0.287922	0.282043	0.268794	0.262397	0.26291	0.251835	0.24747	0.262174	0.260739	0.25746	0.271839	0.274093	0.267554	0.253451	0.275027	0.26407	0.266973	0.266589	0.24516	0.257642	0.279119	0.265559	0.263596	0.272077	0.27379	0.269739	0.267844	0.276251	0.280277	0.279691	0.27385	0.269517	0.298277	0.281476	0.288492	0.269547	0.27833	0.273712	0.265256	0.269487	0.281752	0.286409	0.289941	0.287963	0.268291	0.281307	0.278447	0.284873	0.270152	0.272147	0.276117	0.278073	0.280155	0.284388	0.292552	0.301867	0.279735	0.274377	0.274206	0.297638	0.274191	0.268371	0.287313	0.333703	0.239346	0.249094	0.233592	0.164355	0.155421	0.148419	0.138288	0.136286	0.14233	0.144362	0.270401	0.251261	0.279051	0.254859	0.266658	0.275536	0.276091	0.261189	0.273861	0.223751	0.231123	0.197168	0.19169	0.188977	0.283328	0.289416	0.250078	0.213105	0.206705	0.231598	0.25168	0.281374	0.253398	0.253421	0.138769	0.14303	0.170761	0.161816	0.163828	0.260945	0.244242	0.23341	0.206285	0.161301	0.16549	0.167377	0.208968	0.219551	0.211288	0.221452	0.206718	0.233565	0.232058	0.176077	0.165811	0.194421	0.214202	0.174895	0.130787	0.139081	0.167264	0.164529	0.15114	0.147092	0.177385	0.12179	0.133995	0.121667	0.12371	0.123959	0.135148	0.147671	0.193019
Podilymbus_podiceps	0.108324	0.0514493	0	0.209401	0.193166	0.171576	0.220356	0.248511	0.211853	0.262984	0.248882	0.225197	0.220325	0.227512	0.22361	0.207975	0.238641	0.216497	0.220491	0.186701	0.192948	0.212633	0.191911	0.182964	0.189789	0.172297	0.149419	0.155915	0.155645	0.161771	0.18089	0.198161	0.168268	0.177924	0.190348	0.171805	0.171804	0.181843	0.185216	0.222694	0.213633	0.16224	0.180828	0.178729	0.153211	0.168442	0.140851	0.147096	0.16134	0.170138	0.161348	0.189625	0.193854	0.202699	0.177173	0.17609	0.165988	0.201217	0.207277	0.161468	0.163499	0.155239	0.153193	0.153223	0.165562	0.15928	0.155251	0.151173	0.171778	0.289373	0.200481	0.181662	0.170743	0.172823	0.166592	0.216216	0.240193	0.244181	0.263929	0.258938	0.253521	0.271146	0.236564	0.236262	0.24699	0.244536	0.291702	0.261534	0.260892	0.273759	0.278326	0.273266	0.254044	0.287609	0.270675	0.273581	0.264766	0.257788	0.269786	0.211624	0.221962	0.236911	0.23694	0.243327	0.25811	0.264025	0.234204	0.263047	0.257744	0.266989	0.233462	0.214891	0.241996	0.235869	0.268581	0.265261	0.269335	0.260772	0.271362	0.26259	0.261781	0.256823	0.269186	0.285074	0.246121	0.260351	0.254282	0.254317	0.273364	0.243847	0.246028	0.244031	0.244031	0.266888	0.291447	0.244837	0.248449	0.276343	0.252806	0.25294	0.269059	0.26908	0.271165	0.275532	0.245963	0.256367	0.254581	0.242191	0.284841	0.261249	0.252753	0.248341	0.252728	0.236016	0.288926	0.278573	0.274208	0.317184	0.279782	0.285638	0.279356	0.291495	0.272199	0.264372	0.285448	0.287491	0.298732	0.283528	0.325989	0.293592	0.289061	0.286833	0.310768	0.270256	0.294796	0.282736	0.288971	0.291351	0.284835	0.282993	0.274384	0.274236	0.288962	0.302818	0.281163	0.298187	0.291916	0.300262	0.293567	0.298858	0.292979	0.27973	0.273333	0.273846	0.26277	0.258406	0.27311	0.271675	0.268396	0.282774	0.285029	0.27849	0.264387	0.285963	0.275006	0.277909	0.277525	0.256095	0.268578	0.290054	0.276495	0.274532	0.283012	0.284726	0.280675	0.27878	0.287187	0.291213	0.290627	0.284786	0.280453	0.309212	0.292412	0.299428	0.280483	0.289265	0.284648	0.276192	0.280423	0.292688	0.297345	0.300877	0.298898	0.279227	0.292243	0.289382	0.295809	0.281087	0.283083	0.287053	0.289009	0.291091	0.295324	0.303488	0.312803	0.290671	0.285313	0.285142	0.308574	0.285127	0.279307	0.298248	0.344638	0.250282	0.26003	0.244528	0.175291	0.166356	0.159354	0.149224	0.147222	0.153266	0.155298	0.281337	0.262197	0.289987	0.265795	0.277593	0.286472	0.287027	0.272125	0.284797	0.234687	0.242058	0.208104	0.202626	0.199913	0.294264	0.300352	0.261014	0.224041	0.217641	0.242534	0.262616	0.29231	0.264334	0.264357	0.149705	0.153966	0.181697	0.172751	0.174764	0.27188	0.255178	0.244346	0.217221	0.172237	0.176426	0.178313	0.219904	0.230487	0.222224	0.232388	0.217654	0.244501	0.242994	0.187012	0.176746	0.205357	0.225138	0.185831	0.141722	0.150017	0.1782	0.175465	0.162076	0.158028	0.188321	0.132726	0.144931	0.132603	0.134646	0.134895	0.146084	0.158607	0.203955
Mesitornis_unicolor	0.173131	0.198465	0.209401	0	0.215305	0.193715	0.242495	0.274422	0.237764	0.288895	0.274793	0.251108	0.246235	0.253422	0.253392	0.237757	0.268424	0.246279	0.250273	0.216483	0.22273	0.242416	0.221694	0.212746	0.219571	0.202079	0.179202	0.185697	0.185427	0.191553	0.210672	0.227943	0.198051	0.207706	0.22013	0.201587	0.201587	0.211625	0.214998	0.252476	0.243416	0.192022	0.21061	0.208511	0.182994	0.198225	0.170634	0.176878	0.191122	0.199921	0.19113	0.219407	0.223636	0.232481	0.206955	0.205872	0.19577	0.230999	0.237059	0.19125	0.193282	0.185021	0.182975	0.183005	0.195345	0.189062	0.185033	0.180955	0.20156	0.319155	0.230264	0.211444	0.200525	0.202606	0.196375	0.245998	0.269975	0.273964	0.293712	0.28872	0.283304	0.300928	0.266346	0.266044	0.276772	0.274318	0.321484	0.291316	0.290675	0.303541	0.308108	0.303048	0.283826	0.317391	0.300457	0.303363	0.294549	0.287571	0.299569	0.241406	0.251745	0.266693	0.266723	0.273109	0.287893	0.293807	0.263987	0.292829	0.287526	0.296772	0.263245	0.244673	0.271779	0.265652	0.298363	0.295043	0.299117	0.290554	0.301145	0.292373	0.291563	0.286605	0.298968	0.314856	0.275903	0.290133	0.284064	0.284099	0.303146	0.27363	0.27581	0.273813	0.273813	0.29667	0.321229	0.274619	0.278231	0.306125	0.282588	0.282722	0.298842	0.298863	0.300948	0.305314	0.275746	0.286149	0.284364	0.271973	0.314623	0.291031	0.282535	0.278124	0.282511	0.265799	0.318708	0.308356	0.30399	0.346966	0.309565	0.31542	0.309138	0.321278	0.301981	0.294155	0.31523	0.317273	0.328514	0.31331	0.355772	0.323374	0.318843	0.316615	0.34055	0.300038	0.324578	0.312519	0.318753	0.321134	0.314617	0.312775	0.304167	0.304018	0.318744	0.332601	0.310945	0.327969	0.321698	0.330044	0.32335	0.32864	0.322761	0.309512	0.303116	0.303628	0.292553	0.288188	0.302893	0.301458	0.298178	0.312557	0.314811	0.308272	0.294169	0.315745	0.304788	0.307692	0.307307	0.285878	0.298361	0.319837	0.306278	0.304314	0.312795	0.314508	0.310458	0.308562	0.31697	0.320995	0.320409	0.314568	0.310235	0.338995	0.322195	0.32921	0.310265	0.319048	0.31443	0.305974	0.310205	0.32247	0.327127	0.330659	0.328681	0.309009	0.322026	0.319165	0.325591	0.31087	0.312865	0.316836	0.318792	0.320873	0.325106	0.33327	0.342585	0.320453	0.315095	0.314924	0.338356	0.314909	0.309089	0.328031	0.374421	0.280064	0.289813	0.27431	0.205073	0.196139	0.189137	0.179006	0.177004	0.183048	0.18508	0.311119	0.291979	0.31977	0.295578	0.307376	0.316254	0.316809	0.301907	0.314579	0.26447	0.271841	0.237887	0.232408	0.229695	0.324047	0.330134	0.290796	0.253824	0.247424	0.272317	0.292398	0.322092	0.294117	0.294139	0.179487	0.183748	0.21148	0.202534	0.204546	0.301663	0.284961	0.274128	0.247003	0.202019	0.206209	0.208096	0.249686	0.260269	0.252006	0.26217	0.247437	0.274283	0.272777	0.216795	0.206529	0.23514	0.25492	0.215613	0.171505	0.179799	0.207982	0.205247	0.191859	0.18781	0.218103	0.162509	0.174713	0.162385	0.164428	0.164677	0.175866	0.188389	0.234652
Pterocles_burchelli	0.156895	0.18223	0.193166	0.215305	0	0.0775331	0.126313	0.258186	0.221528	0.272659	0.258557	0.234872	0.229999	0.237187	0.237157	0.221522	0.252188	0.230043	0.234037	0.200248	0.206495	0.22618	0.205458	0.196511	0.203336	0.185844	0.162966	0.169461	0.169192	0.175318	0.194437	0.211708	0.181815	0.19147	0.203895	0.185352	0.185351	0.19539	0.198762	0.236241	0.22718	0.175786	0.194374	0.192275	0.166758	0.181989	0.154398	0.160643	0.174887	0.183685	0.174894	0.203172	0.207401	0.216246	0.19072	0.189637	0.179534	0.214763	0.220823	0.175014	0.177046	0.168785	0.166739	0.166769	0.179109	0.172826	0.168797	0.16472	0.185325	0.302919	0.214028	0.195209	0.18429	0.18637	0.180139	0.229763	0.253739	0.257728	0.277476	0.272484	0.267068	0.284693	0.250111	0.249809	0.260536	0.258082	0.305249	0.27508	0.274439	0.287305	0.291872	0.286812	0.26759	0.301155	0.284222	0.287128	0.278313	0.271335	0.283333	0.22517	0.235509	0.250458	0.250487	0.256873	0.271657	0.277571	0.247751	0.276593	0.27129	0.280536	0.247009	0.228437	0.255543	0.249416	0.282128	0.278808	0.282882	0.274319	0.284909	0.276137	0.275328	0.27037	0.282733	0.29862	0.259667	0.273897	0.267828	0.267864	0.286911	0.257394	0.259574	0.257578	0.257578	0.280435	0.304993	0.258383	0.261996	0.289889	0.266353	0.266486	0.282606	0.282627	0.284712	0.289079	0.25951	0.269913	0.268128	0.255737	0.298388	0.274796	0.2663	0.261888	0.266275	0.249563	0.302473	0.29212	0.287754	0.33073	0.293329	0.299185	0.292903	0.305042	0.285745	0.277919	0.298995	0.301037	0.312279	0.297075	0.339536	0.307139	0.302607	0.30038	0.324315	0.283802	0.308343	0.296283	0.302518	0.304898	0.298382	0.29654	0.287931	0.287783	0.302509	0.316365	0.294709	0.311734	0.305462	0.313809	0.307114	0.312404	0.306526	0.293277	0.28688	0.287393	0.276317	0.271953	0.286657	0.285222	0.281943	0.296321	0.298575	0.292037	0.277933	0.299509	0.288552	0.291456	0.291072	0.269642	0.282125	0.303601	0.290042	0.288079	0.296559	0.298273	0.294222	0.292327	0.300734	0.304759	0.304174	0.298333	0.294	0.322759	0.305959	0.312974	0.294029	0.302812	0.298195	0.289739	0.293969	0.306234	0.310892	0.314424	0.312445	0.292773	0.30579	0.302929	0.309356	0.294634	0.29663	0.3006	0.302556	0.304637	0.30887	0.317035	0.32635	0.304218	0.29886	0.298688	0.322121	0.298673	0.292853	0.311795	0.358185	0.263828	0.273577	0.258075	0.188837	0.179903	0.172901	0.162771	0.160768	0.166813	0.168844	0.294883	0.275744	0.303534	0.279342	0.29114	0.300019	0.300573	0.285672	0.298343	0.248234	0.255605	0.221651	0.216172	0.21346	0.307811	0.313899	0.27456	0.237588	0.231188	0.256081	0.276162	0.305857	0.277881	0.277904	0.163252	0.167512	0.195244	0.186298	0.18831	0.285427	0.268725	0.257893	0.230768	0.185784	0.189973	0.19186	0.233451	0.244034	0.23577	0.245935	0.231201	0.258047	0.256541	0.200559	0.190293	0.218904	0.238684	0.199378	0.155269	0.163563	0.191747	0.189012	0.175623	0.171575	0.201868	0.146273	0.158477	0.14615	0.148193	0.148442	0.159631	0.172154	0.218417
Pterocles_gutturalis	0.135306	0.160641	0.171576	0.193715	0.0775331	0	0.0646493	0.236597	0.199939	0.25107	0.236968	0.213283	0.20841	0.215597	0.215567	0.199932	0.230599	0.208454	0.212448	0.178658	0.184905	0.204591	0.183869	0.174921	0.181747	0.164255	0.141377	0.147872	0.147602	0.153728	0.172847	0.190118	0.160226	0.169881	0.182305	0.163762	0.163762	0.1738	0.177173	0.214651	0.205591	0.154197	0.172785	0.170686	0.145169	0.1604	0.132809	0.139053	0.153297	0.162096	0.153305	0.181582	0.185811	0.194656	0.16913	0.168047	0.157945	0.193174	0.199234	0.153425	0.155457	0.147196	0.14515	0.14518	0.15752	0.151237	0.147208	0.14313	0.163735	0.28133	0.192439	0.173619	0.1627	0.164781	0.15855	0.208173	0.23215	0.236139	0.255887	0.250895	0.245479	0.263103	0.228521	0.228219	0.238947	0.236493	0.283659	0.253491	0.25285	0.265716	0.270283	0.265223	0.246001	0.279566	0.262632	0.265538	0.256724	0.249746	0.261744	0.203581	0.21392	0.228869	0.228898	0.235284	0.250068	0.255982	0.226162	0.255004	0.249701	0.258947	0.22542	0.206848	0.233954	0.227827	0.260538	0.257218	0.261292	0.252729	0.26332	0.254548	0.253738	0.24878	0.261143	0.277031	0.238078	0.252308	0.246239	0.246274	0.265321	0.235805	0.237985	0.235988	0.235988	0.258845	0.283404	0.236794	0.240406	0.2683	0.244763	0.244897	0.261017	0.261038	0.263123	0.267489	0.237921	0.248324	0.246539	0.234148	0.276798	0.253206	0.24471	0.240299	0.244686	0.227974	0.280884	0.270531	0.266165	0.309141	0.27174	0.277595	0.271313	0.283453	0.264156	0.25633	0.277405	0.279448	0.290689	0.275485	0.317947	0.285549	0.281018	0.27879	0.302725	0.262213	0.286753	0.274694	0.280928	0.283309	0.276792	0.27495	0.266342	0.266193	0.280919	0.294776	0.27312	0.290144	0.283873	0.292219	0.285525	0.290815	0.284936	0.271687	0.265291	0.265803	0.254728	0.250363	0.265068	0.263633	0.260353	0.274732	0.276986	0.270447	0.256344	0.27792	0.266963	0.269867	0.269482	0.248053	0.260536	0.282012	0.268453	0.266489	0.27497	0.276683	0.272633	0.270737	0.279145	0.28317	0.282584	0.276743	0.27241	0.30117	0.28437	0.291385	0.27244	0.281223	0.276605	0.268149	0.27238	0.284645	0.289302	0.292834	0.290856	0.271184	0.284201	0.28134	0.287766	0.273045	0.27504	0.279011	0.280967	0.283048	0.287281	0.295445	0.30476	0.282628	0.27727	0.277099	0.300531	0.277084	0.271264	0.290206	0.336596	0.242239	0.251988	0.236485	0.167248	0.158314	0.151312	0.141181	0.139179	0.145223	0.147255	0.273294	0.254154	0.281945	0.257753	0.269551	0.278429	0.278984	0.264082	0.276754	0.226645	0.234016	0.200062	0.194583	0.19187	0.286222	0.292309	0.252971	0.215999	0.209599	0.234492	0.254573	0.284267	0.256292	0.256314	0.141663	0.145923	0.173655	0.164709	0.166721	0.263838	0.247136	0.236303	0.209178	0.164194	0.168384	0.170271	0.211861	0.222444	0.214181	0.224345	0.209612	0.236458	0.234952	0.17897	0.168704	0.197315	0.217095	0.177788	0.13368	0.141974	0.170157	0.167422	0.154034	0.149985	0.180278	0.124684	0.136888	0.12456	0.126603	0.126852	0.138041	0.150564	0.196827
