	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Coturnix_japonica	Phoenicopterus_ruber	Mesitornis_unicolor	Pterocles_burchelli	Syrrhaptes_paradoxus	Pterocles_gutturalis	Podiceps_cristatus	Podilymbus_podiceps	Opisthocomus_hoazin	Gavia_stellata	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Eurypyga_helias	Rhynochetos_jubatus	Colius_striatus	Urocolius_indicus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Pardalotus_punctatus	Origma_solitaria	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Rhagologus_leucostigma	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Daphoenositta_chrysoptera	Chaetorhynchus_papuensis	Myiagra_hebetior	Rhipidura_dahli	Oreocharis_arfaki	Aleadryas_rufinucha	Falcunculus_frontatus	Oriolus_oriolus	Pachycephala_philippinensis	Dicrurus_megarhynchus	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Paradisaea_raggiana	Mohoua_ochrocephala	Cnemophilus_loriae	Drymodes_brunneopygia	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Elachura_formosa	Dicaeum_eximium	Leptocoma_aspasia	Alaudala_cheleensis	Panurus_biarmicus	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Phylloscopus_trochilus	Rhadina_sibilatrix	Hirundo_rustica	Brachypodius_atriceps	Pycnonotus_jocosus	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Locustella_ochotensis	Donacobius_atricapilla	Oxylabes_madagascariensis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvietta_virens	Nicator_chloris	Irena_cyanogastra	Peucedramus_taeniatus	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Promerops_cafer	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Motacilla_alba	Passer_domesticus	Hypocryptadius_cinnamomeus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Setophaga_coronata	Setophaga_kirtlandii	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Calcarius_ornatus	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Melanocharis_versteri	Notiomystis_cincta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Formicarius_rufipectus	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Onychorhynchus_coronatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Leptosomus_discolor	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Podargus_strigoides	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_auritus	Phalacrocorax_harrisi	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Tyto_alba	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Apaloderma_vittatum	Trogon_melanurus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Phaethon_lepturus	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Spizaetus_tyrannus	Cariama_cristata	Chunga_burmeisteri	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari
Struthio_camelus	0	0.103972	0.118552	0.118641	0.118639	0.105328	0.107326	0.103276	0.105276	0.184076	0.183778	0.185685	0.189952	0.188	0.189977	0.192	0.177873	0.171884	0.173889	0.181323	0.181181	0.185198	0.204021	0.201953	0.201953	0.199512	0.209303	0.257638	0.216311	0.241622	0.236867	0.224571	0.222533	0.230573	0.238473	0.239971	0.2288	0.165862	0.200272	0.187922	0.214589	0.183458	0.16183	0.169928	0.212106	0.157488	0.180666	0.182017	0.173672	0.214246	0.21136	0.212905	0.192994	0.165328	0.161005	0.171279	0.222436	0.207503	0.233337	0.233427	0.173805	0.16951	0.167504	0.196377	0.196572	0.199584	0.20971	0.218547	0.212516	0.207583	0.194432	0.198476	0.218744	0.19702	0.255385	0.237898	0.212449	0.227091	0.220746	0.226949	0.218631	0.222673	0.237189	0.224713	0.234983	0.241474	0.216641	0.216555	0.233345	0.23646	0.228151	0.214756	0.225249	0.216882	0.233501	0.229426	0.216581	0.229296	0.208403	0.225078	0.218906	0.216812	0.214621	0.202341	0.206359	0.20838	0.20838	0.202326	0.21675	0.204373	0.210444	0.231147	0.212538	0.218674	0.224951	0.247763	0.234805	0.243067	0.230833	0.256127	0.23294	0.232881	0.251452	0.241291	0.251643	0.24508	0.244988	0.238632	0.226529	0.266513	0.26179	0.243069	0.245267	0.25756	0.251331	0.238733	0.23667	0.246984	0.253159	0.257502	0.246919	0.244757	0.238636	0.255121	0.257214	0.24696	0.255128	0.252971	0.25498	0.249348	0.237114	0.235027	0.245457	0.237112	0.250287	0.249236	0.247437	0.253639	0.226641	0.234701	0.249298	0.236777	0.230587	0.23059	0.266801	0.249385	0.230653	0.232753	0.243053	0.230628	0.236712	0.232673	0.224595	0.245116	0.230785	0.247099	0.24299	0.240911	0.238868	0.238976	0.241085	0.224732	0.238911	0.232797	0.234805	0.236833	0.238857	0.255415	0.251102	0.257134	0.255146	0.252982	0.249022	0.255298	0.253008	0.267519	0.251112	0.242843	0.242845	0.246877	0.248973	0.271612	0.262147	0.257538	0.244963	0.237603	0.237666	0.234962	0.243363	0.260202	0.249485	0.251745	0.218692	0.222862	0.214717	0.210587	0.218893	0.240686	0.223965	0.212865	0.210226	0.244436	0.217386	0.210701	0.219208	0.221367	0.210403	0.21654	0.220703	0.216457	0.234709	0.1901	0.186001	0.208684	0.221804	0.194149	0.192207	0.194043	0.200291	0.204537	0.208627	0.198244	0.182724	0.190263	0.179734	0.185959	0.177774	0.188064	0.205802	0.20073	0.204877	0.202392	0.195677	0.176076	0.1698	0.174982	0.173284	0.181382	0.165033	0.178167	0.181232	0.185617	0.185839	0.17326	0.187241	0.188331	0.167111	0.169094	0.189805	0.171547	0.17758	0.15896	0.165021	0.15494	0.15494	0.161083	0.173707	0.163517	0.181617	0.203347	0.193216	0.262832	0.276967	0.229184	0.198088	0.183542	0.220011	0.202911	0.243622	0.200676	0.213899	0.218653	0.209567	0.236152	0.233018	0.263719	0.249473	0.244372	0.243968	0.25473	0.213283	0.21782	0.171863	0.171445	0.169373	0.165776	0.178373	0.173064	0.173064	0.161076	0.1778	0.169123	0.160748	0.162757	0.15476	0.154759	0.154745	0.157101	0.157064	0.227579	0.190394	0.248702	0.227409	0.188341	0.196194	0.205284	0.152865	0.175797	0.18419	0.173191	0.175223	0.18331	0.201996	0.197568	0.20205	0.199874	0.206337	0.270845	0.187637	0.181244	0.187507	0.183	0.166885	0.166896	0.168892	0.1609	0.16893	0.166936	0.156904	0.158895	0.158893	0.158958	0.173562	0.15286	0.163127	0.173837	0.192416	0.180236	0.177397	0.196183	0.142038	0.163726	0.163642
Casuarius_casuarius	0.103972	0	0.0265432	0.0385338	0.0385318	0.0405754	0.0425738	0.0385235	0.0405239	0.140403	0.140105	0.142012	0.146279	0.144327	0.146304	0.148327	0.1342	0.128211	0.130216	0.171411	0.17127	0.175287	0.19411	0.192041	0.192041	0.1896	0.199391	0.247727	0.206399	0.231711	0.226956	0.21466	0.212622	0.220662	0.228561	0.230059	0.218889	0.155951	0.190361	0.178011	0.204677	0.173547	0.151918	0.160017	0.202195	0.147577	0.170754	0.172106	0.163761	0.204335	0.201449	0.202994	0.183082	0.155416	0.151093	0.161368	0.212524	0.197591	0.223426	0.223515	0.163894	0.159598	0.157592	0.186465	0.18666	0.189673	0.199799	0.208636	0.202604	0.197671	0.184521	0.188565	0.208832	0.187108	0.245473	0.227986	0.202538	0.21718	0.210834	0.217038	0.20872	0.212762	0.227278	0.214802	0.225071	0.231562	0.20673	0.206644	0.223434	0.226549	0.21824	0.204844	0.215338	0.206971	0.22359	0.219515	0.20667	0.219384	0.198492	0.215166	0.208995	0.206901	0.204709	0.19243	0.196448	0.198468	0.198468	0.192415	0.206839	0.194461	0.200533	0.221236	0.202626	0.208763	0.21504	0.237851	0.224894	0.233155	0.220921	0.246216	0.223028	0.22297	0.241541	0.23138	0.241732	0.235169	0.235076	0.228721	0.216618	0.256601	0.251878	0.233158	0.235356	0.247648	0.24142	0.228821	0.226758	0.237072	0.243247	0.247591	0.237008	0.234845	0.228725	0.24521	0.247303	0.237048	0.245217	0.24306	0.245069	0.239437	0.227203	0.225116	0.235546	0.2272	0.240376	0.239325	0.237526	0.243727	0.21673	0.22479	0.239387	0.226866	0.220676	0.220678	0.25689	0.239473	0.220741	0.222842	0.233141	0.220716	0.226801	0.222761	0.214684	0.235204	0.220874	0.237188	0.233079	0.230999	0.228957	0.229064	0.231174	0.214821	0.229	0.222886	0.224894	0.226922	0.228946	0.245504	0.241191	0.247222	0.245235	0.243071	0.23911	0.245387	0.243096	0.257608	0.241201	0.232932	0.232934	0.236966	0.239062	0.261701	0.252235	0.247627	0.235052	0.227691	0.227755	0.225051	0.233451	0.250291	0.239573	0.241834	0.208781	0.212951	0.204805	0.200676	0.208982	0.230774	0.214054	0.202954	0.200315	0.234525	0.207474	0.20079	0.209297	0.211456	0.200492	0.206629	0.210792	0.206546	0.224798	0.180188	0.176089	0.198772	0.211892	0.184237	0.182296	0.184132	0.19038	0.194626	0.198715	0.188333	0.172813	0.180351	0.169822	0.176047	0.167862	0.178152	0.19589	0.190819	0.194966	0.192481	0.185766	0.166165	0.159889	0.165071	0.163372	0.17147	0.155121	0.168255	0.171321	0.175706	0.175927	0.163348	0.17733	0.17842	0.1572	0.159183	0.179894	0.161636	0.167668	0.149048	0.155109	0.145029	0.145028	0.151172	0.163796	0.153605	0.171706	0.193435	0.183305	0.252921	0.267056	0.219273	0.188177	0.17363	0.2101	0.193	0.233711	0.190765	0.203988	0.208742	0.199656	0.226241	0.223107	0.253807	0.239562	0.234461	0.234057	0.244819	0.203372	0.207909	0.161952	0.161534	0.159461	0.155865	0.168461	0.163152	0.163152	0.151165	0.167889	0.159211	0.150836	0.152846	0.144849	0.144847	0.144834	0.14719	0.147153	0.217667	0.180482	0.23879	0.217497	0.178429	0.186282	0.195372	0.142954	0.165886	0.174279	0.16328	0.165312	0.173399	0.192085	0.187656	0.192138	0.189962	0.196426	0.260933	0.177726	0.171333	0.177595	0.173089	0.156974	0.156985	0.158981	0.150989	0.159018	0.157025	0.146993	0.148984	0.148981	0.149046	0.16365	0.142949	0.153215	0.163926	0.182505	0.170325	0.167485	0.186271	0.132126	0.153815	0.153731
Dromaius_novaehollandiae	0.118552	0.0265432	0	0.0531135	0.0531115	0.0551551	0.0571534	0.0531032	0.0551035	0.154983	0.154685	0.156592	0.160858	0.158906	0.160884	0.162906	0.14878	0.142791	0.144796	0.185991	0.18585	0.189867	0.20869	0.206621	0.206621	0.20418	0.213971	0.262306	0.220979	0.246291	0.241536	0.22924	0.227201	0.235242	0.243141	0.244639	0.233468	0.17053	0.204941	0.192591	0.219257	0.188127	0.166498	0.174597	0.216774	0.162156	0.185334	0.186686	0.178341	0.218914	0.216029	0.217573	0.197662	0.169996	0.165673	0.175948	0.227104	0.212171	0.238005	0.238095	0.178473	0.174178	0.172172	0.201045	0.20124	0.204253	0.214378	0.223216	0.217184	0.212251	0.199101	0.203144	0.223412	0.201688	0.260053	0.242566	0.217117	0.23176	0.225414	0.231617	0.2233	0.227341	0.241857	0.229382	0.239651	0.246142	0.22131	0.221223	0.238014	0.241129	0.232819	0.219424	0.229918	0.221551	0.23817	0.234094	0.221249	0.233964	0.213071	0.229746	0.223575	0.22148	0.219289	0.20701	0.211027	0.213048	0.213048	0.206994	0.221418	0.209041	0.215113	0.235816	0.217206	0.223342	0.229619	0.252431	0.239473	0.247735	0.235501	0.260795	0.237608	0.23755	0.25612	0.245959	0.256312	0.249748	0.249656	0.2433	0.231198	0.271181	0.266458	0.247738	0.249935	0.262228	0.256	0.243401	0.241338	0.251652	0.257827	0.262171	0.251587	0.249425	0.243304	0.259789	0.261883	0.251628	0.259796	0.25764	0.259649	0.254017	0.241783	0.239695	0.250125	0.24178	0.254955	0.253905	0.252106	0.258307	0.23131	0.239369	0.253966	0.241445	0.235256	0.235258	0.27147	0.254053	0.235321	0.237422	0.247721	0.235296	0.241381	0.237341	0.229263	0.249784	0.235454	0.251768	0.247659	0.245579	0.243537	0.243644	0.245753	0.2294	0.243579	0.237466	0.239474	0.241501	0.243526	0.260083	0.255771	0.261802	0.259814	0.25765	0.25369	0.259966	0.257676	0.272188	0.25578	0.247512	0.247513	0.251545	0.253642	0.276281	0.266815	0.262207	0.249631	0.242271	0.242334	0.23963	0.248031	0.264871	0.254153	0.256413	0.22336	0.22753	0.219385	0.215256	0.223561	0.245354	0.228633	0.217534	0.214895	0.249104	0.222054	0.21537	0.223877	0.226036	0.215072	0.221209	0.225371	0.221125	0.239378	0.194768	0.190669	0.213352	0.226472	0.198817	0.196875	0.198712	0.204959	0.209205	0.213295	0.202912	0.187393	0.194931	0.184402	0.190627	0.182442	0.192732	0.21047	0.205399	0.209546	0.20706	0.200345	0.180745	0.174469	0.17965	0.177952	0.18605	0.169701	0.182835	0.1859	0.190285	0.190507	0.177928	0.191909	0.193	0.171779	0.173762	0.194473	0.176215	0.182248	0.163628	0.169689	0.159609	0.159608	0.165751	0.178376	0.168185	0.186285	0.208015	0.197884	0.267501	0.281635	0.233852	0.202757	0.18821	0.224679	0.20758	0.24829	0.205345	0.218567	0.223322	0.214235	0.240821	0.237687	0.268387	0.254141	0.24904	0.248636	0.259399	0.217952	0.222488	0.176532	0.176113	0.174041	0.170444	0.183041	0.177732	0.177732	0.165745	0.182469	0.173791	0.165416	0.167426	0.159428	0.159427	0.159413	0.161769	0.161733	0.232247	0.195062	0.25337	0.232077	0.193009	0.200862	0.209952	0.157534	0.180465	0.188859	0.177859	0.179892	0.187978	0.206664	0.202236	0.206718	0.204542	0.211005	0.275513	0.192305	0.185913	0.192175	0.187669	0.171553	0.171564	0.173561	0.165569	0.173598	0.171605	0.161572	0.163564	0.163561	0.163626	0.17823	0.157529	0.167795	0.178506	0.197085	0.184904	0.182065	0.200851	0.146706	0.168395	0.168311
Rhea_americana	0.118641	0.0385338	0.0531135	0	0.0120591	0.0552441	0.0572425	0.0531922	0.0551926	0.155072	0.154774	0.156681	0.160948	0.158996	0.160973	0.162995	0.148869	0.14288	0.144885	0.18608	0.185939	0.189956	0.208779	0.20671	0.20671	0.204269	0.21406	0.262395	0.221068	0.24638	0.241625	0.229329	0.22729	0.235331	0.24323	0.244728	0.233558	0.170619	0.20503	0.19268	0.219346	0.188216	0.166587	0.174686	0.216863	0.162245	0.185423	0.186775	0.17843	0.219004	0.216118	0.217662	0.197751	0.170085	0.165762	0.176037	0.227193	0.21226	0.238094	0.238184	0.178562	0.174267	0.172261	0.201134	0.201329	0.204342	0.214467	0.223305	0.217273	0.21234	0.19919	0.203233	0.223501	0.201777	0.260142	0.242655	0.217206	0.231849	0.225503	0.231707	0.223389	0.22743	0.241946	0.229471	0.23974	0.246231	0.221399	0.221312	0.238103	0.241218	0.232908	0.219513	0.230007	0.22164	0.238259	0.234184	0.221338	0.234053	0.213161	0.229835	0.223664	0.221569	0.219378	0.207099	0.211116	0.213137	0.213137	0.207083	0.221507	0.20913	0.215202	0.235905	0.217295	0.223432	0.229708	0.25252	0.239562	0.247824	0.23559	0.260884	0.237697	0.237639	0.256209	0.246048	0.256401	0.249838	0.249745	0.24339	0.231287	0.27127	0.266547	0.247827	0.250024	0.262317	0.256089	0.24349	0.241427	0.251741	0.257916	0.26226	0.251677	0.249514	0.243393	0.259878	0.261972	0.251717	0.259885	0.257729	0.259738	0.254106	0.241872	0.239784	0.250214	0.241869	0.255044	0.253994	0.252195	0.258396	0.231399	0.239458	0.254055	0.241534	0.235345	0.235347	0.271559	0.254142	0.23541	0.237511	0.24781	0.235385	0.24147	0.23743	0.229353	0.249873	0.235543	0.251857	0.247748	0.245668	0.243626	0.243733	0.245842	0.22949	0.243668	0.237555	0.239563	0.24159	0.243615	0.260172	0.25586	0.261891	0.259903	0.257739	0.253779	0.260055	0.257765	0.272277	0.255869	0.247601	0.247602	0.251634	0.253731	0.27637	0.266904	0.262296	0.24972	0.24236	0.242424	0.239719	0.24812	0.26496	0.254242	0.256502	0.223449	0.227619	0.219474	0.215345	0.223651	0.245443	0.228722	0.217623	0.214984	0.249193	0.222143	0.215459	0.223966	0.226125	0.215161	0.221298	0.22546	0.221215	0.239467	0.194857	0.190758	0.213441	0.226561	0.198906	0.196965	0.198801	0.205049	0.209294	0.213384	0.203002	0.187482	0.19502	0.184491	0.190716	0.182531	0.192821	0.210559	0.205488	0.209635	0.207149	0.200434	0.180834	0.174558	0.179739	0.178041	0.186139	0.16979	0.182924	0.185989	0.190374	0.190596	0.178017	0.191998	0.193089	0.171868	0.173851	0.194562	0.176304	0.182337	0.163717	0.169778	0.159698	0.159697	0.16584	0.178465	0.168274	0.186375	0.208104	0.197974	0.26759	0.281724	0.233941	0.202846	0.188299	0.224768	0.207669	0.248379	0.205434	0.218656	0.223411	0.214324	0.24091	0.237776	0.268476	0.25423	0.249129	0.248725	0.259488	0.218041	0.222577	0.176621	0.176202	0.17413	0.170533	0.18313	0.177821	0.177821	0.165834	0.182558	0.17388	0.165505	0.167515	0.159518	0.159516	0.159502	0.161858	0.161822	0.232336	0.195151	0.253459	0.232166	0.193098	0.200951	0.210041	0.157623	0.180554	0.188948	0.177948	0.179981	0.188068	0.206754	0.202325	0.206807	0.204631	0.211094	0.275602	0.192394	0.186002	0.192264	0.187758	0.171643	0.171654	0.17365	0.165658	0.173687	0.171694	0.161661	0.163653	0.16365	0.163715	0.178319	0.157618	0.167884	0.178595	0.197174	0.184993	0.182154	0.20094	0.146795	0.168484	0.1684
Rhea_pennata	0.118639	0.0385318	0.0531115	0.0120591	0	0.0552422	0.0572405	0.0531903	0.0551907	0.15507	0.154772	0.156679	0.160946	0.158994	0.160971	0.162993	0.148867	0.142878	0.144883	0.186078	0.185937	0.189954	0.208777	0.206708	0.206708	0.204267	0.214058	0.262393	0.221066	0.246378	0.241623	0.229327	0.227288	0.235329	0.243228	0.244726	0.233556	0.170617	0.205028	0.192678	0.219344	0.188214	0.166585	0.174684	0.216861	0.162243	0.185421	0.186773	0.178428	0.219002	0.216116	0.21766	0.197749	0.170083	0.16576	0.176035	0.227191	0.212258	0.238092	0.238182	0.17856	0.174265	0.172259	0.201132	0.201327	0.20434	0.214466	0.223303	0.217271	0.212338	0.199188	0.203231	0.223499	0.201775	0.26014	0.242653	0.217204	0.231847	0.225501	0.231705	0.223387	0.227428	0.241944	0.229469	0.239738	0.246229	0.221397	0.22131	0.238101	0.241216	0.232906	0.219511	0.230005	0.221638	0.238257	0.234182	0.221336	0.234051	0.213159	0.229833	0.223662	0.221567	0.219376	0.207097	0.211114	0.213135	0.213135	0.207081	0.221505	0.209128	0.2152	0.235903	0.217293	0.22343	0.229706	0.252518	0.23956	0.247822	0.235588	0.260882	0.237695	0.237637	0.256207	0.246046	0.256399	0.249836	0.249743	0.243388	0.231285	0.271268	0.266545	0.247825	0.250022	0.262315	0.256087	0.243488	0.241425	0.251739	0.257914	0.262258	0.251675	0.249512	0.243391	0.259876	0.26197	0.251715	0.259884	0.257727	0.259736	0.254104	0.24187	0.239782	0.250212	0.241867	0.255042	0.253992	0.252193	0.258394	0.231397	0.239456	0.254053	0.241532	0.235343	0.235345	0.271557	0.25414	0.235408	0.237509	0.247808	0.235383	0.241468	0.237428	0.229351	0.249871	0.235541	0.251855	0.247746	0.245666	0.243624	0.243731	0.245841	0.229488	0.243667	0.237553	0.239561	0.241588	0.243613	0.26017	0.255858	0.261889	0.259901	0.257737	0.253777	0.260053	0.257763	0.272275	0.255867	0.247599	0.2476	0.251632	0.253729	0.276368	0.266902	0.262294	0.249718	0.242358	0.242422	0.239717	0.248118	0.264958	0.25424	0.2565	0.223447	0.227617	0.219472	0.215343	0.223649	0.245441	0.22872	0.217621	0.214982	0.249192	0.222141	0.215457	0.223964	0.226123	0.215159	0.221296	0.225458	0.221213	0.239465	0.194855	0.190756	0.213439	0.226559	0.198904	0.196963	0.198799	0.205047	0.209292	0.213382	0.203	0.18748	0.195018	0.184489	0.190714	0.182529	0.192819	0.210557	0.205486	0.209633	0.207147	0.200432	0.180832	0.174556	0.179738	0.178039	0.186137	0.169788	0.182922	0.185987	0.190372	0.190594	0.178015	0.191996	0.193087	0.171866	0.173849	0.19456	0.176303	0.182335	0.163715	0.169776	0.159696	0.159695	0.165838	0.178463	0.168272	0.186373	0.208102	0.197972	0.267588	0.281722	0.233939	0.202844	0.188297	0.224766	0.207667	0.248377	0.205432	0.218654	0.223409	0.214322	0.240908	0.237774	0.268474	0.254228	0.249127	0.248724	0.259486	0.218039	0.222575	0.176619	0.176201	0.174128	0.170531	0.183128	0.177819	0.177819	0.165832	0.182556	0.173878	0.165503	0.167513	0.159516	0.159514	0.1595	0.161856	0.16182	0.232334	0.195149	0.253457	0.232164	0.193096	0.200949	0.210039	0.157621	0.180552	0.188946	0.177946	0.179979	0.188066	0.206752	0.202323	0.206805	0.204629	0.211092	0.2756	0.192392	0.186	0.192262	0.187756	0.171641	0.171652	0.173648	0.165656	0.173685	0.171692	0.161659	0.163651	0.163648	0.163713	0.178317	0.157616	0.167882	0.178593	0.197172	0.184991	0.182152	0.200938	0.146793	0.168482	0.168398
