	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Burhinus_bistriatus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Chionis_minor	Pluvianellus_socialis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Aegotheles_bennettii	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Colius_striatus	Urocolius_indicus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Phaethon_lepturus	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Eurypyga_helias	Rhynochetos_jubatus	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Opisthocomus_hoazin	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Cathartes_aura	Apaloderma_vittatum	Trogon_melanurus	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Leptosomus_discolor	Cariama_cristata	Chunga_burmeisteri	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Cephalopterus_ornatus	Oxyruncus_cristatus	Pachyramphus_minor	Onychorhynchus_coronatus	Piprites_chloris	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Lepidothrix_coronata	Manacus_manacus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Chaetorhynchus_papuensis	Rhipidura_dahli	Myiagra_hebetior	Dicrurus_megarhynchus	Ifrita_kowaldi	Struthidea_cinerea	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Mohoua_ochrocephala	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Oreocharis_arfaki	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Falcunculus_frontatus	Aleadryas_rufinucha	Pachycephala_philippinensis	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Alaudala_cheleensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Leiothrix_lutea	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Locustella_ochotensis	Panurus_biarmicus	Sylvietta_virens	Nicator_chloris	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Passer_domesticus	Hypocryptadius_cinnamomeus	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Calcarius_ornatus	Emberiza_fucata	Pheucticus_melanocephalus	Passerina_amoena	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Cardinalis_cardinalis	Nesospiza_acunhae	Sporophila_hypoxantha	Geospiza_fortis	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Polioptila_caerulea	Thryothorus_ludovicianus	Regulus_satrapa	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Steatornis_caripensis
Phoenicopterus_ruber	0	0.112671	0.110123	0.17348	0.164358	0.169236	0.180372	0.178334	0.197204	0.175348	0.192119	0.192015	0.144576	0.148676	0.153282	0.141872	0.125097	0.131012	0.110103	0.12716	0.148566	0.138058	0.145554	0.159273	0.146386	0.188645	0.214827	0.186212	0.177433	0.184368	0.272563	0.139738	0.162712	0.158918	0.135411	0.143556	0.137197	0.123101	0.127131	0.133207	0.139542	0.133291	0.135293	0.13121	0.156853	0.179208	0.159098	0.181127	0.163607	0.171576	0.19997	0.189369	0.180366	0.20195	0.167842	0.212593	0.207175	0.164957	0.224619	0.194044	0.217437	0.211981	0.219892	0.215918	0.243749	0.180537	0.16911	0.15277	0.131312	0.127194	0.171032	0.167411	0.169167	0.20771	0.189858	0.204905	0.219076	0.225746	0.130576	0.136038	0.136093	0.139059	0.131753	0.124187	0.155961	0.169105	0.147604	0.154951	0.163349	0.183734	0.1814	0.118122	0.130126	0.132464	0.140659	0.137921	0.142157	0.145936	0.143053	0.128803	0.124236	0.126477	0.155872	0.155442	0.143128	0.156178	0.179564	0.114692	0.123385	0.129662	0.163999	0.153291	0.166358	0.135161	0.135143	0.13316	0.141146	0.135155	0.176606	0.220634	0.202803	0.192138	0.190594	0.158083	0.129362	0.130208	0.102726	0.189413	0.176219	0.254031	0.229157	0.285038	0.267047	0.282529	0.289151	0.289699	0.297889	0.302271	0.181849	0.144047	0.287741	0.271862	0.130831	0.142545	0.117121	0.109093	0.109255	0.111245	0.109647	0.131578	0.120007	0.130421	0.237508	0.214416	0.238615	0.208665	0.219442	0.243254	0.203668	0.26437	0.248952	0.22438	0.226118	0.277819	0.241379	0.256819	0.243347	0.253415	0.197342	0.195135	0.201111	0.195279	0.229351	0.206938	0.213773	0.192251	0.192954	0.161498	0.180369	0.19627	0.183314	0.22774	0.185165	0.235109	0.21003	0.219011	0.21851	0.207515	0.220988	0.221116	0.21706	0.215071	0.221672	0.206659	0.213145	0.229701	0.257423	0.218938	0.225292	0.223112	0.225113	0.224854	0.229026	0.215472	0.219648	0.221879	0.238417	0.221065	0.219024	0.238085	0.240545	0.246207	0.225907	0.230541	0.228311	0.21988	0.215261	0.222781	0.250095	0.238733	0.236404	0.211529	0.211046	0.234829	0.248472	0.243232	0.247138	0.248737	0.242677	0.258596	0.250064	0.239659	0.272425	0.239603	0.250122	0.285173	0.265134	0.288369	0.260468	0.265304	0.257393	0.243814	0.250064	0.270755	0.274507	0.268342	0.262482	0.258438	0.262596	0.265017	0.273545	0.265615	0.277627	0.273332	0.261432	0.24903	0.247083	0.24507	0.227991	0.261722	0.240464	0.241386	0.243169	0.249059	0.250421	0.257039	0.242073	0.26021	0.246391	0.241961	0.223296	0.233351	0.229336	0.24767	0.251966	0.244138	0.256673	0.252499	0.249803	0.262156	0.25605	0.241735	0.247902	0.262518	0.251824	0.245662	0.256501	0.257303	0.250043	0.239718	0.252365	0.243708	0.264781	0.266796	0.26885	0.249916	0.245751	0.23327	0.247664	0.244849	0.224659	0.217064	0.251915	0.253923	0.242233	0.308499	0.224869	0.247671	0.245513	0.258277	0.249638	0.259055	0.248141	0.239433	0.237463	0.274225	0.268064	0.259658	0.249411	0.249196	0.256394	0.247531	0.221559	0.228197	0.226883	0.122344
Podiceps_cristatus	0.112671	0	0.0456435	0.220021	0.210899	0.215777	0.226913	0.224875	0.243745	0.221889	0.23866	0.238555	0.191117	0.195217	0.199823	0.188413	0.171637	0.177553	0.156644	0.173701	0.195107	0.184598	0.192095	0.205814	0.192927	0.235185	0.261367	0.232753	0.223974	0.230909	0.319104	0.186279	0.209253	0.205459	0.181952	0.190097	0.183737	0.169642	0.173672	0.179748	0.186083	0.179832	0.181834	0.177751	0.203394	0.225749	0.205638	0.227668	0.210148	0.218117	0.246511	0.235909	0.226907	0.248491	0.214383	0.259134	0.253715	0.211498	0.27116	0.240585	0.263978	0.258521	0.266433	0.262459	0.29029	0.227078	0.215651	0.199311	0.177853	0.173735	0.217573	0.213952	0.215708	0.25425	0.236399	0.251446	0.265617	0.272287	0.177117	0.182579	0.182634	0.1856	0.178293	0.170727	0.202502	0.215646	0.194145	0.201492	0.20989	0.230275	0.227941	0.164663	0.176666	0.179005	0.1872	0.184462	0.188698	0.192477	0.189594	0.175344	0.170776	0.173017	0.202412	0.201983	0.189669	0.202719	0.226104	0.161233	0.169926	0.176202	0.210539	0.199832	0.212899	0.181701	0.181684	0.179701	0.187687	0.181696	0.223147	0.267175	0.249344	0.238679	0.237135	0.204624	0.175903	0.176748	0.149267	0.235954	0.22276	0.300572	0.275698	0.331579	0.313588	0.32907	0.335692	0.336239	0.34443	0.348812	0.22839	0.190588	0.334282	0.318402	0.177371	0.189086	0.163662	0.155634	0.155796	0.157786	0.156188	0.178119	0.166548	0.176962	0.284048	0.260956	0.285156	0.255206	0.265982	0.289795	0.250208	0.310911	0.295493	0.270921	0.272659	0.32436	0.287919	0.30336	0.289888	0.299956	0.243883	0.241675	0.247652	0.24182	0.275891	0.253478	0.260313	0.238792	0.239495	0.208038	0.226909	0.242811	0.229855	0.274281	0.231706	0.281649	0.256571	0.265552	0.265051	0.254056	0.267529	0.267657	0.2636	0.261612	0.268213	0.253199	0.259685	0.276242	0.303964	0.265479	0.271833	0.269653	0.271653	0.271394	0.275567	0.262013	0.266189	0.26842	0.284958	0.267605	0.265565	0.284625	0.287085	0.292747	0.272448	0.277082	0.274852	0.266421	0.261802	0.269322	0.296636	0.285274	0.282945	0.25807	0.257587	0.281369	0.295013	0.289773	0.293679	0.295278	0.289217	0.305137	0.296605	0.2862	0.318966	0.286144	0.296662	0.331714	0.311675	0.33491	0.307009	0.311845	0.303934	0.290354	0.296605	0.317295	0.321047	0.314883	0.309023	0.304979	0.309137	0.311558	0.320086	0.312156	0.324168	0.319873	0.307973	0.29557	0.293624	0.291611	0.274532	0.308263	0.287005	0.287926	0.28971	0.2956	0.296962	0.303579	0.288614	0.306751	0.292932	0.288502	0.269837	0.279891	0.275876	0.294211	0.298506	0.290679	0.303213	0.29904	0.296344	0.308696	0.302591	0.288276	0.294443	0.309059	0.298365	0.292203	0.303042	0.303844	0.296583	0.286259	0.298906	0.290249	0.311322	0.313337	0.315391	0.296457	0.292291	0.27981	0.294204	0.29139	0.2712	0.263605	0.298455	0.300464	0.288774	0.355039	0.271409	0.294212	0.292053	0.304817	0.296179	0.305596	0.294681	0.285974	0.284004	0.320766	0.314605	0.306199	0.295951	0.295737	0.302935	0.294072	0.2681	0.274738	0.273423	0.168885
Podilymbus_podiceps	0.110123	0.0456435	0	0.217473	0.208351	0.213229	0.224365	0.222327	0.241197	0.21934	0.236112	0.236007	0.188569	0.192669	0.197274	0.185864	0.169089	0.175004	0.154095	0.171153	0.192558	0.18205	0.189547	0.203266	0.190378	0.232637	0.258819	0.230205	0.221426	0.228361	0.316556	0.18373	0.206705	0.202911	0.179404	0.187549	0.181189	0.167094	0.171124	0.177199	0.183534	0.177284	0.179286	0.175203	0.200846	0.223201	0.20309	0.22512	0.2076	0.215569	0.243963	0.233361	0.224358	0.245943	0.211835	0.256586	0.251167	0.208949	0.268612	0.238037	0.26143	0.255973	0.263884	0.259911	0.287742	0.22453	0.213103	0.196763	0.175305	0.171187	0.215024	0.211403	0.213159	0.251702	0.233851	0.248898	0.263068	0.269738	0.174569	0.180031	0.180086	0.183052	0.175745	0.168179	0.199954	0.213098	0.191596	0.198944	0.207342	0.227726	0.225392	0.162114	0.174118	0.176457	0.184652	0.181914	0.186149	0.189929	0.187046	0.172796	0.168228	0.170469	0.199864	0.199435	0.187121	0.200171	0.223556	0.158685	0.167378	0.173654	0.207991	0.197284	0.210351	0.179153	0.179136	0.177153	0.185139	0.179148	0.220598	0.264627	0.246796	0.236131	0.234587	0.202076	0.173355	0.1742	0.146719	0.233406	0.220211	0.298023	0.273149	0.329031	0.31104	0.326522	0.333144	0.333691	0.341882	0.346264	0.225842	0.188039	0.331734	0.315854	0.174823	0.186537	0.161114	0.153086	0.153248	0.155237	0.15364	0.175571	0.164	0.174414	0.2815	0.258408	0.282608	0.252658	0.263434	0.287246	0.24766	0.308362	0.292944	0.268373	0.27011	0.321812	0.285371	0.300812	0.287339	0.297408	0.241334	0.239127	0.245104	0.239272	0.273343	0.25093	0.257765	0.236244	0.236946	0.20549	0.224361	0.240263	0.227307	0.271733	0.229158	0.279101	0.254023	0.263004	0.262503	0.251507	0.264981	0.265109	0.261052	0.259063	0.265665	0.250651	0.257137	0.273694	0.301416	0.262931	0.269285	0.267104	0.269105	0.268846	0.273019	0.259465	0.263641	0.265872	0.28241	0.265057	0.263017	0.282077	0.284537	0.290199	0.2699	0.274534	0.272304	0.263873	0.259254	0.266773	0.294088	0.282726	0.280396	0.255522	0.255039	0.278821	0.292464	0.287225	0.291131	0.292729	0.286669	0.302589	0.294057	0.283652	0.316418	0.283595	0.294114	0.329166	0.309127	0.332361	0.304461	0.309297	0.301385	0.287806	0.294057	0.314747	0.318499	0.312335	0.306475	0.302431	0.306588	0.309009	0.317538	0.309608	0.32162	0.317324	0.305425	0.293022	0.291075	0.289063	0.271984	0.305715	0.284457	0.285378	0.287162	0.293052	0.294414	0.301031	0.286066	0.304203	0.290384	0.285954	0.267288	0.277343	0.273328	0.291663	0.295958	0.28813	0.300665	0.296492	0.293796	0.306148	0.300043	0.285727	0.291895	0.30651	0.295817	0.289655	0.300493	0.301296	0.294035	0.283711	0.296358	0.287701	0.308774	0.310789	0.312843	0.293909	0.289743	0.277262	0.291656	0.288842	0.268652	0.261056	0.295907	0.297916	0.286226	0.352491	0.268861	0.291663	0.289505	0.302269	0.293631	0.303048	0.292133	0.283426	0.281455	0.318217	0.312057	0.303651	0.293403	0.293189	0.300387	0.291524	0.265552	0.272189	0.270875	0.166337
Mesitornis_unicolor	0.17348	0.220021	0.217473	0	0.232773	0.23765	0.248787	0.246749	0.265619	0.243762	0.260534	0.260429	0.21299	0.217091	0.221696	0.210286	0.193511	0.199426	0.178517	0.195575	0.21698	0.206472	0.213969	0.227688	0.2148	0.257059	0.283241	0.254626	0.245847	0.252782	0.340978	0.208152	0.231127	0.227333	0.203826	0.211971	0.205611	0.191516	0.195546	0.201621	0.207956	0.201706	0.203708	0.199625	0.225268	0.247623	0.227512	0.249542	0.232022	0.23999	0.268385	0.257783	0.24878	0.270364	0.236257	0.281008	0.275589	0.233371	0.293034	0.262459	0.285852	0.280395	0.288306	0.284333	0.312163	0.248952	0.237525	0.221185	0.199726	0.195609	0.239446	0.235825	0.237581	0.276124	0.258272	0.27332	0.28749	0.29416	0.198991	0.204452	0.204508	0.207474	0.200167	0.192601	0.224376	0.237519	0.216018	0.223366	0.231764	0.252148	0.249814	0.186536	0.19854	0.200879	0.209074	0.206336	0.210571	0.214351	0.211467	0.197217	0.19265	0.194891	0.224286	0.223857	0.211543	0.224592	0.247978	0.183107	0.191799	0.198076	0.232413	0.221706	0.234772	0.203575	0.203558	0.201574	0.209561	0.203569	0.24502	0.289049	0.271217	0.260553	0.259009	0.226498	0.197777	0.198622	0.171141	0.257828	0.244633	0.322445	0.297571	0.353453	0.335462	0.350944	0.357566	0.358113	0.366304	0.370686	0.250264	0.212461	0.356156	0.340276	0.199245	0.210959	0.185536	0.177508	0.17767	0.179659	0.178062	0.199993	0.188422	0.198836	0.305922	0.28283	0.30703	0.27708	0.287856	0.311668	0.272082	0.332784	0.317366	0.292794	0.294532	0.346234	0.309793	0.325234	0.311761	0.321829	0.265756	0.263549	0.269526	0.263694	0.297765	0.275352	0.282187	0.260666	0.261368	0.229912	0.248783	0.264685	0.251729	0.296154	0.253579	0.303523	0.278445	0.287425	0.286925	0.275929	0.289403	0.28953	0.285474	0.283485	0.290087	0.275073	0.281559	0.298116	0.325837	0.287353	0.293707	0.291526	0.293527	0.293268	0.297441	0.283887	0.288063	0.290294	0.306832	0.289479	0.287438	0.306499	0.308959	0.314621	0.294322	0.298956	0.296726	0.288295	0.283676	0.291195	0.31851	0.307148	0.304818	0.279943	0.279461	0.303243	0.316886	0.311646	0.315553	0.317151	0.311091	0.327011	0.318479	0.308074	0.340839	0.308017	0.318536	0.353588	0.333549	0.356783	0.328883	0.333718	0.325807	0.312228	0.318479	0.339169	0.342921	0.336757	0.330897	0.326853	0.33101	0.333431	0.34196	0.33403	0.346042	0.341746	0.329847	0.317444	0.315497	0.313485	0.296406	0.330137	0.308878	0.3098	0.311583	0.317474	0.318835	0.325453	0.310488	0.328625	0.314806	0.310376	0.29171	0.301765	0.29775	0.316084	0.32038	0.312552	0.325087	0.320914	0.318217	0.33057	0.324464	0.310149	0.316317	0.330932	0.320238	0.314077	0.324915	0.325717	0.318457	0.308133	0.32078	0.312123	0.333196	0.335211	0.337265	0.31833	0.314165	0.301684	0.316078	0.313264	0.293073	0.285478	0.320329	0.322338	0.310648	0.376913	0.293283	0.316085	0.313927	0.326691	0.318053	0.327469	0.316555	0.307848	0.305877	0.342639	0.336479	0.328073	0.317825	0.317611	0.324809	0.315946	0.289974	0.296611	0.295297	0.190758
Pterocles_burchelli	0.164358	0.210899	0.208351	0.232773	0	0.0624458	0.0735821	0.215227	0.234097	0.21224	0.229012	0.228907	0.181468	0.185569	0.190174	0.178769	0.161994	0.167909	0.147	0.164058	0.185463	0.174955	0.182451	0.196171	0.183283	0.225542	0.251724	0.223109	0.21433	0.221265	0.30946	0.176635	0.19961	0.195816	0.172308	0.180453	0.174094	0.159998	0.164029	0.170104	0.176439	0.170188	0.172191	0.168108	0.193751	0.216106	0.195995	0.222063	0.204543	0.212512	0.240911	0.230309	0.221306	0.24289	0.208783	0.253534	0.248115	0.205897	0.277566	0.246991	0.270384	0.264927	0.272838	0.268865	0.296695	0.233483	0.222056	0.205717	0.184258	0.180141	0.223978	0.220357	0.222113	0.260656	0.242804	0.257852	0.272022	0.278692	0.183523	0.188984	0.18904	0.192006	0.184699	0.177133	0.208908	0.222051	0.20055	0.207898	0.216296	0.23668	0.234346	0.171068	0.183072	0.18541	0.193605	0.190868	0.195103	0.198883	0.195999	0.181749	0.177182	0.179423	0.208818	0.208389	0.196075	0.209124	0.23251	0.167639	0.176331	0.182608	0.216945	0.206238	0.219304	0.188107	0.18809	0.186106	0.194093	0.188101	0.229552	0.273581	0.255749	0.245085	0.243541	0.211029	0.182309	0.183154	0.155673	0.24236	0.229165	0.306977	0.282103	0.337985	0.319994	0.335476	0.342098	0.342645	0.350836	0.355218	0.234795	0.196993	0.340688	0.324808	0.183777	0.195491	0.170068	0.16204	0.162202	0.164191	0.162594	0.184525	0.172954	0.183368	0.290454	0.267362	0.291562	0.261612	0.272388	0.2962	0.256614	0.317316	0.301898	0.277326	0.279064	0.330766	0.294325	0.309766	0.296293	0.306361	0.250288	0.248081	0.254058	0.248225	0.282297	0.259884	0.266719	0.245198	0.2459	0.214444	0.233315	0.249217	0.236261	0.280686	0.238111	0.288055	0.262977	0.271957	0.271457	0.260461	0.273935	0.274062	0.270006	0.268017	0.274619	0.259605	0.266091	0.282648	0.310369	0.271885	0.278239	0.276058	0.278059	0.2778	0.281972	0.268419	0.272595	0.274826	0.291364	0.274011	0.27197	0.291031	0.293491	0.299153	0.278853	0.283488	0.281258	0.272827	0.268208	0.275727	0.303042	0.29168	0.28935	0.264475	0.263993	0.287775	0.301418	0.296178	0.300085	0.301683	0.295623	0.311543	0.303011	0.292606	0.325371	0.292549	0.303068	0.338119	0.318081	0.341315	0.313414	0.31825	0.310339	0.29676	0.303011	0.323701	0.327453	0.321289	0.315429	0.311385	0.315542	0.317963	0.326491	0.318562	0.330574	0.326278	0.314379	0.301976	0.300029	0.298017	0.280938	0.314669	0.29341	0.294332	0.296115	0.302006	0.303367	0.309985	0.29502	0.313157	0.299337	0.294908	0.276242	0.286297	0.282282	0.300616	0.304912	0.297084	0.309619	0.305446	0.302749	0.315102	0.308996	0.294681	0.300848	0.315464	0.30477	0.298609	0.309447	0.310249	0.302989	0.292665	0.305312	0.296655	0.317728	0.319743	0.321797	0.302862	0.298697	0.286216	0.30061	0.297796	0.277605	0.27001	0.304861	0.30687	0.295179	0.361445	0.277815	0.300617	0.298459	0.311223	0.302585	0.312001	0.301087	0.292379	0.290409	0.327171	0.321011	0.312605	0.302357	0.302143	0.309341	0.300478	0.274506	0.281143	0.279829	0.180385
Pterocles_gutturalis	0.169236	0.215777	0.213229	0.23765	0.0624458	0	0.0735635	0.220104	0.238975	0.217118	0.233889	0.233785	0.186346	0.190446	0.195052	0.183647	0.166871	0.172787	0.151878	0.168935	0.190341	0.179832	0.187329	0.201048	0.188161	0.230419	0.256602	0.227987	0.219208	0.226143	0.314338	0.181513	0.204487	0.200693	0.177186	0.185331	0.178971	0.164876	0.168906	0.174982	0.181317	0.175066	0.177068	0.172985	0.198628	0.220983	0.200872	0.226941	0.209421	0.217389	0.245788	0.235187	0.226184	0.247768	0.21366	0.258411	0.252993	0.210775	0.282443	0.251868	0.275261	0.269805	0.277716	0.273742	0.301573	0.238361	0.226934	0.210594	0.189136	0.185018	0.228856	0.225235	0.226991	0.265534	0.247682	0.262729	0.2769	0.28357	0.1884	0.193862	0.193917	0.196883	0.189577	0.182011	0.213785	0.226929	0.205428	0.212775	0.221173	0.241558	0.239224	0.175946	0.18795	0.190288	0.198483	0.195745	0.199981	0.20376	0.200877	0.186627	0.18206	0.184301	0.213696	0.213266	0.200952	0.214002	0.237388	0.172516	0.181209	0.187486	0.221823	0.211115	0.224182	0.192985	0.192967	0.190984	0.19897	0.192979	0.23443	0.278458	0.260627	0.249962	0.248418	0.215907	0.187186	0.188032	0.16055	0.247237	0.234043	0.311855	0.286981	0.342862	0.324871	0.340353	0.346976	0.347523	0.355713	0.360095	0.239673	0.201871	0.345565	0.329686	0.188655	0.200369	0.174945	0.166917	0.167079	0.169069	0.167471	0.189402	0.177831	0.188245	0.295332	0.27224	0.296439	0.266489	0.277266	0.301078	0.261492	0.322194	0.306776	0.282204	0.283942	0.335643	0.299203	0.314643	0.301171	0.311239	0.255166	0.252959	0.258935	0.253103	0.287175	0.264762	0.271597	0.250075	0.250778	0.219322	0.238193	0.254094	0.241138	0.285564	0.242989	0.292933	0.267854	0.276835	0.276334	0.265339	0.278812	0.27894	0.274884	0.272895	0.279496	0.264483	0.270969	0.287525	0.315247	0.276762	0.283116	0.280936	0.282937	0.282678	0.28685	0.273296	0.277472	0.279703	0.296241	0.278889	0.276848	0.295909	0.298369	0.304031	0.283731	0.288365	0.286135	0.277704	0.273085	0.280605	0.307919	0.296557	0.294228	0.269353	0.26887	0.292653	0.306296	0.301056	0.304962	0.306561	0.300501	0.31642	0.307888	0.297483	0.330249	0.297427	0.307946	0.342997	0.322958	0.346193	0.318292	0.323128	0.315217	0.301638	0.307888	0.328579	0.332331	0.326166	0.320306	0.316262	0.32042	0.322841	0.331369	0.323439	0.335451	0.331156	0.319256	0.306854	0.304907	0.302894	0.285815	0.319546	0.298288	0.29921	0.300993	0.306883	0.308245	0.314863	0.299897	0.318034	0.304215	0.299785	0.28112	0.291175	0.28716	0.305494	0.30979	0.301962	0.314497	0.310323	0.307627	0.31998	0.313874	0.299559	0.305726	0.320342	0.309648	0.303486	0.314325	0.315127	0.307867	0.297542	0.310189	0.301532	0.322605	0.32462	0.326674	0.30774	0.303575	0.291094	0.305488	0.302673	0.282483	0.274888	0.309739	0.311747	0.300057	0.366323	0.282693	0.305495	0.303337	0.316101	0.307462	0.316879	0.305965	0.297257	0.295287	0.332049	0.325888	0.317482	0.307235	0.30702	0.314218	0.305355	0.279383	0.286021	0.284707	0.185262
