	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Cariama_cristata	Chunga_burmeisteri	Opisthocomus_hoazin	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Ciconia_maguari	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Mesembrinibis_cayennensis	Nipponia_nippon	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Stercorarius_parasiticus	Glareola_pratincola	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rhinoptilus_africanus	Leptosomus_discolor	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Thalassarche_chlororhynchos	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Colius_striatus	Urocolius_indicus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Semnornis_frantzii	Ramphastos_sulfuratus	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Lepidothrix_coronata	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Manacus_manacus	Onychorhynchus_coronatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Pomatostomus_ruficeps	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Cinclus_mexicanus	Alaudala_cheleensis	Panurus_biarmicus	Promerops_cafer	Irena_cyanogastra	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Calcarius_ornatus	Emberiza_fucata	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Pheucticus_melanocephalus	Passerina_amoena	Nesospiza_acunhae	Cardinalis_cardinalis	Geospiza_fortis	Sporophila_hypoxantha	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Sylvietta_virens	Oxylabes_madagascariensis	Donacobius_atricapilla	Cisticola_juncidis	Locustella_ochotensis	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Dicaeum_eximium	Leptocoma_aspasia	Nicator_chloris	Elachura_formosa	Chloropsis_cyanopogon	Chloropsis_hardwickii	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Edolisoma_coerulescens	Aleadryas_rufinucha	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Falcunculus_frontatus	Chaetorhynchus_papuensis	Rhipidura_dahli	Myiagra_hebetior	Lanius_ludovicianus	Dicrurus_megarhynchus	Ifrita_kowaldi	Paradisaea_raggiana	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Struthidea_cinerea	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Dryoscopus_gambensis	Dyaphorophyia_castanea	Rhagologus_leucostigma	Mystacornis_crossleyi	Oreocharis_arfaki	Pachycephala_philippinensis	Oriolus_oriolus	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Formicarius_rufipectus	Grallaria_varia	Podargus_strigoides	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus
Phoenicopterus_ruber	0	0.0477523	0.049791	0.0885093	0.0544082	0.0524044	0.0971757	0.109828	0.102077	0.11836	0.117514	0.0954381	0.0964368	0.110191	0.0595838	0.0561148	0.0867712	0.0804676	0.082512	0.0763105	0.0783267	0.0763014	0.0743018	0.0743018	0.0583506	0.0689683	0.0479649	0.0687194	0.0749143	0.0703238	0.0662913	0.0641958	0.058057	0.0600866	0.062132	0.0600819	0.087013	0.0869307	0.0875382	0.0805096	0.0828201	0.154293	0.0539333	0.0559559	0.0767126	0.0641034	0.0640783	0.0640434	0.0620105	0.0640135	0.0518952	0.0539078	0.0518926	0.0498771	0.0561197	0.0606117	0.0823439	0.0732642	0.0758561	0.0697277	0.0671942	0.0750045	0.113304	0.0785676	0.0852898	0.0978142	0.0735413	0.0921501	0.0917196	0.0951444	0.104454	0.0919582	0.0979838	0.083518	0.0987381	0.0870147	0.0774512	0.0815244	0.0690412	0.0520661	0.0520522	0.0644447	0.0728052	0.0744893	0.0911249	0.0703845	0.0642292	0.0722699	0.0782847	0.0784387	0.0601884	0.0583801	0.066301	0.0623831	0.0664969	0.0685159	0.138094	0.128992	0.12359	0.098138	0.0872556	0.0791098	0.0888841	0.0861069	0.0863322	0.0583484	0.0776871	0.0645899	0.066589	0.103511	0.101682	0.0774384	0.0650323	0.150169	0.153107	0.0899024	0.109945	0.0878601	0.116705	0.0876686	0.114937	0.0831679	0.0949867	0.104072	0.097181	0.116082	0.1184	0.132456	0.125851	0.122669	0.132836	0.118566	0.041901	0.0542959	0.0648002	0.0519526	0.0479302	0.0479302	0.0539718	0.0519456	0.0605155	0.0561928	0.0541904	0.0967023	0.0979825	0.084837	0.102808	0.120785	0.123686	0.125367	0.109226	0.0989828	0.0949834	0.113858	0.115655	0.10738	0.0805573	0.0989302	0.0949476	0.0927883	0.0846613	0.0968243	0.105068	0.105046	0.109359	0.117603	0.0988732	0.112363	0.126029	0.128105	0.115275	0.145013	0.13454	0.135068	0.127701	0.121519	0.136326	0.110875	0.121225	0.123251	0.127594	0.112817	0.127095	0.125227	0.133346	0.120904	0.14773	0.12686	0.134389	0.131101	0.143324	0.147635	0.147755	0.140139	0.146247	0.15259	0.138122	0.144151	0.148715	0.146296	0.146253	0.134117	0.132025	0.140285	0.140198	0.141311	0.133254	0.135341	0.125041	0.131228	0.145265	0.139139	0.130913	0.153411	0.14705	0.145087	0.147108	0.145014	0.149011	0.155137	0.155102	0.151083	0.155254	0.15522	0.147012	0.158866	0.151031	0.148972	0.14896	0.155137	0.140939	0.153548	0.143091	0.141	0.134943	0.134942	0.159559	0.122783	0.141129	0.139129	0.132989	0.136232	0.13823	0.135377	0.133369	0.118812	0.129005	0.149986	0.156474	0.12497	0.137294	0.160076	0.145299	0.149339	0.145188	0.128928	0.131007	0.156329	0.133052	0.131075	0.143519	0.130966	0.130942	0.133025	0.132922	0.13897	0.128997	0.131003	0.139123	0.124797	0.12887	0.122954	0.12288	0.12702	0.167088	0.128896	0.141549	0.126936	0.137885	0.143536	0.14135	0.133117	0.133169	0.116778	0.133388	0.14643	0.120869	0.121096	0.122955	0.129014	0.116767	0.127033	0.122918	0.126971	0.122872	0.114773	0.112692	0.112693	0.112693	0.127231	0.123213	0.1253	0.12299	0.123009	0.13129	0.124999	0.131206	0.117109	0.116967	0.121306	0.137288	0.125256	0.117065	0.135076	0.115939	0.109335	0.121339	0.1277	0.127584	0.131502	0.118264	0.10571	0.0954558	0.0710973	0.0906941	0.0971089
Podiceps_cristatus	0.0477523	0	0.010096	0.0956293	0.0615282	0.0595244	0.104296	0.116948	0.109197	0.12548	0.124634	0.102558	0.103557	0.117311	0.0667038	0.0632348	0.0938912	0.0875876	0.089632	0.0834305	0.0854467	0.0834215	0.0814218	0.0814218	0.0654706	0.0760883	0.0550849	0.0758394	0.0820343	0.0774438	0.0734114	0.0713158	0.065177	0.0672066	0.0692521	0.0672019	0.094133	0.0940508	0.0946582	0.0876296	0.0899401	0.161413	0.0610533	0.063076	0.0838326	0.0712234	0.0711983	0.0711634	0.0691305	0.0711335	0.0590153	0.0610278	0.0590126	0.0569971	0.0632397	0.0677317	0.089464	0.0803842	0.0829761	0.0768477	0.0743142	0.0821245	0.120424	0.0856877	0.0924098	0.104934	0.0806614	0.0992702	0.0988396	0.102264	0.111574	0.0990782	0.105104	0.090638	0.105858	0.0941347	0.0845712	0.0886444	0.0761612	0.0591862	0.0591722	0.0715647	0.0799253	0.0816093	0.098245	0.0775045	0.0713493	0.0793899	0.0854047	0.0855588	0.0673084	0.0655002	0.073421	0.0695031	0.0736169	0.0756359	0.145214	0.136112	0.13071	0.105258	0.0943756	0.0862299	0.0960041	0.093227	0.0934522	0.0654684	0.0848072	0.0717099	0.073709	0.110631	0.108802	0.0845584	0.0721523	0.157289	0.160227	0.0970224	0.117065	0.0949802	0.123825	0.0947887	0.122057	0.0902879	0.102107	0.111192	0.104301	0.123202	0.12552	0.139576	0.132971	0.129789	0.139956	0.125686	0.049021	0.0614159	0.0719202	0.0590727	0.0550502	0.0550502	0.0610919	0.0590656	0.0676355	0.0633128	0.0613104	0.103822	0.105102	0.091957	0.109928	0.127905	0.130806	0.132487	0.116346	0.106103	0.102103	0.120978	0.122775	0.1145	0.0876773	0.10605	0.102068	0.0999083	0.0917813	0.103944	0.112188	0.112166	0.116479	0.124723	0.105993	0.119483	0.133149	0.135225	0.122395	0.152133	0.14166	0.142188	0.134821	0.128639	0.143446	0.117995	0.128345	0.130371	0.134714	0.119937	0.134215	0.132347	0.140466	0.128024	0.15485	0.13398	0.141509	0.138221	0.150444	0.154755	0.154875	0.147259	0.153367	0.15971	0.145242	0.151271	0.155835	0.153416	0.153373	0.141237	0.139145	0.147405	0.147318	0.148431	0.140374	0.142462	0.132161	0.138348	0.152385	0.146259	0.138033	0.160531	0.15417	0.152207	0.154228	0.152134	0.156131	0.162257	0.162222	0.158204	0.162374	0.16234	0.154132	0.165986	0.158151	0.156093	0.15608	0.162257	0.148059	0.160668	0.150211	0.14812	0.142064	0.142062	0.166679	0.129903	0.148249	0.146249	0.140109	0.143352	0.14535	0.142497	0.140489	0.125932	0.136125	0.157106	0.163594	0.13209	0.144414	0.167196	0.152419	0.156459	0.152308	0.136048	0.138127	0.163449	0.140172	0.138195	0.150639	0.138086	0.138062	0.140145	0.140042	0.14609	0.136117	0.138123	0.146243	0.131917	0.13599	0.130074	0.13	0.13414	0.174208	0.136016	0.148669	0.134056	0.145006	0.150656	0.14847	0.140237	0.140289	0.123898	0.140508	0.15355	0.127989	0.128216	0.130075	0.136134	0.123887	0.134153	0.130038	0.134091	0.129992	0.121893	0.119812	0.119813	0.119813	0.134351	0.130333	0.13242	0.13011	0.130129	0.13841	0.132119	0.138326	0.124229	0.124087	0.128426	0.144409	0.132376	0.124185	0.142196	0.123059	0.116455	0.128459	0.13482	0.134704	0.138622	0.125384	0.11283	0.102576	0.0782173	0.0978141	0.104229
Podilymbus_podiceps	0.049791	0.010096	0	0.097668	0.0635669	0.0615632	0.106334	0.118987	0.111235	0.127519	0.126673	0.104597	0.105596	0.11935	0.0687426	0.0652735	0.09593	0.0896264	0.0916707	0.0854692	0.0874855	0.0854602	0.0834606	0.0834606	0.0675093	0.078127	0.0571236	0.0778781	0.084073	0.0794825	0.0754501	0.0733546	0.0672158	0.0692453	0.0712908	0.0692406	0.0961718	0.0960895	0.096697	0.0896684	0.0919789	0.163452	0.0630921	0.0651147	0.0858713	0.0732621	0.073237	0.0732021	0.0711692	0.0731722	0.061054	0.0630666	0.0610513	0.0590358	0.0652784	0.0697705	0.0915027	0.082423	0.0850148	0.0788864	0.0763529	0.0841632	0.122463	0.0877264	0.0944485	0.106973	0.0827001	0.101309	0.100878	0.104303	0.113613	0.101117	0.107143	0.0926767	0.107897	0.0961734	0.0866099	0.0906831	0.0781999	0.0612249	0.0612109	0.0736034	0.081964	0.0836481	0.100284	0.0795433	0.073388	0.0814287	0.0874435	0.0875975	0.0693471	0.0675389	0.0754598	0.0715418	0.0756557	0.0776747	0.147253	0.13815	0.132748	0.107297	0.0964143	0.0882686	0.0980429	0.0952657	0.0954909	0.0675071	0.0868459	0.0737486	0.0757478	0.11267	0.110841	0.0865972	0.0741911	0.159328	0.162266	0.0990612	0.119103	0.0970189	0.125864	0.0968274	0.124096	0.0923266	0.104145	0.113231	0.10634	0.125241	0.127558	0.141615	0.13501	0.131828	0.141995	0.127724	0.0510598	0.0634547	0.0739589	0.0611114	0.0570889	0.0570889	0.0631306	0.0611043	0.0696742	0.0653515	0.0633492	0.105861	0.107141	0.0939958	0.111967	0.129943	0.132844	0.134526	0.118385	0.108142	0.104142	0.123017	0.124814	0.116539	0.0897161	0.108089	0.104106	0.101947	0.09382	0.105983	0.114227	0.114205	0.118518	0.126762	0.108032	0.121522	0.135187	0.137264	0.124433	0.154172	0.143699	0.144227	0.13686	0.130678	0.145484	0.120034	0.130383	0.13241	0.136753	0.121975	0.136254	0.134386	0.142505	0.130063	0.156889	0.136019	0.143548	0.14026	0.152483	0.156794	0.156913	0.149298	0.155405	0.161748	0.14728	0.153309	0.157874	0.155455	0.155412	0.143276	0.141184	0.149443	0.149357	0.15047	0.142412	0.1445	0.134199	0.140386	0.154424	0.148298	0.140072	0.162569	0.156209	0.154246	0.156267	0.154173	0.158169	0.164296	0.164261	0.160242	0.164413	0.164379	0.156171	0.168025	0.160189	0.158131	0.158119	0.164296	0.150097	0.162706	0.152249	0.150159	0.144102	0.144101	0.168717	0.131942	0.150288	0.148287	0.142148	0.14539	0.147389	0.144536	0.142528	0.127971	0.138164	0.159144	0.165633	0.134129	0.146453	0.169235	0.154457	0.158498	0.154347	0.138086	0.140166	0.165488	0.142211	0.140233	0.152677	0.140125	0.140101	0.142184	0.142081	0.148129	0.138156	0.140162	0.148282	0.133955	0.138028	0.132112	0.132038	0.136179	0.176247	0.138054	0.150708	0.136095	0.147044	0.152694	0.150508	0.142276	0.142327	0.125936	0.142546	0.155589	0.130027	0.130255	0.132114	0.138173	0.125926	0.136192	0.132076	0.13613	0.132031	0.123932	0.121851	0.121852	0.121852	0.13639	0.132372	0.134459	0.132149	0.132167	0.140449	0.134158	0.140364	0.126268	0.126126	0.130465	0.146447	0.134415	0.126224	0.144234	0.125097	0.118493	0.130498	0.136858	0.136743	0.140661	0.127423	0.114868	0.104615	0.080256	0.0998528	0.106268
Mesitornis_unicolor	0.0885093	0.0956293	0.097668	0	0.08535	0.0833462	0.130118	0.146778	0.139027	0.15531	0.154464	0.132388	0.133387	0.147141	0.096534	0.093065	0.123721	0.117418	0.119462	0.113261	0.115277	0.113252	0.111252	0.111252	0.0953007	0.105918	0.0849193	0.105674	0.111869	0.107278	0.103246	0.10115	0.0950114	0.097041	0.0990864	0.0970363	0.123967	0.123885	0.124493	0.117464	0.119775	0.191247	0.0908877	0.0929103	0.113667	0.101058	0.101033	0.100998	0.0989649	0.100968	0.0888496	0.0908622	0.088847	0.0868315	0.0930741	0.0975661	0.119298	0.110219	0.11281	0.106682	0.104149	0.111959	0.150259	0.115522	0.122244	0.134769	0.110496	0.129109	0.128678	0.132103	0.141413	0.128917	0.134942	0.120476	0.135696	0.123973	0.11441	0.118483	0.106	0.0890246	0.0890106	0.101403	0.109764	0.111448	0.128083	0.107343	0.101188	0.109228	0.115243	0.115397	0.0971468	0.0953386	0.103259	0.0993415	0.103455	0.105474	0.175052	0.16595	0.160548	0.135096	0.124214	0.116068	0.125843	0.123065	0.123291	0.0953088	0.114648	0.10155	0.103549	0.140472	0.138643	0.114399	0.101993	0.18713	0.190068	0.126863	0.146905	0.124821	0.153665	0.124629	0.151898	0.120128	0.131947	0.141033	0.134141	0.153043	0.15536	0.169417	0.162812	0.15963	0.169797	0.155526	0.0788635	0.0912583	0.101763	0.0889151	0.0848926	0.0848926	0.0909343	0.088908	0.0974779	0.0931552	0.0911528	0.133665	0.134945	0.121799	0.13977	0.157747	0.160648	0.16233	0.146189	0.135945	0.131946	0.150821	0.152617	0.144342	0.11752	0.135893	0.13191	0.129751	0.121624	0.133787	0.142031	0.142008	0.146321	0.154565	0.135836	0.149326	0.162991	0.165067	0.152237	0.181975	0.171503	0.172031	0.164664	0.158481	0.173288	0.147838	0.158187	0.160213	0.164557	0.149779	0.164058	0.162189	0.170309	0.157866	0.184692	0.163822	0.171352	0.168064	0.180287	0.184598	0.184717	0.177101	0.183209	0.189552	0.175084	0.181113	0.185678	0.183259	0.183215	0.17108	0.168987	0.177247	0.17716	0.178274	0.170216	0.172304	0.162003	0.16819	0.182228	0.176102	0.167876	0.190373	0.184012	0.18205	0.184071	0.181977	0.185973	0.192099	0.192065	0.188046	0.192217	0.192182	0.183975	0.195828	0.187993	0.185935	0.185922	0.192099	0.177901	0.19051	0.180053	0.177962	0.171906	0.171904	0.196521	0.159745	0.178092	0.176091	0.169951	0.173194	0.175192	0.172339	0.170332	0.155775	0.165967	0.186948	0.193437	0.161933	0.174257	0.197038	0.182261	0.186301	0.182151	0.16589	0.16797	0.193292	0.170014	0.168037	0.180481	0.167929	0.167905	0.169988	0.169885	0.175933	0.16596	0.167965	0.176086	0.161759	0.165832	0.159916	0.159842	0.163983	0.20405	0.165858	0.178512	0.163899	0.174848	0.180498	0.178312	0.17008	0.170131	0.15374	0.17035	0.183393	0.157831	0.158059	0.159918	0.165977	0.15373	0.163996	0.15988	0.163934	0.159835	0.151735	0.149655	0.149656	0.149656	0.164194	0.160176	0.162263	0.159952	0.159971	0.168253	0.161962	0.168168	0.154072	0.153929	0.158269	0.174251	0.162218	0.154028	0.172038	0.152901	0.146297	0.158302	0.164662	0.164547	0.168465	0.155226	0.142672	0.132424	0.108065	0.127662	0.134077
Cariama_cristata	0.0544082	0.0615282	0.0635669	0.08535	0	0.00200966	0.0960164	0.112677	0.104926	0.121209	0.120363	0.0982871	0.0992858	0.11304	0.0624329	0.0589638	0.0896202	0.0833167	0.085361	0.0791595	0.0811758	0.0791505	0.0771509	0.0771509	0.0611996	0.0718173	0.0508182	0.0715726	0.0777676	0.073177	0.0691446	0.0670491	0.0609103	0.0629398	0.0649853	0.0629352	0.0898663	0.089784	0.0903915	0.0833629	0.0856734	0.157146	0.0567866	0.0588092	0.0795659	0.0669566	0.0669316	0.0668966	0.0648637	0.0668668	0.0547485	0.0567611	0.0547459	0.0527304	0.0589729	0.063465	0.0851972	0.0761175	0.0787093	0.072581	0.0700475	0.0778578	0.116158	0.0814209	0.0881431	0.100668	0.0763946	0.0950074	0.0945769	0.0980017	0.107312	0.0948155	0.100841	0.0863753	0.101595	0.089872	0.0803085	0.0843817	0.0718985	0.0549234	0.0549095	0.067302	0.0756625	0.0773466	0.0939822	0.0732418	0.0670865	0.0751272	0.081142	0.0812961	0.0630457	0.0612375	0.0691583	0.0652404	0.0693542	0.0713732	0.140951	0.131849	0.126447	0.100995	0.0901129	0.0819671	0.0917414	0.0889642	0.0891895	0.0612077	0.0805464	0.0674492	0.0694483	0.106371	0.104542	0.0802977	0.0678916	0.153029	0.155966	0.0927617	0.112804	0.0907194	0.119564	0.0905279	0.117797	0.0860272	0.097846	0.106931	0.10004	0.118942	0.121259	0.135316	0.128711	0.125528	0.135696	0.121425	0.0447623	0.0571572	0.0676615	0.054814	0.0507915	0.0507915	0.0568331	0.0548069	0.0633768	0.0590541	0.0570517	0.0995636	0.100844	0.0876983	0.105669	0.123646	0.126547	0.128229	0.112088	0.101844	0.0978447	0.116719	0.118516	0.110241	0.0834186	0.101792	0.0978089	0.0956496	0.0875226	0.0996857	0.10793	0.107907	0.11222	0.120464	0.101735	0.115224	0.12889	0.130966	0.118136	0.147874	0.137402	0.13793	0.130562	0.12438	0.139187	0.113737	0.124086	0.126112	0.130455	0.115678	0.129957	0.128088	0.136208	0.123765	0.150591	0.129721	0.13725	0.133963	0.146185	0.150496	0.150616	0.143	0.149108	0.155451	0.140983	0.147012	0.151577	0.149158	0.149114	0.136979	0.134886	0.143146	0.143059	0.144172	0.136115	0.138203	0.127902	0.134089	0.148127	0.142001	0.133775	0.156272	0.149911	0.147949	0.14997	0.147876	0.151872	0.157998	0.157963	0.153945	0.158116	0.158081	0.149874	0.161727	0.153892	0.151834	0.151821	0.157998	0.1438	0.156409	0.145952	0.143861	0.137805	0.137803	0.16242	0.125644	0.143991	0.14199	0.13585	0.139093	0.141091	0.138238	0.136231	0.121674	0.131866	0.152847	0.159335	0.127832	0.140156	0.162937	0.14816	0.1522	0.14805	0.131789	0.133868	0.159191	0.135913	0.133936	0.14638	0.133828	0.133804	0.135887	0.135784	0.141831	0.131859	0.133864	0.141985	0.127658	0.131731	0.125815	0.125741	0.129882	0.169949	0.131757	0.144411	0.129798	0.140747	0.146397	0.144211	0.135979	0.13603	0.119639	0.136249	0.149291	0.12373	0.123958	0.125817	0.131876	0.119629	0.129895	0.125779	0.129833	0.125733	0.117634	0.115553	0.115554	0.115554	0.130092	0.126074	0.128161	0.125851	0.12587	0.134152	0.127861	0.134067	0.119971	0.119828	0.124167	0.14015	0.128117	0.119926	0.137937	0.1188	0.112196	0.1242	0.130561	0.130446	0.134364	0.121125	0.108571	0.0983229	0.0739643	0.0935611	0.099976
