	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Phasianus_colchicus	Tympanuchus_cupido	Meleagris_gallopavo	Coturnix_japonica	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Opisthocomus_hoazin	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Hydrobates_tethys	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Apaloderma_vittatum	Trogon_melanurus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Phaethon_lepturus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Colius_striatus	Urocolius_indicus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Smithornis_capensis	Calyptomena_viridis	Sapayoa_aenigma	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Sclerurus_mexicanus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Piprites_chloris	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Onychorhynchus_coronatus	Oxyruncus_cristatus	Atrichornis_clamosus	Menura_novaehollandiae	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Mohoua_ochrocephala	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Myiagra_hebetior	Struthidea_cinerea	Ifrita_kowaldi	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Daphoenositta_chrysoptera	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oriolus_oriolus	Oreocharis_arfaki	Eulacestoma_nigropectus	Pachycephala_philippinensis	Aleadryas_rufinucha	Falcunculus_frontatus	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Anthoscopus_minutus	Sylvietta_virens	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Regulus_satrapa	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Catharus_fuscescens	Alaudala_cheleensis	Panurus_biarmicus	Cisticola_juncidis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Hirundo_rustica	Nicator_chloris	Elachura_formosa	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Ploceus_nigricollis	Rhodinocichla_rosea	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Calcarius_ornatus	Emberiza_fucata	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Motacilla_alba	Notiomystis_cincta	Drymodes_brunneopygia	Climacteris_rufus	Ptilonorhynchus_violaceus	Cariama_cristata	Chunga_burmeisteri	Eurypyga_helias	Rhynochetos_jubatus	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Rhea_americana	Rhea_pennata
Struthio_camelus	0	0.0982464	0.112734	0.279415	0.286287	0.315124	0.327254	0.323515	0.331368	0.327317	0.350293	0.31472	0.337686	0.366862	0.35426	0.352868	0.355621	0.35317	0.374616	0.358061	0.382154	0.257423	0.299884	0.309973	0.353863	0.337929	0.333191	0.340124	0.393631	0.356477	0.407488	0.396852	0.384268	0.384924	0.384233	0.356668	0.35387	0.381439	0.366076	0.372621	0.331969	0.316577	0.320262	0.316182	0.32308	0.314878	0.298634	0.300831	0.302556	0.296505	0.305043	0.299386	0.288658	0.310539	0.304215	0.283452	0.330938	0.322707	0.338557	0.297587	0.328679	0.406514	0.299638	0.310225	0.321585	0.295675	0.293367	0.295429	0.299454	0.297489	0.291432	0.299766	0.295676	0.297719	0.299734	0.299465	0.315803	0.30972	0.31781	0.327793	0.357339	0.316517	0.343599	0.34545	0.314623	0.288137	0.289058	0.28185	0.284432	0.350823	0.340603	0.320743	0.317128	0.28776	0.281167	0.271993	0.311288	0.303827	0.284536	0.27546	0.277109	0.291789	0.302173	0.302937	0.296769	0.306613	0.287502	0.302478	0.281307	0.328046	0.319731	0.319842	0.318329	0.310294	0.316295	0.314293	0.312297	0.287813	0.326004	0.28782	0.298182	0.302931	0.277455	0.31126	0.273207	0.261107	0.261107	0.271192	0.279385	0.379066	0.36832	0.29697	0.301366	0.299266	0.34154	0.363584	0.336075	0.470315	0.429167	0.370128	0.341453	0.341642	0.374063	0.360809	0.396498	0.369326	0.335941	0.413634	0.365706	0.391142	0.387747	0.411925	0.411444	0.394211	0.409847	0.394437	0.333099	0.370008	0.370982	0.376279	0.378033	0.38197	0.293804	0.334233	0.327999	0.320103	0.322059	0.289393	0.35605	0.350651	0.344739	0.349724	0.339676	0.403968	0.360272	0.33597	0.370257	0.354967	0.357398	0.331546	0.348186	0.3357	0.342289	0.372856	0.3508	0.375439	0.31103	0.315115	0.344391	0.346791	0.340217	0.358009	0.335677	0.338241	0.336463	0.3214	0.340315	0.360062	0.340318	0.354267	0.370152	0.376379	0.358246	0.373439	0.335933	0.372511	0.372144	0.339749	0.348262	0.349981	0.358264	0.335264	0.360366	0.375247	0.345515	0.341333	0.343347	0.343349	0.358011	0.353762	0.356079	0.361916	0.374778	0.372285	0.367889	0.361679	0.367746	0.37054	0.368995	0.373327	0.379986	0.34141	0.383999	0.351761	0.360165	0.352025	0.343598	0.363572	0.355014	0.367329	0.385343	0.366972	0.396573	0.366353	0.383698	0.383695	0.370308	0.355799	0.370152	0.370091	0.392839	0.382588	0.394628	0.383348	0.38589	0.37074	0.372737	0.374263	0.367914	0.380266	0.369555	0.36579	0.357888	0.372343	0.369964	0.361563	0.374015	0.372175	0.372382	0.374731	0.39016	0.370368	0.378795	0.365556	0.363455	0.373932	0.382719	0.38235	0.378063	0.378075	0.38009	0.378233	0.351267	0.357462	0.378324	0.37835	0.382644	0.374935	0.378561	0.37226	0.39431	0.368021	0.389231	0.380608	0.382073	0.387219	0.378927	0.362677	0.412262	0.367441	0.353497	0.362004	0.376656	0.376972	0.368112	0.398005	0.359581	0.373304	0.361761	0.355477	0.377885	0.367663	0.376107	0.376137	0.384949	0.369587	0.371559	0.388137	0.381794	0.375542	0.377634	0.377628	0.371711	0.36343	0.373559	0.377604	0.381721	0.382015	0.384024	0.369719	0.367484	0.365456	0.36143	0.363619	0.367663	0.369829	0.359446	0.361447	0.372544	0.363135	0.37629	0.360214	0.355948	0.295674	0.307596	0.306826	0.323371	0.0908611	0.0928567	0.0948476	0.0928595	0.236318	0.247029	0.231014	0.230989	0.226096	0.232604	0.208998	0.232732	0.214205	0.210142	0.13058	0.143973
Casuarius_casuarius	0.0982464	0	0.028623	0.240346	0.247218	0.276055	0.288185	0.284446	0.292299	0.288248	0.311224	0.275651	0.298617	0.327794	0.315192	0.3138	0.316552	0.314101	0.335547	0.318993	0.343085	0.218354	0.260815	0.270904	0.314794	0.29886	0.294122	0.301056	0.354562	0.317408	0.368419	0.357783	0.345199	0.345855	0.345164	0.317599	0.314801	0.34237	0.327007	0.333552	0.2929	0.277508	0.281193	0.277113	0.284011	0.275809	0.259565	0.261763	0.263487	0.257436	0.265974	0.260317	0.249589	0.271471	0.265146	0.244383	0.291869	0.283638	0.299488	0.258519	0.28961	0.367445	0.260569	0.271157	0.282516	0.256606	0.254298	0.25636	0.260385	0.25842	0.252363	0.260697	0.256607	0.25865	0.260666	0.260396	0.276734	0.270651	0.278741	0.288724	0.318271	0.277448	0.30453	0.306381	0.275554	0.249068	0.249989	0.242781	0.245363	0.311754	0.301534	0.281674	0.278059	0.248691	0.242098	0.232924	0.272219	0.264758	0.245467	0.236391	0.23804	0.25272	0.263104	0.263868	0.2577	0.267544	0.248433	0.263409	0.242238	0.288977	0.280662	0.280773	0.27926	0.271225	0.277226	0.275224	0.273228	0.248744	0.286935	0.248751	0.259113	0.263862	0.238386	0.272191	0.234138	0.222038	0.222038	0.232124	0.240316	0.339997	0.329251	0.257901	0.262298	0.260197	0.302471	0.324515	0.297006	0.431246	0.390098	0.331059	0.302384	0.302573	0.334994	0.32174	0.357429	0.330257	0.296872	0.374565	0.326637	0.352073	0.348678	0.372856	0.372375	0.355142	0.370778	0.355368	0.294031	0.33094	0.331913	0.33721	0.338965	0.342901	0.254736	0.295164	0.28893	0.281034	0.28299	0.250324	0.316981	0.311582	0.30567	0.310655	0.300607	0.364899	0.321203	0.296901	0.331188	0.315898	0.318329	0.292477	0.309117	0.296631	0.30322	0.333787	0.311731	0.33637	0.271961	0.276046	0.305322	0.307722	0.301148	0.31894	0.296609	0.299172	0.297394	0.282331	0.301246	0.320993	0.30125	0.315199	0.331083	0.33731	0.319177	0.33437	0.296864	0.333442	0.333075	0.30068	0.309193	0.310912	0.319195	0.296195	0.321297	0.336178	0.306447	0.302264	0.304278	0.30428	0.318942	0.314693	0.31701	0.322848	0.335709	0.333216	0.32882	0.32261	0.328677	0.331471	0.329926	0.334258	0.340917	0.302341	0.344931	0.312692	0.321096	0.312956	0.304529	0.324503	0.315945	0.328261	0.346274	0.327903	0.357504	0.327284	0.344629	0.344626	0.331239	0.31673	0.331083	0.331022	0.35377	0.343519	0.355559	0.344279	0.346821	0.331671	0.333669	0.335195	0.328845	0.341197	0.330486	0.326721	0.318819	0.333275	0.330895	0.322494	0.334946	0.333106	0.333313	0.335663	0.351091	0.331299	0.339726	0.326487	0.324386	0.334863	0.34365	0.343281	0.338994	0.339007	0.341021	0.339164	0.312198	0.318393	0.339255	0.339281	0.343575	0.335866	0.339492	0.333191	0.355241	0.328952	0.350162	0.341539	0.343004	0.34815	0.339858	0.323608	0.373193	0.328372	0.314428	0.322935	0.337587	0.337903	0.329043	0.358936	0.320512	0.334235	0.322692	0.316409	0.338816	0.328595	0.337038	0.337068	0.34588	0.330518	0.33249	0.349069	0.342726	0.336473	0.338565	0.338559	0.332642	0.324361	0.334491	0.338536	0.342653	0.342946	0.344955	0.33065	0.328415	0.326387	0.322361	0.32455	0.328594	0.330761	0.320377	0.322378	0.333475	0.324066	0.337221	0.321145	0.316879	0.256605	0.268527	0.267757	0.284302	0.0564693	0.0584648	0.0604557	0.0584676	0.201926	0.212637	0.196622	0.196597	0.191704	0.198212	0.174606	0.19834	0.179813	0.175751	0.0961879	0.109581
Dromaius_novaehollandiae	0.112734	0.028623	0	0.254834	0.261706	0.290543	0.302673	0.298934	0.306787	0.302736	0.325712	0.290139	0.313105	0.342281	0.329679	0.328287	0.33104	0.328589	0.350035	0.33348	0.357573	0.232842	0.275303	0.285392	0.329282	0.313348	0.30861	0.315543	0.36905	0.331896	0.382907	0.372271	0.359687	0.360343	0.359652	0.332087	0.329289	0.356858	0.341495	0.34804	0.307388	0.291996	0.295681	0.291601	0.298499	0.290297	0.274053	0.276251	0.277975	0.271924	0.280462	0.274805	0.264077	0.285958	0.279634	0.258871	0.306357	0.298126	0.313976	0.273006	0.304098	0.381933	0.275057	0.285644	0.297004	0.271094	0.268786	0.270848	0.274873	0.272908	0.266851	0.275185	0.271095	0.273138	0.275153	0.274884	0.291222	0.285139	0.293229	0.303212	0.332759	0.291936	0.319018	0.320869	0.290042	0.263556	0.264477	0.257269	0.259851	0.326242	0.316022	0.296162	0.292547	0.263179	0.256586	0.247412	0.286707	0.279246	0.259955	0.250879	0.252528	0.267208	0.277592	0.278356	0.272188	0.282032	0.262921	0.277897	0.256726	0.303465	0.29515	0.295261	0.293748	0.285713	0.291714	0.289712	0.287716	0.263232	0.301423	0.263239	0.273601	0.27835	0.252874	0.286679	0.248626	0.236526	0.236526	0.246611	0.254804	0.354485	0.343739	0.272389	0.276785	0.274685	0.316959	0.339003	0.311494	0.445734	0.404586	0.345547	0.316872	0.317061	0.349482	0.336228	0.371917	0.344745	0.31136	0.389053	0.341125	0.366561	0.363166	0.387344	0.386863	0.36963	0.385266	0.369856	0.308518	0.345428	0.346401	0.351698	0.353452	0.357389	0.269224	0.309652	0.303418	0.295522	0.297478	0.264812	0.331469	0.32607	0.320158	0.325143	0.315095	0.379387	0.335691	0.311389	0.345676	0.330386	0.332817	0.306965	0.323605	0.311119	0.317708	0.348275	0.326219	0.350858	0.286449	0.290534	0.31981	0.32221	0.315636	0.333428	0.311096	0.31366	0.311882	0.296819	0.315734	0.335481	0.315737	0.329686	0.345571	0.351798	0.333665	0.348858	0.311352	0.34793	0.347563	0.315168	0.323681	0.3254	0.333683	0.310683	0.335785	0.350666	0.320934	0.316752	0.318766	0.318768	0.33343	0.329181	0.331498	0.337335	0.350197	0.347704	0.343308	0.337098	0.343165	0.345959	0.344414	0.348746	0.355405	0.316829	0.359418	0.32718	0.335584	0.327444	0.319017	0.338991	0.330433	0.342748	0.360762	0.342391	0.371992	0.341772	0.359117	0.359114	0.345727	0.331218	0.345571	0.34551	0.368258	0.358007	0.370047	0.358767	0.361309	0.346159	0.348156	0.349682	0.343333	0.355685	0.344974	0.341209	0.333307	0.347762	0.345383	0.336982	0.349434	0.347594	0.347801	0.35015	0.365579	0.345787	0.354214	0.340975	0.338874	0.349351	0.358138	0.357769	0.353482	0.353494	0.355509	0.353652	0.326686	0.332881	0.353743	0.353769	0.358063	0.350354	0.35398	0.347679	0.369729	0.34344	0.36465	0.356027	0.357492	0.362638	0.354346	0.338096	0.387681	0.34286	0.328916	0.337423	0.352075	0.352391	0.343531	0.373424	0.335	0.348723	0.33718	0.330896	0.353304	0.343082	0.351526	0.351556	0.360368	0.345006	0.346978	0.363556	0.357214	0.350961	0.353053	0.353047	0.34713	0.338849	0.348979	0.353023	0.35714	0.357434	0.359443	0.345138	0.342903	0.340875	0.336849	0.339038	0.343082	0.345248	0.334865	0.336866	0.347963	0.338554	0.351709	0.335633	0.331367	0.271093	0.283015	0.282245	0.29879	0.0709572	0.0729527	0.0749436	0.0729555	0.216414	0.227125	0.21111	0.211085	0.206192	0.2127	0.189094	0.212828	0.194301	0.190238	0.110676	0.124069
Chauna_torquata	0.279415	0.240346	0.254834	0	0.109079	0.137917	0.150046	0.146307	0.154161	0.15011	0.190654	0.155081	0.178046	0.207223	0.194621	0.193229	0.195981	0.193531	0.214977	0.198422	0.222514	0.192506	0.234967	0.245056	0.288946	0.273012	0.268274	0.275207	0.328714	0.29156	0.342571	0.331935	0.319351	0.320007	0.319316	0.291751	0.288953	0.316522	0.301159	0.307704	0.267052	0.25166	0.255345	0.251265	0.258163	0.249961	0.233717	0.235914	0.237639	0.231588	0.240126	0.234469	0.223741	0.245622	0.239298	0.218535	0.266021	0.25779	0.27364	0.23267	0.263762	0.341597	0.234721	0.245308	0.256668	0.230758	0.22845	0.230512	0.234537	0.232572	0.226515	0.234849	0.230759	0.232802	0.234817	0.234548	0.250886	0.244803	0.252893	0.262876	0.292422	0.2516	0.278682	0.280533	0.249706	0.22322	0.224141	0.216933	0.219515	0.285906	0.275686	0.255826	0.252211	0.222843	0.21625	0.207076	0.24637	0.23891	0.219619	0.210543	0.212192	0.226872	0.237256	0.23802	0.231852	0.241696	0.222585	0.237561	0.21639	0.263129	0.254814	0.254925	0.253411	0.245377	0.251378	0.249376	0.24738	0.222896	0.261087	0.222903	0.233265	0.238014	0.212538	0.246343	0.20829	0.19619	0.19619	0.206275	0.214468	0.314149	0.303403	0.232053	0.236449	0.234349	0.276623	0.298667	0.271158	0.405398	0.36425	0.305211	0.276536	0.276725	0.309146	0.295892	0.331581	0.304409	0.271024	0.348717	0.300789	0.326225	0.32283	0.347008	0.346527	0.329294	0.34493	0.32952	0.268182	0.305091	0.306065	0.311362	0.313116	0.317053	0.228887	0.269316	0.263082	0.255186	0.257142	0.224476	0.291133	0.285734	0.279822	0.284807	0.274759	0.339051	0.295355	0.271053	0.30534	0.29005	0.292481	0.266629	0.283269	0.270783	0.277372	0.307939	0.285883	0.310522	0.246113	0.250198	0.279474	0.281874	0.2753	0.293092	0.27076	0.273324	0.271546	0.256483	0.275398	0.295145	0.275401	0.28935	0.305235	0.311462	0.293329	0.308522	0.271016	0.307594	0.307227	0.274832	0.283345	0.285064	0.293347	0.270347	0.295449	0.31033	0.280598	0.276416	0.27843	0.278432	0.293094	0.288845	0.291162	0.296999	0.309861	0.307368	0.302972	0.296762	0.302829	0.305623	0.304078	0.30841	0.315069	0.276493	0.319082	0.286844	0.295248	0.287108	0.278681	0.298655	0.290097	0.302412	0.320426	0.302055	0.331655	0.301436	0.318781	0.318778	0.305391	0.290882	0.305235	0.305174	0.327922	0.317671	0.329711	0.318431	0.320973	0.305823	0.30782	0.309346	0.302997	0.315349	0.304638	0.300873	0.292971	0.307426	0.305047	0.296646	0.309098	0.307258	0.307465	0.309814	0.325243	0.305451	0.313878	0.300639	0.298538	0.309015	0.317802	0.317433	0.313146	0.313158	0.315173	0.313316	0.28635	0.292545	0.313407	0.313433	0.317727	0.310018	0.313644	0.307343	0.329393	0.303104	0.324314	0.315691	0.317156	0.322302	0.31401	0.29776	0.347345	0.302524	0.28858	0.297087	0.311739	0.312055	0.303195	0.333088	0.294664	0.308387	0.296844	0.29056	0.312967	0.302746	0.31119	0.31122	0.320032	0.30467	0.306642	0.32322	0.316877	0.310625	0.312717	0.312711	0.306794	0.298513	0.308642	0.312687	0.316804	0.317098	0.319107	0.304802	0.302567	0.300539	0.296513	0.298702	0.302746	0.304912	0.294529	0.29653	0.307627	0.298218	0.311373	0.295297	0.291031	0.230757	0.242679	0.241909	0.258454	0.237637	0.239633	0.241624	0.239636	0.383094	0.393806	0.37779	0.377765	0.372872	0.37938	0.355774	0.379508	0.360982	0.356919	0.277356	0.290749
Anseranas_semipalmata	0.286287	0.247218	0.261706	0.109079	0	0.127236	0.139366	0.135627	0.14348	0.139429	0.197526	0.161952	0.184918	0.214095	0.201493	0.200101	0.202853	0.200402	0.221849	0.205294	0.229386	0.199378	0.241838	0.251927	0.295818	0.279884	0.275146	0.282079	0.335586	0.298432	0.349443	0.338807	0.326223	0.326879	0.326188	0.298623	0.295824	0.323394	0.308031	0.314576	0.273924	0.258532	0.262217	0.258137	0.265035	0.256833	0.240589	0.242786	0.244511	0.23846	0.246998	0.241341	0.230613	0.252494	0.24617	0.225407	0.272892	0.264662	0.280512	0.239542	0.270634	0.348469	0.241593	0.25218	0.26354	0.23763	0.235322	0.237384	0.241409	0.239444	0.233387	0.241721	0.237631	0.239674	0.241689	0.24142	0.257758	0.251675	0.259765	0.269748	0.299294	0.258472	0.285554	0.287405	0.256578	0.230092	0.231013	0.223805	0.226387	0.292778	0.282558	0.262698	0.259083	0.229714	0.223122	0.213948	0.253242	0.245782	0.226491	0.217415	0.219064	0.233744	0.244128	0.244892	0.238724	0.248568	0.229457	0.244433	0.223262	0.270001	0.261686	0.261797	0.260283	0.252249	0.25825	0.256248	0.254252	0.229768	0.267959	0.229775	0.240137	0.244886	0.219409	0.253215	0.215162	0.203062	0.203062	0.213147	0.22134	0.321021	0.310275	0.238925	0.243321	0.241221	0.283495	0.305539	0.27803	0.412269	0.371122	0.312082	0.283408	0.283597	0.316018	0.302764	0.338453	0.311281	0.277896	0.355589	0.307661	0.333096	0.329702	0.35388	0.353399	0.336166	0.351801	0.336392	0.275054	0.311963	0.312937	0.318234	0.319988	0.323925	0.235759	0.276188	0.269954	0.262057	0.264014	0.231348	0.298005	0.292606	0.286693	0.291679	0.281631	0.345923	0.302227	0.277925	0.312212	0.296922	0.299353	0.273501	0.290141	0.277655	0.284244	0.314811	0.292755	0.317394	0.252985	0.25707	0.286346	0.288746	0.282172	0.299964	0.277632	0.280195	0.278418	0.263355	0.28227	0.302017	0.282273	0.296222	0.312107	0.318334	0.300201	0.315394	0.277888	0.314466	0.314099	0.281704	0.290217	0.291936	0.300219	0.277219	0.302321	0.317202	0.28747	0.283288	0.285302	0.285304	0.299966	0.295717	0.298033	0.303871	0.316733	0.31424	0.309844	0.303634	0.309701	0.312494	0.31095	0.315282	0.321941	0.283365	0.325954	0.293716	0.30212	0.29398	0.285553	0.305527	0.296969	0.309284	0.327298	0.308927	0.338527	0.308308	0.325653	0.32565	0.312263	0.297754	0.312107	0.312046	0.334794	0.324543	0.336582	0.325303	0.327845	0.312695	0.314692	0.316218	0.309868	0.322221	0.31151	0.307745	0.299843	0.314298	0.311919	0.303518	0.31597	0.31413	0.314337	0.316686	0.332115	0.312323	0.32075	0.307511	0.30541	0.315887	0.324674	0.324305	0.320018	0.32003	0.322045	0.320188	0.293222	0.299417	0.320279	0.320305	0.324599	0.31689	0.320516	0.314215	0.336265	0.309976	0.331186	0.322563	0.324028	0.329174	0.320882	0.304632	0.354217	0.309396	0.295452	0.303959	0.318611	0.318927	0.310067	0.33996	0.301536	0.315259	0.303716	0.297432	0.319839	0.309618	0.318062	0.318092	0.326904	0.311542	0.313514	0.330092	0.323749	0.317497	0.319589	0.319583	0.313665	0.305385	0.315514	0.319559	0.323676	0.32397	0.325979	0.311674	0.309439	0.307411	0.303385	0.305574	0.309618	0.311784	0.301401	0.303402	0.314499	0.30509	0.318245	0.302169	0.297903	0.237629	0.249551	0.248781	0.265325	0.244509	0.246505	0.248496	0.246508	0.389966	0.400677	0.384662	0.384637	0.379744	0.386252	0.362646	0.38638	0.367854	0.363791	0.284228	0.297621
