	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Chauna_torquata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Mesitornis_unicolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Calidris_pugnax	Arenaria_interpres	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Rynchops_niger	Turnix_velox	Aptenodytes_forsteri	Pygoscelis_adeliae	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Ciconia_maguari	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Calyptomena_viridis	Pitta_sordida	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Piprites_chloris	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Neopipo_cinnamomea	Tyrannus_savana	Mionectes_macconnelli	Tachuris_rubrigastra	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Gymnorhina_tibicen	Rhagologus_leucostigma	Mystacornis_crossleyi	Dryoscopus_gambensis	Dyaphorophyia_castanea	Aleadryas_rufinucha	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Daphoenositta_chrysoptera	Falcunculus_frontatus	Chaetorhynchus_papuensis	Rhipidura_dahli	Myiagra_hebetior	Dicrurus_megarhynchus	Struthidea_cinerea	Ifrita_kowaldi	Paradisaea_raggiana	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Lanius_ludovicianus	Machaerirhynchus_nigripectus	Mohoua_ochrocephala	Eulacestoma_nigropectus	Pachycephala_philippinensis	Oriolus_oriolus	Oreocharis_arfaki	Cnemophilus_loriae	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Panurus_biarmicus	Nicator_chloris	Alaudala_cheleensis	Sylvietta_virens	Hirundo_rustica	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Sylvia_atricapilla	Sylvia_borin	Leiothrix_lutea	Acrocephalus_arundinaceus	Hippolais_icterina	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Passer_domesticus	Hypocryptadius_cinnamomeus	Prunella_fulvescens	Prunella_himalayana	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Calcarius_ornatus	Emberiza_fucata	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Rhodinocichla_rosea	Peucedramus_taeniatus	Urocynchramus_pylzowi	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Cariama_cristata	Chunga_burmeisteri	Apaloderma_vittatum	Trogon_melanurus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Merops_nubicus	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Gavia_stellata	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Hydrobates_tethys
Struthio_camelus	0	0.124193	0.132947	0.107689	0.109693	0.109801	0.111812	0.180856	0.184854	0.2689	0.200425	0.196184	0.196184	0.242958	0.232378	0.250785	0.239382	0.235151	0.239351	0.26694	0.317748	0.322894	0.338789	0.356813	0.352104	0.363276	0.357862	0.369155	0.344513	0.339577	0.367995	0.249441	0.291269	0.304788	0.302812	0.300774	0.298962	0.252261	0.2653	0.280794	0.306975	0.317929	0.319838	0.308796	0.314324	0.308461	0.281223	0.279504	0.290442	0.257292	0.252428	0.313411	0.346858	0.323265	0.438272	0.445182	0.321836	0.287108	0.29834	0.283893	0.306738	0.315599	0.310599	0.28899	0.309913	0.294413	0.338795	0.29432	0.292604	0.254244	0.256269	0.248127	0.246555	0.299021	0.307966	0.326965	0.303653	0.345112	0.325426	0.314652	0.283162	0.273603	0.282141	0.345555	0.344327	0.381417	0.371614	0.362651	0.357789	0.375457	0.268683	0.283312	0.277083	0.289546	0.304116	0.276676	0.280726	0.278234	0.271982	0.284413	0.334072	0.327256	0.321989	0.28655	0.322657	0.274451	0.306259	0.301843	0.294921	0.282514	0.276306	0.278382	0.276366	0.288785	0.290907	0.292927	0.292922	0.288863	0.383583	0.259032	0.256751	0.290537	0.302822	0.31294	0.314977	0.297236	0.300128	0.303235	0.303188	0.303252	0.289647	0.266701	0.285631	0.286301	0.342457	0.343332	0.336964	0.284202	0.266257	0.263864	0.257643	0.267309	0.275806	0.272644	0.27431	0.259736	0.259736	0.263767	0.269883	0.315939	0.320872	0.323046	0.342298	0.37574	0.381874	0.397279	0.36481	0.386252	0.389534	0.366489	0.393778	0.373227	0.369764	0.382906	0.376278	0.355751	0.415117	0.379618	0.371991	0.370572	0.368769	0.316355	0.322524	0.322458	0.368236	0.350799	0.348628	0.354561	0.347201	0.372613	0.362558	0.375558	0.355924	0.314608	0.356052	0.344698	0.396092	0.365806	0.374917	0.379049	0.363735	0.37141	0.377969	0.353581	0.364096	0.377982	0.392107	0.381404	0.379568	0.387775	0.375009	0.383739	0.389203	0.382746	0.361974	0.362336	0.35448	0.375235	0.368625	0.36801	0.363618	0.36801	0.357118	0.354945	0.342696	0.342699	0.3447	0.382527	0.376532	0.370465	0.355342	0.361916	0.366518	0.353249	0.356205	0.358291	0.353617	0.386161	0.382323	0.374379	0.369975	0.367894	0.369995	0.380069	0.371796	0.365061	0.417853	0.402675	0.373644	0.392921	0.369017	0.375307	0.396668	0.37297	0.372681	0.380862	0.383192	0.370922	0.38126	0.372855	0.383955	0.371257	0.375662	0.387987	0.39442	0.396357	0.385556	0.360791	0.393378	0.373465	0.37784	0.412167	0.38445	0.378464	0.386197	0.397356	0.392542	0.386528	0.38223	0.383169	0.408256	0.381688	0.387507	0.393713	0.38114	0.37505	0.395526	0.398216	0.382583	0.388758	0.390962	0.381087	0.385057	0.383054	0.378782	0.371293	0.365305	0.379677	0.388037	0.390705	0.363081	0.394155	0.392101	0.401329	0.369061	0.385642	0.375277	0.371158	0.373199	0.389964	0.373177	0.373177	0.381239	0.379165	0.375128	0.387342	0.401905	0.395269	0.397317	0.395276	0.377042	0.379042	0.387286	0.407786	0.414139	0.410025	0.412526	0.406102	0.397529	0.39375	0.403877	0.406418	0.402473	0.384074	0.384453	0.366315	0.365999	0.33563	0.285547	0.280678	0.307991	0.302252	0.273528	0.286388	0.276806	0.333295	0.350978	0.326568	0.346856	0.349887	0.355276	0.347782	0.345967	0.308486	0.313857	0.340236	0.358731	0.356285	0.365459	0.345427	0.359085	0.37997	0.349967	0.35876	0.357224	0.274456	0.265548	0.283153	0.278889	0.27228	0.282173	0.27681	0.277663
Casuarius_casuarius	0.124193	0	0.0537134	0.0616123	0.0636163	0.063724	0.0657348	0.143	0.146998	0.23459	0.166115	0.161873	0.161874	0.208648	0.198067	0.216475	0.205071	0.200841	0.20504	0.23263	0.283438	0.288583	0.304479	0.322502	0.317794	0.328965	0.323551	0.334845	0.310202	0.305267	0.333685	0.215131	0.256958	0.270478	0.268502	0.266463	0.264652	0.217951	0.230989	0.246484	0.272665	0.283619	0.285528	0.274485	0.280014	0.27415	0.246913	0.245193	0.256132	0.222981	0.218118	0.2791	0.312548	0.288954	0.403961	0.410871	0.287526	0.252797	0.26403	0.249583	0.272427	0.281289	0.276288	0.25468	0.275603	0.260103	0.304484	0.260009	0.258293	0.219934	0.221959	0.213816	0.212245	0.264711	0.273655	0.292654	0.269342	0.310802	0.291116	0.280342	0.248851	0.239292	0.247831	0.311245	0.310016	0.347107	0.337304	0.328341	0.323479	0.341147	0.234372	0.249002	0.242773	0.255236	0.269805	0.242366	0.246416	0.243924	0.237672	0.250103	0.299762	0.292946	0.287679	0.25224	0.288346	0.24014	0.271948	0.267532	0.260611	0.248204	0.241996	0.244072	0.242056	0.254474	0.256597	0.258617	0.258611	0.254553	0.349273	0.224722	0.222441	0.256226	0.268512	0.278629	0.280667	0.262926	0.265818	0.268924	0.268878	0.268942	0.255336	0.232391	0.251321	0.251991	0.308147	0.309021	0.302654	0.249892	0.231947	0.229553	0.223333	0.232999	0.241496	0.238333	0.24	0.225426	0.225426	0.229457	0.235573	0.281629	0.286562	0.288736	0.307987	0.34143	0.347563	0.362968	0.330499	0.351941	0.355223	0.332178	0.359467	0.338917	0.335454	0.348595	0.341968	0.321441	0.380807	0.345308	0.337681	0.336262	0.334459	0.282044	0.288213	0.288147	0.333925	0.316489	0.314318	0.320251	0.312891	0.338302	0.328248	0.341247	0.321614	0.280297	0.321741	0.310387	0.361782	0.331496	0.340606	0.344739	0.329424	0.3371	0.343659	0.319271	0.329786	0.343672	0.357796	0.347094	0.345257	0.353464	0.340699	0.349429	0.354892	0.348435	0.327663	0.328026	0.32017	0.340925	0.334315	0.3337	0.329307	0.3337	0.322807	0.320635	0.308386	0.308389	0.310389	0.348217	0.342221	0.336155	0.321032	0.327606	0.332208	0.318938	0.321895	0.323981	0.319307	0.351851	0.348012	0.340069	0.335664	0.333584	0.335685	0.345759	0.337486	0.33075	0.383542	0.368364	0.339333	0.35861	0.334707	0.340997	0.362357	0.338659	0.338371	0.346551	0.348881	0.336612	0.34695	0.338545	0.349644	0.336947	0.341352	0.353677	0.36011	0.362046	0.351245	0.326481	0.359067	0.339154	0.343529	0.377857	0.35014	0.344154	0.351887	0.363046	0.358232	0.352218	0.347919	0.348858	0.373945	0.347378	0.353196	0.359403	0.34683	0.34074	0.361215	0.363906	0.348272	0.354447	0.356651	0.346777	0.350747	0.348744	0.344472	0.336983	0.330995	0.345366	0.353726	0.356395	0.328771	0.359844	0.357791	0.367019	0.334751	0.351331	0.340966	0.336847	0.338888	0.355654	0.338867	0.338867	0.346929	0.344854	0.340817	0.353031	0.367594	0.360959	0.363007	0.360965	0.342732	0.344731	0.352976	0.373475	0.379828	0.375715	0.378216	0.371792	0.363219	0.35944	0.369566	0.372108	0.368163	0.349763	0.350143	0.332004	0.331689	0.30132	0.251237	0.246367	0.27368	0.267941	0.239217	0.252077	0.242496	0.298985	0.316668	0.292258	0.312546	0.315577	0.320966	0.313471	0.311656	0.274176	0.279546	0.305926	0.324421	0.321974	0.331149	0.311117	0.324775	0.34566	0.315656	0.32445	0.322913	0.240146	0.231238	0.248842	0.244578	0.237969	0.247862	0.242499	0.243353
Dromaius_novaehollandiae	0.132947	0.0537134	0	0.0703662	0.0723702	0.0724779	0.0744888	0.151754	0.155752	0.243344	0.174869	0.170627	0.170628	0.217402	0.206821	0.225229	0.213825	0.209595	0.213794	0.241384	0.292191	0.297337	0.313233	0.331256	0.326548	0.337719	0.332305	0.343599	0.318956	0.314021	0.342439	0.223885	0.265712	0.279232	0.277256	0.275217	0.273406	0.226705	0.239743	0.255238	0.281419	0.292373	0.294282	0.283239	0.288768	0.282904	0.255667	0.253947	0.264886	0.231735	0.226871	0.287854	0.321302	0.297708	0.412715	0.419625	0.29628	0.261551	0.272783	0.258337	0.281181	0.290043	0.285042	0.263434	0.284357	0.268857	0.313238	0.268763	0.267047	0.228688	0.230713	0.22257	0.220999	0.273465	0.282409	0.301408	0.278096	0.319556	0.29987	0.289095	0.257605	0.248046	0.256585	0.319999	0.31877	0.35586	0.346058	0.337095	0.332233	0.349901	0.243126	0.257756	0.251527	0.26399	0.278559	0.251119	0.25517	0.252677	0.246426	0.258857	0.308516	0.3017	0.296432	0.260994	0.2971	0.248894	0.280702	0.276286	0.269365	0.256958	0.25075	0.252826	0.250809	0.263228	0.265351	0.267371	0.267365	0.263307	0.358027	0.233476	0.231195	0.26498	0.277265	0.287383	0.289421	0.27168	0.274572	0.277678	0.277632	0.277696	0.26409	0.241145	0.260075	0.260745	0.316901	0.317775	0.311408	0.258646	0.240701	0.238307	0.232087	0.241753	0.25025	0.247087	0.248754	0.23418	0.23418	0.238211	0.244326	0.290383	0.295316	0.29749	0.316741	0.350184	0.356317	0.371722	0.339253	0.360695	0.363977	0.340932	0.368221	0.347671	0.344208	0.357349	0.350722	0.330195	0.389561	0.354062	0.346435	0.345016	0.343213	0.290798	0.296967	0.296901	0.342679	0.325243	0.323071	0.329005	0.321645	0.347056	0.337002	0.350001	0.330367	0.289051	0.330495	0.319141	0.370536	0.34025	0.34936	0.353493	0.338178	0.345854	0.352413	0.328025	0.33854	0.352426	0.36655	0.355848	0.354011	0.362218	0.349453	0.358183	0.363646	0.357189	0.336417	0.33678	0.328924	0.349679	0.343069	0.342454	0.338061	0.342454	0.331561	0.329389	0.31714	0.317143	0.319143	0.356971	0.350975	0.344908	0.329786	0.33636	0.340962	0.327692	0.330649	0.332735	0.328061	0.360605	0.356766	0.348823	0.344418	0.342338	0.344439	0.354513	0.34624	0.339504	0.392296	0.377118	0.348087	0.367364	0.343461	0.349751	0.371111	0.347413	0.347125	0.355305	0.357635	0.345366	0.355704	0.347299	0.358398	0.345701	0.350106	0.362431	0.368864	0.3708	0.359999	0.335235	0.367821	0.347908	0.352283	0.386611	0.358894	0.352907	0.360641	0.3718	0.366986	0.360972	0.356673	0.357612	0.382699	0.356132	0.36195	0.368157	0.355584	0.349494	0.369969	0.37266	0.357026	0.363201	0.365405	0.355531	0.359501	0.357498	0.353226	0.345736	0.339749	0.35412	0.36248	0.365148	0.337525	0.368598	0.366545	0.375773	0.343505	0.360085	0.34972	0.345601	0.347642	0.364408	0.347621	0.347621	0.355683	0.353608	0.349571	0.361785	0.376348	0.369713	0.371761	0.369719	0.351485	0.353485	0.36173	0.382229	0.388582	0.384469	0.38697	0.380546	0.371973	0.368194	0.37832	0.380862	0.376917	0.358517	0.358897	0.340758	0.340443	0.310073	0.259991	0.255121	0.282434	0.276695	0.247971	0.260831	0.25125	0.307739	0.325421	0.301012	0.3213	0.324331	0.329719	0.322225	0.32041	0.28293	0.2883	0.31468	0.333175	0.330728	0.339903	0.319871	0.333529	0.354414	0.32441	0.333204	0.331667	0.2489	0.239992	0.257596	0.253332	0.246723	0.256616	0.251253	0.252107
Apteryx_haastii	0.107689	0.0616123	0.0703662	0	0.00200601	0.00603126	0.00804215	0.126497	0.130494	0.218086	0.149611	0.145369	0.14537	0.192144	0.181563	0.199971	0.188568	0.184337	0.188536	0.216126	0.266934	0.27208	0.287975	0.305998	0.30129	0.312462	0.307047	0.318341	0.293698	0.288763	0.317181	0.198627	0.240454	0.253974	0.251998	0.24996	0.248148	0.201447	0.214485	0.22998	0.256161	0.267115	0.269024	0.257982	0.26351	0.257647	0.230409	0.228689	0.239628	0.206477	0.201614	0.262596	0.296044	0.272451	0.387458	0.394367	0.271022	0.236294	0.247526	0.233079	0.255923	0.264785	0.259784	0.238176	0.259099	0.243599	0.287981	0.243505	0.241789	0.20343	0.205455	0.197313	0.195741	0.248207	0.257152	0.27615	0.252839	0.294298	0.274612	0.263838	0.232347	0.222788	0.231327	0.294741	0.293512	0.330603	0.3208	0.311837	0.306975	0.324643	0.217868	0.232498	0.226269	0.238732	0.253302	0.225862	0.229912	0.22742	0.221168	0.233599	0.283258	0.276442	0.271175	0.235736	0.271843	0.223637	0.255445	0.251028	0.244107	0.2317	0.225492	0.227568	0.225552	0.237971	0.240093	0.242113	0.242107	0.238049	0.332769	0.208218	0.205937	0.239723	0.252008	0.262125	0.264163	0.246422	0.249314	0.252421	0.252374	0.252438	0.238833	0.215887	0.234817	0.235487	0.291643	0.292518	0.28615	0.233388	0.215443	0.213049	0.206829	0.216495	0.224992	0.221829	0.223496	0.208922	0.208922	0.212953	0.219069	0.265125	0.270058	0.272232	0.291483	0.324926	0.331059	0.346464	0.313995	0.335438	0.33872	0.315675	0.342963	0.322413	0.31895	0.332091	0.325464	0.304937	0.364303	0.328804	0.321177	0.319758	0.317955	0.26554	0.27171	0.271643	0.317421	0.299985	0.297814	0.303747	0.296387	0.321799	0.311744	0.324743	0.30511	0.263794	0.305237	0.293884	0.345278	0.314992	0.324102	0.328235	0.31292	0.320596	0.327155	0.302767	0.313282	0.327168	0.341292	0.33059	0.328753	0.33696	0.324195	0.332925	0.338389	0.331932	0.311159	0.311522	0.303666	0.324421	0.317811	0.317196	0.312803	0.317196	0.306303	0.304131	0.291882	0.291885	0.293885	0.331713	0.325717	0.319651	0.304528	0.311102	0.315704	0.302435	0.305391	0.307477	0.302803	0.335347	0.331509	0.323565	0.319161	0.31708	0.319181	0.329255	0.320982	0.314246	0.367038	0.35186	0.32283	0.342106	0.318203	0.324493	0.345853	0.322156	0.321867	0.330047	0.332377	0.320108	0.330446	0.322041	0.333141	0.320443	0.324848	0.337173	0.343606	0.345543	0.334741	0.309977	0.342564	0.32265	0.327025	0.361353	0.333636	0.32765	0.335383	0.346542	0.341728	0.335714	0.331416	0.332355	0.357442	0.330874	0.336692	0.342899	0.330326	0.324236	0.344712	0.347402	0.331768	0.337944	0.340147	0.330273	0.334243	0.33224	0.327968	0.320479	0.314491	0.328862	0.337222	0.339891	0.312267	0.34334	0.341287	0.350515	0.318247	0.334827	0.324462	0.320344	0.322385	0.33915	0.322363	0.322363	0.330425	0.32835	0.324313	0.336528	0.351091	0.344455	0.346503	0.344462	0.326228	0.328227	0.336472	0.356971	0.363325	0.359211	0.361712	0.355288	0.346715	0.342936	0.353062	0.355604	0.351659	0.33326	0.333639	0.3155	0.315185	0.284816	0.234733	0.229863	0.257176	0.251438	0.222714	0.235573	0.225992	0.282481	0.300164	0.275754	0.296042	0.299073	0.304462	0.296968	0.295152	0.257672	0.263043	0.289422	0.307917	0.305471	0.314645	0.294613	0.308271	0.329156	0.299152	0.307946	0.30641	0.223642	0.214734	0.232339	0.228075	0.221465	0.231359	0.225995	0.226849
Apteryx_owenii	0.109693	0.0636163	0.0723702	0.00200601	0	0.00803527	0.0100462	0.128501	0.132498	0.22009	0.151615	0.147373	0.147374	0.194148	0.183567	0.201975	0.190572	0.186341	0.19054	0.21813	0.268938	0.274084	0.289979	0.308002	0.303294	0.314466	0.309052	0.320345	0.295702	0.290767	0.319185	0.200631	0.242458	0.255978	0.254002	0.251964	0.250152	0.203451	0.216489	0.231984	0.258165	0.269119	0.271028	0.259986	0.265514	0.259651	0.232413	0.230693	0.241632	0.208481	0.203618	0.2646	0.298048	0.274455	0.389462	0.396371	0.273026	0.238298	0.24953	0.235083	0.257927	0.266789	0.261788	0.24018	0.261103	0.245603	0.289985	0.245509	0.243793	0.205434	0.207459	0.199317	0.197745	0.250211	0.259156	0.278154	0.254843	0.296302	0.276616	0.265842	0.234351	0.224793	0.233331	0.296745	0.295516	0.332607	0.322804	0.313841	0.308979	0.326647	0.219872	0.234502	0.228273	0.240736	0.255306	0.227866	0.231916	0.229424	0.223172	0.235603	0.285262	0.278446	0.273179	0.23774	0.273847	0.225641	0.257449	0.253032	0.246111	0.233704	0.227496	0.229572	0.227556	0.239975	0.242097	0.244117	0.244111	0.240053	0.334773	0.210222	0.207941	0.241727	0.254012	0.264129	0.266167	0.248426	0.251318	0.254425	0.254378	0.254442	0.240837	0.217891	0.236821	0.237491	0.293647	0.294522	0.288154	0.235392	0.217447	0.215053	0.208833	0.218499	0.226996	0.223833	0.2255	0.210926	0.210926	0.214957	0.221073	0.267129	0.272062	0.274236	0.293487	0.32693	0.333063	0.348468	0.315999	0.337442	0.340724	0.317679	0.344967	0.324417	0.320954	0.334095	0.327468	0.306941	0.366307	0.330808	0.323181	0.321762	0.319959	0.267544	0.273714	0.273647	0.319425	0.301989	0.299818	0.305751	0.298391	0.323803	0.313748	0.326747	0.307114	0.265798	0.307241	0.295888	0.347282	0.316996	0.326106	0.330239	0.314924	0.3226	0.329159	0.304771	0.315286	0.329172	0.343296	0.332594	0.330758	0.338964	0.326199	0.334929	0.340393	0.333936	0.313163	0.313526	0.30567	0.326425	0.319815	0.3192	0.314807	0.3192	0.308307	0.306135	0.293886	0.293889	0.295889	0.333717	0.327721	0.321655	0.306532	0.313106	0.317708	0.304439	0.307395	0.309481	0.304807	0.337351	0.333513	0.325569	0.321165	0.319084	0.321185	0.331259	0.322986	0.316251	0.369042	0.353864	0.324834	0.34411	0.320207	0.326497	0.347857	0.32416	0.323871	0.332051	0.334381	0.322112	0.33245	0.324045	0.335145	0.322447	0.326852	0.339177	0.34561	0.347547	0.336745	0.311981	0.344568	0.324654	0.329029	0.363357	0.33564	0.329654	0.337387	0.348546	0.343732	0.337718	0.33342	0.334359	0.359446	0.332878	0.338696	0.344903	0.33233	0.32624	0.346716	0.349406	0.333772	0.339948	0.342151	0.332277	0.336247	0.334244	0.329972	0.322483	0.316495	0.330866	0.339226	0.341895	0.314271	0.345344	0.343291	0.352519	0.320251	0.336831	0.326466	0.322348	0.324389	0.341154	0.324367	0.324367	0.332429	0.330354	0.326317	0.338532	0.353095	0.346459	0.348507	0.346466	0.328232	0.330231	0.338476	0.358975	0.365329	0.361215	0.363716	0.357292	0.348719	0.34494	0.355066	0.357608	0.353663	0.335264	0.335643	0.317504	0.317189	0.28682	0.236737	0.231867	0.25918	0.253442	0.224718	0.237577	0.227996	0.284485	0.302168	0.277758	0.298046	0.301077	0.306466	0.298972	0.297156	0.259676	0.265047	0.291426	0.309921	0.307475	0.316649	0.296617	0.310275	0.33116	0.301156	0.30995	0.308414	0.225646	0.216738	0.234343	0.230079	0.223469	0.233363	0.227999	0.228853
