	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Podargus_strigoides	Lophotis_ruficrista	Chlamydotis_macqueenii	Ardeotis_kori	Ciconia_maguari	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Columbina_picui	Caloenas_nicobarica	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Leptosomus_discolor	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Rhinoptilus_africanus	Glareola_pratincola	Stercorarius_parasiticus	Phaetusa_simplex	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Rynchops_niger	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Apaloderma_vittatum	Trogon_melanurus	Cariama_cristata	Chunga_burmeisteri	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Piprites_chloris	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Cephalopterus_ornatus	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Chaetorhynchus_papuensis	Struthidea_cinerea	Paradisaea_raggiana	Myiagra_hebetior	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Rhipidura_dahli	Dicrurus_megarhynchus	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Mohoua_ochrocephala	Pachycephala_philippinensis	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Mystacornis_crossleyi	Dryoscopus_gambensis	Dyaphorophyia_castanea	Eulacestoma_nigropectus	Aleadryas_rufinucha	Falcunculus_frontatus	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oreocharis_arfaki	Daphoenositta_chrysoptera	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Anthoscopus_minutus	Promerops_cafer	Regulus_satrapa	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Tichodroma_muraria	Chloropsis_cyanopogon	Chloropsis_hardwickii	Alaudala_cheleensis	Cisticola_juncidis	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Sinosuthora_webbiana	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Sylvietta_virens	Acrocephalus_arundinaceus	Hippolais_icterina	Oxylabes_madagascariensis	Donacobius_atricapilla	Locustella_ochotensis	Brachypodius_atriceps	Pycnonotus_jocosus	Panurus_biarmicus	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Nicator_chloris	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Toxostoma_redivivum	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Hypocryptadius_cinnamomeus	Passer_domesticus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Colius_striatus	Urocolius_indicus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Baryphthengus_martii	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Scopus_umbretta	Balaeniceps_rex	Pelecanus_crispus	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_pelagicus
Struthio_camelus	0	0.200485	0.205446	0.218816	0.218526	0.186107	0.184083	0.184066	0.184069	0.339361	0.300105	0.288395	0.286365	0.293445	0.308099	0.293818	0.307208	0.304721	0.308797	0.29551	0.279197	0.326057	0.343117	0.353669	0.327493	0.329528	0.327426	0.314371	0.334435	0.342657	0.359434	0.35319	0.319779	0.349646	0.323761	0.313139	0.338507	0.301743	0.299928	0.298695	0.348326	0.350196	0.356553	0.336093	0.350473	0.348362	0.315143	0.313023	0.312722	0.34436	0.342254	0.377753	0.371736	0.330714	0.352922	0.360984	0.298326	0.31722	0.304656	0.322045	0.33236	0.301526	0.308625	0.296244	0.27205	0.327319	0.323212	0.314777	0.338498	0.318519	0.3147	0.324828	0.292718	0.292647	0.317092	0.311065	0.298024	0.291782	0.289167	0.305695	0.293263	0.297309	0.288994	0.293315	0.29311	0.333379	0.331759	0.328165	0.310198	0.307679	0.414037	0.293006	0.307602	0.309855	0.295161	0.297073	0.301133	0.301133	0.309278	0.301327	0.290907	0.288877	0.294961	0.294949	0.31967	0.323751	0.33515	0.314261	0.304873	0.305298	0.295025	0.293454	0.298256	0.384336	0.362796	0.345231	0.312562	0.30314	0.273248	0.287773	0.242267	0.301601	0.29261	0.269607	0.267544	0.267544	0.271669	0.279808	0.288187	0.274026	0.272033	0.332261	0.315466	0.276097	0.277202	0.336878	0.330598	0.336725	0.351703	0.355739	0.363271	0.340938	0.369439	0.379802	0.360785	0.393804	0.36996	0.383666	0.381865	0.37936	0.388495	0.377126	0.394744	0.376365	0.388302	0.384566	0.37448	0.335428	0.331231	0.370581	0.375209	0.368701	0.351786	0.366978	0.364619	0.356162	0.363506	0.354196	0.365851	0.335977	0.367167	0.352562	0.399538	0.366916	0.374807	0.357999	0.370747	0.362529	0.38219	0.366107	0.370037	0.361893	0.365967	0.363872	0.378489	0.377066	0.360724	0.362736	0.360736	0.385381	0.364074	0.359621	0.349472	0.366082	0.368144	0.347232	0.382671	0.374235	0.392199	0.36798	0.372921	0.353533	0.364131	0.366385	0.389476	0.369986	0.372133	0.372194	0.383498	0.370692	0.377763	0.359976	0.372692	0.366374	0.378441	0.365862	0.39558	0.387559	0.387936	0.389911	0.358051	0.366224	0.370739	0.372596	0.378175	0.365879	0.370429	0.366677	0.38276	0.393874	0.379068	0.391564	0.372502	0.382497	0.405606	0.388773	0.382191	0.367901	0.385594	0.370068	0.380568	0.399603	0.380584	0.362032	0.370333	0.40219	0.372142	0.380665	0.382896	0.395356	0.388758	0.372118	0.39906	0.378609	0.387055	0.382441	0.376416	0.391829	0.397781	0.380779	0.382549	0.374226	0.365905	0.382407	0.416952	0.40465	0.400901	0.403002	0.388563	0.386587	0.401174	0.392626	0.376814	0.394592	0.384479	0.376081	0.392684	0.38419	0.392474	0.396788	0.398947	0.39276	0.372111	0.397579	0.378209	0.382234	0.382291	0.398839	0.39239	0.396895	0.38405	0.380057	0.381998	0.379902	0.394243	0.379864	0.385926	0.38391	0.388054	0.388009	0.386001	0.384089	0.38264	0.38898	0.379889	0.388211	0.382019	0.384006	0.398006	0.378467	0.394163	0.381574	0.377069	0.403229	0.347201	0.371789	0.323168	0.295533	0.440779	0.39535	0.339871	0.318262	0.33026	0.338459	0.36774	0.328129	0.328918	0.336943	0.358077	0.365033	0.367227	0.356326	0.391891	0.369306	0.375094	0.355329	0.36978	0.293183	0.254765	0.266746	0.278052	0.254455	0.260907	0.252335	0.268978	0.26485	0.262801	0.242179	0.25638	0.271125	0.258684	0.269051	0.285929	0.296707	0.275903	0.286095	0.285621	0.294002	0.258523	0.256466	0.262526	0.254459	0.264647
Casuarius_casuarius	0.200485	0	0.0414944	0.088862	0.088572	0.0603702	0.0583465	0.0583296	0.0583325	0.21363	0.174374	0.162664	0.160634	0.167714	0.182368	0.168087	0.181477	0.17899	0.183066	0.243707	0.227394	0.274254	0.291314	0.301866	0.27569	0.277725	0.275624	0.262568	0.282632	0.290854	0.307631	0.301387	0.267976	0.297844	0.271959	0.261336	0.286704	0.24994	0.248125	0.246892	0.296524	0.298393	0.30475	0.28429	0.29867	0.296559	0.26334	0.261221	0.260919	0.292557	0.290451	0.32595	0.319933	0.278912	0.301119	0.309181	0.246523	0.265417	0.252853	0.270242	0.280558	0.249724	0.256822	0.244442	0.220247	0.275516	0.271409	0.262974	0.286695	0.266716	0.262897	0.273025	0.240915	0.240844	0.265289	0.259262	0.246221	0.239979	0.237364	0.253892	0.24146	0.245506	0.237191	0.241512	0.241308	0.281576	0.279956	0.276362	0.258395	0.255876	0.362234	0.241203	0.255799	0.258052	0.243358	0.24527	0.24933	0.24933	0.257475	0.249524	0.239104	0.237074	0.243158	0.243146	0.267867	0.271949	0.283347	0.262458	0.25307	0.253496	0.243222	0.241651	0.246453	0.332533	0.310993	0.293428	0.260759	0.251337	0.221445	0.235971	0.190464	0.249798	0.240807	0.217804	0.215741	0.215741	0.219866	0.228005	0.236385	0.222224	0.220231	0.280458	0.263663	0.224294	0.225399	0.285076	0.278795	0.284922	0.2999	0.303936	0.311468	0.289135	0.317636	0.327999	0.308982	0.342001	0.318157	0.331863	0.330062	0.327557	0.336692	0.325324	0.342942	0.324562	0.336499	0.332763	0.322677	0.283626	0.279428	0.318779	0.323406	0.316898	0.299983	0.315176	0.312816	0.304359	0.311703	0.302394	0.314048	0.284174	0.315364	0.300759	0.347735	0.315113	0.323004	0.306196	0.318944	0.310726	0.330387	0.314304	0.318234	0.31009	0.314164	0.312069	0.326686	0.325263	0.308921	0.310934	0.308933	0.333578	0.312271	0.307819	0.297669	0.314279	0.316341	0.295429	0.330869	0.322432	0.340396	0.316178	0.321118	0.30173	0.312329	0.314583	0.337673	0.318183	0.32033	0.320391	0.331695	0.318889	0.32596	0.308173	0.320889	0.314571	0.326638	0.314059	0.343777	0.335757	0.336133	0.338108	0.306248	0.314421	0.318936	0.320793	0.326372	0.314076	0.318626	0.314874	0.330957	0.342071	0.327265	0.339761	0.320699	0.330694	0.353803	0.33697	0.330388	0.316098	0.333791	0.318265	0.328765	0.3478	0.328782	0.310229	0.31853	0.350387	0.320339	0.328863	0.331094	0.343554	0.336955	0.320315	0.347258	0.326806	0.335252	0.330638	0.324614	0.340026	0.345978	0.328976	0.330746	0.322423	0.314102	0.330604	0.365149	0.352847	0.349099	0.351199	0.33676	0.334785	0.349371	0.340823	0.325012	0.342789	0.332676	0.324278	0.340881	0.332387	0.340671	0.344985	0.347144	0.340957	0.320308	0.345776	0.326407	0.330431	0.330488	0.347036	0.340587	0.345092	0.332247	0.328254	0.330196	0.328099	0.34244	0.328061	0.334123	0.332107	0.336251	0.336206	0.334198	0.332286	0.330837	0.337177	0.328086	0.336409	0.330216	0.332203	0.346203	0.326664	0.34236	0.329772	0.325266	0.351426	0.295399	0.319986	0.271366	0.24373	0.388976	0.343547	0.288069	0.266459	0.278457	0.286657	0.315938	0.276326	0.277115	0.28514	0.306274	0.31323	0.315424	0.304523	0.340088	0.317504	0.323291	0.303526	0.317977	0.24138	0.202962	0.214944	0.226249	0.202652	0.209104	0.200532	0.217175	0.213047	0.210998	0.190376	0.204577	0.219323	0.206881	0.217248	0.234126	0.244904	0.2241	0.234292	0.233818	0.242199	0.20672	0.204664	0.210723	0.202656	0.212844
Dromaius_novaehollandiae	0.205446	0.0414944	0	0.0938233	0.0935332	0.0653315	0.0633077	0.0632909	0.0632938	0.218591	0.179335	0.167625	0.165596	0.172676	0.187329	0.173048	0.186438	0.183951	0.188027	0.248668	0.232355	0.279215	0.296276	0.306827	0.280651	0.282687	0.280585	0.267529	0.287594	0.295815	0.312593	0.306348	0.272937	0.302805	0.27692	0.266297	0.291665	0.254901	0.253086	0.251853	0.301485	0.303355	0.309711	0.289252	0.303632	0.30152	0.268301	0.266182	0.26588	0.297519	0.295412	0.330911	0.324894	0.283873	0.30608	0.314142	0.251484	0.270378	0.257814	0.275203	0.285519	0.254685	0.261783	0.249403	0.225209	0.280478	0.276371	0.267935	0.291657	0.271678	0.267858	0.277987	0.245877	0.245805	0.270251	0.264224	0.251182	0.24494	0.242325	0.258853	0.246421	0.250467	0.242152	0.246473	0.246269	0.286537	0.284917	0.281323	0.263356	0.260837	0.367196	0.246164	0.26076	0.263013	0.248319	0.250232	0.254291	0.254291	0.262437	0.254485	0.244065	0.242036	0.24812	0.248107	0.272828	0.27691	0.288309	0.26742	0.258032	0.258457	0.248183	0.246613	0.251414	0.337494	0.315954	0.298389	0.26572	0.256299	0.226406	0.240932	0.195425	0.254759	0.245768	0.222765	0.220702	0.220702	0.224827	0.232967	0.241346	0.227185	0.225192	0.28542	0.268625	0.229255	0.230361	0.290037	0.283756	0.289883	0.304861	0.308898	0.316429	0.294096	0.322597	0.33296	0.313943	0.346962	0.323119	0.336825	0.335024	0.332519	0.341653	0.330285	0.347903	0.329523	0.34146	0.337724	0.327638	0.288587	0.284389	0.32374	0.328368	0.321859	0.304945	0.320137	0.317777	0.309321	0.316664	0.307355	0.319009	0.289136	0.320325	0.30572	0.352696	0.320075	0.327965	0.311158	0.323905	0.315688	0.335348	0.319265	0.323196	0.315052	0.319125	0.31703	0.331647	0.330224	0.313882	0.315895	0.313895	0.338539	0.317232	0.31278	0.30263	0.31924	0.321303	0.30039	0.33583	0.327393	0.345357	0.321139	0.326079	0.306691	0.31729	0.319544	0.342634	0.323144	0.325291	0.325352	0.336656	0.32385	0.330921	0.313134	0.32585	0.319532	0.3316	0.319021	0.348738	0.340718	0.341094	0.343069	0.311209	0.319383	0.323898	0.325754	0.331333	0.319037	0.323587	0.319836	0.335918	0.347032	0.332226	0.344722	0.32566	0.335655	0.358764	0.341932	0.33535	0.321059	0.338752	0.323227	0.333726	0.352762	0.333743	0.31519	0.323491	0.355348	0.3253	0.333824	0.336055	0.348515	0.341916	0.325276	0.352219	0.331767	0.340214	0.335599	0.329575	0.344987	0.350939	0.333938	0.335707	0.327384	0.319064	0.335565	0.37011	0.357808	0.35406	0.35616	0.341721	0.339746	0.354332	0.345785	0.329973	0.34775	0.337638	0.329239	0.345842	0.337348	0.345632	0.349946	0.352106	0.345918	0.325269	0.350738	0.331368	0.335392	0.33545	0.351997	0.345548	0.350053	0.337208	0.333216	0.335157	0.33306	0.347402	0.333022	0.339085	0.337068	0.341212	0.341168	0.339159	0.337248	0.335798	0.342138	0.333048	0.34137	0.335177	0.337165	0.351164	0.331625	0.347322	0.334733	0.330227	0.356387	0.30036	0.324947	0.276327	0.248691	0.393937	0.348508	0.29303	0.271421	0.283418	0.291618	0.320899	0.281288	0.282077	0.290102	0.311235	0.318191	0.320385	0.309485	0.345049	0.322465	0.328252	0.308487	0.322939	0.246341	0.207924	0.219905	0.23121	0.207613	0.214066	0.205493	0.222136	0.218008	0.215959	0.195337	0.209538	0.224284	0.211842	0.222209	0.239088	0.249865	0.229062	0.239253	0.238779	0.24716	0.211682	0.209625	0.215684	0.207617	0.217805
Rhea_americana	0.218816	0.088862	0.0938233	0	0.0162438	0.0787016	0.0766779	0.076661	0.0766639	0.231961	0.192706	0.180995	0.178966	0.186046	0.200699	0.186418	0.199809	0.197322	0.201397	0.262038	0.245725	0.292585	0.309646	0.320197	0.294021	0.296057	0.293955	0.2809	0.300964	0.309186	0.325963	0.319718	0.286308	0.316175	0.29029	0.279668	0.305036	0.268271	0.266456	0.265223	0.314855	0.316725	0.323081	0.302622	0.317002	0.31489	0.281671	0.279552	0.279251	0.310889	0.308782	0.344282	0.338264	0.297243	0.31945	0.327513	0.264854	0.283748	0.271184	0.288573	0.298889	0.268055	0.275153	0.262773	0.238579	0.293848	0.289741	0.281305	0.305027	0.285048	0.281228	0.291357	0.259247	0.259176	0.283621	0.277594	0.264553	0.25831	0.255696	0.272224	0.259791	0.263837	0.255523	0.259843	0.259639	0.299907	0.298287	0.294693	0.276726	0.274207	0.380566	0.259535	0.274131	0.276384	0.261689	0.263602	0.267661	0.267661	0.275807	0.267856	0.257435	0.255406	0.26149	0.261477	0.286198	0.29028	0.301679	0.28079	0.271402	0.271827	0.261553	0.259983	0.264784	0.350864	0.329324	0.311759	0.27909	0.269669	0.239777	0.254302	0.208795	0.26813	0.259139	0.236135	0.234072	0.234072	0.238198	0.246337	0.254716	0.240555	0.238562	0.29879	0.281995	0.242626	0.243731	0.303407	0.297126	0.303253	0.318232	0.322268	0.329799	0.307467	0.335967	0.34633	0.327313	0.360332	0.336489	0.350195	0.348394	0.345889	0.355023	0.343655	0.361273	0.342894	0.35483	0.351094	0.341008	0.301957	0.297759	0.33711	0.341738	0.335229	0.318315	0.333507	0.331147	0.322691	0.330034	0.320725	0.332379	0.302506	0.333695	0.31909	0.366066	0.333445	0.341335	0.324528	0.337275	0.329058	0.348719	0.332635	0.336566	0.328422	0.332495	0.3304	0.345017	0.343594	0.327252	0.329265	0.327265	0.351909	0.330603	0.32615	0.316001	0.332611	0.334673	0.313761	0.3492	0.340763	0.358727	0.334509	0.339449	0.320061	0.33066	0.332914	0.356004	0.336514	0.338661	0.338722	0.350026	0.33722	0.344291	0.326505	0.33922	0.332902	0.34497	0.332391	0.362109	0.354088	0.354464	0.356439	0.32458	0.332753	0.337268	0.339124	0.344703	0.332408	0.336957	0.333206	0.349288	0.360403	0.345596	0.358093	0.33903	0.349025	0.372134	0.355302	0.34872	0.334429	0.352122	0.336597	0.347096	0.366132	0.347113	0.32856	0.336861	0.368718	0.33867	0.347194	0.349425	0.361885	0.355286	0.338646	0.365589	0.345138	0.353584	0.348969	0.342945	0.358357	0.364309	0.347308	0.349078	0.340755	0.332434	0.348935	0.38348	0.371178	0.36743	0.36953	0.355091	0.353116	0.367703	0.359155	0.343343	0.361121	0.351008	0.342609	0.359212	0.350718	0.359002	0.363317	0.365476	0.359288	0.33864	0.364108	0.344738	0.348762	0.34882	0.365367	0.358918	0.363423	0.350578	0.346586	0.348527	0.346431	0.360772	0.346392	0.352455	0.350438	0.354583	0.354538	0.35253	0.350618	0.349168	0.355508	0.346418	0.35474	0.348547	0.350535	0.364534	0.344995	0.360692	0.348103	0.343598	0.369757	0.31373	0.338318	0.289697	0.262062	0.407308	0.361879	0.3064	0.284791	0.296788	0.304988	0.334269	0.294658	0.295447	0.303472	0.324606	0.331562	0.333755	0.322855	0.35842	0.335835	0.341622	0.321857	0.336309	0.259711	0.221294	0.233275	0.24458	0.220983	0.227436	0.218863	0.235506	0.231378	0.229329	0.208708	0.222908	0.237654	0.225212	0.235579	0.252458	0.263235	0.242432	0.252623	0.252149	0.26053	0.225052	0.222995	0.229054	0.220988	0.231176
Rhea_pennata	0.218526	0.088572	0.0935332	0.0162438	0	0.0784115	0.0763878	0.0763709	0.0763738	0.231671	0.192415	0.180705	0.178676	0.185756	0.200409	0.186128	0.199518	0.197031	0.201107	0.261748	0.245435	0.292295	0.309356	0.319907	0.293731	0.295767	0.293665	0.280609	0.300674	0.308895	0.325673	0.319428	0.286018	0.315885	0.29	0.279377	0.304746	0.267981	0.266166	0.264933	0.314565	0.316435	0.322791	0.302332	0.316712	0.3146	0.281381	0.279262	0.278961	0.310599	0.308492	0.343992	0.337974	0.296953	0.31916	0.327223	0.264564	0.283458	0.270894	0.288283	0.298599	0.267765	0.274863	0.262483	0.238289	0.293558	0.289451	0.281015	0.304737	0.284758	0.280938	0.291067	0.258957	0.258885	0.283331	0.277304	0.264263	0.25802	0.255406	0.271933	0.259501	0.263547	0.255233	0.259553	0.259349	0.299617	0.297997	0.294403	0.276436	0.273917	0.380276	0.259244	0.273841	0.276093	0.261399	0.263312	0.267371	0.267371	0.275517	0.267566	0.257145	0.255116	0.2612	0.261187	0.285908	0.28999	0.301389	0.2805	0.271112	0.271537	0.261263	0.259693	0.264494	0.350574	0.329034	0.311469	0.2788	0.269379	0.239486	0.254012	0.208505	0.26784	0.258848	0.235845	0.233782	0.233782	0.237907	0.246047	0.254426	0.240265	0.238272	0.2985	0.281705	0.242336	0.243441	0.303117	0.296836	0.302963	0.317941	0.321978	0.329509	0.307176	0.335677	0.34604	0.327023	0.360042	0.336199	0.349905	0.348104	0.345599	0.354733	0.343365	0.360983	0.342603	0.35454	0.350804	0.340718	0.301667	0.297469	0.33682	0.341448	0.334939	0.318025	0.333217	0.330857	0.322401	0.329744	0.320435	0.332089	0.302216	0.333405	0.3188	0.365776	0.333155	0.341045	0.324238	0.336985	0.328768	0.348429	0.332345	0.336276	0.328132	0.332205	0.33011	0.344727	0.343304	0.326962	0.328975	0.326975	0.351619	0.330313	0.32586	0.31571	0.33232	0.334383	0.31347	0.34891	0.340473	0.358437	0.334219	0.339159	0.319771	0.33037	0.332624	0.355714	0.336224	0.338371	0.338432	0.349736	0.33693	0.344001	0.326214	0.33893	0.332612	0.34468	0.332101	0.361819	0.353798	0.354174	0.356149	0.32429	0.332463	0.336978	0.338834	0.344413	0.332118	0.336667	0.332916	0.348998	0.360113	0.345306	0.357803	0.33874	0.348735	0.371844	0.355012	0.34843	0.334139	0.351832	0.336307	0.346806	0.365842	0.346823	0.32827	0.336571	0.368428	0.33838	0.346904	0.349135	0.361595	0.354996	0.338356	0.365299	0.344848	0.353294	0.348679	0.342655	0.358067	0.364019	0.347018	0.348787	0.340465	0.332144	0.348645	0.38319	0.370888	0.36714	0.36924	0.354801	0.352826	0.367412	0.358865	0.343053	0.360831	0.350718	0.342319	0.358922	0.350428	0.358712	0.363027	0.365186	0.358998	0.33835	0.363818	0.344448	0.348472	0.34853	0.365077	0.358628	0.363133	0.350288	0.346296	0.348237	0.34614	0.360482	0.346102	0.352165	0.350148	0.354293	0.354248	0.352239	0.350328	0.348878	0.355218	0.346128	0.35445	0.348257	0.350245	0.364244	0.344705	0.360402	0.347813	0.343307	0.369467	0.31344	0.338028	0.289407	0.261772	0.407018	0.361588	0.30611	0.284501	0.296498	0.304698	0.333979	0.294368	0.295157	0.303182	0.324316	0.331272	0.333465	0.322565	0.35813	0.335545	0.341332	0.321567	0.336019	0.259421	0.221004	0.232985	0.24429	0.220693	0.227146	0.218573	0.235216	0.231088	0.229039	0.208417	0.222618	0.237364	0.224922	0.235289	0.252168	0.262945	0.242142	0.252333	0.251859	0.26024	0.224762	0.222705	0.228764	0.220697	0.230885
