	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Grallaria_varia	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Cephalopterus_ornatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Panurus_biarmicus	Alaudala_cheleensis	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Leiothrix_lutea	Illadopsis_cleaveri	Bombycilla_garrulus	Phainopepla_nitens	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Regulus_satrapa	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Melanocharis_versteri	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Myiagra_hebetior	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_cornix	Corvus_brachyrhynchos	Dicrurus_megarhynchus	Paradisaea_raggiana	Rhipidura_dahli	Struthidea_cinerea	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Aleadryas_rufinucha	Falcunculus_frontatus	Eulacestoma_nigropectus	Oriolus_oriolus	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Gymnorhina_tibicen	Rhagologus_leucostigma	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Mohoua_ochrocephala	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Phaetusa_simplex	Cepphus_grylle	Uria_aalge	Uria_lomvia	Alca_torda	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Rynchops_niger	Podargus_strigoides	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Opisthocomus_hoazin	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cariama_cristata	Chunga_burmeisteri	Leptosomus_discolor	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Cathartes_aura	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Colius_striatus	Urocolius_indicus	Apaloderma_vittatum	Trogon_melanurus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Eurypyga_helias	Rhynochetos_jubatus	Phaethon_lepturus	Gavia_stellata	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Sula_dactylatra	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Pelecanoides_urinatrix	Calonectris_borealis
Struthio_camelus	0	0.162325	0.174785	0.153685	0.15169	0.155887	0.155887	0.188558	0.18836	0.341104	0.2949	0.275441	0.275456	0.281075	0.266112	0.333351	0.304672	0.282799	0.286933	0.402081	0.402405	0.444614	0.459398	0.45286	0.451533	0.458305	0.461636	0.471385	0.46565	0.497964	0.510373	0.514145	0.496427	0.513615	0.485925	0.478816	0.504257	0.445195	0.410341	0.42263	0.47575	0.467949	0.473521	0.489185	0.459629	0.467752	0.471726	0.464463	0.443837	0.424702	0.498919	0.487958	0.496123	0.502341	0.504663	0.471091	0.480674	0.480582	0.542115	0.523281	0.526159	0.533214	0.525923	0.510288	0.528537	0.52288	0.527952	0.489026	0.53111	0.515888	0.510159	0.522106	0.538183	0.539152	0.447078	0.463936	0.488607	0.453277	0.501042	0.484783	0.494071	0.469785	0.487591	0.501779	0.481039	0.513434	0.482967	0.523609	0.485101	0.533951	0.518263	0.528583	0.535373	0.541769	0.518438	0.527093	0.528939	0.525981	0.542986	0.551371	0.543851	0.553321	0.560758	0.53108	0.562502	0.541819	0.552957	0.556662	0.564875	0.566989	0.573726	0.581722	0.580275	0.548529	0.58946	0.587272	0.58323	0.579466	0.57519	0.569134	0.568896	0.576951	0.591735	0.59559	0.595065	0.601277	0.592764	0.598219	0.585713	0.576934	0.587203	0.570879	0.568657	0.587744	0.60018	0.576124	0.56446	0.585388	0.567821	0.563562	0.566131	0.571645	0.576986	0.558477	0.533143	0.5311	0.551544	0.551458	0.565678	0.521675	0.530008	0.559921	0.543146	0.549341	0.556094	0.548921	0.546701	0.566296	0.595553	0.571639	0.580029	0.553041	0.554052	0.568865	0.560086	0.54431	0.540152	0.534072	0.540132	0.541696	0.555309	0.534085	0.542655	0.537659	0.529012	0.586818	0.568764	0.568456	0.567512	0.557352	0.557925	0.591297	0.56641	0.57654	0.568353	0.587991	0.59112	0.584261	0.588711	0.596532	0.572335	0.56205	0.537533	0.574605	0.534379	0.534379	0.505098	0.506771	0.516165	0.530498	0.53757	0.528339	0.574621	0.522099	0.519923	0.521915	0.521914	0.541559	0.522287	0.531084	0.516103	0.518704	0.534861	0.532253	0.530226	0.533846	0.520372	0.527184	0.538023	0.52868	0.52462	0.553833	0.547763	0.514515	0.537817	0.53802	0.522894	0.526746	0.546562	0.588901	0.550182	0.41412	0.403621	0.429485	0.45501	0.446067	0.46199	0.423573	0.486972	0.568225	0.416315	0.458945	0.470184	0.427083	0.418718	0.431045	0.416561	0.422671	0.418802	0.421256	0.423306	0.436515	0.433567	0.457084	0.437479	0.464725	0.438249	0.463344	0.488332	0.446232	0.471331	0.474769	0.392663	0.399212	0.402317	0.402413	0.419806	0.421425	0.430589	0.432408	0.501692	0.441599	0.517233	0.505506	0.472691	0.481788	0.528725	0.469454	0.464662	0.46753	0.484487	0.510888	0.509038	0.447051	0.449148	0.406076	0.404072	0.399316	0.405559	0.431759	0.401924	0.418081	0.383784	0.39191	0.387808	0.383775	0.383775	0.393252	0.485126	0.481089	0.598771	0.595527	0.511627	0.457969	0.458463	0.512263	0.493959	0.506665	0.486348	0.489738	0.533032	0.564944	0.562229	0.556235	0.565443	0.569689	0.559062	0.540227	0.574246	0.502567	0.514919	0.506165	0.51154	0.520893	0.488589	0.491241	0.461076	0.420191	0.428961	0.414026	0.476634	0.427238	0.418686	0.428558	0.431896	0.402885	0.379575	0.408555	0.400679	0.412817	0.410148	0.416978	0.422532	0.451564	0.449969	0.45155	0.434533	0.402564	0.410706	0.408587	0.406561	0.404548	0.43499	0.434997	0.37909	0.384718	0.375013	0.388495	0.385513	0.400927	0.397452	0.424865	0.404479
Casuarius_casuarius	0.162325	0	0.0606097	0.094056	0.0920615	0.0962582	0.0962579	0.149839	0.14964	0.302385	0.256181	0.236722	0.236737	0.242356	0.227392	0.294632	0.265952	0.24408	0.248214	0.369902	0.370226	0.412435	0.427219	0.420681	0.419354	0.426126	0.429457	0.439206	0.433471	0.465785	0.478194	0.481966	0.464248	0.481437	0.453746	0.446637	0.472078	0.413017	0.378162	0.390452	0.443571	0.43577	0.441342	0.457007	0.42745	0.435573	0.439547	0.432284	0.411658	0.392523	0.46674	0.455779	0.463944	0.470162	0.472484	0.438912	0.448496	0.448403	0.509937	0.491102	0.493981	0.501035	0.493744	0.478109	0.496358	0.490701	0.495773	0.456847	0.498931	0.483709	0.477981	0.489927	0.506004	0.506973	0.414899	0.431757	0.456429	0.421098	0.468863	0.452604	0.461892	0.437606	0.455412	0.4696	0.44886	0.481256	0.450788	0.49143	0.452922	0.501772	0.486084	0.496404	0.503194	0.509591	0.486259	0.494914	0.49676	0.493802	0.510807	0.519193	0.511672	0.521142	0.52858	0.498901	0.530323	0.50964	0.520778	0.524483	0.532696	0.53481	0.541547	0.549543	0.548096	0.51635	0.557281	0.555093	0.551051	0.547287	0.543011	0.536956	0.536717	0.544772	0.559556	0.563411	0.562886	0.569098	0.560585	0.56604	0.553534	0.544755	0.555024	0.5387	0.536478	0.555565	0.568002	0.543945	0.532281	0.553209	0.535642	0.531384	0.533952	0.539467	0.544807	0.526298	0.500964	0.498921	0.519365	0.519279	0.533499	0.489496	0.497829	0.527743	0.510967	0.517162	0.523915	0.516742	0.514522	0.534117	0.563375	0.539461	0.547851	0.520862	0.521874	0.536686	0.527907	0.512131	0.507974	0.501893	0.507953	0.509517	0.52313	0.501907	0.510476	0.50548	0.496834	0.554639	0.536585	0.536277	0.535333	0.525173	0.525746	0.559119	0.534232	0.544361	0.536174	0.555812	0.558941	0.552082	0.556533	0.564353	0.540156	0.529872	0.505354	0.542426	0.502201	0.502201	0.472919	0.474592	0.483986	0.498319	0.505391	0.49616	0.542442	0.48992	0.487745	0.489736	0.489736	0.50938	0.490109	0.498905	0.483924	0.486526	0.502682	0.500074	0.498047	0.501668	0.488193	0.495005	0.505844	0.496501	0.492442	0.521654	0.515584	0.482336	0.505638	0.505842	0.490716	0.494567	0.514383	0.556722	0.518003	0.381941	0.371442	0.397307	0.422831	0.413888	0.429811	0.391394	0.454793	0.536046	0.384136	0.426767	0.438006	0.394904	0.38654	0.398866	0.384382	0.390492	0.386624	0.389078	0.391127	0.404336	0.401389	0.424905	0.4053	0.432546	0.40607	0.431165	0.456154	0.414053	0.439153	0.44259	0.360484	0.367033	0.370138	0.370234	0.387627	0.389246	0.39841	0.400229	0.469513	0.40942	0.485054	0.473327	0.440512	0.449609	0.496546	0.437276	0.432483	0.435351	0.452309	0.478709	0.476859	0.414872	0.416969	0.373897	0.371893	0.367137	0.37338	0.39958	0.369745	0.385903	0.351605	0.359731	0.355629	0.351596	0.351596	0.361074	0.452947	0.44891	0.566592	0.563348	0.479448	0.42579	0.426284	0.480084	0.46178	0.474486	0.454169	0.457559	0.500853	0.532765	0.53005	0.524057	0.533265	0.53751	0.526883	0.508048	0.542068	0.470388	0.482741	0.473986	0.479361	0.488714	0.45641	0.459062	0.428898	0.388012	0.396782	0.381847	0.444455	0.395059	0.386507	0.39638	0.399717	0.370706	0.347397	0.376376	0.368501	0.380639	0.377969	0.384799	0.390353	0.419385	0.41779	0.419372	0.402354	0.370386	0.378527	0.376408	0.374382	0.372369	0.402811	0.402818	0.346911	0.35254	0.342834	0.356317	0.353334	0.368748	0.365274	0.392686	0.3723
Dromaius_novaehollandiae	0.174785	0.0606097	0	0.106516	0.104521	0.108718	0.108717	0.162298	0.1621	0.314844	0.26864	0.249182	0.249197	0.254815	0.239852	0.307091	0.278412	0.256539	0.260673	0.382362	0.382686	0.424894	0.439678	0.433141	0.431814	0.438586	0.441917	0.451666	0.445931	0.478245	0.490654	0.494426	0.476707	0.493896	0.466205	0.459096	0.484538	0.425476	0.390622	0.402911	0.456031	0.44823	0.453802	0.469466	0.439909	0.448033	0.452007	0.444743	0.424118	0.404983	0.479199	0.468239	0.476403	0.482622	0.484944	0.451372	0.460955	0.460862	0.522396	0.503562	0.50644	0.513494	0.506204	0.490569	0.508818	0.503161	0.508233	0.469306	0.511391	0.496168	0.49044	0.502387	0.518463	0.519433	0.427359	0.444216	0.468888	0.433558	0.481323	0.465063	0.474351	0.450065	0.467872	0.482059	0.461319	0.493715	0.463247	0.50389	0.465382	0.514232	0.498544	0.508864	0.515654	0.52205	0.498718	0.507374	0.509219	0.506262	0.523267	0.531652	0.524132	0.533601	0.541039	0.511361	0.542782	0.5221	0.533237	0.536943	0.545156	0.54727	0.554007	0.562003	0.560556	0.52881	0.56974	0.567553	0.56351	0.559746	0.555471	0.549415	0.549177	0.557232	0.572016	0.575871	0.575345	0.581558	0.573045	0.578499	0.565993	0.557215	0.567484	0.55116	0.548938	0.568024	0.580461	0.556404	0.544741	0.565668	0.548101	0.543843	0.546412	0.551926	0.557266	0.538758	0.513423	0.51138	0.531825	0.531738	0.545959	0.501956	0.510289	0.540202	0.523427	0.529622	0.536375	0.529202	0.526982	0.546577	0.575834	0.55192	0.56031	0.533321	0.534333	0.549146	0.540367	0.52459	0.520433	0.514353	0.520413	0.521977	0.53559	0.514366	0.522936	0.51794	0.509293	0.567099	0.549045	0.548736	0.547792	0.537633	0.538205	0.571578	0.546691	0.55682	0.548634	0.568271	0.571401	0.564542	0.568992	0.576813	0.552616	0.542331	0.517814	0.554885	0.51466	0.51466	0.485379	0.487052	0.496445	0.510779	0.517851	0.50862	0.554902	0.50238	0.500204	0.502196	0.502195	0.521839	0.502568	0.511365	0.496384	0.498985	0.515142	0.512534	0.510507	0.514127	0.500653	0.507465	0.518303	0.508961	0.504901	0.534113	0.528044	0.494795	0.518098	0.518301	0.503175	0.507026	0.526842	0.569182	0.530463	0.3944	0.383901	0.409766	0.43529	0.426348	0.442271	0.403854	0.467253	0.548506	0.396596	0.439226	0.450465	0.407363	0.398999	0.411326	0.396842	0.402951	0.399083	0.401537	0.403587	0.416796	0.413848	0.437365	0.41776	0.445005	0.41853	0.443625	0.468613	0.426513	0.451612	0.455049	0.372943	0.379493	0.382598	0.382693	0.400087	0.401705	0.41087	0.412688	0.481973	0.421879	0.497514	0.485787	0.452972	0.462068	0.509006	0.449735	0.444943	0.44781	0.464768	0.491168	0.489319	0.427331	0.429429	0.386356	0.384353	0.379596	0.38584	0.412039	0.382204	0.398362	0.364064	0.372191	0.368088	0.364056	0.364056	0.373533	0.465407	0.46137	0.579051	0.575807	0.491908	0.43825	0.438743	0.492544	0.47424	0.486946	0.466628	0.470019	0.513312	0.545224	0.542509	0.536516	0.545724	0.54997	0.539342	0.520508	0.554527	0.482847	0.4952	0.486446	0.491821	0.501174	0.468869	0.471521	0.441357	0.400472	0.409242	0.394307	0.456914	0.407519	0.398967	0.408839	0.412177	0.383166	0.359856	0.388835	0.38096	0.393098	0.390429	0.397259	0.402813	0.431844	0.43025	0.431831	0.414814	0.382845	0.390987	0.388868	0.386842	0.384829	0.415271	0.415277	0.359371	0.364999	0.355293	0.368776	0.365794	0.381208	0.377733	0.405146	0.38476
Apteryx_haastii	0.153685	0.094056	0.106516	0	0.00199911	0.0181331	0.0181328	0.141198	0.141	0.293744	0.24754	0.228082	0.228097	0.233715	0.218752	0.285991	0.257312	0.235439	0.239573	0.361262	0.361586	0.403794	0.418578	0.412041	0.410714	0.417486	0.420817	0.430566	0.424831	0.457145	0.469554	0.473326	0.455607	0.472796	0.445105	0.437996	0.463438	0.404376	0.369522	0.381811	0.434931	0.42713	0.432702	0.448366	0.418809	0.426933	0.430907	0.423643	0.403018	0.383883	0.458099	0.447139	0.455303	0.461522	0.463844	0.430272	0.439855	0.439762	0.501296	0.482462	0.48534	0.492394	0.485104	0.469469	0.487718	0.482061	0.487133	0.448206	0.490291	0.475068	0.46934	0.481287	0.497363	0.498333	0.406259	0.423116	0.447788	0.412458	0.460223	0.443963	0.453251	0.428965	0.446772	0.460959	0.440219	0.472615	0.442147	0.48279	0.444282	0.493132	0.477444	0.487764	0.494554	0.50095	0.477618	0.486274	0.488119	0.485162	0.502167	0.510552	0.503032	0.512501	0.519939	0.490261	0.521682	0.501	0.512137	0.515843	0.524056	0.52617	0.532907	0.540903	0.539456	0.50771	0.54864	0.546453	0.54241	0.538646	0.534371	0.528315	0.528077	0.536132	0.550916	0.554771	0.554245	0.560458	0.551945	0.557399	0.544893	0.536115	0.546383	0.53006	0.527838	0.546924	0.559361	0.535304	0.523641	0.544568	0.527001	0.522743	0.525312	0.530826	0.536166	0.517658	0.492323	0.49028	0.510725	0.510638	0.524859	0.480856	0.489189	0.519102	0.502327	0.508522	0.515275	0.508102	0.505882	0.525477	0.554734	0.53082	0.53921	0.512221	0.513233	0.528046	0.519267	0.50349	0.499333	0.493253	0.499313	0.500877	0.51449	0.493266	0.501836	0.49684	0.488193	0.545999	0.527945	0.527636	0.526692	0.516533	0.517105	0.550478	0.525591	0.53572	0.527534	0.547171	0.550301	0.543442	0.547892	0.555713	0.531516	0.521231	0.496714	0.533785	0.49356	0.49356	0.464279	0.465952	0.475345	0.489679	0.496751	0.48752	0.533802	0.48128	0.479104	0.481096	0.481095	0.500739	0.481468	0.490265	0.475284	0.477885	0.494042	0.491434	0.489407	0.493027	0.479553	0.486365	0.497203	0.487861	0.483801	0.513013	0.506944	0.473695	0.496998	0.497201	0.482075	0.485926	0.505742	0.548082	0.509362	0.3733	0.362801	0.388666	0.41419	0.405248	0.421171	0.382754	0.446153	0.527406	0.375496	0.418126	0.429365	0.386263	0.377899	0.390226	0.375742	0.381851	0.377983	0.380437	0.382487	0.395696	0.392748	0.416265	0.39666	0.423905	0.39743	0.422525	0.447513	0.405413	0.430512	0.433949	0.351843	0.358393	0.361498	0.361593	0.378987	0.380605	0.38977	0.391588	0.460873	0.400779	0.476414	0.464687	0.431872	0.440968	0.487906	0.428635	0.423843	0.42671	0.443668	0.470068	0.468219	0.406231	0.408329	0.365256	0.363253	0.358496	0.36474	0.390939	0.361104	0.377262	0.342964	0.351091	0.346988	0.342956	0.342956	0.352433	0.444307	0.44027	0.557951	0.554707	0.470808	0.41715	0.417643	0.471444	0.45314	0.465846	0.445528	0.448919	0.492212	0.524124	0.521409	0.515416	0.524624	0.52887	0.518242	0.499408	0.533427	0.461747	0.4741	0.465346	0.470721	0.480074	0.447769	0.450421	0.420257	0.379372	0.388142	0.373207	0.435814	0.386419	0.377867	0.387739	0.391077	0.362066	0.338756	0.367735	0.35986	0.371998	0.369329	0.376159	0.381713	0.410744	0.40915	0.410731	0.393714	0.361745	0.369887	0.367768	0.365742	0.363729	0.394171	0.394177	0.338271	0.343899	0.334193	0.347676	0.344694	0.360108	0.356633	0.384046	0.36366
Apteryx_owenii	0.15169	0.0920615	0.104521	0.00199911	0	0.0161386	0.0161384	0.139204	0.139005	0.29175	0.245546	0.226087	0.226102	0.231721	0.216757	0.283997	0.255318	0.233445	0.237579	0.359267	0.359591	0.4018	0.416584	0.410046	0.40872	0.415491	0.418822	0.428571	0.422836	0.45515	0.467559	0.471331	0.453613	0.470802	0.443111	0.436002	0.461443	0.402382	0.367527	0.379817	0.432936	0.425135	0.430707	0.446372	0.416815	0.424938	0.428912	0.421649	0.401024	0.381889	0.456105	0.445144	0.453309	0.459527	0.461849	0.428277	0.437861	0.437768	0.499302	0.480467	0.483346	0.4904	0.483109	0.467474	0.485723	0.480066	0.485139	0.446212	0.488296	0.473074	0.467346	0.479292	0.495369	0.496338	0.404264	0.421122	0.445794	0.410463	0.458228	0.441969	0.451257	0.426971	0.444777	0.458965	0.438225	0.470621	0.440153	0.480795	0.442287	0.491137	0.47545	0.48577	0.49256	0.498956	0.475624	0.484279	0.486125	0.483167	0.500172	0.508558	0.501037	0.510507	0.517945	0.488267	0.519688	0.499005	0.510143	0.513849	0.522061	0.524175	0.530912	0.538908	0.537461	0.505715	0.546646	0.544458	0.540416	0.536652	0.532376	0.526321	0.526082	0.534137	0.548921	0.552776	0.552251	0.558463	0.54995	0.555405	0.542899	0.534121	0.544389	0.528066	0.525844	0.54493	0.557367	0.53331	0.521646	0.542574	0.525007	0.520749	0.523317	0.528832	0.534172	0.515663	0.490329	0.488286	0.50873	0.508644	0.522864	0.478862	0.487194	0.517108	0.500332	0.506527	0.51328	0.506107	0.503888	0.523482	0.55274	0.528826	0.537216	0.510227	0.511239	0.526052	0.517272	0.501496	0.497339	0.491259	0.497318	0.498882	0.512495	0.491272	0.499842	0.494845	0.486199	0.544004	0.525951	0.525642	0.524698	0.514538	0.515111	0.548484	0.523597	0.533726	0.525539	0.545177	0.548306	0.541447	0.545898	0.553719	0.529521	0.519237	0.494719	0.531791	0.491566	0.491566	0.462284	0.463957	0.473351	0.487684	0.494756	0.485525	0.531807	0.479285	0.47711	0.479102	0.479101	0.498745	0.479474	0.48827	0.473289	0.475891	0.492047	0.489439	0.487413	0.491033	0.477558	0.48437	0.495209	0.485866	0.481807	0.511019	0.50495	0.471701	0.495003	0.495207	0.480081	0.483932	0.503748	0.546087	0.507368	0.371306	0.360807	0.386672	0.412196	0.403253	0.419176	0.380759	0.444158	0.525411	0.373501	0.416132	0.427371	0.384269	0.375905	0.388231	0.373747	0.379857	0.375989	0.378443	0.380492	0.393701	0.390754	0.41427	0.394665	0.421911	0.395435	0.42053	0.445519	0.403418	0.428518	0.431955	0.349849	0.356398	0.359503	0.359599	0.376992	0.378611	0.387775	0.389594	0.458878	0.398785	0.47442	0.462693	0.429878	0.438974	0.485912	0.426641	0.421848	0.424716	0.441674	0.468074	0.466224	0.404237	0.406334	0.363262	0.361258	0.356502	0.362745	0.388945	0.35911	0.375268	0.34097	0.349096	0.344994	0.340961	0.340961	0.350439	0.442312	0.438275	0.555957	0.552713	0.468813	0.415155	0.415649	0.469449	0.451145	0.463851	0.443534	0.446924	0.490218	0.52213	0.519415	0.513422	0.52263	0.526875	0.516248	0.497414	0.531433	0.459753	0.472106	0.463352	0.468726	0.478079	0.445775	0.448427	0.418263	0.377378	0.386147	0.371212	0.43382	0.384425	0.375872	0.385745	0.389082	0.360071	0.336762	0.365741	0.357866	0.370004	0.367334	0.374164	0.379719	0.40875	0.407156	0.408737	0.39172	0.359751	0.367892	0.365773	0.363747	0.361734	0.392176	0.392183	0.336276	0.341905	0.332199	0.345682	0.342699	0.358113	0.354639	0.382052	0.361666
