	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Columbina_picui	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Podargus_strigoides	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Mesitornis_unicolor	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Colius_striatus	Urocolius_indicus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Leptosomus_discolor	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Bucco_capensis	Galbula_dea	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Apaloderma_vittatum	Trogon_melanurus	Acanthisitta_chloris	Pomatostomus_ruficeps	Myiagra_hebetior	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Paradisaea_raggiana	Ifrita_kowaldi	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Edolisoma_coerulescens	Ptilorrhoa_leucosticta	Aleadryas_rufinucha	Falcunculus_frontatus	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oreocharis_arfaki	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Gymnorhina_tibicen	Mystacornis_crossleyi	Orthonyx_spaldingii	Cnemophilus_loriae	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Brachypodius_atriceps	Pycnonotus_jocosus	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Sylvietta_virens	Donacobius_atricapilla	Locustella_ochotensis	Oxylabes_madagascariensis	Cisticola_juncidis	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hirundo_rustica	Acrocephalus_arundinaceus	Hippolais_icterina	Elachura_formosa	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Emberiza_fucata	Calcarius_ornatus	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Pheucticus_melanocephalus	Passerina_amoena	Cardinalis_cardinalis	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Passer_domesticus	Hypocryptadius_cinnamomeus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Sitta_europaea	Toxostoma_redivivum	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Malurus_elegans	Grantiella_picta	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Piprites_chloris	Tyrannus_savana	Tachuris_rubrigastra	Neopipo_cinnamomea	Mionectes_macconnelli	Grallaria_varia	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Scytalopus_superciliaris	Formicarius_rufipectus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cariama_cristata	Chunga_burmeisteri	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Opisthocomus_hoazin	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Phaethon_lepturus	Gavia_stellata	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Scopus_umbretta	Balaeniceps_rex	Pelecanus_crispus	Ciconia_maguari	Aptenodytes_forsteri	Pygoscelis_adeliae	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Turnix_velox	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Eurypyga_helias	Rhynochetos_jubatus
Pterocles_burchelli	0	3.86761e+06	4.38587e+06	1.35332e+07	1.25828e+07	1.3208e+07	1.31702e+07	1.40424e+07	1.43084e+07	1.3814e+07	1.18705e+07	1.23485e+07	1.24251e+07	1.23653e+07	1.30047e+07	1.46807e+07	1.37873e+07	1.34771e+07	1.17549e+07	1.02823e+07	9.8727e+06	9.69673e+06	1.18266e+07	1.08912e+07	1.13907e+07	1.15873e+07	1.22924e+07	1.35649e+07	1.20415e+07	1.33882e+07	1.32217e+07	1.16022e+07	1.01637e+07	9.86011e+06	1.28694e+07	9.75865e+06	9.61514e+06	9.74466e+06	1.02106e+07	9.02999e+06	9.33324e+06	9.45221e+06	1.31864e+07	1.43031e+07	1.46546e+07	1.44307e+07	1.32219e+07	1.32915e+07	1.43513e+07	1.4628e+07	1.05328e+07	1.0491e+07	1.04889e+07	1.16664e+07	1.77088e+07	1.74573e+07	1.73694e+07	1.67912e+07	1.74537e+07	1.68422e+07	1.63161e+07	1.52441e+07	1.48231e+07	1.45615e+07	1.43756e+07	1.59421e+07	1.43383e+07	1.31442e+07	1.48584e+07	1.3393e+07	1.29928e+07	1.37382e+07	1.27444e+07	1.93578e+07	1.91032e+07	1.16191e+07	1.14736e+07	1.01023e+07	1.00969e+07	9.20621e+06	1.05199e+07	1.04338e+07	9.65329e+06	9.62524e+06	9.66984e+06	9.25362e+06	9.25662e+06	1.38511e+07	1.36739e+07	1.49265e+07	1.58421e+07	1.5525e+07	1.52099e+07	1.60364e+07	1.50476e+07	1.49631e+07	1.52209e+07	1.51478e+07	1.62072e+07	1.48297e+07	1.46135e+07	1.45576e+07	1.45457e+07	1.4862e+07	1.47809e+07	1.52303e+07	1.53159e+07	1.54684e+07	1.51955e+07	1.54483e+07	1.59287e+07	1.61873e+07	1.60612e+07	1.52035e+07	1.58189e+07	1.50785e+07	1.53846e+07	1.50578e+07	1.55113e+07	1.57112e+07	1.5088e+07	1.58019e+07	1.51041e+07	1.50163e+07	1.51476e+07	1.6126e+07	1.57352e+07	1.52037e+07	1.60027e+07	1.60733e+07	1.70404e+07	1.59619e+07	1.61493e+07	1.60104e+07	1.64486e+07	1.68858e+07	1.65258e+07	1.6785e+07	1.67447e+07	1.65354e+07	1.64379e+07	1.64222e+07	1.6658e+07	1.6696e+07	1.68847e+07	1.66083e+07	1.64668e+07	1.63052e+07	1.68255e+07	1.63687e+07	1.63036e+07	1.6562e+07	1.69382e+07	1.68314e+07	1.63488e+07	1.74654e+07	1.71494e+07	1.6913e+07	1.69079e+07	1.67663e+07	1.72823e+07	1.57678e+07	1.58922e+07	1.83702e+07	1.62999e+07	1.66556e+07	1.66545e+07	1.66682e+07	1.69916e+07	1.6424e+07	1.59394e+07	1.7691e+07	1.57814e+07	1.62928e+07	1.58023e+07	1.639e+07	1.6046e+07	1.67802e+07	1.66896e+07	1.63695e+07	1.63374e+07	1.70068e+07	1.66372e+07	1.66155e+07	1.69366e+07	1.67409e+07	1.67262e+07	1.69426e+07	1.74459e+07	1.72804e+07	1.74046e+07	1.73564e+07	1.73544e+07	1.72862e+07	1.73924e+07	1.75024e+07	1.73037e+07	1.74052e+07	1.74262e+07	1.77223e+07	1.77733e+07	1.75731e+07	1.76075e+07	1.76196e+07	1.76732e+07	1.69972e+07	1.64565e+07	1.64182e+07	1.64815e+07	1.63517e+07	1.66628e+07	1.61284e+07	1.63964e+07	1.71924e+07	1.65973e+07	1.60869e+07	1.63277e+07	1.62301e+07	1.61963e+07	1.72811e+07	1.7062e+07	1.65108e+07	1.66071e+07	1.72321e+07	1.67688e+07	1.68477e+07	1.67597e+07	1.65792e+07	1.56091e+07	1.53638e+07	1.53925e+07	1.5386e+07	1.51239e+07	1.42594e+07	1.4468e+07	1.35357e+07	1.51814e+07	1.51924e+07	1.62796e+07	1.49973e+07	1.43965e+07	1.49707e+07	1.23943e+07	1.24639e+07	1.37424e+07	1.42354e+07	1.40921e+07	1.40002e+07	1.44392e+07	1.44002e+07	1.4454e+07	1.3918e+07	1.5007e+07	1.58577e+07	1.50632e+07	1.53869e+07	1.53939e+07	1.53061e+07	1.53649e+07	1.66674e+07	1.57865e+07	1.57294e+07	1.00887e+07	1.00816e+07	1.14019e+07	1.11151e+07	1.12447e+07	1.21949e+07	9.17866e+06	1.03032e+07	1.07448e+07	1.11538e+07	9.94893e+06	9.79801e+06	1.10228e+07	1.0972e+07	1.09798e+07	1.01034e+07	1.00979e+07	1.0046e+07	1.00097e+07	1.00057e+07	1.07559e+07	1.12632e+07	9.80139e+06	9.92727e+06	1.12728e+07	9.93513e+06	1.04731e+07	9.64031e+06	8.85848e+06	9.06486e+06	1.1241e+07	1.16084e+07	1.18349e+07	1.86133e+07	1.09988e+07	1.13065e+07	1.08057e+07	1.099e+07	1.09576e+07	1.09986e+07	1.09063e+07	1.06693e+07	1.06743e+07	1.06683e+07	1.09737e+07	1.20316e+07	1.21043e+07	1.08515e+07	1.08296e+07	1.10457e+07	1.33038e+07	1.31217e+07	1.35301e+07	1.21069e+07	1.26615e+07	1.02199e+07	1.06083e+07	1.05128e+07	1.09464e+07	1.08438e+07	1.11698e+07	1.13012e+07	1.32222e+07	1.29575e+07
Pterocles_gutturalis	3.86761e+06	0	2.90307e+06	1.35062e+07	1.25558e+07	1.31811e+07	1.31432e+07	1.40154e+07	1.42815e+07	1.37871e+07	1.18436e+07	1.23216e+07	1.23982e+07	1.23384e+07	1.29778e+07	1.46538e+07	1.37604e+07	1.34502e+07	1.17279e+07	1.02553e+07	9.84573e+06	9.66976e+06	1.17996e+07	1.08642e+07	1.13637e+07	1.15603e+07	1.22654e+07	1.3538e+07	1.20146e+07	1.33612e+07	1.31948e+07	1.15752e+07	1.01368e+07	9.83314e+06	1.28424e+07	9.73169e+06	9.58818e+06	9.7177e+06	1.01836e+07	9.00302e+06	9.30627e+06	9.42525e+06	1.31595e+07	1.42762e+07	1.46276e+07	1.44037e+07	1.3195e+07	1.32646e+07	1.43243e+07	1.4601e+07	1.05058e+07	1.04641e+07	1.0462e+07	1.16394e+07	1.76818e+07	1.74303e+07	1.73424e+07	1.67642e+07	1.74267e+07	1.68152e+07	1.62891e+07	1.52171e+07	1.47961e+07	1.45345e+07	1.43486e+07	1.59152e+07	1.43114e+07	1.31172e+07	1.48314e+07	1.3366e+07	1.29658e+07	1.37113e+07	1.27174e+07	1.93308e+07	1.90763e+07	1.15921e+07	1.14466e+07	1.00753e+07	1.007e+07	9.17925e+06	1.04929e+07	1.04069e+07	9.62633e+06	9.59828e+06	9.64288e+06	9.22666e+06	9.22966e+06	1.38241e+07	1.36469e+07	1.48995e+07	1.58152e+07	1.5498e+07	1.51829e+07	1.60094e+07	1.50206e+07	1.49361e+07	1.51939e+07	1.51208e+07	1.61802e+07	1.48027e+07	1.45865e+07	1.45306e+07	1.45187e+07	1.4835e+07	1.4754e+07	1.52034e+07	1.5289e+07	1.54414e+07	1.51685e+07	1.54214e+07	1.59017e+07	1.61603e+07	1.60342e+07	1.51765e+07	1.57919e+07	1.50515e+07	1.53576e+07	1.50308e+07	1.54843e+07	1.56842e+07	1.50611e+07	1.57749e+07	1.50771e+07	1.49893e+07	1.51206e+07	1.6099e+07	1.57082e+07	1.51768e+07	1.59757e+07	1.60463e+07	1.70135e+07	1.5935e+07	1.61224e+07	1.59835e+07	1.64216e+07	1.68588e+07	1.64988e+07	1.6758e+07	1.67177e+07	1.65084e+07	1.64109e+07	1.63952e+07	1.6631e+07	1.6669e+07	1.68578e+07	1.65813e+07	1.64398e+07	1.62782e+07	1.67986e+07	1.63417e+07	1.62766e+07	1.6535e+07	1.69112e+07	1.68045e+07	1.63218e+07	1.74384e+07	1.71225e+07	1.6886e+07	1.68809e+07	1.67393e+07	1.72553e+07	1.57408e+07	1.58652e+07	1.83432e+07	1.6273e+07	1.66287e+07	1.66275e+07	1.66413e+07	1.69646e+07	1.6397e+07	1.59124e+07	1.7664e+07	1.57545e+07	1.62659e+07	1.57753e+07	1.6363e+07	1.6019e+07	1.67532e+07	1.66626e+07	1.63426e+07	1.63104e+07	1.69798e+07	1.66102e+07	1.65886e+07	1.69096e+07	1.67139e+07	1.66992e+07	1.69156e+07	1.7419e+07	1.72535e+07	1.73777e+07	1.73294e+07	1.73274e+07	1.72593e+07	1.73655e+07	1.74754e+07	1.72767e+07	1.73782e+07	1.73992e+07	1.76953e+07	1.77463e+07	1.75461e+07	1.75805e+07	1.75927e+07	1.76462e+07	1.69703e+07	1.64295e+07	1.63912e+07	1.64545e+07	1.63247e+07	1.66358e+07	1.61015e+07	1.63695e+07	1.71654e+07	1.65703e+07	1.60599e+07	1.63007e+07	1.62031e+07	1.61693e+07	1.72541e+07	1.70351e+07	1.64838e+07	1.65801e+07	1.72052e+07	1.67418e+07	1.68207e+07	1.67328e+07	1.65523e+07	1.55821e+07	1.53368e+07	1.53655e+07	1.53591e+07	1.5097e+07	1.42325e+07	1.44411e+07	1.35088e+07	1.51545e+07	1.51654e+07	1.62526e+07	1.49703e+07	1.43695e+07	1.49437e+07	1.23673e+07	1.24369e+07	1.37155e+07	1.42084e+07	1.40652e+07	1.39732e+07	1.44122e+07	1.43733e+07	1.44271e+07	1.3891e+07	1.498e+07	1.58308e+07	1.50362e+07	1.53599e+07	1.53669e+07	1.52791e+07	1.53379e+07	1.66404e+07	1.57595e+07	1.57024e+07	1.00617e+07	1.00546e+07	1.1375e+07	1.10881e+07	1.12177e+07	1.21679e+07	9.1517e+06	1.02762e+07	1.07178e+07	1.11268e+07	9.92196e+06	9.77104e+06	1.09959e+07	1.09451e+07	1.09528e+07	1.00765e+07	1.0071e+07	1.0019e+07	9.98273e+06	9.97877e+06	1.0729e+07	1.12362e+07	9.77443e+06	9.9003e+06	1.12458e+07	9.90816e+06	1.04462e+07	9.61335e+06	8.83152e+06	9.0379e+06	1.1214e+07	1.15815e+07	1.1808e+07	1.85864e+07	1.09719e+07	1.12795e+07	1.07788e+07	1.09631e+07	1.09306e+07	1.09717e+07	1.08793e+07	1.06424e+07	1.06473e+07	1.06413e+07	1.09467e+07	1.20046e+07	1.20773e+07	1.08245e+07	1.08027e+07	1.10187e+07	1.32768e+07	1.30947e+07	1.35032e+07	1.20799e+07	1.26346e+07	1.0193e+07	1.05813e+07	1.04858e+07	1.09195e+07	1.08169e+07	1.11429e+07	1.12742e+07	1.31952e+07	1.29305e+07
Syrrhaptes_paradoxus	4.38587e+06	2.90307e+06	0	1.40245e+07	1.30741e+07	1.36993e+07	1.36615e+07	1.45337e+07	1.47997e+07	1.43053e+07	1.23618e+07	1.28398e+07	1.29164e+07	1.28566e+07	1.3496e+07	1.5172e+07	1.42786e+07	1.39684e+07	1.22462e+07	1.07736e+07	1.0364e+07	1.0188e+07	1.23179e+07	1.13825e+07	1.1882e+07	1.20786e+07	1.27837e+07	1.40562e+07	1.25328e+07	1.38795e+07	1.3713e+07	1.20935e+07	1.0655e+07	1.03514e+07	1.33607e+07	1.025e+07	1.01064e+07	1.0236e+07	1.07019e+07	9.52128e+06	9.82453e+06	9.94351e+06	1.36777e+07	1.47944e+07	1.51459e+07	1.4922e+07	1.37132e+07	1.37828e+07	1.48426e+07	1.51193e+07	1.10241e+07	1.09823e+07	1.09802e+07	1.21577e+07	1.82001e+07	1.79486e+07	1.78607e+07	1.72825e+07	1.7945e+07	1.73335e+07	1.68074e+07	1.57354e+07	1.53144e+07	1.50528e+07	1.48669e+07	1.64334e+07	1.48296e+07	1.36355e+07	1.53497e+07	1.38843e+07	1.34841e+07	1.42295e+07	1.32357e+07	1.98491e+07	1.95945e+07	1.21104e+07	1.19649e+07	1.05936e+07	1.05882e+07	9.69751e+06	1.10112e+07	1.09251e+07	1.01446e+07	1.01165e+07	1.01611e+07	9.74492e+06	9.74792e+06	1.43424e+07	1.41652e+07	1.54178e+07	1.63334e+07	1.60163e+07	1.57012e+07	1.65277e+07	1.55389e+07	1.54544e+07	1.57122e+07	1.56391e+07	1.66985e+07	1.5321e+07	1.51048e+07	1.50489e+07	1.5037e+07	1.53533e+07	1.52722e+07	1.57216e+07	1.58072e+07	1.59597e+07	1.56868e+07	1.59396e+07	1.642e+07	1.66786e+07	1.65525e+07	1.56948e+07	1.63102e+07	1.55698e+07	1.58759e+07	1.55491e+07	1.60026e+07	1.62025e+07	1.55793e+07	1.62932e+07	1.55954e+07	1.55076e+07	1.56389e+07	1.66172e+07	1.62265e+07	1.5695e+07	1.6494e+07	1.65646e+07	1.75317e+07	1.64532e+07	1.66406e+07	1.65017e+07	1.69399e+07	1.73771e+07	1.70171e+07	1.72763e+07	1.7236e+07	1.70267e+07	1.69292e+07	1.69135e+07	1.71493e+07	1.71873e+07	1.7376e+07	1.70996e+07	1.69581e+07	1.67965e+07	1.73168e+07	1.686e+07	1.67949e+07	1.70533e+07	1.74295e+07	1.73227e+07	1.68401e+07	1.79567e+07	1.76407e+07	1.74043e+07	1.73992e+07	1.72575e+07	1.77736e+07	1.6259e+07	1.63835e+07	1.88615e+07	1.67912e+07	1.71469e+07	1.71458e+07	1.71595e+07	1.74828e+07	1.69153e+07	1.64307e+07	1.81823e+07	1.62727e+07	1.67841e+07	1.62936e+07	1.68813e+07	1.65372e+07	1.72715e+07	1.71809e+07	1.68608e+07	1.68287e+07	1.74981e+07	1.71285e+07	1.71068e+07	1.74279e+07	1.72322e+07	1.72175e+07	1.74339e+07	1.79372e+07	1.77717e+07	1.78959e+07	1.78477e+07	1.78456e+07	1.77775e+07	1.78837e+07	1.79937e+07	1.7795e+07	1.78965e+07	1.79175e+07	1.82136e+07	1.82645e+07	1.80644e+07	1.80988e+07	1.81109e+07	1.81645e+07	1.74885e+07	1.69478e+07	1.69095e+07	1.69728e+07	1.6843e+07	1.71541e+07	1.66197e+07	1.68877e+07	1.76837e+07	1.70886e+07	1.65782e+07	1.6819e+07	1.67214e+07	1.66876e+07	1.77724e+07	1.75533e+07	1.70021e+07	1.70984e+07	1.77234e+07	1.72601e+07	1.7339e+07	1.7251e+07	1.70705e+07	1.61004e+07	1.58551e+07	1.58838e+07	1.58773e+07	1.56152e+07	1.47507e+07	1.49593e+07	1.4027e+07	1.56727e+07	1.56837e+07	1.67709e+07	1.54886e+07	1.48878e+07	1.5462e+07	1.28856e+07	1.29552e+07	1.42337e+07	1.47267e+07	1.45834e+07	1.44915e+07	1.49305e+07	1.48915e+07	1.49453e+07	1.44093e+07	1.54983e+07	1.6349e+07	1.55545e+07	1.58782e+07	1.58852e+07	1.57974e+07	1.58562e+07	1.71587e+07	1.62778e+07	1.62207e+07	1.058e+07	1.05729e+07	1.18932e+07	1.16064e+07	1.1736e+07	1.26862e+07	9.66996e+06	1.07945e+07	1.1236e+07	1.1645e+07	1.04402e+07	1.02893e+07	1.15141e+07	1.14633e+07	1.14711e+07	1.05947e+07	1.05892e+07	1.05373e+07	1.0501e+07	1.0497e+07	1.12472e+07	1.17545e+07	1.02927e+07	1.04186e+07	1.17641e+07	1.04264e+07	1.09644e+07	1.01316e+07	9.34978e+06	9.55616e+06	1.17323e+07	1.20997e+07	1.23262e+07	1.91046e+07	1.14901e+07	1.17978e+07	1.1297e+07	1.14813e+07	1.14489e+07	1.14899e+07	1.13976e+07	1.11606e+07	1.11656e+07	1.11596e+07	1.1465e+07	1.25229e+07	1.25956e+07	1.13428e+07	1.13209e+07	1.1537e+07	1.37951e+07	1.3613e+07	1.40214e+07	1.25982e+07	1.31528e+07	1.07112e+07	1.10996e+07	1.10041e+07	1.14377e+07	1.13351e+07	1.16611e+07	1.17925e+07	1.37135e+07	1.34488e+07
