	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Podargus_strigoides	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Opisthocomus_hoazin	Ciconia_maguari	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Sula_dactylatra	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Aptenodytes_forsteri	Pygoscelis_adeliae	Mesitornis_unicolor	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Gavia_stellata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Cathartes_aura	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Steatornis_caripensis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Nyctibius_bracteatus	Nyctibius_grandis	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Columbina_picui	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Caloenas_nicobarica	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Climacteris_rufus	Ptilonorhynchus_violaceus	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Notiomystis_cincta	Regulus_satrapa	Elachura_formosa	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Bombycilla_garrulus	Phainopepla_nitens	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Sylvietta_virens	Hylia_prasina	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Erythrocercus_mccallii	Phylloscopus_trochilus	Rhadina_sibilatrix	Cisticola_juncidis	Hirundo_rustica	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Brachypodius_atriceps	Pycnonotus_jocosus	Acrocephalus_arundinaceus	Hippolais_icterina	Oxylabes_madagascariensis	Locustella_ochotensis	Donacobius_atricapilla	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Cinclus_mexicanus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chlorodrepanis_virens	Hemignathus_wilsoni	Calcarius_ornatus	Rhodinocichla_rosea	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Emberiza_fucata	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Molothrus_ater	Agelaius_phoeniceus	Quiscalus_mexicanus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Callaeas_wilsoni	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Mystacornis_crossleyi	Dyaphorophyia_castanea	Rhagologus_leucostigma	Dryoscopus_gambensis	Mohoua_ochrocephala	Eulacestoma_nigropectus	Aleadryas_rufinucha	Falcunculus_frontatus	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oriolus_oriolus	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Paradisaea_raggiana	Myiagra_hebetior	Ifrita_kowaldi	Struthidea_cinerea	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Orthonyx_spaldingii	Pomatostomus_ruficeps	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Atrichornis_clamosus	Menura_novaehollandiae	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Piprites_chloris	Tyrannus_savana	Tachuris_rubrigastra	Mionectes_macconnelli	Neopipo_cinnamomea	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Cariama_cristata	Chunga_burmeisteri	Colius_striatus	Urocolius_indicus
Tauraco_erythrolophus	0	4.66599e+06	4.79557e+06	1.27338e+07	1.17835e+07	1.24087e+07	1.23709e+07	1.3243e+07	1.35091e+07	1.30147e+07	1.06475e+07	1.06206e+07	1.11388e+07	1.22396e+07	1.13043e+07	1.18038e+07	1.20004e+07	1.21635e+07	9.60892e+06	9.0805e+06	9.80917e+06	9.66566e+06	9.79518e+06	1.02611e+07	9.38376e+06	9.50273e+06	9.76662e+06	1.07245e+07	1.12318e+07	9.90374e+06	1.12414e+07	1.04417e+07	9.77001e+06	9.89588e+06	1.09914e+07	1.00665e+07	1.0072e+07	1.00146e+07	9.97831e+06	9.97435e+06	1.09406e+07	1.09484e+07	8.82709e+06	9.03348e+06	1.29199e+07	1.11224e+07	1.27412e+07	1.24765e+07	1.12096e+07	1.1577e+07	1.18036e+07	9.91754e+06	9.14728e+06	1.02718e+07	1.07134e+07	1.17169e+07	1.39016e+07	1.37244e+07	1.49089e+07	1.34435e+07	1.30433e+07	1.4612e+07	1.44261e+07	1.59926e+07	1.43889e+07	1.31947e+07	1.68927e+07	1.63666e+07	1.77593e+07	1.75078e+07	1.74199e+07	1.68417e+07	1.75042e+07	1.52946e+07	1.48736e+07	9.25673e+06	1.16696e+07	1.15241e+07	1.01528e+07	1.01474e+07	1.28228e+07	1.26407e+07	1.30491e+07	1.16259e+07	1.21805e+07	1.03705e+07	1.03486e+07	1.05647e+07	1.81323e+07	1.05178e+07	1.08255e+07	1.03248e+07	1.0509e+07	1.04766e+07	1.05177e+07	1.04253e+07	1.01883e+07	1.01933e+07	1.01873e+07	1.04927e+07	1.15506e+07	1.16233e+07	1.00318e+07	1.04655e+07	9.73895e+06	1.01273e+07	1.03628e+07	1.06888e+07	1.08202e+07	1.20152e+07	1.27055e+07	1.3978e+07	1.24546e+07	1.38013e+07	1.36348e+07	1.05768e+07	1.02732e+07	1.2168e+07	1.06953e+07	1.02858e+07	1.01098e+07	1.50938e+07	1.42004e+07	1.38902e+07	1.34178e+07	1.27616e+07	1.28382e+07	1.27784e+07	1.22836e+07	1.05833e+07	1.05416e+07	1.05394e+07	1.4977e+07	1.51745e+07	1.43099e+07	1.50668e+07	1.51981e+07	1.61238e+07	1.61765e+07	1.57857e+07	1.60532e+07	1.77415e+07	1.84207e+07	1.63505e+07	1.72429e+07	1.67062e+07	1.6705e+07	1.67188e+07	1.70421e+07	1.64745e+07	1.59899e+07	1.7091e+07	1.60125e+07	1.61999e+07	1.60609e+07	1.64991e+07	1.69363e+07	1.65763e+07	1.66125e+07	1.68761e+07	1.69584e+07	1.68168e+07	1.72e+07	1.69635e+07	1.64192e+07	1.63541e+07	1.75159e+07	1.73328e+07	1.66588e+07	1.65173e+07	1.63557e+07	1.65859e+07	1.64884e+07	1.64727e+07	1.67085e+07	1.67465e+07	1.69352e+07	1.68355e+07	1.67952e+07	1.58183e+07	1.59427e+07	1.63993e+07	1.68819e+07	1.69887e+07	1.71125e+07	1.65613e+07	1.66576e+07	1.68982e+07	1.68103e+07	1.72826e+07	1.68193e+07	1.73316e+07	1.61374e+07	1.66478e+07	1.63782e+07	1.62806e+07	1.62468e+07	1.58319e+07	1.63434e+07	1.58528e+07	1.64405e+07	1.70478e+07	1.6507e+07	1.70573e+07	1.69871e+07	1.67914e+07	1.67767e+07	1.66877e+07	1.6666e+07	1.73309e+07	1.69931e+07	1.73368e+07	1.75529e+07	1.7443e+07	1.74069e+07	1.74552e+07	1.74049e+07	1.74964e+07	1.77728e+07	1.78238e+07	1.76236e+07	1.7658e+07	1.76702e+07	1.77237e+07	1.74557e+07	1.73542e+07	1.74767e+07	1.6532e+07	1.64022e+07	1.64687e+07	1.60965e+07	1.68307e+07	1.67401e+07	1.642e+07	1.63879e+07	1.67133e+07	1.6179e+07	1.64469e+07	1.52543e+07	1.48315e+07	1.49125e+07	1.55189e+07	1.54351e+07	1.51385e+07	1.58524e+07	1.57617e+07	1.51083e+07	1.55618e+07	1.5129e+07	1.5246e+07	1.52808e+07	1.53665e+07	1.58694e+07	1.59792e+07	1.62378e+07	1.61117e+07	1.5254e+07	1.54989e+07	1.62577e+07	1.48802e+07	1.4664e+07	1.46081e+07	1.45962e+07	1.50136e+07	1.55755e+07	1.52714e+07	1.51983e+07	1.50981e+07	1.52604e+07	1.60869e+07	1.51546e+07	1.58926e+07	1.66297e+07	1.54143e+07	1.56596e+07	1.5443e+07	1.54366e+07	1.45186e+07	1.35863e+07	1.5837e+07	1.57799e+07	1.59082e+07	1.54154e+07	1.67179e+07	1.51137e+07	1.54374e+07	1.54444e+07	1.53566e+07	1.24448e+07	1.25144e+07	1.41427e+07	1.44897e+07	1.44508e+07	1.45046e+07	1.50575e+07	1.39685e+07	1.3793e+07	1.42859e+07	1.40507e+07	1.5232e+07	1.52429e+07	1.4447e+07	1.50212e+07	1.50478e+07	1.63301e+07	1.05704e+07	1.04844e+07	9.70381e+06	9.30414e+06	9.30714e+06	9.67576e+06	9.72036e+06	1.37887e+07	1.27949e+07	1.94083e+07	1.91538e+07	1.32369e+07	1.32725e+07	1.3342e+07	1.43536e+07	1.47051e+07	1.44812e+07	1.01392e+07	1.01321e+07	1.44018e+07	1.46785e+07
Corythaeola_cristata	4.66599e+06	0	3.17823e+06	1.2447e+07	1.14966e+07	1.21219e+07	1.2084e+07	1.29562e+07	1.32223e+07	1.27278e+07	1.03607e+07	1.03337e+07	1.0852e+07	1.19528e+07	1.10174e+07	1.15169e+07	1.17135e+07	1.18767e+07	9.3221e+06	8.79368e+06	9.52235e+06	9.37884e+06	9.50835e+06	9.97428e+06	9.09693e+06	9.2159e+06	9.47979e+06	1.04377e+07	1.0945e+07	9.61691e+06	1.09546e+07	1.01549e+07	9.48318e+06	9.60905e+06	1.07046e+07	9.77972e+06	9.78521e+06	9.72777e+06	9.69148e+06	9.68752e+06	1.06538e+07	1.06615e+07	8.54026e+06	8.74665e+06	1.26331e+07	1.08355e+07	1.24543e+07	1.21897e+07	1.09228e+07	1.12902e+07	1.15167e+07	9.63071e+06	8.86045e+06	9.98495e+06	1.04265e+07	1.14301e+07	1.36148e+07	1.34376e+07	1.46221e+07	1.31567e+07	1.27565e+07	1.43251e+07	1.41393e+07	1.57058e+07	1.4102e+07	1.29079e+07	1.66059e+07	1.60798e+07	1.74725e+07	1.7221e+07	1.71331e+07	1.65549e+07	1.72174e+07	1.50078e+07	1.45868e+07	8.9699e+06	1.13828e+07	1.12372e+07	9.86598e+06	9.86061e+06	1.25359e+07	1.23538e+07	1.27623e+07	1.1339e+07	1.18937e+07	1.00837e+07	1.00618e+07	1.02779e+07	1.78455e+07	1.0231e+07	1.05387e+07	1.00379e+07	1.02222e+07	1.01897e+07	1.02308e+07	1.01384e+07	9.9015e+06	9.90649e+06	9.90048e+06	1.02058e+07	1.12638e+07	1.13365e+07	9.74496e+06	1.01786e+07	9.45212e+06	9.84048e+06	1.0076e+07	1.0402e+07	1.05334e+07	1.17284e+07	1.24186e+07	1.36912e+07	1.21678e+07	1.35144e+07	1.3348e+07	1.029e+07	9.98636e+06	1.18811e+07	1.04085e+07	9.99895e+06	9.82298e+06	1.4807e+07	1.39136e+07	1.36034e+07	1.3131e+07	1.24748e+07	1.25514e+07	1.24916e+07	1.19968e+07	1.02964e+07	1.02547e+07	1.02526e+07	1.46902e+07	1.48876e+07	1.40231e+07	1.478e+07	1.49113e+07	1.5837e+07	1.58896e+07	1.54989e+07	1.57664e+07	1.74546e+07	1.81339e+07	1.60636e+07	1.69561e+07	1.64193e+07	1.64182e+07	1.64319e+07	1.67552e+07	1.61877e+07	1.57031e+07	1.68041e+07	1.57256e+07	1.5913e+07	1.57741e+07	1.62123e+07	1.66495e+07	1.62895e+07	1.63257e+07	1.65892e+07	1.66716e+07	1.65299e+07	1.69131e+07	1.66766e+07	1.61324e+07	1.60673e+07	1.72291e+07	1.7046e+07	1.6372e+07	1.62305e+07	1.60689e+07	1.62991e+07	1.62016e+07	1.61859e+07	1.64217e+07	1.64597e+07	1.66484e+07	1.65487e+07	1.65083e+07	1.55314e+07	1.56558e+07	1.61124e+07	1.65951e+07	1.67019e+07	1.68257e+07	1.62745e+07	1.63708e+07	1.66113e+07	1.65234e+07	1.69958e+07	1.65325e+07	1.70448e+07	1.58506e+07	1.6361e+07	1.60914e+07	1.59938e+07	1.596e+07	1.55451e+07	1.60565e+07	1.55659e+07	1.61537e+07	1.67609e+07	1.62202e+07	1.67704e+07	1.67003e+07	1.65046e+07	1.64899e+07	1.64009e+07	1.63792e+07	1.70441e+07	1.67063e+07	1.70499e+07	1.72661e+07	1.71561e+07	1.71201e+07	1.71683e+07	1.7118e+07	1.72096e+07	1.7486e+07	1.75369e+07	1.73368e+07	1.73712e+07	1.73833e+07	1.74369e+07	1.71689e+07	1.70674e+07	1.71899e+07	1.62452e+07	1.61154e+07	1.61819e+07	1.58096e+07	1.65439e+07	1.64533e+07	1.61332e+07	1.61011e+07	1.64265e+07	1.58921e+07	1.61601e+07	1.49674e+07	1.45446e+07	1.46257e+07	1.52321e+07	1.51483e+07	1.48517e+07	1.55656e+07	1.54749e+07	1.48215e+07	1.5275e+07	1.48422e+07	1.49592e+07	1.4994e+07	1.50796e+07	1.55826e+07	1.56924e+07	1.5951e+07	1.58249e+07	1.49672e+07	1.5212e+07	1.59709e+07	1.45934e+07	1.43772e+07	1.43213e+07	1.43094e+07	1.47268e+07	1.52887e+07	1.49846e+07	1.49115e+07	1.48113e+07	1.49736e+07	1.58001e+07	1.48678e+07	1.56058e+07	1.63429e+07	1.51275e+07	1.53728e+07	1.51562e+07	1.51497e+07	1.42317e+07	1.32994e+07	1.55502e+07	1.54931e+07	1.56214e+07	1.51286e+07	1.64311e+07	1.48269e+07	1.51506e+07	1.51576e+07	1.50698e+07	1.2158e+07	1.22276e+07	1.38558e+07	1.42029e+07	1.41639e+07	1.42177e+07	1.47707e+07	1.36817e+07	1.35061e+07	1.39991e+07	1.37639e+07	1.49451e+07	1.49561e+07	1.41602e+07	1.47344e+07	1.4761e+07	1.60432e+07	1.02836e+07	1.01975e+07	9.41698e+06	9.01731e+06	9.02031e+06	9.38893e+06	9.43353e+06	1.35019e+07	1.25081e+07	1.91215e+07	1.88669e+07	1.29501e+07	1.29856e+07	1.30552e+07	1.40668e+07	1.44182e+07	1.41944e+07	9.85237e+06	9.84528e+06	1.4115e+07	1.43917e+07
Corythaixoides_concolor	4.79557e+06	3.17823e+06	0	1.25766e+07	1.16262e+07	1.22514e+07	1.22136e+07	1.30858e+07	1.33518e+07	1.28574e+07	1.04903e+07	1.04633e+07	1.09816e+07	1.20824e+07	1.1147e+07	1.16465e+07	1.18431e+07	1.20062e+07	9.45168e+06	8.92326e+06	9.65193e+06	9.50842e+06	9.63793e+06	1.01039e+07	9.22651e+06	9.34548e+06	9.60937e+06	1.05673e+07	1.10746e+07	9.74649e+06	1.10842e+07	1.02845e+07	9.61276e+06	9.73863e+06	1.08342e+07	9.9093e+06	9.91479e+06	9.85735e+06	9.82106e+06	9.8171e+06	1.07834e+07	1.07911e+07	8.66985e+06	8.87623e+06	1.27626e+07	1.09651e+07	1.25839e+07	1.23193e+07	1.10523e+07	1.14198e+07	1.16463e+07	9.76029e+06	8.99003e+06	1.01145e+07	1.05561e+07	1.15597e+07	1.37443e+07	1.35672e+07	1.47517e+07	1.32863e+07	1.28861e+07	1.44547e+07	1.42689e+07	1.58354e+07	1.42316e+07	1.30375e+07	1.67354e+07	1.62094e+07	1.76021e+07	1.73506e+07	1.72626e+07	1.66844e+07	1.7347e+07	1.51373e+07	1.47164e+07	9.09948e+06	1.15124e+07	1.13668e+07	9.99556e+06	9.99019e+06	1.26655e+07	1.24834e+07	1.28919e+07	1.14686e+07	1.20233e+07	1.02133e+07	1.01914e+07	1.04074e+07	1.79751e+07	1.03606e+07	1.06683e+07	1.01675e+07	1.03518e+07	1.03193e+07	1.03604e+07	1.0268e+07	1.00311e+07	1.00361e+07	1.00301e+07	1.03354e+07	1.13933e+07	1.14661e+07	9.87454e+06	1.03082e+07	9.5817e+06	9.97006e+06	1.02056e+07	1.05316e+07	1.0663e+07	1.1858e+07	1.25482e+07	1.38208e+07	1.22973e+07	1.3644e+07	1.34776e+07	1.04196e+07	1.01159e+07	1.20107e+07	1.05381e+07	1.01285e+07	9.95256e+06	1.49366e+07	1.40432e+07	1.3733e+07	1.32606e+07	1.26044e+07	1.2681e+07	1.26212e+07	1.21264e+07	1.0426e+07	1.03843e+07	1.03822e+07	1.48198e+07	1.50172e+07	1.41527e+07	1.49095e+07	1.50408e+07	1.59666e+07	1.60192e+07	1.56284e+07	1.5896e+07	1.75842e+07	1.82634e+07	1.61932e+07	1.70856e+07	1.65489e+07	1.65478e+07	1.65615e+07	1.68848e+07	1.63172e+07	1.58326e+07	1.69337e+07	1.58552e+07	1.60426e+07	1.59037e+07	1.63418e+07	1.67791e+07	1.64191e+07	1.64552e+07	1.67188e+07	1.68012e+07	1.66595e+07	1.70427e+07	1.68062e+07	1.6262e+07	1.61969e+07	1.73587e+07	1.71755e+07	1.65016e+07	1.636e+07	1.61985e+07	1.64287e+07	1.63312e+07	1.63154e+07	1.65513e+07	1.65892e+07	1.6778e+07	1.66782e+07	1.66379e+07	1.5661e+07	1.57854e+07	1.6242e+07	1.67247e+07	1.68315e+07	1.69553e+07	1.64041e+07	1.65004e+07	1.67409e+07	1.6653e+07	1.71254e+07	1.66621e+07	1.71743e+07	1.59802e+07	1.64906e+07	1.62209e+07	1.61234e+07	1.60896e+07	1.56747e+07	1.61861e+07	1.56955e+07	1.62832e+07	1.68905e+07	1.63498e+07	1.69e+07	1.68299e+07	1.66342e+07	1.66195e+07	1.65305e+07	1.65088e+07	1.71737e+07	1.68359e+07	1.71795e+07	1.73957e+07	1.72857e+07	1.72497e+07	1.72979e+07	1.72476e+07	1.73392e+07	1.76155e+07	1.76665e+07	1.74663e+07	1.75008e+07	1.75129e+07	1.75665e+07	1.72985e+07	1.7197e+07	1.73194e+07	1.63747e+07	1.6245e+07	1.63115e+07	1.59392e+07	1.66735e+07	1.65828e+07	1.62628e+07	1.62307e+07	1.65561e+07	1.60217e+07	1.62897e+07	1.5097e+07	1.46742e+07	1.47552e+07	1.53617e+07	1.52778e+07	1.49813e+07	1.56951e+07	1.56045e+07	1.49511e+07	1.54045e+07	1.49718e+07	1.50888e+07	1.51236e+07	1.52092e+07	1.57121e+07	1.5822e+07	1.60806e+07	1.59544e+07	1.50968e+07	1.53416e+07	1.61004e+07	1.4723e+07	1.45067e+07	1.44508e+07	1.44389e+07	1.48564e+07	1.54183e+07	1.51141e+07	1.5041e+07	1.49409e+07	1.51031e+07	1.59296e+07	1.49973e+07	1.57354e+07	1.64725e+07	1.52571e+07	1.55024e+07	1.52858e+07	1.52793e+07	1.43613e+07	1.3429e+07	1.56797e+07	1.56227e+07	1.5751e+07	1.52582e+07	1.65607e+07	1.49564e+07	1.52801e+07	1.52872e+07	1.51994e+07	1.22876e+07	1.23572e+07	1.39854e+07	1.43324e+07	1.42935e+07	1.43473e+07	1.49003e+07	1.38112e+07	1.36357e+07	1.41287e+07	1.38935e+07	1.50747e+07	1.50856e+07	1.42898e+07	1.4864e+07	1.48906e+07	1.61728e+07	1.04132e+07	1.03271e+07	9.54656e+06	9.14689e+06	9.1499e+06	9.51851e+06	9.56311e+06	1.36315e+07	1.26377e+07	1.92511e+07	1.89965e+07	1.30797e+07	1.31152e+07	1.31848e+07	1.41964e+07	1.45478e+07	1.43239e+07	9.98195e+06	9.97486e+06	1.42446e+07	1.45212e+07
