	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Mesitornis_unicolor	Columbina_picui	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Caloenas_nicobarica	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Geococcyx_californianus	Crotophaga_sulcirostris	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Phaethon_lepturus	Mesembrinibis_cayennensis	Nipponia_nippon	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Gavia_stellata	Eurypyga_helias	Rhynochetos_jubatus	Cariama_cristata	Chunga_burmeisteri	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Ciconia_maguari	Cochlearius_cochlearius	Egretta_garzetta	Aptenodytes_forsteri	Pygoscelis_adeliae	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Apaloderma_vittatum	Trogon_melanurus	Colius_striatus	Urocolius_indicus	Acanthisitta_chloris	Climacteris_rufus	Ptilonorhynchus_violaceus	Orthonyx_spaldingii	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Aleadryas_rufinucha	Falcunculus_frontatus	Eulacestoma_nigropectus	Pachycephala_philippinensis	Oriolus_oriolus	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Chaetorhynchus_papuensis	Rhipidura_dahli	Ptilorrhoa_leucosticta	Mohoua_ochrocephala	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Gymnorhina_tibicen	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Sylvietta_virens	Cisticola_juncidis	Hirundo_rustica	Hylia_prasina	Donacobius_atricapilla	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Brachypodius_atriceps	Pycnonotus_jocosus	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Phylloscopus_trochilus	Rhadina_sibilatrix	Nicator_chloris	Panurus_biarmicus	Alaudala_cheleensis	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Regulus_satrapa	Elachura_formosa	Cinclus_mexicanus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Irena_cyanogastra	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Calcarius_ornatus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Rhodinocichla_rosea	Emberiza_fucata	Passer_domesticus	Hypocryptadius_cinnamomeus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Cnemophilus_loriae	Pomatostomus_ruficeps	Malurus_elegans	Grantiella_picta	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Atrichornis_clamosus	Menura_novaehollandiae	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Leptosomus_discolor	Bucco_capensis	Galbula_dea	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Podargus_strigoides	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Opisthocomus_hoazin	Syrrhaptes_paradoxus	Pterocles_burchelli	Pterocles_gutturalis
Heliornis_fulica	0	1.04123e+07	1.01021e+07	1.2061e+07	1.05884e+07	1.01788e+07	1.00028e+07	1.55371e+07	1.5355e+07	1.57635e+07	1.43402e+07	1.48949e+07	1.30849e+07	1.3063e+07	1.3279e+07	2.08467e+07	1.3207e+07	1.4265e+07	1.43377e+07	1.3232e+07	1.31396e+07	1.29027e+07	1.29077e+07	1.29017e+07	1.35399e+07	1.32322e+07	1.30391e+07	1.32234e+07	1.31909e+07	1.24533e+07	1.28417e+07	1.27461e+07	1.31798e+07	1.30772e+07	1.34032e+07	1.35346e+07	1.56658e+07	1.61637e+07	1.55075e+07	1.55841e+07	1.55243e+07	1.50295e+07	1.67079e+07	1.66701e+07	1.75422e+07	1.78083e+07	1.73139e+07	1.70331e+07	1.60827e+07	1.55388e+07	1.68114e+07	1.5288e+07	1.66347e+07	1.64682e+07	1.40818e+07	1.44493e+07	1.46758e+07	1.39946e+07	1.26422e+07	1.27681e+07	1.3314e+07	1.2776e+07	1.41136e+07	1.19527e+07	1.2256e+07	1.2375e+07	1.26814e+07	1.25379e+07	1.26674e+07	1.31333e+07	1.28579e+07	1.56815e+07	1.54169e+07	1.30797e+07	1.30726e+07	1.20878e+07	1.32123e+07	1.36538e+07	1.4311e+07	1.40242e+07	1.41538e+07	1.27071e+07	1.39319e+07	1.29551e+07	1.29188e+07	1.29148e+07	1.30125e+07	1.3007e+07	1.38811e+07	1.38889e+07	1.25494e+07	1.3665e+07	1.41723e+07	1.17676e+07	1.1974e+07	1.35238e+07	1.3482e+07	1.34799e+07	1.61774e+07	1.72941e+07	1.76456e+07	1.74217e+07	1.62129e+07	1.62825e+07	1.68421e+07	1.66649e+07	1.73423e+07	1.7619e+07	1.79175e+07	1.81149e+07	1.72504e+07	1.80951e+07	1.7853e+07	1.84594e+07	1.82213e+07	1.83069e+07	1.81865e+07	1.81945e+07	1.84393e+07	1.88099e+07	1.89197e+07	1.91783e+07	1.90522e+07	1.80386e+07	1.8516e+07	1.81388e+07	1.78207e+07	1.76045e+07	1.75486e+07	1.75367e+07	1.82119e+07	1.79541e+07	1.91982e+07	1.82009e+07	1.90274e+07	1.77719e+07	1.80695e+07	1.83756e+07	1.80488e+07	1.8079e+07	1.85023e+07	1.87022e+07	1.87929e+07	1.81386e+07	1.81947e+07	1.89937e+07	1.91169e+07	1.87262e+07	1.90643e+07	1.9553e+07	2.04564e+07	2.02733e+07	1.98165e+07	1.99292e+07	1.87587e+07	1.88832e+07	1.98224e+07	1.93398e+07	1.9776e+07	1.97357e+07	1.9649e+07	1.9687e+07	1.98757e+07	1.94578e+07	1.92962e+07	1.95264e+07	1.94289e+07	1.94132e+07	1.95993e+07	1.9904e+07	1.98989e+07	1.97573e+07	2.01404e+07	1.93597e+07	1.92946e+07	1.94396e+07	1.95168e+07	1.98768e+07	2.00314e+07	1.89529e+07	1.91403e+07	1.90014e+07	2.0682e+07	2.13612e+07	2.02721e+07	1.90779e+07	1.95883e+07	1.93187e+07	1.92211e+07	1.91873e+07	2.0053e+07	1.95018e+07	1.95981e+07	2.02231e+07	1.97598e+07	1.98387e+07	1.97507e+07	1.92909e+07	2.01834e+07	1.96592e+07	1.99825e+07	1.96466e+07	1.96455e+07	1.9415e+07	1.89304e+07	1.87724e+07	1.96538e+07	1.9381e+07	1.94725e+07	1.93427e+07	1.99978e+07	1.96282e+07	1.96065e+07	1.99276e+07	1.97319e+07	1.97172e+07	2.02714e+07	2.02947e+07	2.03962e+07	2.04172e+07	2.07133e+07	2.07643e+07	2.05641e+07	2.05985e+07	2.06106e+07	2.06642e+07	2.02772e+07	2.04934e+07	2.03834e+07	2.03956e+07	2.03474e+07	2.03453e+07	1.99336e+07	2.04369e+07	1.99882e+07	1.94475e+07	1.94092e+07	1.9037e+07	1.93605e+07	1.93284e+07	1.97712e+07	1.96806e+07	1.91194e+07	1.93874e+07	1.92838e+07	1.87933e+07	1.80073e+07	1.88331e+07	1.95702e+07	1.86001e+07	1.83548e+07	1.83835e+07	1.8377e+07	1.7459e+07	1.65267e+07	1.81724e+07	1.81834e+07	1.73875e+07	1.79617e+07	1.79883e+07	1.92706e+07	1.87775e+07	1.87204e+07	1.80542e+07	1.83779e+07	1.83849e+07	1.82971e+07	1.88487e+07	1.83559e+07	1.96584e+07	1.72264e+07	1.53853e+07	1.54549e+07	1.67334e+07	1.74302e+07	1.6909e+07	1.7445e+07	1.7998e+07	1.73912e+07	1.70831e+07	1.69912e+07	1.46101e+07	1.44646e+07	1.30933e+07	1.30879e+07	1.46574e+07	1.82351e+07	1.78141e+07	2.06998e+07	2.04483e+07	2.03604e+07	1.97822e+07	2.04447e+07	1.98332e+07	1.93071e+07	1.67292e+07	1.57354e+07	2.23488e+07	2.20942e+07	1.78494e+07	1.6384e+07	1.59838e+07	1.75525e+07	1.73666e+07	1.89331e+07	1.73293e+07	1.61352e+07	1.21972e+07	1.35109e+07	1.34248e+07	1.26443e+07	1.22446e+07	1.22476e+07	1.26162e+07	1.26608e+07	1.37453e+07	1.34416e+07	1.51837e+07	1.54081e+07	1.44727e+07	1.49722e+07	1.51688e+07	1.60485e+07	1.62646e+07	1.57733e+07	1.57463e+07
Atlantisia_rogersi	1.04123e+07	0	3.24343e+06	1.11676e+07	9.69498e+06	9.2854e+06	9.10943e+06	1.46437e+07	1.44616e+07	1.48701e+07	1.34468e+07	1.40015e+07	1.21915e+07	1.21696e+07	1.23856e+07	1.99533e+07	1.23136e+07	1.33716e+07	1.34443e+07	1.23386e+07	1.22462e+07	1.20093e+07	1.20143e+07	1.20083e+07	1.26465e+07	1.23388e+07	1.21457e+07	1.233e+07	1.22975e+07	1.15599e+07	1.19483e+07	1.18528e+07	1.22864e+07	1.21838e+07	1.25098e+07	1.26412e+07	1.47724e+07	1.52703e+07	1.46141e+07	1.46907e+07	1.46309e+07	1.41361e+07	1.58145e+07	1.57767e+07	1.66488e+07	1.69149e+07	1.64205e+07	1.61397e+07	1.51893e+07	1.46455e+07	1.5918e+07	1.43946e+07	1.57413e+07	1.55748e+07	1.31884e+07	1.35559e+07	1.37824e+07	1.31012e+07	1.17488e+07	1.18747e+07	1.24206e+07	1.18826e+07	1.32202e+07	1.10593e+07	1.13626e+07	1.14816e+07	1.1788e+07	1.16445e+07	1.1774e+07	1.224e+07	1.19645e+07	1.47881e+07	1.45235e+07	1.21863e+07	1.21792e+07	1.11944e+07	1.23189e+07	1.27605e+07	1.34176e+07	1.31308e+07	1.32604e+07	1.18137e+07	1.30385e+07	1.20617e+07	1.20254e+07	1.20214e+07	1.21191e+07	1.21136e+07	1.29877e+07	1.29955e+07	1.1656e+07	1.27716e+07	1.32789e+07	1.08742e+07	1.10806e+07	1.26304e+07	1.25886e+07	1.25865e+07	1.5284e+07	1.64007e+07	1.67522e+07	1.65283e+07	1.53195e+07	1.53891e+07	1.59487e+07	1.57715e+07	1.64489e+07	1.67256e+07	1.70241e+07	1.72215e+07	1.6357e+07	1.72017e+07	1.69596e+07	1.7566e+07	1.73279e+07	1.74135e+07	1.72931e+07	1.73011e+07	1.75459e+07	1.79165e+07	1.80263e+07	1.82849e+07	1.81588e+07	1.71452e+07	1.76226e+07	1.72454e+07	1.69273e+07	1.67111e+07	1.66552e+07	1.66433e+07	1.73185e+07	1.70607e+07	1.83048e+07	1.73075e+07	1.8134e+07	1.68785e+07	1.71761e+07	1.74822e+07	1.71554e+07	1.71856e+07	1.76089e+07	1.78088e+07	1.78995e+07	1.72452e+07	1.73013e+07	1.81003e+07	1.82236e+07	1.78328e+07	1.81709e+07	1.86596e+07	1.9563e+07	1.93799e+07	1.89232e+07	1.90358e+07	1.78654e+07	1.79898e+07	1.8929e+07	1.84464e+07	1.88826e+07	1.88423e+07	1.87556e+07	1.87936e+07	1.89823e+07	1.85644e+07	1.84028e+07	1.8633e+07	1.85355e+07	1.85198e+07	1.87059e+07	1.90106e+07	1.90055e+07	1.88639e+07	1.9247e+07	1.84663e+07	1.84012e+07	1.85462e+07	1.86234e+07	1.89834e+07	1.9138e+07	1.80595e+07	1.82469e+07	1.8108e+07	1.97886e+07	2.04678e+07	1.93787e+07	1.81845e+07	1.86949e+07	1.84253e+07	1.83277e+07	1.82939e+07	1.91596e+07	1.86084e+07	1.87047e+07	1.93297e+07	1.88664e+07	1.89453e+07	1.88573e+07	1.83975e+07	1.929e+07	1.87658e+07	1.90892e+07	1.87533e+07	1.87521e+07	1.85216e+07	1.8037e+07	1.7879e+07	1.87604e+07	1.84876e+07	1.85791e+07	1.84493e+07	1.91044e+07	1.87348e+07	1.87131e+07	1.90342e+07	1.88385e+07	1.88238e+07	1.9378e+07	1.94013e+07	1.95028e+07	1.95238e+07	1.98199e+07	1.98709e+07	1.96707e+07	1.97051e+07	1.97173e+07	1.97708e+07	1.93838e+07	1.96e+07	1.949e+07	1.95022e+07	1.9454e+07	1.9452e+07	1.90402e+07	1.95435e+07	1.90948e+07	1.85541e+07	1.85158e+07	1.81436e+07	1.84671e+07	1.8435e+07	1.88778e+07	1.87872e+07	1.8226e+07	1.8494e+07	1.83905e+07	1.78999e+07	1.71139e+07	1.79397e+07	1.86768e+07	1.77067e+07	1.74614e+07	1.74901e+07	1.74836e+07	1.65656e+07	1.56333e+07	1.7279e+07	1.729e+07	1.64941e+07	1.70683e+07	1.70949e+07	1.83772e+07	1.78841e+07	1.7827e+07	1.71608e+07	1.74845e+07	1.74915e+07	1.74037e+07	1.79553e+07	1.74625e+07	1.8765e+07	1.6333e+07	1.44919e+07	1.45615e+07	1.584e+07	1.65368e+07	1.60156e+07	1.65517e+07	1.71046e+07	1.64979e+07	1.61897e+07	1.60978e+07	1.37167e+07	1.35712e+07	1.21999e+07	1.21945e+07	1.3764e+07	1.73417e+07	1.69207e+07	1.98064e+07	1.95549e+07	1.9467e+07	1.88888e+07	1.95513e+07	1.89398e+07	1.84137e+07	1.58358e+07	1.4842e+07	2.14554e+07	2.12009e+07	1.6956e+07	1.54906e+07	1.50904e+07	1.66591e+07	1.64732e+07	1.80397e+07	1.64359e+07	1.52418e+07	1.13038e+07	1.26175e+07	1.25314e+07	1.17509e+07	1.13512e+07	1.13542e+07	1.17228e+07	1.17674e+07	1.28519e+07	1.25482e+07	1.42903e+07	1.45147e+07	1.35793e+07	1.40788e+07	1.42754e+07	1.51551e+07	1.53712e+07	1.48799e+07	1.48529e+07
Zapornia_atra	1.01021e+07	3.24343e+06	0	1.08574e+07	9.38476e+06	8.97519e+06	8.79922e+06	1.43335e+07	1.41514e+07	1.45599e+07	1.31366e+07	1.36913e+07	1.18813e+07	1.18594e+07	1.20754e+07	1.96431e+07	1.20034e+07	1.30613e+07	1.31341e+07	1.20284e+07	1.1936e+07	1.16991e+07	1.17041e+07	1.16981e+07	1.23363e+07	1.20286e+07	1.18355e+07	1.20198e+07	1.19873e+07	1.12497e+07	1.16381e+07	1.15425e+07	1.19762e+07	1.18736e+07	1.21996e+07	1.2331e+07	1.44621e+07	1.49601e+07	1.43039e+07	1.43805e+07	1.43207e+07	1.38259e+07	1.55043e+07	1.54665e+07	1.63386e+07	1.66047e+07	1.61103e+07	1.58294e+07	1.48791e+07	1.43352e+07	1.56078e+07	1.40844e+07	1.54311e+07	1.52646e+07	1.28782e+07	1.32457e+07	1.34722e+07	1.2791e+07	1.14386e+07	1.15645e+07	1.21104e+07	1.15724e+07	1.291e+07	1.07491e+07	1.10524e+07	1.11714e+07	1.14778e+07	1.13343e+07	1.14638e+07	1.19297e+07	1.16543e+07	1.44779e+07	1.42133e+07	1.18761e+07	1.1869e+07	1.08841e+07	1.20087e+07	1.24502e+07	1.31074e+07	1.28206e+07	1.29502e+07	1.15035e+07	1.27283e+07	1.17515e+07	1.17152e+07	1.17112e+07	1.18089e+07	1.18034e+07	1.26775e+07	1.26852e+07	1.13458e+07	1.24614e+07	1.29687e+07	1.0564e+07	1.07703e+07	1.23201e+07	1.22784e+07	1.22763e+07	1.49738e+07	1.60905e+07	1.64419e+07	1.62181e+07	1.50093e+07	1.50789e+07	1.56385e+07	1.54613e+07	1.61387e+07	1.64154e+07	1.67139e+07	1.69113e+07	1.60468e+07	1.68915e+07	1.66494e+07	1.72558e+07	1.70177e+07	1.71033e+07	1.69829e+07	1.69909e+07	1.72357e+07	1.76063e+07	1.77161e+07	1.79747e+07	1.78486e+07	1.6835e+07	1.73124e+07	1.69352e+07	1.66171e+07	1.64009e+07	1.6345e+07	1.63331e+07	1.70083e+07	1.67505e+07	1.79946e+07	1.69973e+07	1.78238e+07	1.65683e+07	1.68659e+07	1.7172e+07	1.68452e+07	1.68754e+07	1.72987e+07	1.74986e+07	1.75893e+07	1.6935e+07	1.69911e+07	1.77901e+07	1.79133e+07	1.75226e+07	1.78607e+07	1.83494e+07	1.92528e+07	1.90697e+07	1.86129e+07	1.87256e+07	1.75551e+07	1.76795e+07	1.86188e+07	1.81361e+07	1.85724e+07	1.8532e+07	1.84454e+07	1.84834e+07	1.86721e+07	1.82542e+07	1.80926e+07	1.83228e+07	1.82253e+07	1.82096e+07	1.83957e+07	1.87003e+07	1.86953e+07	1.85536e+07	1.89368e+07	1.81561e+07	1.8091e+07	1.8236e+07	1.83132e+07	1.86732e+07	1.88278e+07	1.77493e+07	1.79367e+07	1.77978e+07	1.94783e+07	2.01576e+07	1.90685e+07	1.78743e+07	1.83847e+07	1.81151e+07	1.80175e+07	1.79837e+07	1.88494e+07	1.82982e+07	1.83945e+07	1.90195e+07	1.85562e+07	1.8635e+07	1.85471e+07	1.80873e+07	1.89798e+07	1.84556e+07	1.87789e+07	1.8443e+07	1.84419e+07	1.82114e+07	1.77268e+07	1.75688e+07	1.84502e+07	1.81774e+07	1.82689e+07	1.81391e+07	1.87941e+07	1.84246e+07	1.84029e+07	1.8724e+07	1.85283e+07	1.85136e+07	1.90678e+07	1.90911e+07	1.91926e+07	1.92136e+07	1.95097e+07	1.95606e+07	1.93605e+07	1.93949e+07	1.9407e+07	1.94606e+07	1.90736e+07	1.92898e+07	1.91798e+07	1.9192e+07	1.91438e+07	1.91417e+07	1.873e+07	1.92333e+07	1.87846e+07	1.82439e+07	1.82056e+07	1.78333e+07	1.81569e+07	1.81248e+07	1.85676e+07	1.8477e+07	1.79158e+07	1.81838e+07	1.80802e+07	1.75896e+07	1.68037e+07	1.76295e+07	1.83666e+07	1.73965e+07	1.71512e+07	1.71799e+07	1.71734e+07	1.62554e+07	1.53231e+07	1.69688e+07	1.69798e+07	1.61839e+07	1.67581e+07	1.67847e+07	1.80669e+07	1.75739e+07	1.75168e+07	1.68506e+07	1.71743e+07	1.71813e+07	1.70935e+07	1.76451e+07	1.71523e+07	1.84548e+07	1.60228e+07	1.41817e+07	1.42513e+07	1.55298e+07	1.62266e+07	1.57054e+07	1.62414e+07	1.67944e+07	1.61876e+07	1.58795e+07	1.57876e+07	1.34065e+07	1.32609e+07	1.18897e+07	1.18843e+07	1.34538e+07	1.70314e+07	1.66105e+07	1.94962e+07	1.92447e+07	1.91568e+07	1.85786e+07	1.92411e+07	1.86296e+07	1.81035e+07	1.55256e+07	1.45318e+07	2.11452e+07	2.08906e+07	1.66458e+07	1.51804e+07	1.47802e+07	1.63488e+07	1.6163e+07	1.77295e+07	1.61257e+07	1.49316e+07	1.09936e+07	1.23073e+07	1.22212e+07	1.14407e+07	1.1041e+07	1.1044e+07	1.14126e+07	1.14572e+07	1.25416e+07	1.2238e+07	1.39801e+07	1.42045e+07	1.32691e+07	1.37686e+07	1.39652e+07	1.48448e+07	1.50609e+07	1.45696e+07	1.45427e+07
