	Mesitornis_unicolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregata_magnificens	Ciconia_maguari	Cochlearius_cochlearius	Egretta_garzetta	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Phaethon_lepturus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Eurypyga_helias	Rhynochetos_jubatus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Opisthocomus_hoazin	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Gavia_stellata	Cariama_cristata	Chunga_burmeisteri	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Colius_striatus	Urocolius_indicus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Cephalopterus_ornatus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Piprites_chloris	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Melanocharis_versteri	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Sitta_europaea	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Regulus_satrapa	Promerops_cafer	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Hypocryptadius_cinnamomeus	Motacilla_alba	Passer_domesticus	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chlorodrepanis_virens	Hemignathus_wilsoni	Calcarius_ornatus	Rhodinocichla_rosea	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Emberiza_fucata	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Elachura_formosa	Cinclus_mexicanus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Bombycilla_garrulus	Phainopepla_nitens	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Cisticola_juncidis	Hirundo_rustica	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Sylvietta_virens	Leiothrix_lutea	Illadopsis_cleaveri	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Phylloscopus_trochilus	Rhadina_sibilatrix	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Edolisoma_coerulescens	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oreocharis_arfaki	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Chaetorhynchus_papuensis	Rhipidura_dahli	Struthidea_cinerea	Myiagra_hebetior	Paradisaea_raggiana	Dicrurus_megarhynchus	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Mohoua_ochrocephala	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Phaetusa_simplex	Rynchops_niger	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Podargus_strigoides	Aegotheles_bennettii	Aptenodytes_forsteri	Pygoscelis_adeliae	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Mesembrinibis_cayennensis	Nipponia_nippon	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Geococcyx_californianus	Crotophaga_sulcirostris	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor
Mesitornis_unicolor	0	1.17996e+07	1.2167e+07	1.23936e+07	9.6705e+06	9.97375e+06	1.00927e+07	1.03992e+07	1.02557e+07	1.03852e+07	1.08511e+07	1.03566e+07	1.01989e+07	1.13145e+07	1.18218e+07	1.04937e+07	1.10317e+07	1.18314e+07	1.44129e+07	1.42465e+07	1.45897e+07	1.30663e+07	1.1734e+07	1.57055e+07	1.48121e+07	1.45019e+07	1.27796e+07	1.1307e+07	1.08974e+07	1.07215e+07	1.33528e+07	1.30882e+07	9.75895e+06	1.08835e+07	1.1325e+07	1.33127e+07	1.30375e+07	1.30106e+07	1.35288e+07	1.10668e+07	1.12884e+07	1.12813e+07	2.05576e+07	2.0303e+07	1.4938e+07	1.39441e+07	1.80419e+07	1.75159e+07	1.89085e+07	1.86571e+07	1.85691e+07	1.79909e+07	1.86535e+07	1.64438e+07	1.60229e+07	1.57612e+07	1.55753e+07	1.71419e+07	1.55381e+07	1.43439e+07	1.60581e+07	1.45928e+07	1.41926e+07	1.55511e+07	1.58277e+07	1.43862e+07	1.44217e+07	1.44913e+07	1.55029e+07	1.58543e+07	1.56304e+07	1.28189e+07	1.26733e+07	1.1302e+07	1.12967e+07	1.17325e+07	1.16908e+07	1.16887e+07	1.61263e+07	1.55962e+07	1.61705e+07	1.63812e+07	1.63921e+07	1.61971e+07	1.74793e+07	1.49422e+07	1.54352e+07	1.35941e+07	1.36636e+07	1.52919e+07	1.52e+07	1.56389e+07	1.62068e+07	1.56e+07	1.51177e+07	1.56538e+07	1.70575e+07	1.78672e+07	1.65646e+07	1.62629e+07	1.65866e+07	1.65937e+07	1.65059e+07	1.69862e+07	1.69292e+07	1.56678e+07	1.47355e+07	1.63237e+07	1.54592e+07	1.63473e+07	1.6216e+07	1.64035e+07	1.72025e+07	1.83921e+07	1.74997e+07	1.78554e+07	1.78543e+07	1.7868e+07	1.81913e+07	1.88907e+07	1.69812e+07	1.73282e+07	1.75962e+07	1.74926e+07	1.7002e+07	1.78626e+07	1.75897e+07	1.76812e+07	1.75515e+07	1.7618e+07	1.76562e+07	1.82065e+07	1.8197e+07	1.81364e+07	1.79406e+07	1.7926e+07	1.78369e+07	1.78153e+07	1.84802e+07	1.81424e+07	1.8486e+07	1.87022e+07	1.85922e+07	1.85562e+07	1.86044e+07	1.85541e+07	1.85034e+07	1.8605e+07	1.86259e+07	1.87728e+07	1.88073e+07	1.88194e+07	1.8873e+07	1.8922e+07	1.8973e+07	1.86457e+07	1.72457e+07	1.75693e+07	1.75371e+07	1.79799e+07	1.78893e+07	1.95699e+07	1.84808e+07	1.72867e+07	1.77971e+07	1.75274e+07	1.74299e+07	1.73961e+07	1.82618e+07	1.77106e+07	1.78069e+07	1.84319e+07	1.79686e+07	1.80474e+07	1.79595e+07	1.76237e+07	1.71391e+07	1.80856e+07	1.77256e+07	1.76483e+07	1.86652e+07	1.8482e+07	1.69675e+07	1.70919e+07	1.80312e+07	1.75485e+07	1.8138e+07	1.79847e+07	1.79444e+07	1.77617e+07	1.80845e+07	1.78957e+07	1.77352e+07	1.76377e+07	1.76219e+07	1.78578e+07	1.78081e+07	1.76665e+07	1.75049e+07	1.80253e+07	1.81127e+07	1.81077e+07	1.7966e+07	1.83492e+07	1.75685e+07	1.75033e+07	1.82402e+07	1.71617e+07	1.73491e+07	1.72102e+07	1.72731e+07	1.73257e+07	1.69349e+07	1.63038e+07	1.70419e+07	1.59807e+07	1.66682e+07	1.63953e+07	1.60617e+07	1.64301e+07	1.65157e+07	1.64032e+07	1.66481e+07	1.71285e+07	1.73871e+07	1.72609e+07	1.70186e+07	1.62576e+07	1.6711e+07	1.6911e+07	1.70016e+07	1.65843e+07	1.62878e+07	1.64096e+07	1.72361e+07	1.63475e+07	1.67248e+07	1.61629e+07	1.62473e+07	1.74069e+07	1.60295e+07	1.58132e+07	1.57573e+07	1.57454e+07	1.64206e+07	1.62783e+07	1.7779e+07	1.65636e+07	1.68089e+07	1.65923e+07	1.65858e+07	1.28662e+07	1.50508e+07	1.48736e+07	1.0406e+07	1.17197e+07	1.16336e+07	1.08531e+07	1.0825e+07	1.08696e+07	1.04534e+07	1.04564e+07	1.3972e+07	1.37899e+07	1.41984e+07	1.27751e+07	1.33298e+07	1.15197e+07	1.14979e+07	1.17139e+07	1.92816e+07	1.16419e+07	1.26998e+07	1.27726e+07	1.16671e+07	1.19747e+07	1.1474e+07	1.16583e+07	1.16258e+07	1.16669e+07	1.15745e+07	1.13376e+07	1.13426e+07	1.13366e+07	1.15121e+07	1.18381e+07	1.19694e+07	1.1181e+07	1.16147e+07	1.08882e+07	1.12766e+07	1.17261e+07	1.14224e+07	1.31645e+07	1.24535e+07	1.2953e+07	1.31496e+07	1.33889e+07	1.38547e+07	9.97634e+06	1.01827e+07	1.21407e+07	1.11638e+07	1.11276e+07	1.11236e+07	1.12213e+07	1.12158e+07	1.20899e+07	1.20976e+07	1.09192e+07	1.10451e+07	1.39277e+07	1.34329e+07	1.45671e+07	1.39109e+07	1.39875e+07	1.50237e+07	1.49859e+07	1.58581e+07	1.61242e+07	1.56297e+07	1.53489e+07	1.43985e+07	1.25198e+07	1.2233e+07	1.23625e+07
Lophotis_ruficrista	1.17996e+07	0	3.33599e+06	3.56251e+06	7.84022e+06	8.14347e+06	8.26245e+06	8.56889e+06	8.42538e+06	8.5549e+06	9.02083e+06	8.52634e+06	8.36864e+06	9.48426e+06	9.99153e+06	8.66346e+06	9.20146e+06	1.00011e+07	1.27026e+07	1.25362e+07	1.28794e+07	1.1356e+07	1.00237e+07	1.39952e+07	1.31018e+07	1.27916e+07	1.10693e+07	9.59672e+06	9.18714e+06	9.01117e+06	1.16425e+07	1.13779e+07	8.04864e+06	9.17315e+06	9.61473e+06	1.16024e+07	1.13272e+07	1.13003e+07	1.18185e+07	9.35648e+06	9.57814e+06	9.57104e+06	1.88473e+07	1.85927e+07	1.32277e+07	1.22338e+07	1.63316e+07	1.58056e+07	1.71982e+07	1.69467e+07	1.68588e+07	1.62806e+07	1.69432e+07	1.47335e+07	1.43126e+07	1.40509e+07	1.3865e+07	1.54316e+07	1.38278e+07	1.26336e+07	1.43478e+07	1.28825e+07	1.24823e+07	1.38408e+07	1.41174e+07	1.26759e+07	1.27114e+07	1.2781e+07	1.37926e+07	1.4144e+07	1.39201e+07	1.11086e+07	1.0963e+07	9.59175e+06	9.58638e+06	1.00222e+07	9.98049e+06	9.97838e+06	1.4416e+07	1.38859e+07	1.44602e+07	1.46709e+07	1.46818e+07	1.44868e+07	1.5769e+07	1.32319e+07	1.37249e+07	1.18838e+07	1.19533e+07	1.35816e+07	1.34897e+07	1.39286e+07	1.44965e+07	1.38897e+07	1.34074e+07	1.39435e+07	1.53472e+07	1.61569e+07	1.48543e+07	1.45526e+07	1.48763e+07	1.48834e+07	1.47956e+07	1.52759e+07	1.52189e+07	1.39575e+07	1.30252e+07	1.46134e+07	1.37489e+07	1.4637e+07	1.45057e+07	1.46932e+07	1.54922e+07	1.66818e+07	1.57894e+07	1.61451e+07	1.6144e+07	1.61577e+07	1.6481e+07	1.71804e+07	1.52709e+07	1.56179e+07	1.58859e+07	1.57823e+07	1.52917e+07	1.61523e+07	1.58794e+07	1.59709e+07	1.58412e+07	1.59077e+07	1.59459e+07	1.64962e+07	1.64867e+07	1.64261e+07	1.62303e+07	1.62156e+07	1.61266e+07	1.6105e+07	1.67699e+07	1.64321e+07	1.67757e+07	1.69919e+07	1.68819e+07	1.68459e+07	1.68941e+07	1.68438e+07	1.67931e+07	1.68947e+07	1.69156e+07	1.70625e+07	1.7097e+07	1.71091e+07	1.71627e+07	1.72117e+07	1.72627e+07	1.69354e+07	1.55354e+07	1.5859e+07	1.58268e+07	1.62696e+07	1.6179e+07	1.78596e+07	1.67705e+07	1.55764e+07	1.60868e+07	1.58171e+07	1.57196e+07	1.56858e+07	1.65515e+07	1.60003e+07	1.60965e+07	1.67216e+07	1.62583e+07	1.63371e+07	1.62492e+07	1.59134e+07	1.54288e+07	1.63753e+07	1.60153e+07	1.5938e+07	1.69549e+07	1.67717e+07	1.52572e+07	1.53816e+07	1.63209e+07	1.58382e+07	1.64277e+07	1.62744e+07	1.62341e+07	1.60514e+07	1.63742e+07	1.61854e+07	1.60249e+07	1.59274e+07	1.59116e+07	1.61475e+07	1.60978e+07	1.59562e+07	1.57946e+07	1.6315e+07	1.64024e+07	1.63974e+07	1.62557e+07	1.66389e+07	1.58582e+07	1.5793e+07	1.65299e+07	1.54514e+07	1.56388e+07	1.54999e+07	1.55628e+07	1.56154e+07	1.52246e+07	1.45935e+07	1.53316e+07	1.42704e+07	1.49579e+07	1.4685e+07	1.43514e+07	1.47198e+07	1.48054e+07	1.46929e+07	1.49378e+07	1.54182e+07	1.56768e+07	1.55506e+07	1.53083e+07	1.45473e+07	1.50007e+07	1.52007e+07	1.52913e+07	1.4874e+07	1.45775e+07	1.46993e+07	1.55258e+07	1.46372e+07	1.50145e+07	1.44526e+07	1.4537e+07	1.56966e+07	1.43192e+07	1.41029e+07	1.4047e+07	1.40351e+07	1.47103e+07	1.4568e+07	1.60687e+07	1.48533e+07	1.50986e+07	1.48819e+07	1.48755e+07	1.11559e+07	1.33405e+07	1.31633e+07	8.69567e+06	1.00094e+07	9.9233e+06	9.14275e+06	9.1147e+06	9.1593e+06	8.74308e+06	8.74608e+06	1.22617e+07	1.20796e+07	1.24881e+07	1.10648e+07	1.16195e+07	9.80944e+06	9.78759e+06	1.00036e+07	1.75713e+07	9.93161e+06	1.09895e+07	1.10622e+07	9.95678e+06	1.02644e+07	9.76369e+06	9.94797e+06	9.91551e+06	9.95659e+06	9.8642e+06	9.62727e+06	9.63226e+06	9.62625e+06	9.80177e+06	1.01278e+07	1.02591e+07	9.47073e+06	9.90439e+06	9.17789e+06	9.56625e+06	1.00158e+07	9.71213e+06	1.14542e+07	1.07432e+07	1.12427e+07	1.14393e+07	1.16786e+07	1.21444e+07	8.26603e+06	8.47242e+06	1.04304e+07	9.45354e+06	9.41725e+06	9.41329e+06	9.51098e+06	9.50549e+06	1.03796e+07	1.03873e+07	9.20895e+06	9.33482e+06	1.22174e+07	1.17225e+07	1.28568e+07	1.22006e+07	1.22772e+07	1.33134e+07	1.32756e+07	1.41478e+07	1.44138e+07	1.39194e+07	1.36386e+07	1.26882e+07	1.08095e+07	1.05226e+07	1.06522e+07
Ardeotis_kori	1.2167e+07	3.33599e+06	0	3.09583e+06	8.20769e+06	8.51094e+06	8.62991e+06	8.93636e+06	8.79285e+06	8.92236e+06	9.38829e+06	8.8938e+06	8.73611e+06	9.85173e+06	1.0359e+07	9.03092e+06	9.56893e+06	1.03686e+07	1.30701e+07	1.29037e+07	1.32468e+07	1.17234e+07	1.03912e+07	1.43627e+07	1.34693e+07	1.3159e+07	1.14368e+07	9.96418e+06	9.55461e+06	9.37864e+06	1.201e+07	1.17453e+07	8.41611e+06	9.54062e+06	9.9822e+06	1.19699e+07	1.16947e+07	1.16677e+07	1.2186e+07	9.72395e+06	9.9456e+06	9.93851e+06	1.92147e+07	1.89602e+07	1.35951e+07	1.26013e+07	1.66991e+07	1.6173e+07	1.75657e+07	1.73142e+07	1.72263e+07	1.66481e+07	1.73106e+07	1.5101e+07	1.468e+07	1.44184e+07	1.42325e+07	1.5799e+07	1.41953e+07	1.30011e+07	1.47153e+07	1.32499e+07	1.28497e+07	1.42082e+07	1.44849e+07	1.30433e+07	1.30789e+07	1.31485e+07	1.41601e+07	1.45115e+07	1.42876e+07	1.1476e+07	1.13305e+07	9.95921e+06	9.95385e+06	1.03897e+07	1.0348e+07	1.03458e+07	1.47834e+07	1.42534e+07	1.48276e+07	1.50384e+07	1.50493e+07	1.48542e+07	1.61365e+07	1.35994e+07	1.40923e+07	1.22512e+07	1.23208e+07	1.39491e+07	1.38571e+07	1.42961e+07	1.48639e+07	1.42572e+07	1.37749e+07	1.4311e+07	1.57146e+07	1.65243e+07	1.52218e+07	1.49201e+07	1.52438e+07	1.52508e+07	1.5163e+07	1.56434e+07	1.55863e+07	1.4325e+07	1.33927e+07	1.49809e+07	1.41163e+07	1.50045e+07	1.48732e+07	1.50607e+07	1.58596e+07	1.70493e+07	1.61569e+07	1.65126e+07	1.65114e+07	1.65252e+07	1.68485e+07	1.75479e+07	1.56383e+07	1.59854e+07	1.62533e+07	1.61498e+07	1.56592e+07	1.65197e+07	1.62469e+07	1.63384e+07	1.62086e+07	1.62751e+07	1.63134e+07	1.68637e+07	1.68542e+07	1.67935e+07	1.65978e+07	1.65831e+07	1.64941e+07	1.64724e+07	1.71373e+07	1.67995e+07	1.71432e+07	1.73593e+07	1.72494e+07	1.72133e+07	1.72616e+07	1.72113e+07	1.71606e+07	1.72621e+07	1.72831e+07	1.743e+07	1.74644e+07	1.74766e+07	1.75301e+07	1.75792e+07	1.76302e+07	1.73028e+07	1.59029e+07	1.62264e+07	1.61943e+07	1.66371e+07	1.65465e+07	1.82271e+07	1.7138e+07	1.59438e+07	1.64542e+07	1.61846e+07	1.6087e+07	1.60532e+07	1.6919e+07	1.63677e+07	1.6464e+07	1.7089e+07	1.66257e+07	1.67046e+07	1.66167e+07	1.62809e+07	1.57963e+07	1.67427e+07	1.63827e+07	1.63055e+07	1.73223e+07	1.71392e+07	1.56247e+07	1.57491e+07	1.66884e+07	1.62057e+07	1.67951e+07	1.66419e+07	1.66016e+07	1.64189e+07	1.67416e+07	1.65529e+07	1.63923e+07	1.62948e+07	1.62791e+07	1.65149e+07	1.64652e+07	1.63237e+07	1.61621e+07	1.66825e+07	1.67699e+07	1.67648e+07	1.66232e+07	1.70064e+07	1.62256e+07	1.61605e+07	1.68974e+07	1.58189e+07	1.60063e+07	1.58674e+07	1.59302e+07	1.59829e+07	1.55921e+07	1.4961e+07	1.56991e+07	1.46379e+07	1.53253e+07	1.50524e+07	1.47189e+07	1.50872e+07	1.51729e+07	1.50604e+07	1.53053e+07	1.57856e+07	1.60442e+07	1.59181e+07	1.56758e+07	1.49147e+07	1.53682e+07	1.55681e+07	1.56588e+07	1.52415e+07	1.4945e+07	1.50668e+07	1.58933e+07	1.50047e+07	1.53819e+07	1.482e+07	1.49045e+07	1.60641e+07	1.46866e+07	1.44704e+07	1.44145e+07	1.44026e+07	1.50778e+07	1.49354e+07	1.64362e+07	1.52207e+07	1.5466e+07	1.52494e+07	1.5243e+07	1.15233e+07	1.3708e+07	1.35308e+07	9.06314e+06	1.03768e+07	1.02908e+07	9.51022e+06	9.48217e+06	9.52676e+06	9.11055e+06	9.11355e+06	1.26292e+07	1.24471e+07	1.28556e+07	1.14323e+07	1.1987e+07	1.01769e+07	1.01551e+07	1.03711e+07	1.79387e+07	1.02991e+07	1.1357e+07	1.14297e+07	1.03243e+07	1.06319e+07	1.01312e+07	1.03154e+07	1.0283e+07	1.03241e+07	1.02317e+07	9.99474e+06	9.99972e+06	9.99372e+06	1.01692e+07	1.04952e+07	1.06266e+07	9.83819e+06	1.02719e+07	9.54536e+06	9.93372e+06	1.03832e+07	1.00796e+07	1.18217e+07	1.11107e+07	1.16102e+07	1.18068e+07	1.20461e+07	1.25119e+07	8.6335e+06	8.83988e+06	1.07978e+07	9.82101e+06	9.78471e+06	9.78075e+06	9.87845e+06	9.87295e+06	1.0747e+07	1.07548e+07	9.57641e+06	9.70229e+06	1.25848e+07	1.209e+07	1.32242e+07	1.2568e+07	1.26446e+07	1.36809e+07	1.36431e+07	1.45153e+07	1.47813e+07	1.42869e+07	1.40061e+07	1.30557e+07	1.11769e+07	1.08901e+07	1.10197e+07
