	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Phaethon_lepturus	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Scopus_umbretta	Balaeniceps_rex	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Aptenodytes_forsteri	Pygoscelis_adeliae	Gavia_stellata	Hydrobates_tethys	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Pelecanoides_urinatrix	Fulmarus_glacialis	Calonectris_borealis	Ciconia_maguari	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Cochlearius_cochlearius	Egretta_garzetta	Mesitornis_unicolor	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Chroicocephalus_maculipennis	Rissa_tridactyla	Larus_smithsonianus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cariama_cristata	Chunga_burmeisteri	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Eurypyga_helias	Rhynochetos_jubatus	Steatornis_caripensis	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Colius_striatus	Urocolius_indicus	Cathartes_aura	Acanthisitta_chloris	Ptilorrhoa_leucosticta	Oriolus_oriolus	Mohoua_ochrocephala	Daphoenositta_chrysoptera	Cnemophilus_loriae	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Struthidea_cinerea	Paradisaea_raggiana	Ifrita_kowaldi	Myiagra_hebetior	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Aleadryas_rufinucha	Falcunculus_frontatus	Eulacestoma_nigropectus	Oreocharis_arfaki	Pachycephala_philippinensis	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Melanocharis_versteri	Regulus_satrapa	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Sylvietta_virens	Hirundo_rustica	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Acrocephalus_arundinaceus	Hippolais_icterina	Cisticola_juncidis	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Elachura_formosa	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Dicaeum_eximium	Leptocoma_aspasia	Peucedramus_taeniatus	Ploceus_nigricollis	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Calcarius_ornatus	Sporophila_hypoxantha	Nesospiza_acunhae	Geospiza_fortis	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Rhodinocichla_rosea	Emberiza_fucata	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Orthonyx_spaldingii	Pomatostomus_ruficeps	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Cephalopterus_ornatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Lepidothrix_coronata	Manacus_manacus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Columbina_picui	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Caloenas_nicobarica	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Gallus_gallus	Coturnix_japonica
Struthio_camelus	0	6.95155e+06	7.18704e+06	8.95918e+06	8.96621e+06	1.29268e+07	1.30936e+07	1.27104e+07	1.2676e+07	1.25294e+07	1.2538e+07	1.4255e+07	1.2618e+07	1.20384e+07	1.20386e+07	6.71579e+06	6.7208e+06	6.7069e+06	6.69992e+06	1.42418e+07	1.37818e+07	1.371e+07	1.30595e+07	1.30361e+07	1.30733e+07	1.27264e+07	1.27289e+07	1.37871e+07	1.3534e+07	1.5173e+07	1.55612e+07	1.64745e+07	1.63358e+07	1.66218e+07	1.53521e+07	1.4341e+07	1.32261e+07	1.36745e+07	1.31147e+07	1.32196e+07	1.48801e+07	1.48577e+07	1.52896e+07	1.51095e+07	1.38859e+07	1.35445e+07	1.33979e+07	1.51132e+07	1.75518e+07	1.68072e+07	1.65487e+07	1.23288e+07	1.25008e+07	1.32376e+07	1.31473e+07	1.254e+07	1.27927e+07	1.28919e+07	1.3524e+07	1.30277e+07	1.31356e+07	1.29804e+07	1.31118e+07	1.41327e+07	1.33664e+07	1.33618e+07	1.33185e+07	1.32883e+07	1.3285e+07	1.40903e+07	1.40968e+07	1.39102e+07	1.4333e+07	1.57399e+07	1.30888e+07	1.34125e+07	1.33328e+07	1.36943e+07	1.36088e+07	1.38805e+07	1.39899e+07	1.58477e+07	1.46614e+07	1.51237e+07	1.5659e+07	1.55072e+07	1.36151e+07	1.35969e+07	1.3777e+07	2.00843e+07	1.3717e+07	1.45987e+07	1.46593e+07	1.37378e+07	1.36608e+07	1.34633e+07	1.34675e+07	1.34625e+07	1.37379e+07	1.39944e+07	1.37306e+07	1.3577e+07	1.37035e+07	1.60042e+07	1.60338e+07	1.60918e+07	1.69349e+07	1.72278e+07	1.70412e+07	1.37925e+07	1.37577e+07	1.37559e+07	1.34224e+07	1.34165e+07	1.49736e+07	1.43934e+07	1.48097e+07	1.25956e+07	1.35329e+07	1.39009e+07	1.43145e+07	1.46207e+07	1.48095e+07	1.5591e+07	1.53704e+07	1.4986e+07	1.47373e+07	1.65581e+07	1.64105e+07	1.64641e+07	1.56358e+07	2.11478e+07	2.09356e+07	1.90511e+07	1.86126e+07	1.97734e+07	1.95638e+07	1.94905e+07	1.90086e+07	1.95608e+07	1.73977e+07	1.61764e+07	1.58428e+07	1.71502e+07	1.69953e+07	1.83009e+07	1.69643e+07	1.5969e+07	1.77191e+07	1.73683e+07	1.46979e+07	1.45766e+07	1.34337e+07	1.34292e+07	1.69751e+07	1.72057e+07	1.26869e+07	1.74545e+07	1.73331e+07	1.78894e+07	1.75812e+07	1.79061e+07	1.75293e+07	1.74007e+07	1.76906e+07	1.83795e+07	1.75554e+07	1.76389e+07	1.7485e+07	1.76998e+07	1.79533e+07	1.85218e+07	1.73738e+07	1.71936e+07	1.7147e+07	1.71371e+07	1.77077e+07	1.7779e+07	1.76787e+07	1.81982e+07	1.76853e+07	1.82898e+07	1.85053e+07	1.84002e+07	1.78362e+07	1.75891e+07	1.75639e+07	1.79418e+07	1.81085e+07	1.8184e+07	1.76387e+07	1.97585e+07	1.92163e+07	1.83174e+07	1.84736e+07	1.83579e+07	1.88176e+07	1.94179e+07	1.88976e+07	1.89292e+07	1.90865e+07	1.81556e+07	1.82593e+07	1.95705e+07	1.90034e+07	1.89698e+07	1.88562e+07	1.87382e+07	1.86035e+07	1.87954e+07	1.87141e+07	1.8701e+07	1.93072e+07	1.91101e+07	1.91059e+07	1.89878e+07	1.90372e+07	1.86565e+07	1.86022e+07	1.90421e+07	1.86399e+07	1.91311e+07	1.8723e+07	1.90875e+07	1.87874e+07	2.03246e+07	1.94169e+07	1.92343e+07	1.87749e+07	1.88552e+07	1.93761e+07	1.89899e+07	1.90557e+07	1.89824e+07	1.84216e+07	1.8847e+07	1.86223e+07	1.8541e+07	1.85128e+07	1.87025e+07	1.82987e+07	1.8167e+07	1.85992e+07	1.9343e+07	1.89061e+07	1.91756e+07	1.88956e+07	1.88947e+07	1.85933e+07	1.81844e+07	1.86742e+07	1.83875e+07	1.91803e+07	1.87296e+07	1.91883e+07	1.94164e+07	1.9478e+07	1.95199e+07	1.94797e+07	1.95097e+07	1.94212e+07	1.96014e+07	1.96603e+07	1.9689e+07	1.96991e+07	1.97437e+07	1.91348e+07	1.95543e+07	1.88802e+07	1.88622e+07	1.91298e+07	1.89667e+07	1.89544e+07	1.97846e+07	1.98271e+07	1.94357e+07	1.95204e+07	1.95378e+07	1.87505e+07	1.86423e+07	1.86977e+07	1.86572e+07	1.86304e+07	1.89994e+07	1.89239e+07	1.89016e+07	1.84562e+07	1.86796e+07	1.84542e+07	1.81284e+07	1.76855e+07	1.83514e+07	1.84103e+07	1.76025e+07	1.82176e+07	1.88319e+07	1.78189e+07	1.80234e+07	1.78428e+07	1.78375e+07	1.7619e+07	1.68985e+07	1.70724e+07	1.62953e+07	1.85822e+07	1.70127e+07	1.74913e+07	1.75135e+07	1.76669e+07	1.76761e+07	1.67591e+07	1.66824e+07	1.68785e+07	1.64676e+07	1.70483e+07	1.66139e+07	1.70607e+07	1.75216e+07	1.70159e+07	1.5344e+07	1.5402e+07	1.82306e+07	1.78198e+07	1.89054e+07	1.75684e+07	1.78382e+07	1.7844e+07	1.77708e+07	1.81712e+07	1.81237e+07	1.6155e+07	1.5608e+07	1.56719e+07	1.5622e+07	1.52096e+07	1.68066e+07	1.60145e+07	1.74527e+07	1.70406e+07	1.65356e+07	1.6504e+07	1.7231e+07	1.44486e+07	1.42096e+07	1.43176e+07	1.37572e+07	1.35439e+07	1.48955e+07	1.57391e+07	1.58366e+07	1.57409e+07	1.57412e+07	1.66569e+07	1.70003e+07	1.67082e+07	1.82716e+07	1.84963e+07	1.85699e+07	1.77338e+07	1.7864e+07	1.83679e+07	1.75684e+07	1.89825e+07
Casuarius_casuarius	6.95155e+06	0	1.46942e+06	4.86105e+06	4.86808e+06	8.91587e+06	9.08261e+06	8.69945e+06	8.66504e+06	8.51843e+06	8.52701e+06	1.0244e+07	8.607e+06	8.02743e+06	8.02764e+06	2.82559e+06	2.8306e+06	2.8167e+06	2.80972e+06	1.30904e+07	1.26304e+07	1.25587e+07	1.19081e+07	1.18848e+07	1.19219e+07	1.1575e+07	1.15775e+07	1.26357e+07	1.23827e+07	1.40216e+07	1.44099e+07	1.53232e+07	1.51844e+07	1.54705e+07	1.42008e+07	1.31896e+07	1.20748e+07	1.25232e+07	1.19633e+07	1.20682e+07	1.37288e+07	1.37063e+07	1.41383e+07	1.39582e+07	1.27345e+07	1.23932e+07	1.22465e+07	1.39619e+07	1.64005e+07	1.56559e+07	1.53973e+07	1.11774e+07	1.13494e+07	1.20863e+07	1.19959e+07	1.13886e+07	1.16414e+07	1.17405e+07	1.23726e+07	1.18763e+07	1.19843e+07	1.1829e+07	1.19605e+07	1.29813e+07	1.2215e+07	1.22105e+07	1.21672e+07	1.21369e+07	1.21336e+07	1.2939e+07	1.29454e+07	1.27589e+07	1.31817e+07	1.45886e+07	1.19374e+07	1.22611e+07	1.21815e+07	1.25429e+07	1.24574e+07	1.27291e+07	1.28386e+07	1.46963e+07	1.35101e+07	1.39724e+07	1.45076e+07	1.43559e+07	1.24638e+07	1.24456e+07	1.26256e+07	1.89329e+07	1.25656e+07	1.34473e+07	1.35079e+07	1.25864e+07	1.25094e+07	1.2312e+07	1.23161e+07	1.23111e+07	1.25866e+07	1.2843e+07	1.25792e+07	1.24257e+07	1.25522e+07	1.48528e+07	1.48824e+07	1.49404e+07	1.57836e+07	1.60765e+07	1.58899e+07	1.26411e+07	1.26063e+07	1.26046e+07	1.2271e+07	1.22651e+07	1.38222e+07	1.3242e+07	1.36583e+07	1.14443e+07	1.23815e+07	1.27495e+07	1.31631e+07	1.34694e+07	1.36582e+07	1.44396e+07	1.4219e+07	1.38346e+07	1.3586e+07	1.54068e+07	1.52591e+07	1.53127e+07	1.44844e+07	1.99964e+07	1.97842e+07	1.78997e+07	1.74613e+07	1.8622e+07	1.84124e+07	1.83391e+07	1.78572e+07	1.84094e+07	1.62463e+07	1.5025e+07	1.46915e+07	1.59989e+07	1.58439e+07	1.71496e+07	1.58129e+07	1.48176e+07	1.65678e+07	1.62169e+07	1.35466e+07	1.34252e+07	1.22823e+07	1.22779e+07	1.58237e+07	1.60543e+07	1.15355e+07	1.63031e+07	1.61818e+07	1.6738e+07	1.64298e+07	1.67548e+07	1.63779e+07	1.62493e+07	1.65393e+07	1.72281e+07	1.6404e+07	1.64875e+07	1.63336e+07	1.65484e+07	1.68019e+07	1.73705e+07	1.62224e+07	1.60422e+07	1.59956e+07	1.59857e+07	1.65563e+07	1.66277e+07	1.65273e+07	1.70469e+07	1.6534e+07	1.71384e+07	1.73539e+07	1.72488e+07	1.66849e+07	1.64377e+07	1.64125e+07	1.67905e+07	1.69571e+07	1.70327e+07	1.64874e+07	1.86072e+07	1.8065e+07	1.71661e+07	1.73223e+07	1.72065e+07	1.76662e+07	1.82665e+07	1.77462e+07	1.77779e+07	1.79352e+07	1.70043e+07	1.71079e+07	1.84192e+07	1.78521e+07	1.78185e+07	1.77048e+07	1.75869e+07	1.74522e+07	1.7644e+07	1.75628e+07	1.75497e+07	1.81558e+07	1.79587e+07	1.79545e+07	1.78365e+07	1.78859e+07	1.75051e+07	1.74508e+07	1.78908e+07	1.74885e+07	1.79798e+07	1.75717e+07	1.79361e+07	1.76361e+07	1.91732e+07	1.82655e+07	1.8083e+07	1.76235e+07	1.77038e+07	1.82247e+07	1.78386e+07	1.79043e+07	1.7831e+07	1.72703e+07	1.76957e+07	1.74709e+07	1.73896e+07	1.73614e+07	1.75512e+07	1.71473e+07	1.70156e+07	1.74478e+07	1.81916e+07	1.77548e+07	1.80242e+07	1.77443e+07	1.77433e+07	1.74419e+07	1.7033e+07	1.75228e+07	1.72361e+07	1.8029e+07	1.75783e+07	1.80369e+07	1.8265e+07	1.83266e+07	1.83685e+07	1.83283e+07	1.83583e+07	1.82698e+07	1.845e+07	1.85089e+07	1.85376e+07	1.85477e+07	1.85923e+07	1.79834e+07	1.84029e+07	1.77289e+07	1.77108e+07	1.79784e+07	1.78153e+07	1.78031e+07	1.86332e+07	1.86757e+07	1.82844e+07	1.8369e+07	1.83865e+07	1.75991e+07	1.74909e+07	1.75464e+07	1.75058e+07	1.7479e+07	1.78481e+07	1.77726e+07	1.77502e+07	1.73049e+07	1.75282e+07	1.73028e+07	1.69771e+07	1.65342e+07	1.72001e+07	1.72589e+07	1.64511e+07	1.70662e+07	1.76806e+07	1.66676e+07	1.6872e+07	1.66915e+07	1.66861e+07	1.64677e+07	1.57471e+07	1.5921e+07	1.5144e+07	1.74308e+07	1.58614e+07	1.634e+07	1.63621e+07	1.65156e+07	1.65247e+07	1.56077e+07	1.55311e+07	1.57271e+07	1.53162e+07	1.58969e+07	1.54625e+07	1.59093e+07	1.63702e+07	1.58645e+07	1.41926e+07	1.42506e+07	1.70792e+07	1.66685e+07	1.77541e+07	1.6417e+07	1.66868e+07	1.66927e+07	1.66195e+07	1.70199e+07	1.69723e+07	1.50036e+07	1.44567e+07	1.45205e+07	1.44707e+07	1.40583e+07	1.56552e+07	1.48631e+07	1.63013e+07	1.58893e+07	1.53842e+07	1.53527e+07	1.60796e+07	1.32973e+07	1.30582e+07	1.31662e+07	1.26059e+07	1.23925e+07	1.37442e+07	1.45878e+07	1.46852e+07	1.45895e+07	1.45898e+07	1.55056e+07	1.58489e+07	1.55569e+07	1.71202e+07	1.73449e+07	1.74185e+07	1.65824e+07	1.67126e+07	1.72165e+07	1.64171e+07	1.78312e+07
Dromaius_novaehollandiae	7.18704e+06	1.46942e+06	0	5.09654e+06	5.10357e+06	9.15136e+06	9.3181e+06	8.93494e+06	8.90053e+06	8.75392e+06	8.7625e+06	1.04795e+07	8.84249e+06	8.26292e+06	8.26313e+06	3.06108e+06	3.06609e+06	3.05219e+06	3.04521e+06	1.33259e+07	1.28659e+07	1.27942e+07	1.21436e+07	1.21202e+07	1.21574e+07	1.18105e+07	1.1813e+07	1.28712e+07	1.26182e+07	1.42571e+07	1.46453e+07	1.55587e+07	1.54199e+07	1.5706e+07	1.44363e+07	1.34251e+07	1.23103e+07	1.27587e+07	1.21988e+07	1.23037e+07	1.39643e+07	1.39418e+07	1.43738e+07	1.41936e+07	1.297e+07	1.26287e+07	1.2482e+07	1.41974e+07	1.66359e+07	1.58913e+07	1.56328e+07	1.14129e+07	1.15849e+07	1.23218e+07	1.22314e+07	1.16241e+07	1.18769e+07	1.1976e+07	1.26081e+07	1.21118e+07	1.22198e+07	1.20645e+07	1.2196e+07	1.32168e+07	1.24505e+07	1.24459e+07	1.24026e+07	1.23724e+07	1.23691e+07	1.31745e+07	1.31809e+07	1.29944e+07	1.34171e+07	1.48241e+07	1.21729e+07	1.24966e+07	1.2417e+07	1.27784e+07	1.26929e+07	1.29646e+07	1.30741e+07	1.49318e+07	1.37456e+07	1.42079e+07	1.47431e+07	1.45913e+07	1.26993e+07	1.26811e+07	1.28611e+07	1.91684e+07	1.28011e+07	1.36828e+07	1.37434e+07	1.28219e+07	1.27449e+07	1.25474e+07	1.25516e+07	1.25466e+07	1.28221e+07	1.30785e+07	1.28147e+07	1.26611e+07	1.27877e+07	1.50883e+07	1.51179e+07	1.51759e+07	1.6019e+07	1.63119e+07	1.61253e+07	1.28766e+07	1.28418e+07	1.28401e+07	1.25065e+07	1.25006e+07	1.40577e+07	1.34775e+07	1.38938e+07	1.16798e+07	1.2617e+07	1.2985e+07	1.33986e+07	1.37049e+07	1.38937e+07	1.46751e+07	1.44545e+07	1.40701e+07	1.38215e+07	1.56423e+07	1.54946e+07	1.55482e+07	1.47199e+07	2.02319e+07	2.00197e+07	1.81352e+07	1.76968e+07	1.88575e+07	1.86479e+07	1.85746e+07	1.80927e+07	1.86449e+07	1.64818e+07	1.52605e+07	1.4927e+07	1.62344e+07	1.60794e+07	1.73851e+07	1.60484e+07	1.50531e+07	1.68033e+07	1.64524e+07	1.3782e+07	1.36607e+07	1.25178e+07	1.25134e+07	1.60592e+07	1.62898e+07	1.1771e+07	1.65386e+07	1.64173e+07	1.69735e+07	1.66653e+07	1.69902e+07	1.66134e+07	1.64848e+07	1.67748e+07	1.74636e+07	1.66395e+07	1.6723e+07	1.65691e+07	1.67839e+07	1.70374e+07	1.7606e+07	1.64579e+07	1.62777e+07	1.62311e+07	1.62212e+07	1.67918e+07	1.68632e+07	1.67628e+07	1.72823e+07	1.67695e+07	1.73739e+07	1.75894e+07	1.74843e+07	1.69204e+07	1.66732e+07	1.6648e+07	1.7026e+07	1.71926e+07	1.72682e+07	1.67229e+07	1.88426e+07	1.83005e+07	1.74016e+07	1.75578e+07	1.7442e+07	1.79017e+07	1.8502e+07	1.79817e+07	1.80134e+07	1.81707e+07	1.72397e+07	1.73434e+07	1.86547e+07	1.80876e+07	1.80539e+07	1.79403e+07	1.78223e+07	1.76877e+07	1.78795e+07	1.77983e+07	1.77852e+07	1.83913e+07	1.81942e+07	1.819e+07	1.80719e+07	1.81214e+07	1.77406e+07	1.76863e+07	1.81263e+07	1.7724e+07	1.82153e+07	1.78072e+07	1.81716e+07	1.78716e+07	1.94087e+07	1.8501e+07	1.83185e+07	1.7859e+07	1.79393e+07	1.84602e+07	1.80741e+07	1.81398e+07	1.80665e+07	1.75057e+07	1.79311e+07	1.77064e+07	1.76251e+07	1.75969e+07	1.77867e+07	1.73828e+07	1.72511e+07	1.76833e+07	1.84271e+07	1.79903e+07	1.82597e+07	1.79798e+07	1.79788e+07	1.76774e+07	1.72685e+07	1.77583e+07	1.74716e+07	1.82645e+07	1.78138e+07	1.82724e+07	1.85005e+07	1.85621e+07	1.8604e+07	1.85638e+07	1.85938e+07	1.85053e+07	1.86855e+07	1.87444e+07	1.87731e+07	1.87832e+07	1.88278e+07	1.82189e+07	1.86384e+07	1.79644e+07	1.79463e+07	1.82139e+07	1.80508e+07	1.80386e+07	1.88687e+07	1.89112e+07	1.85199e+07	1.86045e+07	1.8622e+07	1.78346e+07	1.77264e+07	1.77819e+07	1.77413e+07	1.77145e+07	1.80836e+07	1.8008e+07	1.79857e+07	1.75404e+07	1.77637e+07	1.75383e+07	1.72126e+07	1.67697e+07	1.74356e+07	1.74944e+07	1.66866e+07	1.73017e+07	1.79161e+07	1.69031e+07	1.71075e+07	1.6927e+07	1.69216e+07	1.67032e+07	1.59826e+07	1.61565e+07	1.53795e+07	1.76663e+07	1.60969e+07	1.65754e+07	1.65976e+07	1.67511e+07	1.67602e+07	1.58432e+07	1.57666e+07	1.59626e+07	1.55517e+07	1.61324e+07	1.5698e+07	1.61448e+07	1.66057e+07	1.61e+07	1.44281e+07	1.44861e+07	1.73147e+07	1.6904e+07	1.79896e+07	1.66525e+07	1.69223e+07	1.69282e+07	1.6855e+07	1.72553e+07	1.72078e+07	1.52391e+07	1.46922e+07	1.4756e+07	1.47062e+07	1.42938e+07	1.58907e+07	1.50986e+07	1.65368e+07	1.61248e+07	1.56197e+07	1.55882e+07	1.63151e+07	1.35328e+07	1.32937e+07	1.34017e+07	1.28414e+07	1.2628e+07	1.39797e+07	1.48233e+07	1.49207e+07	1.4825e+07	1.48253e+07	1.57411e+07	1.60844e+07	1.57923e+07	1.73557e+07	1.75804e+07	1.7654e+07	1.68179e+07	1.69481e+07	1.7452e+07	1.66526e+07	1.80667e+07
