	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Gallus_gallus	Coturnix_japonica	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Struthio_camelus	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Casuarius_casuarius	Dromaius_novaehollandiae	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Rhea_americana	Rhea_pennata	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Bucco_capensis	Galbula_dea	Buceros_rhinoceros	Bucorvus_abyssinicus	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Halcyon_senegalensis	Ceyx_cyanopectus	Chloroceryle_aenea	Cariama_cristata	Chunga_burmeisteri	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Colius_striatus	Urocolius_indicus	Acanthisitta_chloris	Sapayoa_aenigma	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Pachyramphus_minor	Neopipo_cinnamomea	Tyrannus_savana	Tachuris_rubrigastra	Mionectes_macconnelli	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Piprites_chloris	Lepidothrix_coronata	Manacus_manacus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Pomatostomus_ruficeps	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oriolus_oriolus	Oreocharis_arfaki	Aleadryas_rufinucha	Falcunculus_frontatus	Daphoenositta_chrysoptera	Gymnorhina_tibicen	Rhagologus_leucostigma	Dyaphorophyia_castanea	Dryoscopus_gambensis	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Edolisoma_coerulescens	Mohoua_ochrocephala	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Cnemophilus_loriae	Melanocharis_versteri	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Motacilla_alba	Emberiza_fucata	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Calcarius_ornatus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Quiscalus_mexicanus	Agelaius_phoeniceus	Molothrus_ater	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Passer_domesticus	Hypocryptadius_cinnamomeus	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Promerops_cafer	Regulus_satrapa	Elachura_formosa	Nicator_chloris	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Brachypodius_atriceps	Pycnonotus_jocosus	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Leiothrix_lutea	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Donacobius_atricapilla	Locustella_ochotensis	Oxylabes_madagascariensis	Sylvietta_virens	Cisticola_juncidis	Alaudala_cheleensis	Panurus_biarmicus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Sitta_europaea	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Bombycilla_garrulus	Phainopepla_nitens	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Eurypyga_helias	Rhynochetos_jubatus	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Cathartes_aura	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Rhinopomastus_cyanomelas	Upupa_epops	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Chaetura_pelagica	Hemiprocne_comata	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Geococcyx_californianus	Crotophaga_sulcirostris	Ciconia_maguari	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Aptenodytes_forsteri	Pygoscelis_adeliae	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Hydrobates_tethys	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Phaethon_lepturus	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Columbina_picui	Opisthocomus_hoazin	Gavia_stellata
Chauna_torquata	0	5.70367e+06	7.05532e+06	7.89892e+06	7.99638e+06	7.90068e+06	7.90095e+06	1.03181e+07	1.06614e+07	1.03694e+07	1.1395e+07	1.15252e+07	1.20291e+07	1.12296e+07	1.26437e+07	1.19328e+07	1.21575e+07	1.22311e+07	1.41407e+07	1.27536e+07	1.27586e+07	1.27447e+07	1.27377e+07	1.29893e+07	1.32248e+07	2.02928e+07	1.86557e+07	1.80762e+07	1.80764e+07	1.89646e+07	1.85672e+07	1.85757e+07	1.91313e+07	1.87482e+07	1.87138e+07	1.49969e+07	1.5004e+07	1.355e+07	1.33109e+07	1.34189e+07	1.24342e+07	1.27957e+07	1.21902e+07	1.25138e+07	1.27101e+07	1.29818e+07	1.30913e+07	1.27165e+07	1.26983e+07	1.28784e+07	1.47604e+07	1.46086e+07	1.49491e+07	1.37628e+07	1.42251e+07	1.91856e+07	1.28392e+07	1.27622e+07	1.25647e+07	1.25688e+07	1.25638e+07	1.26784e+07	1.2832e+07	1.28049e+07	1.28393e+07	1.30957e+07	1.28183e+07	1.37001e+07	1.37607e+07	1.68205e+07	1.64697e+07	1.55655e+07	1.47372e+07	1.64991e+07	1.52777e+07	1.49442e+07	1.62516e+07	1.60967e+07	1.50704e+07	1.74023e+07	1.60656e+07	1.25237e+07	1.25178e+07	1.66532e+07	1.59086e+07	1.565e+07	1.42146e+07	1.29873e+07	1.26459e+07	1.24992e+07	1.28832e+07	1.28114e+07	1.21609e+07	1.18278e+07	1.18303e+07	1.21375e+07	1.21747e+07	1.60764e+07	1.6307e+07	1.65558e+07	1.66148e+07	1.76836e+07	1.67683e+07	1.67774e+07	1.61141e+07	1.65927e+07	1.59798e+07	1.57153e+07	1.61172e+07	1.61621e+07	1.66229e+07	1.5569e+07	1.58604e+07	1.57838e+07	1.61497e+07	1.44454e+07	1.45034e+07	1.72726e+07	1.7225e+07	1.7332e+07	1.80068e+07	1.69212e+07	1.66698e+07	1.69395e+07	1.69454e+07	1.68722e+07	1.61737e+07	1.53967e+07	1.67204e+07	1.59999e+07	1.79333e+07	1.69203e+07	1.71248e+07	1.69442e+07	1.69388e+07	1.7319e+07	1.67038e+07	1.64345e+07	1.678e+07	1.73911e+07	1.76067e+07	1.75015e+07	1.67867e+07	1.69908e+07	1.72996e+07	1.68091e+07	1.68804e+07	1.70075e+07	1.66905e+07	1.66653e+07	1.72099e+07	1.70432e+07	1.72854e+07	1.69376e+07	1.65021e+07	1.66825e+07	1.6792e+07	1.74809e+07	1.66568e+07	1.70547e+07	1.67403e+07	1.65864e+07	1.76232e+07	1.64752e+07	1.62949e+07	1.62483e+07	1.62384e+07	1.68012e+07	1.66307e+07	1.67401e+07	1.76946e+07	1.72857e+07	1.8003e+07	1.77756e+07	1.77991e+07	1.74889e+07	1.81008e+07	1.80253e+07	1.77585e+07	1.77317e+07	1.82896e+07	1.86557e+07	1.86213e+07	1.8581e+07	1.85793e+07	1.86111e+07	1.85226e+07	1.87027e+07	1.85177e+07	1.87616e+07	1.87903e+07	1.88005e+07	1.88451e+07	1.8886e+07	1.89285e+07	1.86392e+07	1.85371e+07	1.86217e+07	1.82362e+07	1.79816e+07	1.79636e+07	1.82312e+07	1.80681e+07	1.80558e+07	1.82817e+07	1.7831e+07	1.78518e+07	1.77437e+07	1.75576e+07	1.7781e+07	1.72684e+07	1.88599e+07	1.9426e+07	1.78244e+07	1.77578e+07	1.77036e+07	1.81386e+07	1.84086e+07	1.82115e+07	1.82073e+07	1.80892e+07	1.81048e+07	1.80712e+07	1.7999e+07	1.78968e+07	1.78155e+07	1.78024e+07	1.79575e+07	1.78396e+07	1.77049e+07	1.80306e+07	1.81879e+07	1.7257e+07	1.73607e+07	1.85193e+07	1.82325e+07	1.81435e+07	1.77412e+07	1.79189e+07	1.86719e+07	1.81888e+07	1.78888e+07	1.83177e+07	1.74188e+07	1.7575e+07	1.74592e+07	1.7523e+07	1.79484e+07	1.77237e+07	1.76423e+07	1.76142e+07	1.85183e+07	1.83357e+07	1.84775e+07	1.80913e+07	1.8157e+07	1.80838e+07	1.78763e+07	1.79565e+07	1.84443e+07	1.77005e+07	1.7997e+07	1.79961e+07	1.80075e+07	1.8277e+07	1.78039e+07	1.74e+07	1.75116e+07	1.75555e+07	1.72298e+07	1.67869e+07	1.74528e+07	1.28939e+07	1.28591e+07	1.28573e+07	1.1697e+07	1.26342e+07	1.30023e+07	1.46924e+07	1.44718e+07	1.48413e+07	1.39815e+07	1.39591e+07	1.4391e+07	1.34159e+07	1.37221e+07	1.39109e+07	1.37993e+07	1.3678e+07	1.25351e+07	1.25306e+07	1.17882e+07	1.38387e+07	1.56595e+07	1.55118e+07	1.88747e+07	1.86651e+07	1.85919e+07	1.811e+07	1.86622e+07	1.81525e+07	1.7714e+07	2.02491e+07	2.0037e+07	1.51056e+07	1.60363e+07	1.63292e+07	1.61426e+07	1.51352e+07	1.51932e+07	1.34948e+07	1.39111e+07	1.40749e+07	1.40873e+07	1.28885e+07	1.26354e+07	1.42744e+07	1.57232e+07	1.44535e+07	1.46626e+07	1.55759e+07	1.54372e+07	1.56369e+07	1.56054e+07	1.63323e+07	1.65541e+07	1.6142e+07	1.59079e+07	1.51158e+07	1.20818e+07	1.22132e+07	1.3234e+07	1.31917e+07	1.31982e+07	1.24678e+07	1.24632e+07	1.24199e+07	1.23896e+07	1.23863e+07	1.30116e+07	1.34344e+07	1.2216e+07	1.23209e+07	1.14302e+07	1.16022e+07	1.18941e+07	1.19933e+07	1.21291e+07	1.2237e+07	1.26254e+07	1.16414e+07	1.22487e+07	1.27759e+07	1.23275e+07	1.34424e+07	1.33432e+07	1.4311e+07	1.47094e+07	1.47733e+07	1.47234e+07	1.52563e+07	1.42109e+07	1.2339e+07
Anseranas_semipalmata	5.70367e+06	0	6.02735e+06	6.87095e+06	6.96841e+06	6.87271e+06	6.87298e+06	1.01048e+07	1.04481e+07	1.0156e+07	1.11816e+07	1.13118e+07	1.18157e+07	1.10163e+07	1.24304e+07	1.17194e+07	1.19441e+07	1.20177e+07	1.39273e+07	1.25402e+07	1.25452e+07	1.25313e+07	1.25243e+07	1.2776e+07	1.30115e+07	2.00794e+07	1.84424e+07	1.78628e+07	1.7863e+07	1.87513e+07	1.83538e+07	1.83624e+07	1.8918e+07	1.85348e+07	1.85004e+07	1.47836e+07	1.47906e+07	1.33367e+07	1.30976e+07	1.32056e+07	1.22209e+07	1.25823e+07	1.19768e+07	1.23005e+07	1.24968e+07	1.27685e+07	1.2878e+07	1.25032e+07	1.2485e+07	1.2665e+07	1.4547e+07	1.43953e+07	1.47357e+07	1.35495e+07	1.40118e+07	1.89723e+07	1.26258e+07	1.25488e+07	1.23514e+07	1.23555e+07	1.23505e+07	1.24651e+07	1.26186e+07	1.25916e+07	1.2626e+07	1.28824e+07	1.2605e+07	1.34867e+07	1.35473e+07	1.66072e+07	1.62563e+07	1.53521e+07	1.45238e+07	1.62857e+07	1.50644e+07	1.47309e+07	1.60383e+07	1.58833e+07	1.4857e+07	1.7189e+07	1.58523e+07	1.23104e+07	1.23045e+07	1.64399e+07	1.56953e+07	1.54367e+07	1.40013e+07	1.27739e+07	1.24326e+07	1.22859e+07	1.26698e+07	1.25981e+07	1.19475e+07	1.16144e+07	1.16169e+07	1.19242e+07	1.19613e+07	1.58631e+07	1.60937e+07	1.63425e+07	1.64015e+07	1.74702e+07	1.6555e+07	1.65641e+07	1.59008e+07	1.63794e+07	1.57665e+07	1.55019e+07	1.59039e+07	1.59487e+07	1.64096e+07	1.53556e+07	1.56471e+07	1.55705e+07	1.59363e+07	1.4232e+07	1.429e+07	1.70593e+07	1.70117e+07	1.71186e+07	1.77935e+07	1.67079e+07	1.64564e+07	1.67262e+07	1.67321e+07	1.66589e+07	1.59604e+07	1.51834e+07	1.65071e+07	1.57865e+07	1.772e+07	1.6707e+07	1.69114e+07	1.67309e+07	1.67255e+07	1.71056e+07	1.64905e+07	1.62212e+07	1.65667e+07	1.71778e+07	1.73933e+07	1.72882e+07	1.65734e+07	1.67774e+07	1.70863e+07	1.65957e+07	1.66671e+07	1.67942e+07	1.64771e+07	1.64519e+07	1.69965e+07	1.68299e+07	1.70721e+07	1.67243e+07	1.62887e+07	1.64692e+07	1.65787e+07	1.72675e+07	1.64434e+07	1.68413e+07	1.65269e+07	1.6373e+07	1.74099e+07	1.62618e+07	1.60816e+07	1.6035e+07	1.60251e+07	1.65878e+07	1.64173e+07	1.65268e+07	1.74813e+07	1.70724e+07	1.77896e+07	1.75622e+07	1.75858e+07	1.72755e+07	1.78875e+07	1.7812e+07	1.75452e+07	1.75184e+07	1.80763e+07	1.84423e+07	1.84079e+07	1.83677e+07	1.8366e+07	1.83977e+07	1.83092e+07	1.84894e+07	1.83044e+07	1.85483e+07	1.8577e+07	1.85871e+07	1.86317e+07	1.86726e+07	1.87151e+07	1.84259e+07	1.83238e+07	1.84084e+07	1.80228e+07	1.77683e+07	1.77502e+07	1.80178e+07	1.78547e+07	1.78425e+07	1.80684e+07	1.76177e+07	1.76385e+07	1.75303e+07	1.73443e+07	1.75676e+07	1.7055e+07	1.86466e+07	1.92126e+07	1.76111e+07	1.75445e+07	1.74902e+07	1.79253e+07	1.81952e+07	1.79981e+07	1.79939e+07	1.78759e+07	1.78915e+07	1.78579e+07	1.77856e+07	1.76834e+07	1.76022e+07	1.75891e+07	1.77442e+07	1.76263e+07	1.74916e+07	1.78173e+07	1.79746e+07	1.70437e+07	1.71473e+07	1.83059e+07	1.80192e+07	1.79302e+07	1.75279e+07	1.77056e+07	1.84586e+07	1.79755e+07	1.76755e+07	1.81044e+07	1.72055e+07	1.73617e+07	1.72459e+07	1.73097e+07	1.77351e+07	1.75103e+07	1.7429e+07	1.74008e+07	1.83049e+07	1.81224e+07	1.82641e+07	1.7878e+07	1.79437e+07	1.78704e+07	1.76629e+07	1.77432e+07	1.8231e+07	1.74872e+07	1.77837e+07	1.77827e+07	1.77942e+07	1.80636e+07	1.75906e+07	1.71867e+07	1.72983e+07	1.73422e+07	1.70165e+07	1.65736e+07	1.72395e+07	1.26805e+07	1.26457e+07	1.2644e+07	1.14837e+07	1.24209e+07	1.27889e+07	1.4479e+07	1.42584e+07	1.4628e+07	1.37682e+07	1.37457e+07	1.41777e+07	1.32025e+07	1.35088e+07	1.36976e+07	1.3586e+07	1.34646e+07	1.23217e+07	1.23173e+07	1.15749e+07	1.36254e+07	1.54462e+07	1.52985e+07	1.86614e+07	1.84518e+07	1.83785e+07	1.78966e+07	1.84488e+07	1.79391e+07	1.75007e+07	2.00358e+07	1.98236e+07	1.48922e+07	1.5823e+07	1.61159e+07	1.59292e+07	1.49218e+07	1.49798e+07	1.32814e+07	1.36977e+07	1.38616e+07	1.3874e+07	1.26751e+07	1.24221e+07	1.4061e+07	1.55099e+07	1.42402e+07	1.44493e+07	1.53626e+07	1.52238e+07	1.54236e+07	1.53921e+07	1.6119e+07	1.63407e+07	1.59287e+07	1.56946e+07	1.49025e+07	1.18684e+07	1.19999e+07	1.30207e+07	1.29784e+07	1.29848e+07	1.22544e+07	1.22499e+07	1.22066e+07	1.21763e+07	1.2173e+07	1.27983e+07	1.32211e+07	1.20027e+07	1.21076e+07	1.12168e+07	1.13888e+07	1.16808e+07	1.17799e+07	1.19157e+07	1.20237e+07	1.2412e+07	1.1428e+07	1.20353e+07	1.25626e+07	1.21142e+07	1.3229e+07	1.31298e+07	1.40977e+07	1.44961e+07	1.45599e+07	1.45101e+07	1.5043e+07	1.39976e+07	1.21257e+07
Anser_cygnoid	7.05532e+06	6.02735e+06	0	3.03582e+06	3.13328e+06	3.03758e+06	3.03785e+06	1.14564e+07	1.17997e+07	1.15077e+07	1.25333e+07	1.26635e+07	1.31674e+07	1.23679e+07	1.3782e+07	1.30711e+07	1.32958e+07	1.33694e+07	1.5279e+07	1.38919e+07	1.38969e+07	1.3883e+07	1.3876e+07	1.41276e+07	1.43631e+07	2.14311e+07	1.9794e+07	1.92145e+07	1.92147e+07	2.01029e+07	1.97055e+07	1.97141e+07	2.02697e+07	1.98865e+07	1.98521e+07	1.61353e+07	1.61423e+07	1.46883e+07	1.44493e+07	1.45573e+07	1.35725e+07	1.3934e+07	1.33285e+07	1.36521e+07	1.38484e+07	1.41201e+07	1.42296e+07	1.38548e+07	1.38366e+07	1.40167e+07	1.58987e+07	1.57469e+07	1.60874e+07	1.49011e+07	1.53634e+07	2.0324e+07	1.39775e+07	1.39005e+07	1.3703e+07	1.37072e+07	1.37022e+07	1.38167e+07	1.39703e+07	1.39432e+07	1.39776e+07	1.42341e+07	1.39567e+07	1.48384e+07	1.4899e+07	1.79588e+07	1.7608e+07	1.67038e+07	1.58755e+07	1.76374e+07	1.6416e+07	1.60825e+07	1.73899e+07	1.7235e+07	1.62087e+07	1.85406e+07	1.72039e+07	1.36621e+07	1.36561e+07	1.77915e+07	1.70469e+07	1.67883e+07	1.53529e+07	1.41256e+07	1.37842e+07	1.36376e+07	1.40215e+07	1.39497e+07	1.32992e+07	1.29661e+07	1.29686e+07	1.32758e+07	1.3313e+07	1.72148e+07	1.74453e+07	1.76942e+07	1.77532e+07	1.88219e+07	1.79066e+07	1.79157e+07	1.72524e+07	1.7731e+07	1.71182e+07	1.68536e+07	1.72555e+07	1.73004e+07	1.77613e+07	1.67073e+07	1.69988e+07	1.69221e+07	1.7288e+07	1.55837e+07	1.56417e+07	1.84109e+07	1.83633e+07	1.84703e+07	1.91451e+07	1.80595e+07	1.78081e+07	1.80778e+07	1.80837e+07	1.80105e+07	1.73121e+07	1.6535e+07	1.78587e+07	1.71382e+07	1.90716e+07	1.80586e+07	1.82631e+07	1.80825e+07	1.80772e+07	1.84573e+07	1.78421e+07	1.75728e+07	1.79184e+07	1.85294e+07	1.8745e+07	1.86398e+07	1.7925e+07	1.81291e+07	1.84379e+07	1.79474e+07	1.80187e+07	1.81458e+07	1.78288e+07	1.78036e+07	1.83482e+07	1.81815e+07	1.84237e+07	1.80759e+07	1.76404e+07	1.78208e+07	1.79303e+07	1.86192e+07	1.77951e+07	1.8193e+07	1.78786e+07	1.77247e+07	1.87615e+07	1.76135e+07	1.74333e+07	1.73867e+07	1.73768e+07	1.79395e+07	1.7769e+07	1.78784e+07	1.88329e+07	1.84241e+07	1.91413e+07	1.89139e+07	1.89374e+07	1.86272e+07	1.92391e+07	1.91636e+07	1.88968e+07	1.88701e+07	1.9428e+07	1.9794e+07	1.97596e+07	1.97194e+07	1.97177e+07	1.97494e+07	1.96609e+07	1.9841e+07	1.9656e+07	1.98999e+07	1.99287e+07	1.99388e+07	1.99834e+07	2.00243e+07	2.00668e+07	1.97775e+07	1.96754e+07	1.976e+07	1.93745e+07	1.91199e+07	1.91019e+07	1.93695e+07	1.92064e+07	1.91941e+07	1.942e+07	1.89693e+07	1.89901e+07	1.8882e+07	1.86959e+07	1.89193e+07	1.84067e+07	1.99982e+07	2.05643e+07	1.89627e+07	1.88962e+07	1.88419e+07	1.92769e+07	1.95469e+07	1.93498e+07	1.93456e+07	1.92275e+07	1.92431e+07	1.92095e+07	1.91373e+07	1.90351e+07	1.89538e+07	1.89407e+07	1.90959e+07	1.89779e+07	1.88432e+07	1.91689e+07	1.93262e+07	1.83953e+07	1.8499e+07	1.96576e+07	1.93708e+07	1.92818e+07	1.88795e+07	1.90573e+07	1.98102e+07	1.93271e+07	1.90271e+07	1.9456e+07	1.85571e+07	1.87133e+07	1.85976e+07	1.86613e+07	1.90867e+07	1.8862e+07	1.87806e+07	1.87525e+07	1.96566e+07	1.9474e+07	1.96158e+07	1.92296e+07	1.92954e+07	1.92221e+07	1.90146e+07	1.90948e+07	1.95827e+07	1.88389e+07	1.91353e+07	1.91344e+07	1.91458e+07	1.94153e+07	1.89422e+07	1.85383e+07	1.865e+07	1.86938e+07	1.83681e+07	1.79252e+07	1.85911e+07	1.40322e+07	1.39974e+07	1.39956e+07	1.28353e+07	1.37726e+07	1.41406e+07	1.58307e+07	1.56101e+07	1.59796e+07	1.51198e+07	1.50974e+07	1.55293e+07	1.45542e+07	1.48604e+07	1.50492e+07	1.49376e+07	1.48163e+07	1.36734e+07	1.36689e+07	1.29266e+07	1.4977e+07	1.67978e+07	1.66502e+07	2.00131e+07	1.98034e+07	1.97302e+07	1.92483e+07	1.98005e+07	1.92908e+07	1.88523e+07	2.13874e+07	2.11753e+07	1.62439e+07	1.71746e+07	1.74675e+07	1.72809e+07	1.62735e+07	1.63315e+07	1.46331e+07	1.50494e+07	1.52132e+07	1.52257e+07	1.40268e+07	1.37737e+07	1.54127e+07	1.68615e+07	1.55918e+07	1.58009e+07	1.67142e+07	1.65755e+07	1.67752e+07	1.67437e+07	1.74706e+07	1.76924e+07	1.72803e+07	1.70463e+07	1.62542e+07	1.32201e+07	1.33515e+07	1.43724e+07	1.433e+07	1.43365e+07	1.36061e+07	1.36015e+07	1.35582e+07	1.3528e+07	1.35247e+07	1.41499e+07	1.45727e+07	1.33543e+07	1.34593e+07	1.25685e+07	1.27405e+07	1.30324e+07	1.31316e+07	1.32674e+07	1.33753e+07	1.37637e+07	1.27797e+07	1.3387e+07	1.39142e+07	1.34658e+07	1.45807e+07	1.44815e+07	1.54493e+07	1.58477e+07	1.59116e+07	1.58617e+07	1.63946e+07	1.53492e+07	1.34773e+07
