	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Phaetusa_simplex	Rynchops_niger	Chroicocephalus_maculipennis	Rissa_tridactyla	Larus_smithsonianus	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Gavia_stellata	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Pelecanus_crispus	Scopus_umbretta	Balaeniceps_rex	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Leptosomus_discolor	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Apaloderma_vittatum	Trogon_melanurus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Atrichornis_clamosus	Menura_novaehollandiae	Malurus_elegans	Dasyornis_broadbenti	Pardalotus_punctatus	Grantiella_picta	Origma_solitaria	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Struthidea_cinerea	Paradisaea_raggiana	Dicrurus_megarhynchus	Myiagra_hebetior	Chaetorhynchus_papuensis	Rhipidura_dahli	Edolisoma_coerulescens	Aleadryas_rufinucha	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oriolus_oriolus	Falcunculus_frontatus	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dyaphorophyia_castanea	Dryoscopus_gambensis	Mystacornis_crossleyi	Mohoua_ochrocephala	Oreocharis_arfaki	Cnemophilus_loriae	Melanocharis_versteri	Promerops_cafer	Peucedramus_taeniatus	Motacilla_alba	Passer_domesticus	Hypocryptadius_cinnamomeus	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Rhodinocichla_rosea	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Emberiza_fucata	Calcarius_ornatus	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Ficedula_albicollis	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Toxostoma_redivivum	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Elachura_formosa	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Panurus_biarmicus	Alaudala_cheleensis	Nicator_chloris	Sylvietta_virens	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Climacteris_rufus	Ptilonorhynchus_violaceus	Pachyramphus_minor	Oxyruncus_cristatus	Piprites_chloris	Tachuris_rubrigastra	Neopipo_cinnamomea	Mionectes_macconnelli	Tyrannus_savana	Cephalopterus_ornatus	Onychorhynchus_coronatus	Lepidothrix_coronata	Manacus_manacus	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Cathartes_aura	Cariama_cristata	Chunga_burmeisteri	Opisthocomus_hoazin	Colius_striatus	Urocolius_indicus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Todus_mexicanus	Baryphthengus_martii	Halcyon_senegalensis	Ceyx_cyanopectus	Chloroceryle_aenea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Nyctibius_bracteatus	Nyctibius_grandis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Podargus_strigoides	Ciconia_maguari	Aptenodytes_forsteri	Pygoscelis_adeliae
Phaethon_lepturus	0	1.00882e+07	9.82358e+06	1.30435e+07	1.20931e+07	1.27183e+07	1.26805e+07	1.35527e+07	1.38187e+07	1.33243e+07	1.18205e+07	1.07889e+07	1.0762e+07	1.12802e+07	1.18531e+07	1.13583e+07	1.24925e+07	1.18363e+07	1.19129e+07	9.10644e+06	9.5401e+06	8.81361e+06	9.20196e+06	9.43749e+06	9.76348e+06	9.89485e+06	1.7207e+07	9.59231e+06	9.49991e+06	9.26299e+06	9.26797e+06	9.26196e+06	9.5925e+06	9.90016e+06	9.58368e+06	9.3994e+06	9.55122e+06	9.56732e+06	1.06252e+07	1.0698e+07	9.44515e+06	9.4233e+06	9.63933e+06	1.18974e+07	1.17153e+07	1.21238e+07	1.07005e+07	1.12552e+07	8.99219e+06	8.15516e+06	8.45841e+06	8.57738e+06	8.88383e+06	8.74032e+06	8.86983e+06	9.33576e+06	8.84127e+06	1.00661e+07	9.08925e+06	9.05296e+06	9.049e+06	9.14669e+06	9.1412e+06	1.00153e+07	1.0023e+07	9.5164e+06	1.03161e+07	8.97839e+06	8.84466e+06	8.97053e+06	9.7992e+06	1.03065e+07	1.41685e+07	1.32751e+07	1.29649e+07	1.12426e+07	9.77e+06	9.36043e+06	9.18446e+06	9.64508e+06	9.55902e+06	8.77846e+06	8.37879e+06	8.3818e+06	8.75041e+06	8.79501e+06	1.07916e+07	1.8483e+07	1.82284e+07	1.28634e+07	1.18696e+07	1.29762e+07	1.27991e+07	9.65793e+06	9.6162e+06	9.61409e+06	1.23116e+07	1.23471e+07	1.24167e+07	1.34283e+07	1.37797e+07	1.35558e+07	1.40517e+07	1.35932e+07	1.26609e+07	1.57044e+07	1.4489e+07	1.45112e+07	1.47343e+07	1.45177e+07	1.39061e+07	1.45936e+07	1.4346e+07	1.53323e+07	1.39549e+07	1.37386e+07	1.36827e+07	1.36708e+07	1.42729e+07	1.40883e+07	1.41728e+07	1.46502e+07	1.4335e+07	1.51615e+07	1.39871e+07	1.43555e+07	1.43207e+07	1.50539e+07	1.53125e+07	1.51863e+07	1.43287e+07	1.45735e+07	1.44411e+07	1.45097e+07	1.42132e+07	1.4183e+07	1.48364e+07	1.46364e+07	1.4927e+07	1.42037e+07	1.4944e+07	1.41414e+07	1.42727e+07	1.49066e+07	1.55151e+07	1.61319e+07	1.61224e+07	1.55817e+07	1.57624e+07	1.57407e+07	1.60618e+07	1.58661e+07	1.58514e+07	1.64289e+07	1.65304e+07	1.65513e+07	1.68474e+07	1.68984e+07	1.60678e+07	1.66982e+07	1.67327e+07	1.67448e+07	1.67984e+07	1.65711e+07	1.64056e+07	1.65298e+07	1.64816e+07	1.64795e+07	1.66276e+07	1.64114e+07	1.65176e+07	1.51711e+07	1.56066e+07	1.54769e+07	1.55434e+07	1.59054e+07	1.58147e+07	1.54947e+07	1.54626e+07	1.5788e+07	1.52536e+07	1.55216e+07	1.5418e+07	1.49274e+07	1.64062e+07	1.61872e+07	1.5636e+07	1.57323e+07	1.5894e+07	1.63573e+07	1.59728e+07	1.58849e+07	1.57225e+07	1.52121e+07	1.54528e+07	1.53553e+07	1.53215e+07	1.74953e+07	1.55491e+07	1.50645e+07	1.68161e+07	1.54251e+07	1.63175e+07	1.57934e+07	1.61167e+07	1.57808e+07	1.57797e+07	1.61656e+07	1.50871e+07	1.52745e+07	1.51356e+07	1.5651e+07	1.6011e+07	1.55737e+07	1.56871e+07	1.65906e+07	1.54939e+07	1.54288e+07	1.59507e+07	1.62746e+07	1.60381e+07	1.60331e+07	1.58914e+07	1.48929e+07	1.50173e+07	1.59566e+07	1.54739e+07	1.60634e+07	1.59101e+07	1.58698e+07	1.64074e+07	1.57832e+07	1.58211e+07	1.60099e+07	1.57335e+07	1.55919e+07	1.54304e+07	1.56606e+07	1.55631e+07	1.55473e+07	1.52511e+07	1.48603e+07	1.51985e+07	1.43289e+07	1.51279e+07	1.42292e+07	1.49673e+07	1.42491e+07	1.33846e+07	1.33606e+07	1.31254e+07	1.35643e+07	1.35792e+07	1.30431e+07	1.41322e+07	1.35254e+07	1.28676e+07	1.32173e+07	1.15195e+07	1.15891e+07	1.49829e+07	1.49116e+07	1.48546e+07	1.44901e+07	1.57926e+07	1.41883e+07	1.4512e+07	1.45191e+07	1.44313e+07	1.41225e+07	1.43066e+07	1.43175e+07	1.54047e+07	1.35217e+07	1.40959e+07	8.33138e+06	9.21385e+06	9.20676e+06	1.12381e+07	1.34765e+07	1.37531e+07	1.07443e+07	1.05987e+07	9.22746e+06	9.22209e+06	1.36866e+07	1.35008e+07	1.22694e+07	1.50673e+07	1.34635e+07	1.39836e+07	1.25182e+07	1.2118e+07	1.59673e+07	1.54413e+07	1.6834e+07	1.65825e+07	1.64945e+07	1.59163e+07	1.65789e+07	1.43692e+07	1.39483e+07	1.02842e+07	1.06517e+07	1.08782e+07	1.07565e+07	1.04696e+07	1.05992e+07	1.06902e+07	1.11897e+07	1.13863e+07	8.5332e+06	9.65771e+06	1.00993e+07	9.96275e+06	9.65911e+06	1.20914e+07	1.33639e+07	1.18405e+07	1.31872e+07	1.30207e+07	1.14012e+07	1.16256e+07	9.11936e+06	8.33753e+06	8.54391e+06
Eurypyga_helias	1.00882e+07	0	6.4321e+06	1.46623e+07	1.37119e+07	1.43371e+07	1.42993e+07	1.51715e+07	1.54376e+07	1.49431e+07	1.34394e+07	1.24078e+07	1.23808e+07	1.2899e+07	1.34719e+07	1.29771e+07	1.41113e+07	1.34551e+07	1.35317e+07	1.07252e+07	1.11589e+07	1.04324e+07	1.08208e+07	1.10563e+07	1.13823e+07	1.15137e+07	1.88258e+07	1.12111e+07	1.11187e+07	1.08818e+07	1.08868e+07	1.08808e+07	1.12113e+07	1.1519e+07	1.12025e+07	1.10182e+07	1.117e+07	1.11861e+07	1.22441e+07	1.23168e+07	1.1064e+07	1.10421e+07	1.12581e+07	1.35162e+07	1.33341e+07	1.37426e+07	1.23193e+07	1.2874e+07	1.0611e+07	9.77396e+06	1.00772e+07	1.01962e+07	1.05026e+07	1.03591e+07	1.04886e+07	1.09546e+07	1.04601e+07	1.16849e+07	1.07081e+07	1.06718e+07	1.06678e+07	1.07655e+07	1.076e+07	1.16341e+07	1.16418e+07	1.11352e+07	1.19349e+07	1.05972e+07	1.04635e+07	1.05893e+07	1.1418e+07	1.19253e+07	1.57873e+07	1.48939e+07	1.45837e+07	1.28614e+07	1.13888e+07	1.09792e+07	1.08033e+07	1.12639e+07	1.11778e+07	1.03973e+07	9.9976e+06	1.00006e+07	1.03692e+07	1.04138e+07	1.24104e+07	2.01018e+07	1.98472e+07	1.44822e+07	1.34884e+07	1.4595e+07	1.44179e+07	1.12767e+07	1.1235e+07	1.12329e+07	1.39304e+07	1.39659e+07	1.40355e+07	1.50471e+07	1.53985e+07	1.51746e+07	1.56705e+07	1.5212e+07	1.42797e+07	1.73232e+07	1.61078e+07	1.613e+07	1.63531e+07	1.61365e+07	1.55249e+07	1.62124e+07	1.59648e+07	1.69511e+07	1.55737e+07	1.53574e+07	1.53015e+07	1.52897e+07	1.58917e+07	1.57071e+07	1.57916e+07	1.6269e+07	1.59539e+07	1.67803e+07	1.56059e+07	1.59743e+07	1.59395e+07	1.66727e+07	1.69313e+07	1.68051e+07	1.59475e+07	1.61923e+07	1.60599e+07	1.61285e+07	1.5832e+07	1.58018e+07	1.64552e+07	1.62552e+07	1.65458e+07	1.58225e+07	1.65628e+07	1.57602e+07	1.58916e+07	1.65254e+07	1.71339e+07	1.77507e+07	1.77412e+07	1.72005e+07	1.73812e+07	1.73595e+07	1.76806e+07	1.74849e+07	1.74702e+07	1.80477e+07	1.81492e+07	1.81701e+07	1.84662e+07	1.85172e+07	1.76866e+07	1.8317e+07	1.83515e+07	1.83636e+07	1.84172e+07	1.81899e+07	1.80244e+07	1.81486e+07	1.81004e+07	1.80983e+07	1.82464e+07	1.80302e+07	1.81364e+07	1.67899e+07	1.72254e+07	1.70957e+07	1.71622e+07	1.75242e+07	1.74336e+07	1.71135e+07	1.70814e+07	1.74068e+07	1.68724e+07	1.71404e+07	1.70368e+07	1.65462e+07	1.8025e+07	1.7806e+07	1.72548e+07	1.73511e+07	1.75128e+07	1.79761e+07	1.75916e+07	1.75037e+07	1.73413e+07	1.68309e+07	1.70716e+07	1.69741e+07	1.69403e+07	1.91141e+07	1.71679e+07	1.66834e+07	1.84349e+07	1.70439e+07	1.79364e+07	1.74122e+07	1.77355e+07	1.73996e+07	1.73985e+07	1.77844e+07	1.67059e+07	1.68933e+07	1.67544e+07	1.72698e+07	1.76298e+07	1.71925e+07	1.7306e+07	1.82094e+07	1.71127e+07	1.70476e+07	1.75695e+07	1.78934e+07	1.76569e+07	1.76519e+07	1.75102e+07	1.65117e+07	1.66361e+07	1.75754e+07	1.70927e+07	1.76822e+07	1.7529e+07	1.74886e+07	1.80263e+07	1.7402e+07	1.74399e+07	1.76287e+07	1.73523e+07	1.72107e+07	1.70492e+07	1.72794e+07	1.71819e+07	1.71661e+07	1.68699e+07	1.64791e+07	1.68173e+07	1.59477e+07	1.67467e+07	1.5848e+07	1.65861e+07	1.58679e+07	1.50034e+07	1.49794e+07	1.47442e+07	1.51831e+07	1.5198e+07	1.46619e+07	1.5751e+07	1.51442e+07	1.44864e+07	1.48361e+07	1.31383e+07	1.32079e+07	1.66017e+07	1.65304e+07	1.64734e+07	1.61089e+07	1.74114e+07	1.58071e+07	1.61308e+07	1.61379e+07	1.60501e+07	1.57413e+07	1.59254e+07	1.59363e+07	1.70235e+07	1.51405e+07	1.57147e+07	9.95019e+06	1.08327e+07	1.08256e+07	1.28569e+07	1.50953e+07	1.5372e+07	1.23631e+07	1.22175e+07	1.08463e+07	1.08409e+07	1.53054e+07	1.51196e+07	1.38882e+07	1.66861e+07	1.50823e+07	1.56024e+07	1.4137e+07	1.37368e+07	1.75861e+07	1.70601e+07	1.84528e+07	1.82013e+07	1.81133e+07	1.75351e+07	1.81977e+07	1.5988e+07	1.55671e+07	1.1903e+07	1.22705e+07	1.2497e+07	1.23753e+07	1.20884e+07	1.2218e+07	1.2309e+07	1.28085e+07	1.30051e+07	1.0152e+07	1.12765e+07	1.17181e+07	1.15816e+07	1.12779e+07	1.37102e+07	1.49827e+07	1.34593e+07	1.4806e+07	1.46395e+07	1.302e+07	1.32444e+07	1.07382e+07	9.95633e+06	1.01627e+07
Rhynochetos_jubatus	9.82358e+06	6.4321e+06	0	1.43976e+07	1.34473e+07	1.40725e+07	1.40347e+07	1.49068e+07	1.51729e+07	1.46785e+07	1.31747e+07	1.21431e+07	1.21161e+07	1.26344e+07	1.32072e+07	1.27124e+07	1.38466e+07	1.31904e+07	1.3267e+07	1.04606e+07	1.08942e+07	1.01678e+07	1.05561e+07	1.07916e+07	1.11176e+07	1.1249e+07	1.85611e+07	1.09465e+07	1.08541e+07	1.06171e+07	1.06221e+07	1.06161e+07	1.09466e+07	1.12543e+07	1.09378e+07	1.07536e+07	1.09054e+07	1.09215e+07	1.19794e+07	1.20521e+07	1.07993e+07	1.07774e+07	1.09935e+07	1.32516e+07	1.30695e+07	1.34779e+07	1.20547e+07	1.26093e+07	1.03463e+07	9.5093e+06	9.81255e+06	9.93153e+06	1.0238e+07	1.00945e+07	1.0224e+07	1.06899e+07	1.01954e+07	1.14202e+07	1.04434e+07	1.04071e+07	1.04031e+07	1.05008e+07	1.04953e+07	1.13694e+07	1.13772e+07	1.08705e+07	1.16702e+07	1.03325e+07	1.01988e+07	1.03247e+07	1.11533e+07	1.16606e+07	1.55226e+07	1.46292e+07	1.4319e+07	1.25968e+07	1.11241e+07	1.07146e+07	1.05386e+07	1.09992e+07	1.09132e+07	1.01326e+07	9.73294e+06	9.73594e+06	1.01046e+07	1.01492e+07	1.21457e+07	1.98371e+07	1.95826e+07	1.42175e+07	1.32237e+07	1.43304e+07	1.41532e+07	1.10121e+07	1.09703e+07	1.09682e+07	1.36657e+07	1.37013e+07	1.37708e+07	1.47824e+07	1.51339e+07	1.491e+07	1.54058e+07	1.49474e+07	1.40151e+07	1.70585e+07	1.58431e+07	1.58654e+07	1.60884e+07	1.58718e+07	1.52603e+07	1.59477e+07	1.57002e+07	1.66865e+07	1.5309e+07	1.50928e+07	1.50369e+07	1.5025e+07	1.56271e+07	1.54424e+07	1.55269e+07	1.60043e+07	1.56892e+07	1.65157e+07	1.53413e+07	1.57096e+07	1.56748e+07	1.6408e+07	1.66666e+07	1.65405e+07	1.56828e+07	1.59277e+07	1.57953e+07	1.58639e+07	1.55673e+07	1.55371e+07	1.61905e+07	1.59906e+07	1.62812e+07	1.55578e+07	1.62982e+07	1.54956e+07	1.56269e+07	1.62607e+07	1.68693e+07	1.74861e+07	1.74766e+07	1.69358e+07	1.71165e+07	1.70948e+07	1.74159e+07	1.72202e+07	1.72055e+07	1.7783e+07	1.78845e+07	1.79055e+07	1.82016e+07	1.82526e+07	1.74219e+07	1.80524e+07	1.80868e+07	1.8099e+07	1.81525e+07	1.79252e+07	1.77597e+07	1.7884e+07	1.78357e+07	1.78337e+07	1.79817e+07	1.77656e+07	1.78718e+07	1.65253e+07	1.69608e+07	1.6831e+07	1.68975e+07	1.72595e+07	1.71689e+07	1.68488e+07	1.68167e+07	1.71421e+07	1.66078e+07	1.68757e+07	1.67722e+07	1.62816e+07	1.77604e+07	1.75413e+07	1.69901e+07	1.70864e+07	1.72481e+07	1.77114e+07	1.7327e+07	1.72391e+07	1.70766e+07	1.65662e+07	1.6807e+07	1.67094e+07	1.66756e+07	1.88495e+07	1.69033e+07	1.64187e+07	1.81703e+07	1.67793e+07	1.76717e+07	1.71476e+07	1.74709e+07	1.7135e+07	1.71338e+07	1.75197e+07	1.64412e+07	1.66287e+07	1.64897e+07	1.70051e+07	1.73651e+07	1.69279e+07	1.70413e+07	1.79447e+07	1.6848e+07	1.67829e+07	1.73049e+07	1.76288e+07	1.73923e+07	1.73872e+07	1.72456e+07	1.62471e+07	1.63715e+07	1.73107e+07	1.68281e+07	1.74175e+07	1.72643e+07	1.7224e+07	1.77616e+07	1.71373e+07	1.71753e+07	1.7364e+07	1.70876e+07	1.69461e+07	1.67845e+07	1.70147e+07	1.69172e+07	1.69015e+07	1.66053e+07	1.62145e+07	1.65526e+07	1.56831e+07	1.6482e+07	1.55834e+07	1.63214e+07	1.56033e+07	1.47387e+07	1.47147e+07	1.44795e+07	1.49185e+07	1.49334e+07	1.43973e+07	1.54863e+07	1.48796e+07	1.42218e+07	1.45715e+07	1.28736e+07	1.29432e+07	1.6337e+07	1.62658e+07	1.62087e+07	1.58442e+07	1.71467e+07	1.55425e+07	1.58662e+07	1.58732e+07	1.57854e+07	1.54766e+07	1.56608e+07	1.56717e+07	1.67589e+07	1.48758e+07	1.545e+07	9.68553e+06	1.0568e+07	1.05609e+07	1.25923e+07	1.48306e+07	1.51073e+07	1.20984e+07	1.19529e+07	1.05816e+07	1.05762e+07	1.50408e+07	1.48549e+07	1.36235e+07	1.64214e+07	1.48177e+07	1.53377e+07	1.38723e+07	1.34721e+07	1.73215e+07	1.67954e+07	1.81881e+07	1.79366e+07	1.78487e+07	1.72705e+07	1.7933e+07	1.57234e+07	1.53024e+07	1.16384e+07	1.20058e+07	1.22324e+07	1.21106e+07	1.18238e+07	1.19534e+07	1.20443e+07	1.25438e+07	1.27404e+07	9.88735e+06	1.10119e+07	1.14534e+07	1.13169e+07	1.10133e+07	1.34455e+07	1.47181e+07	1.31947e+07	1.45413e+07	1.43749e+07	1.27553e+07	1.29797e+07	1.04735e+07	9.69167e+06	9.89806e+06
