	Struthio_camelus	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Casuarius_casuarius	Dromaius_novaehollandiae	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Numida_meleagris	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Coturnix_japonica	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Leptosomus_discolor	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Psilopogon_haemacephalus	Tricholaema_leucomelas	Semnornis_frantzii	Eubucco_bourcierii	Ramphastos_sulfuratus	Picoides_pubescens	Indicator_maculatus	Apaloderma_vittatum	Trogon_melanurus	Colius_striatus	Urocolius_indicus	Cariama_cristata	Chunga_burmeisteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cathartes_aura	Acanthisitta_chloris	Sapayoa_aenigma	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Tyrannus_savana	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Onychorhynchus_coronatus	Oxyruncus_cristatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Drymodes_brunneopygia	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Elachura_formosa	Cinclus_mexicanus	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Rhabdornis_inornatus	Buphagus_erythrorhynchus	Catharus_fuscescens	Bombycilla_garrulus	Phainopepla_nitens	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Sylvietta_virens	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Hirundo_rustica	Cisticola_juncidis	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Leiothrix_lutea	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Phylloscopus_trochilus	Rhadina_sibilatrix	Anthoscopus_minutus	Promerops_cafer	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Rhodinocichla_rosea	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Calcarius_ornatus	Emberiza_fucata	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Regulus_satrapa	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Ptilorrhoa_leucosticta	Mohoua_ochrocephala	Edolisoma_coerulescens	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Gymnorhina_tibicen	Rhagologus_leucostigma	Dyaphorophyia_castanea	Mystacornis_crossleyi	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oreocharis_arfaki	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Oriolus_oriolus	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Chaetorhynchus_papuensis	Rhipidura_dahli	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Phaethon_lepturus	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Opisthocomus_hoazin	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Ciconia_maguari	Aptenodytes_forsteri	Pygoscelis_adeliae	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Mesembrinibis_cayennensis	Nipponia_nippon	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Steatornis_caripensis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Eurypyga_helias	Rhynochetos_jubatus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Rynchops_niger	Phaetusa_simplex	Larus_smithsonianus	Rissa_tridactyla	Chroicocephalus_maculipennis	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Gavia_stellata	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra
Struthio_camelus	0	7.59058e+06	7.59761e+06	5.34719e+06	5.35219e+06	5.3383e+06	5.33132e+06	1.15582e+07	1.1725e+07	1.13418e+07	1.13074e+07	1.11608e+07	1.11694e+07	1.28864e+07	1.12494e+07	1.06698e+07	1.067e+07	5.58295e+06	5.81844e+06	1.63338e+07	1.61205e+07	1.74721e+07	1.83157e+07	1.84132e+07	1.83175e+07	1.83177e+07	1.92335e+07	1.95768e+07	2.08482e+07	2.10729e+07	2.11465e+07	1.92848e+07	2.0145e+07	2.03104e+07	2.04406e+07	2.09445e+07	2.15591e+07	1.85808e+07	1.95115e+07	1.98044e+07	1.96178e+07	1.86104e+07	1.86684e+07	1.73139e+07	1.99743e+07	1.87529e+07	1.84194e+07	1.97268e+07	1.95719e+07	2.08775e+07	1.95408e+07	1.85456e+07	2.02957e+07	1.99449e+07	2.235e+07	2.21403e+07	2.21374e+07	2.20671e+07	2.15852e+07	2.16277e+07	2.11892e+07	1.91347e+07	1.8987e+07	1.95516e+07	1.97822e+07	1.59989e+07	1.5993e+07	1.63691e+07	1.63343e+07	1.63325e+07	1.52635e+07	2.0031e+07	2.00901e+07	2.11588e+07	2.02435e+07	2.02526e+07	1.95893e+07	2.00679e+07	2.08072e+07	2.03964e+07	2.1482e+07	2.0145e+07	2.04147e+07	2.04206e+07	2.03474e+07	2.07478e+07	2.07002e+07	1.90442e+07	1.9455e+07	1.79206e+07	1.79786e+07	2.00981e+07	1.95924e+07	1.96249e+07	1.91905e+07	1.96373e+07	1.93356e+07	1.9259e+07	2.01956e+07	1.94751e+07	1.96489e+07	1.88719e+07	2.14085e+07	2.03955e+07	2.06e+07	2.04194e+07	2.04141e+07	2.0179e+07	2.07942e+07	2.09869e+07	2.01059e+07	2.02621e+07	2.0928e+07	2.02153e+07	2.10307e+07	2.0705e+07	2.29012e+07	2.19935e+07	2.19527e+07	2.15665e+07	2.16322e+07	2.1559e+07	2.13515e+07	2.14317e+07	2.11175e+07	2.10894e+07	2.14236e+07	2.11989e+07	2.09982e+07	2.18109e+07	2.12791e+07	2.08752e+07	2.0894e+07	2.10502e+07	2.09345e+07	2.13941e+07	2.12996e+07	2.1664e+07	2.1364e+07	2.19945e+07	2.21471e+07	2.158e+07	2.15464e+07	2.14328e+07	2.13148e+07	2.11801e+07	2.1372e+07	2.12907e+07	2.12776e+07	2.16631e+07	2.14742e+07	2.15058e+07	2.07322e+07	2.08359e+07	2.16187e+07	2.12164e+07	2.17077e+07	2.16138e+07	2.18838e+07	2.16867e+07	2.16825e+07	2.15644e+07	2.1233e+07	2.11788e+07	2.17929e+07	2.07436e+07	2.12508e+07	2.1327e+07	2.12189e+07	2.17569e+07	2.13062e+07	2.17648e+07	2.17114e+07	2.22368e+07	2.22655e+07	2.22757e+07	2.23203e+07	2.23612e+07	2.24037e+07	2.20123e+07	2.20969e+07	2.21144e+07	2.19929e+07	2.21309e+07	2.20563e+07	2.20965e+07	2.20546e+07	2.19978e+07	2.21779e+07	2.20863e+07	2.14568e+07	2.14388e+07	2.17064e+07	2.15433e+07	2.1531e+07	2.12743e+07	2.09641e+07	2.12337e+07	2.1207e+07	2.1576e+07	2.15005e+07	2.14782e+07	2.10328e+07	2.12562e+07	2.11698e+07	2.07609e+07	2.23351e+07	2.11757e+07	2.19196e+07	2.14722e+07	2.14713e+07	2.14827e+07	2.17522e+07	1.99097e+07	2.01577e+07	1.99773e+07	2.04827e+07	2.02552e+07	2.04128e+07	2.05184e+07	2.01657e+07	2.01405e+07	2.06851e+07	2.07606e+07	2.08663e+07	2.10819e+07	2.09767e+07	2.07748e+07	2.02843e+07	2.03556e+07	2.02619e+07	2.0466e+07	2.0132e+07	2.05299e+07	2.02155e+07	2.02764e+07	2.00616e+07	2.10984e+07	1.99504e+07	1.97702e+07	1.97236e+07	1.97136e+07	2.02672e+07	2.09561e+07	1.63584e+07	1.62866e+07	1.56361e+07	1.56127e+07	1.56499e+07	1.5303e+07	1.53055e+07	1.697e+07	1.73863e+07	1.75501e+07	1.77496e+07	1.63637e+07	1.61106e+07	1.68184e+07	1.83165e+07	1.74567e+07	1.74343e+07	1.78662e+07	1.70252e+07	1.67862e+07	1.68942e+07	1.76898e+07	1.64625e+07	1.61211e+07	1.59744e+07	1.56884e+07	1.64868e+07	1.69096e+07	1.90407e+07	1.82124e+07	2.37243e+07	2.35122e+07	1.72745e+07	1.71532e+07	1.60103e+07	1.60058e+07	1.51722e+07	1.61094e+07	1.64775e+07	1.76861e+07	1.68911e+07	1.71973e+07	1.73861e+07	1.93832e+07	1.8591e+07	2.00293e+07	1.96172e+07	1.91121e+07	1.90806e+07	1.98075e+07	1.81986e+07	1.77862e+07	1.87315e+07	1.81846e+07	1.82485e+07	1.5557e+07	1.49054e+07	1.50774e+07	1.57239e+07	1.56043e+07	1.57122e+07	1.61006e+07	1.51166e+07	1.53693e+07	1.54685e+07	1.56912e+07	1.57962e+07	1.58027e+07	1.62511e+07	1.69176e+07	1.67093e+07	1.58951e+07	1.58649e+07	1.58615e+07	1.5943e+07	1.59384e+07	1.66669e+07	1.66734e+07	1.75625e+07	1.81378e+07	1.91984e+07	1.79287e+07	1.90511e+07	1.89124e+07	1.81676e+07	1.7947e+07	1.61853e+07	1.6457e+07	1.65665e+07	1.59094e+07	1.62709e+07	1.56654e+07	1.5989e+07	1.84243e+07	1.7238e+07	1.77003e+07	1.82356e+07	1.80838e+07	1.61917e+07	1.61735e+07	1.63536e+07	2.26609e+07	1.62935e+07	1.71753e+07	1.72359e+07	1.6571e+07	1.63145e+07	1.62801e+07	1.61536e+07	1.63072e+07	1.63144e+07	1.62374e+07	1.60399e+07	1.60441e+07	1.6039e+07	1.58142e+07	2.01284e+07	1.93838e+07	1.91252e+07
Rhea_americana	7.59058e+06	0	682854	4.73449e+06	4.7395e+06	4.7256e+06	4.71862e+06	1.09455e+07	1.11123e+07	1.07291e+07	1.06947e+07	1.05481e+07	1.05567e+07	1.22737e+07	1.06367e+07	1.00571e+07	1.00573e+07	5.4783e+06	5.71379e+06	1.71901e+07	1.69767e+07	1.83284e+07	1.9172e+07	1.92695e+07	1.91738e+07	1.9174e+07	2.00898e+07	2.04331e+07	2.17045e+07	2.19291e+07	2.20027e+07	2.01411e+07	2.10013e+07	2.11666e+07	2.12968e+07	2.18007e+07	2.24154e+07	1.9437e+07	2.03678e+07	2.06607e+07	2.04741e+07	1.94667e+07	1.95246e+07	1.81702e+07	2.08306e+07	1.96092e+07	1.92757e+07	2.05831e+07	2.04282e+07	2.17338e+07	2.03971e+07	1.94018e+07	2.1152e+07	2.08012e+07	2.32062e+07	2.29966e+07	2.29936e+07	2.29233e+07	2.24414e+07	2.24839e+07	2.20455e+07	1.9991e+07	1.98433e+07	2.04079e+07	2.06385e+07	1.68552e+07	1.68493e+07	1.72253e+07	1.71906e+07	1.71888e+07	1.61197e+07	2.08873e+07	2.09463e+07	2.2015e+07	2.10998e+07	2.11089e+07	2.04456e+07	2.09242e+07	2.16635e+07	2.12527e+07	2.23383e+07	2.10012e+07	2.1271e+07	2.12769e+07	2.12037e+07	2.16041e+07	2.15565e+07	1.99005e+07	2.03113e+07	1.87769e+07	1.88348e+07	2.09544e+07	2.04487e+07	2.04812e+07	2.00468e+07	2.04936e+07	2.01919e+07	2.01153e+07	2.10519e+07	2.03313e+07	2.05052e+07	1.97282e+07	2.22648e+07	2.12518e+07	2.14562e+07	2.12757e+07	2.12703e+07	2.10353e+07	2.16505e+07	2.18431e+07	2.09621e+07	2.11184e+07	2.17843e+07	2.10716e+07	2.1887e+07	2.15613e+07	2.37575e+07	2.28497e+07	2.2809e+07	2.24228e+07	2.24885e+07	2.24152e+07	2.22078e+07	2.2288e+07	2.19738e+07	2.19456e+07	2.22799e+07	2.20551e+07	2.18545e+07	2.26672e+07	2.21354e+07	2.17315e+07	2.17503e+07	2.19065e+07	2.17907e+07	2.22504e+07	2.21559e+07	2.25203e+07	2.22203e+07	2.28508e+07	2.30034e+07	2.24363e+07	2.24027e+07	2.2289e+07	2.21711e+07	2.20364e+07	2.22283e+07	2.2147e+07	2.21339e+07	2.25194e+07	2.23305e+07	2.23621e+07	2.15885e+07	2.16922e+07	2.2475e+07	2.20727e+07	2.2564e+07	2.24701e+07	2.274e+07	2.25429e+07	2.25387e+07	2.24207e+07	2.20893e+07	2.20351e+07	2.26492e+07	2.15999e+07	2.21071e+07	2.21833e+07	2.20752e+07	2.26132e+07	2.21625e+07	2.26211e+07	2.25677e+07	2.30931e+07	2.31218e+07	2.31319e+07	2.31766e+07	2.32175e+07	2.326e+07	2.28686e+07	2.29532e+07	2.29707e+07	2.28492e+07	2.29871e+07	2.29125e+07	2.29527e+07	2.29108e+07	2.28541e+07	2.30342e+07	2.29426e+07	2.23131e+07	2.2295e+07	2.25626e+07	2.23995e+07	2.23873e+07	2.21306e+07	2.18203e+07	2.209e+07	2.20632e+07	2.24323e+07	2.23568e+07	2.23345e+07	2.18891e+07	2.21124e+07	2.20261e+07	2.16172e+07	2.31914e+07	2.2032e+07	2.27758e+07	2.23285e+07	2.23275e+07	2.2339e+07	2.26084e+07	2.0766e+07	2.1014e+07	2.08335e+07	2.1339e+07	2.11115e+07	2.12691e+07	2.13747e+07	2.10219e+07	2.09968e+07	2.15413e+07	2.16169e+07	2.17226e+07	2.19381e+07	2.1833e+07	2.16311e+07	2.11405e+07	2.12119e+07	2.11182e+07	2.13222e+07	2.09882e+07	2.13862e+07	2.10717e+07	2.11327e+07	2.09178e+07	2.19547e+07	2.08066e+07	2.06264e+07	2.05798e+07	2.05699e+07	2.11235e+07	2.18123e+07	1.72146e+07	1.71429e+07	1.64923e+07	1.6469e+07	1.65061e+07	1.61592e+07	1.61617e+07	1.78263e+07	1.82426e+07	1.84064e+07	1.86059e+07	1.722e+07	1.69669e+07	1.76746e+07	1.91728e+07	1.8313e+07	1.82905e+07	1.87225e+07	1.78815e+07	1.76424e+07	1.77504e+07	1.85461e+07	1.73187e+07	1.69774e+07	1.68307e+07	1.65447e+07	1.73431e+07	1.77659e+07	1.9897e+07	1.90686e+07	2.45806e+07	2.43685e+07	1.81308e+07	1.80095e+07	1.68666e+07	1.68621e+07	1.60285e+07	1.69657e+07	1.73338e+07	1.85424e+07	1.77473e+07	1.80536e+07	1.82424e+07	2.02394e+07	1.94473e+07	2.08856e+07	2.04735e+07	1.99684e+07	1.99369e+07	2.06638e+07	1.90549e+07	1.86425e+07	1.95878e+07	1.90409e+07	1.91047e+07	1.64133e+07	1.57616e+07	1.59337e+07	1.65802e+07	1.64606e+07	1.65685e+07	1.69568e+07	1.59729e+07	1.62256e+07	1.63248e+07	1.65475e+07	1.66524e+07	1.6659e+07	1.71074e+07	1.77739e+07	1.75655e+07	1.67514e+07	1.67211e+07	1.67178e+07	1.67993e+07	1.67947e+07	1.75232e+07	1.75296e+07	1.84188e+07	1.89941e+07	2.00547e+07	1.8785e+07	1.99074e+07	1.97687e+07	1.90238e+07	1.88033e+07	1.70416e+07	1.73133e+07	1.74228e+07	1.67657e+07	1.71271e+07	1.65216e+07	1.68453e+07	1.92805e+07	1.80943e+07	1.85566e+07	1.90919e+07	1.89401e+07	1.7048e+07	1.70298e+07	1.72098e+07	2.35171e+07	1.71498e+07	1.80316e+07	1.80922e+07	1.74272e+07	1.71708e+07	1.71364e+07	1.70099e+07	1.71635e+07	1.71706e+07	1.70936e+07	1.68962e+07	1.69003e+07	1.68953e+07	1.66705e+07	2.09847e+07	2.02401e+07	1.99815e+07
Rhea_pennata	7.59761e+06	682854	0	4.74152e+06	4.74653e+06	4.73263e+06	4.72565e+06	1.09526e+07	1.11193e+07	1.07362e+07	1.07017e+07	1.05551e+07	1.05637e+07	1.22807e+07	1.06437e+07	1.00641e+07	1.00643e+07	5.48533e+06	5.72082e+06	1.71971e+07	1.69838e+07	1.83354e+07	1.9179e+07	1.92765e+07	1.91808e+07	1.91811e+07	2.00968e+07	2.04401e+07	2.17115e+07	2.19362e+07	2.20098e+07	2.01481e+07	2.10083e+07	2.11737e+07	2.13039e+07	2.18078e+07	2.24224e+07	1.94441e+07	2.03748e+07	2.06677e+07	2.04811e+07	1.94737e+07	1.95317e+07	1.81772e+07	2.08376e+07	1.96162e+07	1.92827e+07	2.05901e+07	2.04352e+07	2.17408e+07	2.04041e+07	1.94089e+07	2.1159e+07	2.08082e+07	2.32133e+07	2.30036e+07	2.30007e+07	2.29304e+07	2.24485e+07	2.2491e+07	2.20525e+07	1.9998e+07	1.98504e+07	2.0415e+07	2.06455e+07	1.68623e+07	1.68563e+07	1.72324e+07	1.71976e+07	1.71958e+07	1.61268e+07	2.08944e+07	2.09534e+07	2.20221e+07	2.11068e+07	2.11159e+07	2.04526e+07	2.09312e+07	2.16705e+07	2.12597e+07	2.23453e+07	2.10083e+07	2.1278e+07	2.12839e+07	2.12107e+07	2.16111e+07	2.15635e+07	1.99075e+07	2.03184e+07	1.87839e+07	1.88419e+07	2.09615e+07	2.04557e+07	2.04882e+07	2.00538e+07	2.05006e+07	2.0199e+07	2.01223e+07	2.10589e+07	2.03384e+07	2.05123e+07	1.97352e+07	2.22718e+07	2.12588e+07	2.14633e+07	2.12827e+07	2.12774e+07	2.10423e+07	2.16575e+07	2.18502e+07	2.09692e+07	2.11254e+07	2.17913e+07	2.10786e+07	2.1894e+07	2.15683e+07	2.37645e+07	2.28568e+07	2.2816e+07	2.24298e+07	2.24955e+07	2.24223e+07	2.22148e+07	2.2295e+07	2.19808e+07	2.19527e+07	2.22869e+07	2.20622e+07	2.18615e+07	2.26742e+07	2.21424e+07	2.17385e+07	2.17573e+07	2.19135e+07	2.17978e+07	2.22574e+07	2.21629e+07	2.25273e+07	2.22273e+07	2.28578e+07	2.30104e+07	2.24433e+07	2.24097e+07	2.22961e+07	2.21781e+07	2.20434e+07	2.22353e+07	2.2154e+07	2.21409e+07	2.25264e+07	2.23375e+07	2.23691e+07	2.15955e+07	2.16992e+07	2.2482e+07	2.20797e+07	2.2571e+07	2.24771e+07	2.27471e+07	2.255e+07	2.25458e+07	2.24277e+07	2.20964e+07	2.20421e+07	2.26562e+07	2.16069e+07	2.21141e+07	2.21903e+07	2.20822e+07	2.26202e+07	2.21695e+07	2.26282e+07	2.25747e+07	2.31001e+07	2.31288e+07	2.3139e+07	2.31836e+07	2.32245e+07	2.3267e+07	2.28756e+07	2.29602e+07	2.29777e+07	2.28562e+07	2.29942e+07	2.29196e+07	2.29598e+07	2.29179e+07	2.28611e+07	2.30412e+07	2.29496e+07	2.23201e+07	2.23021e+07	2.25697e+07	2.24066e+07	2.23943e+07	2.21376e+07	2.18274e+07	2.2097e+07	2.20703e+07	2.24393e+07	2.23638e+07	2.23415e+07	2.18961e+07	2.21195e+07	2.20331e+07	2.16243e+07	2.31984e+07	2.20391e+07	2.27829e+07	2.23355e+07	2.23346e+07	2.2346e+07	2.26155e+07	2.0773e+07	2.1021e+07	2.08406e+07	2.1346e+07	2.11186e+07	2.12761e+07	2.13817e+07	2.1029e+07	2.10038e+07	2.15484e+07	2.16239e+07	2.17296e+07	2.19452e+07	2.184e+07	2.16381e+07	2.11476e+07	2.12189e+07	2.11252e+07	2.13293e+07	2.09953e+07	2.13932e+07	2.10788e+07	2.11397e+07	2.09249e+07	2.19617e+07	2.08137e+07	2.06335e+07	2.05869e+07	2.0577e+07	2.11305e+07	2.18194e+07	1.72217e+07	1.71499e+07	1.64994e+07	1.6476e+07	1.65132e+07	1.61663e+07	1.61688e+07	1.78333e+07	1.82496e+07	1.84134e+07	1.86129e+07	1.7227e+07	1.69739e+07	1.76817e+07	1.91798e+07	1.832e+07	1.82976e+07	1.87295e+07	1.78885e+07	1.76495e+07	1.77575e+07	1.85531e+07	1.73258e+07	1.69844e+07	1.68378e+07	1.65517e+07	1.73501e+07	1.77729e+07	1.9904e+07	1.90757e+07	2.45876e+07	2.43755e+07	1.81378e+07	1.80165e+07	1.68736e+07	1.68691e+07	1.60355e+07	1.69728e+07	1.73408e+07	1.85494e+07	1.77544e+07	1.80606e+07	1.82494e+07	2.02465e+07	1.94544e+07	2.08926e+07	2.04805e+07	1.99754e+07	1.99439e+07	2.06708e+07	1.90619e+07	1.86495e+07	1.95948e+07	1.90479e+07	1.91118e+07	1.64203e+07	1.57687e+07	1.59407e+07	1.65872e+07	1.64676e+07	1.65755e+07	1.69639e+07	1.59799e+07	1.62326e+07	1.63318e+07	1.65545e+07	1.66595e+07	1.6666e+07	1.71144e+07	1.77809e+07	1.75726e+07	1.67584e+07	1.67282e+07	1.67249e+07	1.68063e+07	1.68017e+07	1.75302e+07	1.75367e+07	1.84259e+07	1.90011e+07	2.00617e+07	1.8792e+07	1.99144e+07	1.97757e+07	1.90309e+07	1.88103e+07	1.70486e+07	1.73203e+07	1.74298e+07	1.67727e+07	1.71342e+07	1.65287e+07	1.68523e+07	1.92876e+07	1.81013e+07	1.85636e+07	1.90989e+07	1.89471e+07	1.7055e+07	1.70368e+07	1.72169e+07	2.35242e+07	1.71569e+07	1.80386e+07	1.80992e+07	1.74343e+07	1.71778e+07	1.71434e+07	1.70169e+07	1.71705e+07	1.71777e+07	1.71007e+07	1.69032e+07	1.69074e+07	1.69024e+07	1.66775e+07	2.09917e+07	2.02471e+07	1.99885e+07
