	Phaethon_lepturus	Nyctibius_bracteatus	Nyctibius_grandis	Mesembrinibis_cayennensis	Nipponia_nippon	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aptenodytes_forsteri	Pygoscelis_adeliae	Hydrobates_tethys	Thalassarche_chlororhynchos	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Larus_smithsonianus	Rissa_tridactyla	Chroicocephalus_maculipennis	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Colius_striatus	Urocolius_indicus	Apaloderma_vittatum	Trogon_melanurus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Eurypyga_helias	Rhynochetos_jubatus	Cochlearius_cochlearius	Egretta_garzetta	Ciconia_maguari	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Gavia_stellata	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Cariama_cristata	Chunga_burmeisteri	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cathartes_aura	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Steatornis_caripensis	Acanthisitta_chloris	Pitta_sordida	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Piprites_chloris	Tachuris_rubrigastra	Tyrannus_savana	Neopipo_cinnamomea	Mionectes_macconnelli	Onychorhynchus_coronatus	Oxyruncus_cristatus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Daphoenositta_chrysoptera	Oriolus_oriolus	Edolisoma_coerulescens	Eulacestoma_nigropectus	Aleadryas_rufinucha	Falcunculus_frontatus	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Chaetorhynchus_papuensis	Rhipidura_dahli	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Struthidea_cinerea	Ifrita_kowaldi	Myiagra_hebetior	Dicrurus_megarhynchus	Paradisaea_raggiana	Mohoua_ochrocephala	Pachycephala_philippinensis	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Cnemophilus_loriae	Melanocharis_versteri	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Elachura_formosa	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Emberiza_fucata	Rhodinocichla_rosea	Nesospiza_acunhae	Sporophila_hypoxantha	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Calcarius_ornatus	Geospiza_fortis	Spizella_passerina	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chlorodrepanis_virens	Hemignathus_wilsoni	Motacilla_alba	Passer_domesticus	Hypocryptadius_cinnamomeus	Prunella_fulvescens	Prunella_himalayana	Peucedramus_taeniatus	Urocynchramus_pylzowi	Chloropsis_cyanopogon	Chloropsis_hardwickii	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Alaudala_cheleensis	Panurus_biarmicus	Sylvietta_virens	Hylia_prasina	Aegithalos_caudatus	Illadopsis_cleaveri	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Cisticola_juncidis	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Acrocephalus_arundinaceus	Hippolais_icterina	Nicator_chloris	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Leptosomus_discolor	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Chloroceryle_aenea	Ceyx_cyanopectus	Halcyon_senegalensis	Merops_nubicus	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Caloenas_nicobarica	Columbina_picui	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Gallus_gallus	Coturnix_japonica	Struthio_camelus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Casuarius_casuarius	Dromaius_novaehollandiae
Phaethon_lepturus	0	7.34175e+06	7.08868e+06	6.92319e+06	7.0281e+06	8.64117e+06	9.05746e+06	9.22132e+06	6.57655e+06	6.74857e+06	7.39507e+06	6.78776e+06	7.27546e+06	7.38341e+06	7.77174e+06	7.04051e+06	7.13966e+06	1.4332e+07	7.98556e+06	7.90855e+06	7.71108e+06	7.71524e+06	7.71023e+06	7.95131e+06	7.82478e+06	7.97837e+06	7.98572e+06	8.24214e+06	7.96473e+06	8.84647e+06	8.90707e+06	7.86291e+06	7.8447e+06	8.02475e+06	9.90676e+06	9.75499e+06	1.00954e+07	8.9092e+06	9.3715e+06	7.33655e+06	7.66023e+06	7.58061e+06	7.94205e+06	7.85652e+06	8.12823e+06	8.23772e+06	1.12228e+07	1.14534e+07	1.08059e+07	1.06582e+07	6.84341e+06	7.78063e+06	8.14867e+06	9.83875e+06	9.61818e+06	8.15799e+06	8.58078e+06	7.22817e+06	7.35961e+06	8.38044e+06	7.56629e+06	7.53604e+06	7.53274e+06	7.61416e+06	7.60958e+06	8.3381e+06	8.34454e+06	7.48539e+06	7.92229e+06	7.47389e+06	8.58877e+06	9.98771e+06	9.12792e+06	9.10544e+06	9.53739e+06	9.35728e+06	7.67013e+06	7.66422e+06	8.02955e+06	7.95781e+06	7.30726e+06	7.28388e+06	7.32105e+06	6.97415e+06	6.97665e+06	1.0252e+07	1.02816e+07	1.03396e+07	1.11827e+07	1.14756e+07	1.1289e+07	8.04025e+06	8.00547e+06	8.00372e+06	6.93464e+06	8.94568e+06	8.82437e+06	7.68147e+06	7.677e+06	8.76846e+06	8.5294e+06	8.6374e+06	1.11264e+07	1.03343e+07	1.17725e+07	1.13605e+07	1.08554e+07	1.08239e+07	1.15508e+07	9.3058e+06	1.17743e+07	1.2902e+07	1.18333e+07	1.13326e+07	1.18111e+07	1.19868e+07	1.19959e+07	1.25504e+07	1.21397e+07	1.32253e+07	1.18882e+07	1.2158e+07	1.21639e+07	1.20907e+07	1.2491e+07	1.24435e+07	1.07874e+07	9.66383e+06	9.72182e+06	1.11983e+07	1.13681e+07	1.13805e+07	1.13357e+07	1.09337e+07	1.18414e+07	1.10789e+07	1.10023e+07	1.22617e+07	1.24283e+07	1.25039e+07	1.21561e+07	1.19089e+07	1.18837e+07	1.22259e+07	1.22092e+07	1.17205e+07	1.19985e+07	1.20275e+07	1.20989e+07	1.2518e+07	1.26096e+07	1.28251e+07	1.272e+07	1.20105e+07	1.26993e+07	1.28417e+07	1.16936e+07	1.15134e+07	1.14668e+07	1.14569e+07	1.19587e+07	1.20196e+07	1.22731e+07	1.18752e+07	1.18048e+07	1.1901e+07	1.20052e+07	1.19223e+07	1.25374e+07	1.1653e+07	1.18491e+07	1.19586e+07	1.30224e+07	1.26185e+07	1.40783e+07	1.46444e+07	1.27414e+07	1.31668e+07	1.29421e+07	1.28608e+07	1.28326e+07	1.37367e+07	1.35542e+07	1.30947e+07	1.3175e+07	1.36959e+07	1.33098e+07	1.33755e+07	1.33022e+07	1.24868e+07	1.29131e+07	1.25042e+07	1.32214e+07	1.27073e+07	1.2977e+07	1.29502e+07	1.33193e+07	1.32437e+07	1.38741e+07	1.34546e+07	1.38397e+07	1.37978e+07	1.39212e+07	1.3741e+07	1.38295e+07	1.37362e+07	1.37995e+07	1.39801e+07	1.37556e+07	1.38402e+07	1.38577e+07	1.41044e+07	1.41469e+07	1.40088e+07	1.40189e+07	1.40635e+07	1.34496e+07	1.32865e+07	1.32743e+07	1.32001e+07	1.3182e+07	1.35081e+07	1.35002e+07	1.30495e+07	1.30703e+07	1.29621e+07	1.2994e+07	1.30176e+07	1.27761e+07	1.29994e+07	1.35362e+07	1.26373e+07	1.27935e+07	1.26777e+07	1.2919e+07	1.36628e+07	1.32155e+07	1.32145e+07	1.3226e+07	1.34954e+07	1.34073e+07	1.31073e+07	1.31374e+07	1.33571e+07	1.3627e+07	1.32491e+07	1.34064e+07	1.31152e+07	1.3034e+07	1.30209e+07	1.3176e+07	1.3058e+07	1.29234e+07	1.32174e+07	1.33233e+07	1.32896e+07	1.37377e+07	1.29763e+07	1.2922e+07	1.34299e+07	1.34257e+07	1.33076e+07	1.38904e+07	1.3362e+07	1.29597e+07	1.3451e+07	1.24754e+07	1.25791e+07	1.30429e+07	1.20054e+07	1.26713e+07	1.27301e+07	1.2774e+07	1.24483e+07	1.31518e+07	1.21388e+07	1.23432e+07	1.21627e+07	1.21573e+07	1.19389e+07	1.12183e+07	1.13922e+07	1.06152e+07	9.05715e+06	1.04962e+07	1.01627e+07	1.14701e+07	1.13151e+07	1.12841e+07	1.26208e+07	1.02888e+07	1.17175e+07	1.33709e+07	1.29325e+07	1.40932e+07	1.38836e+07	1.38103e+07	1.33284e+07	1.38806e+07	1.2039e+07	1.16881e+07	1.07839e+07	9.95561e+06	1.54676e+07	1.52554e+07	1.23782e+07	1.16336e+07	1.1375e+07	9.9396e+06	8.71225e+06	8.37088e+06	8.22422e+06	9.99935e+06	1.03876e+07	1.14482e+07	1.01785e+07	1.13009e+07	1.11622e+07	1.0036e+07	1.09813e+07	1.04484e+07	1.04344e+07	1.04982e+07	9.14084e+06	9.4471e+06	9.63589e+06	1.28697e+07	1.26564e+07	1.4008e+07	1.48516e+07	1.49491e+07	1.48534e+07	1.48536e+07	1.57694e+07	1.61127e+07	1.58207e+07	1.73841e+07	1.76087e+07	1.76823e+07	1.69765e+07	1.68463e+07	1.74804e+07	1.66809e+07	1.8095e+07	1.45984e+07	2.07505e+07	1.91134e+07	1.85339e+07	1.85341e+07	1.94223e+07	1.95891e+07	1.92059e+07	1.91715e+07	1.90249e+07	1.90334e+07	1.54547e+07	1.54617e+07	1.32113e+07	1.32163e+07	1.32024e+07	1.31954e+07	1.3447e+07	1.36825e+07
Nyctibius_bracteatus	7.34175e+06	0	2.89676e+06	6.46851e+06	6.57342e+06	8.18649e+06	8.60277e+06	8.76664e+06	6.12187e+06	6.29388e+06	6.94039e+06	6.33307e+06	6.82078e+06	6.92872e+06	7.31706e+06	6.58582e+06	6.68498e+06	1.38774e+07	7.53087e+06	7.45387e+06	7.2564e+06	7.26055e+06	7.25555e+06	7.49663e+06	7.3701e+06	7.52368e+06	7.53103e+06	7.78745e+06	7.51005e+06	8.39178e+06	8.45238e+06	7.40823e+06	7.39001e+06	7.57007e+06	9.45207e+06	9.3003e+06	9.64076e+06	8.45451e+06	8.91682e+06	6.88186e+06	7.20554e+06	7.12593e+06	7.48736e+06	7.40184e+06	7.67354e+06	7.78303e+06	1.07681e+07	1.09987e+07	1.03512e+07	1.02035e+07	6.38873e+06	7.32595e+06	7.69399e+06	9.38407e+06	9.16349e+06	7.70331e+06	8.1261e+06	6.77349e+06	6.90492e+06	7.92575e+06	7.1116e+06	7.08135e+06	7.07805e+06	7.15948e+06	7.1549e+06	7.88342e+06	7.88986e+06	7.03071e+06	7.46761e+06	7.0192e+06	8.13408e+06	9.53302e+06	8.67323e+06	8.65076e+06	9.0827e+06	8.9026e+06	7.21545e+06	7.20953e+06	7.57486e+06	7.50313e+06	6.85257e+06	6.82919e+06	6.86636e+06	6.51946e+06	6.52197e+06	9.79727e+06	9.82688e+06	9.88487e+06	1.0728e+07	1.10209e+07	1.08343e+07	7.58556e+06	7.55079e+06	7.54903e+06	6.47995e+06	8.49099e+06	8.36968e+06	7.22679e+06	7.22232e+06	8.31378e+06	8.07472e+06	8.18272e+06	1.06717e+07	9.87961e+06	1.13179e+07	1.09058e+07	1.04007e+07	1.03692e+07	1.10961e+07	8.85111e+06	1.13196e+07	1.24473e+07	1.13786e+07	1.08779e+07	1.13565e+07	1.15321e+07	1.15412e+07	1.20957e+07	1.1685e+07	1.27706e+07	1.14335e+07	1.17033e+07	1.17092e+07	1.1636e+07	1.20364e+07	1.19888e+07	1.03328e+07	9.20914e+06	9.26714e+06	1.07436e+07	1.09134e+07	1.09258e+07	1.0881e+07	1.0479e+07	1.13867e+07	1.06242e+07	1.05476e+07	1.1807e+07	1.19736e+07	1.20492e+07	1.17014e+07	1.14542e+07	1.1429e+07	1.17713e+07	1.17545e+07	1.12658e+07	1.15438e+07	1.15728e+07	1.16442e+07	1.20634e+07	1.21549e+07	1.23704e+07	1.22653e+07	1.15558e+07	1.22446e+07	1.2387e+07	1.12389e+07	1.10587e+07	1.10121e+07	1.10022e+07	1.1504e+07	1.1565e+07	1.18184e+07	1.14205e+07	1.13501e+07	1.14463e+07	1.15505e+07	1.14676e+07	1.20827e+07	1.11983e+07	1.13944e+07	1.15039e+07	1.25677e+07	1.21638e+07	1.36237e+07	1.41898e+07	1.22868e+07	1.27122e+07	1.24874e+07	1.24061e+07	1.23779e+07	1.3282e+07	1.30995e+07	1.26401e+07	1.27203e+07	1.32412e+07	1.28551e+07	1.29208e+07	1.28475e+07	1.20322e+07	1.24584e+07	1.20495e+07	1.27667e+07	1.22526e+07	1.25223e+07	1.24955e+07	1.28646e+07	1.27891e+07	1.34194e+07	1.29999e+07	1.3385e+07	1.33431e+07	1.34665e+07	1.32863e+07	1.33749e+07	1.32815e+07	1.33448e+07	1.35254e+07	1.33009e+07	1.33855e+07	1.3403e+07	1.36498e+07	1.36923e+07	1.35541e+07	1.35642e+07	1.36089e+07	1.29949e+07	1.28318e+07	1.28196e+07	1.27454e+07	1.27273e+07	1.30534e+07	1.30455e+07	1.25948e+07	1.26156e+07	1.25074e+07	1.25393e+07	1.25629e+07	1.23214e+07	1.25447e+07	1.30815e+07	1.21826e+07	1.23388e+07	1.2223e+07	1.24643e+07	1.32081e+07	1.27608e+07	1.27598e+07	1.27713e+07	1.30407e+07	1.29526e+07	1.26526e+07	1.26827e+07	1.29024e+07	1.31723e+07	1.27944e+07	1.29517e+07	1.26606e+07	1.25793e+07	1.25662e+07	1.27213e+07	1.26034e+07	1.24687e+07	1.27628e+07	1.28686e+07	1.2835e+07	1.3283e+07	1.25216e+07	1.24673e+07	1.29752e+07	1.2971e+07	1.2853e+07	1.34357e+07	1.29073e+07	1.2505e+07	1.29963e+07	1.20208e+07	1.21244e+07	1.25882e+07	1.15507e+07	1.22166e+07	1.22754e+07	1.23193e+07	1.19936e+07	1.26971e+07	1.16841e+07	1.18885e+07	1.1708e+07	1.17026e+07	1.14842e+07	1.07636e+07	1.09375e+07	1.01605e+07	8.60247e+06	1.00415e+07	9.70797e+06	1.10154e+07	1.08605e+07	1.08294e+07	1.21661e+07	9.83413e+06	1.12628e+07	1.29162e+07	1.24778e+07	1.36385e+07	1.34289e+07	1.33556e+07	1.28737e+07	1.34259e+07	1.15843e+07	1.12334e+07	1.03292e+07	9.50092e+06	1.50129e+07	1.48007e+07	1.19235e+07	1.11789e+07	1.09203e+07	9.48491e+06	8.25756e+06	7.9162e+06	7.76954e+06	9.54466e+06	9.93289e+06	1.09935e+07	9.72381e+06	1.08462e+07	1.07075e+07	9.5813e+06	1.05266e+07	9.9937e+06	9.9797e+06	1.00436e+07	8.68615e+06	8.99242e+06	9.1812e+06	1.2415e+07	1.22017e+07	1.35533e+07	1.43969e+07	1.44944e+07	1.43987e+07	1.43989e+07	1.53147e+07	1.5658e+07	1.5366e+07	1.69294e+07	1.71541e+07	1.72277e+07	1.65218e+07	1.63916e+07	1.70257e+07	1.62262e+07	1.76403e+07	1.41437e+07	2.02958e+07	1.86588e+07	1.80792e+07	1.80794e+07	1.89676e+07	1.91344e+07	1.87512e+07	1.87168e+07	1.85702e+07	1.85788e+07	1.5e+07	1.5007e+07	1.27566e+07	1.27616e+07	1.27477e+07	1.27407e+07	1.29923e+07	1.32278e+07
Nyctibius_grandis	7.08868e+06	2.89676e+06	0	6.21544e+06	6.32035e+06	7.93342e+06	8.34971e+06	8.51357e+06	5.8688e+06	6.04081e+06	6.68732e+06	6.08001e+06	6.56771e+06	6.67566e+06	7.06399e+06	6.33276e+06	6.43191e+06	1.36243e+07	7.27781e+06	7.2008e+06	7.00333e+06	7.00749e+06	7.00248e+06	7.24356e+06	7.11703e+06	7.27062e+06	7.27797e+06	7.53439e+06	7.25698e+06	8.13872e+06	8.19932e+06	7.15516e+06	7.13695e+06	7.317e+06	9.19901e+06	9.04724e+06	9.38769e+06	8.20145e+06	8.66375e+06	6.6288e+06	6.95248e+06	6.87286e+06	7.2343e+06	7.14877e+06	7.42048e+06	7.52997e+06	1.05151e+07	1.07457e+07	1.00982e+07	9.95048e+06	6.13566e+06	7.07288e+06	7.44092e+06	9.131e+06	8.91043e+06	7.45024e+06	7.87303e+06	6.52042e+06	6.65186e+06	7.67269e+06	6.85854e+06	6.82829e+06	6.82499e+06	6.90641e+06	6.90183e+06	7.63035e+06	7.63679e+06	6.77764e+06	7.21454e+06	6.76614e+06	7.88102e+06	9.27996e+06	8.42017e+06	8.39769e+06	8.82964e+06	8.64953e+06	6.96238e+06	6.95647e+06	7.32179e+06	7.25006e+06	6.59951e+06	6.57613e+06	6.6133e+06	6.2664e+06	6.2689e+06	9.5442e+06	9.57381e+06	9.63181e+06	1.04749e+07	1.07678e+07	1.05812e+07	7.3325e+06	7.29772e+06	7.29597e+06	6.22689e+06	8.23793e+06	8.11662e+06	6.97372e+06	6.96925e+06	8.06071e+06	7.82165e+06	7.92965e+06	1.04187e+07	9.62655e+06	1.10648e+07	1.06527e+07	1.01476e+07	1.01161e+07	1.0843e+07	8.59805e+06	1.10665e+07	1.21943e+07	1.11256e+07	1.06248e+07	1.11034e+07	1.1279e+07	1.12881e+07	1.18427e+07	1.14319e+07	1.25175e+07	1.11805e+07	1.14502e+07	1.14561e+07	1.13829e+07	1.17833e+07	1.17357e+07	1.00797e+07	8.95608e+06	9.01407e+06	1.04905e+07	1.06604e+07	1.06728e+07	1.06279e+07	1.0226e+07	1.11336e+07	1.03712e+07	1.02945e+07	1.15539e+07	1.17206e+07	1.17961e+07	1.14483e+07	1.12012e+07	1.1176e+07	1.15182e+07	1.15015e+07	1.10128e+07	1.12907e+07	1.13198e+07	1.13911e+07	1.18103e+07	1.19018e+07	1.21174e+07	1.20122e+07	1.13027e+07	1.19916e+07	1.21339e+07	1.09859e+07	1.08057e+07	1.07591e+07	1.07492e+07	1.1251e+07	1.13119e+07	1.15654e+07	1.11675e+07	1.10971e+07	1.11932e+07	1.12974e+07	1.12145e+07	1.18297e+07	1.09452e+07	1.11414e+07	1.12508e+07	1.23146e+07	1.19107e+07	1.33706e+07	1.39367e+07	1.20337e+07	1.24591e+07	1.22344e+07	1.2153e+07	1.21249e+07	1.3029e+07	1.28464e+07	1.2387e+07	1.24672e+07	1.29882e+07	1.2602e+07	1.26677e+07	1.25945e+07	1.17791e+07	1.22053e+07	1.17965e+07	1.25137e+07	1.19996e+07	1.22692e+07	1.22425e+07	1.26115e+07	1.2536e+07	1.31664e+07	1.27469e+07	1.3132e+07	1.30901e+07	1.32134e+07	1.30333e+07	1.31218e+07	1.30284e+07	1.30918e+07	1.32723e+07	1.30478e+07	1.31324e+07	1.31499e+07	1.33967e+07	1.34392e+07	1.3301e+07	1.33112e+07	1.33558e+07	1.27419e+07	1.25788e+07	1.25665e+07	1.24923e+07	1.24743e+07	1.28003e+07	1.27924e+07	1.23417e+07	1.23625e+07	1.22544e+07	1.22863e+07	1.23098e+07	1.20683e+07	1.22917e+07	1.28284e+07	1.19295e+07	1.20857e+07	1.197e+07	1.22112e+07	1.29551e+07	1.25077e+07	1.25068e+07	1.25182e+07	1.27877e+07	1.26995e+07	1.23995e+07	1.24296e+07	1.26493e+07	1.29193e+07	1.25413e+07	1.26986e+07	1.24075e+07	1.23262e+07	1.23131e+07	1.24683e+07	1.23503e+07	1.22156e+07	1.25097e+07	1.26155e+07	1.25819e+07	1.303e+07	1.22686e+07	1.22143e+07	1.27222e+07	1.2718e+07	1.25999e+07	1.31826e+07	1.26542e+07	1.22519e+07	1.27432e+07	1.17677e+07	1.18714e+07	1.23351e+07	1.12976e+07	1.19635e+07	1.20224e+07	1.20662e+07	1.17405e+07	1.2444e+07	1.1431e+07	1.16355e+07	1.14549e+07	1.14496e+07	1.12311e+07	1.05106e+07	1.06844e+07	9.90741e+06	8.3494e+06	9.78844e+06	9.45491e+06	1.07623e+07	1.06074e+07	1.05763e+07	1.1913e+07	9.58107e+06	1.10098e+07	1.26632e+07	1.22247e+07	1.33855e+07	1.31758e+07	1.31026e+07	1.26207e+07	1.31729e+07	1.13312e+07	1.09804e+07	1.00762e+07	9.24786e+06	1.47598e+07	1.45477e+07	1.16704e+07	1.09258e+07	1.06673e+07	9.23185e+06	8.00449e+06	7.66313e+06	7.51647e+06	9.2916e+06	9.67982e+06	1.07404e+07	9.47075e+06	1.05931e+07	1.04544e+07	9.32824e+06	1.02736e+07	9.74064e+06	9.72663e+06	9.79049e+06	8.43309e+06	8.73935e+06	8.92814e+06	1.21619e+07	1.19486e+07	1.33003e+07	1.41439e+07	1.42413e+07	1.41456e+07	1.41459e+07	1.50616e+07	1.5405e+07	1.51129e+07	1.66763e+07	1.6901e+07	1.69746e+07	1.62687e+07	1.61385e+07	1.67726e+07	1.59731e+07	1.73873e+07	1.38906e+07	2.00427e+07	1.84057e+07	1.78261e+07	1.78263e+07	1.87146e+07	1.88813e+07	1.84981e+07	1.84637e+07	1.83171e+07	1.83257e+07	1.47469e+07	1.47539e+07	1.25035e+07	1.25085e+07	1.24946e+07	1.24876e+07	1.27393e+07	1.29748e+07
