	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Thalassarche_chlororhynchos	Hydrobates_tethys	Pelecanoides_urinatrix	Fulmarus_glacialis	Calonectris_borealis	Fregetta_grallaria	Oceanites_oceanicus	Ciconia_maguari	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Aptenodytes_forsteri	Pygoscelis_adeliae	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Larus_smithsonianus	Chroicocephalus_maculipennis	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Gavia_stellata	Eurypyga_helias	Rhynochetos_jubatus	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Acanthisitta_chloris	Malurus_elegans	Origma_solitaria	Pardalotus_punctatus	Dasyornis_broadbenti	Grantiella_picta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Mohoua_ochrocephala	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Aleadryas_rufinucha	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Falcunculus_frontatus	Oreocharis_arfaki	Eulacestoma_nigropectus	Oriolus_oriolus	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Lanius_ludovicianus	Ifrita_kowaldi	Paradisaea_raggiana	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Struthidea_cinerea	Cnemophilus_loriae	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Prunella_fulvescens	Prunella_himalayana	Motacilla_alba	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Calcarius_ornatus	Sporophila_hypoxantha	Nesospiza_acunhae	Geospiza_fortis	Emberiza_fucata	Rhodinocichla_rosea	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chlorodrepanis_virens	Hemignathus_wilsoni	Passer_domesticus	Hypocryptadius_cinnamomeus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Nicator_chloris	Cisticola_juncidis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Brachypodius_atriceps	Pycnonotus_jocosus	Sylvietta_virens	Locustella_ochotensis	Hirundo_rustica	Aegithalos_caudatus	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Phylloscopus_trochilus	Rhadina_sibilatrix	Acrocephalus_arundinaceus	Hippolais_icterina	Oxylabes_madagascariensis	Donacobius_atricapilla	Alaudala_cheleensis	Panurus_biarmicus	Elachura_formosa	Catharus_fuscescens	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Cinclus_mexicanus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Neodrepanis_coruscans	Serilophus_lunatus	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Oxyruncus_cristatus	Piprites_chloris	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Pachyramphus_minor	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cariama_cristata	Chunga_burmeisteri	Colius_striatus	Urocolius_indicus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Bucco_capensis	Galbula_dea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Phaethon_lepturus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Columbina_picui
Lophotis_ruficrista	0	2.63946e+06	2.86598e+06	8.85868e+06	1.00835e+07	9.10666e+06	9.07037e+06	9.06641e+06	9.1641e+06	9.15861e+06	1.00327e+07	1.00404e+07	8.17257e+06	8.90124e+06	9.35317e+06	8.75773e+06	8.88724e+06	8.47582e+06	8.59479e+06	8.70099e+06	8.9958e+06	9.53381e+06	1.03335e+07	9.81661e+06	1.03239e+07	8.86207e+06	8.98794e+06	7.91915e+06	8.12554e+06	9.12385e+06	9.55751e+06	8.83101e+06	9.21937e+06	9.45489e+06	9.78089e+06	9.91226e+06	1.21412e+07	1.07179e+07	1.12726e+07	1.19148e+07	1.17327e+07	9.46256e+06	9.44071e+06	9.65674e+06	1.72244e+07	9.91756e+06	9.60991e+06	9.41681e+06	9.56863e+06	9.60109e+06	9.60971e+06	9.51732e+06	9.28039e+06	9.28538e+06	9.27937e+06	9.58473e+06	1.06427e+07	1.07154e+07	9.0096e+06	1.18332e+07	1.15686e+07	1.20119e+07	1.09803e+07	1.09534e+07	1.14716e+07	1.12555e+07	1.32917e+07	1.23413e+07	1.29666e+07	1.29287e+07	1.38009e+07	1.4067e+07	1.35725e+07	9.7649e+06	1.08894e+07	1.1331e+07	9.87436e+06	1.11881e+07	1.1102e+07	1.03214e+07	9.92177e+06	9.92477e+06	1.02934e+07	1.0338e+07	1.55946e+07	1.72474e+07	1.60606e+07	1.60542e+07	1.60319e+07	1.62772e+07	1.57722e+07	1.65103e+07	1.57467e+07	1.61365e+07	1.58716e+07	1.58985e+07	1.65969e+07	1.68554e+07	1.67293e+07	1.59841e+07	1.6487e+07	1.58636e+07	1.61165e+07	1.57562e+07	1.60527e+07	1.5726e+07	1.61794e+07	1.63794e+07	1.647e+07	1.54491e+07	1.55301e+07	1.5878e+07	1.67045e+07	1.57157e+07	1.61932e+07	1.68753e+07	1.5889e+07	1.56313e+07	1.54978e+07	1.52816e+07	1.52257e+07	1.52138e+07	1.58159e+07	1.56844e+07	1.58157e+07	1.58719e+07	1.66708e+07	1.67941e+07	1.64033e+07	1.67414e+07	1.73238e+07	1.73226e+07	1.73364e+07	1.76597e+07	1.69681e+07	1.78605e+07	1.83591e+07	1.70921e+07	1.66075e+07	1.64496e+07	1.6961e+07	1.64704e+07	1.7331e+07	1.70581e+07	1.70864e+07	1.67141e+07	1.70377e+07	1.70055e+07	1.74483e+07	1.73577e+07	1.71496e+07	1.70198e+07	1.76749e+07	1.82412e+07	1.82757e+07	1.82878e+07	1.83413e+07	1.83904e+07	1.84414e+07	1.79718e+07	1.80734e+07	1.80943e+07	1.80606e+07	1.79544e+07	1.81705e+07	1.79486e+07	1.80225e+07	1.80728e+07	1.80245e+07	1.81141e+07	1.76108e+07	1.76047e+07	1.7409e+07	1.73943e+07	1.73053e+07	1.72837e+07	1.76654e+07	1.71246e+07	1.67966e+07	1.70646e+07	1.77086e+07	1.66301e+07	1.68175e+07	1.66786e+07	1.71167e+07	1.81336e+07	1.72035e+07	1.7106e+07	1.70903e+07	1.73262e+07	1.73641e+07	1.75529e+07	1.72765e+07	1.71349e+07	1.69733e+07	1.74531e+07	1.74128e+07	1.72301e+07	1.74996e+07	1.79504e+07	1.78176e+07	1.74937e+07	1.75811e+07	1.75761e+07	1.74344e+07	1.70368e+07	1.69717e+07	1.64359e+07	1.65603e+07	1.70169e+07	1.76063e+07	1.7554e+07	1.7194e+07	1.90383e+07	1.77302e+07	1.79003e+07	1.7437e+07	1.75158e+07	1.74279e+07	1.71789e+07	1.72752e+07	1.79492e+07	1.67551e+07	1.72655e+07	1.69958e+07	1.68982e+07	1.68644e+07	1.57921e+07	1.49276e+07	1.51362e+07	1.42039e+07	1.56654e+07	1.69477e+07	1.50646e+07	1.56389e+07	1.58496e+07	1.58605e+07	1.65259e+07	1.73356e+07	1.6033e+07	1.57313e+07	1.6055e+07	1.6062e+07	1.59743e+07	1.64546e+07	1.63976e+07	1.44106e+07	1.46683e+07	1.51073e+07	1.51222e+07	1.56752e+07	1.50684e+07	1.45861e+07	1.30624e+07	1.3132e+07	1.47603e+07	1.49035e+07	1.12009e+07	1.11592e+07	1.11571e+07	1.07568e+07	1.07497e+07	1.50195e+07	1.52961e+07	1.38546e+07	1.49713e+07	1.53227e+07	1.50988e+07	1.38901e+07	1.39597e+07	2.0026e+07	1.97714e+07	1.44064e+07	1.34125e+07	1.83769e+07	1.81254e+07	1.80375e+07	1.74593e+07	1.81219e+07	1.75103e+07	1.69843e+07	1.59122e+07	1.54913e+07	1.55265e+07	1.40611e+07	1.3661e+07	1.52296e+07	1.50437e+07	1.66103e+07	1.50065e+07	1.38123e+07	1.23345e+07	1.45192e+07	1.4342e+07	1.22873e+07	1.21417e+07	1.07704e+07	1.07651e+07	1.19219e+07	1.24214e+07	1.2618e+07	1.26329e+07	1.33231e+07	1.44189e+07	1.42524e+07	1.45956e+07	1.30722e+07	1.28573e+07	1.11944e+07	1.08908e+07	1.174e+07	1.57114e+07	1.48181e+07	1.45078e+07	1.27856e+07	1.1313e+07	1.09034e+07	1.07274e+07	1.19882e+07	1.17013e+07	1.18309e+07	1.29012e+07	1.33792e+07	1.34559e+07	1.3396e+07	1.40355e+07
Ardeotis_kori	2.63946e+06	0	2.6316e+06	9.22615e+06	1.0451e+07	9.47413e+06	9.43783e+06	9.43387e+06	9.53157e+06	9.52607e+06	1.04002e+07	1.04079e+07	8.54003e+06	9.2687e+06	9.72064e+06	9.12519e+06	9.25471e+06	8.84328e+06	8.96226e+06	9.06845e+06	9.36327e+06	9.90127e+06	1.07009e+07	1.01841e+07	1.06913e+07	9.22953e+06	9.35541e+06	8.28662e+06	8.493e+06	9.49131e+06	9.92498e+06	9.19848e+06	9.58684e+06	9.82236e+06	1.01484e+07	1.02797e+07	1.25087e+07	1.10854e+07	1.16401e+07	1.22823e+07	1.21002e+07	9.83003e+06	9.80817e+06	1.00242e+07	1.75919e+07	1.0285e+07	9.97737e+06	9.78428e+06	9.93609e+06	9.96855e+06	9.97718e+06	9.88479e+06	9.64786e+06	9.65284e+06	9.64684e+06	9.9522e+06	1.10101e+07	1.10828e+07	9.37707e+06	1.22007e+07	1.1936e+07	1.23794e+07	1.13478e+07	1.13208e+07	1.18391e+07	1.1623e+07	1.36592e+07	1.27088e+07	1.3334e+07	1.32962e+07	1.41684e+07	1.44344e+07	1.394e+07	1.01324e+07	1.12569e+07	1.16985e+07	1.02418e+07	1.15555e+07	1.14695e+07	1.06889e+07	1.02892e+07	1.02922e+07	1.06609e+07	1.07055e+07	1.59621e+07	1.76148e+07	1.64281e+07	1.64216e+07	1.63994e+07	1.66447e+07	1.61397e+07	1.68777e+07	1.61141e+07	1.6504e+07	1.62391e+07	1.62659e+07	1.69643e+07	1.72229e+07	1.70968e+07	1.63516e+07	1.68545e+07	1.62311e+07	1.64839e+07	1.61236e+07	1.64202e+07	1.60934e+07	1.65469e+07	1.67468e+07	1.68375e+07	1.58166e+07	1.58976e+07	1.62455e+07	1.7072e+07	1.60832e+07	1.65606e+07	1.72428e+07	1.62565e+07	1.59987e+07	1.58653e+07	1.56491e+07	1.55932e+07	1.55813e+07	1.61834e+07	1.60519e+07	1.61832e+07	1.62394e+07	1.70383e+07	1.71616e+07	1.67708e+07	1.71089e+07	1.76913e+07	1.76901e+07	1.77039e+07	1.80272e+07	1.73356e+07	1.8228e+07	1.87266e+07	1.74596e+07	1.6975e+07	1.6817e+07	1.73285e+07	1.68379e+07	1.76984e+07	1.74256e+07	1.74538e+07	1.70816e+07	1.74051e+07	1.7373e+07	1.78158e+07	1.77252e+07	1.75171e+07	1.73873e+07	1.80424e+07	1.86087e+07	1.86431e+07	1.86553e+07	1.87088e+07	1.87579e+07	1.88089e+07	1.83393e+07	1.84408e+07	1.84618e+07	1.8428e+07	1.83219e+07	1.8538e+07	1.8316e+07	1.839e+07	1.84403e+07	1.8392e+07	1.84815e+07	1.79782e+07	1.79722e+07	1.77765e+07	1.77618e+07	1.76728e+07	1.76511e+07	1.80329e+07	1.74921e+07	1.71641e+07	1.7432e+07	1.8076e+07	1.69975e+07	1.7185e+07	1.7046e+07	1.74842e+07	1.8501e+07	1.7571e+07	1.74735e+07	1.74578e+07	1.76936e+07	1.77316e+07	1.79203e+07	1.76439e+07	1.75024e+07	1.73408e+07	1.78206e+07	1.77803e+07	1.75976e+07	1.7867e+07	1.83179e+07	1.81851e+07	1.78612e+07	1.79486e+07	1.79435e+07	1.78019e+07	1.74043e+07	1.73392e+07	1.68034e+07	1.69278e+07	1.73844e+07	1.79738e+07	1.79214e+07	1.75614e+07	1.94058e+07	1.80976e+07	1.82677e+07	1.78044e+07	1.78833e+07	1.77953e+07	1.75464e+07	1.76427e+07	1.83167e+07	1.71225e+07	1.76329e+07	1.73633e+07	1.72657e+07	1.72319e+07	1.61595e+07	1.5295e+07	1.55037e+07	1.45714e+07	1.60329e+07	1.73152e+07	1.54321e+07	1.60063e+07	1.62171e+07	1.6228e+07	1.68933e+07	1.7703e+07	1.64005e+07	1.60988e+07	1.64225e+07	1.64295e+07	1.63417e+07	1.68221e+07	1.6765e+07	1.47781e+07	1.50358e+07	1.54748e+07	1.54897e+07	1.60426e+07	1.54359e+07	1.49536e+07	1.34299e+07	1.34995e+07	1.51278e+07	1.5271e+07	1.15684e+07	1.15266e+07	1.15245e+07	1.11243e+07	1.11172e+07	1.53869e+07	1.56636e+07	1.4222e+07	1.53387e+07	1.56902e+07	1.54663e+07	1.42576e+07	1.43271e+07	2.03934e+07	2.01389e+07	1.47738e+07	1.378e+07	1.87444e+07	1.84929e+07	1.8405e+07	1.78268e+07	1.84893e+07	1.78778e+07	1.73517e+07	1.62797e+07	1.58587e+07	1.5894e+07	1.44286e+07	1.40284e+07	1.55971e+07	1.54112e+07	1.69777e+07	1.53739e+07	1.41798e+07	1.2702e+07	1.48867e+07	1.47095e+07	1.26547e+07	1.25092e+07	1.11379e+07	1.11325e+07	1.22894e+07	1.27888e+07	1.29855e+07	1.30003e+07	1.36905e+07	1.47864e+07	1.46199e+07	1.49631e+07	1.34397e+07	1.32247e+07	1.15619e+07	1.12583e+07	1.21075e+07	1.60789e+07	1.51855e+07	1.48753e+07	1.31531e+07	1.16804e+07	1.12709e+07	1.10949e+07	1.23556e+07	1.20688e+07	1.21984e+07	1.32687e+07	1.37467e+07	1.38233e+07	1.37635e+07	1.44029e+07
Chlamydotis_macqueenii	2.86598e+06	2.6316e+06	0	9.45266e+06	1.06775e+07	9.70064e+06	9.66435e+06	9.66038e+06	9.75808e+06	9.75259e+06	1.06267e+07	1.06344e+07	8.76654e+06	9.49521e+06	9.94715e+06	9.3517e+06	9.48122e+06	9.06979e+06	9.18877e+06	9.29496e+06	9.58978e+06	1.01278e+07	1.09274e+07	1.04106e+07	1.09179e+07	9.45604e+06	9.58192e+06	8.51313e+06	8.71952e+06	9.71783e+06	1.01515e+07	9.42499e+06	9.81335e+06	1.00489e+07	1.03749e+07	1.05062e+07	1.27352e+07	1.13119e+07	1.18666e+07	1.25088e+07	1.23267e+07	1.00565e+07	1.00347e+07	1.02507e+07	1.78184e+07	1.05115e+07	1.02039e+07	1.00108e+07	1.01626e+07	1.01951e+07	1.02037e+07	1.01113e+07	9.87437e+06	9.87935e+06	9.87335e+06	1.01787e+07	1.12366e+07	1.13093e+07	9.60358e+06	1.24272e+07	1.21625e+07	1.26059e+07	1.15743e+07	1.15474e+07	1.20656e+07	1.18495e+07	1.38857e+07	1.29353e+07	1.35605e+07	1.35227e+07	1.43949e+07	1.46609e+07	1.41665e+07	1.03589e+07	1.14834e+07	1.1925e+07	1.04683e+07	1.1782e+07	1.1696e+07	1.09154e+07	1.05157e+07	1.05187e+07	1.08874e+07	1.0932e+07	1.61886e+07	1.78414e+07	1.66546e+07	1.66482e+07	1.66259e+07	1.68712e+07	1.63662e+07	1.71043e+07	1.63406e+07	1.67305e+07	1.64656e+07	1.64924e+07	1.71908e+07	1.74494e+07	1.73233e+07	1.65781e+07	1.7081e+07	1.64576e+07	1.67105e+07	1.63502e+07	1.66467e+07	1.63199e+07	1.67734e+07	1.69733e+07	1.7064e+07	1.60431e+07	1.61241e+07	1.6472e+07	1.72985e+07	1.63097e+07	1.67871e+07	1.74693e+07	1.6483e+07	1.62252e+07	1.60918e+07	1.58756e+07	1.58197e+07	1.58078e+07	1.64099e+07	1.62784e+07	1.64097e+07	1.64659e+07	1.72648e+07	1.73881e+07	1.69973e+07	1.73354e+07	1.79178e+07	1.79166e+07	1.79304e+07	1.82537e+07	1.75621e+07	1.84545e+07	1.89531e+07	1.76861e+07	1.72015e+07	1.70435e+07	1.7555e+07	1.70644e+07	1.79249e+07	1.76521e+07	1.76803e+07	1.73081e+07	1.76316e+07	1.75995e+07	1.80423e+07	1.79517e+07	1.77436e+07	1.76138e+07	1.82689e+07	1.88352e+07	1.88696e+07	1.88818e+07	1.89353e+07	1.89844e+07	1.90354e+07	1.85658e+07	1.86673e+07	1.86883e+07	1.86546e+07	1.85484e+07	1.87645e+07	1.85425e+07	1.86165e+07	1.86668e+07	1.86185e+07	1.8708e+07	1.82047e+07	1.81987e+07	1.8003e+07	1.79883e+07	1.78993e+07	1.78776e+07	1.82594e+07	1.77186e+07	1.73906e+07	1.76585e+07	1.83026e+07	1.72241e+07	1.74115e+07	1.72726e+07	1.77107e+07	1.87275e+07	1.77975e+07	1.77e+07	1.76843e+07	1.79201e+07	1.79581e+07	1.81468e+07	1.78704e+07	1.77289e+07	1.75673e+07	1.80471e+07	1.80068e+07	1.78241e+07	1.80936e+07	1.85444e+07	1.84116e+07	1.80877e+07	1.81751e+07	1.817e+07	1.80284e+07	1.76308e+07	1.75657e+07	1.70299e+07	1.71543e+07	1.76109e+07	1.82003e+07	1.81479e+07	1.77879e+07	1.96323e+07	1.83242e+07	1.84942e+07	1.80309e+07	1.81098e+07	1.80219e+07	1.77729e+07	1.78692e+07	1.85432e+07	1.7349e+07	1.78594e+07	1.75898e+07	1.74922e+07	1.74584e+07	1.63861e+07	1.55215e+07	1.57302e+07	1.47979e+07	1.62594e+07	1.75417e+07	1.56586e+07	1.62328e+07	1.64436e+07	1.64545e+07	1.71198e+07	1.79295e+07	1.6627e+07	1.63253e+07	1.6649e+07	1.6656e+07	1.65682e+07	1.70486e+07	1.69915e+07	1.50046e+07	1.52623e+07	1.57013e+07	1.57162e+07	1.62691e+07	1.56624e+07	1.51801e+07	1.36564e+07	1.3726e+07	1.53543e+07	1.54975e+07	1.17949e+07	1.17532e+07	1.1751e+07	1.13508e+07	1.13437e+07	1.56134e+07	1.58901e+07	1.44485e+07	1.55653e+07	1.59167e+07	1.56928e+07	1.44841e+07	1.45537e+07	2.06199e+07	2.03654e+07	1.50003e+07	1.40065e+07	1.89709e+07	1.87194e+07	1.86315e+07	1.80533e+07	1.87158e+07	1.81043e+07	1.75782e+07	1.65062e+07	1.60852e+07	1.61205e+07	1.46551e+07	1.42549e+07	1.58236e+07	1.56377e+07	1.72042e+07	1.56005e+07	1.44063e+07	1.29285e+07	1.51132e+07	1.4936e+07	1.28812e+07	1.27357e+07	1.13644e+07	1.1359e+07	1.25159e+07	1.30154e+07	1.3212e+07	1.32269e+07	1.39171e+07	1.50129e+07	1.48464e+07	1.51896e+07	1.36662e+07	1.34513e+07	1.17884e+07	1.14848e+07	1.2334e+07	1.63054e+07	1.5412e+07	1.51018e+07	1.33796e+07	1.1907e+07	1.14974e+07	1.13214e+07	1.25821e+07	1.22953e+07	1.24249e+07	1.34952e+07	1.39732e+07	1.40498e+07	1.399e+07	1.46294e+07
