	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Caloenas_nicobarica	Alopecoenas_beccarii	Columbina_picui	Columba_livia	Patagioenas_fasciata	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Acanthisitta_chloris	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Pachyramphus_minor	Piprites_chloris	Tyrannus_savana	Mionectes_macconnelli	Neopipo_cinnamomea	Tachuris_rubrigastra	Onychorhynchus_coronatus	Oxyruncus_cristatus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Edolisoma_coerulescens	Eulacestoma_nigropectus	Pachycephala_philippinensis	Aleadryas_rufinucha	Oriolus_oriolus	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Machaerirhynchus_nigripectus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Rhagologus_leucostigma	Mohoua_ochrocephala	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Myiagra_hebetior	Ifrita_kowaldi	Paradisaea_raggiana	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Falcunculus_frontatus	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Irena_cyanogastra	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Rhodinocichla_rosea	Calcarius_ornatus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Nesospiza_acunhae	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Emberiza_fucata	Geospiza_fortis	Sporophila_hypoxantha	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Brachypodius_atriceps	Pycnonotus_jocosus	Hylia_prasina	Hirundo_rustica	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sylvietta_virens	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Elachura_formosa	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Tichodroma_muraria	Sitta_europaea	Regulus_satrapa	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Catharus_fuscescens	Toxostoma_redivivum	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Apaloderma_vittatum	Trogon_melanurus	Colius_striatus	Urocolius_indicus	Cariama_cristata	Chunga_burmeisteri	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Cathartes_aura	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Opisthocomus_hoazin	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Gavia_stellata	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Ciconia_maguari	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Aptenodytes_forsteri	Pygoscelis_adeliae	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Mesembrinibis_cayennensis	Nipponia_nippon	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Geococcyx_californianus	Crotophaga_sulcirostris
Aramus_guarauna	0	3.73582e+06	3.55985e+06	8.01229e+06	1.09382e+07	1.00448e+07	9.73454e+06	1.12968e+07	1.17916e+07	1.2431e+07	1.17748e+07	1.18514e+07	1.07541e+07	1.07124e+07	1.07103e+07	1.34078e+07	1.45245e+07	1.48759e+07	1.4652e+07	1.34433e+07	1.35129e+07	1.51479e+07	1.54028e+07	1.54137e+07	1.46178e+07	1.51921e+07	1.52186e+07	1.65009e+07	1.26157e+07	1.26852e+07	1.39638e+07	1.44568e+07	1.46605e+07	1.46216e+07	1.52284e+07	1.41393e+07	1.46754e+07	1.43135e+07	1.42216e+07	1.60078e+07	1.59508e+07	1.60791e+07	1.55862e+07	1.68888e+07	1.52845e+07	1.56082e+07	1.56152e+07	1.55275e+07	1.46894e+07	1.37571e+07	1.53453e+07	1.44808e+07	1.68006e+07	1.55852e+07	1.58305e+07	1.56138e+07	1.56074e+07	1.53254e+07	1.60635e+07	1.50833e+07	1.54169e+07	1.54248e+07	1.54517e+07	1.56697e+07	1.60402e+07	1.61501e+07	1.64086e+07	1.62825e+07	1.50023e+07	1.56898e+07	1.56059e+07	1.57326e+07	1.59326e+07	1.60232e+07	1.53094e+07	1.52792e+07	1.52999e+07	1.54312e+07	1.62577e+07	1.52689e+07	1.57464e+07	1.54422e+07	1.51845e+07	1.53691e+07	1.64285e+07	1.5051e+07	1.48348e+07	1.47789e+07	1.4767e+07	1.55373e+07	1.53689e+07	1.54251e+07	1.62241e+07	1.62947e+07	1.63473e+07	1.59565e+07	1.52376e+07	1.66453e+07	1.61607e+07	1.60028e+07	1.68842e+07	1.66113e+07	1.72186e+07	1.66778e+07	1.72281e+07	1.7164e+07	1.75018e+07	1.77944e+07	1.78289e+07	1.7841e+07	1.78945e+07	1.7626e+07	1.77238e+07	1.75076e+07	1.76138e+07	1.7525e+07	1.76266e+07	1.76475e+07	1.79436e+07	1.79946e+07	1.76673e+07	1.75778e+07	1.75757e+07	1.68585e+07	1.68369e+07	1.7158e+07	1.69622e+07	1.69475e+07	1.62673e+07	1.65909e+07	1.65587e+07	1.70015e+07	1.69109e+07	1.66396e+07	1.67028e+07	1.65731e+07	1.63498e+07	1.66178e+07	1.65142e+07	1.60236e+07	1.72618e+07	1.71072e+07	1.67472e+07	1.66699e+07	1.59891e+07	1.61135e+07	1.70528e+07	1.65701e+07	1.71596e+07	1.76868e+07	1.659e+07	1.65249e+07	1.73708e+07	1.71343e+07	1.71293e+07	1.69876e+07	1.70063e+07	1.6966e+07	1.70469e+07	1.75036e+07	1.68297e+07	1.66881e+07	1.65265e+07	1.67568e+07	1.66592e+07	1.66435e+07	1.68794e+07	1.69173e+07	1.71061e+07	1.67833e+07	1.61833e+07	1.63707e+07	1.62318e+07	1.85915e+07	1.68896e+07	1.72129e+07	1.6877e+07	1.68759e+07	1.65213e+07	1.74137e+07	1.79123e+07	1.67322e+07	1.68284e+07	1.74535e+07	1.69902e+07	1.7069e+07	1.69811e+07	1.75024e+07	1.72834e+07	1.68187e+07	1.63083e+07	1.6549e+07	1.64515e+07	1.64177e+07	1.18405e+07	1.16949e+07	1.03236e+07	1.03183e+07	1.07413e+07	1.06552e+07	9.87464e+06	9.47498e+06	9.47798e+06	9.84659e+06	9.89119e+06	1.18878e+07	1.39596e+07	1.29657e+07	1.95792e+07	1.93246e+07	1.50797e+07	1.36143e+07	1.32142e+07	1.47828e+07	1.45969e+07	1.61635e+07	1.45597e+07	1.33655e+07	1.70635e+07	1.65375e+07	1.79301e+07	1.76786e+07	1.75907e+07	1.70125e+07	1.76751e+07	1.54654e+07	1.50445e+07	1.40724e+07	1.38952e+07	1.45727e+07	1.48493e+07	1.031e+07	1.03029e+07	1.24105e+07	1.28763e+07	1.41488e+07	1.26254e+07	1.39721e+07	1.38057e+07	9.42756e+06	1.15414e+07	1.12545e+07	1.13841e+07	9.90979e+06	1.02981e+07	1.02026e+07	1.06363e+07	1.05337e+07	1.08597e+07	1.0991e+07	1.05413e+07	1.05195e+07	1.07355e+07	1.322e+07	1.17967e+07	1.23514e+07	1.29936e+07	1.28115e+07	1.83032e+07	1.06885e+07	1.05961e+07	1.03592e+07	1.03642e+07	1.03581e+07	1.04956e+07	1.06799e+07	1.06474e+07	1.06887e+07	1.09963e+07	1.06635e+07	1.17214e+07	1.17941e+07	1.14751e+07	1.19746e+07	1.21712e+07	1.21861e+07	1.07477e+07	1.0444e+07	9.31811e+06	1.04426e+07	1.08842e+07	1.30907e+07	1.20591e+07	1.20322e+07	1.25504e+07	1.23343e+07	1.12932e+07	1.2912e+07	1.26473e+07	1.00884e+07	9.25134e+06	9.98001e+06	9.8365e+06	9.96602e+06	1.04319e+07	9.55459e+06	9.67356e+06	9.77976e+06	9.93745e+06	1.08954e+07	1.14027e+07	8.99793e+06	9.20431e+06	1.11623e+07	1.01854e+07	1.01491e+07	1.01452e+07	1.02429e+07	1.02374e+07	1.11115e+07	1.11192e+07	9.94084e+06	1.00667e+07	1.06126e+07	1.00746e+07	1.14122e+07	1.13804e+07	1.17479e+07	1.19744e+07	1.40453e+07	1.40075e+07	1.48797e+07	1.51457e+07	1.46513e+07	1.43705e+07	1.34201e+07
Balearica_regulorum	3.73582e+06	0	2.34777e+06	7.60272e+06	1.05286e+07	9.63518e+06	9.32497e+06	1.08872e+07	1.1382e+07	1.20214e+07	1.13652e+07	1.14418e+07	1.03445e+07	1.03028e+07	1.03007e+07	1.29982e+07	1.41149e+07	1.44663e+07	1.42424e+07	1.30337e+07	1.31033e+07	1.47383e+07	1.49932e+07	1.50041e+07	1.42083e+07	1.47825e+07	1.48091e+07	1.60913e+07	1.22061e+07	1.22757e+07	1.35542e+07	1.40472e+07	1.42509e+07	1.4212e+07	1.48188e+07	1.37297e+07	1.42658e+07	1.39039e+07	1.3812e+07	1.55983e+07	1.55412e+07	1.56695e+07	1.51767e+07	1.64792e+07	1.4875e+07	1.51986e+07	1.52057e+07	1.51179e+07	1.42798e+07	1.33475e+07	1.49357e+07	1.40712e+07	1.6391e+07	1.51756e+07	1.54209e+07	1.52043e+07	1.51978e+07	1.49158e+07	1.56539e+07	1.46737e+07	1.50073e+07	1.50153e+07	1.50421e+07	1.52601e+07	1.56306e+07	1.57405e+07	1.59991e+07	1.58729e+07	1.45927e+07	1.52802e+07	1.51963e+07	1.53231e+07	1.5523e+07	1.56137e+07	1.48998e+07	1.48696e+07	1.48903e+07	1.50217e+07	1.58482e+07	1.48594e+07	1.53368e+07	1.50326e+07	1.47749e+07	1.49595e+07	1.60189e+07	1.46415e+07	1.44253e+07	1.43693e+07	1.43575e+07	1.51277e+07	1.49594e+07	1.50155e+07	1.58145e+07	1.58851e+07	1.59377e+07	1.55469e+07	1.48281e+07	1.62357e+07	1.57512e+07	1.55932e+07	1.64746e+07	1.62018e+07	1.6809e+07	1.62683e+07	1.68185e+07	1.67544e+07	1.70922e+07	1.73848e+07	1.74193e+07	1.74314e+07	1.7485e+07	1.72164e+07	1.73142e+07	1.7098e+07	1.72042e+07	1.71155e+07	1.7217e+07	1.7238e+07	1.7534e+07	1.7585e+07	1.72577e+07	1.71682e+07	1.71661e+07	1.6449e+07	1.64273e+07	1.67484e+07	1.65527e+07	1.6538e+07	1.58577e+07	1.61813e+07	1.61492e+07	1.6592e+07	1.65014e+07	1.623e+07	1.62932e+07	1.61635e+07	1.59402e+07	1.62082e+07	1.61046e+07	1.5614e+07	1.68522e+07	1.66976e+07	1.63376e+07	1.62603e+07	1.55795e+07	1.57039e+07	1.66432e+07	1.61605e+07	1.675e+07	1.72772e+07	1.61805e+07	1.61154e+07	1.69612e+07	1.67247e+07	1.67197e+07	1.6578e+07	1.65968e+07	1.65564e+07	1.66373e+07	1.70941e+07	1.64201e+07	1.62786e+07	1.6117e+07	1.63472e+07	1.62497e+07	1.6234e+07	1.64698e+07	1.65077e+07	1.66965e+07	1.63738e+07	1.57737e+07	1.59611e+07	1.58222e+07	1.8182e+07	1.648e+07	1.68033e+07	1.64674e+07	1.64663e+07	1.61117e+07	1.70042e+07	1.75027e+07	1.63226e+07	1.64189e+07	1.70439e+07	1.65806e+07	1.66594e+07	1.65715e+07	1.70928e+07	1.68738e+07	1.64091e+07	1.58987e+07	1.61395e+07	1.60419e+07	1.60081e+07	1.14309e+07	1.12853e+07	9.91407e+06	9.9087e+06	1.03317e+07	1.02456e+07	9.46507e+06	9.0654e+06	9.06841e+06	9.43702e+06	9.48162e+06	1.14782e+07	1.355e+07	1.25562e+07	1.91696e+07	1.8915e+07	1.46702e+07	1.32048e+07	1.28046e+07	1.43732e+07	1.41874e+07	1.57539e+07	1.41501e+07	1.2956e+07	1.66539e+07	1.61279e+07	1.75206e+07	1.72691e+07	1.71811e+07	1.6603e+07	1.72655e+07	1.50558e+07	1.46349e+07	1.36628e+07	1.34857e+07	1.41631e+07	1.44398e+07	9.90046e+06	9.89337e+06	1.20009e+07	1.24667e+07	1.37393e+07	1.22159e+07	1.35625e+07	1.33961e+07	9.01799e+06	1.11318e+07	1.0845e+07	1.09745e+07	9.50021e+06	9.88857e+06	9.79305e+06	1.02267e+07	1.01241e+07	1.04501e+07	1.05815e+07	1.01318e+07	1.01099e+07	1.03259e+07	1.28104e+07	1.13871e+07	1.19418e+07	1.2584e+07	1.24019e+07	1.78936e+07	1.02789e+07	1.01865e+07	9.94959e+06	9.95458e+06	9.94857e+06	1.0086e+07	1.02703e+07	1.02378e+07	1.02791e+07	1.05868e+07	1.02539e+07	1.13119e+07	1.13846e+07	1.10655e+07	1.1565e+07	1.17616e+07	1.17765e+07	1.03381e+07	1.00344e+07	8.90854e+06	1.0033e+07	1.04746e+07	1.26811e+07	1.16495e+07	1.16226e+07	1.21408e+07	1.19247e+07	1.08836e+07	1.25024e+07	1.22378e+07	9.6788e+06	8.84177e+06	9.57044e+06	9.42693e+06	9.55644e+06	1.00224e+07	9.14502e+06	9.26399e+06	9.37019e+06	9.52788e+06	1.04858e+07	1.09931e+07	8.58836e+06	8.79474e+06	1.07527e+07	9.77586e+06	9.73957e+06	9.73561e+06	9.8333e+06	9.82781e+06	1.07019e+07	1.07096e+07	9.53127e+06	9.65714e+06	1.0203e+07	9.665e+06	1.10027e+07	1.09708e+07	1.13383e+07	1.15648e+07	1.36358e+07	1.35979e+07	1.44701e+07	1.47362e+07	1.42417e+07	1.39609e+07	1.30105e+07
Grus_americana	3.55985e+06	2.34777e+06	0	7.42675e+06	1.03526e+07	9.45922e+06	9.149e+06	1.07112e+07	1.1206e+07	1.18454e+07	1.11892e+07	1.12658e+07	1.01686e+07	1.01268e+07	1.01247e+07	1.28222e+07	1.39389e+07	1.42904e+07	1.40665e+07	1.28578e+07	1.29273e+07	1.45623e+07	1.48173e+07	1.48282e+07	1.40323e+07	1.46065e+07	1.46331e+07	1.59154e+07	1.20301e+07	1.20997e+07	1.33783e+07	1.38712e+07	1.4075e+07	1.40361e+07	1.46428e+07	1.35538e+07	1.40899e+07	1.3728e+07	1.3636e+07	1.54223e+07	1.53652e+07	1.54935e+07	1.50007e+07	1.63032e+07	1.4699e+07	1.50227e+07	1.50297e+07	1.49419e+07	1.41039e+07	1.31715e+07	1.47597e+07	1.38952e+07	1.6215e+07	1.49996e+07	1.52449e+07	1.50283e+07	1.50218e+07	1.47399e+07	1.54779e+07	1.44978e+07	1.48313e+07	1.48393e+07	1.48661e+07	1.50841e+07	1.54547e+07	1.55645e+07	1.58231e+07	1.5697e+07	1.44168e+07	1.51042e+07	1.50204e+07	1.51471e+07	1.5347e+07	1.54377e+07	1.47238e+07	1.46936e+07	1.47143e+07	1.48457e+07	1.56722e+07	1.46834e+07	1.51608e+07	1.48567e+07	1.45989e+07	1.47836e+07	1.5843e+07	1.44655e+07	1.42493e+07	1.41934e+07	1.41815e+07	1.49518e+07	1.47834e+07	1.48396e+07	1.56385e+07	1.57091e+07	1.57618e+07	1.5371e+07	1.46521e+07	1.60598e+07	1.55752e+07	1.54172e+07	1.62986e+07	1.60258e+07	1.6633e+07	1.60923e+07	1.66426e+07	1.65784e+07	1.69162e+07	1.72089e+07	1.72433e+07	1.72555e+07	1.7309e+07	1.70404e+07	1.71382e+07	1.69221e+07	1.70282e+07	1.69395e+07	1.7041e+07	1.7062e+07	1.73581e+07	1.74091e+07	1.70817e+07	1.69922e+07	1.69902e+07	1.6273e+07	1.62513e+07	1.65724e+07	1.63767e+07	1.6362e+07	1.56818e+07	1.60053e+07	1.59732e+07	1.6416e+07	1.63254e+07	1.6054e+07	1.61173e+07	1.59875e+07	1.57643e+07	1.60322e+07	1.59287e+07	1.54381e+07	1.66762e+07	1.65216e+07	1.61616e+07	1.60844e+07	1.54036e+07	1.5528e+07	1.64672e+07	1.59846e+07	1.6574e+07	1.71012e+07	1.60045e+07	1.59394e+07	1.67852e+07	1.65488e+07	1.65437e+07	1.64021e+07	1.64208e+07	1.63805e+07	1.64614e+07	1.69181e+07	1.62441e+07	1.61026e+07	1.5941e+07	1.61712e+07	1.60737e+07	1.6058e+07	1.62938e+07	1.63318e+07	1.65205e+07	1.61978e+07	1.55977e+07	1.57851e+07	1.56462e+07	1.8006e+07	1.6304e+07	1.66274e+07	1.62915e+07	1.62903e+07	1.59358e+07	1.68282e+07	1.73268e+07	1.61466e+07	1.62429e+07	1.68679e+07	1.64046e+07	1.64835e+07	1.63955e+07	1.69169e+07	1.66978e+07	1.62331e+07	1.57227e+07	1.59635e+07	1.58659e+07	1.58321e+07	1.12549e+07	1.11094e+07	9.7381e+06	9.73273e+06	1.01557e+07	1.00697e+07	9.2891e+06	8.88943e+06	8.89244e+06	9.26105e+06	9.30565e+06	1.13022e+07	1.3374e+07	1.23802e+07	1.89936e+07	1.87391e+07	1.44942e+07	1.30288e+07	1.26286e+07	1.41973e+07	1.40114e+07	1.55779e+07	1.39741e+07	1.278e+07	1.6478e+07	1.59519e+07	1.73446e+07	1.70931e+07	1.70052e+07	1.6427e+07	1.70895e+07	1.48799e+07	1.44589e+07	1.34869e+07	1.33097e+07	1.39871e+07	1.42638e+07	9.72449e+06	9.7174e+06	1.18249e+07	1.22907e+07	1.35633e+07	1.20399e+07	1.33866e+07	1.32201e+07	8.84202e+06	1.09558e+07	1.0669e+07	1.07986e+07	9.32424e+06	9.7126e+06	9.61708e+06	1.00507e+07	9.94813e+06	1.02741e+07	1.04055e+07	9.95579e+06	9.93394e+06	1.015e+07	1.26344e+07	1.12112e+07	1.17658e+07	1.24081e+07	1.2226e+07	1.77176e+07	1.01029e+07	1.00106e+07	9.77363e+06	9.77861e+06	9.7726e+06	9.91004e+06	1.00943e+07	1.00619e+07	1.01031e+07	1.04108e+07	1.0078e+07	1.11359e+07	1.12086e+07	1.08896e+07	1.1389e+07	1.15857e+07	1.16005e+07	1.01621e+07	9.85848e+06	8.73257e+06	9.85707e+06	1.02987e+07	1.25052e+07	1.14736e+07	1.14466e+07	1.19649e+07	1.17488e+07	1.07077e+07	1.23265e+07	1.20618e+07	9.50283e+06	8.6658e+06	9.39447e+06	9.25096e+06	9.38047e+06	9.8464e+06	8.96905e+06	9.08802e+06	9.19422e+06	9.35191e+06	1.03098e+07	1.08171e+07	8.41239e+06	8.61877e+06	1.05767e+07	9.59989e+06	9.5636e+06	9.55964e+06	9.65733e+06	9.65184e+06	1.05259e+07	1.05337e+07	9.3553e+06	9.48117e+06	1.0027e+07	9.48903e+06	1.08267e+07	1.07949e+07	1.11623e+07	1.13889e+07	1.34598e+07	1.3422e+07	1.42941e+07	1.45602e+07	1.40658e+07	1.3785e+07	1.28346e+07
