	Gavia_stellata	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Ciconia_maguari	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Aptenodytes_forsteri	Pygoscelis_adeliae	Phaethon_lepturus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Bucco_capensis	Galbula_dea	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Cariama_cristata	Chunga_burmeisteri	Acanthisitta_chloris	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Piprites_chloris	Tyrannus_savana	Tachuris_rubrigastra	Neopipo_cinnamomea	Mionectes_macconnelli	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Orthonyx_spaldingii	Pomatostomus_ruficeps	Edolisoma_coerulescens	Mohoua_ochrocephala	Ifrita_kowaldi	Paradisaea_raggiana	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Myiagra_hebetior	Struthidea_cinerea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Pachycephala_philippinensis	Oriolus_oriolus	Daphoenositta_chrysoptera	Aleadryas_rufinucha	Falcunculus_frontatus	Oreocharis_arfaki	Ptilorrhoa_leucosticta	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Melanocharis_versteri	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Regulus_satrapa	Promerops_cafer	Irena_cyanogastra	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Peucedramus_taeniatus	Urocynchramus_pylzowi	Prunella_fulvescens	Prunella_himalayana	Motacilla_alba	Setophaga_coronata	Setophaga_kirtlandii	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Calcarius_ornatus	Emberiza_fucata	Passer_domesticus	Hypocryptadius_cinnamomeus	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Bombycilla_garrulus	Phainopepla_nitens	Elachura_formosa	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Buphagus_erythrorhynchus	Toxostoma_redivivum	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Sitta_europaea	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Nicator_chloris	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Brachypodius_atriceps	Pycnonotus_jocosus	Sylvietta_virens	Alaudala_cheleensis	Panurus_biarmicus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Apaloderma_vittatum	Trogon_melanurus	Eurypyga_helias	Rhynochetos_jubatus	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Steatornis_caripensis	Podargus_strigoides	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Opisthocomus_hoazin	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Nyctibius_bracteatus	Nyctibius_grandis	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Colius_striatus	Urocolius_indicus	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Tyto_alba	Cathartes_aura	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps
Gavia_stellata	0	5.46219e+06	6.19086e+06	6.04735e+06	6.17686e+06	6.64279e+06	5.76544e+06	5.88441e+06	5.99061e+06	6.1483e+06	7.37312e+06	6.45372e+06	6.44823e+06	6.39628e+06	6.35999e+06	6.35603e+06	7.32233e+06	7.33006e+06	5.20877e+06	5.41516e+06	8.52136e+06	8.70327e+06	9.20275e+06	9.39935e+06	1.0364e+07	9.86916e+06	1.10034e+07	1.03472e+07	1.04238e+07	1.17852e+07	1.08348e+07	1.146e+07	1.14222e+07	1.22944e+07	1.25605e+07	1.2066e+07	1.22676e+07	1.19807e+07	1.21103e+07	1.4134e+07	1.52507e+07	1.56021e+07	1.53782e+07	1.41695e+07	1.42391e+07	1.24211e+07	1.10498e+07	1.10445e+07	1.26139e+07	1.46858e+07	1.36919e+07	2.03054e+07	2.00508e+07	1.61916e+07	1.57707e+07	1.77897e+07	1.72637e+07	1.86563e+07	1.84048e+07	1.83169e+07	1.77387e+07	1.84013e+07	1.58059e+07	1.43405e+07	1.39404e+07	1.5509e+07	1.53231e+07	1.68897e+07	1.52859e+07	1.40917e+07	1.10362e+07	1.10291e+07	1.5874e+07	1.469e+07	1.50397e+07	1.49477e+07	1.33419e+07	1.34114e+07	1.51829e+07	1.53867e+07	1.53478e+07	1.54016e+07	1.48655e+07	1.59546e+07	1.6734e+07	1.6677e+07	1.68053e+07	1.63124e+07	1.7615e+07	1.60107e+07	1.63344e+07	1.63414e+07	1.62537e+07	1.6129e+07	1.61399e+07	1.5344e+07	1.59183e+07	1.59448e+07	1.72271e+07	1.60516e+07	1.67897e+07	1.58095e+07	1.60261e+07	1.61684e+07	1.59107e+07	1.59951e+07	1.61574e+07	1.69839e+07	1.71547e+07	1.57772e+07	1.5561e+07	1.55051e+07	1.54932e+07	1.64726e+07	1.60953e+07	1.60356e+07	1.63321e+07	1.60054e+07	1.64588e+07	1.66588e+07	1.67494e+07	1.6151e+07	1.63959e+07	1.64159e+07	1.61779e+07	1.62635e+07	1.67664e+07	1.57285e+07	1.6143e+07	1.68763e+07	1.71348e+07	1.70087e+07	1.60951e+07	1.59638e+07	1.61513e+07	1.69502e+07	1.70735e+07	1.66827e+07	1.70209e+07	1.86385e+07	1.6729e+07	1.76104e+07	1.69935e+07	1.73171e+07	1.72849e+07	1.77277e+07	1.76371e+07	1.73375e+07	1.73658e+07	1.7429e+07	1.72992e+07	1.79543e+07	1.86698e+07	1.87208e+07	1.82512e+07	1.83528e+07	1.83737e+07	1.85206e+07	1.85551e+07	1.85672e+07	1.86207e+07	1.834e+07	1.82338e+07	1.84499e+07	1.83522e+07	1.83039e+07	1.83019e+07	1.78902e+07	1.75847e+07	1.75631e+07	1.78842e+07	1.76884e+07	1.76737e+07	1.8228e+07	1.83935e+07	1.79448e+07	1.7404e+07	1.72404e+07	1.67498e+07	1.7076e+07	1.7344e+07	1.73715e+07	1.68869e+07	1.93177e+07	1.82286e+07	1.80096e+07	1.74583e+07	1.75546e+07	1.77952e+07	1.77073e+07	1.81797e+07	1.77164e+07	1.72752e+07	1.71777e+07	1.71439e+07	1.70345e+07	1.75449e+07	1.72475e+07	1.76158e+07	1.79391e+07	1.76032e+07	1.76021e+07	1.81399e+07	1.7988e+07	1.69095e+07	1.70969e+07	1.6958e+07	1.73961e+07	1.7779e+07	1.72963e+07	1.78857e+07	1.73162e+07	1.72511e+07	1.77731e+07	1.8097e+07	1.78605e+07	1.78555e+07	1.77138e+07	1.8413e+07	1.67153e+07	1.68397e+07	1.82298e+07	1.76056e+07	1.76435e+07	1.78323e+07	1.75559e+07	1.74143e+07	1.72527e+07	1.74829e+07	1.73854e+07	1.73697e+07	1.77325e+07	1.76922e+07	1.75095e+07	1.78334e+07	1.74734e+07	1.75268e+07	1.63114e+07	1.65566e+07	1.634e+07	1.63336e+07	1.60715e+07	1.5207e+07	1.54156e+07	1.44833e+07	1.14803e+07	1.14386e+07	1.14365e+07	1.47986e+07	1.46214e+07	1.36382e+07	1.33735e+07	1.37198e+07	1.35377e+07	1.39462e+07	1.25229e+07	1.30776e+07	1.12675e+07	1.12457e+07	1.14617e+07	1.90294e+07	1.17225e+07	1.14149e+07	1.12218e+07	1.14061e+07	1.13736e+07	1.14147e+07	1.13223e+07	1.10854e+07	1.10903e+07	1.10843e+07	1.13897e+07	1.24476e+07	1.25203e+07	1.0636e+07	1.10243e+07	1.09288e+07	1.13625e+07	1.12599e+07	1.15859e+07	1.17172e+07	1.29123e+07	1.31367e+07	1.36025e+07	1.46983e+07	1.45318e+07	1.4875e+07	1.33516e+07	1.30605e+07	1.13388e+07	1.08008e+07	1.21384e+07	1.0667e+07	1.07929e+07	1.16216e+07	1.21288e+07	1.14739e+07	1.11702e+07	1.59908e+07	1.50975e+07	1.47872e+07	1.3065e+07	1.15924e+07	1.11828e+07	1.10068e+07	1.21066e+07	1.24741e+07	1.27006e+07	1.52989e+07	1.55755e+07	1.14675e+07	1.13814e+07	1.06008e+07	1.02012e+07	1.02042e+07	1.05728e+07	1.06174e+07	1.25667e+07	1.01538e+07	1.38169e+07	1.27853e+07	1.27584e+07	1.32766e+07	1.00443e+07	1.11688e+07	1.16104e+07
Thalassarche_chlororhynchos	5.46219e+06	0	4.01683e+06	3.87332e+06	4.00283e+06	4.46876e+06	3.76223e+06	3.88121e+06	4.75604e+06	4.91374e+06	6.13856e+06	5.21916e+06	5.21366e+06	5.16172e+06	5.12542e+06	5.12146e+06	6.08776e+06	6.09549e+06	4.00145e+06	4.20784e+06	7.68432e+06	7.86623e+06	8.36571e+06	8.56232e+06	9.52693e+06	9.03212e+06	1.01663e+07	9.51013e+06	9.58674e+06	1.09482e+07	9.99778e+06	1.0623e+07	1.05852e+07	1.14574e+07	1.17234e+07	1.1229e+07	1.14305e+07	1.11437e+07	1.12733e+07	1.32969e+07	1.44136e+07	1.47651e+07	1.45412e+07	1.33325e+07	1.3402e+07	1.15841e+07	1.02128e+07	1.02074e+07	1.17769e+07	1.38487e+07	1.28549e+07	1.94683e+07	1.92138e+07	1.53546e+07	1.49336e+07	1.69527e+07	1.64266e+07	1.78193e+07	1.75678e+07	1.74799e+07	1.69017e+07	1.75642e+07	1.49689e+07	1.35035e+07	1.31033e+07	1.4672e+07	1.44861e+07	1.60526e+07	1.44488e+07	1.32547e+07	1.01992e+07	1.01921e+07	1.5037e+07	1.3853e+07	1.42027e+07	1.41107e+07	1.25048e+07	1.25744e+07	1.43459e+07	1.45497e+07	1.45108e+07	1.45646e+07	1.40285e+07	1.51175e+07	1.5897e+07	1.58399e+07	1.59682e+07	1.54754e+07	1.67779e+07	1.51737e+07	1.54974e+07	1.55044e+07	1.54166e+07	1.5292e+07	1.53029e+07	1.4507e+07	1.50812e+07	1.51078e+07	1.63901e+07	1.52146e+07	1.59526e+07	1.49725e+07	1.5189e+07	1.53314e+07	1.50736e+07	1.51581e+07	1.53204e+07	1.61469e+07	1.63177e+07	1.49402e+07	1.4724e+07	1.46681e+07	1.46562e+07	1.56355e+07	1.52583e+07	1.51985e+07	1.54951e+07	1.51683e+07	1.56218e+07	1.58217e+07	1.59124e+07	1.5314e+07	1.55588e+07	1.55789e+07	1.53408e+07	1.54265e+07	1.59294e+07	1.48915e+07	1.5306e+07	1.60392e+07	1.62978e+07	1.61717e+07	1.52581e+07	1.51268e+07	1.53143e+07	1.61132e+07	1.62365e+07	1.58457e+07	1.61838e+07	1.78015e+07	1.58919e+07	1.67733e+07	1.61565e+07	1.648e+07	1.64479e+07	1.68907e+07	1.68001e+07	1.65005e+07	1.65287e+07	1.6592e+07	1.64622e+07	1.71173e+07	1.78328e+07	1.78838e+07	1.74142e+07	1.75157e+07	1.75367e+07	1.76836e+07	1.7718e+07	1.77302e+07	1.77837e+07	1.75029e+07	1.73968e+07	1.76129e+07	1.75152e+07	1.74669e+07	1.74649e+07	1.70531e+07	1.67477e+07	1.6726e+07	1.70471e+07	1.68514e+07	1.68367e+07	1.73909e+07	1.75564e+07	1.71078e+07	1.6567e+07	1.64034e+07	1.59128e+07	1.6239e+07	1.65069e+07	1.65345e+07	1.60499e+07	1.84807e+07	1.73916e+07	1.71725e+07	1.66213e+07	1.67176e+07	1.69582e+07	1.68702e+07	1.73426e+07	1.68793e+07	1.64382e+07	1.63406e+07	1.63068e+07	1.61974e+07	1.67078e+07	1.64105e+07	1.67788e+07	1.71021e+07	1.67662e+07	1.6765e+07	1.73029e+07	1.71509e+07	1.60724e+07	1.62599e+07	1.61209e+07	1.65591e+07	1.69419e+07	1.64593e+07	1.70487e+07	1.64792e+07	1.64141e+07	1.69361e+07	1.726e+07	1.70235e+07	1.70184e+07	1.68768e+07	1.75759e+07	1.58783e+07	1.60027e+07	1.73928e+07	1.67685e+07	1.68065e+07	1.69952e+07	1.67188e+07	1.65773e+07	1.64157e+07	1.66459e+07	1.65484e+07	1.65327e+07	1.68955e+07	1.68552e+07	1.66725e+07	1.69963e+07	1.66363e+07	1.66897e+07	1.54743e+07	1.57196e+07	1.5503e+07	1.54966e+07	1.52344e+07	1.43699e+07	1.45786e+07	1.36463e+07	1.06433e+07	1.06015e+07	1.05994e+07	1.39616e+07	1.37844e+07	1.28012e+07	1.25365e+07	1.28828e+07	1.27007e+07	1.31091e+07	1.16859e+07	1.22405e+07	1.04305e+07	1.04086e+07	1.06247e+07	1.81923e+07	1.08855e+07	1.05778e+07	1.03847e+07	1.0569e+07	1.05366e+07	1.05776e+07	1.04853e+07	1.02483e+07	1.02533e+07	1.02473e+07	1.05527e+07	1.16106e+07	1.16833e+07	9.79895e+06	1.01873e+07	1.00918e+07	1.05254e+07	1.04228e+07	1.07488e+07	1.08802e+07	1.20752e+07	1.22996e+07	1.27654e+07	1.38613e+07	1.36948e+07	1.4038e+07	1.25146e+07	1.22235e+07	1.05017e+07	9.96373e+06	1.13014e+07	9.83e+06	9.95588e+06	1.07845e+07	1.12918e+07	1.06368e+07	1.03332e+07	1.51538e+07	1.42604e+07	1.39502e+07	1.2228e+07	1.07553e+07	1.03458e+07	1.01698e+07	1.12696e+07	1.1637e+07	1.18636e+07	1.44618e+07	1.47385e+07	1.06304e+07	1.05444e+07	9.7638e+06	9.36414e+06	9.36714e+06	9.73575e+06	9.78035e+06	1.17296e+07	9.31672e+06	1.29799e+07	1.19483e+07	1.19213e+07	1.24396e+07	9.20727e+06	1.03318e+07	1.07734e+07
Hydrobates_tethys	6.19086e+06	4.01683e+06	0	4.18202e+06	4.31153e+06	4.77746e+06	4.4909e+06	4.60988e+06	5.48471e+06	5.64241e+06	6.86723e+06	5.94783e+06	5.94233e+06	5.89039e+06	5.85409e+06	5.85013e+06	6.81643e+06	6.82416e+06	4.73012e+06	4.93651e+06	8.41299e+06	8.5949e+06	9.09438e+06	9.29099e+06	1.02556e+07	9.76079e+06	1.0895e+07	1.02388e+07	1.03154e+07	1.16768e+07	1.07265e+07	1.13517e+07	1.13138e+07	1.2186e+07	1.24521e+07	1.19577e+07	1.21592e+07	1.18724e+07	1.2002e+07	1.40256e+07	1.51423e+07	1.54937e+07	1.52698e+07	1.40611e+07	1.41307e+07	1.23127e+07	1.09415e+07	1.09361e+07	1.25056e+07	1.45774e+07	1.35836e+07	2.0197e+07	1.99424e+07	1.60832e+07	1.56623e+07	1.76813e+07	1.71553e+07	1.8548e+07	1.82965e+07	1.82086e+07	1.76304e+07	1.82929e+07	1.56976e+07	1.42322e+07	1.3832e+07	1.54006e+07	1.52148e+07	1.67813e+07	1.51775e+07	1.39834e+07	1.09279e+07	1.09208e+07	1.57657e+07	1.45816e+07	1.49313e+07	1.48394e+07	1.32335e+07	1.33031e+07	1.50746e+07	1.52783e+07	1.52394e+07	1.52932e+07	1.47571e+07	1.58462e+07	1.66257e+07	1.65686e+07	1.66969e+07	1.62041e+07	1.75066e+07	1.59024e+07	1.62261e+07	1.62331e+07	1.61453e+07	1.60206e+07	1.60316e+07	1.52357e+07	1.58099e+07	1.58365e+07	1.71187e+07	1.59432e+07	1.66813e+07	1.57011e+07	1.59177e+07	1.606e+07	1.58023e+07	1.58868e+07	1.60491e+07	1.68756e+07	1.70463e+07	1.56689e+07	1.54527e+07	1.53967e+07	1.53849e+07	1.63642e+07	1.5987e+07	1.59272e+07	1.62238e+07	1.5897e+07	1.63505e+07	1.65504e+07	1.66411e+07	1.60427e+07	1.62875e+07	1.63076e+07	1.60695e+07	1.61551e+07	1.66581e+07	1.56201e+07	1.60347e+07	1.67679e+07	1.70265e+07	1.69003e+07	1.59868e+07	1.58555e+07	1.60429e+07	1.68419e+07	1.69651e+07	1.65743e+07	1.69125e+07	1.85301e+07	1.66206e+07	1.7502e+07	1.68851e+07	1.72087e+07	1.71766e+07	1.76194e+07	1.75288e+07	1.72292e+07	1.72574e+07	1.73207e+07	1.71909e+07	1.78459e+07	1.85614e+07	1.86124e+07	1.81429e+07	1.82444e+07	1.82654e+07	1.84123e+07	1.84467e+07	1.84588e+07	1.85124e+07	1.82316e+07	1.81254e+07	1.83416e+07	1.82438e+07	1.81956e+07	1.81935e+07	1.77818e+07	1.74764e+07	1.74547e+07	1.77758e+07	1.75801e+07	1.75654e+07	1.81196e+07	1.82851e+07	1.78364e+07	1.72957e+07	1.7132e+07	1.66414e+07	1.69676e+07	1.72356e+07	1.72631e+07	1.67786e+07	1.92094e+07	1.81202e+07	1.79012e+07	1.735e+07	1.74463e+07	1.76868e+07	1.75989e+07	1.80713e+07	1.7608e+07	1.71669e+07	1.70693e+07	1.70355e+07	1.69261e+07	1.74365e+07	1.71391e+07	1.75074e+07	1.78307e+07	1.74948e+07	1.74937e+07	1.80316e+07	1.78796e+07	1.68011e+07	1.69885e+07	1.68496e+07	1.72877e+07	1.76706e+07	1.71879e+07	1.77774e+07	1.72079e+07	1.71428e+07	1.76647e+07	1.79886e+07	1.77521e+07	1.77471e+07	1.76054e+07	1.83046e+07	1.66069e+07	1.67313e+07	1.81215e+07	1.74972e+07	1.75352e+07	1.77239e+07	1.74475e+07	1.7306e+07	1.71444e+07	1.73746e+07	1.72771e+07	1.72614e+07	1.76242e+07	1.75838e+07	1.74012e+07	1.7725e+07	1.7365e+07	1.74184e+07	1.6203e+07	1.64483e+07	1.62317e+07	1.62252e+07	1.59631e+07	1.50986e+07	1.53072e+07	1.43749e+07	1.13719e+07	1.13302e+07	1.13281e+07	1.46902e+07	1.45131e+07	1.35298e+07	1.32652e+07	1.36114e+07	1.34293e+07	1.38378e+07	1.24145e+07	1.29692e+07	1.11592e+07	1.11373e+07	1.13533e+07	1.8921e+07	1.16142e+07	1.13065e+07	1.11134e+07	1.12977e+07	1.12652e+07	1.13063e+07	1.12139e+07	1.0977e+07	1.0982e+07	1.0976e+07	1.12813e+07	1.23393e+07	1.2412e+07	1.05276e+07	1.0916e+07	1.08205e+07	1.12541e+07	1.11515e+07	1.14775e+07	1.16089e+07	1.28039e+07	1.30283e+07	1.34941e+07	1.45899e+07	1.44235e+07	1.47667e+07	1.32433e+07	1.29521e+07	1.12304e+07	1.06924e+07	1.20301e+07	1.05587e+07	1.06845e+07	1.15132e+07	1.20205e+07	1.13655e+07	1.10619e+07	1.58825e+07	1.49891e+07	1.46789e+07	1.29566e+07	1.1484e+07	1.10744e+07	1.08985e+07	1.19982e+07	1.23657e+07	1.25922e+07	1.51905e+07	1.54672e+07	1.13591e+07	1.1273e+07	1.04925e+07	1.00928e+07	1.00958e+07	1.04644e+07	1.0509e+07	1.24583e+07	1.00454e+07	1.37085e+07	1.26769e+07	1.265e+07	1.31682e+07	9.93594e+06	1.10604e+07	1.1502e+07
