	Struthio_camelus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Rhea_americana	Rhea_pennata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Alectura_lathami	Penelope_pileata	Numida_meleagris	Coturnix_japonica	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Cochlearius_cochlearius	Egretta_garzetta	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Opisthocomus_hoazin	Gavia_stellata	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cariama_cristata	Chunga_burmeisteri	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Colius_striatus	Urocolius_indicus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Leptosomus_discolor	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Buceros_rhinoceros	Bucorvus_abyssinicus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Bucco_capensis	Galbula_dea	Acanthisitta_chloris	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Mohoua_ochrocephala	Oreocharis_arfaki	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Dyaphorophyia_castanea	Dryoscopus_gambensis	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Chaetorhynchus_papuensis	Rhipidura_dahli	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Myiagra_hebetior	Struthidea_cinerea	Lanius_ludovicianus	Ifrita_kowaldi	Paradisaea_raggiana	Dicrurus_megarhynchus	Edolisoma_coerulescens	Drymodes_brunneopygia	Promerops_cafer	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Rhodinocichla_rosea	Calcarius_ornatus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Spizella_passerina	Junco_hyemalis	Zonotrichia_albicollis	Emberiza_fucata	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Setophaga_coronata	Setophaga_kirtlandii	Melospiza_melodia	Prunella_fulvescens	Prunella_himalayana	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Rhabdornis_inornatus	Sitta_europaea	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Elachura_formosa	Nicator_chloris	Cisticola_juncidis	Sylvietta_virens	Hirundo_rustica	Phylloscopus_trochilus	Rhadina_sibilatrix	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Acrocephalus_arundinaceus	Hippolais_icterina	Pomatorhinus_ruficollis	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Brachypodius_atriceps	Pycnonotus_jocosus	Alaudala_cheleensis	Panurus_biarmicus	Notiomystis_cincta	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Callaeas_wilsoni	Malurus_elegans	Grantiella_picta	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Cephalopterus_ornatus	Lepidothrix_coronata	Manacus_manacus	Piprites_chloris	Neopipo_cinnamomea	Tyrannus_savana	Tachuris_rubrigastra	Mionectes_macconnelli	Pachyramphus_minor	Onychorhynchus_coronatus	Oxyruncus_cristatus	Sapayoa_aenigma	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Steatornis_caripensis	Podargus_strigoides	Apaloderma_vittatum	Trogon_melanurus	Rhinopomastus_cyanomelas	Upupa_epops	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Columba_livia	Patagioenas_fasciata	Columbina_picui	Alopecoenas_beccarii	Caloenas_nicobarica	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus
Struthio_camelus	0	1.28084e+07	1.29751e+07	1.2592e+07	1.25576e+07	1.2411e+07	1.24195e+07	1.41366e+07	1.24995e+07	1.192e+07	1.19202e+07	8.84074e+06	8.84777e+06	6.58845e+06	6.58148e+06	6.59735e+06	6.60235e+06	6.8331e+06	7.0686e+06	1.78003e+07	1.81436e+07	1.78515e+07	2.01259e+07	1.87118e+07	1.88771e+07	1.90073e+07	1.95112e+07	1.94149e+07	1.96396e+07	1.97132e+07	1.49006e+07	1.46872e+07	1.60389e+07	1.68825e+07	1.69799e+07	1.68842e+07	1.68845e+07	1.50536e+07	1.54763e+07	1.48603e+07	1.5742e+07	1.58026e+07	2.12276e+07	1.48811e+07	1.48041e+07	1.46067e+07	1.46108e+07	1.46058e+07	1.51377e+07	1.48813e+07	1.47204e+07	1.48739e+07	1.48469e+07	1.47521e+07	1.50238e+07	1.51333e+07	1.44762e+07	1.48376e+07	1.42321e+07	1.45558e+07	1.47585e+07	1.47403e+07	1.49203e+07	1.68023e+07	1.66506e+07	1.6991e+07	1.58048e+07	1.62671e+07	1.62529e+07	1.4381e+07	1.36833e+07	1.42906e+07	1.4171e+07	1.4279e+07	1.46673e+07	1.39361e+07	1.40352e+07	1.34721e+07	1.36441e+07	1.41237e+07	1.43695e+07	1.48179e+07	1.54843e+07	1.4258e+07	1.43629e+07	1.42552e+07	1.5276e+07	1.44619e+07	1.44316e+07	1.44283e+07	1.45097e+07	1.45051e+07	1.52337e+07	1.52401e+07	1.38302e+07	1.49251e+07	1.48534e+07	1.42028e+07	1.38697e+07	1.38722e+07	1.41794e+07	1.42166e+07	1.71475e+07	1.71771e+07	1.72351e+07	1.80782e+07	1.83711e+07	1.81845e+07	1.49358e+07	1.4901e+07	1.48993e+07	1.45657e+07	1.45598e+07	1.53851e+07	1.67343e+07	1.65137e+07	1.81184e+07	1.8349e+07	1.5592e+07	1.53529e+07	1.54609e+07	1.62566e+07	1.50292e+07	1.46879e+07	1.45412e+07	1.86951e+07	1.79505e+07	1.7692e+07	1.58807e+07	1.82936e+07	1.81386e+07	1.94443e+07	1.81076e+07	1.71123e+07	1.8541e+07	1.73197e+07	1.69862e+07	1.76074e+07	1.67791e+07	2.09167e+07	2.07071e+07	2.06338e+07	2.01519e+07	2.07041e+07	2.01944e+07	1.9756e+07	1.88625e+07	1.85116e+07	1.85978e+07	1.82157e+07	1.74387e+07	1.87624e+07	1.80418e+07	1.87458e+07	1.93609e+07	1.84765e+07	1.87245e+07	1.93415e+07	1.8851e+07	1.89224e+07	1.88287e+07	1.90494e+07	1.8822e+07	1.90327e+07	1.94331e+07	1.96486e+07	1.95435e+07	1.92518e+07	1.90852e+07	1.93274e+07	1.89796e+07	1.87324e+07	1.87072e+07	1.8834e+07	1.95228e+07	1.85171e+07	1.83369e+07	1.82903e+07	1.82804e+07	1.90966e+07	1.87822e+07	1.96652e+07	1.88431e+07	1.86283e+07	1.86987e+07	1.8544e+07	1.95536e+07	1.93103e+07	2.00449e+07	1.95996e+07	1.98229e+07	1.98175e+07	1.98411e+07	1.95308e+07	2.01428e+07	2.00672e+07	1.98005e+07	1.97737e+07	2.03237e+07	1.9873e+07	2.03316e+07	2.00236e+07	2.00055e+07	2.02731e+07	2.011e+07	2.00978e+07	2.02781e+07	2.05597e+07	2.05791e+07	2.06637e+07	2.06812e+07	2.08036e+07	2.08424e+07	2.0887e+07	2.06976e+07	2.0623e+07	2.06632e+07	2.06213e+07	2.0653e+07	2.05645e+07	2.07447e+07	2.09279e+07	2.09704e+07	2.08323e+07	1.98938e+07	1.97856e+07	1.97366e+07	1.93277e+07	2.03597e+07	1.94608e+07	1.9617e+07	1.95012e+07	1.98459e+07	1.9442e+07	2.09018e+07	2.05602e+07	2.03777e+07	1.99182e+07	1.99985e+07	2.05194e+07	2.01333e+07	2.0199e+07	2.01257e+07	1.9565e+07	1.96843e+07	1.96561e+07	1.99903e+07	1.97656e+07	2.04863e+07	1.97425e+07	2.00495e+07	2.03189e+07	2.0039e+07	2.0038e+07	2.14679e+07	1.98664e+07	2.07139e+07	1.99609e+07	2.05612e+07	1.97998e+07	1.97455e+07	2.01806e+07	2.04505e+07	2.02534e+07	2.02492e+07	2.01312e+07	2.01855e+07	1.97832e+07	2.02745e+07	1.92989e+07	1.94026e+07	2.00409e+07	2.02299e+07	1.99387e+07	1.98575e+07	1.98444e+07	1.99995e+07	1.98815e+07	1.97469e+07	2.00726e+07	2.01468e+07	2.01132e+07	2.02308e+07	1.99308e+07	1.94948e+07	1.87821e+07	1.95975e+07	1.92718e+07	1.86726e+07	1.88289e+07	1.99753e+07	1.91667e+07	1.89623e+07	1.89862e+07	1.89808e+07	1.93145e+07	1.9267e+07	1.93739e+07	1.89632e+07	2.00488e+07	1.87117e+07	1.89815e+07	1.89874e+07	1.89142e+07	1.76109e+07	1.64873e+07	1.65453e+07	1.81916e+07	1.77572e+07	1.81592e+07	1.8204e+07	1.86649e+07	1.80218e+07	1.79024e+07	1.78258e+07	1.86568e+07	1.97255e+07	1.88103e+07	1.88194e+07	1.81561e+07	1.86347e+07	1.61293e+07	1.63163e+07	1.77015e+07	1.75538e+07	2.22911e+07	2.20789e+07	1.58412e+07	1.57199e+07	1.4577e+07	1.45726e+07	1.55367e+07	1.5953e+07	1.61169e+07	1.49304e+07	1.46774e+07	1.68833e+07	1.60235e+07	1.6001e+07	1.6433e+07	1.67514e+07	1.68152e+07	1.72983e+07	1.67654e+07	1.6353e+07	1.67046e+07	1.77652e+07	1.64955e+07	1.76179e+07	1.74791e+07	1.3739e+07	1.46762e+07	1.50442e+07	1.54578e+07	1.57641e+07	1.59529e+07	1.79499e+07	1.71578e+07	1.76789e+07	1.76474e+07	1.83743e+07	1.8596e+07	1.8184e+07
Tinamus_guttatus	1.28084e+07	0	4.88365e+06	4.50048e+06	4.46608e+06	5.31084e+06	5.31941e+06	9.72768e+06	8.09064e+06	7.51108e+06	7.51129e+06	1.09213e+07	1.09283e+07	8.669e+06	8.66203e+06	8.6779e+06	8.6829e+06	9.13875e+06	9.37424e+06	2.26242e+07	2.29675e+07	2.26755e+07	2.49498e+07	2.35357e+07	2.37011e+07	2.38313e+07	2.43352e+07	2.42389e+07	2.44636e+07	2.45371e+07	1.97245e+07	1.95112e+07	2.08628e+07	2.17064e+07	2.18039e+07	2.17082e+07	2.17084e+07	1.98775e+07	2.03003e+07	1.96842e+07	2.0566e+07	2.06266e+07	2.60515e+07	1.97051e+07	1.96281e+07	1.94306e+07	1.94347e+07	1.94297e+07	1.99616e+07	1.97052e+07	1.95443e+07	1.96979e+07	1.96708e+07	1.9576e+07	1.98477e+07	1.99572e+07	1.93001e+07	1.96616e+07	1.90561e+07	1.93797e+07	1.95824e+07	1.95642e+07	1.97443e+07	2.16263e+07	2.14745e+07	2.18149e+07	2.06287e+07	2.1091e+07	2.10768e+07	1.92049e+07	1.85073e+07	1.91146e+07	1.8995e+07	1.91029e+07	1.94912e+07	1.876e+07	1.88592e+07	1.82961e+07	1.84681e+07	1.89477e+07	1.91934e+07	1.96418e+07	2.03083e+07	1.90819e+07	1.91868e+07	1.90791e+07	2.00999e+07	1.92858e+07	1.92555e+07	1.92522e+07	1.93337e+07	1.93291e+07	2.00576e+07	2.00641e+07	1.86541e+07	1.97491e+07	1.96773e+07	1.90268e+07	1.86937e+07	1.86962e+07	1.90034e+07	1.90406e+07	2.19715e+07	2.20011e+07	2.20591e+07	2.29022e+07	2.31951e+07	2.30085e+07	1.97598e+07	1.9725e+07	1.97232e+07	1.93896e+07	1.93837e+07	2.02091e+07	2.15583e+07	2.13377e+07	2.29423e+07	2.31729e+07	2.04159e+07	2.01768e+07	2.02848e+07	2.10805e+07	1.98532e+07	1.95118e+07	1.93651e+07	2.35191e+07	2.27745e+07	2.25159e+07	2.07046e+07	2.31175e+07	2.29626e+07	2.42682e+07	2.29315e+07	2.19363e+07	2.3365e+07	2.21436e+07	2.18101e+07	2.24314e+07	2.1603e+07	2.57406e+07	2.5531e+07	2.54578e+07	2.49759e+07	2.55281e+07	2.50184e+07	2.45799e+07	2.36864e+07	2.33356e+07	2.34217e+07	2.30396e+07	2.22626e+07	2.35863e+07	2.28658e+07	2.35697e+07	2.41849e+07	2.33004e+07	2.35484e+07	2.41655e+07	2.3675e+07	2.37463e+07	2.36526e+07	2.38734e+07	2.36459e+07	2.38567e+07	2.4257e+07	2.44726e+07	2.43674e+07	2.40758e+07	2.39091e+07	2.41513e+07	2.38035e+07	2.35564e+07	2.35312e+07	2.36579e+07	2.43468e+07	2.33411e+07	2.31608e+07	2.31142e+07	2.31043e+07	2.39206e+07	2.36062e+07	2.44891e+07	2.36671e+07	2.34523e+07	2.35227e+07	2.3368e+07	2.43775e+07	2.41343e+07	2.48689e+07	2.44235e+07	2.46469e+07	2.46415e+07	2.4665e+07	2.43548e+07	2.49667e+07	2.48912e+07	2.46244e+07	2.45976e+07	2.51476e+07	2.46969e+07	2.51555e+07	2.48475e+07	2.48295e+07	2.50971e+07	2.49339e+07	2.49217e+07	2.51021e+07	2.53836e+07	2.5403e+07	2.54876e+07	2.55051e+07	2.56275e+07	2.56664e+07	2.5711e+07	2.55216e+07	2.54469e+07	2.54872e+07	2.54452e+07	2.5477e+07	2.53885e+07	2.55686e+07	2.57519e+07	2.57944e+07	2.56562e+07	2.47177e+07	2.46096e+07	2.45605e+07	2.41516e+07	2.51836e+07	2.42847e+07	2.44409e+07	2.43251e+07	2.46698e+07	2.42659e+07	2.57258e+07	2.53842e+07	2.52016e+07	2.47422e+07	2.48224e+07	2.53434e+07	2.49572e+07	2.50229e+07	2.49497e+07	2.43889e+07	2.45082e+07	2.44801e+07	2.48143e+07	2.45896e+07	2.53102e+07	2.45664e+07	2.48734e+07	2.51429e+07	2.48629e+07	2.48619e+07	2.62919e+07	2.46903e+07	2.55378e+07	2.47848e+07	2.53852e+07	2.46237e+07	2.45695e+07	2.50045e+07	2.52745e+07	2.50774e+07	2.50732e+07	2.49551e+07	2.50094e+07	2.46071e+07	2.50984e+07	2.41229e+07	2.42266e+07	2.48649e+07	2.50538e+07	2.47627e+07	2.46814e+07	2.46683e+07	2.48234e+07	2.47055e+07	2.45708e+07	2.48965e+07	2.49707e+07	2.49371e+07	2.50547e+07	2.47547e+07	2.43187e+07	2.3606e+07	2.44214e+07	2.40957e+07	2.34966e+07	2.36528e+07	2.47992e+07	2.39907e+07	2.37862e+07	2.38101e+07	2.38047e+07	2.41385e+07	2.40909e+07	2.41979e+07	2.37871e+07	2.48727e+07	2.35356e+07	2.38054e+07	2.38113e+07	2.37381e+07	2.24349e+07	2.13113e+07	2.13693e+07	2.30156e+07	2.25812e+07	2.29831e+07	2.3028e+07	2.34888e+07	2.28457e+07	2.27263e+07	2.26497e+07	2.34807e+07	2.45495e+07	2.36342e+07	2.36433e+07	2.298e+07	2.34586e+07	2.09532e+07	2.11403e+07	2.25254e+07	2.23777e+07	2.7115e+07	2.69029e+07	2.06652e+07	2.05439e+07	1.9401e+07	1.93965e+07	2.03607e+07	2.0777e+07	2.09408e+07	1.97544e+07	1.95013e+07	2.17072e+07	2.08474e+07	2.08249e+07	2.12569e+07	2.15753e+07	2.16392e+07	2.21222e+07	2.15893e+07	2.11769e+07	2.15285e+07	2.25891e+07	2.13194e+07	2.24418e+07	2.23031e+07	1.85629e+07	1.95001e+07	1.98682e+07	2.02818e+07	2.0588e+07	2.07768e+07	2.27738e+07	2.19817e+07	2.25028e+07	2.24713e+07	2.31982e+07	2.342e+07	2.30079e+07
Crypturellus_soui	1.29751e+07	4.88365e+06	0	2.90755e+06	2.87315e+06	5.47758e+06	5.48615e+06	9.89442e+06	8.25738e+06	7.67782e+06	7.67803e+06	1.1088e+07	1.10951e+07	8.83574e+06	8.82877e+06	8.84464e+06	8.84964e+06	9.30549e+06	9.54098e+06	2.27909e+07	2.31343e+07	2.28422e+07	2.51166e+07	2.37024e+07	2.38678e+07	2.3998e+07	2.45019e+07	2.44056e+07	2.46303e+07	2.47039e+07	1.98912e+07	1.96779e+07	2.10296e+07	2.18732e+07	2.19706e+07	2.18749e+07	2.18752e+07	2.00442e+07	2.0467e+07	1.9851e+07	2.07327e+07	2.07933e+07	2.62183e+07	1.98718e+07	1.97948e+07	1.95973e+07	1.96015e+07	1.95965e+07	2.01284e+07	1.9872e+07	1.9711e+07	1.98646e+07	1.98376e+07	1.97428e+07	2.00145e+07	2.0124e+07	1.94669e+07	1.98283e+07	1.92228e+07	1.95465e+07	1.97492e+07	1.97309e+07	1.9911e+07	2.1793e+07	2.16412e+07	2.19817e+07	2.07954e+07	2.12577e+07	2.12435e+07	1.93716e+07	1.8674e+07	1.92813e+07	1.91617e+07	1.92697e+07	1.9658e+07	1.89268e+07	1.90259e+07	1.84628e+07	1.86348e+07	1.91144e+07	1.93601e+07	1.98085e+07	2.0475e+07	1.92487e+07	1.93536e+07	1.92459e+07	2.02667e+07	1.94525e+07	1.94223e+07	1.9419e+07	1.95004e+07	1.94958e+07	2.02243e+07	2.02308e+07	1.88209e+07	1.99158e+07	1.98441e+07	1.91935e+07	1.88604e+07	1.88629e+07	1.91701e+07	1.92073e+07	2.21382e+07	2.21678e+07	2.22258e+07	2.30689e+07	2.33618e+07	2.31752e+07	1.99265e+07	1.98917e+07	1.989e+07	1.95564e+07	1.95505e+07	2.03758e+07	2.1725e+07	2.15044e+07	2.31091e+07	2.33397e+07	2.05826e+07	2.03436e+07	2.04516e+07	2.12473e+07	2.00199e+07	1.96785e+07	1.95319e+07	2.36858e+07	2.29412e+07	2.26827e+07	2.08713e+07	2.32842e+07	2.31293e+07	2.4435e+07	2.30983e+07	2.2103e+07	2.35317e+07	2.23104e+07	2.19768e+07	2.25981e+07	2.17698e+07	2.59074e+07	2.56978e+07	2.56245e+07	2.51426e+07	2.56948e+07	2.51851e+07	2.47467e+07	2.38532e+07	2.35023e+07	2.35885e+07	2.32064e+07	2.24293e+07	2.3753e+07	2.30325e+07	2.37365e+07	2.43516e+07	2.34672e+07	2.37152e+07	2.43322e+07	2.38417e+07	2.39131e+07	2.38193e+07	2.40401e+07	2.38127e+07	2.40234e+07	2.44238e+07	2.46393e+07	2.45342e+07	2.42425e+07	2.40759e+07	2.43181e+07	2.39703e+07	2.37231e+07	2.36979e+07	2.38247e+07	2.45135e+07	2.35078e+07	2.33276e+07	2.3281e+07	2.32711e+07	2.40873e+07	2.37729e+07	2.46559e+07	2.38338e+07	2.3619e+07	2.36894e+07	2.35347e+07	2.45443e+07	2.4301e+07	2.50356e+07	2.45902e+07	2.48136e+07	2.48082e+07	2.48318e+07	2.45215e+07	2.51334e+07	2.50579e+07	2.47912e+07	2.47644e+07	2.53143e+07	2.48637e+07	2.53223e+07	2.50143e+07	2.49962e+07	2.52638e+07	2.51007e+07	2.50884e+07	2.52688e+07	2.55504e+07	2.55698e+07	2.56544e+07	2.56718e+07	2.57943e+07	2.58331e+07	2.58777e+07	2.56883e+07	2.56137e+07	2.56539e+07	2.5612e+07	2.56437e+07	2.55552e+07	2.57354e+07	2.59186e+07	2.59611e+07	2.5823e+07	2.48845e+07	2.47763e+07	2.47273e+07	2.43184e+07	2.53503e+07	2.44515e+07	2.46077e+07	2.44919e+07	2.48365e+07	2.44327e+07	2.58925e+07	2.55509e+07	2.53683e+07	2.49089e+07	2.49892e+07	2.55101e+07	2.5124e+07	2.51897e+07	2.51164e+07	2.45556e+07	2.4675e+07	2.46468e+07	2.4981e+07	2.47563e+07	2.5477e+07	2.47332e+07	2.50401e+07	2.53096e+07	2.50296e+07	2.50287e+07	2.64586e+07	2.4857e+07	2.57045e+07	2.49516e+07	2.55519e+07	2.47905e+07	2.47362e+07	2.51712e+07	2.54412e+07	2.52441e+07	2.52399e+07	2.51218e+07	2.51761e+07	2.47739e+07	2.52651e+07	2.42896e+07	2.43933e+07	2.50316e+07	2.52206e+07	2.49294e+07	2.48482e+07	2.48351e+07	2.49902e+07	2.48722e+07	2.47375e+07	2.50632e+07	2.51374e+07	2.51038e+07	2.52215e+07	2.49214e+07	2.44854e+07	2.37727e+07	2.45882e+07	2.42625e+07	2.36633e+07	2.38195e+07	2.4966e+07	2.41574e+07	2.39529e+07	2.39769e+07	2.39715e+07	2.43052e+07	2.42577e+07	2.43646e+07	2.39539e+07	2.50394e+07	2.37024e+07	2.39722e+07	2.3978e+07	2.39049e+07	2.26016e+07	2.1478e+07	2.1536e+07	2.31823e+07	2.27479e+07	2.31499e+07	2.31947e+07	2.36556e+07	2.30125e+07	2.28931e+07	2.28164e+07	2.36475e+07	2.47162e+07	2.3801e+07	2.38101e+07	2.31467e+07	2.36253e+07	2.112e+07	2.1307e+07	2.26922e+07	2.25445e+07	2.72818e+07	2.70696e+07	2.08319e+07	2.07106e+07	1.95677e+07	1.95632e+07	2.05274e+07	2.09437e+07	2.11076e+07	1.99211e+07	1.96681e+07	2.1874e+07	2.10142e+07	2.09917e+07	2.14236e+07	2.1742e+07	2.18059e+07	2.2289e+07	2.1756e+07	2.13436e+07	2.16952e+07	2.27558e+07	2.14862e+07	2.26085e+07	2.24698e+07	1.87297e+07	1.96669e+07	2.00349e+07	2.04485e+07	2.07548e+07	2.09435e+07	2.29406e+07	2.21485e+07	2.26696e+07	2.2638e+07	2.3365e+07	2.35867e+07	2.31746e+07
