T194	T111	228333405.9136409	16283.654449678254
T194	T37	228333405.9136409	16283.654449678254
T131	T151	783175599.52825	14727.914010853274
T131	T156	783175599.52825	14727.914010853274
T116	T171	1147349713.4595203	43609.66618804011
T116	T6	1147349713.4595203	43609.66618804011
T120	T160	2190245368.3369193	40797.015231871024
T120	T88	2190245368.3369193	40797.015231871024
T173	T137	3265176750.3870754	85215.81193685402
T173	T39	3265176750.3870754	85215.81193685402
T146	T155	3843565356.324169	2205.136667052842
T146	T94	3843565356.324169	2205.136667052842
T32	T145	4441140537.846738	9557.722287968974
T32	T97	4441140537.846738	9557.722287968974
T148	T179	4885464337.835626	131587.5459661253
T148	T77	4885464337.835626	131587.5459661253
T33	T40	5578766034.170137	133305.51906210952
T33	T76	5578766034.170137	133305.51906210952
T61	T86	5765108177.3118725	75549.29849335681
T61	T89	5765108177.3118725	75549.29849335681
T9	T116	6235135222.458328	115848.32441379089
T170	T173	7408217579.003771	87512.64497495361
T109	T113	8372195367.263611	159873.62655744966
T109	T177	8372195367.263611	159873.62655744966
T186	T165	8571273741.183174	68578.5190767376
T186	T90	8571273741.183174	68578.5190767376
T8	T148	8808736645.801205	24005.73328867248
T82	T132	9481297472.470596	6984.075166435919
T82	T34	9481297472.470596	6984.075166435919
T196	T3	10255474756.747324	206661.41432081859
T196	T96	10255474756.747324	206661.41432081859
T122	T120	10581544995.819016	169548.98662859882
T15	T192	10629776917.967026	161267.36223857178
T15	T93	10629776917.967026	161267.36223857178
T129	T8	10644144430.889557	27653.06517689939
T178	T146	11551824391.931686	182385.00213107225
T91	T170	12191614622.859987	88609.85529032208
T36	T81	12858663909.845676	39397.11565065179
T100	T126	13487007508.44775	271254.63530552224
T100	T74	13487007508.44775	271254.63530552224
T81	T152	13874329376.371769	7659.608311796654
T81	T184	13874329376.371769	7659.608311796654
T52	T139	16818055021.72581	124472.66532140499
T52	T23	16818055021.72581	124472.66532140499
T46	T1	16845688357.6846	72906.70738199653
T46	T98	16845688357.6846	72906.70738199653
T187	T136	17379145170.952164	209415.10972577112
T187	T60	17379145170.952164	209415.10972577112
T73	T178	17502623282.40602	61314.28059822246
T128	T18	18220779671.360603	284990.0678324597
T128	T26	18220779671.360603	284990.0678324597
T69	T33	19083552854.372597	87909.93477773984
T48	T103	19337723767.957134	43370.943078018994
T48	T154	19337723767.957134	43370.943078018994
T21	T100	20008625077.623455	67059.96043786869
T123	T106	20839281424.216618	110730.40514379472
T123	T180	20839281424.216618	110730.40514379472
T43	T25	21333052551.094166	354815.2159939956
T43	T63	21333052551.094166	354815.2159939956
T24	T2	21463536522.931576	19174.599174157738
T24	T47	21463536522.931576	19174.599174157738
T121	T91	22828080967.705708	80799.78275271518
T107	T9	22987152239.662186	80544.27652005652
T44	T32	26180185736.09525	334334.63336798677
T14	T82	34069037535.9823	373835.4876065067
T16	T43	34500038896.320496	15980.849273002737
T28	T121	34511494041.268585	166288.96764466513
T99	T16	38135791011.34696	42845.34011942623
T102	T99	39780677576.406654	25024.883650511423
T153	T29	40496341763.34044	477971.68353336735
T153	T80	40496341763.34044	477971.68353336735
T56	T147	43662540349.493355	200385.13073038717
T56	T176	43662540349.493355	200385.13073038717
T158	T51	43887408079.356094	80562.63798956419
T158	T7	43887408079.356094	80562.63798956419
T35	T162	44798051805.73193	10814.504419125435
T35	T71	44798051805.73193	10814.504419125435
T172	T200	49619771471.442505	42399.59878320429
T172	T64	49619771471.442505	42399.59878320429
T161	T164	51361776868.83614	436233.0218535186
T161	T182	51361776868.83614	436233.0218535186
T65	T161	60503512287.80755	7755.603974777382
T117	T35	63039719491.77565	138207.04671038024
T174	T14	63207072301.12259	190778.27054683864
T58	T15	67912697293.07654	509246.8130828559
T20	T174	76670585685.4364	33593.786049783135
T19	T22	78393669055.32042	415867.57775788585
T19	T31	78393669055.32042	415867.57775788585
T149	T153	81173066192.01021	267131.75404495874
T41	T114	87812783345.08353	111043.91912192672
T41	T157	87812783345.08353	111043.91912192672
T67	T11	94134667017.19604	1912.1632087166456
T67	T199	94134667017.19604	1912.1632087166456
T78	T52	106400770827.25204	607386.786232752
T45	T135	107046578831.8279	270027.43696503254
T45	T53	107046578831.8279	270027.43696503254
T54	T119	107687379459.96254	24314.879201478238
T54	T190	107687379459.96254	24314.879201478238
T30	T110	150417628869.69513	834918.2259314726
T30	T198	150417628869.69513	834918.2259314726
T112	T67	259844511342.71072	119305.04304977944
