T70	T120	511746937.27368295	36835.35126656303
T70	T178	511746937.27368295	36835.35126656303
T90	T70	835402613.4887908	2341.5133714401354
T76	T21	1323035808.5954704	77152.98594110527
T76	T77	1323035808.5954704	77152.98594110527
T15	T113	1492028292.8357904	64422.272068622835
T15	T7	1492028292.8357904	64422.272068622835
T62	T15	2064894748.2866833	6607.464189384616
T13	T32	2159870564.384782	51934.93299562896
T13	T53	2159870564.384782	51934.93299562896
T156	T133	2165944309.33572	91353.26486542904
T156	T26	2165944309.33572	91353.26486542904
T107	T47	2860192725.6169386	84017.58270283598
T107	T68	2860192725.6169386	84017.58270283598
T160	T127	3376503265.0208373	21805.658944320607
T160	T134	3376503265.0208373	21805.658944320607
T14	T3	3611387528.5485497	6592.32140381247
T14	T42	3611387528.5485497	6592.32140381247
T30	T184	4189583518.812762	101323.86204035883
T30	T49	4189583518.812762	101323.86204035883
T154	T181	4672876751.78895	19682.49217833289
T154	T51	4672876751.78895	19682.49217833289
T71	T131	5333278923.750828	33210.52257197195
T71	T20	5333278923.750828	33210.52257197195
T153	T169	5530458982.019988	34752.67939998986
T153	T171	5530458982.019988	34752.67939998986
T66	T162	5633482765.742346	62634.15751196657
T66	T73	5633482765.742346	62634.15751196657
T139	T160	5741183328.191293	32169.4087375197
T64	T167	5972646826.515463	111993.86639675855
T64	T92	5972646826.515463	111993.86639675855
T100	T62	6580013449.857338	166126.02547902815
T40	T14	7338479767.286431	118802.77229665683
T196	T132	9028171800.712498	233229.1431553209
T196	T54	9028171800.712498	233229.1431553209
T84	T164	9054537837.919334	33894.122679488086
T84	T28	9054537837.919334	33894.122679488086
T112	T23	9362402549.825132	138253.8097338729
T112	T56	9362402549.825132	138253.8097338729
T103	T66	10335621897.609365	130312.93129168288
T141	T145	10538804142.5134	170793.28451610147
T141	T148	10538804142.5134	170793.28451610147
T8	T135	11765348094.403055	144429.237431002
T8	T159	11765348094.403055	144429.237431002
T161	T196	11771684261.079378	36216.37785042472
T45	T8	16563187467.351044	67228.49212743928
T98	T170	16658436187.086353	67963.4912340281
T98	T46	16658436187.086353	67963.4912340281
T136	T105	16800509305.84307	9596.542278324421
T136	T85	16800509305.84307	9596.542278324421
T114	T13	17759358001.157047	294962.9614243764
T24	T161	20345201966.681473	124164.51128930046
T189	T125	22910590843.64869	123341.38763135113
T189	T6	22910590843.64869	123341.38763135113
T191	T11	24320726210.63501	39468.545308813875
T191	T93	24320726210.63501	39468.545308813875
T10	T198	24645241732.316082	272123.10611302115
T10	T69	24645241732.316082	272123.10611302115
T89	T88	30734869925.112152	79069.18650508324
T89	T91	30734869925.112152	79069.18650508324
T27	T136	33825802509.11155	258008.94050615924
T199	T36	45056983692.493904	333142.85561714886
T199	T86	45056983692.493904	333142.85561714886
T5	T147	47250319186.72783	485717.34072888305
T5	T95	47250319186.72783	485717.34072888305
T143	T140	98860873146.39287	252957.184802684
T143	T200	98860873146.39287	252957.184802684
T4	T128	122644084014.82617	102656.84167850965
T4	T34	122644084014.82617	102656.84167850965
T78	T177	131980156211.1045	24961.607230843354
T121	T104	137938686518.50073	14990.40298497866
T104	T4	147079117118.65588	31295.74469646651
T87	T111	162370593479.82816	727096.5786796052
T87	T149	162370593479.82816	727096.5786796052
T97	T130	165175519248.28894	988050.9744891919
T97	T194	165175519248.28894	988050.9744891919
