	Struthio_camelus	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Mesitornis_unicolor	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Mesembrinibis_cayennensis	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Fregata_magnificens	Cochlearius_cochlearius	Egretta_garzetta	Nipponia_nippon	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Podargus_strigoides	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Nyctibius_bracteatus	Nyctibius_grandis	Caloenas_nicobarica	Columbina_picui	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Eurypyga_helias	Rhynochetos_jubatus	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Colius_striatus	Urocolius_indicus	Leptosomus_discolor	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Pomatostomus_ruficeps	Melanocharis_versteri	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Catharus_fuscescens	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Buphagus_erythrorhynchus	Cinclus_mexicanus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Sylvietta_virens	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Hirundo_rustica	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Pomatorhinus_ruficollis	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Brachypodius_atriceps	Pycnonotus_jocosus	Oxylabes_madagascariensis	Locustella_ochotensis	Donacobius_atricapilla	Regulus_satrapa	Elachura_formosa	Bombycilla_garrulus	Phainopepla_nitens	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Urocynchramus_pylzowi	Peucedramus_taeniatus	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Calcarius_ornatus	Rhodinocichla_rosea	Emberiza_fucata	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Passer_domesticus	Hypocryptadius_cinnamomeus	Prunella_fulvescens	Prunella_himalayana	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Orthonyx_spaldingii	Dicrurus_megarhynchus	Struthidea_cinerea	Myiagra_hebetior	Ifrita_kowaldi	Paradisaea_raggiana	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Chaetorhynchus_papuensis	Rhipidura_dahli	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Dyaphorophyia_castanea	Mystacornis_crossleyi	Rhagologus_leucostigma	Dryoscopus_gambensis	Falcunculus_frontatus	Oreocharis_arfaki	Daphoenositta_chrysoptera	Oriolus_oriolus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Ptilorrhoa_leucosticta	Eulacestoma_nigropectus	Aleadryas_rufinucha	Pachycephala_philippinensis	Mohoua_ochrocephala	Edolisoma_coerulescens	Malurus_elegans	Grantiella_picta	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Grallaria_varia	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Lepidothrix_coronata	Manacus_manacus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Cephalopterus_ornatus	Pachyramphus_minor	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Smithornis_capensis	Pitta_sordida	Calyptomena_viridis	Cariama_cristata	Chunga_burmeisteri	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Psilopogon_haemacephalus	Tricholaema_leucomelas	Picoides_pubescens	Indicator_maculatus	Bucco_capensis	Galbula_dea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Apaloderma_vittatum	Trogon_melanurus	Opisthocomus_hoazin	Turnix_velox	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Phaethon_lepturus	Gavia_stellata	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Gallus_gallus	Coturnix_japonica
Struthio_camelus	0	5.09186e+06	5.09687e+06	5.08297e+06	5.07599e+06	1.26311e+07	1.0994e+07	1.04145e+07	1.04147e+07	1.13029e+07	1.14697e+07	1.10865e+07	1.10521e+07	1.09055e+07	1.09141e+07	5.32762e+06	5.56311e+06	7.33526e+06	7.34229e+06	1.71652e+07	1.69865e+07	1.80471e+07	1.67774e+07	1.78998e+07	1.7761e+07	1.45399e+07	1.55579e+07	1.55156e+07	1.5522e+07	1.47438e+07	1.47135e+07	1.47102e+07	1.47916e+07	1.47871e+07	1.39652e+07	1.45725e+07	1.44529e+07	1.45609e+07	1.49492e+07	1.4218e+07	1.43171e+07	1.82318e+07	1.74397e+07	1.88779e+07	1.84659e+07	1.79608e+07	1.79293e+07	1.86562e+07	1.40209e+07	1.49581e+07	1.53261e+07	1.45371e+07	1.53355e+07	1.57583e+07	1.46448e+07	1.3754e+07	1.3926e+07	1.44056e+07	1.50998e+07	1.46514e+07	1.57662e+07	1.58739e+07	1.56348e+07	1.57428e+07	1.57397e+07	1.6046e+07	1.62348e+07	1.63054e+07	1.62829e+07	1.67149e+07	1.65982e+07	1.58186e+07	1.62349e+07	1.63988e+07	1.64112e+07	1.52123e+07	1.49593e+07	1.66349e+07	1.75802e+07	1.70473e+07	1.70333e+07	1.70971e+07	1.70162e+07	1.67956e+07	1.41121e+07	1.5207e+07	1.51353e+07	1.44847e+07	1.41516e+07	1.41541e+07	1.44614e+07	1.44985e+07	1.84003e+07	1.86309e+07	1.61626e+07	1.61232e+07	1.60018e+07	1.48589e+07	1.48545e+07	1.74294e+07	1.7459e+07	1.7517e+07	1.83602e+07	1.86531e+07	1.84665e+07	1.88797e+07	1.96428e+07	1.9064e+07	2.00244e+07	2.07682e+07	2.03314e+07	2.06008e+07	2.03209e+07	2.03199e+07	2.06596e+07	2.00475e+07	2.02723e+07	1.99662e+07	1.9938e+07	1.98469e+07	2.08421e+07	2.02001e+07	2.02804e+07	2.04809e+07	2.04076e+07	2.08013e+07	2.04152e+07	2.06416e+07	1.97427e+07	1.98989e+07	1.97831e+07	2.02428e+07	2.09958e+07	1.95809e+07	1.96845e+07	2.04625e+07	2.00817e+07	2.00274e+07	2.07324e+07	2.05353e+07	2.05311e+07	2.04131e+07	2.05127e+07	2.02127e+07	2.01483e+07	2.08431e+07	2.02814e+07	2.01635e+07	2.00288e+07	2.03545e+07	2.03228e+07	2.05118e+07	2.02206e+07	2.01394e+07	2.01263e+07	2.04287e+07	2.03951e+07	2.00651e+07	2.04674e+07	2.05564e+07	2.11838e+07	2.17498e+07	2.01278e+07	1.97239e+07	1.95922e+07	2.00185e+07	1.96096e+07	1.98815e+07	2.01048e+07	2.03268e+07	2.0123e+07	2.00994e+07	1.98127e+07	2.00824e+07	2.00556e+07	2.04247e+07	2.03492e+07	2.06135e+07	2.03055e+07	2.02874e+07	2.0555e+07	2.03919e+07	2.03797e+07	2.08416e+07	2.056e+07	2.09795e+07	2.09349e+07	2.08464e+07	2.10266e+07	2.09451e+07	2.09049e+07	2.09032e+07	2.0861e+07	2.09456e+07	2.09631e+07	2.12098e+07	2.12523e+07	2.10855e+07	2.11142e+07	2.11243e+07	2.11689e+07	2.06056e+07	2.01549e+07	2.01757e+07	2.00675e+07	1.98355e+07	1.98794e+07	1.95537e+07	1.89545e+07	1.91108e+07	1.97767e+07	1.90277e+07	1.89806e+07	1.90641e+07	1.93785e+07	1.9125e+07	1.89102e+07	1.99471e+07	1.8799e+07	1.86188e+07	1.85722e+07	1.85623e+07	1.91159e+07	1.98047e+07	1.92615e+07	1.90143e+07	1.95337e+07	1.96093e+07	1.89891e+07	1.93671e+07	1.92043e+07	1.96235e+07	1.93314e+07	1.93146e+07	1.9715e+07	1.99305e+07	1.98254e+07	1.87584e+07	1.91039e+07	1.91329e+07	1.91106e+07	1.90064e+07	1.88259e+07	2.02572e+07	1.94486e+07	1.92442e+07	1.92681e+07	1.92627e+07	1.90443e+07	1.83237e+07	1.84976e+07	1.77206e+07	1.96558e+07	2.03307e+07	1.89936e+07	1.92634e+07	1.92693e+07	1.91961e+07	1.92451e+07	1.95965e+07	1.95489e+07	1.67692e+07	1.68272e+07	1.81843e+07	1.81077e+07	1.84735e+07	1.80391e+07	1.84859e+07	1.89468e+07	1.84411e+07	1.78928e+07	1.83037e+07	1.90922e+07	1.91013e+07	1.89387e+07	1.89166e+07	2.00074e+07	1.8438e+07	1.48476e+07	1.48417e+07	1.52177e+07	1.51829e+07	1.51812e+07	2.09157e+07	2.04338e+07	2.0986e+07	2.11986e+07	2.0989e+07	2.04763e+07	2.00379e+07	1.91444e+07	1.87935e+07	1.88229e+07	1.76016e+07	1.72681e+07	1.85755e+07	1.84205e+07	1.97262e+07	1.83895e+07	1.73942e+07	1.78893e+07	1.7061e+07	2.2573e+07	2.23608e+07	1.79834e+07	1.78357e+07	1.65348e+07	2.15095e+07	1.50023e+07	1.51558e+07	1.51288e+07	1.51632e+07	1.54196e+07	1.5163e+07	1.5086e+07	1.48886e+07	1.48927e+07	1.48877e+07	1.51422e+07	1.60239e+07	1.60845e+07	1.50404e+07	1.50222e+07	1.52022e+07	1.72729e+07	1.60867e+07	1.6549e+07	1.70842e+07	1.69325e+07	1.5034e+07	1.53057e+07	1.54152e+07	1.47581e+07	1.51195e+07	1.4514e+07	1.48377e+07	1.5667e+07	1.46629e+07	1.89771e+07	1.82325e+07	1.79739e+07	1.65385e+07	1.53111e+07	1.49698e+07	1.48231e+07	1.51825e+07	1.49691e+07	1.63208e+07	1.71644e+07	1.72618e+07	1.71661e+07	1.71664e+07	1.80822e+07	1.84255e+07	1.81335e+07	1.96968e+07	1.99215e+07	1.99951e+07	1.9159e+07	1.92892e+07	1.97931e+07	1.89937e+07	2.04078e+07
Apteryx_haastii	5.09186e+06	0	91038.8	484009	477032	1.06282e+07	8.99111e+06	8.41155e+06	8.41176e+06	9.29999e+06	9.46673e+06	9.08356e+06	9.04916e+06	8.90255e+06	8.91113e+06	3.32469e+06	3.56018e+06	5.33233e+06	5.33936e+06	1.57781e+07	1.55993e+07	1.666e+07	1.53903e+07	1.65127e+07	1.63739e+07	1.31528e+07	1.41708e+07	1.41285e+07	1.41349e+07	1.33566e+07	1.33264e+07	1.33231e+07	1.34045e+07	1.33999e+07	1.25781e+07	1.31854e+07	1.30658e+07	1.31738e+07	1.35621e+07	1.28309e+07	1.293e+07	1.68447e+07	1.60526e+07	1.74908e+07	1.70787e+07	1.65737e+07	1.65422e+07	1.72691e+07	1.26338e+07	1.3571e+07	1.3939e+07	1.315e+07	1.39484e+07	1.43711e+07	1.32577e+07	1.23669e+07	1.25389e+07	1.30185e+07	1.37126e+07	1.32642e+07	1.43791e+07	1.44868e+07	1.42477e+07	1.43557e+07	1.43526e+07	1.46589e+07	1.48477e+07	1.49183e+07	1.48958e+07	1.53277e+07	1.52111e+07	1.44315e+07	1.48478e+07	1.50117e+07	1.50241e+07	1.38252e+07	1.35722e+07	1.52478e+07	1.61931e+07	1.56602e+07	1.56462e+07	1.571e+07	1.56291e+07	1.54085e+07	1.2725e+07	1.38199e+07	1.37482e+07	1.30976e+07	1.27645e+07	1.2767e+07	1.30742e+07	1.31114e+07	1.70132e+07	1.72438e+07	1.47754e+07	1.4736e+07	1.46147e+07	1.34718e+07	1.34674e+07	1.60423e+07	1.60719e+07	1.61299e+07	1.6973e+07	1.72659e+07	1.70793e+07	1.74926e+07	1.82557e+07	1.76768e+07	1.86373e+07	1.93811e+07	1.89442e+07	1.92137e+07	1.89338e+07	1.89328e+07	1.92725e+07	1.86604e+07	1.88851e+07	1.85791e+07	1.85509e+07	1.84597e+07	1.9455e+07	1.8813e+07	1.88933e+07	1.90938e+07	1.90205e+07	1.94142e+07	1.90281e+07	1.92545e+07	1.83556e+07	1.85118e+07	1.8396e+07	1.88557e+07	1.96087e+07	1.81937e+07	1.82974e+07	1.90754e+07	1.86946e+07	1.86403e+07	1.93453e+07	1.91482e+07	1.9144e+07	1.90259e+07	1.91256e+07	1.88255e+07	1.87612e+07	1.9456e+07	1.88943e+07	1.87763e+07	1.86417e+07	1.89674e+07	1.89357e+07	1.91247e+07	1.88335e+07	1.87523e+07	1.87392e+07	1.90415e+07	1.90079e+07	1.8678e+07	1.90803e+07	1.91692e+07	1.97966e+07	2.03627e+07	1.87407e+07	1.83368e+07	1.82051e+07	1.86314e+07	1.82225e+07	1.84944e+07	1.87177e+07	1.89397e+07	1.87359e+07	1.87123e+07	1.84256e+07	1.86953e+07	1.86685e+07	1.90376e+07	1.8962e+07	1.92264e+07	1.89184e+07	1.89003e+07	1.91679e+07	1.90048e+07	1.89926e+07	1.94545e+07	1.91729e+07	1.95924e+07	1.95478e+07	1.94593e+07	1.96395e+07	1.9558e+07	1.95178e+07	1.95161e+07	1.94739e+07	1.95585e+07	1.9576e+07	1.98227e+07	1.98652e+07	1.96984e+07	1.97271e+07	1.97372e+07	1.97818e+07	1.92185e+07	1.87678e+07	1.87886e+07	1.86804e+07	1.84484e+07	1.84923e+07	1.81666e+07	1.75674e+07	1.77237e+07	1.83896e+07	1.76406e+07	1.75935e+07	1.7677e+07	1.79914e+07	1.77379e+07	1.75231e+07	1.856e+07	1.74119e+07	1.72317e+07	1.71851e+07	1.71752e+07	1.77288e+07	1.84176e+07	1.78744e+07	1.76272e+07	1.81466e+07	1.82222e+07	1.7602e+07	1.798e+07	1.78172e+07	1.82363e+07	1.79442e+07	1.79275e+07	1.83279e+07	1.85434e+07	1.84383e+07	1.73713e+07	1.77168e+07	1.77458e+07	1.77234e+07	1.76193e+07	1.74388e+07	1.88701e+07	1.80615e+07	1.78571e+07	1.7881e+07	1.78756e+07	1.76571e+07	1.69366e+07	1.71105e+07	1.63335e+07	1.82687e+07	1.89436e+07	1.76065e+07	1.78763e+07	1.78821e+07	1.7809e+07	1.7858e+07	1.82093e+07	1.81618e+07	1.53821e+07	1.54401e+07	1.67972e+07	1.67206e+07	1.70864e+07	1.6652e+07	1.70988e+07	1.75597e+07	1.7054e+07	1.65057e+07	1.69166e+07	1.77051e+07	1.77142e+07	1.75516e+07	1.75294e+07	1.86203e+07	1.70508e+07	1.34605e+07	1.34546e+07	1.38306e+07	1.37958e+07	1.37941e+07	1.95286e+07	1.90467e+07	1.95989e+07	1.98115e+07	1.96019e+07	1.90892e+07	1.86508e+07	1.77573e+07	1.74064e+07	1.74358e+07	1.62145e+07	1.5881e+07	1.71883e+07	1.70334e+07	1.83391e+07	1.70024e+07	1.60071e+07	1.65022e+07	1.56739e+07	2.11859e+07	2.09737e+07	1.65963e+07	1.64486e+07	1.51476e+07	2.01224e+07	1.36151e+07	1.37687e+07	1.37417e+07	1.37761e+07	1.40325e+07	1.37759e+07	1.36989e+07	1.35014e+07	1.35056e+07	1.35006e+07	1.37551e+07	1.46368e+07	1.46974e+07	1.36533e+07	1.36351e+07	1.38151e+07	1.58858e+07	1.46996e+07	1.51619e+07	1.56971e+07	1.55453e+07	1.36469e+07	1.39186e+07	1.40281e+07	1.3371e+07	1.37324e+07	1.31269e+07	1.34506e+07	1.42799e+07	1.32758e+07	1.75899e+07	1.68453e+07	1.65868e+07	1.51514e+07	1.3924e+07	1.35827e+07	1.3436e+07	1.37954e+07	1.3582e+07	1.49337e+07	1.57773e+07	1.58747e+07	1.5779e+07	1.57793e+07	1.66951e+07	1.70384e+07	1.67463e+07	1.83097e+07	1.85344e+07	1.8608e+07	1.77719e+07	1.79021e+07	1.8406e+07	1.76066e+07	1.90207e+07
Apteryx_owenii	5.09687e+06	91038.8	0	489015	482038	1.06332e+07	8.99612e+06	8.41655e+06	8.41677e+06	9.305e+06	9.47173e+06	9.08857e+06	9.05417e+06	8.90756e+06	8.91613e+06	3.3297e+06	3.56519e+06	5.33733e+06	5.34436e+06	1.57831e+07	1.56043e+07	1.6665e+07	1.53953e+07	1.65177e+07	1.63789e+07	1.31578e+07	1.41758e+07	1.41335e+07	1.41399e+07	1.33616e+07	1.33314e+07	1.33281e+07	1.34095e+07	1.34049e+07	1.25831e+07	1.31904e+07	1.30708e+07	1.31788e+07	1.35671e+07	1.28359e+07	1.2935e+07	1.68497e+07	1.60576e+07	1.74958e+07	1.70838e+07	1.65787e+07	1.65472e+07	1.72741e+07	1.26388e+07	1.3576e+07	1.3944e+07	1.3155e+07	1.39534e+07	1.43761e+07	1.32627e+07	1.23719e+07	1.25439e+07	1.30235e+07	1.37177e+07	1.32693e+07	1.43841e+07	1.44918e+07	1.42527e+07	1.43607e+07	1.43576e+07	1.46639e+07	1.48527e+07	1.49233e+07	1.49008e+07	1.53328e+07	1.52161e+07	1.44365e+07	1.48528e+07	1.50167e+07	1.50291e+07	1.38302e+07	1.35772e+07	1.52528e+07	1.61981e+07	1.56652e+07	1.56512e+07	1.5715e+07	1.56341e+07	1.54135e+07	1.273e+07	1.38249e+07	1.37532e+07	1.31026e+07	1.27695e+07	1.2772e+07	1.30792e+07	1.31164e+07	1.70182e+07	1.72488e+07	1.47805e+07	1.4741e+07	1.46197e+07	1.34768e+07	1.34724e+07	1.60473e+07	1.60769e+07	1.61349e+07	1.6978e+07	1.72709e+07	1.70843e+07	1.74976e+07	1.82607e+07	1.76819e+07	1.86423e+07	1.93861e+07	1.89493e+07	1.92187e+07	1.89388e+07	1.89378e+07	1.92775e+07	1.86654e+07	1.88901e+07	1.85841e+07	1.85559e+07	1.84647e+07	1.946e+07	1.8818e+07	1.88983e+07	1.90988e+07	1.90255e+07	1.94192e+07	1.90331e+07	1.92595e+07	1.83606e+07	1.85168e+07	1.8401e+07	1.88607e+07	1.96137e+07	1.81987e+07	1.83024e+07	1.90804e+07	1.86996e+07	1.86453e+07	1.93503e+07	1.91532e+07	1.9149e+07	1.90309e+07	1.91306e+07	1.88306e+07	1.87662e+07	1.9461e+07	1.88993e+07	1.87813e+07	1.86467e+07	1.89724e+07	1.89407e+07	1.91297e+07	1.88385e+07	1.87573e+07	1.87442e+07	1.90466e+07	1.90129e+07	1.8683e+07	1.90853e+07	1.91743e+07	1.98016e+07	2.03677e+07	1.87457e+07	1.83418e+07	1.82101e+07	1.86364e+07	1.82275e+07	1.84994e+07	1.87227e+07	1.89447e+07	1.87409e+07	1.87173e+07	1.84306e+07	1.87003e+07	1.86735e+07	1.90426e+07	1.8967e+07	1.92314e+07	1.89234e+07	1.89053e+07	1.91729e+07	1.90098e+07	1.89976e+07	1.94595e+07	1.91779e+07	1.95974e+07	1.95528e+07	1.94643e+07	1.96445e+07	1.9563e+07	1.95228e+07	1.95211e+07	1.94789e+07	1.95635e+07	1.9581e+07	1.98277e+07	1.98702e+07	1.97034e+07	1.97321e+07	1.97422e+07	1.97868e+07	1.92235e+07	1.87728e+07	1.87936e+07	1.86854e+07	1.84534e+07	1.84973e+07	1.81716e+07	1.75724e+07	1.77287e+07	1.83946e+07	1.76456e+07	1.75985e+07	1.7682e+07	1.79964e+07	1.77429e+07	1.75281e+07	1.8565e+07	1.74169e+07	1.72367e+07	1.71901e+07	1.71802e+07	1.77338e+07	1.84226e+07	1.78794e+07	1.76322e+07	1.81516e+07	1.82272e+07	1.7607e+07	1.7985e+07	1.78222e+07	1.82413e+07	1.79492e+07	1.79325e+07	1.83329e+07	1.85484e+07	1.84433e+07	1.73763e+07	1.77218e+07	1.77508e+07	1.77285e+07	1.76243e+07	1.74438e+07	1.88751e+07	1.80665e+07	1.78621e+07	1.7886e+07	1.78806e+07	1.76622e+07	1.69416e+07	1.71155e+07	1.63385e+07	1.82737e+07	1.89486e+07	1.76115e+07	1.78813e+07	1.78872e+07	1.7814e+07	1.7863e+07	1.82143e+07	1.81668e+07	1.53871e+07	1.54451e+07	1.68022e+07	1.67256e+07	1.70914e+07	1.6657e+07	1.71038e+07	1.75647e+07	1.7059e+07	1.65107e+07	1.69216e+07	1.77101e+07	1.77192e+07	1.75566e+07	1.75344e+07	1.86253e+07	1.70559e+07	1.34655e+07	1.34596e+07	1.38356e+07	1.38008e+07	1.37991e+07	1.95336e+07	1.90517e+07	1.96039e+07	1.98165e+07	1.96069e+07	1.90942e+07	1.86558e+07	1.77623e+07	1.74114e+07	1.74408e+07	1.62195e+07	1.5886e+07	1.71934e+07	1.70384e+07	1.83441e+07	1.70074e+07	1.60121e+07	1.65072e+07	1.56789e+07	2.11909e+07	2.09787e+07	1.66013e+07	1.64536e+07	1.51526e+07	2.01274e+07	1.36201e+07	1.37737e+07	1.37467e+07	1.37811e+07	1.40375e+07	1.37809e+07	1.37039e+07	1.35064e+07	1.35106e+07	1.35056e+07	1.37601e+07	1.46418e+07	1.47024e+07	1.36583e+07	1.36401e+07	1.38201e+07	1.58908e+07	1.47046e+07	1.51669e+07	1.57021e+07	1.55504e+07	1.36519e+07	1.39236e+07	1.40331e+07	1.3376e+07	1.37374e+07	1.31319e+07	1.34556e+07	1.42849e+07	1.32808e+07	1.75949e+07	1.68503e+07	1.65918e+07	1.51564e+07	1.3929e+07	1.35877e+07	1.3441e+07	1.38004e+07	1.3587e+07	1.49387e+07	1.57823e+07	1.58797e+07	1.5784e+07	1.57843e+07	1.67001e+07	1.70434e+07	1.67513e+07	1.83147e+07	1.85394e+07	1.8613e+07	1.77769e+07	1.79071e+07	1.8411e+07	1.76116e+07	1.90257e+07
