	Struthio_camelus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Gallus_gallus	Coturnix_japonica	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Phoenicopterus_ruber	Phaethon_lepturus	Nyctibius_bracteatus	Nyctibius_grandis	Opisthocomus_hoazin	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Eurypyga_helias	Rhynochetos_jubatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cariama_cristata	Chunga_burmeisteri	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Acanthisitta_chloris	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Ptilorrhoa_leucosticta	Oreocharis_arfaki	Lanius_ludovicianus	Struthidea_cinerea	Ifrita_kowaldi	Paradisaea_raggiana	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Myiagra_hebetior	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Daphoenositta_chrysoptera	Eulacestoma_nigropectus	Edolisoma_coerulescens	Aleadryas_rufinucha	Falcunculus_frontatus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Pachycephala_philippinensis	Oriolus_oriolus	Mohoua_ochrocephala	Rhagologus_leucostigma	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Mystacornis_crossleyi	Dryoscopus_gambensis	Dyaphorophyia_castanea	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Regulus_satrapa	Bombycilla_garrulus	Phainopepla_nitens	Irena_cyanogastra	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Elachura_formosa	Alaudala_cheleensis	Panurus_biarmicus	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Brachypodius_atriceps	Pycnonotus_jocosus	Hirundo_rustica	Sylvietta_virens	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Nicator_chloris	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Cisticola_juncidis	Acrocephalus_arundinaceus	Hippolais_icterina	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Buphagus_erythrorhynchus	Toxostoma_redivivum	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Promerops_cafer	Peucedramus_taeniatus	Ploceus_nigricollis	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Motacilla_alba	Emberiza_fucata	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Setophaga_coronata	Setophaga_kirtlandii	Quiscalus_mexicanus	Agelaius_phoeniceus	Molothrus_ater	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Rhodinocichla_rosea	Calcarius_ornatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Chaetops_frenatus	Picathartes_gymnocephalus	Pomatostomus_ruficeps	Atrichornis_clamosus	Menura_novaehollandiae	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Scytalopus_superciliaris	Formicarius_rufipectus	Grallaria_varia	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Sclerurus_mexicanus	Furnarius_figulus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Piprites_chloris	Tachuris_rubrigastra	Tyrannus_savana	Neopipo_cinnamomea	Mionectes_macconnelli	Lepidothrix_coronata	Manacus_manacus	Colius_striatus	Urocolius_indicus	Apaloderma_vittatum	Trogon_melanurus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Geococcyx_californianus	Crotophaga_sulcirostris	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Podiceps_cristatus	Podilymbus_podiceps	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Ciconia_maguari	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Cathartes_aura	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Chlamydotis_macqueenii	Lophotis_ruficrista	Ardeotis_kori	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Stercorarius_parasiticus	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Steatornis_caripensis	Aegotheles_bennettii	Podargus_strigoides	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster
Struthio_camelus	0	1.27253e+07	1.28921e+07	1.25089e+07	1.24745e+07	1.23279e+07	1.23365e+07	1.40535e+07	1.24165e+07	1.18369e+07	1.18371e+07	6.75003e+06	6.98552e+06	8.75767e+06	8.7647e+06	6.51428e+06	6.51928e+06	6.50538e+06	6.49841e+06	1.40911e+07	1.38778e+07	1.52294e+07	1.6073e+07	1.61705e+07	1.60748e+07	1.60751e+07	1.69908e+07	1.73341e+07	1.70421e+07	1.86055e+07	1.88302e+07	1.89038e+07	1.80677e+07	1.81979e+07	1.87018e+07	1.79023e+07	1.93164e+07	1.34457e+07	1.44666e+07	1.36957e+07	1.37003e+07	1.36524e+07	1.36222e+07	1.36189e+07	1.44242e+07	1.44307e+07	1.29295e+07	1.45757e+07	1.4121e+07	1.38679e+07	1.54434e+07	1.54471e+07	1.42198e+07	1.38784e+07	1.37318e+07	1.78857e+07	1.71411e+07	1.68826e+07	1.59249e+07	1.57043e+07	1.41264e+07	1.40916e+07	1.40898e+07	1.37563e+07	1.37503e+07	1.63381e+07	1.72688e+07	1.75617e+07	1.73751e+07	1.63677e+07	1.64257e+07	1.50318e+07	1.49105e+07	1.37676e+07	1.37631e+07	1.77884e+07	1.79529e+07	1.72324e+07	1.91658e+07	1.81528e+07	1.83573e+07	1.81767e+07	1.81714e+07	1.79364e+07	1.7667e+07	1.85321e+07	1.88557e+07	1.79728e+07	1.80337e+07	1.78189e+07	1.77077e+07	1.75275e+07	1.74809e+07	1.7471e+07	1.82872e+07	1.78893e+07	1.80245e+07	1.87134e+07	1.824e+07	1.80126e+07	1.77346e+07	1.80416e+07	1.81129e+07	1.86237e+07	1.88392e+07	1.8734e+07	1.80192e+07	1.82233e+07	1.7915e+07	1.78978e+07	1.81701e+07	1.7923e+07	1.85179e+07	1.82757e+07	1.84424e+07	1.78632e+07	1.79726e+07	1.87442e+07	1.80194e+07	1.86853e+07	2.00924e+07	1.90364e+07	1.86325e+07	1.92355e+07	1.89271e+07	1.85183e+07	1.95502e+07	2.06585e+07	1.94213e+07	1.91213e+07	1.96411e+07	1.9444e+07	1.94398e+07	1.93217e+07	1.94204e+07	1.92315e+07	1.91293e+07	1.9048e+07	1.90349e+07	1.91901e+07	1.90721e+07	1.89374e+07	1.92631e+07	1.93373e+07	1.93037e+07	1.97518e+07	1.91515e+07	1.93711e+07	1.89904e+07	1.89361e+07	1.90569e+07	1.9376e+07	1.89737e+07	1.9465e+07	1.99044e+07	1.84895e+07	1.85932e+07	1.86513e+07	1.88075e+07	1.86918e+07	1.95682e+07	1.91088e+07	1.91891e+07	1.971e+07	1.93238e+07	1.93896e+07	1.93163e+07	1.97508e+07	1.89562e+07	1.88749e+07	1.88467e+07	1.87555e+07	1.91809e+07	1.89331e+07	1.96769e+07	1.92295e+07	1.92286e+07	1.924e+07	1.95095e+07	1.85009e+07	1.90081e+07	1.87214e+07	1.92141e+07	1.91961e+07	1.94637e+07	1.93006e+07	1.92883e+07	1.95222e+07	1.98882e+07	1.98136e+07	1.98538e+07	1.98119e+07	1.99353e+07	1.98436e+07	1.97551e+07	2.01185e+07	2.0161e+07	1.98717e+07	1.97696e+07	1.98543e+07	1.99942e+07	2.00229e+07	2.0033e+07	2.00776e+07	1.94687e+07	1.97502e+07	1.95142e+07	1.90635e+07	1.90316e+07	1.93333e+07	1.92578e+07	1.89911e+07	1.89643e+07	1.90844e+07	1.89762e+07	1.87901e+07	1.90135e+07	1.8788e+07	1.84623e+07	1.85515e+07	1.74063e+07	1.66292e+07	1.89161e+07	1.80008e+07	1.80099e+07	1.78474e+07	1.73466e+07	1.78252e+07	1.81537e+07	1.92393e+07	1.85645e+07	1.81779e+07	1.81047e+07	1.79023e+07	1.81721e+07	1.85051e+07	1.84576e+07	1.68015e+07	1.7093e+07	1.70163e+07	1.72124e+07	1.73822e+07	1.73946e+07	1.73498e+07	1.69478e+07	1.78555e+07	1.56779e+07	1.57359e+07	1.7309e+07	1.75396e+07	1.6892e+07	1.67444e+07	1.68695e+07	1.68379e+07	1.75648e+07	1.77866e+07	1.73745e+07	1.71405e+07	1.63484e+07	1.47825e+07	1.45435e+07	1.46515e+07	1.38668e+07	1.42348e+07	1.35715e+07	1.26627e+07	1.28347e+07	1.34486e+07	1.35535e+07	1.42441e+07	1.46669e+07	1.33143e+07	1.356e+07	1.40084e+07	1.46749e+07	1.28739e+07	1.34812e+07	1.33616e+07	1.34695e+07	1.38579e+07	1.31266e+07	1.32258e+07	1.30208e+07	1.50712e+07	1.6798e+07	1.59697e+07	2.14817e+07	2.12695e+07	1.9385e+07	1.89465e+07	2.01073e+07	1.98977e+07	1.98244e+07	1.93425e+07	1.98947e+07	1.8053e+07	1.77022e+07	1.77316e+07	1.65103e+07	1.61767e+07	1.74841e+07	1.73292e+07	1.86348e+07	1.72981e+07	1.63029e+07	1.41157e+07	1.40439e+07	1.33934e+07	1.30603e+07	1.30628e+07	1.337e+07	1.34072e+07	1.59419e+07	1.60058e+07	1.59559e+07	1.64888e+07	1.55435e+07	1.51434e+07	1.46484e+07	1.49546e+07	1.39426e+07	1.42144e+07	1.43238e+07	1.34227e+07	1.37464e+07	1.36667e+07	1.40282e+07	2.04182e+07	1.40509e+07	1.49326e+07	1.49932e+07	1.39947e+07	1.37972e+07	1.38014e+07	1.37964e+07	1.40717e+07	1.43283e+07	1.40718e+07	1.39109e+07	1.40645e+07	1.40374e+07	1.61816e+07	1.49953e+07	1.54576e+07	1.59929e+07	1.58411e+07	1.3949e+07	1.39308e+07	1.41109e+07	1.60738e+07	1.5214e+07	1.51916e+07	1.56235e+07	1.47273e+07	1.51436e+07	1.53074e+07	1.53199e+07	1.58951e+07	1.55069e+07	1.69557e+07	1.5686e+07	1.68084e+07	1.66697e+07
Tinamus_guttatus	1.27253e+07	0	4.88793e+06	4.50476e+06	4.47036e+06	5.28873e+06	5.2973e+06	8.39067e+06	6.75363e+06	6.17407e+06	6.17428e+06	8.77755e+06	9.01305e+06	1.13071e+07	1.13141e+07	9.06366e+06	9.06867e+06	9.05477e+06	9.04779e+06	1.89151e+07	1.87017e+07	2.00534e+07	2.0897e+07	2.09944e+07	2.08987e+07	2.0899e+07	2.18148e+07	2.21581e+07	2.1866e+07	2.34294e+07	2.36541e+07	2.37277e+07	2.28916e+07	2.30218e+07	2.35257e+07	2.27263e+07	2.41404e+07	1.82697e+07	1.92905e+07	1.85196e+07	1.85242e+07	1.84763e+07	1.84461e+07	1.84428e+07	1.92482e+07	1.92546e+07	1.77535e+07	1.93996e+07	1.89449e+07	1.86919e+07	2.02673e+07	2.02711e+07	1.90437e+07	1.87024e+07	1.85557e+07	2.27096e+07	2.1965e+07	2.17065e+07	2.07488e+07	2.05282e+07	1.89503e+07	1.89155e+07	1.89138e+07	1.85802e+07	1.85743e+07	2.1162e+07	2.20927e+07	2.23856e+07	2.2199e+07	2.11916e+07	2.12496e+07	1.98557e+07	1.97344e+07	1.85915e+07	1.85871e+07	2.26123e+07	2.27769e+07	2.20563e+07	2.39898e+07	2.29768e+07	2.31812e+07	2.30007e+07	2.29953e+07	2.27603e+07	2.2491e+07	2.3356e+07	2.36797e+07	2.27967e+07	2.28576e+07	2.26428e+07	2.25316e+07	2.23514e+07	2.23048e+07	2.22949e+07	2.31111e+07	2.27132e+07	2.28485e+07	2.35373e+07	2.30639e+07	2.28365e+07	2.25585e+07	2.28655e+07	2.29369e+07	2.34476e+07	2.36631e+07	2.3558e+07	2.28432e+07	2.30472e+07	2.2739e+07	2.27217e+07	2.29941e+07	2.27469e+07	2.33419e+07	2.30997e+07	2.32663e+07	2.26871e+07	2.27966e+07	2.35681e+07	2.28434e+07	2.35093e+07	2.49163e+07	2.38604e+07	2.34565e+07	2.40594e+07	2.37511e+07	2.33422e+07	2.43742e+07	2.54824e+07	2.42453e+07	2.39453e+07	2.4465e+07	2.42679e+07	2.42637e+07	2.41456e+07	2.42444e+07	2.40554e+07	2.39532e+07	2.3872e+07	2.38589e+07	2.4014e+07	2.3896e+07	2.37614e+07	2.40871e+07	2.41612e+07	2.41276e+07	2.45757e+07	2.39754e+07	2.41951e+07	2.38143e+07	2.376e+07	2.38809e+07	2.42e+07	2.37977e+07	2.4289e+07	2.47284e+07	2.33134e+07	2.34171e+07	2.34753e+07	2.36315e+07	2.35157e+07	2.43922e+07	2.39327e+07	2.4013e+07	2.45339e+07	2.41478e+07	2.42135e+07	2.41402e+07	2.45747e+07	2.37801e+07	2.36988e+07	2.36706e+07	2.35794e+07	2.40048e+07	2.3757e+07	2.45008e+07	2.40535e+07	2.40525e+07	2.4064e+07	2.43334e+07	2.33248e+07	2.3832e+07	2.35453e+07	2.40381e+07	2.402e+07	2.42876e+07	2.41245e+07	2.41123e+07	2.43461e+07	2.47121e+07	2.46375e+07	2.46777e+07	2.46358e+07	2.47592e+07	2.46675e+07	2.4579e+07	2.49424e+07	2.49849e+07	2.46957e+07	2.45936e+07	2.46782e+07	2.48181e+07	2.48468e+07	2.48569e+07	2.49015e+07	2.42926e+07	2.45742e+07	2.43382e+07	2.38875e+07	2.38556e+07	2.41573e+07	2.40817e+07	2.3815e+07	2.37882e+07	2.39083e+07	2.38001e+07	2.36141e+07	2.38374e+07	2.3612e+07	2.32863e+07	2.33754e+07	2.22302e+07	2.14532e+07	2.374e+07	2.28248e+07	2.28339e+07	2.26713e+07	2.21705e+07	2.26491e+07	2.29777e+07	2.40633e+07	2.33884e+07	2.30018e+07	2.29287e+07	2.27262e+07	2.2996e+07	2.3329e+07	2.32815e+07	2.16254e+07	2.19169e+07	2.18403e+07	2.20363e+07	2.22061e+07	2.22185e+07	2.21737e+07	2.17717e+07	2.26794e+07	2.05018e+07	2.05598e+07	2.21329e+07	2.23635e+07	2.1716e+07	2.15683e+07	2.16934e+07	2.16619e+07	2.23888e+07	2.26105e+07	2.21985e+07	2.19644e+07	2.11723e+07	1.96065e+07	1.93674e+07	1.94754e+07	1.86907e+07	1.90587e+07	1.83955e+07	1.74866e+07	1.76586e+07	1.82725e+07	1.83774e+07	1.90681e+07	1.94908e+07	1.81382e+07	1.8384e+07	1.88324e+07	1.94988e+07	1.76978e+07	1.83051e+07	1.81855e+07	1.82935e+07	1.86818e+07	1.79506e+07	1.80497e+07	1.78447e+07	1.98952e+07	2.16219e+07	2.07936e+07	2.63056e+07	2.60934e+07	2.42089e+07	2.37705e+07	2.49312e+07	2.47216e+07	2.46483e+07	2.41664e+07	2.47186e+07	2.2877e+07	2.25261e+07	2.25555e+07	2.13342e+07	2.10007e+07	2.23081e+07	2.21531e+07	2.34588e+07	2.21221e+07	2.11268e+07	1.89396e+07	1.88679e+07	1.82173e+07	1.78842e+07	1.78867e+07	1.81939e+07	1.82311e+07	2.07659e+07	2.08297e+07	2.07799e+07	2.13128e+07	2.03675e+07	1.99674e+07	1.94723e+07	1.97786e+07	1.87666e+07	1.90383e+07	1.91478e+07	1.82466e+07	1.85703e+07	1.84907e+07	1.88521e+07	2.52421e+07	1.88748e+07	1.97565e+07	1.98171e+07	1.88186e+07	1.86211e+07	1.86253e+07	1.86203e+07	1.88956e+07	1.91522e+07	1.88958e+07	1.87348e+07	1.88884e+07	1.88614e+07	2.10055e+07	1.98193e+07	2.02816e+07	2.08168e+07	2.0665e+07	1.8773e+07	1.87548e+07	1.89348e+07	2.08978e+07	2.0038e+07	2.00155e+07	2.04475e+07	1.95512e+07	1.99675e+07	2.01314e+07	2.01438e+07	2.0719e+07	2.03308e+07	2.17797e+07	2.051e+07	2.16324e+07	2.14936e+07
Crypturellus_soui	1.28921e+07	4.88793e+06	0	2.68279e+06	2.64839e+06	5.45547e+06	5.46404e+06	8.55741e+06	6.92037e+06	6.3408e+06	6.34102e+06	8.94429e+06	9.17978e+06	1.14738e+07	1.14808e+07	9.2304e+06	9.23541e+06	9.22151e+06	9.21453e+06	1.90818e+07	1.88685e+07	2.02201e+07	2.10637e+07	2.11612e+07	2.10655e+07	2.10657e+07	2.19815e+07	2.23248e+07	2.20328e+07	2.35962e+07	2.38208e+07	2.38944e+07	2.30584e+07	2.31886e+07	2.36925e+07	2.2893e+07	2.43071e+07	1.84364e+07	1.94572e+07	1.86864e+07	1.8691e+07	1.86431e+07	1.86128e+07	1.86095e+07	1.94149e+07	1.94213e+07	1.79202e+07	1.95664e+07	1.91117e+07	1.88586e+07	2.04341e+07	2.04378e+07	1.92105e+07	1.88691e+07	1.87224e+07	2.28764e+07	2.21318e+07	2.18732e+07	2.09156e+07	2.0695e+07	1.91171e+07	1.90823e+07	1.90805e+07	1.87469e+07	1.8741e+07	2.13288e+07	2.22595e+07	2.25524e+07	2.23658e+07	2.13584e+07	2.14164e+07	2.00225e+07	1.99012e+07	1.87583e+07	1.87538e+07	2.2779e+07	2.29436e+07	2.22231e+07	2.41565e+07	2.31435e+07	2.33479e+07	2.31674e+07	2.3162e+07	2.2927e+07	2.26577e+07	2.35228e+07	2.38464e+07	2.29635e+07	2.30244e+07	2.28095e+07	2.26984e+07	2.25181e+07	2.24715e+07	2.24616e+07	2.32779e+07	2.288e+07	2.30152e+07	2.37041e+07	2.32307e+07	2.30032e+07	2.27252e+07	2.30323e+07	2.31036e+07	2.36143e+07	2.38298e+07	2.37247e+07	2.30099e+07	2.3214e+07	2.29057e+07	2.28885e+07	2.31608e+07	2.29137e+07	2.35086e+07	2.32664e+07	2.34331e+07	2.28539e+07	2.29633e+07	2.37348e+07	2.30101e+07	2.3676e+07	2.50831e+07	2.40271e+07	2.36232e+07	2.42262e+07	2.39178e+07	2.35089e+07	2.45409e+07	2.56492e+07	2.4412e+07	2.4112e+07	2.46318e+07	2.44347e+07	2.44305e+07	2.43124e+07	2.44111e+07	2.42222e+07	2.412e+07	2.40387e+07	2.40256e+07	2.41807e+07	2.40628e+07	2.39281e+07	2.42538e+07	2.4328e+07	2.42944e+07	2.47425e+07	2.41421e+07	2.43618e+07	2.3981e+07	2.39268e+07	2.40476e+07	2.43667e+07	2.39644e+07	2.44557e+07	2.48951e+07	2.34802e+07	2.35839e+07	2.3642e+07	2.37982e+07	2.36824e+07	2.45589e+07	2.40995e+07	2.41797e+07	2.47007e+07	2.43145e+07	2.43802e+07	2.4307e+07	2.47415e+07	2.39468e+07	2.38655e+07	2.38374e+07	2.37462e+07	2.41716e+07	2.39237e+07	2.46675e+07	2.42202e+07	2.42192e+07	2.42307e+07	2.45002e+07	2.34916e+07	2.39988e+07	2.3712e+07	2.42048e+07	2.41868e+07	2.44544e+07	2.42912e+07	2.4279e+07	2.45128e+07	2.48789e+07	2.48042e+07	2.48444e+07	2.48025e+07	2.49259e+07	2.48343e+07	2.47458e+07	2.51092e+07	2.51517e+07	2.48624e+07	2.47603e+07	2.48449e+07	2.49848e+07	2.50135e+07	2.50237e+07	2.50683e+07	2.44594e+07	2.47409e+07	2.45049e+07	2.40542e+07	2.40223e+07	2.4324e+07	2.42485e+07	2.39817e+07	2.39549e+07	2.4075e+07	2.39669e+07	2.37808e+07	2.40041e+07	2.37787e+07	2.3453e+07	2.35422e+07	2.23969e+07	2.16199e+07	2.39067e+07	2.29915e+07	2.30006e+07	2.2838e+07	2.23373e+07	2.28159e+07	2.31444e+07	2.423e+07	2.35552e+07	2.31686e+07	2.30954e+07	2.28929e+07	2.31627e+07	2.34958e+07	2.34482e+07	2.17922e+07	2.20836e+07	2.2007e+07	2.2203e+07	2.23729e+07	2.23853e+07	2.23404e+07	2.19385e+07	2.28461e+07	2.06686e+07	2.07266e+07	2.22996e+07	2.25302e+07	2.18827e+07	2.1735e+07	2.18601e+07	2.18286e+07	2.25555e+07	2.27773e+07	2.23652e+07	2.21311e+07	2.1339e+07	1.97732e+07	1.95341e+07	1.96421e+07	1.88574e+07	1.92255e+07	1.85622e+07	1.76534e+07	1.78254e+07	1.84392e+07	1.85441e+07	1.92348e+07	1.96576e+07	1.8305e+07	1.85507e+07	1.89991e+07	1.96656e+07	1.78646e+07	1.84719e+07	1.83523e+07	1.84602e+07	1.88485e+07	1.81173e+07	1.82165e+07	1.80114e+07	2.00619e+07	2.17887e+07	2.09603e+07	2.64723e+07	2.62602e+07	2.43757e+07	2.39372e+07	2.50979e+07	2.48883e+07	2.48151e+07	2.43332e+07	2.48853e+07	2.30437e+07	2.26929e+07	2.27223e+07	2.15009e+07	2.11674e+07	2.24748e+07	2.23199e+07	2.36255e+07	2.22888e+07	2.12936e+07	1.91063e+07	1.90346e+07	1.83841e+07	1.8051e+07	1.80535e+07	1.83607e+07	1.83979e+07	2.09326e+07	2.09965e+07	2.09466e+07	2.14795e+07	2.05342e+07	2.01341e+07	1.96391e+07	1.99453e+07	1.89333e+07	1.9205e+07	1.93145e+07	1.84133e+07	1.8737e+07	1.86574e+07	1.90189e+07	2.54088e+07	1.90415e+07	1.99233e+07	1.99839e+07	1.89854e+07	1.87879e+07	1.8792e+07	1.8787e+07	1.90624e+07	1.93189e+07	1.90625e+07	1.89016e+07	1.90552e+07	1.90281e+07	2.11722e+07	1.9986e+07	2.04483e+07	2.09836e+07	2.08318e+07	1.89397e+07	1.89215e+07	1.91016e+07	2.10645e+07	2.02047e+07	2.01822e+07	2.06142e+07	1.9718e+07	2.01343e+07	2.02981e+07	2.03105e+07	2.08858e+07	2.04976e+07	2.19464e+07	2.06767e+07	2.17991e+07	2.16604e+07
