	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Turnix_velox	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctibius_bracteatus	Nyctibius_grandis	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Bucco_capensis	Galbula_dea	Gavia_stellata	Ciconia_maguari	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Mesitornis_unicolor	Pterocles_gutturalis	Pterocles_burchelli	Syrrhaptes_paradoxus	Steatornis_caripensis	Podargus_strigoides	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Opisthocomus_hoazin	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Acanthisitta_chloris	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Lepidothrix_coronata	Manacus_manacus	Oxyruncus_cristatus	Cephalopterus_ornatus	Piprites_chloris	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Pachyramphus_minor	Onychorhynchus_coronatus	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Pitta_sordida	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Edolisoma_coerulescens	Mohoua_ochrocephala	Aleadryas_rufinucha	Falcunculus_frontatus	Eulacestoma_nigropectus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Ifrita_kowaldi	Paradisaea_raggiana	Chaetorhynchus_papuensis	Rhipidura_dahli	Pachycephala_philippinensis	Oriolus_oriolus	Oreocharis_arfaki	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Ptilorrhoa_leucosticta	Daphoenositta_chrysoptera	Tichodroma_muraria	Sitta_europaea	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Cinclus_mexicanus	Buphagus_erythrorhynchus	Toxostoma_redivivum	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Urocynchramus_pylzowi	Motacilla_alba	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Emberiza_fucata	Calcarius_ornatus	Nesospiza_acunhae	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Sporophila_hypoxantha	Rhodinocichla_rosea	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Irena_cyanogastra	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Nicator_chloris	Panurus_biarmicus	Sylvietta_virens	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Phylloscopus_trochilus	Rhadina_sibilatrix	Cisticola_juncidis	Hirundo_rustica	Brachypodius_atriceps	Pycnonotus_jocosus	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Acrocephalus_arundinaceus	Hippolais_icterina	Alaudala_cheleensis	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Elachura_formosa	Callaeas_wilsoni	Notiomystis_cincta	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Chaetops_frenatus	Picathartes_gymnocephalus	Cathartes_aura	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Colius_striatus	Urocolius_indicus	Cariama_cristata	Chunga_burmeisteri
Limosa_lapponica	0	2.99101e+06	3.20704e+06	6.2209e+06	4.79762e+06	5.3523e+06	5.99452e+06	5.81242e+06	1.33613e+07	6.05449e+06	5.74683e+06	5.55374e+06	5.73801e+06	5.70555e+06	5.74664e+06	5.65424e+06	5.41732e+06	5.4223e+06	5.41629e+06	5.72165e+06	6.77958e+06	6.85229e+06	6.13107e+06	6.51943e+06	6.4239e+06	6.85756e+06	6.75495e+06	7.08094e+06	7.21231e+06	8.82124e+06	9.32071e+06	9.51732e+06	8.09378e+06	7.79015e+06	1.06993e+07	1.02045e+07	1.13387e+07	1.06825e+07	1.07591e+07	7.14859e+06	8.2731e+06	8.71468e+06	9.12368e+06	1.07425e+07	1.04778e+07	6.82841e+06	7.0348e+06	7.08182e+06	7.81049e+06	7.66698e+06	7.7965e+06	8.26243e+06	7.38507e+06	7.50405e+06	7.90506e+06	8.44306e+06	9.24272e+06	7.77132e+06	7.8972e+06	8.72587e+06	9.23314e+06	7.76794e+06	8.99276e+06	8.94196e+06	8.94969e+06	8.01592e+06	7.97963e+06	7.97566e+06	8.07336e+06	8.06787e+06	1.74799e+07	1.72254e+07	1.18603e+07	1.08665e+07	1.49643e+07	1.44382e+07	1.58309e+07	1.55794e+07	1.54915e+07	1.49133e+07	1.55758e+07	1.15151e+07	1.11149e+07	1.29805e+07	1.26836e+07	1.24977e+07	1.40642e+07	1.24604e+07	1.12663e+07	1.33662e+07	1.29452e+07	7.98914e+06	7.68052e+06	1.22713e+07	1.13209e+07	1.19461e+07	1.19083e+07	1.27804e+07	1.30465e+07	1.25521e+07	9.28118e+06	9.64864e+06	9.87515e+06	1.12222e+07	1.01636e+07	1.01906e+07	1.06819e+07	1.06113e+07	1.08357e+07	1.13015e+07	1.23973e+07	1.22309e+07	1.25741e+07	1.10506e+07	1.07595e+07	1.36899e+07	1.27965e+07	1.24863e+07	1.0764e+07	9.29139e+06	8.88182e+06	8.70585e+06	9.96658e+06	9.67975e+06	9.80934e+06	1.03206e+07	1.02346e+07	9.45402e+06	9.05435e+06	9.05735e+06	9.42597e+06	9.47057e+06	1.14198e+07	1.12743e+07	9.90301e+06	9.89765e+06	1.29871e+07	1.30227e+07	1.30923e+07	1.41039e+07	1.44553e+07	1.42314e+07	1.03335e+07	1.02918e+07	1.02896e+07	1.47272e+07	1.56584e+07	1.64681e+07	1.51656e+07	1.48639e+07	1.51876e+07	1.51946e+07	1.51068e+07	1.55872e+07	1.55301e+07	1.2195e+07	1.22646e+07	1.38009e+07	1.35432e+07	1.42399e+07	1.37187e+07	1.42548e+07	1.48077e+07	1.4201e+07	1.40361e+07	1.38929e+07	1.49822e+07	1.49931e+07	1.41972e+07	1.47714e+07	1.4798e+07	1.60803e+07	1.42688e+07	1.33365e+07	1.49247e+07	1.40601e+07	1.638e+07	1.51645e+07	1.54098e+07	1.51932e+07	1.51868e+07	1.49048e+07	1.56429e+07	1.46627e+07	1.48792e+07	1.5031e+07	1.51167e+07	1.49962e+07	1.57294e+07	1.5988e+07	1.58619e+07	1.48483e+07	1.53257e+07	1.49485e+07	1.60079e+07	1.46304e+07	1.44142e+07	1.43583e+07	1.43464e+07	1.50216e+07	1.47638e+07	1.50106e+07	1.58371e+07	1.50042e+07	1.52491e+07	1.56196e+07	1.48888e+07	1.51853e+07	1.48585e+07	1.5312e+07	1.55119e+07	1.56026e+07	1.45817e+07	1.52691e+07	1.61007e+07	1.69931e+07	1.6469e+07	1.67923e+07	1.64564e+07	1.64552e+07	1.70818e+07	1.58876e+07	1.6398e+07	1.61284e+07	1.60308e+07	1.5997e+07	1.68628e+07	1.63115e+07	1.64078e+07	1.70328e+07	1.65695e+07	1.66484e+07	1.65605e+07	1.55822e+07	1.60936e+07	1.5603e+07	1.59292e+07	1.61972e+07	1.61907e+07	1.6798e+07	1.62572e+07	1.58467e+07	1.62822e+07	1.61524e+07	1.65809e+07	1.64903e+07	1.61702e+07	1.61381e+07	1.62189e+07	1.68075e+07	1.71044e+07	1.72059e+07	1.72269e+07	1.72466e+07	1.70812e+07	1.72054e+07	1.73031e+07	1.7087e+07	1.71932e+07	1.71571e+07	1.71551e+07	1.67433e+07	1.7523e+07	1.7574e+07	1.73738e+07	1.74082e+07	1.74204e+07	1.74739e+07	1.64379e+07	1.64162e+07	1.67373e+07	1.65416e+07	1.65269e+07	1.64635e+07	1.68412e+07	1.57627e+07	1.59501e+07	1.58112e+07	1.62493e+07	1.63265e+07	1.63627e+07	1.66263e+07	1.69502e+07	1.67137e+07	1.67086e+07	1.6567e+07	1.61694e+07	1.61043e+07	1.72661e+07	1.7083e+07	1.65857e+07	1.65454e+07	1.6409e+07	1.62675e+07	1.61059e+07	1.64967e+07	1.66854e+07	1.64587e+07	1.63361e+07	1.62386e+07	1.62229e+07	1.66322e+07	1.61495e+07	1.67389e+07	1.55685e+07	1.56929e+07	1.66865e+07	1.62247e+07	1.57401e+07	1.74917e+07	1.81709e+07	1.50045e+07	1.58034e+07	1.4817e+07	1.49483e+07	1.5874e+07	1.59267e+07	1.55359e+07	9.00694e+06	1.14671e+07	1.36518e+07	1.34746e+07	1.4152e+07	1.44287e+07	9.8894e+06	9.88231e+06
Arenaria_interpres	2.99101e+06	0	2.9193e+06	6.19905e+06	4.77577e+06	5.33045e+06	5.97267e+06	5.79056e+06	1.33395e+07	6.03264e+06	5.72498e+06	5.53188e+06	5.71616e+06	5.6837e+06	5.72478e+06	5.63239e+06	5.39546e+06	5.40045e+06	5.39444e+06	5.6998e+06	6.75773e+06	6.83044e+06	6.10922e+06	6.49757e+06	6.40205e+06	6.83571e+06	6.7331e+06	7.05909e+06	7.19046e+06	8.79939e+06	9.29886e+06	9.49547e+06	8.07193e+06	7.7683e+06	1.06774e+07	1.01826e+07	1.13168e+07	1.06606e+07	1.07372e+07	7.12674e+06	8.25125e+06	8.69283e+06	9.10183e+06	1.07206e+07	1.0456e+07	6.80656e+06	7.01294e+06	7.05997e+06	7.78864e+06	7.64513e+06	7.77465e+06	8.24058e+06	7.36322e+06	7.4822e+06	7.88321e+06	8.42121e+06	9.22087e+06	7.74947e+06	7.87535e+06	8.70401e+06	9.21128e+06	7.74609e+06	8.97091e+06	8.92011e+06	8.92784e+06	7.99407e+06	7.95777e+06	7.95381e+06	8.05151e+06	8.04601e+06	1.74581e+07	1.72035e+07	1.18385e+07	1.08446e+07	1.49424e+07	1.44164e+07	1.5809e+07	1.55575e+07	1.54696e+07	1.48914e+07	1.5554e+07	1.14933e+07	1.10931e+07	1.29586e+07	1.26617e+07	1.24758e+07	1.40424e+07	1.24386e+07	1.12444e+07	1.33443e+07	1.29234e+07	7.96728e+06	7.65867e+06	1.22494e+07	1.1299e+07	1.19242e+07	1.18864e+07	1.27586e+07	1.30246e+07	1.25302e+07	9.25932e+06	9.62679e+06	9.8533e+06	1.12003e+07	1.01417e+07	1.01687e+07	1.066e+07	1.05894e+07	1.08138e+07	1.12796e+07	1.23755e+07	1.2209e+07	1.25522e+07	1.10288e+07	1.07377e+07	1.3668e+07	1.27746e+07	1.24644e+07	1.07422e+07	9.26954e+06	8.85997e+06	8.684e+06	9.94473e+06	9.6579e+06	9.78748e+06	1.02988e+07	1.02127e+07	9.43216e+06	9.0325e+06	9.0355e+06	9.40411e+06	9.44871e+06	1.1398e+07	1.12524e+07	9.88116e+06	9.87579e+06	1.29653e+07	1.30008e+07	1.30704e+07	1.4082e+07	1.44334e+07	1.42095e+07	1.03116e+07	1.02699e+07	1.02678e+07	1.47054e+07	1.56366e+07	1.64463e+07	1.51438e+07	1.4842e+07	1.51657e+07	1.51728e+07	1.5085e+07	1.55653e+07	1.55083e+07	1.21732e+07	1.22428e+07	1.37791e+07	1.35213e+07	1.4218e+07	1.36968e+07	1.42329e+07	1.47859e+07	1.41791e+07	1.40143e+07	1.3871e+07	1.49603e+07	1.49712e+07	1.41754e+07	1.47496e+07	1.47762e+07	1.60584e+07	1.42469e+07	1.33146e+07	1.49028e+07	1.40383e+07	1.63581e+07	1.51427e+07	1.5388e+07	1.51714e+07	1.51649e+07	1.48829e+07	1.5621e+07	1.46408e+07	1.48574e+07	1.50092e+07	1.50948e+07	1.49744e+07	1.57076e+07	1.59662e+07	1.584e+07	1.48265e+07	1.53039e+07	1.49266e+07	1.5986e+07	1.46086e+07	1.43923e+07	1.43364e+07	1.43246e+07	1.49997e+07	1.4742e+07	1.49887e+07	1.58152e+07	1.49824e+07	1.52272e+07	1.55977e+07	1.48669e+07	1.51634e+07	1.48367e+07	1.52901e+07	1.54901e+07	1.55807e+07	1.45598e+07	1.52473e+07	1.60788e+07	1.69712e+07	1.64471e+07	1.67704e+07	1.64345e+07	1.64334e+07	1.70599e+07	1.58658e+07	1.63762e+07	1.61065e+07	1.6009e+07	1.59752e+07	1.68409e+07	1.62897e+07	1.6386e+07	1.7011e+07	1.65477e+07	1.66265e+07	1.65386e+07	1.55603e+07	1.60717e+07	1.55811e+07	1.59073e+07	1.61753e+07	1.61688e+07	1.67761e+07	1.62354e+07	1.58248e+07	1.62603e+07	1.61306e+07	1.65591e+07	1.64685e+07	1.61484e+07	1.61163e+07	1.61971e+07	1.67856e+07	1.70826e+07	1.71841e+07	1.7205e+07	1.72248e+07	1.70593e+07	1.71835e+07	1.72813e+07	1.70651e+07	1.71713e+07	1.71353e+07	1.71332e+07	1.67215e+07	1.75011e+07	1.75521e+07	1.73519e+07	1.73864e+07	1.73985e+07	1.74521e+07	1.64161e+07	1.63944e+07	1.67155e+07	1.65198e+07	1.65051e+07	1.64417e+07	1.68193e+07	1.57408e+07	1.59282e+07	1.57893e+07	1.62274e+07	1.63047e+07	1.63409e+07	1.66044e+07	1.69283e+07	1.66918e+07	1.66868e+07	1.65451e+07	1.61476e+07	1.60825e+07	1.72443e+07	1.70612e+07	1.65638e+07	1.65235e+07	1.63872e+07	1.62456e+07	1.60841e+07	1.64748e+07	1.66636e+07	1.64369e+07	1.63143e+07	1.62168e+07	1.6201e+07	1.66103e+07	1.61276e+07	1.67171e+07	1.55466e+07	1.5671e+07	1.66647e+07	1.62028e+07	1.57182e+07	1.74698e+07	1.8149e+07	1.49826e+07	1.57816e+07	1.47951e+07	1.49265e+07	1.58522e+07	1.59048e+07	1.5514e+07	8.98508e+06	1.14453e+07	1.36299e+07	1.34528e+07	1.41302e+07	1.44068e+07	9.86755e+06	9.86046e+06
Calidris_pugnax	3.20704e+06	2.9193e+06	0	6.41508e+06	4.9918e+06	5.54648e+06	6.1887e+06	6.0066e+06	1.35555e+07	6.24867e+06	5.94101e+06	5.74791e+06	5.93219e+06	5.89973e+06	5.94082e+06	5.84842e+06	5.6115e+06	5.61648e+06	5.61047e+06	5.91583e+06	6.97376e+06	7.04647e+06	6.32525e+06	6.71361e+06	6.61808e+06	7.05174e+06	6.94913e+06	7.27512e+06	7.40649e+06	9.01542e+06	9.51489e+06	9.7115e+06	8.28796e+06	7.98433e+06	1.08934e+07	1.03986e+07	1.15328e+07	1.08766e+07	1.09532e+07	7.34277e+06	8.46728e+06	8.90886e+06	9.31786e+06	1.09367e+07	1.0672e+07	7.02259e+06	7.22898e+06	7.276e+06	8.00467e+06	7.86116e+06	7.99068e+06	8.45661e+06	7.57925e+06	7.69823e+06	8.09924e+06	8.63724e+06	9.4369e+06	7.9655e+06	8.09138e+06	8.92005e+06	9.42732e+06	7.96212e+06	9.18694e+06	9.13614e+06	9.14387e+06	8.2101e+06	8.1738e+06	8.16984e+06	8.26754e+06	8.26205e+06	1.76741e+07	1.74195e+07	1.20545e+07	1.10607e+07	1.51585e+07	1.46324e+07	1.60251e+07	1.57736e+07	1.56857e+07	1.51075e+07	1.577e+07	1.17093e+07	1.13091e+07	1.31747e+07	1.28778e+07	1.26919e+07	1.42584e+07	1.26546e+07	1.14605e+07	1.35604e+07	1.31394e+07	8.18331e+06	7.8747e+06	1.24654e+07	1.1515e+07	1.21403e+07	1.21024e+07	1.29746e+07	1.32407e+07	1.27463e+07	9.47536e+06	9.84282e+06	1.00693e+07	1.14163e+07	1.03578e+07	1.03847e+07	1.0876e+07	1.08055e+07	1.10299e+07	1.14957e+07	1.25915e+07	1.2425e+07	1.27682e+07	1.12448e+07	1.09537e+07	1.3884e+07	1.29907e+07	1.26804e+07	1.09582e+07	9.48557e+06	9.076e+06	8.90003e+06	1.01608e+07	9.87393e+06	1.00035e+07	1.05148e+07	1.04288e+07	9.6482e+06	9.24853e+06	9.25153e+06	9.62015e+06	9.66475e+06	1.1614e+07	1.14685e+07	1.00972e+07	1.00918e+07	1.31813e+07	1.32169e+07	1.32864e+07	1.4298e+07	1.46495e+07	1.44256e+07	1.05277e+07	1.04859e+07	1.04838e+07	1.49214e+07	1.58526e+07	1.66623e+07	1.53598e+07	1.50581e+07	1.53818e+07	1.53888e+07	1.5301e+07	1.57814e+07	1.57243e+07	1.23892e+07	1.24588e+07	1.39951e+07	1.37373e+07	1.44341e+07	1.39129e+07	1.4449e+07	1.50019e+07	1.43952e+07	1.42303e+07	1.4087e+07	1.51763e+07	1.51873e+07	1.43914e+07	1.49656e+07	1.49922e+07	1.62745e+07	1.44629e+07	1.35306e+07	1.51188e+07	1.42543e+07	1.65741e+07	1.53587e+07	1.5604e+07	1.53874e+07	1.53809e+07	1.5099e+07	1.5837e+07	1.48569e+07	1.50734e+07	1.52252e+07	1.53108e+07	1.51904e+07	1.59236e+07	1.61822e+07	1.60561e+07	1.50425e+07	1.55199e+07	1.51427e+07	1.62021e+07	1.48246e+07	1.46084e+07	1.45525e+07	1.45406e+07	1.52158e+07	1.4958e+07	1.52048e+07	1.60313e+07	1.51984e+07	1.54432e+07	1.58138e+07	1.50829e+07	1.53795e+07	1.50527e+07	1.55062e+07	1.57061e+07	1.57968e+07	1.47758e+07	1.54633e+07	1.62948e+07	1.71873e+07	1.66631e+07	1.69865e+07	1.66506e+07	1.66494e+07	1.7276e+07	1.60818e+07	1.65922e+07	1.63226e+07	1.6225e+07	1.61912e+07	1.70569e+07	1.65057e+07	1.6602e+07	1.7227e+07	1.67637e+07	1.68426e+07	1.67546e+07	1.57763e+07	1.62878e+07	1.57972e+07	1.61234e+07	1.63913e+07	1.63849e+07	1.69921e+07	1.64514e+07	1.60409e+07	1.64764e+07	1.63466e+07	1.67751e+07	1.66845e+07	1.63644e+07	1.63323e+07	1.64131e+07	1.70017e+07	1.72986e+07	1.74001e+07	1.74211e+07	1.74408e+07	1.72753e+07	1.73995e+07	1.74973e+07	1.72811e+07	1.73873e+07	1.73513e+07	1.73493e+07	1.69375e+07	1.77172e+07	1.77682e+07	1.7568e+07	1.76024e+07	1.76146e+07	1.76681e+07	1.66321e+07	1.66104e+07	1.69315e+07	1.67358e+07	1.67211e+07	1.66577e+07	1.70353e+07	1.59568e+07	1.61442e+07	1.60053e+07	1.64435e+07	1.65207e+07	1.65569e+07	1.68205e+07	1.71443e+07	1.69079e+07	1.69028e+07	1.67612e+07	1.63636e+07	1.62985e+07	1.74603e+07	1.72772e+07	1.67799e+07	1.67396e+07	1.66032e+07	1.64617e+07	1.63001e+07	1.66909e+07	1.68796e+07	1.66529e+07	1.65303e+07	1.64328e+07	1.64171e+07	1.68263e+07	1.63437e+07	1.69331e+07	1.57627e+07	1.58871e+07	1.68807e+07	1.64189e+07	1.59343e+07	1.76859e+07	1.83651e+07	1.51986e+07	1.59976e+07	1.50112e+07	1.51425e+07	1.60682e+07	1.61209e+07	1.57301e+07	9.20112e+06	1.16613e+07	1.3846e+07	1.36688e+07	1.43462e+07	1.46229e+07	1.00836e+07	1.00765e+07
