	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Eudromia_elegans	Nothocercus_julius	Nothocercus_nigrocapillus	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Apteryx_haastii	Apteryx_owenii	Apteryx_australis	Apteryx_rowi	Rhea_americana	Rhea_pennata	Alectura_lathami	Penelope_pileata	Numida_meleagris	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Mesitornis_unicolor	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Leptosomus_discolor	Colius_striatus	Urocolius_indicus	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Cariama_cristata	Chunga_burmeisteri	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Apaloderma_vittatum	Trogon_melanurus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Nestor_notabilis	Eolophus_roseicapillus	Probosciger_aterrimus	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Acanthisitta_chloris	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Edolisoma_coerulescens	Mohoua_ochrocephala	Dicrurus_megarhynchus	Chaetorhynchus_papuensis	Rhipidura_dahli	Paradisaea_raggiana	Myiagra_hebetior	Ifrita_kowaldi	Struthidea_cinerea	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Eulacestoma_nigropectus	Oreocharis_arfaki	Aleadryas_rufinucha	Falcunculus_frontatus	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Cnemophilus_loriae	Melanocharis_versteri	Notiomystis_cincta	Callaeas_wilsoni	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Bombycilla_garrulus	Phainopepla_nitens	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Irena_cyanogastra	Peucedramus_taeniatus	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Nesospiza_acunhae	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Geospiza_fortis	Sporophila_hypoxantha	Rhodinocichla_rosea	Emberiza_fucata	Calcarius_ornatus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Chloropsis_cyanopogon	Chloropsis_hardwickii	Regulus_satrapa	Elachura_formosa	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Oenanthe_oenanthe	Saxicola_maurus	Erithacus_rubecula	Ficedula_albicollis	Cinclus_mexicanus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Buphagus_erythrorhynchus	Toxostoma_redivivum	Sylvietta_virens	Panurus_biarmicus	Alaudala_cheleensis	Nicator_chloris	Hirundo_rustica	Cettia_cetti	Horornis_vulcanius	Aegithalos_caudatus	Erythrocercus_mccallii	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Acrocephalus_arundinaceus	Hippolais_icterina	Donacobius_atricapilla	Locustella_ochotensis	Oxylabes_madagascariensis	Cisticola_juncidis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Illadopsis_cleaveri	Leiothrix_lutea	Brachypodius_atriceps	Pycnonotus_jocosus	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Tichodroma_muraria	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Rhagologus_leucostigma	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Oriolus_oriolus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Sapayoa_aenigma	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Calyptomena_viridis	Smithornis_capensis	Grallaria_varia	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Scytalopus_superciliaris	Formicarius_rufipectus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Cephalopterus_ornatus	Tachuris_rubrigastra	Piprites_chloris	Neopipo_cinnamomea	Mionectes_macconnelli	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Opisthocomus_hoazin	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Turnix_velox	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Ciconia_maguari	Thalassarche_chlororhynchos	Hydrobates_tethys	Pelecanoides_urinatrix	Fulmarus_glacialis	Calonectris_borealis	Fregetta_grallaria	Oceanites_oceanicus	Aptenodytes_forsteri	Pygoscelis_adeliae	Scopus_umbretta	Balaeniceps_rex	Pelecanus_crispus	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Cochlearius_cochlearius	Egretta_garzetta	Mesembrinibis_cayennensis	Nipponia_nippon	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Steatornis_caripensis	Podargus_strigoides	Nyctibius_bracteatus	Nyctibius_grandis	Gavia_stellata	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Alopecoenas_beccarii	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Columbina_picui
Struthio_camelus	0	6.0012e+06	6.23669e+06	1.33047e+07	1.15791e+07	1.15876e+07	1.19765e+07	1.21432e+07	1.17601e+07	1.17257e+07	1.16676e+07	1.10881e+07	1.10883e+07	5.76544e+06	5.77045e+06	5.75655e+06	5.74957e+06	8.00883e+06	8.01586e+06	1.71089e+07	1.74522e+07	1.71602e+07	1.80204e+07	1.94345e+07	1.81858e+07	1.8316e+07	1.88199e+07	1.87236e+07	1.89483e+07	1.90219e+07	1.42092e+07	1.39959e+07	1.53475e+07	1.61911e+07	1.62886e+07	1.61929e+07	1.61931e+07	1.61919e+07	1.30476e+07	1.39848e+07	1.43529e+07	1.51893e+07	1.7427e+07	1.76576e+07	1.31388e+07	1.42338e+07	1.4162e+07	1.35115e+07	1.31784e+07	1.31809e+07	1.34881e+07	1.35253e+07	1.38743e+07	1.38684e+07	1.76022e+07	1.74473e+07	1.87529e+07	1.74162e+07	1.6421e+07	1.78497e+07	1.66283e+07	1.62948e+07	1.95031e+07	1.90646e+07	2.02253e+07	2.00157e+07	1.99425e+07	1.94606e+07	2.00128e+07	1.81711e+07	1.78203e+07	2.15997e+07	2.13876e+07	1.69161e+07	1.60878e+07	1.70101e+07	1.68624e+07	1.51499e+07	1.50286e+07	1.38857e+07	1.38812e+07	1.64562e+07	1.64858e+07	1.65438e+07	1.73869e+07	1.76798e+07	1.74932e+07	1.79064e+07	1.92839e+07	1.82709e+07	1.84754e+07	1.82948e+07	1.82894e+07	1.78527e+07	1.80331e+07	1.80074e+07	1.81426e+07	1.88315e+07	1.7937e+07	1.84053e+07	1.81518e+07	1.80909e+07	1.89738e+07	1.78258e+07	1.76455e+07	1.75989e+07	1.7589e+07	1.81306e+07	1.86502e+07	1.81597e+07	1.8231e+07	1.87417e+07	1.89573e+07	1.88521e+07	1.79813e+07	1.80907e+07	1.88034e+07	1.81375e+07	1.89061e+07	1.85804e+07	1.88622e+07	1.91545e+07	1.87506e+07	1.90452e+07	1.86363e+07	1.8619e+07	1.93536e+07	1.91262e+07	1.96323e+07	1.91816e+07	1.96402e+07	1.93322e+07	1.93142e+07	1.95818e+07	1.94187e+07	1.94064e+07	1.98877e+07	1.99723e+07	1.99898e+07	2.02366e+07	2.02791e+07	2.01122e+07	2.01409e+07	2.01511e+07	2.01957e+07	1.99719e+07	2.00533e+07	1.98732e+07	1.99617e+07	1.99316e+07	1.99299e+07	1.95868e+07	2.00063e+07	1.98683e+07	1.92024e+07	1.90943e+07	1.91497e+07	1.88395e+07	1.94514e+07	1.93759e+07	1.91091e+07	1.90823e+07	1.89082e+07	1.91316e+07	2.02105e+07	2.07766e+07	1.96863e+07	1.92269e+07	1.93071e+07	1.95076e+07	1.94344e+07	1.98281e+07	1.94419e+07	1.98689e+07	1.90743e+07	1.89929e+07	1.89648e+07	1.88736e+07	1.9299e+07	1.92695e+07	1.92394e+07	1.95394e+07	1.9175e+07	1.98699e+07	1.95579e+07	1.94398e+07	1.97592e+07	1.95621e+07	1.94892e+07	1.91084e+07	1.90542e+07	1.86076e+07	1.87113e+07	1.95831e+07	1.94941e+07	1.90918e+07	2.00225e+07	1.93081e+07	1.91902e+07	1.90555e+07	1.93496e+07	1.92474e+07	1.91661e+07	1.9153e+07	1.93812e+07	1.95385e+07	1.94554e+07	1.94218e+07	1.96683e+07	1.87694e+07	1.89256e+07	1.88098e+07	1.90511e+07	1.93476e+07	1.93467e+07	1.93581e+07	1.96276e+07	1.97949e+07	1.80544e+07	1.86696e+07	1.77851e+07	1.82882e+07	1.80411e+07	1.80159e+07	1.83938e+07	1.85605e+07	1.8636e+07	1.83581e+07	1.81373e+07	1.83414e+07	1.8071e+07	1.73505e+07	1.75243e+07	1.67473e+07	1.79654e+07	1.90342e+07	1.81189e+07	1.8128e+07	1.74647e+07	1.79433e+07	1.86826e+07	1.80204e+07	1.82901e+07	1.8296e+07	1.82228e+07	1.82718e+07	1.93574e+07	1.86232e+07	1.85756e+07	1.73304e+07	1.5796e+07	1.5854e+07	1.69196e+07	1.75127e+07	1.75003e+07	1.70659e+07	1.79735e+07	1.74678e+07	1.7211e+07	1.71344e+07	1.42445e+07	1.42097e+07	1.42079e+07	1.55615e+07	1.46938e+07	1.6043e+07	1.58224e+07	1.6111e+07	1.59592e+07	1.62997e+07	1.51134e+07	1.55757e+07	1.40671e+07	1.40489e+07	1.4229e+07	2.05362e+07	1.41898e+07	1.41128e+07	1.39153e+07	1.39194e+07	1.39144e+07	1.44463e+07	1.41899e+07	1.4029e+07	1.41826e+07	1.41555e+07	1.41689e+07	1.50507e+07	1.51113e+07	1.40607e+07	1.43324e+07	1.44419e+07	1.35408e+07	1.38644e+07	1.37848e+07	1.41463e+07	1.80038e+07	1.72592e+07	1.70006e+07	1.55652e+07	1.43379e+07	1.39965e+07	1.38498e+07	1.53321e+07	1.53097e+07	1.57416e+07	1.34324e+07	1.2992e+07	1.35993e+07	1.3976e+07	1.34797e+07	1.35876e+07	1.32447e+07	1.33439e+07	1.27808e+07	1.29528e+07	1.4793e+07	1.36781e+07	1.41265e+07	1.35638e+07	1.45846e+07	1.45423e+07	1.45488e+07	1.37369e+07	1.37705e+07	1.37402e+07	1.38184e+07	1.38138e+07	1.43622e+07	1.4785e+07	1.35666e+07	1.36715e+07	1.48454e+07	1.52617e+07	1.54255e+07	1.60132e+07	1.70738e+07	1.58041e+07	1.69265e+07	1.67878e+07	1.54379e+07	1.5625e+07	1.42391e+07	1.3986e+07	1.36896e+07	1.72585e+07	1.64664e+07	1.69875e+07	1.6956e+07	1.76829e+07	1.79047e+07	1.74926e+07	1.47665e+07	1.50727e+07	1.52615e+07	1.49006e+07	1.46615e+07	1.47695e+07	1.6074e+07	1.606e+07	1.61239e+07	1.56616e+07	1.66069e+07
Casuarius_casuarius	6.0012e+06	0	1.72856e+06	1.09136e+07	9.18802e+06	9.19659e+06	9.58545e+06	9.75219e+06	9.36903e+06	9.33463e+06	9.27658e+06	8.69701e+06	8.69722e+06	3.3744e+06	3.37941e+06	3.36551e+06	3.35853e+06	5.61779e+06	5.62482e+06	1.59575e+07	1.63009e+07	1.60088e+07	1.6869e+07	1.82832e+07	1.70344e+07	1.71646e+07	1.76685e+07	1.75722e+07	1.77969e+07	1.78705e+07	1.30578e+07	1.28445e+07	1.41962e+07	1.50398e+07	1.51372e+07	1.50415e+07	1.50418e+07	1.50406e+07	1.18963e+07	1.28335e+07	1.32015e+07	1.40379e+07	1.62757e+07	1.65063e+07	1.19875e+07	1.30824e+07	1.30107e+07	1.23601e+07	1.2027e+07	1.20295e+07	1.23367e+07	1.23739e+07	1.2723e+07	1.27171e+07	1.64508e+07	1.62959e+07	1.76016e+07	1.62649e+07	1.52696e+07	1.66983e+07	1.5477e+07	1.51434e+07	1.83517e+07	1.79133e+07	1.9074e+07	1.88644e+07	1.87911e+07	1.83092e+07	1.88614e+07	1.70198e+07	1.66689e+07	2.04484e+07	2.02362e+07	1.57647e+07	1.49364e+07	1.58588e+07	1.57111e+07	1.39985e+07	1.38772e+07	1.27343e+07	1.27299e+07	1.53048e+07	1.53344e+07	1.53924e+07	1.62355e+07	1.65284e+07	1.63418e+07	1.67551e+07	1.81326e+07	1.71196e+07	1.7324e+07	1.71435e+07	1.71381e+07	1.67013e+07	1.68818e+07	1.6856e+07	1.69913e+07	1.76801e+07	1.67856e+07	1.72539e+07	1.70004e+07	1.69395e+07	1.78225e+07	1.66744e+07	1.64942e+07	1.64476e+07	1.64377e+07	1.69793e+07	1.74988e+07	1.70083e+07	1.70797e+07	1.75904e+07	1.78059e+07	1.77008e+07	1.68299e+07	1.69393e+07	1.7652e+07	1.69862e+07	1.77548e+07	1.74291e+07	1.77109e+07	1.80032e+07	1.75993e+07	1.78939e+07	1.7485e+07	1.74676e+07	1.82022e+07	1.79748e+07	1.84809e+07	1.80303e+07	1.84889e+07	1.81809e+07	1.81628e+07	1.84304e+07	1.82673e+07	1.8255e+07	1.87364e+07	1.8821e+07	1.88384e+07	1.90852e+07	1.91277e+07	1.89609e+07	1.89896e+07	1.89997e+07	1.90443e+07	1.88205e+07	1.8902e+07	1.87218e+07	1.88103e+07	1.87803e+07	1.87786e+07	1.84354e+07	1.88549e+07	1.8717e+07	1.80511e+07	1.79429e+07	1.79984e+07	1.76881e+07	1.83e+07	1.82245e+07	1.79578e+07	1.7931e+07	1.77568e+07	1.79802e+07	1.90591e+07	1.96252e+07	1.85349e+07	1.80755e+07	1.81558e+07	1.83563e+07	1.8283e+07	1.86767e+07	1.82906e+07	1.87175e+07	1.79229e+07	1.78416e+07	1.78134e+07	1.77222e+07	1.81476e+07	1.81182e+07	1.8088e+07	1.83881e+07	1.80237e+07	1.87185e+07	1.84065e+07	1.82884e+07	1.86078e+07	1.84107e+07	1.83379e+07	1.79571e+07	1.79028e+07	1.74562e+07	1.75599e+07	1.84317e+07	1.83428e+07	1.79405e+07	1.88711e+07	1.81568e+07	1.80388e+07	1.79042e+07	1.81982e+07	1.8096e+07	1.80148e+07	1.80017e+07	1.82299e+07	1.83872e+07	1.8304e+07	1.82704e+07	1.85169e+07	1.76181e+07	1.77743e+07	1.76585e+07	1.78998e+07	1.81963e+07	1.81953e+07	1.82067e+07	1.84762e+07	1.86436e+07	1.69031e+07	1.75182e+07	1.66338e+07	1.71369e+07	1.68897e+07	1.68645e+07	1.72425e+07	1.74091e+07	1.74847e+07	1.72067e+07	1.69859e+07	1.719e+07	1.69196e+07	1.61991e+07	1.6373e+07	1.55959e+07	1.68141e+07	1.78828e+07	1.69676e+07	1.69767e+07	1.63133e+07	1.67919e+07	1.75312e+07	1.6869e+07	1.71388e+07	1.71446e+07	1.70715e+07	1.71205e+07	1.8206e+07	1.74718e+07	1.74243e+07	1.61791e+07	1.46446e+07	1.47026e+07	1.57682e+07	1.63613e+07	1.63489e+07	1.59145e+07	1.68222e+07	1.63165e+07	1.60597e+07	1.59831e+07	1.30931e+07	1.30583e+07	1.30566e+07	1.44101e+07	1.35424e+07	1.48916e+07	1.4671e+07	1.49596e+07	1.48078e+07	1.51483e+07	1.39621e+07	1.44244e+07	1.29158e+07	1.28976e+07	1.30776e+07	1.93849e+07	1.30384e+07	1.29614e+07	1.27639e+07	1.27681e+07	1.27631e+07	1.3295e+07	1.30386e+07	1.28776e+07	1.30312e+07	1.30042e+07	1.30176e+07	1.38993e+07	1.39599e+07	1.29094e+07	1.31811e+07	1.32906e+07	1.23894e+07	1.27131e+07	1.26335e+07	1.29949e+07	1.68524e+07	1.61078e+07	1.58493e+07	1.44139e+07	1.31865e+07	1.28451e+07	1.26985e+07	1.41808e+07	1.41583e+07	1.45902e+07	1.2281e+07	1.18406e+07	1.24479e+07	1.28246e+07	1.23283e+07	1.24363e+07	1.20934e+07	1.21925e+07	1.16294e+07	1.18014e+07	1.36416e+07	1.25267e+07	1.29751e+07	1.24125e+07	1.34333e+07	1.3391e+07	1.33974e+07	1.25856e+07	1.26191e+07	1.25889e+07	1.2667e+07	1.26624e+07	1.32108e+07	1.36336e+07	1.24153e+07	1.25202e+07	1.3694e+07	1.41103e+07	1.42742e+07	1.48618e+07	1.59224e+07	1.46528e+07	1.57751e+07	1.56364e+07	1.42866e+07	1.44736e+07	1.30877e+07	1.28347e+07	1.25382e+07	1.61072e+07	1.53151e+07	1.58362e+07	1.58047e+07	1.65316e+07	1.67533e+07	1.63412e+07	1.36151e+07	1.39214e+07	1.41102e+07	1.37492e+07	1.35102e+07	1.36182e+07	1.49227e+07	1.49086e+07	1.49725e+07	1.45103e+07	1.54556e+07
Dromaius_novaehollandiae	6.23669e+06	1.72856e+06	0	1.11491e+07	9.42351e+06	9.43208e+06	9.82094e+06	9.98768e+06	9.60452e+06	9.57012e+06	9.51207e+06	8.9325e+06	8.93272e+06	3.60989e+06	3.6149e+06	3.601e+06	3.59402e+06	5.85328e+06	5.86031e+06	1.6193e+07	1.65364e+07	1.62443e+07	1.71045e+07	1.85187e+07	1.72699e+07	1.74001e+07	1.7904e+07	1.78077e+07	1.80324e+07	1.8106e+07	1.32933e+07	1.308e+07	1.44316e+07	1.52752e+07	1.53727e+07	1.5277e+07	1.52773e+07	1.5276e+07	1.21318e+07	1.3069e+07	1.3437e+07	1.42734e+07	1.65112e+07	1.67418e+07	1.2223e+07	1.33179e+07	1.32462e+07	1.25956e+07	1.22625e+07	1.2265e+07	1.25722e+07	1.26094e+07	1.29585e+07	1.29526e+07	1.66863e+07	1.65314e+07	1.7837e+07	1.65004e+07	1.55051e+07	1.69338e+07	1.57125e+07	1.53789e+07	1.85872e+07	1.81487e+07	1.93095e+07	1.90999e+07	1.90266e+07	1.85447e+07	1.90969e+07	1.72552e+07	1.69044e+07	2.06839e+07	2.04717e+07	1.60002e+07	1.51719e+07	1.60942e+07	1.59466e+07	1.4234e+07	1.41127e+07	1.29698e+07	1.29653e+07	1.55403e+07	1.55699e+07	1.56279e+07	1.6471e+07	1.67639e+07	1.65773e+07	1.69906e+07	1.8368e+07	1.7355e+07	1.75595e+07	1.7379e+07	1.73736e+07	1.69368e+07	1.71173e+07	1.70915e+07	1.72268e+07	1.79156e+07	1.70211e+07	1.74894e+07	1.72359e+07	1.7175e+07	1.80579e+07	1.69099e+07	1.67297e+07	1.66831e+07	1.66732e+07	1.72148e+07	1.77343e+07	1.72438e+07	1.73152e+07	1.78259e+07	1.80414e+07	1.79363e+07	1.70654e+07	1.71748e+07	1.78875e+07	1.72216e+07	1.79903e+07	1.76646e+07	1.79464e+07	1.82386e+07	1.78348e+07	1.81294e+07	1.77205e+07	1.77031e+07	1.84377e+07	1.82103e+07	1.87164e+07	1.82657e+07	1.87244e+07	1.84164e+07	1.83983e+07	1.86659e+07	1.85028e+07	1.84905e+07	1.89718e+07	1.90565e+07	1.90739e+07	1.93207e+07	1.93632e+07	1.91964e+07	1.92251e+07	1.92352e+07	1.92798e+07	1.9056e+07	1.91375e+07	1.89573e+07	1.90458e+07	1.90158e+07	1.90141e+07	1.86709e+07	1.90904e+07	1.89525e+07	1.82866e+07	1.81784e+07	1.82338e+07	1.79236e+07	1.85355e+07	1.846e+07	1.81933e+07	1.81665e+07	1.79923e+07	1.82157e+07	1.92946e+07	1.98607e+07	1.87704e+07	1.8311e+07	1.83913e+07	1.85918e+07	1.85185e+07	1.89122e+07	1.85261e+07	1.8953e+07	1.81584e+07	1.80771e+07	1.80489e+07	1.79577e+07	1.83831e+07	1.83537e+07	1.83235e+07	1.86236e+07	1.82591e+07	1.8954e+07	1.8642e+07	1.85239e+07	1.88433e+07	1.86462e+07	1.85733e+07	1.81926e+07	1.81383e+07	1.76917e+07	1.77954e+07	1.86672e+07	1.85782e+07	1.8176e+07	1.91066e+07	1.83923e+07	1.82743e+07	1.81396e+07	1.84337e+07	1.83315e+07	1.82503e+07	1.82371e+07	1.84653e+07	1.86227e+07	1.85395e+07	1.85059e+07	1.87524e+07	1.78536e+07	1.80098e+07	1.7894e+07	1.81353e+07	1.84317e+07	1.84308e+07	1.84422e+07	1.87117e+07	1.88791e+07	1.71386e+07	1.77537e+07	1.68693e+07	1.73724e+07	1.71252e+07	1.71e+07	1.7478e+07	1.76446e+07	1.77202e+07	1.74422e+07	1.72214e+07	1.74255e+07	1.71551e+07	1.64346e+07	1.66085e+07	1.58314e+07	1.70496e+07	1.81183e+07	1.72031e+07	1.72122e+07	1.65488e+07	1.70274e+07	1.77667e+07	1.71045e+07	1.73743e+07	1.73801e+07	1.7307e+07	1.7356e+07	1.84415e+07	1.77073e+07	1.76598e+07	1.64146e+07	1.48801e+07	1.49381e+07	1.60037e+07	1.65968e+07	1.65844e+07	1.615e+07	1.70577e+07	1.6552e+07	1.62952e+07	1.62185e+07	1.33286e+07	1.32938e+07	1.32921e+07	1.46456e+07	1.37779e+07	1.51271e+07	1.49065e+07	1.51951e+07	1.50433e+07	1.53838e+07	1.41975e+07	1.46598e+07	1.31513e+07	1.3133e+07	1.33131e+07	1.96204e+07	1.32739e+07	1.31969e+07	1.29994e+07	1.30036e+07	1.29986e+07	1.35305e+07	1.32741e+07	1.31131e+07	1.32667e+07	1.32397e+07	1.32531e+07	1.41348e+07	1.41954e+07	1.31449e+07	1.34166e+07	1.35261e+07	1.26249e+07	1.29486e+07	1.2869e+07	1.32304e+07	1.70879e+07	1.63433e+07	1.60848e+07	1.46494e+07	1.3422e+07	1.30806e+07	1.2934e+07	1.44163e+07	1.43938e+07	1.48257e+07	1.25165e+07	1.20761e+07	1.26834e+07	1.30601e+07	1.25638e+07	1.26718e+07	1.23288e+07	1.2428e+07	1.18649e+07	1.20369e+07	1.38771e+07	1.27622e+07	1.32106e+07	1.26479e+07	1.36688e+07	1.36264e+07	1.36329e+07	1.28211e+07	1.28546e+07	1.28244e+07	1.29025e+07	1.28979e+07	1.34463e+07	1.38691e+07	1.26508e+07	1.27557e+07	1.39295e+07	1.43458e+07	1.45097e+07	1.50973e+07	1.61579e+07	1.48883e+07	1.60106e+07	1.58719e+07	1.45221e+07	1.47091e+07	1.33232e+07	1.30701e+07	1.27737e+07	1.63427e+07	1.55506e+07	1.60717e+07	1.60401e+07	1.67671e+07	1.69888e+07	1.65767e+07	1.38506e+07	1.41569e+07	1.43456e+07	1.39847e+07	1.37457e+07	1.38537e+07	1.51581e+07	1.51441e+07	1.5208e+07	1.47457e+07	1.56911e+07
