	Struthio_camelus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Apteryx_haastii	Apteryx_owenii	Apteryx_rowi	Apteryx_australis	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Gallus_gallus	Coturnix_japonica	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Cairina_moschata	Asarcornis_scutulata	Anas_platyrhynchos	Anas_zonorhyncha	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Sagittarius_serpentarius	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Pandion_haliaetus	Circaetus_pectoralis	Cariama_cristata	Chunga_burmeisteri	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Bucco_capensis	Galbula_dea	Gavia_stellata	Fregata_magnificens	Sula_dactylatra	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Anhinga_anhinga	Anhinga_rufa	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Pelecanus_crispus	Scopus_umbretta	Balaeniceps_rex	Aptenodytes_forsteri	Pygoscelis_adeliae	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Leptosomus_discolor	Apaloderma_vittatum	Trogon_melanurus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Colius_striatus	Urocolius_indicus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cathartes_aura	Acanthisitta_chloris	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Myiagra_hebetior	Paradisaea_raggiana	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Struthidea_cinerea	Ifrita_kowaldi	Daphoenositta_chrysoptera	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dryoscopus_gambensis	Gymnorhina_tibicen	Dyaphorophyia_castanea	Mystacornis_crossleyi	Eulacestoma_nigropectus	Oriolus_oriolus	Aleadryas_rufinucha	Falcunculus_frontatus	Pachycephala_philippinensis	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Mohoua_ochrocephala	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Orthonyx_spaldingii	Pomatostomus_ruficeps	Cnemophilus_loriae	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Regulus_satrapa	Elachura_formosa	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Buphagus_erythrorhynchus	Toxostoma_redivivum	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Bombycilla_garrulus	Phainopepla_nitens	Panurus_biarmicus	Alaudala_cheleensis	Nicator_chloris	Sylvietta_virens	Hirundo_rustica	Cisticola_juncidis	Aegithalos_caudatus	Phylloscopus_trochilus	Rhadina_sibilatrix	Oxylabes_madagascariensis	Locustella_ochotensis	Donacobius_atricapilla	Acrocephalus_arundinaceus	Hippolais_icterina	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Zosterops_lateralis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Leiothrix_lutea	Brachypodius_atriceps	Pycnonotus_jocosus	Hylia_prasina	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Tichodroma_muraria	Sitta_europaea	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Promerops_cafer	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Chlorodrepanis_virens	Hemignathus_wilsoni	Rhodinocichla_rosea	Calcarius_ornatus	Setophaga_coronata	Setophaga_kirtlandii	Molothrus_ater	Agelaius_phoeniceus	Quiscalus_mexicanus	Passerina_amoena	Pheucticus_melanocephalus	Cardinalis_cardinalis	Sporophila_hypoxantha	Nesospiza_acunhae	Geospiza_fortis	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Emberiza_fucata	Prunella_fulvescens	Prunella_himalayana	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Atrichornis_clamosus	Menura_novaehollandiae	Cephalopterus_ornatus	Onychorhynchus_coronatus	Piprites_chloris	Mionectes_macconnelli	Tyrannus_savana	Neopipo_cinnamomea	Tachuris_rubrigastra	Pachyramphus_minor	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Glareola_pratincola	Rhinoptilus_africanus	Dromas_ardeola	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Ciconia_maguari	Columbina_picui	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Caloenas_nicobarica	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Nyctibius_bracteatus	Nyctibius_grandis	Steatornis_caripensis	Podargus_strigoides	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii
Struthio_camelus	0	1.385e+07	1.22129e+07	1.16334e+07	1.16336e+07	1.25218e+07	1.26885e+07	1.23054e+07	1.2271e+07	1.21244e+07	1.21329e+07	8.55414e+06	8.56117e+06	6.5465e+06	6.782e+06	6.31075e+06	6.31575e+06	6.29488e+06	6.30185e+06	1.69099e+07	1.72533e+07	1.69612e+07	1.85246e+07	1.87493e+07	1.88229e+07	1.78214e+07	1.92356e+07	1.79868e+07	1.8117e+07	1.86209e+07	1.40102e+07	1.37969e+07	1.51486e+07	1.59922e+07	1.60896e+07	1.59939e+07	1.59942e+07	1.47016e+07	1.44626e+07	1.45706e+07	1.5993e+07	1.51332e+07	1.51107e+07	1.55426e+07	1.40348e+07	1.29794e+07	1.29819e+07	1.32891e+07	1.33263e+07	1.39631e+07	1.33125e+07	1.36754e+07	1.36695e+07	1.67171e+07	1.58888e+07	2.14008e+07	2.11886e+07	1.76507e+07	1.64294e+07	1.60958e+07	1.74032e+07	1.72483e+07	1.8554e+07	1.72173e+07	1.6222e+07	1.93041e+07	1.88657e+07	2.00264e+07	1.98168e+07	1.97435e+07	1.92616e+07	1.98138e+07	1.79722e+07	1.76213e+07	1.34906e+07	1.33649e+07	1.43857e+07	1.35715e+07	1.35413e+07	1.3538e+07	1.36194e+07	1.36148e+07	1.43434e+07	1.43498e+07	1.33677e+07	1.34726e+07	1.41632e+07	1.4586e+07	1.39275e+07	1.4594e+07	1.34791e+07	1.25818e+07	1.27538e+07	1.32807e+07	1.33887e+07	1.3777e+07	1.2793e+07	1.34003e+07	1.30458e+07	1.31449e+07	1.28487e+07	1.37859e+07	1.41539e+07	1.78048e+07	1.70602e+07	1.68017e+07	1.53663e+07	1.41389e+07	1.37975e+07	1.36509e+07	1.70596e+07	1.62675e+07	1.77057e+07	1.72936e+07	1.67886e+07	1.67571e+07	1.7484e+07	1.44948e+07	1.5844e+07	1.56234e+07	1.53625e+07	1.49903e+07	1.68112e+07	1.66635e+07	1.49509e+07	1.48296e+07	1.36867e+07	1.36823e+07	1.72281e+07	1.74587e+07	1.62572e+07	1.71879e+07	1.74808e+07	1.72942e+07	1.62868e+07	1.63448e+07	1.40455e+07	1.40107e+07	1.4009e+07	1.29399e+07	1.77075e+07	1.7872e+07	1.71515e+07	1.9085e+07	1.8072e+07	1.82764e+07	1.80959e+07	1.80905e+07	1.87749e+07	1.76268e+07	1.74466e+07	1.74e+07	1.73901e+07	1.82063e+07	1.7738e+07	1.79437e+07	1.86325e+07	1.78084e+07	1.78919e+07	1.79528e+07	1.81591e+07	1.80893e+07	1.78169e+07	1.81949e+07	1.78421e+07	1.83615e+07	1.84371e+07	1.79317e+07	1.81424e+07	1.79607e+07	1.80321e+07	1.79383e+07	1.84512e+07	1.85428e+07	1.87583e+07	1.86532e+07	1.78342e+07	1.75862e+07	1.76537e+07	1.78555e+07	1.84706e+07	1.77823e+07	1.78917e+07	1.87072e+07	1.83815e+07	1.79386e+07	1.86044e+07	1.86633e+07	2.00115e+07	2.05776e+07	1.88753e+07	1.8794e+07	1.87658e+07	1.86746e+07	1.91e+07	1.96699e+07	1.94873e+07	1.90279e+07	1.91082e+07	1.96291e+07	1.9243e+07	1.93087e+07	1.92354e+07	1.89555e+07	1.85517e+07	1.90404e+07	1.93405e+07	1.89761e+07	1.90706e+07	1.96709e+07	1.98235e+07	1.95602e+07	1.89095e+07	1.88552e+07	1.88929e+07	1.92952e+07	1.93841e+07	1.84086e+07	1.85123e+07	1.91092e+07	1.89912e+07	1.88565e+07	1.91506e+07	1.91823e+07	1.89541e+07	1.90484e+07	1.89672e+07	1.93396e+07	1.92564e+07	1.92228e+07	1.92903e+07	1.93631e+07	1.93589e+07	1.92408e+07	1.94693e+07	1.85705e+07	1.87267e+07	1.86109e+07	1.88522e+07	1.9596e+07	1.91487e+07	1.91477e+07	1.91591e+07	1.94286e+07	1.842e+07	1.88463e+07	1.84374e+07	1.91546e+07	1.87092e+07	1.89326e+07	1.89272e+07	1.89508e+07	1.86405e+07	1.89102e+07	1.88834e+07	1.92524e+07	1.91769e+07	1.93828e+07	1.92197e+07	1.92074e+07	1.91333e+07	1.91152e+07	1.93878e+07	1.96694e+07	2.00376e+07	2.00801e+07	1.97734e+07	1.96888e+07	1.97908e+07	1.97627e+07	1.96742e+07	1.98544e+07	1.9731e+07	1.97729e+07	1.97327e+07	1.99133e+07	1.9942e+07	1.99521e+07	1.99967e+07	1.98073e+07	1.90035e+07	1.88953e+07	1.94333e+07	1.89827e+07	1.94413e+07	1.73254e+07	1.65483e+07	1.67206e+07	1.70121e+07	1.73013e+07	1.77746e+07	1.72689e+07	1.68669e+07	1.73137e+07	1.71315e+07	1.69355e+07	1.5597e+07	1.5655e+07	1.84242e+07	1.83767e+07	1.84836e+07	1.80729e+07	1.91584e+07	1.78214e+07	1.80912e+07	1.8097e+07	1.80239e+07	1.792e+07	1.79291e+07	1.77665e+07	1.88352e+07	1.72657e+07	1.77443e+07	1.33418e+07	1.36655e+07	1.35859e+07	1.39473e+07	1.38618e+07	1.41335e+07	1.4243e+07	1.38682e+07	1.38499e+07	1.403e+07	1.5912e+07	1.57602e+07	1.61007e+07	1.49145e+07	1.53768e+07	2.03373e+07	1.48517e+07	1.49123e+07	1.397e+07	1.42474e+07	1.3991e+07	1.383e+07	1.39836e+07	1.39566e+07	1.39908e+07	1.39138e+07	1.37163e+07	1.37205e+07	1.37155e+07	1.32334e+07	1.6408e+07	1.5861e+07	1.59249e+07	1.58751e+07	1.54627e+07	1.52266e+07	1.46464e+07	1.50627e+07	1.40401e+07	1.37871e+07	1.5239e+07	1.5426e+07	1.58142e+07	1.68748e+07	1.56052e+07	1.67275e+07	1.65888e+07	1.45675e+07	1.48738e+07	1.50626e+07
Eudromia_elegans	1.385e+07	0	6.85758e+06	6.27801e+06	6.27822e+06	7.86848e+06	8.03522e+06	7.65205e+06	7.61765e+06	7.47104e+06	7.47962e+06	1.21614e+07	1.21684e+07	1.0169e+07	1.04045e+07	1.01056e+07	1.01106e+07	1.00897e+07	1.00967e+07	2.3062e+07	2.34054e+07	2.31133e+07	2.46767e+07	2.49014e+07	2.4975e+07	2.39735e+07	2.53877e+07	2.41389e+07	2.42691e+07	2.4773e+07	2.01623e+07	1.9949e+07	2.13007e+07	2.21443e+07	2.22417e+07	2.2146e+07	2.21463e+07	2.08537e+07	2.06147e+07	2.07227e+07	2.21451e+07	2.12853e+07	2.12628e+07	2.16947e+07	2.01869e+07	1.91315e+07	1.9134e+07	1.94412e+07	1.94784e+07	2.01152e+07	1.94646e+07	1.98275e+07	1.98216e+07	2.28692e+07	2.20409e+07	2.75529e+07	2.73407e+07	2.38028e+07	2.25815e+07	2.22479e+07	2.35553e+07	2.34004e+07	2.47061e+07	2.33694e+07	2.23741e+07	2.54562e+07	2.50178e+07	2.61785e+07	2.59689e+07	2.58956e+07	2.54137e+07	2.59659e+07	2.41243e+07	2.37734e+07	1.96427e+07	1.9517e+07	2.05378e+07	1.97236e+07	1.96934e+07	1.96901e+07	1.97715e+07	1.97669e+07	2.04955e+07	2.05019e+07	1.95198e+07	1.96247e+07	2.03153e+07	2.07381e+07	2.00796e+07	2.07461e+07	1.96312e+07	1.87339e+07	1.89059e+07	1.94328e+07	1.95408e+07	1.99291e+07	1.89451e+07	1.95524e+07	1.91979e+07	1.9297e+07	1.90008e+07	1.9938e+07	2.0306e+07	2.39569e+07	2.32123e+07	2.29538e+07	2.15184e+07	2.0291e+07	1.99496e+07	1.9803e+07	2.32117e+07	2.24196e+07	2.38578e+07	2.34457e+07	2.29407e+07	2.29092e+07	2.36361e+07	2.06469e+07	2.19961e+07	2.17755e+07	2.15146e+07	2.11424e+07	2.29633e+07	2.28156e+07	2.1103e+07	2.09817e+07	1.98388e+07	1.98344e+07	2.33802e+07	2.36108e+07	2.24093e+07	2.334e+07	2.36329e+07	2.34463e+07	2.24389e+07	2.24969e+07	2.01976e+07	2.01628e+07	2.01611e+07	1.9092e+07	2.38596e+07	2.40241e+07	2.33036e+07	2.52371e+07	2.42241e+07	2.44285e+07	2.4248e+07	2.42426e+07	2.4927e+07	2.37789e+07	2.35987e+07	2.35521e+07	2.35422e+07	2.43584e+07	2.38901e+07	2.40958e+07	2.47846e+07	2.39605e+07	2.4044e+07	2.41049e+07	2.43112e+07	2.42414e+07	2.3969e+07	2.4347e+07	2.39942e+07	2.45136e+07	2.45892e+07	2.40838e+07	2.42945e+07	2.41128e+07	2.41842e+07	2.40904e+07	2.46033e+07	2.46949e+07	2.49104e+07	2.48053e+07	2.39863e+07	2.37383e+07	2.38058e+07	2.40076e+07	2.46227e+07	2.39344e+07	2.40438e+07	2.48593e+07	2.45336e+07	2.40907e+07	2.47565e+07	2.48154e+07	2.61636e+07	2.67297e+07	2.50274e+07	2.49461e+07	2.49179e+07	2.48267e+07	2.52521e+07	2.5822e+07	2.56394e+07	2.518e+07	2.52603e+07	2.57812e+07	2.53951e+07	2.54608e+07	2.53875e+07	2.51077e+07	2.47038e+07	2.51925e+07	2.54926e+07	2.51282e+07	2.52227e+07	2.5823e+07	2.59756e+07	2.57123e+07	2.50616e+07	2.50073e+07	2.5045e+07	2.54473e+07	2.55362e+07	2.45607e+07	2.46644e+07	2.52613e+07	2.51433e+07	2.50087e+07	2.53027e+07	2.53344e+07	2.51062e+07	2.52005e+07	2.51193e+07	2.54917e+07	2.54085e+07	2.53749e+07	2.54424e+07	2.55152e+07	2.5511e+07	2.53929e+07	2.56214e+07	2.47226e+07	2.48788e+07	2.4763e+07	2.50043e+07	2.57481e+07	2.53008e+07	2.52998e+07	2.53112e+07	2.55807e+07	2.45721e+07	2.49984e+07	2.45895e+07	2.53067e+07	2.48613e+07	2.50847e+07	2.50793e+07	2.51029e+07	2.47926e+07	2.50623e+07	2.50355e+07	2.54045e+07	2.5329e+07	2.55349e+07	2.53718e+07	2.53595e+07	2.52854e+07	2.52673e+07	2.55399e+07	2.58215e+07	2.61897e+07	2.62322e+07	2.59255e+07	2.58409e+07	2.59429e+07	2.59148e+07	2.58263e+07	2.60065e+07	2.58831e+07	2.5925e+07	2.58848e+07	2.60654e+07	2.60941e+07	2.61042e+07	2.61488e+07	2.59594e+07	2.51556e+07	2.50474e+07	2.55854e+07	2.51348e+07	2.55934e+07	2.34775e+07	2.27004e+07	2.28727e+07	2.31642e+07	2.34534e+07	2.39267e+07	2.3421e+07	2.3019e+07	2.34658e+07	2.32836e+07	2.30876e+07	2.17491e+07	2.18071e+07	2.45763e+07	2.45288e+07	2.46357e+07	2.4225e+07	2.53105e+07	2.39735e+07	2.42433e+07	2.42491e+07	2.4176e+07	2.40721e+07	2.40812e+07	2.39186e+07	2.49873e+07	2.34178e+07	2.38964e+07	1.94939e+07	1.98176e+07	1.9738e+07	2.00994e+07	2.00139e+07	2.02856e+07	2.03951e+07	2.00203e+07	2.00021e+07	2.01821e+07	2.20641e+07	2.19123e+07	2.22528e+07	2.10666e+07	2.15289e+07	2.64894e+07	2.10038e+07	2.10644e+07	2.01221e+07	2.03995e+07	2.01431e+07	1.99821e+07	2.01357e+07	2.01087e+07	2.01429e+07	2.00659e+07	1.98684e+07	1.98726e+07	1.98676e+07	1.93855e+07	2.25601e+07	2.20131e+07	2.2077e+07	2.20272e+07	2.16148e+07	2.13787e+07	2.07985e+07	2.12148e+07	2.01922e+07	1.99392e+07	2.13911e+07	2.15781e+07	2.19663e+07	2.3027e+07	2.17573e+07	2.28796e+07	2.27409e+07	2.07196e+07	2.10259e+07	2.12147e+07
Nothoprocta_perdicaria	1.22129e+07	6.85758e+06	0	1.4446e+06	1.44481e+06	6.23144e+06	6.39818e+06	6.01502e+06	5.98061e+06	5.834e+06	5.84258e+06	1.05244e+07	1.05314e+07	8.53199e+06	8.76748e+06	8.46857e+06	8.47358e+06	8.4527e+06	8.45968e+06	2.1425e+07	2.17683e+07	2.14763e+07	2.30397e+07	2.32644e+07	2.3338e+07	2.23365e+07	2.37506e+07	2.25019e+07	2.26321e+07	2.3136e+07	1.85253e+07	1.8312e+07	1.96636e+07	2.05072e+07	2.06047e+07	2.0509e+07	2.05092e+07	1.92167e+07	1.89777e+07	1.90857e+07	2.0508e+07	1.96482e+07	1.96258e+07	2.00577e+07	1.85499e+07	1.74945e+07	1.7497e+07	1.78042e+07	1.78414e+07	1.84781e+07	1.78276e+07	1.81904e+07	1.81845e+07	2.12322e+07	2.04039e+07	2.59158e+07	2.57037e+07	2.21658e+07	2.09444e+07	2.06109e+07	2.19183e+07	2.17634e+07	2.3069e+07	2.17323e+07	2.07371e+07	2.38192e+07	2.33807e+07	2.45415e+07	2.43318e+07	2.42586e+07	2.37767e+07	2.43289e+07	2.24872e+07	2.21364e+07	1.80057e+07	1.78799e+07	1.89008e+07	1.80866e+07	1.80564e+07	1.8053e+07	1.81345e+07	1.81299e+07	1.88584e+07	1.88649e+07	1.78827e+07	1.79877e+07	1.86783e+07	1.91011e+07	1.84426e+07	1.91091e+07	1.79942e+07	1.70969e+07	1.72689e+07	1.77958e+07	1.79037e+07	1.82921e+07	1.73081e+07	1.79154e+07	1.75608e+07	1.766e+07	1.73637e+07	1.83009e+07	1.8669e+07	2.23199e+07	2.15753e+07	2.13167e+07	1.98813e+07	1.8654e+07	1.83126e+07	1.81659e+07	2.15747e+07	2.07825e+07	2.22208e+07	2.18087e+07	2.13036e+07	2.12721e+07	2.1999e+07	1.90099e+07	2.03591e+07	2.01385e+07	1.98776e+07	1.95054e+07	2.13262e+07	2.11785e+07	1.9466e+07	1.93447e+07	1.82018e+07	1.81973e+07	2.17431e+07	2.19737e+07	2.07723e+07	2.1703e+07	2.19959e+07	2.18093e+07	2.08019e+07	2.08599e+07	1.85606e+07	1.85258e+07	1.8524e+07	1.74549e+07	2.22225e+07	2.23871e+07	2.16666e+07	2.36e+07	2.2587e+07	2.27915e+07	2.26109e+07	2.26055e+07	2.32899e+07	2.21419e+07	2.19617e+07	2.19151e+07	2.19051e+07	2.27214e+07	2.22531e+07	2.24587e+07	2.31476e+07	2.23235e+07	2.2407e+07	2.24679e+07	2.26742e+07	2.26043e+07	2.2332e+07	2.27099e+07	2.23572e+07	2.28766e+07	2.29521e+07	2.24467e+07	2.26575e+07	2.24758e+07	2.25471e+07	2.24534e+07	2.29663e+07	2.30578e+07	2.32734e+07	2.31682e+07	2.23492e+07	2.21012e+07	2.21688e+07	2.23705e+07	2.29857e+07	2.22974e+07	2.24068e+07	2.32222e+07	2.28965e+07	2.24536e+07	2.31195e+07	2.31784e+07	2.45266e+07	2.50927e+07	2.33904e+07	2.3309e+07	2.32809e+07	2.31897e+07	2.36151e+07	2.4185e+07	2.40024e+07	2.3543e+07	2.36232e+07	2.41442e+07	2.3758e+07	2.38237e+07	2.37505e+07	2.34706e+07	2.30667e+07	2.35555e+07	2.38555e+07	2.34911e+07	2.35856e+07	2.4186e+07	2.43386e+07	2.40753e+07	2.34245e+07	2.33703e+07	2.34079e+07	2.38102e+07	2.38992e+07	2.29237e+07	2.30274e+07	2.36243e+07	2.35063e+07	2.33716e+07	2.36657e+07	2.36973e+07	2.34691e+07	2.35635e+07	2.34822e+07	2.38546e+07	2.37715e+07	2.37379e+07	2.38053e+07	2.38782e+07	2.3874e+07	2.37559e+07	2.39844e+07	2.30855e+07	2.32417e+07	2.3126e+07	2.33672e+07	2.4111e+07	2.36637e+07	2.36628e+07	2.36742e+07	2.39437e+07	2.29351e+07	2.33613e+07	2.29524e+07	2.36697e+07	2.32243e+07	2.34477e+07	2.34423e+07	2.34658e+07	2.31556e+07	2.34252e+07	2.33985e+07	2.37675e+07	2.3692e+07	2.38979e+07	2.37348e+07	2.37225e+07	2.36483e+07	2.36303e+07	2.39029e+07	2.41844e+07	2.45527e+07	2.45952e+07	2.42884e+07	2.42038e+07	2.43059e+07	2.42778e+07	2.41893e+07	2.43694e+07	2.4246e+07	2.4288e+07	2.42478e+07	2.44283e+07	2.4457e+07	2.44672e+07	2.45118e+07	2.43224e+07	2.35185e+07	2.34104e+07	2.39484e+07	2.34977e+07	2.39563e+07	2.18404e+07	2.10634e+07	2.12357e+07	2.15271e+07	2.18164e+07	2.22896e+07	2.17839e+07	2.1382e+07	2.18288e+07	2.16465e+07	2.14505e+07	2.01121e+07	2.01701e+07	2.29393e+07	2.28917e+07	2.29987e+07	2.25879e+07	2.36735e+07	2.23365e+07	2.26062e+07	2.26121e+07	2.25389e+07	2.2435e+07	2.24441e+07	2.22815e+07	2.33503e+07	2.17808e+07	2.22594e+07	1.78569e+07	1.81805e+07	1.81009e+07	1.84624e+07	1.83768e+07	1.86485e+07	1.8758e+07	1.83832e+07	1.8365e+07	1.85451e+07	2.04271e+07	2.02753e+07	2.06158e+07	1.94295e+07	1.98918e+07	2.48523e+07	1.93668e+07	1.94274e+07	1.8485e+07	1.87624e+07	1.8506e+07	1.83451e+07	1.84987e+07	1.84716e+07	1.85059e+07	1.84289e+07	1.82314e+07	1.82356e+07	1.82305e+07	1.77485e+07	2.0923e+07	2.03761e+07	2.044e+07	2.03901e+07	1.99777e+07	1.97416e+07	1.91615e+07	1.95778e+07	1.85552e+07	1.83021e+07	1.9754e+07	1.99411e+07	2.03293e+07	2.13899e+07	2.01202e+07	2.12426e+07	2.11039e+07	1.90826e+07	1.93888e+07	1.95776e+07
